n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,resists_mundane,is_candidate
220,0.19119138589737583,6,0.02727272727272727,0.8769683464396507,0.6421129151033043,0.0846098346529638,0.7446508576381629,5,0.0,710157002554935040,131.40863926378213,33.26117432021969,17.965084075927734,2.0419273376464844,0.923409116542709,giant,False,False
895,0.23911805295122524,24,0.026815642458100558,0.8607274812382769,0.9973805097873834,0.02073603883928636,0.7430649026339283,23,0.0,710189609946643200,130.09168776459688,32.57453209127475,17.890811920166016,0.8051700592041016,0.0554559737154996,unknown,False,False
1034,0.24049917840494062,25,0.024177949709864602,0.7152004726899405,0.4914097395615653,0.023057264324094266,0.742368534988486,23,0.0,710215929506420352,130.27837531676352,32.73540015263044,18.393213272094727,0.9212837219238281,0.3611080486884838,unknown,False,False
932,0.20168344407636718,26,0.027896995708154508,0.8984559771763666,0.9789201709839835,0.02993410436961905,0.7403054829748286,23,0.0,710998373763680512,127.90461134306723,33.94098299690108,18.337276458740234,1.2974872589111328,0.5277593279518531,unknown,False,False
104,0.23933217272310459,5,0.04807692307692308,0.9496468189907616,0.1624809920836515,0.1773255238447858,0.7368023428465643,5,0.0,710120993548995584,131.1705032995139,32.980818911109026,17.79600715637207,2.0211734771728516,1.3909775714269135,main_sequence,False,False
216,0.17214506888921643,7,0.032407407407407406,0.8055107053502664,0.2507164962764443,0.07271925124865763,0.7350463807742933,7,0.0,711047645629163264,129.71742159492814,33.352802744113,18.454364776611328,1.5500526428222656,0.37966835842908575,unknown,False,False
916,0.339085317520882,25,0.027292576419213975,0.9070798215573451,0.342838495922088,0.028801243754784853,0.7342167697307074,24,0.0,710998270684463616,127.95890938320531,33.96640000174327,18.366252899169922,2.827503204345703,2.378237425572925,giant,False,False
955,0.24187378888750566,26,0.027225130890052355,0.9140533894275146,0.12411892072902846,0.023282080000329237,0.7294439474284727,25,0.0,910290246481156480,130.8179302005293,37.22219219958943,18.48103904724121,1.033315658569336,0.12771071555025845,unknown,False,False
215,0.19632676706062346,6,0.027906976744186046,0.8297144408033399,0.2936111788146691,0.10591626725701629,0.7277463242597051,6,0.017384266966867738,710347050564271488,131.3534490207834,33.424006230719556,18.198776245117188,2.3742904663085938,1.6430408148877587,giant,False,False
760,0.24778918023964136,29,0.038157894736842106,0.9053003290970515,1.497308195853122,0.03451053599053965,0.7260754106314096,25,0.0,710643403306686464,128.8671771569613,32.86609512280298,18.268417358398438,2.2182388305664062,0.9106726842062538,giant,False,False
112,0.23782972338002195,4,0.03571428571428571,1.1327218691779828,0.1281926614003679,0.1412961067276169,0.7255744801323939,4,0.0,710358080040295040,131.1040920583187,33.53387914241232,18.497303009033203,0.8456821441650391,0.0808181516362397,unknown,False,False
791,0.24978296732910554,26,0.03286978508217446,0.7046289066852628,1.0701148780571446,0.029480398384811417,0.7245989764165427,23,0.005280872784576023,710713802114874112,128.48943531427543,33.21840409287626,17.95763397216797,0.9465007781982422,0.3232139237345309,unknown,False,False
