n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,glint_max_brighten,glint_sigma,glint_events,glint_score,is_glint,resists_mundane,is_candidate,shared_epoch_frac
949,0.265197461466689,10,0.01053740779768177,0.8654331520908463,0.16539690388590447,0.0262438819663897,0.6621268354100831,1,0.0,0.22835325600057887,719207400007194,217.9701629,38.8226774,,,,unknown,-0.004043935399227671,0.7432454373334587,-0.02856499012841563,0.0,False,0.3983238335772268,6.712488134062211,4,0.15994515148972457,False,False,False,0.9602272727272727
898,0.3193449359528765,8,0.008908685968819599,0.854582741877027,0.11230889845205204,0.02649936098730343,0.662050191703809,1,0.0,0.27755045814032664,719207400006754,217.78239915,38.8687631,,,,unknown,-0.005594093076259506,0.8340754774402442,-0.03953189579293689,0.0,False,0.6466004129803826,8.776056215396897,7,0.0,False,False,False,0.9782608695652174
943,0.2647871381729543,11,0.01166489925768823,0.8957983131647607,0.5286779201779256,0.027084705169443713,0.6618745884491669,1,0.0,0.2647871381729543,719207400020238,217.7914127,38.8566247,,,,unknown,-0.010741153134778202,1.1977274412522725,-0.07588803722614285,0.0,False,0.3915676369323393,6.793146167046165,3,0.21276103198348523,False,False,False,0.9316239316239316
741,0.5540463939986016,17,0.022941970310391364,0.8848391011152877,0.9979709333256953,0.1301232190496275,0.6609630342851118,2,0.0,0.41740246872038855,719207300006528,216.6083808,38.9840893,,,,unknown,-0.03619072717779267,5.308611601300231,-0.2556372048380844,0.0,False,0.8902456182330136,8.5592824338852,9,0.0,False,False,False,1.0
926,0.26693446782914376,15,0.016198704103671708,0.9782282140339237,0.9980932932775126,0.03410767254796107,0.6597676982356117,1,0.0,0.2619570433466202,719207300006924,216.65388,38.946349,,,,unknown,-0.003450054108260205,0.6578894219058661,-0.024352372595650287,0.0,False,0.4203084799172876,7.838306022242115,1,0.32514263336210714,False,False,False,0.9272727272727272
951,0.3634906318300557,7,0.007360672975814932,0.8762945607222183,0.9951770492734456,0.037240660871274645,0.6588278017386177,1,0.0,0.3634906318300557,719207400006577,217.9274109,38.8901122,,,,unknown,-0.007766118914144457,1.137536278420119,-0.05488061524935496,0.0,False,0.3762200476377222,6.631447355528117,2,0.23277109660759632,False,False,False,0.943089430894309
782,0.40454916034782407,5,0.00639386189258312,0.9650643395976788,0.9967466460603287,0.06944528653988336,0.649166414038035,1,0.0,0.40454916034782407,719206300005347,218.5951738,38.87156245,,,,unknown,-0.0016422592528944275,0.29787343355945956,-0.011600487357438261,0.0,False,0.8317532046104632,7.934816187139068,4,0.42298985655830945,False,False,False,0.9925093632958801
495,0.5058175478986267,3,0.006060606060606061,0.794469694305754,0.9969267912739177,0.07595667210463697,0.6472129983686089,1,0.0,0.5058175478986267,719207400014018,217.653684,38.8951283,,,,unknown,-0.0022707416849612515,0.5676187239570889,-0.015990075648372595,0.0,False,1.191227955634547,7.790006255804835,1,0.6372000834107312,True,False,False,1.0
894,0.44946153961144153,57,0.06375838926174497,0.8723612387838378,0.33242371768072143,0.035416884647748996,0.6459066365581977,5,0.04448943268249253,0.2801551465486888,719207300006903,216.72059955,38.94858105,,,,unknown,-0.0017757557842986926,0.251851458509659,-0.012543249695421756,0.0,False,0.580734893088694,10.207282439896561,16,0.0,False,False,False,0.9844357976653697
892,0.32380136772080226,29,0.032511210762331835,0.8854859322376621,0.9970706657225126,0.05333626229988577,0.6417772605104813,3,0.024073953599851008,0.32380136772080226,719207300021922,216.60662235,38.9684524,,,,unknown,-0.001131114517516551,0.19894197872049954,-0.007989809884979531,0.0,False,0.8015081035171263,13.628874762966635,16,0.0,False,False,False,0.9879032258064516
903,0.2838507853499602,13,0.014396456256921373,0.7168933061846543,0.9949590178061335,0.09714596789351458,0.6408562096319456,1,0.0,0.23924369568868642,719206300019475,218.6056215,38.86806,,,,unknown,-0.0015438963007632556,0.2213364406408663,-0.010910327456495197,0.0,False,0.5302236858946279,8.625149217449477,12,0.0,False,False,False,0.9857142857142858
928,0.2665178184684479,12,0.01293103448275862,1.0145102185337767,0.999777885836778,0.1004358783019078,0.6407398496214542,1,0.0,0.21203797432631966,719206300005351,218.29188345,38.872404,,,,unknown,-0.005575627523745041,0.755037903719413,-0.039401566546079056,0.0,False,0.36218752917690633,6.867831259474345,1,0.287186424263299,False,False,False,0.9439252336448598
