source_id,vet_set,hip,ra,dec,ks_m,jk,pred_s09_jy,etz,nearby,pm_source,verdict,note,n_in_cone,wise_id,sep_arcsec,w1,w2,w3,e_w3,w3snr,w3rchi2,w4,e_w4,w4snr,cc_flags,ph_qual,ext_flg,resid_w3,sig_w3,resid_w4,sig_w4,nearest_wide_sep_arcsec,nearest_wide_cc_flags,nearest_wide_w1,artefact_region_plausible
4039970797062166400,iras_ul,,267.4647360322948,-37.0432231563698,0.621,0.7119999527931213,33.87555051903572,False,True,catalogue,INCONCLUSIVE,w3: saturated (0.44 < 3.8),1.0,J174951.50-370235.5,0.16125625137624228,-2.1500000953674316,-1.5449999570846558,0.4440000057220459,0.024000000208616257,45.900001525878906,0.08382,0.43299999833106995,0.017000000923871994,64.8,00hd,UUAA,0.0,0.13794571395475874,0.5164948681800132,0.08365378970958642,0.3138476353771812,,,,
2077959092540451456,iras_ul,,294.8604894127043,42.81840847824098,5.44,-0.0750002861022949,0.3897606933090496,False,False,catalogue,PHOTOSPHERE_PRESENT_AT_12_22_UM,,1.0,J193926.51+424906.2,0.1898974578774298,5.466000080108643,5.302999973297119,5.539999961853027,0.014000000432133675,77.80000305175781,1.681,5.489999771118164,0.032999999821186066,33.2,0000,BAAA,0.0,-0.0461405865567866,-1.828156583851236,-0.0602199430384365,-1.5395529372998278,,,,
1823991938314881152,iras_ul,,295.26228375975774,17.4758952424771,1.792,0.6459999084472656,11.466236206635491,False,False,catalogue,INCONCLUSIVE,w3: saturated (2.16 < 3.8),1.0,J194102.94+172832.9,0.46062622991927593,0.04500000178813934,0.12999999523162842,2.1600000858306885,0.008999999612569809,117.5,2.085,2.065999984741211,0.017999999225139618,60.5,hhhd,UUAA,0.0,-0.3992623667514119,-1.8816182476668593,-0.3704525233448797,-1.7411528732756372,,,,
4254395871029677952,iras_ul,,286.5621591057804,-4.882960200216354,3.564,-0.0419998168945312,2.228130189519433,False,True,catalogue,INCONCLUSIVE,w3: saturated (3.50 < 3.8),1.0,J190614.99-045256.5,1.9055995456146422,3.453000068664551,2.8510000705718994,3.496999979019165,0.008999999612569809,123.5999984741211,116.9,3.6600000858306885,0.023000000044703484,46.9,hh00,CBAA,1.0,0.11696334379867529,0.40312778783515363,-0.11016714789462595,-0.3786975553595582,,,,
1828386961103698560,iras_ul,,298.3651109477452,24.079612226255893,4.584,-0.1050000190734863,0.8451636597082982,False,False,catalogue,INCONCLUSIVE,,1.0,J195327.70+240446.3,1.0880909827727803,4.479000091552734,4.2769999504089355,4.745999813079834,0.01899999938905239,58.20000076293945,2.328,4.64900016784668,0.027000000700354576,40.8,hh00,BBAA,0.0,-0.1045986537787092,-3.693506921320716,-0.07163234077120793,-2.094190596657691,,,,
1828386961117254272,iras_ul,,298.3655075114325,24.079775640554796,4.584,-0.1050000190734863,0.8451636597082982,False,False,catalogue,INCONCLUSIVE,,1.0,J195327.70+240446.3,0.6393999767062192,4.479000091552734,4.2769999504089355,4.745999813079834,0.01899999938905239,58.20000076293945,2.328,4.64900016784668,0.027000000700354576,40.8,hh00,BBAA,0.0,-0.1045986537787092,-3.693506921320716,-0.07163234077120793,-2.094190596657691,,,,
1820154058573970944,iras_ul,,299.43941003816497,16.789243268044146,5.612,-0.0799999237060546,0.331860272745651,False,False,catalogue,PHOTOSPHERE_PRESENT_AT_12_22_UM,,1.0,J195745.45+164721.1,0.022081425897566547,5.603000164031982,5.47599983215332,5.703000068664551,0.014999999664723873,72.19999694824219,0.8753,5.65500020980835,0.04399999976158142,24.9,hh00,BAAA,0.0,-0.0365504335645907,-1.4163005430103615,-0.05262241991614204,-1.0793349169590771,,,,
2166775786416401536,iras_ul,,311.9553025747286,47.831786787800944,2.318,0.929999828338623,7.233121146496325,False,False,catalogue,NO_WISE_SOURCE,"nothing within 6""; nearest AllWISE source 20.0"" away with cc_flags='ddHd'",0.0,,,,,,,,,,,,,,,,,,,20.033924700016122,ddHd,6.485000133514404,True
2067518817314952576,iras_ul,,305.55710787667306,40.2566736114266,0.827,0.5419999361038208,27.863105313663816,False,False,gaia_lookup,INCONCLUSIVE,w3: not measured (snr/err),1.0,J202213.69+401523.9,0.12218854197661287,-1.7669999599456787,-0.7279999852180481,,,,,0.5149999856948853,0.02800000086426735,38.9,HHHH,UUXA,0.0,,,0.2279859796269348,1.0099350164163936,,,,
-85696,iras_ul,85696.0,262.69099525,-37.29574034,3.183,-0.1300001144409179,3.027270722337335,False,False,catalogue,INCONCLUSIVE,w3: saturated (3.47 < 3.8),1.0,J173045.78-371744.5,0.9239128140300679,3.1429998874664307,3.122999906539917,3.4709999561309814,0.013000000268220901,84.4000015258789,9.371,3.4700000286102295,0.024000000208616257,45.5,hhp0,CCAA,1.0,-0.22764727262869128,-0.8612567126173213,-0.29064216435149287,-1.0963960491291618,,,,
