mass,sensitivity_-2,sensitivity_-1,sensitivity_0,sensitivity_1,sensitivity_2,upper_limit
27.825594022071243,3.783049222326485e-48,7.591809066384713e-48,1.6230690653205592e-47,2.8632881843703477e-47,4.334482828210928e-47,1.7290157831792915e-47
29.15053062825177,3.648265182254478e-48,7.338550926281748e-48,1.567323492303528e-47,2.7653256641105355e-47,4.185865222746997e-47,1.7189315329272647e-47
30.538555088334157,3.536358109349959e-48,7.131580626621348e-48,1.521663192823029e-47,2.6853095051976916e-47,4.064264381280448e-47,1.7169968914256586e-47
31.99267137797385,3.444751092314599e-48,6.965615936284601e-48,1.4849317765398632e-47,2.621166581431934e-47,3.966525930610781e-47,1.7227176137416455e-47
33.516026509388425,3.3713012644879504e-48,6.836271363714415e-48,1.4561709473871258e-47,2.571179933993772e-47,3.8900318788985245e-47,1.7357000653254944e-47
35.11191734215131,3.314222991921298e-48,6.739891382734647e-48,1.434583864969036e-47,2.533922098493414e-47,3.8325993251491727e-47,1.7556324981569355e-47
36.78379771828634,3.272025437472461e-48,6.673414996537785e-48,1.4195054481249952e-47,2.5082011088191933e-47,3.792398383152566e-47,1.7822689224542323e-47
38.53528593710529,3.243461427679199e-48,6.634264693594756e-48,1.410378082605302e-47,2.4930163452258677e-47,3.767885024840972e-47,1.8154148940022703e-47
40.370172585965534,3.2274852197677926e-48,6.620254411386952e-48,1.4067315405680222e-47,2.487522036282046e-47,3.7577455264516856e-47,1.8549146715869434e-47
42.29242874389499,3.2232172799402014e-48,6.629512314859821e-48,1.4081661828046728e-47,2.490996712386724e-47,3.7608499450458977e-47,1.9006393055230718e-47
44.306214575838816,3.2299145799603245e-48,6.660415111994748e-48,1.4143387164651856e-47,2.5028172825617576e-47,3.776212623842948e-47,1.952475304915902e-47
46.4158883361278,3.246945226029061e-48,6.711531339625939e-48,1.4249499372871604e-47,2.5224366956282264e-47,3.802958167417715e-47,2.0103136043688715e-47
48.62601580065353,3.273766473787664e-48,6.781571611278704e-48,1.4397340076170786e-47,2.54936437358589e-47,3.8402916753999037e-47,2.074038615292455e-47
50.9413801481638,3.309908090255077e-48,6.869354296943111e-48,1.4584508189586263e-47,2.583152520082572e-47,3.8874787120082663e-47,2.143521009266464e-47
53.3669923120631,3.3550589248591937e-48,6.974149592632775e-48,1.4809501610314767e-47,2.6235234435506053e-47,3.944066833905059e-47,2.218755382722887e-47
55.90810182512222,3.4090917094700177e-48,7.095795392929522e-48,1.5071928496129034e-47,2.6704122889496223e-47,4.0099603880290204e-47,2.2999232863142684e-47
58.570208180566674,3.4719307582959e-48,7.234228340334305e-48,1.5371612172740654e-47,2.7237920893776315e-47,4.0851217870048576e-47,2.387226166224883e-47
61.35907273413176,3.543535500374829e-48,7.389438922631174e-48,1.5708499716975648e-47,2.783656593739104e-47,4.169544154167636e-47,2.480870605285441e-47
64.28073117284322,3.623893334468133e-48,7.561459968788137e-48,1.6082634028616238e-47,2.8500155304546197e-47,4.2632453103921203e-47,2.58106555220591e-47
67.34150657750821,3.713012688492714e-48,7.750355306904911e-48,1.6494126300351643e-47,2.922889928635827e-47,4.366261873256093e-47,2.688019235057737e-47
70.54802310718645,3.8109161481025055e-48,7.956208392202559e-48,1.6943128407130296e-47,3.002307417571817e-47,4.478643366959887e-47,2.8019357233077074e-47
73.90722033525779,3.917633537636726e-48,8.179110738066373e-48,1.742980480220338e-47,3.0882974362486204e-47,4.600446253991688e-47,2.923011105899431e-47
77.4263682681127,4.03319485377448e-48,8.419150006808322e-48,1.7954303569743559e-47,3.1808862949725984e-47,4.731727811251578e-47,3.0514292570278606e-47
81.11308307896871,4.157622968697036e-48,8.676397640104369e-48,1.851672634583964e-47,3.280092041455225e-47,4.872539784719376e-47,3.187357166557534e-47
84.97534359086447,4.2909260360662505e-48,8.950895932902138e-48,1.9117096883396322e-47,3.3859190943218017e-47,5.022921768251431e-47,3.3309398186789884e-47
89.02150854450387,4.433089550294489e-48,9.242644479804252e-48,1.9755328104065567e-47,3.4983526182851584e-47,5.18289426410722e-47,3.4822946105739877e-47
93.260334688322,4.58406802796744e-48,9.55158595020206e-48,2.0431187553757684e-47,3.6173526274795937e-47,5.352451395706602e-47,3.6415053127222726e-47
97.70099572992255,4.7437763003275246e-48,9.877591178380735e-48,2.1144261258962904e-47,3.742847816925269e-47,5.531553257232766e-47,3.808615584176934e-47
102.35310218990269,4.9120934207487606e-48,1.0220467502588978e-47,2.1893972109442278e-47,3.8747388480449667e-47,5.720130372872194e-47,3.9836309162872956e-47
107.22672220103232,5.0891517135650277e-48,1.0580491426449292e-47,2.268082805863008e-47,4.01311469532455e-47,5.918361395725995e-47,4.1667169483194894e-47
112.33240329780276,5.275383734081186e-48,1.0958493693019094e-47,2.350662524336153e-47,4.158287672584609e-47,6.126716730485314e-47,4.358240842583917e-47
117.6811952434999,5.4712587656649246e-48,1.1355373562959547e-47,2.437331123230516e-47,4.310596358059135e-47,6.345704956431527e-47,4.558596066613199e-47
123.2846739442066,5.677271450433529e-48,1.1772077934572642e-47,2.5282935674396376e-47,4.4703970461271005e-47,6.575862042006761e-47,4.768194805876344e-47
129.1549665014884,5.893943017522785e-48,1.220960367595633e-47,2.623765527798323e-47,4.638064617039061e-47,6.81775267716506e-47,4.987468878141697e-47
135.30477745798075,6.121822562037679e-48,1.2669000059658349e-47,2.7239739006432877e-47,4.81399344529114e-47,7.07197166334127e-47,5.216870693907833e-47
141.74741629268047,6.361488375382457e-48,1.3151371302483427e-47,2.8291573495895863e-47,4.998598347782757e-47,7.339145362212196e-47,5.456874265303247e-47
148.49682622544648,6.613549327521317e-48,1.3657879212990564e-47,2.9395668700685827e-47,5.192315572869331e-47,7.619933204317786e-47,5.707976265983399e-47
155.56761439304722,6.878646301572026e-48,1.418974594910569e-47,3.0554663771523604e-47,5.395603831400045e-47,7.915029258500523e-47,5.970697144689229e-47
162.97508346206433,7.157453680948104e-48,1.474825688810394e-47,3.177133317153629e-47,5.608945370789017e-47,8.225163862973511e-47,6.2455822952807915e-47
170.7352647470692,7.450680889064223e-48,1.5334763611047408e-47,3.3048593034603633e-47,5.832847093130102e-47,8.551105318674138e-47,6.533203286204325e-47
178.8649529057435,7.759073981384357e-48,1.595068700352628e-47,3.438950777012873e-47,6.067841718306471e-47,8.893661645368846e-47,6.834159152516572e-47
187.3817422860385,8.083417289339835e-48,1.6597520474323546e-47,3.5797296917897556e-47,6.314488992981274e-47,9.25368240076978e-47,7.149077753762737e-47
196.30406500402725,8.424535115340074e-48,1.7276833293300786e-47,3.727534225603487e-47,6.573376946285289e-47,9.632060562676378e-47,7.478617201174249e-47
205.65123083486515,8.783293477795022e-48,1.7990274049497383e-47,3.8827195164457603e-47,6.845123192917623e-47,1.0029734473897232e-46,7.823467357855753e-47
215.44346900318843,9.160601904689908e-48,1.8739574230028415e-47,4.04565842454266e-47,7.130376284281054e-47,1.0447689849388662e-46,8.184351415813917e-47
225.7019719633921,9.557415273876086e-48,1.9526551919964802e-47,4.216742320200487e-47,7.4298171081510155e-47,1.0886961844729802e-46,8.562027553913661e-47
236.4489412645407,9.974735697799572e-48,2.035311562288409e-47,4.396381897422673e-47,7.744160337244916e-47,1.1348637184664428e-46,8.95729068104688e-47
247.70763559917117,1.0413614449909943e-47,2.1221268201240802e-47,4.58500801317404e-47,8.074155926904517e-47,1.183385635003452e-46,9.370974269057882e-47
259.5024211399737,1.0875153929490064e-47,2.2133110935127227e-47,4.783072552053166e-47,8.420590661939402e-47,1.2343815820978843e-46,9.803952280201278e-47
271.858824273294,1.1360509661062122e-47,2.3090847697322776e-47,4.991049315997176e-47,8.784289752481297e-47,1.2879770373756316e-46,1.0257141194186107e-46
284.8035868435802,1.1870892323932739e-47,2.409678924180785e-47,5.209434938505058e-47,9.166118478497618e-47,1.3443035428034627e-46,1.0731502140124736e-46
298.364724028334,1.2407569806770086e-47,2.5153357602126437e-47,5.438749822705475e-47,9.56698388237228e-47,1.4034989440863107e-46,1.1228043139019704e-46
312.5715849688235,1.297186928139051e-47,2.626309059509927e-47,5.67953910241785e-47,9.987836508705237e-47,1.4657076342920447e-46,1.1747821462708395e-46
327.4549162877732,1.3565179289177883e-47,2.742864642445728e-47,5.932373625175792e-47,1.0429672190206072e-46,1.5310808011926088e-46,1.2291946115543483e-46
343.0469286314919,1.4188951832721187e-47,2.865280837789631e-47,6.197850955966306e-47,1.0893533878233704e-46,1.5997766777337996e-46,1.2861580445406931e-46
359.38136638046257,1.4844704464400583e-47,2.993848960997588e-47,6.476596400221771e-47,1.1380513516213583e-46,1.6719607949668134e-46,1.3457944891054326e-46
376.4935806792472,1.5534022362694398e-47,3.1288738002023877e-47,6.769264044359832e-47,1.1891753953782418e-46,1.7478062366843471e-46,1.4082319873148591e-46
394.4206059437656,1.6258560386001863e-47,3.2706741088948467e-47,7.076537811901471e-47,1.2428450899112036e-46,1.8274938949136093e-46,1.4736048836774158e-46
413.20124001153386,1.702004509272807e-47,3.419583104139808e-47,7.399132532927686e-47,1.2991854906450232e-46,1.911212725316533e-46,1.5420541453655286e-46
432.87612810830615,1.7820276715251695e-47,3.575948969025689e-47,7.73779502432118e-47,1.3583273395418292e-46,1.9991600014413477e-46,1.61372769927569e-46
453.4878508128582,1.8661131074243643e-47,3.740135357879729e-47,8.093305177933918e-47,1.4204072698141742e-46,2.091541566658745e-46,1.6887807868448122e-46
475.0810162102798,1.95445614185765e-47,3.912521902612138e-47,8.466477053463397e-47,1.4855680129717394e-46,2.1885720824931742e-46,1.7673763375908757e-46
497.7023564332114,2.0472600174779515e-47,4.0935047183686845e-47,8.858159972470103e-47,1.5539586076974455e-46,2.2904752719368064e-46,1.8496853624037983e-46
521.4008287999684,2.1447360588668691e-47,4.2834969064745136e-47,9.269239609569496e-47,1.6257346099852699e-46,2.397484156198373e-46,1.935887367666264e-46
546.2277217684342,2.2471038240387764e-47,4.482929052449294e-47,9.700639076426566e-47,1.7010583039069136e-46,2.5098412832014126e-46,2.026170791348806e-46
572.236765935022,2.354591241268429e-47,4.692249716655142e-47,1.01533199937509e-46,1.78009891230646e-46,2.6277989460010483e-46,2.120733462288326e-46
599.4842503189408,2.467434729075579e-47,4.911925914909554e-47,1.062828354603074e-46,1.8630328066463795e-46,2.7516193891357654e-46,2.219783083926116e-46
628.029144183426,2.5858792970508004e-47,5.142443586158219e-47,1.112657151326149e-46,1.950043715151496e-46,2.8815750007729382e-46,2.3235377438556784e-46
657.9332246575682,2.710178625053482e-47,5.384308044050564e-47,1.1649267273433105e-46,2.0413229283164994e-46,3.0179484883471424e-46,2.4322264506089882e-46
689.2612104349695,2.840595118156523e-47,5.638044408998054e-47,1.2197496769009544e-46,2.137069500753696e-46,3.1610330352188496e-46,2.546089699188916e-46
722.0809018385471,2.9773999345563344e-47,5.904198017028494e-47,1.2772429430087335e-46,2.23749044827008e-46,3.3111324357103268e-46,2.6653800669443494e-46
756.463327554629,3.1208729835115584e-47,6.183334801461831e-47,1.3375279046363767e-46,2.342800938966873e-46,3.4685612057029403e-46,2.7903628414758873e-46
792.4828983539177,3.2713028902156153e-47,6.476041643151019e-47,1.4007304579452863e-46,2.4532244770576197e-46,3.633644665798674e-46,2.9213166823575903e-46
830.2175681319752,3.4289869243586397e-47,6.7829266847233905e-47,1.4669810906487706e-46,2.568993077995549e-46,3.8067189938689995e-46,3.058534318560744e-46
869.7490026177834,3.5942308889830387e-47,7.104619603964762e-47,1.536414948533609e-46,2.6903474334006063e-46,3.988131243636911e-46,3.202323283580489e-46
911.1627561154896,3.767348966095521e-47,7.44177184116497e-47,1.6091718931116075e-46,2.8175370641610193e-46,4.178239325755197e-46,3.353006690375326e-46
954.5484566618348,3.948663515361553e-47,7.795056774940381e-47,1.6853965493065495e-46,2.950820459978532e-46,4.377411947667629e-46,3.5109240483570744e-46
1000.0,4.138504822083804e-47,8.165169840722245e-47,1.765238342016546e-46,3.0904652035049633e-46,4.58602850836545e-46,3.676432124797436e-46
2000.0,8.331521001721015e-47,1.629894781284915e-46,3.518291315268385e-46,6.155333769251592e-46,9.177506410581529e-46,7.303356640189431e-46
5000.0,2.101033113669643e-46,4.064385653090731e-46,8.75561914055235e-46,1.5304148659946232e-45,2.2961787716459817e-45,1.8096055877089047e-45
10000.0,4.229740513637041e-46,8.113145340912941e-46,1.745079859686961e-45,3.0481541403338396e-45,4.595086000486546e-45,3.5948426453938424e-45
