mass,sensitivity_-2,sensitivity_-1,sensitivity_0,sensitivity_1,sensitivity_2,upper_limit
10.0,3.4586263957896997e-40,6.839215117270198e-40,1.537746432331638e-39,2.7463773995529167e-39,4.2443055973213834e-39,9.850657773635152e-40
10.476157527896646,2.620416367263147e-40,5.212561332459141e-40,1.1626708680454679e-39,2.071241574785077e-39,3.1942072328547465e-39,7.478024341785255e-40
10.974987654930562,2.0259816460680846e-40,4.0467217319414295e-40,8.964551599991139e-40,1.5936200715407718e-39,2.4525812839475387e-39,5.8051532377627645e-40
11.497569953977358,1.596835732891482e-40,3.197508157105572e-40,7.042304366832419e-40,1.2497367930706564e-39,1.9194805306237897e-39,4.603610606642507e-40
12.045035402587825,1.2817563912343343e-40,2.5693604952345893e-40,5.631578889660336e-40,9.979948045251578e-40,1.5298191594343558e-39,3.725584904971279e-40
12.618568830660204,1.0467241285117638e-40,2.0979367558337963e-40,4.5802526661198335e-40,8.107933822150873e-40,1.2404768526948342e-39,3.0736488337423093e-40
13.219411484660286,8.687632767122634e-41,1.7392524170537046e-40,3.785361011764042e-40,6.695153390124532e-40,1.0224110168914142e-39,2.582443558312033e-40
13.84886371393873,7.32106277001632e-41,1.4627988819024414e-40,3.176131679139726e-40,5.6140402199126e-40,8.557497188781289e-40,2.2073802230231692e-40
14.508287784959396,6.257649640518879e-41,1.2471173190747282e-40,2.7031972840624607e-40,4.7758578392178545e-40,7.266888566638898e-40,1.9175472911177287e-40
15.19911082952934,5.419681632942369e-41,1.076910456649941e-40,2.3316306472724283e-40,4.117981354407381e-40,6.254993013769269e-40,1.6911828142359587e-40
15.922827933410924,4.751412184123483e-41,9.411316444727679e-41,2.0363820457176702e-40,3.5955944840483144e-40,5.452276252505133e-40,1.5127371636097387e-40
16.68100537200059,4.212297331601198e-41,8.317035664395972e-41,1.799247785209142e-40,3.176190998828164e-40,4.808367716141773e-40,1.370937802934105e-40
17.47528400007684,3.772451737984547e-41,7.426480798602275e-41,1.606828881325471e-40,2.835883084359929e-40,4.2862982997090196e-40,1.2574950759666114e-40
18.30738280295368,3.40955506258996e-41,6.694879715807372e-41,1.4491386454524295e-40,2.5568901538422796e-40,3.858585361842628e-40,1.1662240927536846e-40
19.179102616724887,3.1067195336364876e-41,6.08830805002262e-41,1.3186411545782232e-40,2.325809218021926e-40,3.5045393117617734e-40,1.0924405434240875e-40
20.09233002565047,2.8510035059803483e-41,5.580762321411106e-41,1.209579612266502e-40,2.132409711223051e-40,3.208388963099252e-40,1.0325394441234263e-40
21.049041445120206,2.63285219339127e-41,5.152710045581818e-41,1.1176577960692667e-40,1.969084723132384e-40,2.9584156866934868e-40,9.838431053737632e-41
22.051307399030456,2.4460770581054837e-41,4.79053534706745e-41,1.0399344358055046e-40,1.8306938746213533e-40,2.7466865350672927e-40,9.44635984439328e-41
23.101297000831604,2.2858891870132408e-41,4.4836209219700316e-41,9.74126704123571e-41,1.7132537336167634e-40,2.5670551068653204e-40,9.13623413424047e-41
24.201282647943824,2.1483649117579842e-41,4.2233837576354216e-41,9.18389666768969e-41,1.6135385157405287e-40,2.414548586298833e-40,8.897719400783788e-41
25.353644939701116,2.0302766577402544e-41,4.0028503193573736e-41,8.712248341526571e-41,1.5289234292376787e-40,2.285124371317282e-40,8.722552524171649e-41
26.560877829466865,1.9289596408577883e-41,3.8163274351865004e-41,8.314093236650714e-41,1.457263015499676e-40,2.175481248345561e-40,8.604121541891933e-41
27.825594022071243,1.842206305495296e-41,3.6591457503552974e-41,7.979406477222805e-41,1.3967961075475103e-40,2.0829120258586566e-40,8.53713577770894e-41
29.15053062825177,1.7681823322005044e-41,3.5274585128600504e-41,7.699934127832156e-41,1.3460711425334255e-40,2.0051878488854588e-40,8.517363896829969e-41
30.538555088334157,1.705359492992162e-41,3.4180827640695567e-41,7.46885144296076e-41,1.3038871170544379e-40,1.940466846136149e-40,8.54142302039769e-41
31.99267137797385,1.65246172341172e-41,3.328373184287569e-41,7.280491370759395e-41,1.269246621287249e-40,1.887221555183465e-40,8.606606114339555e-41
33.516026509388425,1.6084216057510428e-41,3.25612119612316e-41,7.130127376046092e-41,1.2413182403571476e-40,1.844180902866371e-40,8.710737877587223e-41
35.11191734215131,1.5723450850158666e-41,3.199473681797368e-41,7.013798424196096e-41,1.2194062482197595e-40,1.8102835122750282e-40,8.85205159664854e-41
36.78379771828634,1.543482717849731e-41,3.156866984611503e-41,6.928166797604324e-41,1.2029259978071707e-40,1.7846398539390655e-40,9.029081126038299e-41
38.53528593710529,1.5212061215861882e-41,3.126972855661933e-41,6.870401549769651e-41,1.1913837726713046e-40,1.7665013220691459e-40,9.240563456181983e-41
40.370172585965534,1.5049885730803616e-41,3.1086537587483604e-41,6.838082020573395e-41,1.1843601400395502e-40,1.75523474417951e-40,9.485348359256658e-41
42.29242874389499,1.4943889253378162e-41,3.1009255209050194e-41,6.82911707287845e-41,1.1814960552211494e-40,1.7503011587892484e-40,9.762312446503966e-41
44.306214575838816,1.4890381794434875e-41,3.102925758379228e-41,6.841676662918385e-41,1.182481128997555e-40,1.7512379466984e-40,1.007027569384454e-40
46.4158883361278,1.4886281813785038e-41,3.1138868517312163e-41,6.874133097399884e-41,1.1870435951213547e-40,1.7576435955064762e-40,1.040791914612084e-40
48.62601580065353,1.492902016683227e-41,3.1331125139582e-41,6.925009912683444e-41,1.1949416133887306e-40,1.7691645287131295e-40,1.077370313154721e-40
50.9413801481638,1.5016461863461034e-41,3.15996242138283e-41,6.992947921413306e-41,1.205957150963879e-40,1.7854855389994403e-40,1.1165821436761124e-40
53.3669923120631,1.5146997406459668e-41,3.1940324847155516e-41,7.077090235760768e-41,1.2199474896243288e-40,1.806395352314112e-40,1.1583514225218486e-40
55.90810182512222,1.5319539022998326e-41,3.2352124572153735e-41,7.177207331206374e-41,1.2368611243150735e-40,1.8318061134358443e-40,1.2027698538944151e-40
58.570208180566674,1.55332760923136e-41,3.2834417793799443e-41,7.293175321067349e-41,1.2566652056282176e-40,1.861658042284683e-40,1.2499436432788627e-40
61.35907273413176,1.5787619456434231e-41,3.3386880295831394e-41,7.424928925977527e-41,1.2793382923146523e-40,1.895909096551276e-40,1.2999815518893047e-40
64.28073117284322,1.6082163275894288e-41,3.4009428671450426e-41,7.572451772381317e-41,1.3048682775316511e-40,1.9345314102657806e-40,1.3529942940335834e-40
67.34150657750821,1.6416649246225048e-41,3.4702181619803203e-41,7.735767034547364e-41,1.3332503947334218e-40,1.977507865707246e-40,1.409093849270052e-40
70.54802310718645,1.6790932352456115e-41,3.546542237502972e-41,7.914928251806232e-41,1.3644852661205823e-40,2.0248287348207133e-40,1.468392681283274e-40
73.90722033525779,1.7204947455568968e-41,3.629956161655289e-41,8.110010172618528e-41,1.39857696143713e-40,2.0764883354470823e-40,1.5310028555743646e-40
77.4263682681127,1.7658676106423004e-41,3.720510028123533e-41,8.321099495016813e-41,1.4355310393021898e-40,2.1324816560023813e-40,1.5970350483667469e-40
81.11308307896871,1.8152113074202188e-41,3.8182591763136006e-41,8.548285389657901e-41,1.4753525473867502e-40,2.192800910132568e-40,1.6665974395904512e-40
84.97534359086447,1.86852321621994e-41,3.9232603047693405e-41,8.791649707910917e-41,1.518043961755503e-40,2.257431990621356e-40,1.7397944834566942e-40
89.02150854450387,1.925795096756617e-41,4.0355674386692364e-41,9.05125679365742e-41,1.5636030497413812e-40,2.326350799722114e-40,1.8167255509931187e-40
93.260334688322,1.9870094326703208e-41,4.1552277180641865e-41,9.327142834366623e-41,1.6120206449318559e-40,2.3995194413490914e-40,1.8974834400094557e-40
97.70099572992255,2.052135627706377e-41,4.2822769798146325e-41,9.619304704994823e-41,1.6632783273374495e-40,2.476882269387456e-40,1.9821527493216863e-40
102.35310218990269,2.1211315580727106e-41,4.41674267767894e-41,9.927707213215515e-41,1.7173497855210846e-40,2.558368121328636e-40,2.0708107492840917e-40
107.22672220103232,2.1940658340829375e-41,4.5588119873695275e-41,1.0252704172077944e-40,1.7742848203743555e-40,2.6440309720118422e-40,2.1635866049252304e-40
112.33240329780276,2.2711365956553402e-41,4.708856284732875e-41,1.059510084991606e-40,1.8342219293133115e-40,2.7340712238509533e-40,2.260673573803422e-40
117.6811952434999,2.3525593202392043e-41,4.867276681510808e-41,1.0955767539854664e-40,1.8973112035954877e-40,2.828706679728946e-40,2.362276896080698e-40
123.2846739442066,2.4385620661931786e-41,5.034497752919893e-41,1.1335623462791291e-40,1.963711051707494e-40,2.928166973480629e-40,2.468611734844208e-40
129.1549665014884,2.5293860733223773e-41,5.210968648446953e-41,1.1735639119677826e-40,2.033588599789162e-40,3.032694149782734e-40,2.5799036597555743e-40
135.30477745798075,2.6252863878246176e-41,5.397164251629584e-41,1.2156838747406506e-40,2.1071201095108926e-40,3.1425432701872296e-40,2.696389154304862e-40
141.74741629268047,2.726532511392492e-41,5.593586388849867e-41,1.2600302879581287e-40,2.1844914136543124e-40,3.257983045930044e-40,2.818316147813546e-40
148.49682622544648,2.8334090740734553e-41,5.800765086977598e-41,1.30671710131608e-40,2.265898369601588e-40,3.3792964981155274e-40,2.9459445733863054e-40
