mass,sensitivity_-2,sensitivity_-1,sensitivity_0,sensitivity_1,sensitivity_2,upper_limit
155.56761439304722,2.946216530333092e-41,6.019259879477293e-41,1.3558644381655115e-40,2.35154733089313e-40,3.506781645841184e-40,3.079546953071034e-40
162.97508346206433,3.0652718775834886e-41,6.249661160341921e-41,1.4075988835183932e-40,2.441655636952089e-40,3.640752222779343e-40,3.219409011543304e-40
170.7352647470692,3.1909093962357274e-41,6.492591584915635e-41,1.462053782728379e-40,2.5364521210122947e-40,3.781538422677835e-40,3.365830319697369e-40
178.8649529057435,3.3234814101069097e-41,6.748707516349433e-41,1.519369550785538e-40,2.6361776362072932e-40,3.9294876741771956e-40,3.519124969588575e-40
187.3817422860385,3.4633590657603253e-41,7.01870051605518e-41,1.5796939921118555e-40,2.7410855996969513e-40,4.0849654452673376e-40,3.6796222822448694e-40
196.30406500402725,3.610933129075774e-41,7.303298876113355e-41,1.6431826306800503e-40,2.851442554609164e-40,4.24835607762081e-40,3.847667549933786e-40
205.65123083486515,3.7666147970408814e-41,7.603269191129445e-41,1.7099990502111695e-40,2.967528749469051e-40,4.4200636509378894e-40,4.023622814547625e-40
215.44346900318843,3.9308365224126925e-41,7.919417966523312e-41,1.780315244128565e-40,3.0896387346674407e-40,4.600512877331897e-40,4.207867683849869e-40
225.7019719633921,4.1040528485346437e-41,8.252593259679247e-41,1.854311974861809e-40,3.218081975390013e-40,4.790150025654236e-40,4.400800187406757e-40
236.4489412645407,4.2867412511856396e-41,8.603686349767223e-41,1.932179141999556e-40,3.353183480278989e-40,4.989443875517448e-40,4.6028376741157566e-40
247.70763559917117,4.4794029839083575e-41,8.973633431369541e-41,2.0141161586870755e-40,3.4952844449411238e-40,5.198886700618529e-40,4.814417753331216e-40
259.5024211399737,4.682563922788715e-41,9.363417326329323e-41,2.100332335552205e-40,3.6447429092401716e-40,5.4189952807904035e-40,5.035999281684321e-40
271.858824273294,4.896775406153806e-41,9.774069207425843e-41,2.1910472713187964e-40,3.8019344271148e-40,5.650311942014552e-40,5.2680633977914065e-40
284.8035868435802,5.122615064112742e-41,1.020667032664035e-40,2.2864912491336844e-40,3.967252747459619e-40,5.893405623416503e-40,5.511114607149122e-40
298.364724028334,5.360687632282767e-41,1.0662353739842331e-40,2.3869056374867223e-40,4.141110504373204e-40,6.148872970033348e-40,5.765681919622856e-40
312.5715849688235,5.611625743427003e-41,1.1142306018737254e-40,2.492543294447371e-40,4.323939914836817e-40,6.417339449883438e-40,6.032320042047033e-40
327.4549162877732,5.876090690074632e-41,1.1647768939864691e-40,2.6036689737710155e-40,4.516193481616838e-40,6.699460493598217e-40,6.3116106285773476e-40
343.0469286314919,6.154773150501701e-41,1.2180041139283918e-40,2.720559731246633e-40,4.718344698901471e-40,6.995922654560159e-40,6.604163591551401e-40
359.38136638046257,6.448393869724895e-41,1.27404797204193e-40,2.843505329462244e-40,4.9308887578765806e-40,7.307444787179792e-40,6.910618475754451e-40
376.4935806792472,6.75770428639909e-41,1.3330501801224036e-40,2.9728086389584558e-40,5.154343249116043e-40,7.634779240577098e-40,7.231645899108747e-40
394.4206059437656,7.083487095711588e-41,1.3951585985523967e-40,3.108786033515875e-40,5.389248858316736e-40,7.978713064556125e-40,7.56794906295855e-40
413.20124001153386,7.42655673755119e-41,1.460527374197289e-40,3.251767777092067e-40,5.636170051537588e-40,8.340069224356091e-40,7.92026533526206e-40
432.87612810830615,7.787759798370168e-41,1.5293170672585827e-40,3.402098399671686e-40,5.895695745705348e-40,8.719707820213721e-40,8.289367910157369e-40
453.4878508128582,8.167975314295663e-41,1.601694765130159e-40,3.560137059035703e-40,6.168439959749307e-40,9.11852730731469e-40,8.676067547535164e-40
475.0810162102798,8.568114962151288e-41,1.6778341811423974e-40,3.726257885179812e-40,6.455042441274385e-40,9.53746571119913e-40,9.081214396409894e-40
497.7023564332114,8.989123124159487e-41,1.7579157359179225e-40,3.900850303826955e-40,6.756169263245868e-40,9.977501833171908e-40,9.505699906068304e-40
521.4008287999684,9.43197681118141e-41,1.8421266188942216e-40,4.084319335179975e-40,7.0725133846667195e-40,1.0439656439689179e-39,9.950458829146572e-40
546.2277217684342,9.897685428464523e-41,1.930660827398597e-40,4.2770858637503565e-40,7.404795168745581e-40,1.0924993429114334e-39,1.0416471320987592e-39
572.236765935022,1.038729036697796e-40,2.023719180489494e-40,4.479586874782298e-40,7.753762851534364e-40,1.1434620968605544e-39,1.0904765139824828e-39
599.4842503189408,1.0901864402553706e-40,2.121509304604362e-40,4.692275652461646e-40,8.120192953490718e-40,1.1969692593241232e-39,1.1416417952550876e-39
628.029144183426,1.144251088422917e-40,2.2242455878827798e-40,4.915621934761733e-40,8.504890625870582e-40,1.2531408258806662e-39,1.1952559751044988e-39
657.9332246575682,1.2010362692416156e-40,2.3321490998639382e-40,5.150112019441837e-40,8.908689923313765e-40,1.3121015338954532e-39,1.2514375384264934e-39
689.2612104349695,1.2606580946797559e-40,2.4454474730930423e-40,5.396248815366597e-40,9.332453993410383e-40,1.3739809556701532e-39,1.3103107211543751e-39
722.0809018385471,1.323235344322819e-40,2.5643747430112037e-40,5.654551832967688e-40,9.777075173474089e-40,1.4389135839463451e-39,1.3720057882777372e-39
756.463327554629,1.388889279837956e-40,2.689171142355769e-40,5.925557107331572e-40,1.0243474984178448e-39,1.5070389086038615e-39,1.4366593251455789e-39
792.4828983539177,1.4577434280438403e-40,2.8200828461588103e-40,6.209817047049608e-40,1.0732604009144456e-39,1.5785014833135192e-39,1.5044145426755194e-39
830.2175681319752,1.5299233303890442e-40,2.957361663307594e-40,6.507900201643446e-40,1.124544164900832e-39,1.6534509808211727e-39,1.5754215971191136e-39
869.7490026177834,1.6055562566279026e-40,3.1012646705266648e-40,6.820390940055038e-40,1.1782995737950066e-39,1.732042235455664e-39,1.6498379250625263e-39
911.1627561154896,1.684770880488746e-40,3.252053784552625e-40,7.1478890323901285e-40,1.2346302010145328e-39,1.8144352713681034e-39,1.727828594373304e-39
954.5484566618348,1.7676969151525693e-40,3.4099952682168748e-40,7.491009126822468e-40,1.2936423403091543e-39,1.9007953149243772e-39,1.8095666718347512e-39
1000.0,1.854464706409076e-40,3.575359166114263e-40,7.850380113308722e-40,1.3554449184301782e-39,1.9912927895874224e-39,1.8952336082441068e-39
2000.0,3.787211114367861e-40,7.240554559703601e-40,1.5780875100830555e-39,2.7170013427172746e-39,3.9822778818708986e-39,3.7756881676933296e-39
5000.0,9.733088304102898e-40,1.840261512703304e-39,3.971852232339921e-39,6.812753660740023e-39,9.9546779116109e-39,9.390599315970739e-39
10000.0,1.9877035176258116e-39,3.7267623384903835e-39,7.984238099662323e-39,1.3656225046216236e-38,1.9907817612682753e-38,1.8707970653659404e-38
