source_id,spt,spt_num,w1_n_epochs,w1_chi2_red,w1_amp_mag,w1_mean_mag,w1_duty_cycle_high,w1_two_state_sep_mag,w1_parity_frac,w1_parity_z,w1_mean_n_exp,w2_n_epochs,w2_chi2_red,w2_amp_mag,w2_mean_mag,w2_duty_cycle_high,w2_two_state_sep_mag,w2_parity_frac,w2_parity_z,w2_mean_n_exp,w2_chi2_threshold,w1_w2_mean,w1_w2_expected,colour_identity_ok,pm_known,duty_cycle_veto,duty_cycle_candidate,duty_cycle_flag,status
WISEPA J190624.75+450808.2,T6,26.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,1.9,True,False,,False,False,NO_EPOCHS
WISE J192841.35+235604.9,T6,26.0,6,2.4883716033206777,0.15849971771240234,13.47540500767799,0.5,0.08233324686686316,0.3685731118656473,2.312941583641443,6.833333333333333,6,3.404813385341659,0.15899944305419922,13.692665262754737,0.3333333333333333,0.11962485313415527,0.19736984624710907,1.1673954253637662,6.833333333333333,10.145520425155123,-0.21726025507674684,1.9,False,True,,False,False,TOO_FEW_EPOCHS
WISE J195500.42-254013.9,T8,28.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.6,True,True,,False,False,NO_EPOCHS
WISEPA J195905.66-333833.7,T8,28.0,18,2.7185012483146025,0.48999881744384766,15.967866369429446,0.5555555555555556,0.20264979600906408,0.049522550508218494,1.1674118253802444,6.444444444444445,18,5.587246115029539,0.3339996337890643,13.775807109662423,0.3888888888888889,0.13767526056859403,0.024374054112600456,1.0132550759600552,6.444444444444445,10.145520425155123,2.1920592597670225,2.6,True,True,,False,False,TESTED
WISE J200050.19+362950.1,T8,28.0,19,3.172777004777036,0.3210000991821307,15.218429731564525,0.5789473684210527,0.1724489439617507,0.034122373352342875,0.8443756964832163,8.0,19,17.002940720731534,0.12099981307983754,12.740315881301177,0.47368421052631576,0.06165555848015636,0.043667332185330136,1.5216755656666905,8.0,10.145520425155123,2.478113850263348,2.6,True,True,,False,False,TESTED
WISE J200520.38+542433.9,sdT8,28.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.6,True,True,,False,False,NO_EPOCHS
WISE J201546.27+664645.1,T8,28.0,22,3.2779388192712524,0.28749942779541016,15.748762406079297,0.22727272727272727,0.14312942729276656,0.2081086762320813,2.726564743524556,17.954545454545453,22,4.094539752712963,0.3599996566772461,14.590556229588284,0.6818181818181818,0.16518086932954468,0.00045943495184561653,0.15251959034145834,17.954545454545453,10.145520425155123,1.1582061764910137,2.6,False,True,,False,False,TESTED
WISEA J201748.74-342102.6,[T7.5],27.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.4000000000000004,True,True,,False,False,NO_EPOCHS
WISEPA J201824.96-742325.9,T7,27.0,20,2.6167600163258466,0.3314990997314453,16.28040605191908,0.45,0.1451814824884572,0.018358599619956964,0.6018758442769723,9.5,20,2.569404102775509,0.19699954986572443,13.59506459286261,0.45,0.06986876690026378,0.17202483566753213,2.4892144087086328,9.5,10.145520425155123,2.6853414590564704,2.2,True,True,,False,False,TESTED
WISE J201920.76-114807.5,T8:,28.0,4,2.1267661831336535,0.21899986267089844,16.18667248024684,0.75,0.16099961598714074,0.2929057696763451,0.5910785468969839,4.25,4,9.338282306210727,0.3284993171691877,14.217780103871823,0.5,0.2057497501373291,0.0007931055577706789,0.11128126303728564,4.0,10.145520425155123,1.9688923763750186,2.6,True,True,,False,False,TOO_FEW_EPOCHS
WISEPC J205628.90+145953.3,Y0,30.0,6,2.266010815873952,0.27299976348876953,16.386519123650906,0.5,0.18499978383382043,0.18694253468624153,1.2055281225588719,4.833333333333333,6,6.045184687702933,0.3440003395080584,14.005015418182866,0.16666666666666666,0.2906999588012713,0.34140809524068844,2.2412479304941706,4.666666666666667,10.145520425155123,2.38150370546804,3.5,False,True,,False,False,TOO_FEW_EPOCHS
WISE J210200.15-442919.5,T9,29.0,11,6.349175772818979,0.3430004119873047,16.229850006373187,0.6363636363636364,0.19573235511779785,0.06186288796998459,1.0446761211896591,5.454545454545454,11,13.343007521569461,0.37749958038330256,14.221281305902023,0.6363636363636364,0.1516606978007733,0.016804329886233198,0.4115131036755153,5.2727272727272725,10.145520425155123,2.008568700471164,3.0,True,True,,True,True,TESTED
WISEPA J213456.73-713743.6,T9pec,29.0,4,6.432085883929347,0.1399993896484375,16.51894562210245,0.5,0.09024953842163086,0.7663995314374543,1.4935949100094434,5.0,4,3.995271950203199,0.2435002326965332,13.868254307813212,0.5,0.17950010299682617,0.8824498468985686,2.947703220260872,5.25,10.145520425155123,2.6506913142892383,3.0,True,True,,False,False,TOO_FEW_EPOCHS
ULAS J214638.83-001038.7,T8.5,28.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.8,True,True,,False,False,NO_EPOCHS
WISE J214706.78-102924.0,T7.5,27.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.4000000000000004,True,True,,False,False,NO_EPOCHS
WISEPC J215751.38+265931.4,T7,27.0,5,2.0089814562429575,0.5069999694824219,16.301020406620122,0.2,0.4432499408721924,0.3707358872248255,2.175405097400255,4.6,5,0.9363631692694381,0.15599966049194514,14.516144127073227,0.6,0.10783322652181049,0.03684516543256661,0.2484333826122502,4.8,10.145520425155123,1.7848762795468947,2.2,True,True,,False,False,TOO_FEW_EPOCHS
WISEA J215949.54-480855.2,T9,29.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.0,True,True,,False,False,NO_EPOCHS
WISEA J220304.18+461923.4,T8,28.0,2,3.349889051862645,0.28299903869628906,16.22766014695743,0.5,0.28299903869628906,,,4.0,2,2.4367741423032054,0.18249940872192383,14.278022625470339,0.5,0.18249940872192383,,,4.0,10.145520425155123,1.949637521487091,2.6,True,True,,False,False,TOO_FEW_EPOCHS
Gl 845C,T6,26.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,1.9,True,False,,False,False,NO_EPOCHS
WISE J220905.73+271143.9,Y0:,30.0,21,2.421694177475688,0.05200004577636719,12.004840544752772,0.38095238095238093,0.01731737301899905,0.38320473397716304,4.832337439730816,15.19047619047619,21,4.2796239826326214,0.0970001220703125,12.0342992207462,0.3333333333333333,0.04489295823233519,0.38369907005287884,5.491522508573296,15.095238095238095,10.145520425155123,-0.02945867599342833,3.5,False,True,,False,False,TESTED
WISEPC J220922.10-273439.5,T7,27.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.2,True,False,,False,False,NO_EPOCHS
WISEA J221140.53-475826.7,[T8],28.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.6,True,True,,False,False,NO_EPOCHS
WISE J221216.33-693121.6,T9,29.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.0,True,True,,False,False,NO_EPOCHS
WISEPC J221354.69+091139.4,T7,27.0,8,0.5420441275154643,0.19499921798706055,16.1499834682203,0.375,0.13076690038045058,0.7351489183842985,1.417153057528632,5.25,8,4.094202848626099,0.43850040435791193,14.60829716202129,0.375,0.23553368250528983,0.018946553801547934,0.4856499712589774,5.25,10.145520425155123,1.5416863061990096,2.2,True,True,,False,False,TESTED
WISE J222055.31-362817.4,Y0,30.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.5,True,True,,False,False,NO_EPOCHS
WISEPC J222623.05+044003.9,T8,28.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.6,True,True,,False,False,NO_EPOCHS
2MASS J22282889-4310262,T6,26.0,21,9.302418959167968,0.2849998474121076,15.083880977099154,0.47619047619047616,0.10771816427057423,0.007289007555175809,0.4030075879618461,9.142857142857142,21,1.7711146297948623,0.1440000534057635,13.368567703707582,0.7142857142857143,0.0755000114440918,0.029951178914203423,0.8820211703000012,9.19047619047619,10.145520425155123,1.7153132733915726,1.9,True,True,,False,False,TESTED
WISEA J223204.53-573010.4,T9,29.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.0,True,True,,False,False,NO_EPOCHS
WISE J223720.39+722833.8,T6,26.0,21,2.2620263377631007,0.22800064086914062,15.436515657316201,0.5238095238095238,0.09767271388660781,0.060587346632146516,1.5186854907378886,25.333333333333332,21,4.115276451458493,0.16299962997436523,13.61075040184192,0.2857142857142857,0.06461647351582833,0.06793697014450152,1.901385164327801,25.333333333333332,10.145520425155123,1.8257652554742823,1.9,True,True,,False,False,TESTED
WISEPC J225540.74-311841.8,T8,28.0,5,7.364961483951774,0.39949989318847656,16.413198744523616,0.4,0.2789166768391915,0.03280518802025156,0.8057863462851319,4.6,5,0.2834054783866827,0.06050014495849432,14.070002997583872,0.2,0.04350018501281738,0.5560401502941108,0.5567213568736474,4.6,10.145520425155123,2.3431957469397435,2.6,True,True,,False,False,TOO_FEW_EPOCHS
WISE J230133.32+021635.0,T6.5,26.5,20,3.0003957430636308,0.5430002212524396,16.019728655256788,0.55,0.2342826332708814,0.013692258826506782,0.6557940865823012,6.8,20,7.2028093526647385,0.3059997558593768,14.383448015754476,0.5,0.12309999465942312,0.011439863979354547,0.40726854526098316,6.65,10.145520425155123,1.6362806395023117,2.05,True,True,,False,False,TESTED
WISEPA J231336.40-803700.3,T8,28.0,20,2.5458042394085703,0.30900096893310547,16.19128443180494,0.4,0.13954174518585205,0.027869517962354675,0.8680352421855797,14.85,20,2.3414135894440467,0.1510000228881836,13.678638880782975,0.65,0.08709915915688171,0.08134546969023954,1.4664450612174391,15.0,10.145520425155123,2.5126455510219667,2.6,True,True,,False,False,TESTED
WISEPC J231939.13-184404.3,T7.5,27.5,3,8.024731511227976,0.5275001525878906,16.336908217933228,0.3333333333333333,0.4127497673034668,,,4.0,3,31.959999384991455,0.49550008773803533,13.947744206036973,0.6666666666666666,0.46725010871887207,,,4.0,10.145520425155123,2.3891640118962556,2.4000000000000004,True,True,,False,False,TOO_FEW_EPOCHS
ULAS J232123.79+135454.9,T7.5,27.5,10,4.092613038125548,0.3269996643066406,16.29777507632854,0.3,0.17019049326578894,0.06542294094718983,0.7853907299569705,4.6,10,4.328749670600165,0.2994999885559082,14.141777154357518,0.6,0.1579584280649815,0.2846023262413181,1.7206790850565568,4.7,10.145520425155123,2.1559979219710232,2.4000000000000004,True,True,,False,False,TESTED
WISEPC J232519.54-410534.9,T9pec,29.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.0,True,True,,False,False,NO_EPOCHS
ULAS J232600.40+020139.2,T8,28.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.6,True,True,,False,False,NO_EPOCHS
WISE J233226.49-432510.6,T9:,29.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.0,True,True,,False,False,NO_EPOCHS
WISEPC J234026.62-074507.2,T7,27.0,20,2.5522294584398657,0.4740004539489764,15.75641939517739,0.25,0.1842667261759452,0.03115173065783106,0.9185019103052032,10.1,20,2.67804329522402,0.2350001335144043,13.61141049950574,0.5,0.10029997825622594,0.000499035720950183,0.1372255025823199,10.1,10.145520425155123,2.1450088956716513,2.2,True,True,,False,False,TESTED
ULAS J234228.96+085620.1,T6.5,26.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.05,True,True,,False,False,NO_EPOCHS
WISEPA J234351.20-741847.0,T6,26.0,21,3.371471959948426,0.2690000534057617,15.556173470086993,0.7619047619047619,0.12557506561279297,0.007491686149866505,0.6368699171109103,23.476190476190474,21,2.4230429926059203,0.1405005455017072,13.749984846615268,0.2857142857142857,0.07313332557678187,0.0010286228206021729,0.18739608778097383,23.476190476190474,10.145520425155123,1.8061886234717246,1.9,True,True,,False,False,TESTED
WISEPC J234446.25+103415.8,T9,29.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.0,True,True,,False,False,NO_EPOCHS
WISEPC J234841.10-102844.4,T7,27.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.2,True,True,,False,False,NO_EPOCHS
WISEA J235402.79+024014.1,Y1,31.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,4.0,True,True,,False,False,NO_EPOCHS
WISE J235716.49+122741.8,T6,26.0,2,0.32699630733084384,0.09449958801269354,15.85923091260184,0.5,0.09449958801269354,,,6.0,2,5.141758457146742,0.11599969863891602,14.114183427642008,0.5,0.11599969863891602,,,6.0,10.145520425155123,1.7450474849598319,1.9,True,True,,False,False,TOO_FEW_EPOCHS
