name,ra,dec,plx,spt,spt_num,source_id,pmra,pmdec,astrometry_source
WISEPA J052844.51-330823.9,82.1854625,-33.1400645,,T7pec,27.0,WISEPA J052844.51-330823.9,-3.5199999809265137,-45.71000289916992,catwise2020
WISE J053516.80-750024.9,83.8195133,-75.0067857,,>or=Y1:,31.0,WISE J053516.80-750024.9,-154.1199951171875,75.76000213623047,catwise2020
WISE J054047.00+483232.4,85.1964122,48.5413994,,T8.5,28.5,WISE J054047.00+483232.4,226.37001037597656,-642.6300048828125,catwise2020
WISEPA J054231.26-162829.1,85.630004,-16.4743433,,T6.5,26.5,WISEPA J054231.26-162829.1,-239.54998779296875,295.260009765625,catwise2020
Gl 229B,92.645,-21.86667,173.6955,T7pec,27.0,Gl 229B,,,none
WISEPA J061213.93-303612.7AB,93.0576548,-30.6037832,,T6,26.0,WISEPA J061213.93-303612.7AB,-113.8499984741211,-258.3900146484375,catwise2020
WISEPA J061407.49+391236.4,93.530907,39.2092471,,T6,26.0,WISEPA J061407.49+391236.4,-181.4499969482422,-479.94000244140625,catwise2020
WISE J061437.73+095135.0,93.6601713,9.8613107,,T7,27.0,WISE J061437.73+095135.0,-6.949999809265137,0.9599999785423279,catwise2020
WISEA J061557.21+152626.1,93.98837,15.44058,64.0,T8.5,28.5,WISEA J061557.21+152626.1,,,none
WISEPA J062309.94-045624.6,95.7904371,-4.9399834,,T8,28.0,WISEPA J062309.94-045624.6,-1104.570068359375,182.5699920654297,catwise2020
WISEPA J062542.21+564625.5,96.4258358,56.7737242,,T6,26.0,WISEPA J062542.21+564625.5,-60.61000061035156,20.23000144958496,catwise2020
WISEPA J062720.07-111428.8,96.8336207,-11.2415586,,T6,26.0,WISEPA J062720.07-111428.8,-20.06999969482422,-338.55999755859375,catwise2020
WISE J062842.71-805725.0,97.1791288,-80.9576355,50.0,[T9],29.0,WISE J062842.71-805725.0,110.99000549316406,-497.05999755859375,catwise2020
WISEA J064528.39-030247.9,101.3683038,-3.0471988,,T6,26.0,WISEA J064528.39-030247.9,-19.979999542236328,-388.5899963378906,catwise2020
WISE J064723.23-623235.5,101.8467497,-62.5426915,,Y1,31.0,WISE J064723.23-623235.5,-29.1200008392334,350.67999267578125,catwise2020
WISEA J071301.86-585445.2,108.2579579,-58.9120456,,T9,29.0,WISEA J071301.86-585445.2,83.86000061035156,373.7300109863281,catwise2020
WISE J071322.55-291751.9,108.3445556,-29.2983435,,Y0,30.0,WISE J071322.55-291751.9,368.9599914550781,-416.57000732421875,catwise2020
UGPS J072227.51-054031.2,110.6126328,-5.6745485,242.8,T9,29.0,UGPS J072227.51-054031.2,-1314.8900146484375,501.2699890136719,catwise2020
WISE J072312.44+340313.5,110.8020232,34.0532421,,T9:,29.0,WISE J072312.44+340313.5,-16.459999084472656,-358.6100158691406,catwise2020
2MASSI J0727182+171001,111.8263666,17.1669625,112.5,T7,27.0,2MASSI J0727182+171001,21.959999084472656,147.510009765625,catwise2020
2MASS J07290002-3954043,112.2508765,-39.9014592,126.3,T8pec,28.0,2MASS J07290002-3954043,-240.39999389648438,-291.02001953125,catwise2020
WISE J073444.02-715744.0,113.6807683,-71.9623395,,Y0,30.0,WISE J073444.02-715744.0,-590.0,-111.25999450683594,catwise2020
WISEPA J074457.15+562821.8,116.2389525,56.4714958,,T8,28.0,WISEPA J074457.15+562821.8,132.36000061035156,-863.0899658203125,catwise2020
ULAS J074502.79+233240.3,116.26226,23.54526,63.0,T8.5,28.5,ULAS J074502.79+233240.3,,,none
WISEPA J075003.84+272544.8,117.51808,27.42972,,T8.5,28.5,WISEPA J075003.84+272544.8,,,none
WISEPA J075108.79-763449.6,117.7861908,-76.5806429,,T9,29.0,WISEPA J075108.79-763449.6,-80.33000183105469,-188.9300079345703,catwise2020
WISEPC J075946.98-490454.0,119.9449913,-49.08134,,T8,28.0,WISEPC J075946.98-490454.0,-382.4599914550781,250.7799835205078,catwise2020
WD 0806-661B,121.81115,-66.31352,52.17,[Y1],31.0,WD 0806-661B,,,none
WISE J081117.81-805141.3,122.8259755,-80.8613678,98.5,T9.5:,29.5,WISE J081117.81-805141.3,267.9100036621094,-66.0999984741211,catwise2020
WISE J081220.04+402106.2,123.0841425,40.3517752,,T8,28.0,WISE J081220.04+402106.2,318.78997802734375,-37.8599967956543,catwise2020
DENIS J081730.0-615520,124.375,-61.92102,203.0,T6,26.0,DENIS J081730.0-615520,,,none
WISE J082507.35+280548.5,126.280558,28.096472,,Y0.5,30.5,WISE J082507.35+280548.5,-91.31000518798828,-229.95999145507812,catwise2020
WISE J083337.83+005214.2,128.4085336,0.8686726,,(sd)T9,29.0,WISE J083337.83+005214.2,725.530029296875,-2264.56005859375,catwise2020
