n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,resists_mundane,is_candidate,shared_epoch_frac,rejected_shared_epoch
568,0.39471831075115227,58,0.10211267605633803,1.459457854886672,1.0350294798278354,0.04694871483512289,0.7985972154223175,6,0.011628547140115313,0.36888704373347747,574215300008653,171.53869635,20.975926299999998,,,,unknown,0.008659029361823964,2.081786933901134,0.06456335756040202,0.11298587573070351,False,False,False,0.8,
595,0.196905255253784,32,0.05378151260504202,1.1524340754136475,154.94569783318548,0.045749115145289294,0.7766285021124455,6,0.01059268437023232,0.196905255253784,574211200000379,171.4851091,20.7345096,,,,unknown,0.009675373356189405,2.5144941557652154,0.07179599338444191,0.12564298842277333,False,False,False,1.0,
557,0.1902132843456963,37,0.06642728904847396,0.9102520966961579,0.4986392544478962,0.0854036183644739,0.7395349584417321,6,0.010886911299723566,0.1902132843456963,574215300008747,171.8322133,20.9714322,,,,unknown,0.009632349102853691,2.483246946062839,0.07178019479153028,0.12561534088517798,False,False,False,1.0,
543,0.26152430196285303,34,0.06261510128913444,1.1214020993856129,0.10311969409301035,0.03772358332799549,0.7375566641099953,4,0.006136795618247599,0.26152430196285303,574211200000251,171.4647944,20.7459946,,,,unknown,0.007192298331912333,2.076368129688725,0.05337036457891101,0.09339813801309427,False,False,False,1.0,
571,0.28367867560534565,29,0.050788091068301226,1.1699510781271831,0.9972863983716823,0.046336504614122545,0.7262961133033943,3,0.0,0.28367867560534565,574215300027434,171.6396872,20.9855007,,,,unknown,0.016556079377590786,3.0442109956426164,0.12337578196324173,0.21944449808708233,False,False,False,0.8461538461538461,
571,0.5095869255372851,40,0.07005253940455342,1.0938710155403573,1.0000413768828358,0.057252044091959046,0.7114490307821599,4,0.012335872307557947,0.20048768064140576,574215300008634,171.8213969,20.9813559,,,,unknown,0.015636810443220624,3.6259502702732163,0.11659101055839631,0.25411029009905084,False,False,False,1.0,
461,0.26434783063577993,65,0.14099783080260303,0.7746869018153011,26.313754839696095,0.06684483123055984,0.7012760373394424,6,0.03289017109712989,0.2154170971812912,574216400008588,170.8641042,20.953838,,,,unknown,0.01346293290873289,2.1829230736396097,0.10104259171949671,0.22890786884245257,False,False,False,0.9879518072289156,
586,0.2628601668434576,38,0.06484641638225255,0.8892328143170378,0.10335289353416177,0.049223031300310714,0.6967193428480489,5,0.026171249253952658,0.22612039734228406,574211200000652,171.8706109,20.713233950000003,,,,unknown,0.004921335508795434,1.219249280055104,0.036592620928437396,0.08487041995809876,False,False,False,0.9666666666666667,
514,0.34105806937760486,21,0.04085603112840467,1.0927260972690853,0.1108437554762574,0.03573098515330722,0.6948131192160746,3,0.010010383691359495,0.34105806937760486,574216400008362,171.0007813,20.98291565,,,,unknown,0.012027722318640046,2.7952997489255353,0.08958002863311898,0.15676505010795821,False,False,False,1.0,
456,0.24521169918493324,43,0.09429824561403509,0.7394956428606351,0.962870915111142,0.06419894539204166,0.6944590568685616,4,0.015427086504608648,0.22645069547752172,574212100000304,171.0433559,20.73735695,,,,unknown,0.0007914705863506497,0.16915535660828043,0.004739152722548111,0.008293517264459193,False,False,False,1.0,
509,0.38452531887080565,64,0.12573673870333987,0.7961340271250256,0.9559788227369048,0.06289816735666226,0.6879397851595113,13,0.03558739773497286,0.38452531887080565,574211200000203,171.9014846,20.7547805,,,,unknown,0.011957590134975238,3.148292617740747,0.08889438587691684,0.18826191803719755,False,False,False,0.8796296296296297,
507,0.338978709015907,88,0.17357001972386588,0.8352191303286282,0.9579760233501198,0.05721105088734395,0.687842109688426,14,0.03404581072940932,0.25862672251139085,574215400016701,172.3925846,20.9869399,,,,unknown,-0.001100404409247241,0.2858525614630886,-0.0081987942791278,0.0,False,False,False,0.9552238805970149,
499,0.3769889924146652,8,0.01603206412825651,0.8716245927367119,0.10216620662399863,0.04259786906500085,0.6872206392804998,2,0.0,0.2685842971863358,574216400007674,170.9690093,21.0471677,,,,unknown,0.017836123305921263,3.250539705513114,0.13262060629680472,0.27296257079379066,False,False,False,0.9130434782608695,
499,0.25087762654509016,56,0.11222444889779559,0.7276462223070785,0.10348566239677308,0.05012231682434694,0.6848826168257537,7,0.04002689604231408,0.24309013072176244,574215400016781,172.8782842,20.9815836,,,,unknown,0.002474021409947904,0.770829459587945,0.018422835088506718,0.032239961404886754,False,False,False,0.9758064516129032,
590,0.2456459679548001,70,0.11864406779661017,0.7852281176993313,0.1497847760350371,0.06123425002525708,0.6846572939479948,9,0.037284934101745895,0.19774222261506302,574211200009905,172.25500870000002,20.7048888,,,,unknown,0.00833308898761752,2.018406737765117,0.06184698243341229,0.1290655525918048,False,False,False,0.9285714285714286,
429,0.5216967013748995,16,0.037296037296037296,0.695669631041042,0.19096287467222697,0.05486637076277919,0.6835400887711663,2,0.0,0.3343419690456704,574216400007944,170.8548248,21.0189194,,,,unknown,-0.01226495337923302,3.624732274071923,-0.08584643790549583,0.0,False,False,False,1.0,
492,0.30975275802775015,13,0.026422764227642278,0.7391823553261622,0.1391374575661318,0.055078900745545306,0.6834763297763364,2,0.0,0.30975275802775015,574211100023909,172.42341235,20.728551,,,,unknown,0.007053363445625939,1.412544521391126,0.052445376700200066,0.11581787076381163,False,False,False,0.9741379310344828,
510,0.17220001155988152,39,0.07647058823529412,1.0434159995403207,0.9713714816642001,0.061507878027922146,0.6815630205808223,5,0.009858756284095011,0.17220001155988152,574215300008809,171.49218465,20.95948185,,,,unknown,0.008776043370234179,2.0133550992319678,0.06586634377387149,0.11526610160427508,False,False,False,1.0,
373,0.224865362700842,91,0.24396782841823056,0.763118852582469,0.9972863983716823,0.10842534618970802,0.680867212327905,14,0.03124934698601322,0.224865362700842,574211200000082,171.8564174,20.7664965,,,,unknown,0.011445202517176484,2.110521355979601,0.08525711028586626,0.14919994300026593,False,False,False,0.9512195121951219,
392,0.3101118456565837,15,0.03826530612244898,0.7872427811085988,0.16698697948695193,0.06488291831854853,0.6805351245044354,2,0.0,0.3101118456565837,574211200000125,171.4109232,20.75910245,,,,unknown,0.00828053944583301,2.062414494877236,0.061683038259948045,0.1525881740977662,False,False,False,0.9230769230769231,
