group,n,ra,dec,dist_pc,vtan_kms,source_ids
0,23,198.1554766016369,-0.409760876682908,33.49253837905794,34.21320515643408,"[3625243497823510400, 3631698043395203584, 3634561790149215616, 3630099250409312640, 3662563220276768640, 3679210174214660992, 3634809077186320384, 3679242575447826432, 3678900489892576000, 3662657851291871104, 3712538811193759744, 3689813005359244928, 3684642964246581120, 3702148666829533952, 3684934540986187776, 3703335104303461248, 3715500448842312064, 3704392873141718912, 3712538708114516736, 3705830175356997632, 3719665845564967552, 3732539683617410816, 3715937504714734976]"
1,9,201.03026779861034,1.7629640180254418,68.88799726532096,29.667277277555904,"[3638711484471311616, 3663438298389132416, 3691136473761787008, 3689271976918878208, 3686952591499777408, 3688223626941592320, 3714227557974504576, 3716628375973783168, 3712858597278688000]"
