source_id,ra,dec,parallax,dist_pc,pmra,pmdec,vtan_kms,phot_g_mean_mag,bp_rp,w1_w2,ir_excess_z
3625243497823510400,198.87833422000728,-8.054917656399052,24.534479425487017,40.758965481092524,29.94738782513108,49.68355333110781,11.209648595301076,7.8936963,0.871788,0.05200000000000049,7.755989816047407
3631698043395203584,202.60738221657203,-6.470214766691438,18.118595592405175,55.191915670283684,44.70422095791845,11.518409079169155,12.079207129198192,6.0369577,0.43431044,0.14999999999999947,17.053337444115353
3630940995279668096,204.081620441574,-6.632924606770389,7.234454426211986,138.22742408560688,-37.992055110039885,3.138161992015682,24.98160784049204,15.948203,0.5238905,0.17300000000000004,19.2693078464581
3631891901039024768,201.6919274032066,-6.300859098975088,3.4901070048684737,286.5241663378987,-22.1916136456639,14.08044365714546,35.70024585551407,8.1697235,1.2274513,0.05999999999999961,6.519710884544697
3633886552570839552,205.8763193961345,-4.274593274121936,4.067114002405592,245.87459299358858,-33.196003524529566,-23.722529134748665,47.56010547832082,6.666507,1.4280443,0.10899999999999999,7.194244604316281
3620271712400962816,206.53301332562066,-6.602899410045438,2.5563835228701453,391.1776112831706,10.873008239801315,-3.535054987835334,21.20313482290702,12.858883,0.8480215,0.009999999999999787,4.215211856547499
3633035874168289024,206.50829562811296,-4.919196580802091,3.970245781238117,251.87357536544022,-145.64326670212824,62.40129557008728,189.202648551347,15.514031,1.665616,0.08800000000000097,4.571377183581383
3628396068242746368,199.28597497385223,-7.282478001951133,2.3222927401039843,430.60893346082776,-35.92914468677741,-12.943982154954178,77.96248622531198,12.487632,0.8663187,0.013999999999999346,4.552428805071257
3628173112195791488,196.45871712522202,-7.661056260674508,3.2543983054173737,307.27646285194055,-34.50816674238861,-62.744103699352166,104.31451657607087,8.480333,1.1817055,0.06899999999999995,7.330991325971111
3628499426631162112,197.44249053504302,-7.655487687864096,4.934092236474199,202.67152539381377,-51.96755034981413,-16.65554917976695,52.434168967072075,7.051034,1.2271223,0.06799999999999962,6.969346117961571
3631814625987459584,202.96756330170356,-6.0149178772309515,4.364080184441172,229.14336073961292,8.431607489429926,-35.409471374214064,39.54206988838287,7.5397906,1.2935328,0.034999999999999254,4.721190362545961
3631290090221479296,201.92190479631662,-6.815731847993697,2.3464538486675623,426.17501323022043,-38.34801084165938,19.03249824035172,86.49740513405568,8.025318,1.2170281,0.04600000000000026,5.732849226065205
3631921794011465088,202.26128563680155,-5.9554778206129235,5.129558473807992,194.94855261054028,-51.20270083837387,4.8046588088483855,47.53061102109177,6.8659935,1.0695009,0.2109999999999994,16.248099278950765
3624876089140966144,199.9479246341595,-9.105581206609108,5.743929220647547,174.09685279639712,-7.807273625752894,-0.5644676878018586,6.460696189015066,8.326814,1.0925479,0.05399999999999938,6.621866875949732
3628570242051924096,197.10646781253428,-7.308094561666097,4.0902069709845845,244.48640547871406,-219.93466823451186,82.1616906687516,272.1280273053057,8.076194,1.1855621,0.14400000000000013,11.729586121553819
