Unnamed: 0.1,Unnamed: 0,Names,Class,[H/Fe],[C/Fe],[O/Fe],[Na/Fe],[Mg/Fe],[Al/Fe],[Si/Fe],[P/Fe],[S/Fe],[K/Fe],[Ca/Fe],[Ti/Fe],[Cr/Fe],[Mn/Fe],[Fe/Fe],[Co/Fe],[Ni/Fe],[Cu/Fe],[Zn/Fe],[He/Fe],[Li/Fe],[Be/Fe],[B/Fe],[N/Fe],[F/Fe],[Ne/Fe],[Cl/Fe],[Ar/Fe],[Sc/Fe],[V/Fe],[Ga/Fe],[Ge/Fe]
492,492,Y791970,CH,-0.55157,,0.66443,-1.26097,0.100079,-0.99597,0.09603,-2.14397,-0.69777,-2.50097,-1.22297,-2.67197,-2.10697,-2.06097,0.0,-2.62397,-1.33397,,,,,,,,,,,,,,,
493,493,Y791971,CH,-0.474,,0.6937,-1.2405,0.130021,-1.0685,0.1215,-1.8545,-0.6187,-2.4165,-1.0775,-2.6465,-2.0095,-1.9795,0.0,-2.5725,-1.2825,,,,,,,,,,,,,,,
494,494,Y791972,CH,-0.62839,,0.64771,-1.30029,0.094103,-1.11129,0.08671,-1.99829,-0.66539,-2.50629,-1.14829,-2.67829,-2.06829,-2.02429,0.0,-2.58529,-1.32329,,,,,,,,,,,,,,,
495,495,Y791973,CH,-0.98543,,0.61017,-1.31943,0.066523,-1.09943,0.05857,-1.94143,-0.66303,-2.53143,-1.16943,-2.70343,-2.07943,-2.06343,0.0,-2.50543,-1.29643,,,,,,,,,,,,,,,
496,496,Y792506,CH,,,0.56368,-1.36962,0.029066,-1.13962,0.02338,-2.05562,-0.88812,-2.45462,-1.34762,-2.68362,-2.03662,-2.13962,0.0,-2.51962,-1.29462,,,,,,,,,,,,,,,
497,497,Y792516,CH,-0.93127,,0.66043,-1.28627,0.10992,-1.01027,0.09573,-2.35027,-0.84087,-2.44527,-1.11727,-2.67527,-2.07927,-2.03527,0.0,-2.81227,-1.34027,,,,,,,,,,,,,,,
498,498,Y792517,CH,-0.75001,,0.60509,-1.34301,0.05683,-1.11701,0.03699,-2.13401,-0.78491,-2.48501,-1.21801,-2.77201,-2.14801,-2.10301,0.0,-2.77801,-1.35601,,,,,,,,,,,,,,,
499,499,Y792521,CH,-0.4083,,0.6975,-1.2688,0.114593,-0.8238,0.1172,-2.0618,-0.9618,-2.3768,-1.1418,-2.7828,-2.1968,-2.1868,0.0,-2.8968,-1.3268,,,,,,,,,,,,,,,
500,500,Y792522,CH,-0.2041,,0.6991,-1.2702,0.100074,-0.8305,0.1018,-2.0482,-0.8928,-2.3782,-1.1882,-2.7172,-2.1792,-2.2102,0.0,-2.8502,-1.2952,,,,,,,,,,,,,,,
501,501,Y792736,CH,-1.04061,,0.62639,-1.29861,0.069582,-1.04261,0.07639,-2.04461,-0.92121,-2.41761,-1.26861,-2.45561,-1.99961,-2.29461,0.0,-2.92561,-1.30961,,,,,,,,,,,,,,,
502,502,Y792764,CH,-0.76024,,0.60936,-1.36184,0.05135,-1.17784,0.06716,-2.19784,-0.88744,-2.47884,-1.30284,-2.76684,-1.92684,-2.17984,0.0,-2.84584,-1.25784,,,,,,,,,,,,,,,
503,503,Y793175,CH,-1.14774,,0.54256,-1.46074,-0.0013,-1.20874,-0.02274,-2.76774,-0.97574,-2.58974,-1.38374,-2.88574,-2.17974,-2.15074,0.0,-2.66274,-1.29474,,,,,,,,,,,,,,,
504,504,Y793191,CH,-0.43646,,0.66044,-1.33876,0.078129,-0.98176,0.08424,-2.39076,-0.97076,-2.45676,-1.23076,-2.81076,-2.26576,-2.28176,0.0,-2.84376,-1.42176,,,,,,,,,,,,,,,
505,505,Y793203,CH,-0.79582,,0.61438,-1.38282,0.0575242,-1.17982,0.05718,-2.28282,-0.91132,-2.48082,-1.33582,-2.76782,-2.07282,-2.09982,0.0,-2.63582,-1.34282,,,,,,,,,,,,,,,
506,506,Y793239,CH,-0.85418,,0.61212,-1.40508,0.06601,-1.13908,0.05292,-2.45008,-0.95308,-2.54108,-1.39708,-2.77008,-2.01408,-2.11708,0.0,-2.59708,-1.33508,,,,,,,,,,,,,,,
507,507,Y793253,CH,-0.59549,,0.60521,-1.39569,0.04604,-1.11869,0.03131,-2.61369,-0.88189,-2.48669,-1.21469,-2.71669,-2.00669,-2.06269,0.0,-2.55269,-1.34869,,,,,,,,,,,,,,,
508,508,Y793278,CH,,,0.55551,-1.42069,0.024274,-1.25669,0.01931,-2.81469,-0.84059,-2.51269,-1.27569,-2.79969,-2.05469,-2.06169,0.0,-2.49569,-1.40069,,,,,,,,,,,,,,,
509,509,Y793284,CH,-0.11366,,0.72084,-1.33156,0.10983,-1.02856,0.09544,-2.01356,-0.97256,-2.42356,-1.15956,-2.60156,-1.96656,-1.91356,0.0,-2.57856,-1.32856,,,,,,,,,,,,,,,
510,510,Y793386,CH,-0.14932,,0.70398,-1.31892,0.089937,-1.03492,0.09508,-2.60792,-0.81632,-2.37892,-1.23592,-2.71792,-1.81692,-1.97992,0.0,-2.59192,-1.28292,,,,,,,,,,,,,,,
511,511,Y793501,CH,-1.17047,,0.60493,-1.36047,0.063273,-0.96447,0.05353,-1.96747,-0.84007,-2.53547,-1.26847,-3.00847,-1.90747,-2.32847,0.0,-2.70747,-1.24047,,,,,,,,,,,,,,,
512,512,Y793510,CH,-0.66648,,0.62012,-1.34948,0.05932,-0.90018,0.04652,-1.89148,-0.93828,-2.53148,-1.25648,-3.00448,-1.95048,-2.29948,0.0,-2.72548,-1.21248,,,,,,,,,,,,,,,
513,513,Y794046,CH,-0.42005,,0.63915,-1.41165,0.056671,-1.16565,0.06435,-2.40365,-0.89855,-2.52665,-1.28665,-2.75665,-1.97765,-2.05865,0.0,-2.61765,-1.27965,,,,,,,,,,,,,,,
514,514,Y794046,CH,-0.5597,,1.1461,-0.7137,0.61036,-0.5157,0.5983,-2.3597,-1.8327,-1.7837,-0.7307,-2.1477,-1.3487,-1.5587,0.0,,-2.2777,,,,,,,,,,,,,,,
515,515,Y81058,CH,-0.8163,,0.6715,-1.2674,0.119527,-0.9264,0.1166,-2.0724,-1.0504,-2.7394,-1.1944,-2.5294,-1.8584,-2.0724,0.0,-2.5694,-1.2974,,,,,,,,,,,,,,,
516,516,Tafoya_B,CH,-0.51651,-1.82121,0.63549,-1.38121,0.05245,-1.08721,0.07479,-2.18521,-0.94221,-2.52421,-1.21421,-2.59821,-1.86921,-2.08421,0.0,-2.62121,-1.21921,,,,,,,,,,,,,,,
517,517,Tahara,CH,,,0.62753,-1.30017,0.09180798,-1.19017,0.09183,-2.20317,-0.83687,-2.46517,-1.21817,-2.75217,-2.05717,-2.05417,0.0,-2.55717,-1.31417,,,,,,,,,,,,,,,
518,518,Y791020,CH,-0.50795,,0.64525,-1.35595,0.06795,-1.14495,0.08205,-2.54095,-0.87855,-2.45995,-1.24895,-2.63895,-1.89895,-2.02295,0.0,-2.74495,-1.25995,,,,,,,,,,,,,,,
519,519,Y791025,CH,-1.1072,,0.6306,-1.2962,0.083583,-0.9862,0.0748,-2.0432,-0.8697,-2.4672,-1.1862,-2.8212,-2.1312,-2.1172,0.0,-2.7602,-1.4282,,,,,,,,,,,,,,,
520,520,Y791036,CH,-1.33123,,0.59287,-1.34823,0.0434016,-0.99123,0.04277,-2.07923,-0.87633,-2.69423,-1.24323,-2.84423,-2.20223,-2.17323,0.0,-2.74223,-1.35223,,,,,,,,,,,,,,,
521,521,Y791047,CH,-0.278,,0.6767,-1.3656,0.08303,-1.0696,0.1004,-1.9336,-0.9256,-2.3466,-1.2356,-2.6736,-1.9216,-2.0066,0.0,-2.8536,-1.2496,,,,,,,,,,,,,,,
522,522,Y791210,CH,-0.46381,,0.63019,-1.36471,0.063894,-1.16671,0.05629,-2.85171,-0.80001,-2.46971,-1.24971,-2.75771,-2.11871,-1.99471,0.0,-2.81671,-1.25671,,,,,,,,,,,,,,,
523,523,Y791211,CH,-0.751,,0.6401,-1.3347,0.08451,-1.0597,0.0653,-2.2897,-0.9028,-2.4127,-1.1997,-2.6427,-2.0437,-2.1137,0.0,-2.7487,-1.3697,,,,,,,,,,,,,,,
524,524,Y791312,CH,-0.97886,,0.61704,-1.34586,0.059472,-1.01186,0.06814,-2.25586,-0.92546,-2.47586,-1.24186,-2.65386,-1.97386,-2.06586,0.0,-2.55186,-1.19586,,,,,,,,,,,,,,,
525,525,Y791477,CH,-0.6454,,0.6729,-1.2318,0.109017,-0.9318,0.1112,-1.9838,-0.7726,-2.4338,-1.1228,-2.7218,-2.1138,-2.0378,0.0,-2.7448,-1.3648,,,,,,,,,,,,,,,
526,526,Dwaleni,CH,-1.33077,-2.17677,0.61713,-1.24577,0.0601,-1.04477,0.08423,-2.20777,-0.92677,-2.41777,-1.21277,-2.52277,-1.87277,-2.11877,0.0,-2.51477,-1.22477,,,,,,,,,,,,,,,
527,527,ALH77014,CH,-0.55234,,0.63856,-1.32534,0.072414,-1.07034,0.07266,-2.46334,-0.75014,-2.46134,-1.25234,-2.63934,-1.89134,-2.01134,0.0,-2.61634,-1.27034,,,,,,,,,,,,,,,
528,528,ALH77177,CH,-0.53023,,0.63817,-1.33053,0.05894,-1.02753,0.07047,-2.43353,-0.87643,-2.46653,-1.25453,-2.75353,-1.91453,-2.02853,0.0,-2.62153,-1.25553,,,,,,,,,,,,,,,
529,529,ALH77182,CH,-0.2534,,0.7139,-1.2181,0.113296,-0.9421,0.1159,-2.4611,-0.8901,-2.3701,-1.2131,-2.6511,-1.8691,-1.9461,0.0,-2.9441,-1.3161,,,,,,,,,,,,,,,
530,530,ALH77294,CH,-1.2671,-2.4531,0.6519,-1.3081,0.0943,-1.0181,0.1239,-2.1271,-0.8685,-2.5021,-1.1601,-2.4311,-1.7991,-2.0071,0.0,-2.6661,-1.1781,,,,,,,,,,,,,,,
531,531,Allegan,CH,-1.45939,-2.08939,0.60421,-1.27139,0.04785,-1.12639,0.07661,-2.12839,-0.90969,-2.42839,-1.24039,-2.61139,-1.85739,-2.08339,0.0,-2.47939,-1.23239,,,,,,,,,,,,,,,
532,532,Allegan,CH,,,,,0.06482,-1.10106,0.08594,-2.17606,,-2.40806,-1.22606,-2.60406,34.58594,-2.06606,0.0,,,,,,,,,,,,,,,,,
533,533,Ashmore,CH,-0.91844,-2.46644,0.63606,-1.27144,0.06586,-1.09444,0.09456,-2.23844,-0.85984,-2.36144,-1.23244,-2.54944,-1.82844,-2.07644,0.0,-2.55544,-1.22644,,,,,,,,,,,,,,,
534,534,Beardsley,CH,,,,,0.08435,-1.0599,0.1001,-2.1159,,,-1.2059,-2.5809,34.6101,-2.0459,0.0,,,,,,,,,,,,,,,,,
535,535,Bonita_Springs,CH,-0.38888,-1.76508,0.64662,-1.39108,0.07135,-1.10008,0.09292,-1.95608,-0.87328,-2.58008,-1.22408,-2.54608,-1.89408,-2.01708,0.0,-2.50108,-1.23908,,,,,,,,,,,,,,,
536,536,Burdett,CH,-0.23282,-1.85112,0.67598,-1.47612,0.05859,-1.06612,0.09788,-2.16412,-0.88642,-2.57012,-1.25312,-2.49812,-1.83112,-2.04912,0.0,-2.49112,-1.21812,,,,,,,,,,,,,,,
537,537,Casilda,CH,-0.4723,-1.6208,0.6861,-1.3268,0.10751,-1.0438,0.1362,-2.1258,-0.8346,-2.4248,-1.1998,-2.4778,-1.8198,-2.0288,0.0,-2.5218,-1.2088,,,,,,,,,,,,,,,
538,538,Chela,CH,-0.7147,-1.9759,0.659,-1.2469,0.09971,-1.0329,0.1191,-2.1269,-0.9229,-2.3929,-1.1779,-2.4979,-1.8739,-2.0479,0.0,-2.5419,-1.2049,,,,,,,,,,,,,,,
539,539,Collescipoli,CH,-1.85825,,0.62855,-1.05625,0.08181,-0.82495,0.09775,,-0.83185,-1.97525,-1.35925,-2.32925,-1.78525,-2.04225,0.0,-2.45225,-1.25825,,,,,,,,,,,,,,,
540,540,Cronstad,CH,,,,,0.08165,-1.0728,0.1032,-2.1528,,-2.3728,-1.1968,-2.5878,34.6032,-2.0508,0.0,,,,,,,,,,,,,,,,,
541,541,Ehole,CH,-2.16738,-1.81538,0.63042,-1.25238,0.07862,-1.09138,0.09762,-2.14338,-0.91938,-2.36338,-1.19338,-2.44638,-1.88038,-2.07838,0.0,-2.55738,-1.24938,,,,,,,,,,,,,,,
542,542,Forest_City,CH,,,,,0.06387,-1.09146,0.08554,-2.14846,,-2.38146,-1.22246,-2.59646,34.59554,-2.06746,0.0,,,,,,,,,,,,,,,,,
543,543,Idutywa,CH,,,,,0.08752,-1.0618,0.1152,-2.1208,,-2.3768,-1.1868,-2.5588,34.6152,-2.0398,0.0,,,,,,,,,,,,,,,,,
544,544,Ipiranga,CH,-0.807,-1.7107,0.6562,-1.2097,0.09422,-1.0427,0.1183,-2.1087,-0.862,-2.3037,-1.1727,-2.4957,-1.8367,-2.0917,0.0,-2.4887,-1.2157,,,,,,,,,,,,,,,
545,545,Itapicuru-Mirim,CH,-0.67383,-1.27213,0.58897,-1.31813,0.0191,-1.11913,0.04887,-2.19513,-0.97213,-2.44313,-1.26013,-2.58513,-1.88013,-2.07013,0.0,-2.79513,-1.20713,,,,,,,,,,,,,,,
546,546,Jilin,CH,,,0.527923,-1.448377,-0.017227,-1.201377,-0.005377,-2.711377,-0.961377,-2.533377,-1.302377,-2.762377,-2.031377,-2.034377,0.0,-2.488377,-1.269377,,,,,,,,,,,,,,,
547,547,Lost_City,CH,,-2.77413,0.62127,-1.23613,0.0742,-1.08413,0.08887,-2.02713,-0.88883,-2.36713,-1.20813,-2.51813,-1.85113,-2.08313,0.0,-2.51013,-1.24613,,,,,,,,,,,,,,,
548,548,Macau,CH,-0.4449,-1.6728,0.6748,-1.2398,0.07887,-1.0748,0.1082,-2.1088,-0.9408,-2.3908,-1.2038,-2.5338,-1.8368,-2.0178,0.0,-2.6648,-1.2158,,,,,,,,,,,,,,,
549,549,Nullarbor,CH,-2.0143,-2.1403,0.6749,-1.1413,0.1163,-1.0433,0.1427,-2.1713,-1.0583,-2.2213,-1.1683,-2.4853,-1.8273,-1.9693,0.0,-2.7333,-1.2643,,,,,,,,,,,,,,,
550,550,Oro_Grande,CH,-0.202,-1.3896,0.7389,-1.2986,0.07477,-1.0976,0.1024,-2.1056,-1.0376,-2.4226,-1.1656,-2.4086,-1.7926,-2.0126,0.0,-2.5776,-1.2566,,,,,,,,,,,,,,,
551,551,Pantar,CH,,,,,0.08119,-1.08038,0.09162,-2.12538,,-2.36438,-1.20838,-2.57838,34.61162,-2.05438,0.0,,,,,,,,,,,,,,,,,
552,552,Plainview,CH,,,,,0.06568,-1.09585,0.07715,-2.14385,,-2.41785,-1.23285,-2.60385,34.58715,-2.08585,0.0,,,,,,,,,,,,,,,,,
553,553,Plainview_(1917),CH,-0.53503,-1.71933,0.65177,-1.33333,0.07584,-1.03433,0.09467,-2.11733,-0.85433,-2.35433,-1.18233,-2.50433,-1.82133,-2.02733,0.0,-2.54833,-1.23533,,,,,,,,,,,,,,,
554,554,Pribram,CH,-1.1474,-1.9044,0.6538,-1.2224,0.09924,-1.0554,0.1216,-2.0594,-0.8035,-2.3894,-1.1664,-2.5314,-1.8524,-2.0444,0.0,-2.5374,-1.2134,,,,,,,,,,,,,,,
555,555,Pulsora,CH,-1.66351,-1.64351,0.60229,-1.27651,0.04222,-1.06251,0.06749,-2.14551,-0.95551,-2.38251,-1.25751,-2.53351,-1.87451,-2.09851,0.0,-2.48051,-1.22751,,,,,,,,,,,,,,,
556,556,Pultusk,CH,,,,,0.0706,-1.09311,0.09089,-2.15011,,-2.38311,-1.21411,-2.59811,34.60089,-2.05511,0.0,,,,,,,,,,,,,,,,,
557,557,Richardton,CH,,,,,0.040743,-1.12602,0.04898,-2.18902,,-2.45002,-1.25802,-2.62402,34.56898,-2.09302,0.0,,,,,,,,,,,,,,,,,
558,558,Sitathali,CH,-1.44168,-2.07268,0.62842,-1.24368,0.07269,-1.02468,0.09332,-2.06568,-0.87558,-2.36468,-1.20768,-2.44868,-1.93968,-2.05168,0.0,-2.50768,-1.20768,,,,,,,,,,,,,,,
559,559,Uberaba,CH,-0.831,-1.7949,0.6665,-1.2059,0.09514,-1.0149,0.1261,-2.1219,-0.8573,-2.3879,-1.1679,-2.4929,-1.8099,-2.0149,0.0,-2.7409,-1.1999,,,,,,,,,,,,,,,
560,560,Ucera,CH,,,0.6487,-1.2223,0.09574,-1.0603,0.1177,-2.1113,-0.8423,-2.3943,-1.1833,-2.5363,-1.8403,-2.0343,0.0,-2.5423,-1.2213,,,,,,,,,,,,,,,
561,561,Y74001,CH,-0.79987,,0.62673,-1.29627,0.06653,-1.11827,0.08273,-2.24727,-0.87377,-2.46727,-1.23027,-2.55827,-1.92427,-2.13327,0.0,-2.64127,-1.26727,,,,,,,,,,,,,,,
562,562,Y74038,CH,-1.48816,,0.60504,-1.21916,0.05468,-1.11416,0.06584,-2.21816,-0.89516,-2.34116,-1.24116,-2.53316,-1.93716,-2.12916,0.0,-2.54616,-1.27416,,,,,,,,,,,,,,,
563,563,Y74074,CH,-1.62118,,0.60462,-1.22218,0.05502,-1.08718,0.06682,-2.23718,-0.87478,-2.34018,-1.24518,-2.56918,-1.91718,-2.11218,0.0,-2.53418,-1.27518,,,,,,,,,,,,,,,
564,564,Y74115,CH,-1.18892,,0.66928,-1.24992,0.06148,-1.07592,0.07508,-2.10192,-0.86592,-2.35492,-1.20792,-2.40892,-1.89992,-2.07092,0.0,-2.85092,-1.30792,,,,,,,,,,,,,,,
565,565,Y74115,CH,-1.10065,,0.58145,-1.36065,0.02861,-1.20265,0.04635,-2.19665,-0.92065,-2.49665,-1.27065,-2.78365,-1.94465,-2.14565,0.0,-2.71865,-1.25665,,,,,,,,,,,,,,,
566,566,Y74192,CH,-0.62444,,0.66046,-1.27364,0.095998,-0.92364,0.09836,-2.16364,-0.89264,-2.50264,-1.20364,-2.53564,-1.83064,-2.03464,0.0,-3.54164,-1.21764,,,,,,,,,,,,,,,
567,567,Y74647,CH,,,0.6393,-1.2445,0.094118,-1.0545,0.0975,-2.1235,-0.9435,-2.4065,-1.2165,-2.3595,-1.8275,-2.0195,0.0,-2.8665,-1.2135,,,,,,,,,,,,,,,
568,568,Y790130,CH,-0.44027,,0.64073,-1.37097,0.070921,-0.91017,0.06103,-2.28897,-0.84797,-2.58797,-1.28297,-2.74997,-2.04197,-2.16397,0.0,-2.64997,-1.27097,,,,,,,,,,,,,,,
569,569,Y790463,CH,-1.36218,,0.60662,-1.36718,0.056986,-0.99618,0.06082,-2.14518,-0.88198,-2.47918,-1.29918,-2.65718,-2.02118,-2.12818,0.0,-2.70118,-1.22418,,,,,,,,,,,,,,,
570,570,Y790997,CH,-0.05967,,0.71433,-1.23537,0.083731,-1.02337,0.09163,-2.11137,-0.88117,-2.28937,-1.17437,-2.51937,-1.83137,-2.07737,0.0,-2.93737,-1.29637,,,,,,,,,,,,,,,
571,571,Y791007,CH,-0.27017,,0.68253,-1.28977,0.076479,-1.01977,0.07523,-2.18277,-0.90607,-2.39277,-1.22077,-2.53477,-1.85577,-2.10977,0.0,-2.59877,-1.28077,,,,,,,,,,,,,,,
572,572,Y791027,CH,-0.32003,,0.66737,-1.27913,0.069935,-1.02713,0.07787,-2.01213,-0.80023,-2.39813,-1.21613,-2.80413,-1.87013,-2.15013,0.0,-2.80613,-1.30513,,,,,,,,,,,,,,,
573,573,Y791028,CH,-0.49842,,0.62128,-1.41092,0.0515279,-1.15192,0.05208,-2.05692,-1.08292,-2.48192,-1.29292,-2.71092,-1.98992,-2.07092,0.0,-2.66192,-1.27092,,,,,,,,,,,,,,,
574,574,Y791209,CH,-0.1936,,0.6899,-1.3413,0.084115,-1.0073,0.0827,-2.9183,-0.83,-2.4393,-1.2053,-2.6683,-2.0583,-1.9633,0.0,-2.8483,-1.1823,,,,,,,,,,,,,,,
575,575,Y791313,CH,-0.4155,,0.6699,-1.2731,0.09071,-0.8907,0.0879,-1.8911,-0.794,-2.3921,-1.2371,-2.6731,-1.9411,-2.0931,0.0,-2.5861,-1.2691,,,,,,,,,,,,,,,
576,576,Y791323,CH,-0.30112,,0.65258,-1.37792,0.051149,-0.97992,0.04308,-2.07292,-0.96892,-2.46892,-1.26892,-2.60192,-2.01192,-2.03192,0.0,-2.61792,-1.36092,,,,,,,,,,,,,,,
577,577,Y791427,CH,-1.38583,,0.60277,-1.32683,0.05682,-1.17783,0.06817,-2.26083,-0.88403,-2.42983,-1.28683,-2.83483,-1.94783,-2.16383,0.0,-2.70283,-1.18283,,,,,,,,,,,,,,,
578,578,Y791556,CH,-0.3154,,0.6939,-1.2288,0.104334,-1.0308,0.1062,-1.9448,-0.8511,-2.4318,-1.2178,-2.7198,-1.9198,-2.0218,0.0,-2.9278,-1.3668,,,,,,,,,,,,,,,
579,579,Y791783,CH,-0.27193,,0.67287,-1.30733,0.070951,-0.87483,0.06867,-2.38433,-0.83313,-2.44933,-1.23233,-2.80333,-2.21733,-2.30033,0.0,-2.82633,-1.26033,,,,,,,,,,,,,,,
580,580,Y791785,CH,-0.59315,,0.61775,-1.39555,0.06014,-1.11655,0.04345,-2.95955,-0.97555,-2.53855,-1.33255,-2.76855,-2.08655,-2.13055,0.0,-2.78255,-1.23855,,,,,,,,,,,,,,,
581,581,Y791820,CH,-1.34272,,0.60388,-1.34472,0.066318,-1.07572,0.06228,-2.03072,-0.88502,-2.42972,-1.25872,-2.71072,-2.03572,-2.21972,0.0,-2.69572,-1.44672,,,,,,,,,,,,,,,
582,582,Y791859,CH,-0.65104,,0.62826,-1.28404,0.05904,-1.07604,0.06796,-2.02104,-0.91204,-2.47104,-1.26504,-2.82604,-1.92904,-2.13704,0.0,-2.73904,-1.32704,,,,,,,,,,,,,,,
583,583,Y791869,CH,-0.95606,,0.60924,-1.34306,0.06753,-1.05806,0.04694,-2.86106,-0.93226,-2.47906,-1.21006,-2.76706,-1.94706,-2.05506,0.0,-2.85606,-1.17906,,,,,,,,,,,,,,,
584,584,Y791905,CH,-0.61198,,0.63862,-1.22388,0.072218,-0.95088,0.07612,-2.02388,-0.85058,-2.18788,-1.27288,-2.81588,-1.86488,-2.16188,0.0,-2.75388,-1.24488,,,,,,,,,,,,,,,
585,585,Y791926,CH,-1.08547,,0.63133,-1.32147,0.092953,-0.96447,0.09053,-1.95847,-0.73207,-2.51547,-1.24047,-2.74447,-1.98847,-2.17647,0.0,-2.64447,-1.33247,,,,,,,,,,,,,,,
586,586,Y791963,CH,-0.43587,,0.66543,-1.24997,0.086789,-0.96797,0.08103,-2.82997,-0.72997,-2.44797,-1.18597,-2.67697,-2.08097,-2.03697,0.0,-2.65497,-1.23397,,,,,,,,,,,,,,,
587,587,Y792771,CH,,,0.61981,-1.36309,0.087295,-1.02109,0.08391,-2.07109,-0.80329,-2.52509,-1.26709,-2.90109,-2.08709,-2.43409,0.0,-2.88809,-1.30809,,,,,,,,,,,,,,,
588,588,Y792935,CH,-0.632,,0.6679,-1.2636,0.122,-0.9536,0.1084,-1.9836,-0.7249,-2.4346,-1.2096,-2.8686,-1.8826,-2.1176,0.0,-2.6286,-1.3256,,,,,,,,,,,,,,,
589,589,Y793167,CH,-1.64439,,0.63151,-1.35539,0.0915026,-1.01539,0.09161,-2.06339,-0.84859,-2.51739,-1.20839,-2.89339,-2.06539,-2.39439,0.0,-2.78839,-1.28539,,,,,,,,,,,,,,,
590,590,Y793222,CH,-0.6157,,0.6606,-1.3143,0.100608,-1.0203,0.1067,-2.0203,-0.8671,-2.4443,-1.2133,-2.8783,-2.0503,-2.3493,0.0,-2.7283,-1.2473,,,,,,,,,,,,,,,
591,591,Y793251,CH,-0.44449,,0.62211,-1.33379,0.057867,-1.02179,0.05921,-2.03179,-0.75609,-2.46979,-1.23379,-2.90279,-1.94679,-2.40479,0.0,-2.79779,-1.21779,,,,,,,,,,,,,,,
592,592,Y793409,CH,-1.4082,,0.5717,-1.3722,0.028402,-1.0362,0.0258,-1.9812,-0.907,-2.5022,-1.2772,-3.0332,-1.9502,-2.3282,0.0,-2.7622,-1.2892,,,,,,,,,,,,,,,
593,593,Y793514,CH,-0.47533,,0.64217,-1.29383,0.060672,-0.96683,0.06817,-2.09783,-0.83963,-2.41283,-1.21483,-2.89783,-2.01883,-2.36883,0.0,-2.78383,-1.26383,,,,,,,,,,,,,,,
594,594,Y793515,CH,-0.56479,,0.64691,-1.33879,0.083018,-1.01879,0.08021,-2.17579,-0.79189,-2.51379,-1.29179,-2.74379,-2.06179,-1.98079,0.0,-2.78479,-1.30579,,,,,,,,,,,,,,,
595,595,Y81012,CH,-0.2701,,0.6982,-1.2886,0.1140051,-0.8661,0.1144,-1.9866,-0.8327,-2.4246,-1.2416,-2.7786,-2.0296,-2.3016,0.0,-2.7816,-1.2586,,,,,,,,,,,,,,,
596,596,Y81016,CH,-0.47894,,0.62666,-1.37594,0.05973,-1.10294,0.04906,-2.23194,-0.86234,-2.47394,-1.27894,-2.65194,-1.98194,-2.04994,0.0,-2.62294,-1.30794,,,,,,,,,,,,,,,
597,597,Y81030,CH,-0.813242,,0.557158,-1.424242,0.007704,-1.154242,-0.002242,-2.105242,-0.989742,-2.515242,-1.370242,-2.745242,-2.095242,-2.198242,0.0,-2.444242,-1.211242,,,,,,,,,,,,,,,
598,598,Y81124,CH,-0.57423,,0.60487,-1.42273,0.04965,-1.14973,0.02927,-2.61373,-0.88933,-2.48673,-1.31673,-2.71673,-1.96373,-2.02373,0.0,-2.68073,-1.26573,,,,,,,,,,,,,,,
599,599,Y81132,CH,-0.72149,,0.64041,-1.30739,0.084838,-1.11339,0.08261,-2.33839,-0.78799,-2.41039,-1.24439,-2.59439,-1.88239,-1.98639,0.0,-2.63539,-1.31739,,,,,,,,,,,,,,,
600,600,Y82026,CH,-0.35719,,0.64661,-1.36519,0.066462,-1.14719,0.07081,-2.20119,-0.86909,-2.46319,-1.20419,-2.64119,-1.96119,-2.03919,0.0,-2.65019,-1.30019,,,,,,,,,,,,,,,
601,601,Y82041,CH,-0.72312,,0.61858,-1.43142,0.068485,-1.21442,0.05958,-2.40842,-0.81932,-2.53142,-1.25042,-2.65142,-1.99342,-2.04942,0.0,-2.70242,-1.22642,,,,,,,,,,,,,,,
602,602,Y82053,CH,-1.02346,,0.63154,-1.30946,0.075429,-0.98846,0.08454,-2.06646,-0.83056,-2.46246,-1.21146,-2.55346,-1.88346,-2.11246,0.0,-2.58846,-1.33146,,,,,,,,,,,,,,,
603,603,Y82188,CH,-1.26314,,0.61106,-1.26914,0.057701,-1.02314,0.06686,-2.09614,-0.96514,-2.47714,-1.19814,-2.56814,-1.87214,-2.16014,0.0,-2.74514,-1.36214,,,,,,,,,,,,,,,
604,604,Y791069,CH,-0.1782,,0.7243,-1.3222,0.12734,-0.9762,0.1108,-2.5402,-0.8556,-2.4142,-1.1352,-2.5922,-1.8342,-1.9272,0.0,-2.8122,-1.2542,,,,,,,,,,,,,,,
605,605,Aarhus,CH,-1.9331,,0.6368,-1.1201,0.09704,-1.2211,0.1169,-2.3531,-0.871,-1.9891,-1.1991,-2.3771,-1.9251,-1.9981,0.0,,-1.1611,,,,,,,,,,,,,,,
606,606,Abbott,CH,-0.3558,-1.7365,0.6959,-1.3775,0.09867,-1.0115,0.1225,-2.1465,-0.9055,-2.4845,-1.1575,-2.4805,-1.8845,-2.0165,0.0,-2.5245,-1.2435,,,,,,,,,,,,,,,
607,607,ALH76008,CH,-0.1645,-1.4155,0.7355,-1.2035,0.10435,-1.0135,0.1335,-2.0105,-0.9635,-2.3095,-1.1605,-2.5395,-1.8645,-2.0105,0.0,-2.5035,-1.1725,,,,,,,,,,,,,,,
