Teff,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn
16500.0,1183041.5557251659,1086425.6236170644,1073989.412341244,1185768.7481671597,1078946.7222298298,995405.4173515275,824138.115013003,855066.7128846841,753355.563733717,760326.2769401822,691830.9709189363,704693.0689671467,639734.8354826482,648634.4335482388,582103.217770871,506990.70827470446,553350.1092157371,559757.6014951104,487528.490103386,461317.5745603791,436515.8322401656,438530.69777498604,418793.56511791825,421696.5034285822,401790.81084894,415910.61049402185,381065.8233937734,375837.4042884443
16750.0,1025651.926251408,941889.5965228418,928966.3867799363,1025651.926251408,931107.875467831,859013.521505396,711213.5136533296,734513.8681571144,647142.6157485831,653130.5526474729,594292.1586155727,603948.6293763794,549540.8738576248,555904.2572704037,498884.48746001266,434510.22417157143,474241.9852602448,478630.092322638,417830.3666466222,394457.3020752785,374110.5882720537,375837.4042884443,358096.43710263626,360578.6430216427,343557.9478998743,355631.31856898544,325836.7010020087,321366.0538640315
17000.0,879022.5168308843,805378.441199066,794328.2347242822,872971.3683881112,790678.6279998245,729457.5102545695,603948.6293763794,623734.8354824191,549540.8738576248,553350.1092157371,503500.6087879047,511681.8355403073,465586.0935229591,469894.1086052151,422668.6142656033,368128.9736425313,401790.81084894,404575.89169744286,353183.169791957,334195.04002611426,316227.7660168379,318419.7521726125,303389.1184194272,305492.11132155155,291071.7118066608,300607.6302628229,276057.78562203445,271643.92688390834
17250.0,755092.2276654341,693425.8060165694,683911.6472814293,751622.894018206,679203.6326171843,625172.6927756862,517606.8319505681,533334.8954876213,469894.1086052151,473151.2589614803,429536.4267648873,436515.8322401656,396278.03425543936,399944.7497610978,358921.934645005,313328.57243155886,341192.9116219288,344349.9307633384,300607.6302628229,283791.9028441558,269153.4803926914,270395.8364108846,257632.1157002573,259417.93621188123,247172.41450161292,255270.1302661247,234422.88153199226,230674.71887200713
17500.0,639734.8354826482,584790.0841444812,576766.4633922509,630957.344480193,570164.2722807478,523600.4365857506,433510.8783875284,446683.5921509635,392644.93539960013,394457.3020752785,358921.934645005,363078.05477010104,330369.54103681486,333426.4127632347,299226.4636608189,261216.13543992053,284446.1107447914,286417.796990658,250034.53616964296,236591.96974857565,223872.11385683378,224905.46058357827,214289.06011200606,215774.44091526646,205589.05959841405,212324.44620002192,194984.45997580455,191866.8740670291
17750.0,540754.3229455805,494310.6869868354,486407.2056914619,532108.2592667942,480839.348449729,440554.86350655346,364753.94692560803,374110.5882720537,328851.6308759833,330369.54103681486,299916.25189876533,303389.1184194272,275422.8703338169,277971.32677592884,249459.4726942956,218272.99118430036,236591.96974857565,238781.12829131781,208449.08830972886,197242.27361148535,186637.96908346695,187499.45080674172,178648.757485205,179887.09151287875,171395.73075084251,177010.8958317422,162181.009735893,159955.80286146677
18000.0,446683.5921509635,408319.3863326919,400866.71762730257,437522.10515825206,394457.3020752785,361409.86263961316,298538.26189179573,306196.3433690676,268534.4445658509,269153.4803926914,244343.05526939713,247172.41450161292,224388.1923782766,225943.5770220978,202768.2719521284,177418.94808901643,192309.17289101574,193642.19639466068,169044.09316432633,159955.80286146677,151705.03674593367,152054.7529732497,144877.185354476,145881.42602753473,138995.26312133527,143218.78992735423,131522.48321922377,129717.92709839572
18250.0,363078.05477010104,331131.12148259074,325087.29738543404,353997.341083435,318419.7521726125,291071.7118066608,240436.28000069346,245470.89156850285,215774.44091526646,215774.44091526646,195433.94557753962,197242.27361148535,179060.5854035295,180301.77408595697,161808.00376430646,141579.37799570808,153461.6982799294,154170.04529495584,134896.28825916533,127643.88088113435,120781.38351067797,121059.81335504829,115611.2242192098,116144.86138403438,110662.37839776653,114024.97875611697,104712.85480508985,103276.1405761398
18500.0,291742.7014001166,266072.50597988087,261216.13543992053,283791.9028441558,255270.1302661247,232809.1257665008,191866.8740670291,195433.94557753962,171395.73075084251,171001.53150902863,154881.66189124828,156314.7642640954,141579.37799570808,142232.87871228185,127938.13041575253,111686.32477805612,121059.81335504829,121618.60006463679,106414.30182243163,100461.57902783946,95279.61640236521,95499.25860214369,90991.32726322507,91411.32414702508,87096.35899560814,89742.8794500749,82413.8115013003,81096.10578538405
18750.0,231739.46499684796,211836.11352485,207491.35174549106,224905.46058357827,201836.63636815597,183653.83433483474,151356.12484362072,153815.46403030358,134586.03540559468,134276.49611378642,121338.88504649761,122179.9660164871,110917.4815262401,111173.1727281592,100000.0,87297.13683881113,94406.08762859226,94841.84633008979,82985.07675144218,78342.9642766212,74301.91378967022,74473.19739059889,70957.77679633888,71285.30301265192,67920.36326171843,69823.24040771718,64120.957658516214,63095.7344480193
19000.0,182389.57023196385,166341.26503701697,162929.60326397215,176603.7820686164,158124.80392703827,143548.9433353656,118032.06356517298,119949.93031493781,104712.85480508985,104231.74293933036,94188.95965228417,94623.7161365793,85703.78452303693,86099.37521845999,77268.05850957021,67452.80276979215,72945.75102545695,73113.90834834172,64120.957658516214,60534.08747539136,57279.60309858292,57411.6462207328,54701.59628939721,54827.69649208536,52239.61889991198,53826.97825162881,49431.068698683535,48640.720569146186
19250.0,141253.75446227554,128824.95516931349,126182.75345906705,136458.31365889238,121898.95989248673,110407.86199020736,90573.26008981997,91833.2596483581,79983.42550070277,79615.93504173183,71779.42912713614,72110.7479182899,65313.055264747294,65463.61740672747,58748.93525297769,51286.13839913648,55335.01092157371,55462.571295791044,48640.720569146186,45919.80128368685,43451.022417157146,43451.022417157146,41399.96748197304,41495.40426343633,39536.66200681283,40644.33291652128,37325.015779572066,36728.2300498085
19500.0,106169.55571987241,97050.99672454898,94841.84633008979,102565.19262514079,91411.32414702508,82794.21637123344,67764.15076106758,68548.8226452662,59703.52865838366,59156.163417547425,53333.48954876213,53456.435939697134,48417.23675840989,48417.23675840989,43451.022417157146,37931.49849736817,40926.065973001096,41020.410298660725,35892.193464500495,33884.415613920275,32062.693245054674,32062.693245054674,30478.94989627983,30619.634336906754,29107.171180666082,29922.646366081888,27478.941531023975,26977.394324449204
19750.0,76207.90100254114,69823.24040771718,68233.8694141669,73960.52750582375,65614.52663029057,59292.532457999936,48305.880203977285,48752.8490103386,42364.29660495409,41975.89839910078,37844.258471709356,37844.258471709356,34197.94425137087,34197.94425137087,30690.21988391158,26730.064086633087,28773.984147356667,28840.31503126606,25234.807724805756,23768.402866248784,22490.546058357828,22438.81923782766,21379.620895022323,21379.620895022323,20370.42077705719,20892.96130854041,19186.68740670291,18836.49089489802
