recno,Star,Paper,Identifier,Teff,e_Teff,logg,e_logg,atmosphere,Mass,e_Mass,RAJ2000,DEJ2000,Gaia,plx,e_plx,Massmz,B,e_B,IRexcess,gascomp,bin,binSep,Time,Ref,Comm,log(H/H(e)),l_log(H/H(e)),e_log(H/H(e)),log(He/H(e)),e_log(He/H(e)),log(Li/H(e)),e_log(Li/H(e)),AccRateLi,SinTimeLi,MassFracLi,log(Be/H(e)),e_log(Be/H(e)),SinTimeBe,log(C/H(e)),e_log(C/H(e)),AccRateC,SinTimeC,MassFracC,log(N/H(e)),e_log(N/H(e)),AccRateN,SinTimeN,MassFracN,log(O/H(e)),e_log(O/H(e)),AccRateO,AccRateOInc,AccRateODec,SinTimeO,MassFracO,log(Na/H(e)),e_log(Na/H(e)),AccRateNa,AccRateNaInc,AccRateNaDec,SinTimeNa,MassFracNa,log(Mg/H(e)),e_log(Mg/H(e)),AccRateMg,n_AccRateMg,AccRateMgInc,AccRateMgDec,SinTimeMg,MassFracMg,log(Al/H(e)),e_log(Al/H(e)),AccRateAl,AccRateAlInc,AccRateAlDec,SinTimeAl,MassFracAl,log(Si/H(e)),e_log(Si/H(e)),AccRateSi,AccRateSiInc,AccRateSiDec,SinTimeSi,MassFracSi,log(P/H(e)),e_log(P/H(e)),AccRateP,SinTimeP,MassFracP,log(S/H(e)),e_log(S/H(e)),AccRateS,SinTimeS,MassFracS,log(Cl/H(e)),e_log(Cl/H(e)),AccRateCl,SinTimeCl,MassFracCl,log(Ar/H(e)),e_log(Ar/H(e)),log(K/H(e)),e_log(K/H(e)),AccRateK,SinTimeK,log(Ca/H(e)),e_log(Ca/H(e)),AccRateCa,AccRateCaInc,AccRateCaDec,SinTimeCa,MassFracCa,log(Sc/H(e)),e_log(Sc/H(e)),AccRateSc,SinTimeSc,MassFracSc,log(Ti/H(e)),e_log(Ti/H(e)),AccRateTi,AccRateTiInc,AccRateTiDec,SinTimeTi,MassFracTi,log(V/H(e)),e_log(V/H(e)),AccRateV,SinTimeV,MassFracV,log(Cr/H(e)),e_log(Cr/H(e)),AccRateCr,AccRateCrInc,AccRateCrDec,SinTimeCr,MassFracCr,log(Mn/H(e)),e_log(Mn/H(e)),AccRateMn,AccRateMnInc,AccRateMnDec,SinTimeMn,MassFracMn,log(Fe/H(e)),e_log(Fe/H(e)),AccRateFe,AccRateFeInc,AccRateFeDec,SinTimeFe,MassFracFe,log(Co/H(e)),e_log(Co/H(e)),AccRateCo,SinTimeCo,MassFracCo,log(Ni/H(e)),e_log(Ni/H(e)),AccRateNi,AccRateNiInc,AccRateNiDec,SinTimeNi,MassFracNi,log(Cu/H(e)),e_log(Cu/H(e)),AccRateCu,SinTimeCu,MassFracCu,log(Zn/H(e)),e_log(Zn/H(e)),AccRateZn,SinTimeZn,log(Ga/H(e)),e_log(Ga/H(e)),AccRateGa,SinTimeGa,MassFracGa,log(Ge/H(e)),e_log(Ge/H(e)),AccRateGe,SinTimeGe,MassFracGe,log(As/H(e)),e_log(As/H(e)),log(Se/H(e)),e_log(Se/H(e)),log(Sr/H(e)),e_log(Sr/H(e)),AccRateSr,SinTimeSr,MassFracSr,log(Sn/H(e)),e_log(Sn/H(e)),log(I/H(e)),e_log(I/H(e)),log(Ba/H(e)),e_log(Ba/H(e)),AccRateTot,AccRateTotInc,AccRateTotDec
2758,SDSS J014732.99+154104.6,Kepler 2015,SDSS J014732.99+154104.6 Kepler 2015,7145.0,238.0,8.0,0.0,He,,,26.88746,15.68461,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.995,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,SDSS J020018.74+164631.0,Hollands 2017,SDSS J020018.74+164631.0 Hollands 2017,5810.0,180.0,8.0,,He,,,30.07808,16.77528,Gaia DR3 90801759030905088,6.252820514,1.1720859,,10710000,70000,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,-7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,SDSS J015048.48+171039.0,Coutu 2019,SDSS J015048.48+171039.0 Coutu 2019,8422.0,598.0,7.72,0.66,He,0.43,0.4,27.7019350674,17.17758246456,Gaia DR3 91408178348709376,2.6702269693,0.8983941205,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.47,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.39,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,SDSS J015048.48+171039.0,Kepler 2015,SDSS J015048.48+171039.0 Kepler 2015,7978.0,84.0,8.0,0.0,He,,,27.7019350674,17.17758246456,Gaia DR3 91408178348709376,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.596,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,SDSSJ020128.66+201521.8,Blouin 2020,SDSSJ020128.66+201521.8 Blouin 2020,6250.0,213.0,8.091,0.243,He,0.63,0.15,30.36928635463,20.25611054876,Gaia DR3 94296969056387328,5.853681665,0.66805804,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-3.1,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,SDSS J020128.66+201521.8,Coutu 2019,SDSS J020128.66+201521.8 Coutu 2019,6306.0,194.0,8.16,0.23,He,0.67,0.15,30.36928635463,20.25611054876,Gaia DR3 94296969056387328,5.875440658,0.8008826279,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.1,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.99,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,SDSS J020128.66+201521.8,Hollands 2017,SDSS J020128.66+201521.8 Hollands 2017,6180.0,140.0,8.0,,He,,,30.36928635463,20.25611054876,Gaia DR3 94296969056387328,5.853681665,0.66805804,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,SDSS J020128.66+201521.8,Kepler 2015,SDSS J020128.66+201521.8 Kepler 2015,6596.0,430.0,8.0,0.0,He,,,30.36928635463,20.25611054876,Gaia DR3 94296969056387328,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.781,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,GD 16,Farihi 2009,GD 16 Farihi 2009,11500.0,,,,H,0.59,,27.23770833333,19.04047777778,Gaia DR3 95297185335797120,47.42,,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2009ApJ...694..805F/abstract,,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,
595,GD 16,Gentile Fusillo 2017,GD 16 Gentile Fusillo 2017,11000.0,500.0,8.0,,He,0.583,,27.23665245728,19.04096804257,Gaia DR3 95297185335797120,21.0901,0.0407,5.81462392837353e+27,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..971G/abstract,disc from Farihi 2009,-2.8,,0.2,,,,,,,,,,,,,,,,,,,,,-6.0,-1.0,261500000.0,,,,,,,,,,,,-7.4,0.1,14600000.0,,,,,0.236628849270664,-8.2,-1.0,3500000.0,,,,,-7.2,-1.0,44100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-8.65,0.1,3400000.0,,,,0.055105348460292,,,,,,-10.4,0.2,100000.0,,,,0.00162074554295,,,,,,,,,,,,,,,,,,,,-7.64,0.15,43600000.0,,,,0.706645056726094,,,,,,-8.8,-1.0,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61700000.0,,
3388,HS 0146+1847,Koester 2005,HS 0146+1847 Koester 2005,11500.0,300.0,8.0,,He,,,27.23665245728,19.04096804257,Gaia DR3 95297185335797120,21.0901,0.0407,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2005A%26A...439..317K/abstract,,-2.89,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.22,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,SDSSJ014415.12+192021.4,Blouin 2020,SDSSJ014415.12+192021.4 Blouin 2020,6024.0,206.0,7.877,0.424,He,0.5,0.265,26.063,19.33928,Gaia DR3 95450219315349376,5.19874838,0.98918355,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-3.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,SDSS J014415.12+192021.4,Coutu 2019,SDSS J014415.12+192021.4 Coutu 2019,5863.0,198.0,8.0,,He,,,26.063,19.33928,,5.2521008403,0.3475654968,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.06,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,SDSS J014415.12+192021.4,Coutu 2019,SDSS J014415.12+192021.4 Coutu 2019,5863.0,198.0,8.0,,He,,,26.06304166667,19.33921944444,,5.2521008403,0.3475654968,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.06,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,SDSS J014415.12+192021.4,Hollands 2017,SDSS J014415.12+192021.4 Hollands 2017,6500.0,190.0,8.0,,He,,,26.063,19.33928,Gaia DR3 95450219315349376,5.19874838,0.98918355,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.18,,,,,,,-7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,SDSS J014415.12+192021.4,Hollands 2017,SDSS J014415.12+192021.4 Hollands 2017,6500.0,190.0,8.0,,He,,,26.063,19.33928,Gaia DR3 95450219315349376,5.19874838,0.98918355,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.18,,,,,,,-7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,SDSS J013422.70+185704.6,Coutu 2019,SDSS J013422.70+185704.6 Coutu 2019,6525.0,253.0,8.15,0.32,He,0.67,0.21,23.59452670908,18.95138731656,Gaia DR3 95799314257405696,4.7505938242,0.9207801807,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.28,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.22,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,SDSS J013422.70+185704.6,Kepler 2015,SDSS J013422.70+185704.6 Kepler 2015,7832.0,149.0,8.0,0.0,He,,,23.59452670908,18.95138731656,Gaia DR3 95799314257405696,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.166,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,SDSSJ0152+2418,Kepler 2021,SDSSJ0152+2418 Kepler 2021,7308.0,56.0,8.031,0.022,He,0.584,0.01,28.07497470013,24.31444521705,Gaia DR3 99064833727036160,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4646K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.389,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,SDSS J015217.94+241850.6,Coutu 2019,SDSS J015217.94+241850.6 Coutu 2019,7465.0,115.0,8.08,0.04,He,0.62,0.03,28.07497470013,24.31444521705,Gaia DR3 99064833727036160,18.9035916824,0.1072037335,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-4.07,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.24,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,J0152+2418,Caron 2023,J0152+2418 Caron 2023,7459.0,31.0,8.081,0.01,He,0.625,0.009,28.07497470013,24.31444521705,Gaia DR3 99064833727036160,18.85523276,0.0920554,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,SDSS J015217.94+241850.6,Kepler 2015,SDSS J015217.94+241850.6 Kepler 2015,7305.0,6.0,8.0,0.0,He,,,28.07497470013,24.31444521705,Gaia DR3 99064833727036160,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.039,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,SDSS J023348.61+245542.70,Genest-Beaulieu 2019,SDSS J023348.61+245542.70 Genest-Beaulieu 2019,14905.0,,9.0,,He,1.188,,38.45258333333,24.92846111111,Gaia DR3 102162772162617344,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...882..106G/abstract,,-3.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,SDSS J074120.75+281245.6,Koester 2015,SDSS J074120.75+281245.6 Koester 2015,13460.0,95.0,8.0,0.0,He,,,37.97843305718,25.21653018578,Gaia DR3 102350823010868736,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.54,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,SDSS J020253.24+245921.4,Coutu 2019,SDSS J020253.24+245921.4 Coutu 2019,6248.0,353.0,8.0,,He,,,30.72183,24.98928,,2.7824151363,0.310447543,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.15,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.19,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,SDSS J020253.24+245921.4,Kepler 2015,SDSS J020253.24+245921.4 Kepler 2015,6125.0,113.0,8.0,0.0,He,,,30.72183,24.98928,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.397,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,SDSS J021353.94+284855.5,Coutu 2019,SDSS J021353.94+284855.5 Coutu 2019,6920.0,316.0,7.8,0.25,He,0.46,0.14,33.47457664145,28.81548317684,Gaia DR3 107870405742373248,4.8146364949,0.5818361869,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.96,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.69,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,SDSS J004634.22+271737.68,Kepler 2016,SDSS J004634.22+271737.68 Kepler 2016,9296.0,1000.0,8.0,0.0,He,,,33.47457664145,28.81548317684,Gaia DR3 107870405742373248,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,J0425+2834,Caron 2023,J0425+2834 Caron 2023,5957.0,27.0,8.135,0.019,He,0.656,0.017,66.34748060657,28.57592765493,Gaia DR3 152931141027253888,15.49495462,0.18117288,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,SDSSJ1502+4933,Kilic 2020,SDSSJ1502+4933 Kilic 2020,6541.0,,,,He,,,66.34748060657,28.57592765493,Gaia DR3 152931141027253888,15.49495462,0.18117288,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,J0416+2947,Caron 2023,J0416+2947 Caron 2023,6912.0,47.0,8.112,0.022,He,0.644,0.02,64.02107306732,29.7986285624,Gaia DR3 165677710612522752,10.70346565,0.1642588,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,SDSSJ0416+2947,Kilic 2020,SDSSJ0416+2947 Kilic 2020,6864.0,,,,He,,,64.02107306732,29.7986285624,Gaia DR3 165677710612522752,10.70346565,0.1642588,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.72,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,WD0512+326,Barstow 2014,WD0512+326 Barstow 2014,42849.0,,,,H,,,78.84820833333,32.68484166667,Gaia DR2 180702438220219904,12.2565,0.0326,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1607B/abstract,,,,,,,,,,,,,,,-8.4584207561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.8124792792,,,,,,,-7.0,0.4299515371,,,,-7.2076083105,0.3957683585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Gaia DR3 200924312484080256,Badenas-Agusti 2023,Gaia DR3 200924312484080256 Badenas-Agusti 2023,12665.4251043,215.351829502,7.7335829253,0.0308190145,H,0.4655958671,0.0146045704,75.49809243009,41.05411531264,Gaia DR3 200924312484080256,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023arXiv231019790B/abstract,Good Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.2,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,GD 61,Coutu 2019,GD 61 Coutu 2019,15680.0,1633.0,8.04,0.16,He,0.62,0.1,69.66405859194,41.15898720879,Gaia DR3 203931163247581184,18.6219739292,0.0693555826,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-4.34,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.51,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,GD 61,Farihi 2011,GD 61 Farihi 2011,17820.0,,8.2,,He,0.71,,69.66405859194,41.15898720879,Gaia DR3 203931163247581184,18.5503,0.0326,2.15e+26,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2011ApJ...728L...8F/abstract,,-3.98,,0.02,,,,,,,,,,,-8.93,-1.0,,,,,,,,,-5.93,0.2,,,,,,,,,,,,,-6.63,0.18,,,,,,,-7.18,-1.0,,,,,,-6.83,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.88,0.19,,,,,,,,,,,-9.08,-1.0,,,,,,,,,,,-8.98,-1.0,,,,,,,,,,,,,-7.73,0.2,,,,,,,,,,,-7.58,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
