Teff,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn
19750.0,18323.144223712112,16405.89773199539,15776.112696993501,16788.040181225588,14962.356560944329,13583.13446587154,11246.049739669268,11350.108156723143,9954.054173515275,9908.319448927676,8974.287945007482,9015.711376059571,8184.647881347895,8203.515443298185,7396.052750582382,6486.344335482381,6982.324040771711,6998.419960022738,6151.7687270986835,5807.644175213118,5508.076964054036,5508.076964054036,5248.074602497728,5272.298614228227,5023.4258952238715,5164.163692720711,4753.352259428054,4666.593803142887
20000.0,14757.065332758932,13212.956341865765,12705.74105208542,13489.628825916532,11994.993031493781,10864.256236170644,8974.287945007482,9036.494737223014,7925.013304804718,7852.356346100718,7128.530301265198,7144.963260755135,6486.344335482381,6501.296903430909,5847.900841444806,5128.613839913648,5520.774392807573,5533.501092157366,4864.072056914614,4591.980128368686,4355.118736855684,4355.118736855684,4149.5404263436285,4159.106104940223,3962.7803425543934,4073.802778041126,3741.105882720533,3681.289736425313
21000.0,5152.286445817567,4602.565735813559,4405.548635065535,4666.593803142887,4102.041029866068,3681.289736425313,2999.16251898765,3006.076302628232,2618.1830082189863,2582.260190634596,2328.091257665008,2322.7367963571073,2103.778439766475,2098.9398836235246,1883.6490894898002,1648.1623915255084,1766.037820686164,1766.037820686164,1548.816618912481,1458.814260275349,1377.2094688939458,1374.041975012515,1306.1708881318418,1306.1708881318418,1241.6523075924106,1273.5030810166616,1169.4993910198712,1145.5129414455362
22000.0,1333.521432163324,1191.242008027375,1129.7959146727976,1185.7687481671596,1039.920165829059,928.9663867799363,758.5775750291835,758.5775750291835,660.6934480075957,648.6344335482381,584.7900841444806,580.7644175213118,524.8074602497728,521.1947111050805,466.6593803142887,407.3802778041126,434.51022417157145,431.519076827765,377.572190925416,354.8133892335753,334.19504002611427,332.65955329400435,314.77483141013175,314.0508693876217,297.8516429429191,303.3891184194272,278.61211686297696,272.27013080779125
23000.0,256.4484036517716,231.73946499684797,221.81964198002194,233.3458062281002,205.11621788255647,183.65383433483456,150.31419660900224,149.9684835502374,130.31667784523,127.93813041575252,114.81536214968828,113.50108156723155,102.09394837076798,100.92528860766843,90.1571137605957,78.34296427662116,82.98507675144225,82.22426499470711,71.77942912713618,67.14288529259522,63.09573444801933,62.51726927756859,59.02010801718442,58.613816451402876,55.46257129579107,56.49369748123026,51.64163692720711,50.46612975635284
24000.0,79.06786279998249,71.44963260755135,69.3425806016569,73.45138681571152,65.31305526474722,58.8843655355589,48.30588020397726,48.083934844972845,41.68693834703355,40.64433291652128,36.391503612720705,35.892193464500515,32.210687912834345,31.6956746304349,28.31391995799379,24.603676041476273,26.06153549998895,25.763211570025756,22.54239212152429,21.086281499332898,19.76969640111861,19.543394557753942,18.492686189780777,18.323144223712113,17.338039977541385,17.619760464116293,16.18080037643066,15.776112696993485
25000.0,59.42921586155727,50.93308710571955,51.999599653351595,55.97576014951102,51.760683195056764,48.41723675840994,39.99447497610976,39.62780342554395,33.96252725904083,32.88516308759829,29.174270140011675,28.575905433749465,25.52701302661247,25.003453616964308,22.8559880337543,19.952623149688797,21.827299118430012,21.23244462000219,18.92343618644975,17.538805018417612,16.51961798229015,16.18080037643066,15.205475297324954,15.066070661867418,14.12537544622754,14.387985782558452,13.39676687425935,13.001695780332906
26000.0,45.91980128368685,37.15352290971726,39.71915494694403,43.752210515825205,41.97589839910075,40.55085354483839,33.57376142429547,32.96097121774578,27.98981319634363,26.853444456585077,23.659196974857586,23.01441817408509,20.558905959841415,20.044720273651613,18.706821403658008,16.443717232149314,18.535316234148116,17.82378767448089,16.069412530128773,14.757065332758946,13.931568029453027,13.551894123510356,12.705741052085418,12.531411749414161,11.668096170609624,11.91242008027375,11.220184543019636,10.839269140212034
27000.0,35.399734108343466,26.730064086633117,29.991625189876515,33.96252725904083,33.884415613920254,33.884415613920254,27.925438412373378,27.227013080779127,22.803420720004187,21.6271852372702,18.92343618644975,18.281002161427427,16.29296032639722,15.88546748597779,15.240527537972914,13.489628825916533,15.631476426409538,14.825180851459537,13.489628825916533,12.33104833228909,11.641260294104915,11.220184543019636,10.495424286523221,10.303861204416158,9.527961640236517,9.772372209558107,9.289663867799362,8.933054837332952
28000.0,26.730064086633117,18.535316234148116,21.87761623949553,25.822601906345955,26.791683248190314,27.73320104651841,22.59435770220978,21.827299118430012,18.03017740859569,16.90440931643264,14.621771744567184,13.963683610559377,12.5025903021772,12.189895989248667,12.078138351067803,10.81433951297938,12.91219273613534,12.078138351067803,11.01539309541415,10.06931668851804,9.48418463300897,9.036494737223014,8.472274141405965,8.241381150130023,7.5857757502918375,7.834296427662118,7.498942093324558,7.1779429127136165
29000.0,19.408858775927783,11.967405313072437,14.996848355023733,18.706821403658008,20.417379446695296,21.727011788637444,17.338039977541385,16.595869074375607,13.458603540559483,12.416523075924113,10.641430182243159,10.0,9.015711376059567,8.830799004185627,9.183325964835808,8.31763771102671,10.256519262514074,9.397233105646377,8.550667128846834,7.852356346100718,7.362070974947361,6.918309709189364,6.531305526474723,6.266138646723355,5.7543993733715695,5.997910762555095,5.7543993733715695,5.482769649208537
30000.0,13.583134465871542,7.294575102545687,9.749896377173869,13.152248321922384,15.170503674593368,16.557699634695282,12.647363474711517,12.050359403717973,9.549925860214358,8.649679187756934,7.3113908348341745,6.698846094165264,6.165950018614822,6.137620051647942,6.745280276979219,6.1944107507678146,7.888601176185544,7.046930689671469,6.33869711256927,5.902010801718443,5.432503314924332,5.046612975635283,4.819477976251274,4.528975799036208,4.168693834703354,4.405548635065533,4.22668614265603,3.9810717055349722
32000.0,5.861381645140288,2.937649651961531,3.9902490236214208,6.0534087475391365,7.379042301291009,7.655966069112563,5.1286138399136485,5.011872336272722,3.8815036599064823,3.443499307633385,2.8773984147356693,2.51188643150958,2.4717241450161302,2.7039583641088436,3.1332857243155856,2.8773984147356693,3.664375746478332,3.1405086938762174,2.7542287033381663,2.6121613543992064,2.2438819237827663,2.177709772353159,2.065380155810529,1.9098532585662382,1.8323144223712116,1.927524913190936,1.7988709151287878,1.6826740610704674
34000.0,1.330454417978091,0.8912509381337456,1.2531411749414159,2.0230191786782714,2.2594357702209775,1.9678862897068448,1.2618275345906707,1.1508003889444358,0.8892011178579484,0.7744617978025187,0.6397348354826481,0.5929253245799998,0.6792036326171845,0.8531001140175893,0.9660508789898133,0.7979946872679766,0.8609937521846006,0.7852356346100717,0.6776415076106751,0.5597576014951101,0.5482769649208538,0.5420008904016238,0.4797334486366891,0.4797334486366891,0.48305880203977264,0.497737084978936,0.4385306977749857,0.4216965034285822
36000.0,0.2831391995799379,0.29040226544644504,0.516416369272071,0.7925013304804718,0.6426877173170197,0.49888448746001224,0.3213660538640317,0.28973435877013226,0.216271852372702,0.17298163592151014,0.16710906143107074,0.20844908830972886,0.26977394324449205,0.31045595881283555,0.3019951720402016,0.22750974307720706,0.21232444620002192,0.21183611352485016,0.14487718535447616,0.1506607066186742,0.15848931924611134,0.1506607066186742,0.15135612484362082,0.14962356560944334,0.1358313446587154,0.1318256738556407,0.1333521432163324,0.1238796586530369
38000.0,0.22542392121524293,0.22387211385683395,0.4045758916974427,0.610942024905572,0.4688133821452652,0.358096437102636,0.23120647901755947,0.2070141348791042,0.15205475297324958,0.12217996601648717,0.1233104833228909,0.16292960326397224,0.21037784397664752,0.23496328208483072,0.21727011788637443,0.16672472125510626,0.15031419660900225,0.15310874616820302,0.11117317272815914,0.11194378834671516,0.11614486138403426,0.11324003632355571,0.11194378834671516,0.11194378834671516,0.09794899854086991,0.09162204901219996,0.09908319448927676,0.09141132414702503
40000.0,0.18323144223712115,0.18323144223712115,0.33265955329400454,0.4931738039549359,0.36728230049808464,0.277332010465184,0.1798870915128788,0.15958791472367326,0.11694993910198709,0.09440608762859236,0.09772372209558107,0.1339676687425935,0.1721868574986007,0.18836490894898006,0.16749428760264373,0.13152248321922383,0.11614486138403426,0.11967405313072434,0.08892011178579486,0.0899497581530035,0.0918332596483581,0.09078205301781857,0.08851156098308356,0.08953647655495937,0.07638357835776907,0.07014552984199714,0.07852356346100718,0.07244359600749903
