Teff,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn
19750.0,138356.6378971781,131825.67385564075,132129.56341865766,145211.1617587742,129121.92736135334,116412.60294104909,94406.08762859226,95719.40712948442,82985.07675144218,82224.26499470712,73960.52750582375,73960.52750582375,66680.67692136219,66527.3156201742,59292.532457999936,51404.36515824264,55207.74392807573,55207.74392807573,47973.34486366892,44977.98548932875,42364.29660495409,42169.65034285822,39902.4902362142,39810.71705534969,37757.2190925416,38636.69770540689,35318.3169791957,34514.373933585644
20000.0,79615.93504173183,75683.28950209737,75857.75750291835,83560.30182312474,74301.91378967022,66988.46094165258,54325.03314924336,55080.7696405403,47752.927365769116,47315.12589614803,42559.841313374265,42559.841313374265,38282.47433168228,38194.427084004645,33962.52725904082,29444.216337987633,31622.776601683792,31477.483141013174,27352.68726306714,25644.840365177162,24099.054286865932,23988.329190194898,22698.648518838214,22594.35770220978,21379.620895022323,21877.616239495517,19952.62314968879,19498.445997580453
21000.0,4064.4332916521275,3296.097121774576,3741.105882720533,3990.2490236214203,4008.6671762730302,4073.802778041126,3630.780547701014,3491.4031547858626,2937.6496519615307,2792.543841237339,2432.204009073816,2393.3157564053877,2051.1621788255648,2032.3570109362208,1870.6821403657998,1644.3717232149324,1914.255925021086,1870.6821403657998,1761.976046411629,1592.20872705117,1475.7065332758946,1445.439770745928,1321.2956341865752,1330.4544179780914,1233.1048332289097,1218.9895989248662,1188.502227437019,1150.8003889444356
22000.0,2506.109253032114,1698.2436524617442,2079.6966871036957,2333.458062281002,2540.972705549304,2766.9416454115126,2529.2979964461447,2328.091257665008,1901.0782799232995,1761.976046411629,1503.1419660900224,1458.814260275349,1233.1048332289097,1218.9895989248662,1166.8096170609629,1061.6955571987241,1303.1667784523,1258.9254117941675,1221.7996601648722,1064.1430182243164,1000.0,968.2778562612496,870.9635899560806,872.9713683881113,801.6780633876789,790.6786279998254,792.5013304804718,760.3262769401814
23000.0,1702.15850839495,961.6122783836648,1227.4392311584072,1489.3610777109154,1741.8068733916145,2009.0928126087279,1840.7720014689564,1621.8100973589299,1285.2866599436154,1164.126029410491,974.9896377173867,926.8298233793494,783.429642766212,772.6805850957021,776.247116628692,734.5138681571151,939.7233105646375,893.3054837332953,879.0225168308842,746.448758410067,709.5777679633887,674.5280276979222,603.94862937638,598.4115950603199,543.250331492433,543.250331492433,553.3501092157366,523.60043658575
24000.0,1177.6059735208078,554.625712957911,717.7942912713615,963.8290236239706,1191.242008027375,1402.8137045619576,1261.8275345906707,1078.9467222298285,833.681184619634,739.6052750582381,610.9420249055721,568.8529308438412,487.5284901033865,483.05880203977284,512.8613839913648,500.0345349769783,657.6578373554206,612.3503917247733,591.5616341754737,504.6612975635282,481.9477976251271,445.6562483975033,404.57589169744284,392.6449353995997,352.37087104248724,363.0780547701014,368.1289736425313,345.1437393358561
25000.0,785.2356346100718,358.0964371026359,442.58837236262644,642.6877173170194,803.5261221856168,922.5714271547629,781.6278045883292,669.8846094165265,514.0436515824259,453.94161665020323,374.97300224548337,344.3499307633384,304.088502567628,306.19634336906785,337.2873086588689,329.6097121774576,430.5266104917105,393.55007545577763,362.24299841669875,320.6269324505464,302.69134281013044,274.15741719278833,257.63211570025754,244.34305526939713,220.2926463053456,233.3458062281002,229.61486481123632,215.27817347243737
26000.0,488.6523593428336,222.8435149270303,263.63313858253787,408.3193863326923,515.2286445817567,571.4786366718672,438.5306977749856,389.04514499428046,296.4831389524342,260.6153549998895,215.77444091526667,194.98445997580455,178.23787674480891,186.20871366628674,211.34890398366477,206.53801558105292,266.0725059798809,237.13737056616552,207.49135174549107,192.75249131909365,175.3880501841762,159.220872705117,153.10874616820303,142.56075936021878,131.82567385564073,140.60475241299144,134.58603540559483,125.89254117941675
27000.0,257.03957827688646,123.31048332289096,141.90575216890926,231.2064790175594,291.0717118066605,306.90219883911584,199.06733389871863,189.67059212111462,144.21153515248682,126.4736347471151,104.71285480508996,92.04495717531712,88.92011178579486,102.09394837076798,118.03206356517298,112.71974561755106,140.92887984218748,121.6186000646368,104.23174293933036,98.62794856312104,83.17637711026708,80.90958991783822,76.91304402866095,71.28530301265195,69.02398038402418,72.44359600749902,67.14288529259522,62.51726927756859
28000.0,59.84115950603196,38.282474331682266,53.95106225151276,91.41132414702504,103.03861204416158,84.13951416451951,53.21082592667942,46.98941086052154,35.892193464500515,31.117163371060183,25.29297996446145,24.603676041476273,29.512092266663856,38.018939632056124,42.46195639463128,34.43499307633384,35.0751873952568,33.036954103681474,27.797132677592884,23.12064790175595,22.803420720004187,22.130947096056374,20.32357010936222,20.276827195212817,20.32357010936222,20.844908830972887,18.15515662773135,17.579236139586932
29000.0,17.458221529205037,14.223287871228198,26.121613543992066,41.87935651179185,34.43499307633384,25.703957827688633,16.710906143107078,14.757065332758946,11.142945335917299,9.246981739382225,8.433347577642754,10.715193052376065,13.995873225726179,16.405897731995395,15.739828644662197,11.93988104464273,11.271974561755105,10.964781961431852,7.925013304804718,7.870457896950986,8.072350302488383,7.834296427662118,7.852356346100718,7.744617978025188,7.063175542629619,6.854882264526615,6.839116472814292,6.324118513762195
30000.0,11.748975549395297,10.351421666793437,19.18668740670289,29.580124665515466,22.130947096056374,16.29296032639722,10.665961212302578,9.289663867799362,6.902398038402419,5.807644175213121,5.597576014951102,7.834296427662118,10.162486928706954,11.220184543019636,9.954054173515269,7.816278045883297,7.030723198838334,7.079457843841379,5.333348954876209,5.445026528424211,5.382697825162882,5.370317963702527,5.211947111050804,5.260172663907062,4.508167045414601,4.120975190973302,4.581418867145335,4.216965034285822
32000.0,9.462371613657929,8.109610578538408,15.066070661867418,22.961486481123618,16.82674061070467,12.133888504649775,7.979946872679767,6.870684400142321,5.116818355403077,4.37522105158252,4.265795188015926,6.180164001384159,7.979946872679767,8.590135215053959,7.3282453313890406,5.929253245799998,5.236004365857502,5.333348954876209,4.130475019901613,4.22668614265603,4.120975190973302,4.130475019901613,3.953666200681279,4.027170343254591,3.3806483620598162,3.047894989627983,3.4753616144320585,3.206269324505466
34000.0,8.629785477669705,7.128530301265195,13.273944577297394,20.37042077705718,14.893610777109155,10.715193052376065,7.063175542629619,6.0673632958850545,4.528975799036208,3.8636697705406915,3.749730022454835,5.457578610912709,7.063175542629619,7.603262769401819,6.486344335482385,5.260172663907062,4.655860935229589,4.720630412635906,3.681289736425314,3.7239170625456848,3.6475394692560785,3.6559479161312485,3.499451670283573,3.5645113342624426,2.9853826189179595,2.6915348039269156,3.069021988391157,2.831391995799379
36000.0,7.870457896950986,6.295061828571976,11.830415557251646,18.323144223712113,13.33521432163324,9.527961640236517,6.309573444801933,5.370317963702527,4.027170343254591,3.4276778654645037,3.318944575526104,4.864072056914616,6.309573444801933,6.792036326171845,5.780960474057181,4.688133821452652,4.1591061049402205,4.1975898399100755,3.303695410368148,3.311311214825911,3.2433961734934926,3.2583670100200877,3.1117163371060177,3.1768740706497707,2.654605561975539,2.3878112829131775,2.7289777828080406,2.51188643150958
38000.0,7.144963260755133,5.649369748123025,10.641430182243159,16.595869074375607,12.078138351067803,8.629785477669705,5.714786366718671,4.852885001621211,3.6475394692560785,3.1045595881283554,2.992264636608189,4.385306977749857,5.714786366718671,6.165950018614822,5.248074602497725,4.2559841313374305,3.793149849736819,3.81065823393773,3.013006024186121,2.9853826189179595,2.937649651961531,2.9512092266663856,2.8183829312644537,2.870780582024691,2.4043628000069335,2.1627185237270203,2.4660393372343394,2.269864851883822
40000.0,6.397348354826482,5.023425895223871,9.48418463300897,14.859356422870066,10.764652136298348,7.67361489361819,5.093308710571954,4.305266104917107,3.2583670100200877,2.7669416454115114,2.6607250597988097,3.926449353995998,5.116818355403077,5.508076964054034,4.677351412871983,3.793149849736819,3.3884415613920256,3.404081897010009,2.7164392688390824,2.6607250597988097,2.6242185433844414,2.63633138582538,2.51188643150958,2.564484036517717,2.147830474130534,1.9230917289101583,2.197859872784825,2.0230191786782714
