Teff,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn
5000.0,25234.807724805756,15066.070661867418,14454.39770745928,14157.93779957081,14588.142602753474,13677.288255958494,12882.495516931349,11402.497875611696,11428.783347897712,10423.174293933036,10327.61405761398,9616.122783836649,9594.006315159337,8912.509381337459,8871.560120379609,8184.647881347895,7379.042301291008,7762.4711662869195,7744.617978025183,6982.324040771711,6668.067692136218,6353.309318517436,6338.69711256927,6081.350012787177,6067.363295885053,5821.032177708716,5942.921586155727,5533.501092157366,5445.026528424214
5250.0,20941.124558508913,12416.523075924119,11885.022274370189,11721.953655481304,12161.86000646368,11455.129414455361,10864.256236170644,9660.508789898131,9727.47223776965,8912.509381337459,8851.156098308356,8260.379495771784,8260.379495771784,7691.304402866098,7673.614893618185,7095.777679633888,6397.348354826482,6745.280276979222,6745.280276979222,6081.350012787177,5807.644175213118,5546.25712957911,5533.501092157366,5308.8444423098845,5308.8444423098845,5093.308710571952,5199.959965335162,4841.723675840994,4764.309868054156
5500.0,15170.503674593368,8974.287945007482,8550.667128846831,8394.599865193974,8689.60429286302,8203.515443298185,7780.36551039804,6934.258060165695,6998.419960022738,6426.877173170194,6397.348354826482,5970.352865838366,5984.115950603198,5571.857489319298,5571.857489319298,5152.286445817567,4655.860935229591,4909.078761526029,4909.078761526029,4436.086439314323,4226.686142656028,4045.7589169744288,4036.4539296760486,3872.5764492161725,3872.5764492161725,3715.352290971724,3793.1498497368207,3539.9734108343464,3483.373150360116
5750.0,9183.32596483581,5520.774392807573,5223.9618899911975,5081.594425605605,5211.947111050806,4897.7881936844615,4634.46919736288,4130.475019901614,4149.5404263436285,3810.65823393773,3793.1498497368207,3539.9734108343464,3548.133892335753,3311.311214825911,3303.6954103681487,3054.9211132155124,2760.5778562203445,2910.717118066605,2910.717118066605,2630.2679918953813,2511.88643150958,2398.83291901949,2393.3157564053877,2296.148648112363,2296.148648112363,2202.9264630534562,2249.0546058357804,2094.1124558508936,2065.3801558105292
6000.0,5260.172663907063,3228.4941217126348,3033.891184194272,2917.427014001166,2971.666031738025,2773.320104651841,2606.153549998895,2317.39464996848,2322.7367963571073,2128.139045982711,2108.6281499332886,1967.886289706845,1967.886289706845,1832.314422371211,1828.1002161427427,1690.440931643265,1524.0527537972907,1606.941253012877,1603.2453906900416,1445.439770745928,1380.3842646028852,1318.2567385564073,1312.1998990192028,1258.9254117941675,1258.9254117941675,1207.8138351067798,1230.268770812381,1148.1536214968828,1127.1974561755105
6250.0,3184.1975217261256,1995.2623149688789,1857.8044550916989,1774.1894808901661,1794.7336268325266,1663.4126503701698,1559.5525028269537,1380.3842646028852,1377.2094688939458,1258.9254117941675,1244.5146117713857,1158.7773561551262,1153.4532578210917,1073.989412341245,1069.0548792226577,986.279485631211,889.2011178579481,935.4056741475521,931.10787546783,839.4599865193973,799.8342550070284,763.8357835776907,760.3262769401814,729.4575102545687,727.7798045368243,696.6265141107687,709.5777679633887,660.6934480075957,650.1296903430909
6500.0,2187.761623949552,1367.7288255958495,1267.6518658578461,1205.0359403717973,1213.3888504649774,1122.018454301963,1047.1285480508996,922.5714271547629,918.332596483581,835.6030182312483,826.0379495771783,765.5966069112561,762.0790100254122,707.945784384138,703.0723198838334,647.142615748583,583.4451042737447,612.3503917247733,609.5368972401693,549.5408738576248,522.3961889991198,497.7370849789361,495.45019080479005,474.2419852602448,473.15125896148027,452.8975799036209,461.31757456037957,429.53642676488727,421.6965034285822
6750.0,1667.2472125510626,1039.920165829059,961.6122783836648,912.0108393559096,916.2204901220001,843.3347577642757,785.2356346100718,691.8309709189363,687.0684400142325,623.7348354824192,615.1768727098683,570.1642722807472,566.2392890382534,524.8074602497728,521.1947111050805,478.6300923226385,430.5266104917105,451.85594437492216,448.7453899331323,404.57589169744284,384.5917820453535,366.43757464783334,363.9150361272071,348.33731503601166,347.53616144320574,332.65955329400435,338.0648362059815,314.77483141013175,309.0295432513592
7000.0,1358.3134465871542,845.27884516029,778.0365510398041,737.9042301291007,739.6052750582381,680.7693586937418,632.4118513762197,555.9042572704037,550.8076964054036,500.0345349769783,492.0395356814511,454.98806015004845,450.81670454146007,417.83036664662177,413.9996748197304,380.18939632056123,341.9794425137087,358.0964371026359,355.6313185689855,319.88951096913974,304.088502567628,289.0679882365475,287.73984147356697,274.78941531023975,274.15741719278833,262.4218543384442,266.68586645214805,247.74220576332863,243.2204009073816
7250.0,1148.1536214968828,706.3175542629623,650.1296903430909,616.5950018614822,616.5950018614822,567.5446054085471,526.0172663907063,461.31757456037957,457.08818961487515,413.9996748197304,406.44332916521273,375.8374042884443,372.39170625456865,344.3499307633384,341.1929116219285,312.6079367123956,281.1900830398939,293.76496519615307,291.7427014001166,262.4218543384442,248.88573182823905,236.59196974857588,234.96328208483072,224.90546058357805,223.872113856834,214.28906011200584,217.7709772353159,202.30191786782717,198.60949173573715
