Teff,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn
5000.0,53210.82592667942,32210.687912834346,31260.793671239557,30974.19299216578,32210.687912834346,30408.85025676277,28840.31503126606,25644.840365177162,25763.211570025727,23604.78233180578,23496.328208483097,21877.616239495517,21928.049353504495,20417.379446695275,20370.42077705719,18836.49089489802,16982.43652461746,17906.058540352948,17906.058540352948,16143.585568264869,15417.004529495583,14723.125024327193,14689.262776438662,14092.887984218747,14125.375446227554,13551.89412351035,13835.66378971781,12882.495516931349,12676.518658578449
5250.0,43351.08783875284,26061.535499988975,25351.286304979072,25234.807724805756,26363.313858253816,25061.09253032114,23878.112829131784,21330.44913146575,21577.444091526646,19815.27025805097,19769.69640111862,18492.686189780798,18578.04455091699,17338.039977541375,17378.00828749376,16069.412530128788,14521.11617587742,15346.16982799294,15381.546403030357,13899.526312133527,13273.944577297401,12676.518658578449,12676.518658578449,12189.895989248673,12217.99660164871,11721.953655481304,11994.993031493781,11168.632477805611,11015.393095414145
5500.0,30549.211132155153,18365.383433483476,17741.894808901645,17579.23613958693,18323.144223712112,17418.068733916127,16634.126503701696,14927.944095789975,15100.801541641493,13931.568029453036,13931.568029453036,13061.708881318404,13121.998990192042,12274.392311584084,12302.68770812381,11402.497875611696,10327.61405761398,10914.40336448757,10939.563662720931,9885.53094656939,9462.37161365793,9057.326008981998,9057.326008981998,8709.635899560804,8729.713683881113,8394.599865193974,8570.378452303692,7998.342550070284,7888.601176185541
5750.0,18492.686189780798,11142.945335917293,10690.548792226577,10519.618738232235,10889.300933334333,10303.861204416158,9817.479430199845,8790.225168308842,8892.011178579482,8184.647881347895,8184.647881347895,7673.614893618185,7709.034690644301,7211.074791828997,7227.698036021702,6698.846094165265,6081.350012787177,6426.877173170194,6426.877173170194,5821.032177708716,5571.857489319298,5333.348954876208,5333.348954876208,5128.613839913648,5140.436515824259,4943.106869868354,5046.612975635282,4709.77326396953,4645.152752227492
6000.0,10568.175092136586,6441.692655151775,6151.7687270986835,5997.910762555094,6165.9500186148225,5794.286964268809,5495.408738576248,4897.7881936844615,4931.738039549359,4539.416166502032,4528.975799036209,4236.429660495409,4246.19563946313,3971.915494694405,3981.0717055349733,3689.775985701505,3341.9504002611425,3523.7087104248726,3531.83169791957,3191.5378551007616,3054.9211132155124,2917.427014001166,2917.427014001166,2805.433637951713,2805.433637951713,2697.7394324449206,2754.2287033381663,2570.3957827688646,2529.2979964461447
6250.0,6324.118513762197,3935.5007545577764,3732.5015779572063,3614.0986263961313,3689.775985701505,3451.4373933585607,3250.872973854344,2890.6798823654744,2904.022654464451,2666.8586645214805,2648.500138606701,2477.422057633286,2477.422057633286,2312.0647901755938,2312.0647901755938,2137.9620895022326,1936.4219639466069,2041.7379446695295,2041.7379446695295,1845.0154191794736,1761.976046411629,1682.6740610704674,1682.6740610704674,1614.3585568264868,1614.3585568264868,1548.816618912481,1581.2480392703826,1475.7065332758946,1452.1116175877419
6500.0,4265.795188015925,2691.5348039269165,2540.972705549304,2449.0632418447444,2483.13310529557,2317.39464996848,2172.7011788637456,1927.5249131909366,1927.5249131909366,1766.037820686164,1749.8466886246565,1633.0519478943347,1633.0519478943347,1520.5475297324954,1517.050367459337,1402.8137045619576,1267.6518658578461,1336.5955165464418,1333.521432163324,1205.0359403717973,1150.8003889444356,1099.0058394325208,1093.956366272094,1051.9618738232225,1049.542428652322,1006.9316688518045,1025.651926251408,957.1940712948442,941.8895965228418
6750.0,3206.269324505464,2041.7379446695295,1923.0917289101576,1849.2686189780777,1870.6821403657998,1737.8008287493763,1625.5487557504835,1438.798578255845,1438.798578255845,1315.224832192239,1300.16957803329,1210.5981335504828,1207.8138351067798,1124.6049739669268,1122.018454301963,1035.1421666793442,935.4056741475521,981.7479430199844,979.4899854086991,885.1156098308356,843.3347577642757,805.3784411990669,801.6780633876789,769.1304402866098,769.1304402866098,736.2070974947361,749.8942093324558,699.8419960022738,687.0684400142325
7000.0,2576.3211570025755,1651.961798229015,1552.3870099580815,1489.3610777109154,1503.1419660900224,1393.1568029453035,1303.1667784523,1153.4532578210917,1148.1536214968828,1049.542428652322,1035.1421666793442,963.8290236239706,959.4006315159336,893.3054837332953,889.2011178579481,820.3515443298185,739.6052750582381,776.247116628692,774.4617978025184,698.2324040771712,665.2731562017412,635.3309318517436,632.4118513762197,605.3408747539136,603.94862937638,579.428696426881,590.2010801718442,549.5408738576248,539.5106225151279
7250.0,2157.744409152667,1377.2094688939458,1291.2192736135348,1238.796586530369,1247.3835142429432,1156.1122421920993,1081.4339512979375,952.7961640236521,948.4184633008969,864.967918775693,853.1001140175895,794.3282347242813,788.860117618554,732.8245331389045,729.4575102545687,671.4288529259522,605.3408747539136,635.3309318517436,632.4118513762197,570.1642722807472,543.250331492433,517.6068319505677,515.2286445817567,494.3106869868354,492.0395356814511,472.06304126359043,479.73344863668916,446.683592150963,439.5416154378243
7500.0,1828.1002161427427,1164.126029410491,1091.440336448756,1044.7202192208003,1051.9618738232225,974.9896377173867,909.9132726322517,801.6780633876789,796.1593504173184,726.1059574351551,716.1434102129019,663.7430704019089,659.1738952443212,612.3503917247733,608.1350012787176,559.7576014951104,504.6612975635282,528.4452517751803,526.0172663907063,474.2419852602448,450.81670454146007,429.53642676488727,427.562886151586,409.26065973001096,408.3193863326923,390.8408957924021,397.19154946944053,369.8281797802663,363.0780547701014
7750.0,1548.816618912481,986.279485631211,924.698173938223,885.1156098308356,891.2509381337459,824.1381150130021,767.3614893618186,676.0829753919819,671.4288529259522,610.9420249055721,601.1737374832779,558.4701947368306,553.3501092157366,514.0436515824259,509.3308710571952,468.81338214526505,421.6965034285822,441.57044735331255,439.5416154378243,395.3666200681279,375.8374042884443,358.0964371026359,355.6313185689855,340.4081897010009,339.62527259040854,325.0872973854344,330.3695410368149,307.6096814740708,301.9951720402016
8000.0,1321.2956341865752,843.3347577642757,788.860117618554,755.0922276654342,760.3262769401814,703.0723198838334,654.6361740672747,576.7664633922509,571.4786366718672,519.9959965335162,511.6818355403078,474.2419852602448,469.8941086052156,435.51187368556833,431.519076827765,396.2780342554393,356.45113342624427,373.2501577957206,370.680721782576,333.4264127632351,316.956746304349,301.9951720402016,299.916251898765,287.0780582024692,285.75905433749466,273.5268726306711,277.97132677592884,258.22601906345955,253.5128630497907
8250.0,1106.6237839776663,706.3175542629623,660.6934480075957,632.4118513762197,636.7955209079155,587.4893525297769,547.0159628939716,481.9477976251271,477.5292736576907,433.51087838752886,426.57951880159254,394.4573020752785,390.8408957924021,362.24299841669875,358.0964371026359,328.85163087598295,295.80124665515467,309.0295432513592,306.90219883911584,276.0577856220345,262.4218543384442,249.45947269429536,247.74220576332863,236.59196974857588,235.5049283896009,225.42392121524304,229.08676527677724,212.8139045982711,208.92961308540387
8500.0,926.8298233793494,590.2010801718442,553.3501092157366,529.6634438916581,532.1082592667942,492.0395356814511,458.1418867145335,402.71703432545905,399.02490236214203,362.24299841669875,355.6313185689855,328.85163087598295,325.0872973854344,301.3006024186122,297.8516429429191,273.5268726306711,245.4708915685031,256.4484036517716,254.6830252585042,228.559880337543,217.27011788637455,206.06299132700005,204.6444636724674,195.43394557753942,194.53600816226634,186.20871366628674,188.79913490962926,175.3880501841762,172.18685749860077
8750.0,772.6805850957021,489.77881936844614,460.25657358135584,439.5416154378243,442.58837236262644,409.26065973001096,381.06582339377303,334.19504002611427,331.1311214825911,300.6076302628232,294.44216337987604,272.27013080779125,269.1534803926917,248.88573182823905,246.03676041476274,225.42392121524304,202.30191786782717,211.34890398366477,209.41124558508935,187.93168168032685,178.64875748520498,169.43378004473288,168.26740610704672,160.69412530128773,159.5879147236732,152.75660582380732,154.88166189124811,143.8798578255845,140.92887984218748
9000.0,630.957344480193,399.02490236214203,375.8374042884443,358.92193464500536,361.40986263961315,334.19504002611427,310.45595881283555,272.89777828080406,269.77394324449205,244.34305526939713,239.88329190194898,221.30947096056386,218.77616239495518,201.83663636815618,199.52623149688787,182.81002161427426,164.05897731995387,171.0015315090288,169.43378004473288,152.05475297324955,144.21153515248682,136.77288255958496,135.8313446587154,129.7179270983956,128.82495516931337,123.02687708123811,124.73835142429432,115.87773561551262,113.50108156723155
9250.0,505.82466200311427,319.15378551007615,301.3006024186122,288.40315031266056,290.4022654464451,268.5344445658506,249.45947269429536,219.28049353504497,216.7704104819694,195.8844673505989,191.8668740670289,177.0108958317422,174.98466886246564,161.43585568264868,159.220872705117,145.8814260275349,130.61708881318418,136.14446824659495,134.89628825916532,121.05981335504829,114.55129414455361,108.89300933334333,107.89467222298286,102.80162981264735,102.32929922807536,97.49896377173872,99.08319448927675,91.83325964835811,89.94975815300351
9500.0,392.6449353995997,246.60393372343387,233.8837238659356,224.3881923782766,225.94357702209783,208.92961308540387,194.08858775927774,170.215850839495,167.88040181225605,152.05475297324955,148.59356422870076,137.08817661648536,134.89628825916532,124.45146117713857,122.74392311584072,112.2018454301963,100.46157902783946,104.71285480508996,103.5142166679344,92.89663867799364,87.90225168308842,83.36811846196343,82.60379495771788,78.88601176185544,78.34296427662116,74.81695005111546,75.85775750291836,70.30723198838334,68.86522963442762
9750.0,289.7343587701324,180.71741260109275,172.18685749860077,165.95869074375614,167.1090614310707,154.170045294956,143.21878992735438,125.31411749414156,123.8796586530369,111.68632477805612,109.1440336448756,100.46157902783946,99.08319448927675,91.20108393559097,89.74287945007485,82.03515443298181,73.45138681571152,76.55966069112561,75.68328950209744,67.7641507610675,64.12095765851615,60.81350012787179,60.25595860743578,57.41164622073274,57.01642722807475,54.450265284242114,55.207743928075736,51.16818355403078,50.11872336272722
10000.0,206.06299132700005,126.76518658578462,121.05981335504829,116.94993910198711,118.03206356517298,108.89300933334333,100.92528860766843,88.30799004185626,87.09635899560806,78.52356346100719,76.55966069112561,70.46930689671471,69.3425806016569,63.67955209079159,62.66138646723353,57.279603098582925,51.16818355403078,53.3334895487621,52.722986142282274,47.20630412635904,44.6683592150963,42.36429660495411,41.87935651179185,39.902490236214206,39.62780342554395,37.84425847170934,38.37072454922788,35.56313185689853,34.83373150360118
10250.0,135.8313446587154,83.17637711026708,79.43282347242814,76.91304402866095,77.8036551039804,71.94489780036994,66.52731562017412,58.07644175213121,57.14786366718669,51.40436515824262,50.003453497697855,45.91980128368685,45.18559443749224,41.495404263436306,40.83193863326921,37.23917062545685,33.265955329400455,34.59393778261219,34.197944251370885,30.61963433690677,28.973435877013227,27.478941531023974,27.164392688390823,25.88212915153092,25.703957827688633,24.547089156850298,24.888573182823905,23.06747188720069,22.59435770220978
10500.0,84.33347577642752,51.16818355403078,48.97788193684461,47.533522594280534,48.083934844972845,44.36086439314325,41.02041029866068,35.727283815192884,35.0751873952568,31.550046233746276,30.69021988391158,28.119008303989407,27.542287033381662,25.29297996446145,24.888573182823905,22.646443075930595,20.23019178678272,21.03778439766475,20.796966871036958,18.620871366628673,17.619760464116293,16.710906143107078,16.51961798229015,15.776112696993485,15.667510701081493,14.92794409578996,15.13561248436208,14.060475241299136,13.772094688939466
10750.0,47.20630412635904,25.52701302661247,25.822601906345955,25.58585886905645,26.06153549998895,24.490632418447454,22.130947096056374,18.879913490962934,18.492686189780777,16.218100973589298,15.346169827992941,14.757065332758946,14.68926277643867,13.963683610559377,13.931568029453027,12.44514611771385,11.37627285823431,11.091748152624008,11.641260294104915,9.977000638225533,9.48418463300897,9.204495717531712,8.974287945007484,8.649679187756934,8.709635899560805,8.147042840208396,8.203515443298183,7.906786279998252,7.67361489361819
11000.0,24.322040090738145,9.772372209558107,11.721953655481304,12.705741052085418,12.735030810166617,12.416523075924113,10.303861204416158,8.433347577642754,8.072350302488383,6.760829753919817,6.025595860743578,6.637430704019088,6.998419960022734,7.362070974947361,7.413102413009175,6.137620051647942,5.970352865838369,5.05824662003114,5.861381645140288,4.786300923226384,4.666593803142887,4.570881896148751,4.477133041763626,4.405548635065533,4.518559443749224,4.017908108489399,3.962780342554394,4.092606597300109,3.854783576657718
11250.0,11.91242008027375,3.069021988391157,4.742419852602447,6.309573444801933,5.847900841444807,5.88843655355589,4.207266283844441,3.318944575526104,2.9853826189179595,2.360478233180577,2.0370420777057183,2.7542287033381663,3.1405086938762174,3.8459178204535354,3.793149849736819,2.735268726306712,2.870780582024691,2.152781734724373,2.564484036517717,2.152781734724373,2.2284351492703034,2.0941124558508926,2.1330449131465765,2.1037784397664754,2.1727011788637447,1.8450154191794736,1.770108958317421,1.8749945080674186,1.6595869074375607
11500.0,5.357966575133416,1.1561122421920988,2.152781734724373,3.1477483141013156,2.6061535499988953,2.6061535499988953,1.6672472125510627,1.3152248321922384,1.1168632477805611,0.8994975815300352,0.8298507675144224,1.1994993031493788,1.4190575216890922,1.8238957023196378,1.7378008287493754,1.169499391019871,1.2502590302177201,0.9354056741475519,1.0139113857366795,0.9397233105646379,1.0327614057613974,0.9418895965228413,0.9772372209558107,0.9484184633008972,0.9549925860214359,0.8336811846196343,0.7943282347242815,0.7413102413009175,0.6165950018614822
11750.0,2.1577444091526665,0.5296634438916578,1.0185913880541169,1.5135612484362082,1.1194378834671515,1.0592537251772889,0.674528027697922,0.5508076964054034,0.44771330417636257,0.37411058827205335,0.3801893963205612,0.5407543229455808,0.6546361740672749,0.7816278045883296,0.727779804536824,0.48752849010338634,0.5035006087879048,0.41114972110452225,0.40364539296760493,0.39627803425543945,0.43052661049171065,0.40926065973001086,0.41975898399100753,0.41114972110452225,0.4008667176273028,0.3664375746478333,0.34994516702835726,0.278612116862977,0.22335722228305316
