Unnamed: 0.1,Unnamed: 0,Names,Class,[H/Mg],[C/Mg],[O/Mg],[Na/Mg],[Mg/Mg],[Al/Mg],[Si/Mg],[P/Mg],[S/Mg],[K/Mg],[Ca/Mg],[Ti/Mg],[Cr/Mg],[Mn/Mg],[Fe/Mg],[Co/Mg],[Ni/Mg],[Cu/Mg],[Zn/Mg],[He/Mg],[Li/Mg],[Be/Mg],[B/Mg],[N/Mg],[F/Mg],[Ne/Mg],[Cl/Mg],[Ar/Mg],[Sc/Mg],[V/Mg],[Ga/Mg],[Ge/Mg]
626,626,Y791320,CH,-0.2301534,,0.6100466,-1.4017534,0.0,-1.0757534,-0.0007534,-2.1297534,-0.9305534,-2.5257534,-1.2927534,-2.7557534,-2.0457534,-2.1017534,-0.0867834,-2.7557534,-1.4597534,,,,,,,,,,,,,,,
627,627,Y791597,CH,-0.689167,,0.569633,-1.344467,0.0,-1.157467,-0.006467,-2.043467,-0.896167,-2.542467,-1.317467,-2.771467,-2.096467,-2.104467,-0.093397,-2.852467,-1.365467,,,,,,,,,,,,,,,
628,628,Y791652,CH,-1.02977,,0.56303,-1.39777,0.0,-1.06477,0.01523,-2.70477,-1.06477,-2.65177,-1.28077,-2.96077,-1.95677,-2.49377,-0.04123,-2.61377,-1.37677,,,,,,,,,,,,,,,
629,629,Y791776,CH,-0.66929,,0.57781,-1.39679,0.0,-1.03979,0.00921,-1.95179,-0.84709,-2.51479,-1.38979,-2.80179,-2.20979,-2.39079,-0.02779,-2.69479,-1.33379,,,,,,,,,,,,,,,
630,630,Y791845,CH,-0.8790402,,0.5483598,-1.4534402,0.0,-1.0924402,-0.0004402,-2.0264402,-0.9568402,-2.5584402,-1.3814402,-2.8454402,-2.2714402,-2.4634402,-0.1270402,-2.8264402,-1.3504402,,,,,,,,,,,,,,,
631,631,Y791861,CH,-1.18098,,0.53812,-1.44298,0.0,-1.13598,-0.01598,-2.92298,-0.93558,-2.59898,-1.36198,-2.89598,-2.08398,-2.15998,-0.03693,-2.86898,-1.28698,,,,,,,,,,,,,,,
632,632,Y791933,CH,-0.381193,,0.581507,-1.441393,0.0,-1.203393,-0.009393,-3.012393,-1.018393,-2.533393,-1.289393,-2.762393,-1.991393,-2.070393,-0.069093,-3.015393,-1.301393,,,,,,,,,,,,,,,
633,633,Y792770,CH,,,0.543885,-1.384615,0.0,-1.170615,0.003385,-2.168615,-0.952215,-2.498615,-1.407615,-2.640615,-2.104615,-2.426615,-0.081505,-2.981615,-1.431615,,,,,,,,,,,,,,,
634,634,Y793283,CH,-0.984717,,0.551283,-1.414017,0.0,-1.148017,-0.001017,-2.350017,-0.906417,-2.525017,-1.339017,-2.703017,-2.044017,-2.143017,-0.019577,-2.411017,-1.309017,,,,,,,,,,,,,,,
635,635,Y793337,CH,-0.459126,,0.588474,-1.408326,0.0,-0.933626,-0.006326,-2.375326,-0.965326,-2.583326,-1.258326,-2.812326,-2.293326,-2.327326,-0.066236,-2.994326,-1.400326,,,,,,,,,,,,,,,
636,636,Y793535,CH,-2.4323305,,0.5465695,-1.3253305,0.0,-1.0533305,-0.0003305,-2.2313305,-0.8960305,-2.4513305,-1.3073305,-2.7273305,-2.1033305,-1.9483305,-0.0925505,-2.9153305,-1.3863305,,,,,,,,,,,,,,,
637,637,Y82111,CH,-1.24339,,0.53621,-1.45939,0.0,-1.24439,-0.02439,-2.12639,-0.94459,-2.56439,-1.32839,-2.74239,-2.04139,-2.08939,-0.10558,-2.80839,-1.37039,,,,,,,,,,,,,,,
638,638,Y86796,CH,-0.935036,,0.550664,-1.424336,0.0,-1.215336,0.003664,-2.162336,-0.876836,-2.587336,-1.361336,-2.758336,-2.016336,-2.091336,-0.036946,-2.866336,-1.279336,,,,,,,,,,,,,,,
639,639,MBRb,CH,-1.73231,,0.53499,-1.46331,0.0,-1.26531,-0.01231,-3.15231,-1.00061,-2.54831,-1.34231,-2.77731,-2.01531,-2.12431,-0.06118,-3.00431,-1.33731,,,,,,,,,,,,,,,
640,640,Bholghati,HOW,,,,-1.8421,0.0,-0.8941,0.1519,,,,-1.0581,-2.4621,,-2.1991,-0.4387,,,,,,,,,,,,,,,,,
641,641,Bholghati,HOW,-0.735,-1.135,0.8417,-1.647,0.0,-0.3747,0.328,,-1.644,-2.782,-0.5471,-1.876,-1.616,-1.713,-0.1973,,-2.753,,,,,,,,,,,,,,,
642,642,Bholghati,HOW,,,,-1.7008,0.0,-0.4157,0.2842,,,-2.9638,-0.5337,-1.7638,-1.6228,-1.7568,-0.2342,-3.9018,-2.7828,,,,,,,,,,,,,,,
643,643,Bholghati,HOW,,,,-1.6492,0.0,-0.3814,0.3058,,,-2.8552,-0.4809,-1.8882,-1.6472,-1.7362,-0.2033,-3.9592,-2.8432,,,,,,,,,,,,,,,
644,644,Bholghati,HOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,645,Bholghati,HOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,646,Bialystok,HOW,-0.9029,-1.4159,1.1364,-1.2769,0.0,0.1031,0.6201,-2.1879,-1.4949,-2.4869,-0.0521,-1.4459,-1.3149,-1.3789,0.1144,,-3.0599,,,,,,,,,,,,,,,
647,647,Bununu,HOW,,,,-3.1582,0.0,-0.9052,0.1498,,,,-1.1442,-2.7952,,-3.2352,-0.4603,,,,,,,,,,,,,,,,,
648,648,Bununu,HOW,-0.2835,,0.8855,-1.5063,0.0,-0.3061,0.3617,,-1.5083,-2.6173,-0.4649,-1.7413,-1.6793,-1.6733,-0.145,,-2.5373,,,,,,,,,,,,,,,
649,649,Chaves,HOW,,,,-1.8167,0.0,-0.5315,0.2763,-2.7517,,-3.0057,-0.6568,-1.9987,-1.7517,-1.8297,-0.3299,,-3.8967,,,,,,,,,,,,,,,
650,650,EET87503,HOW,-1.0813,-2.5863,0.9211,-1.5673,0.0,-0.2437,0.4107,-2.5793,-1.9063,-2.7023,-0.3759,-1.6853,-1.6243,-1.6333,-0.1038,,-3.2753,,,,,,,,,,,,,,,
651,651,Frankfort,HOW,,,,-1.7399,0.0,-0.473,0.3091,,,-2.8999,-0.6379,-1.9879,,,-0.2308,-3.9019,-3.2909,-4.9349,,,,,,,,,,,,,,
652,652,Frankfort,HOW,,,,-1.8651,0.0,-0.6514,0.2479,-2.8701,,-3.1651,-0.7671,-2.1301,-1.5571,-1.7891,-0.2964,,-3.6491,,,,,,,,,,,,,,,
653,653,Frankfort,HOW,,,,-1.8728,0.0,-0.7928,0.2122,-3.0308,,-3.2748,-0.9038,-2.2628,-1.5508,-1.8178,-0.3193,,-3.8028,,,,,,,,,,,,,,,
654,654,Frankfort,HOW,,-1.406,,-1.954,0.0,-0.7059,0.209,-2.498,-1.814,-2.997,-0.867,-1.939,-1.458,-1.833,-0.3084,-3.176,,,,,,,,,,,,,,,,
655,655,Frankfort,HOW,,,,-1.4833,0.0,-0.4416,0.2917,,-1.7843,-1.9773,-0.5413,,-1.9093,,-0.3596,,,,,,,,,,,,,,,,,
656,656,Kapoeta,HOW,,,,-0.755,0.0,1.0425,1.266,,,,0.8329,-1.172,,-0.546,0.6452,,,,,,,,,,,,,,,,,
657,657,Kapoeta,HOW,,-1.7082,,-1.3032,0.0,-0.2054,0.4328,-2.4872,-1.4232,-2.4632,-0.3181,-1.8112,-1.5562,-1.6112,-0.0632,,-2.9412,,,,,,,,,,,,,,,
658,658,Kapoeta,HOW,,-1.606,,,0.0,0.0354,0.638,,-1.509,-2.352,-0.0561,-1.417,-1.64,-1.464,0.0692,,,,,,,,,,,,,,,,,
659,659,Kapoeta,HOW,,-1.6942,,,0.0,-0.4542,0.3228,,-1.7582,-2.8842,-0.5544,-1.9332,-1.6582,-1.7742,-0.2541,,-3.0822,,,,,,,,,,,,,,,
660,660,Kapoeta,HOW,,,,-1.6211,0.0,-0.3909,0.3249,-2.7911,,-3.1931,-0.5321,-1.9201,-1.5851,-1.7281,-0.2459,,,,,,,,,,,,,,,,,
661,661,Kapoeta,HOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,662,Kapoeta,HOW,,,,-1.6414,0.0,-0.3795,0.3306,,,-2.9284,-0.6243,-2.0174,-1.6314,-1.7484,-0.2054,-3.9154,-2.7474,-4.7114,-4.7844,,,,,,,,,,,,,
663,663,Le_Teilleul,HOW,,,,-1.8177,0.0,-0.4103,0.3503,,,,-0.5105,-1.8527,-1.5957,-1.7537,-0.1807,,,,,,,,,,,,,,,,,
664,664,Le_Teilleul,HOW,,,,-1.6942,0.0,-0.4008,0.3378,-2.8232,-1.3422,-2.9012,-0.5454,-1.9462,-1.5292,-1.7042,-0.195,-4.0482,-2.6602,-4.5162,-5.3102,,,,,,,,,,,,,
665,665,Le_Teilleul,HOW,,,,-1.6957,0.0,-0.1908,0.3653,-2.1607,-2.0447,-1.8297,-0.3909,-2.1777,-1.6987,-2.0477,-0.1663,,,,,,,,,,,,,,,,,
666,666,Luotolax,HOW,,,,,0.0,0.0874,0.5701,,,,-0.0645,,-1.4359,-1.7939,0.0792,,,,,,,,,,,,,,,,,
667,667,Luotolax,HOW,,,,-1.4846,0.0,-0.3215,0.3534,-2.6626,-1.4736,,-0.4844,-1.6656,-1.4866,-1.7016,-0.1963,,,,-4.4316,,,,,,,,,,,,,
668,668,Malvern,HOW,,,,-1.8332,0.0,0.3704,0.7048,,,,0.1505,-2.1352,,-2.0822,0.119,,,,,,,,,,,,,,,,,
669,669,Malvern,HOW,,,,-1.7378,0.0,0.4305,0.6442,,,,0.0506,-1.6248,,-1.3838,-0.1577,,,,,,,,,,,,,,,,,
670,670,Malvern,HOW,,,,-1.1692,0.0,0.0366,0.5758,,,-2.2322,-0.1103,-1.3862,-1.8512,-1.4562,0.0751,,,,,,,,,,,,,,,,,
671,671,Malvern,HOW,,,,,0.0,-0.1708,0.4469,-2.4211,,-2.4761,-0.3004,-1.6671,,-1.6071,-0.0646,,,,,,,,,,,,,,,,,
672,672,Malvern,HOW,,,,-1.3583,0.0,-0.1973,0.4247,-2.3883,,-2.5013,-0.3306,-1.7013,-1.6243,-1.6143,-0.0884,,-2.8193,,,,,,,,,,,,,,,
673,673,Malvern,HOW,,,,-1.401,0.0,-0.1869,0.438,-2.482,-1.796,-2.455,-0.3147,-1.724,-1.605,-1.607,-0.0714,-4.055,-2.965,,,,,,,,,,,,,,,
674,674,Malvern,HOW,,,,-1.4237,0.0,-0.1168,0.4733,-2.4557,,-2.5567,-0.2569,-1.6177,-1.5667,-1.5697,-0.0446,,,,,,,,,,,,,,,,,
675,675,Malvern,HOW,,,,-1.4716,0.0,-0.1715,0.4484,-2.4846,,-2.5866,-0.3069,-1.6606,-1.5846,-1.5876,-0.0783,,,,,,,,,,,,,,,,,
676,676,Massing,HOW,,,,-2.3046,0.0,-0.8096,0.2084,,,,-0.8616,-2.1226,-1.6446,-1.8816,-0.3317,,,,,,,,,,,,,,,,,
677,677,Massing,HOW,,,,-0.5292,0.0,-0.1162,0.6238,,-1.2602,-0.9202,-0.3086,,-1.2122,,0.1179,,,,,,,,,,,,,,,,,
678,678,Molteno,HOW,,,,-1.5488,0.0,-0.2947,0.3832,,,-2.6658,-0.4586,,-1.6038,-1.6848,-0.153,-3.8538,-2.6658,,,,,,,,,,,,,,,
679,679,Molteno,HOW,,,,-1.5674,0.0,-0.2964,0.3736,-2.7384,,-2.8394,-0.4328,-1.7974,-1.5924,-1.6754,-0.1725,,,,,,,,,,,,,,,,,
680,680,Monticello,HOW,,,,,0.0,-0.2019,0.3767,,-1.6053,,-0.5017,-2.1123,-1.7853,-1.8393,-0.1789,,,,,,,,,,,,,,,,,
681,681,Pavlovka,HOW,,,,-0.155,0.0,1.0225,1.122,,,-1.401,0.7516,-1.63,,-1.582,0.2538,,,,,,,,,,,,,,,,,
682,682,Pavlovka,HOW,,,,-1.8918,0.0,-0.5695,0.2752,,,,-0.6667,-2.0938,-1.5888,-1.7818,-0.2414,,,,,,,,,,,,,,,,,
683,683,Pavlovka,HOW,,,,-0.7445,0.0,-0.4688,0.3665,,,-1.5975,-0.5151,-2.9405,,-1.9395,-0.1769,,-2.3305,,,,,,,,,,,,,,,
684,684,Washougal,HOW,,,,-1.0328,0.0,0.4751,0.7222,,,-1.9388,0.1994,-1.7318,,-1.5838,0.0192,,,,,,,,,,,,,,,,,
685,685,Washougal,HOW,,,,-1.8715,0.0,-0.5045,0.2985,,,-2.9145,-0.6245,-2.0255,,-1.8075,-0.2215,-4.0925,-3.5055,-4.1475,,,,,,,,,,,,,,
686,686,Y7308,HOW,,,,-2.038,0.0,-0.7019,0.197,,-1.777,-3.31,-0.7895,,-1.656,-1.867,-0.3511,,,,,,,,,,,,,,,,,
687,687,Y7308,HOW,,,,-2.1182,0.0,-0.8012,0.2028,,-2.1872,-3.4712,-0.8892,-2.2592,-1.5972,-1.8572,-0.3579,-4.1832,,-4.9222,,,,,,,,,,,,,,
688,688,Y7308,HOW,,,,,0.0,-1.7695,0.1475,,-1.6135,,-1.4835,-2.7175,-1.5825,-1.9645,-0.5212,,,,,,,,,,,,,,,,,
689,689,Y7308,HOW,,,,-2.0201,0.0,-0.8831,0.1919,-3.6261,-1.8121,-2.6311,-0.9421,-2.3041,-1.7811,-1.8341,-0.3606,-3.6631,-3.4451,-3.4431,-4.3771,,,,,,,,,,,,,
690,690,Y7308,HOW,-1.0956,,0.7025,-2.1446,0.0,-0.8046,0.1974,-3.1056,-1.9056,-3.1036,-0.9186,-2.2926,-1.6636,-1.8926,-0.3555,-4.0256,,,,,,,,,,,,,,,,
691,691,Y790727,HOW,-0.5463,,0.796,-1.8107,0.0,-0.4643,0.2683,-2.3157,-1.6987,-3.0137,-0.6296,-1.9637,-1.6467,-1.8017,-0.2698,,-3.1367,,,,,,,,,,,,,,,
692,692,Y790991,HOW,-0.6011,,0.8172,-1.8762,0.0,-0.4745,0.3008,-2.4252,-1.5222,-2.6862,-0.6167,-1.9612,-1.6152,-1.7592,-0.2163,-3.9082,,,,,,,,,,,,,,,,
693,693,Y791206,HOW,-0.7295,,0.813,-1.7145,0.0,-0.5461,0.2995,-2.6265,-1.4275,-2.1475,-0.6067,-1.7305,-1.5925,-1.7645,-0.2266,,-3.4755,,,,,,,,,,,,,,,
694,694,Y791208,HOW,-0.333,,0.7839,-1.8937,0.0,-0.5599,0.2573,-2.6637,-2.1247,-3.0297,-0.7169,-2.1447,-1.6087,-1.8187,-0.2814,,-2.8237,,,,,,,,,,,,,,,
695,695,Y791492,HOW,-0.5399,,0.7998,-1.8084,0.0,-0.5324,0.2776,-2.6444,-1.6694,-2.8344,-0.6286,-2.0094,-1.6164,-1.7654,-0.2563,,-3.1334,,,,,,,,,,,,,,,
696,696,Y791573,HOW,-0.7578,,0.7947,-1.8108,0.0,-0.5005,0.2752,-2.2628,-1.5948,-3.0138,-0.6364,-1.9218,-1.6248,-1.7688,-0.2725,-3.6338,,,,,,,,,,,,,,,,
697,697,Y793497,HOW,-0.4537,,0.8783,-1.2734,0.0,-0.3387,0.3526,-2.2574,-1.5404,-2.4474,-0.447,-1.7304,-1.6204,-1.6634,-0.1582,,-2.2144,,,,,,,,,,,,,,,
698,698,Y82052,HOW,-1.0053,,0.9439,-1.4293,0.0,-0.1802,0.4187,-1.8553,-1.9343,-2.6783,-0.3265,-1.4703,-1.5243,-1.6173,-0.0693,,-2.9203,,,,,,,,,,,,,,,
699,699,Yurtuk,HOW,,,,-1.7223,0.0,-0.3144,0.3467,,,,-0.4523,-1.7393,-1.5563,-1.7603,-0.2044,,,,,,,,,,,,,,,,,
700,700,Zmenj,HOW,,,,,0.0,-0.5274,0.289,-2.822,,-3.02,-0.6446,-2.029,-1.607,-1.741,-0.2519,,,,,,,,,,,,,,,,,
701,701,Zmenj,HOW,,,,-0.8682,0.0,-0.4208,0.2838,-2.6342,-1.4452,-1.7072,-0.6299,,-1.9212,-1.1482,-0.2724,,-2.3472,,,,,,,,,,,,,,,
702,702,Zmenj,HOW,,,,-1.6854,0.0,-0.5112,0.2776,,-1.6604,-2.1964,-0.6669,-1.8854,-1.5104,-1.7554,-0.2663,,-3.5884,,,,,,,,,,,,,,,
703,703,El_Taco,IAB,-0.7264,0.4308,0.4877,-1.6264,0.0,-1.4254,-0.0524,-2.1114,-2.2764,-2.9224,-1.5624,-2.6404,-2.7324,-2.1584,-0.8968,-3.3204,-2.3644,,,,,,,,,,,,,,,
704,704,El_Taco,IAB,-0.79149,-0.19709,0.55501,-1.24719,0.0,-1.02019,0.03681,-2.28219,-0.92719,-2.47719,-1.55719,-2.66919,-2.20819,-2.19119,-0.62579,-3.31519,-2.18319,,,,,,,,,,,,,,,
705,705,El_Taco,IAB,-0.90867,0.23673,0.47253,-1.71797,0.0,-1.39097,-0.06997,-3.27297,-1.72197,-2.79397,-1.25297,-2.68797,-2.30297,-2.25897,-1.07997,,-2.66797,,,,,,,,,,,,,,,
706,706,Woodbine,IAB,,-0.867,0.5418,-1.1385,0.0,-1.0925,0.0435,,-0.8362,-2.4815,-1.3265,-2.7115,-2.5135,-2.4835,1.0154,-1.7035,0.07968,,,,,,,,,,,,,,,
707,707,Mount_Morris,IAB,,-1.21986,,-1.40286,0.0,-1.13586,0.00114,-2.30286,-0.64406,-2.80186,-1.46386,-2.88986,-2.29786,-2.40586,-0.25806,-3.11986,-1.51286,,,,,,,,,,,,,,,
708,708,Pontlyfni,IAB,,-2.07127,0.53063,-1.23227,0.0,-1.00427,0.02173,-2.50027,-0.34887,-2.43727,-1.29627,-2.59227,-2.04427,-2.15127,0.09269,-2.49727,-1.09027,,,,,,,,,,,,,,,
709,709,Tierra_Blanca,IAB,-0.18042,-1.60222,0.63818,-1.71222,0.0,-1.35822,0.02178,-2.18122,,-2.84822,-1.50122,-2.63922,-2.24322,-2.30622,-0.25242,,,,,,,,,,,,,,,,,
710,710,Winona,IAB,-0.34764,-1.23814,0.58906,-1.34014,0.0,-1.15914,0.01386,-2.37114,-1.15214,-2.64914,-1.45614,-2.57814,-2.24014,-2.27414,-0.35744,-2.99014,-1.51114,,,,,,,,,,,,,,,
711,711,Netschaevo,IIE,-0.82016,-1.44256,0.59984,-1.36356,0.0,-1.15956,0.04444,-1.90256,-1.06156,-2.45556,-1.24956,-2.58756,-1.88456,-2.15656,0.09758,-2.45556,-1.05656,,,,,,,,,,,,,,,
712,712,Weekeroo,IIE,-1.4802,-0.6932,0.8328,-0.8412,0.0,-0.5947,0.3528,-2.4562,,-1.9772,-0.6412,-2.0452,-1.0452,-1.6852,-0.4007,,-2.6752,,,,,,,,,,,,,,,
713,713,Y790489,CL,-2.455556,,0.563144,-1.334556,0.0,-1.034556,0.005444,-2.040556,-0.851056,-2.696556,-1.322556,-2.625556,-2.001556,-2.147556,-0.225356,-2.882556,-1.561556,,,,,,,,,,,,,,,
714,714,Y791319,CL,,,0.551685,-1.421515,0.0,-1.026515,0.006485,-2.208515,-0.789615,-2.575515,-1.279515,-2.753515,-2.094515,-2.032515,-0.220915,-3.031515,-1.587515,,,,,,,,,,,,,,,
715,715,Y793534,CL,-2.469735,,0.564865,-1.363735,0.0,-1.148735,0.004265,-1.919735,-0.991235,-2.644735,-1.319735,-2.417735,-2.034735,-2.176735,-0.262835,-2.862735,-1.547735,,,,,,,,,,,,,,,
716,716,Bjurbole,CL,,,,,0.0,-1.15629,0.03471,-2.32929,,-2.48029,-1.27629,-2.66929,34.48471,-2.12229,-0.23309,,,,,,,,,,,,,,,,,
717,717,Knyahinya,CL,-1.33722,-1.55522,0.57558,-1.30722,0.0,-1.13222,0.03578,-2.21822,-0.96422,-2.47122,-1.24422,-2.62122,-1.96322,-2.08122,-0.25032,-2.86922,-1.54622,,,,,,,,,,,,,,,
718,718,ALH77015,CL,-0.32187,-0.86257,0.60963,-1.39657,0.0,-1.12157,0.02943,-2.22757,-1.04657,-2.44757,-1.28957,-2.53057,-1.89957,-2.21057,-0.20877,-2.76657,-1.49357,,,,,,,,,,,,,,,
719,719,ALH77015,CL,-0.0967122,,0.6232978,-1.3273022,0.0,-0.8906022,0.0006978,-2.2333022,-1.0023022,-2.3743022,-1.3193022,-2.5683022,-1.9363022,-2.1543022,-0.2320022,-3.1883022,-1.5943022,,,,,,,,,,,,,,,
720,720,ALH77167,CL,-0.28849,-0.85589,0.61111,-1.30469,0.0,-1.14069,0.02831,-2.24269,-1.05769,-2.40369,-1.30569,-2.56069,-1.88969,-2.20769,-0.20529,-2.76469,-1.48769,,,,,,,,,,,,,,,
721,721,ALH77214,CL,-0.18745,-0.79645,0.63185,-1.32745,0.0,-1.09545,0.04755,-2.27945,-0.93625,-2.57845,-1.26845,-2.61145,-1.94145,-2.08245,-0.17695,-2.74245,-1.44745,,,,,,,,,,,,,,,
722,722,ALH77216,CL,-0.86408,-2.26288,0.58052,-1.32188,0.0,-1.13988,0.03212,-2.33488,-0.96888,-2.37888,-1.31088,-2.68788,-1.97588,-2.13088,-0.18228,-2.77688,-1.50088,,,,,,,,,,,,,,,
723,723,ALH77249,CL,-0.1851,-0.8007,0.6282,-1.3116,0.0,-1.1176,0.0344,-2.2256,-1.0546,-2.3866,-1.2996,-2.5776,-1.9116,-2.1906,-0.1673,-2.6796,-1.4546,,,,,,,,,,,,,,,
724,724,ALH77260,CL,-0.25007,-0.82167,0.61603,-1.34387,0.0,-1.14587,0.02413,-2.19087,-1.17987,-2.40287,-1.27687,-2.55987,-1.90387,-2.24187,-0.20927,-2.76387,-1.49487,,,,,,,,,,,,,,,
725,725,ALH78041,CL,-0.25476,,0.60964,-1.46026,0.0,-1.16626,0.01574,-3.02326,-0.95606,-2.54426,-1.25126,-2.63626,-1.98326,-2.05726,-0.18466,-2.94326,-1.47526,,,,,,,,,,,,,,,
726,726,Hallingeberg,CL,-0.61118,-1.43868,0.58992,-1.30668,0.0,-1.13168,0.04032,-2.42068,-0.89608,-2.36768,-1.16868,-2.63568,-1.93068,-2.09368,-0.17948,-2.76668,-1.43268,,,,,,,,,,,,,,,
727,727,Inman,CL,-0.35019,-1.32069,0.61011,-1.56869,0.0,-1.13869,0.03731,-2.33469,-0.92769,-2.45769,-1.23669,-2.60869,-1.92569,-2.11769,-0.26769,-2.95369,-1.56669,,,,,,,,,,,,,,,
728,728,Ioka,CL,-0.47131,-1.77791,0.60239,-1.32391,0.0,-1.15991,0.03509,-2.30591,-0.90091,-2.40891,-1.26291,-2.50391,-2.02491,-2.10991,-0.20661,-2.84891,-1.45191,,,,,,,,,,,,,,,
729,729,Mezo-Madaras,CL,-0.77614,-1.20194,0.57956,-1.28094,0.0,-1.20494,0.03306,-2.20494,-0.95084,-2.41694,-1.23094,-2.57394,-1.95094,-2.07994,-0.19834,-2.77794,-1.46094,,,,,,,,,,,,,,,
730,730,Moorabie,CL,-0.92593,-1.75733,0.56547,-1.32333,0.0,-1.15433,0.02767,-2.22733,-1.00733,-2.51033,-1.24133,-2.58033,-1.93933,-2.12333,-0.18923,-2.78333,-1.46633,,,,,,,,,,,,,,,
731,731,RKPA80256,CL,-1.02079,-2.06779,0.57631,-1.29379,0.0,-1.14279,0.03321,-2.31579,-0.77749,-2.43879,-1.24079,-2.55479,-1.91479,-2.11179,-0.12949,-2.75779,-1.45579,,,,,,,,,,,,,,,
732,732,Via_Natamoros,CL,-0.77471,-1.54161,0.58359,-1.33561,0.0,-1.11661,0.03139,-2.35661,-0.96411,-2.45761,-1.26361,-2.51061,-2.04161,-2.12961,-0.19941,-2.77661,-1.47761,,,,,,,,,,,,,,,
733,733,Y74024,CL,-1.37791,,0.55959,-1.33191,0.0,-1.30491,0.01309,-2.29391,-0.85401,-2.47691,-1.10791,-2.75291,-1.99491,-2.17791,-0.22601,-3.11191,-1.58591,,,,,,,,,,,,,,,
734,734,Y74191,CL,-0.67289,,0.58761,-1.29529,0.0,-1.03729,0.03371,-2.34029,-1.03429,-2.34929,-1.28629,-2.31329,-1.79629,-2.09729,-0.23109,-3.05529,-1.63029,,,,,,,,,,,,,,,
735,735,Y74417,CL,-1.49117,,0.56063,-1.34317,0.0,-1.12217,0.01683,-2.60117,-0.90517,-2.62017,-1.32017,-2.74017,-1.95617,-2.08617,-0.17817,-2.92817,-1.46017,,,,,,,,,,,,,,,
736,736,Y74441,CL,-0.31562,,0.59968,-1.38842,0.0,-1.13942,0.01758,-2.49942,-0.93702,-2.68942,-1.33642,-2.58342,-1.96742,-2.06542,-0.24342,-3.16642,-1.60842,,,,,,,,,,,,,,,
737,737,Y791429,CL,,,0.554483,-1.317317,0.0,-1.110317,0.001683,-2.172317,-1.022317,-2.445317,-1.302317,-2.674317,-2.114317,-2.120317,-0.216617,-3.015317,-1.668317,,,,,,,,,,,,,,,
738,738,Y791828,CL,-1.2858,,0.5642,-1.3228,0.0,-1.0818,0.0132,-2.3378,-1.0078,-2.4818,-1.3198,-2.6698,-1.9418,-2.1548,-0.2371,-2.9358,-1.5438,,,,,,,,,,,,,,,
739,739,Y791835,CL,-0.619286,,0.581014,-1.429386,0.0,-1.174386,0.005614,-2.573386,-0.917786,-2.474386,-1.245386,-2.801386,-2.126386,-2.096386,-0.240786,-3.015386,-1.621386,,,,,,,,,,,,,,,
740,740,Y791961,CL,-0.581637,,0.571163,-1.344737,0.0,-1.128737,0.009263,-2.369737,-0.801637,-2.516737,-1.364737,-2.796737,-1.953737,-2.233737,-0.216637,-2.924737,-1.557737,,,,,,,,,,,,,,,
741,741,Y793374,CL,-1.193881,,0.562719,-1.394881,0.0,-1.226881,0.001119,-2.567881,-0.890981,-2.565881,-1.318881,-2.852881,-2.132881,-2.127881,-0.160781,-2.849881,-1.503881,,,,,,,,,,,,,,,
742,742,Y793375,CL,-1.21446,,0.55634,-1.37646,0.0,-1.09946,0.01254,-2.50946,-0.86356,-2.52346,-1.38246,-2.53046,-2.12846,-2.27546,-0.22086,-2.84246,-1.51646,,,,,,,,,,,,,,,
743,743,Y793396,CL,-0.537368,,0.578932,-1.364868,0.0,-1.060868,0.003132,-2.080868,-0.883468,-2.868868,-1.267868,-2.658868,-1.954868,-2.157868,-0.231068,-3.136868,-1.593868,,,,,,,,,,,,,,,
744,744,Y793408,CL,-0.0244002,,0.6439298,-1.3706702,0.0,-0.8550702,-0.0006702,-2.0366702,-0.9881702,-2.6366702,-1.1916702,-2.4406702,-1.8986702,-2.1456702,-0.1083702,-2.8046702,-1.4736702,,,,,,,,,,,,,,,
745,745,Y793567,CL,-1.7160775,,0.5696225,-1.3560775,0.0,-0.8750775,0.0009225,-2.0450775,-0.8329775,-2.9580775,-1.2730775,-2.5190775,-1.8950775,-2.1220775,-0.0950675,-2.8420775,-1.4240775,,,,,,,,,,,,,,,
746,746,Y82055,CL,-1.37283,,0.56117,-1.27683,0.0,-1.11183,0.01317,-2.30683,-0.94963,-2.47183,-1.27783,-2.58683,-1.96383,-2.15783,-0.19893,-2.98883,-1.58083,,,,,,,,,,,,,,,
747,747,Y82056,CL,-1.45269,,0.56571,-1.34169,0.0,-1.00169,0.02031,-2.17369,-0.86869,-2.51869,-1.28169,-2.55569,-1.95669,-2.13169,-0.23129,-2.85369,-1.63369,,,,,,,,,,,,,,,
748,748,Y82058,CL,-1.06018,,0.57342,-1.29718,0.0,-1.11118,0.02382,-2.22318,-0.92478,-2.46018,-1.27618,-2.54418,-1.95218,-2.16118,-0.18388,-3.00118,-1.53918,,,,,,,,,,,,,,,
749,749,Y82095,CL,-1.10235,,0.56325,-1.32435,0.0,-1.08235,0.01065,-2.29135,-0.92825,-2.52035,-1.30235,-2.66335,-1.97535,-2.17535,-0.20785,-2.98135,-1.67835,,,,,,,,,,,,,,,
