Unnamed: 0.1,Unnamed: 0,Names,Class,[H/Mg],[C/Mg],[O/Mg],[Na/Mg],[Mg/Mg],[Al/Mg],[Si/Mg],[P/Mg],[S/Mg],[K/Mg],[Ca/Mg],[Ti/Mg],[Cr/Mg],[Mn/Mg],[Fe/Mg],[Co/Mg],[Ni/Mg],[Cu/Mg],[Zn/Mg],[He/Mg],[Li/Mg],[Be/Mg],[B/Mg],[N/Mg],[F/Mg],[Ne/Mg],[Cl/Mg],[Ar/Mg],[Sc/Mg],[V/Mg],[Ga/Mg],[Ge/Mg]
332,332,Y82066,EUC,,,,-1.1044,0.0,0.1882,0.6636,-2.4374,,-2.3624,0.0163,-1.4224,-1.6414,-1.3644,0.1452,,,,,,,,,,,,,,,,,
333,333,Y82066,EUC,-0.432,,1.174,-1.057,0.0,0.1778,0.644,-1.961,-1.364,-2.23,0.0298,-1.373,-1.581,-1.408,0.1356,,-3.821,,,,,,,,,,,,,,,
334,334,ALH76005,EUC,0.0921,-0.7715,1.211,-1.0815,0.0,0.1566,0.6875,-2.2965,-1.7355,-2.1185,0.0117,-1.2625,-1.5125,-1.3265,0.1702,,,,,,,,,,,,,,,,,
335,335,ALH76005,EUC,,,,-1.0239,0.0,0.1614,0.7041,,,,0.0305,-1.2359,-1.6119,-1.3249,0.2048,,,,,,,,,,,,,,,,,
336,336,ALH76005,EUC,,,,-1.0175,0.0,0.0937,0.6255,-2.1675,-1.9925,-2.1725,-0.0696,-1.2875,-1.5635,-1.4165,0.144,,-3.1135,,,,,,,,,,,,,,,
337,337,ALH76005,EUC,,,,-1.106,0.0,0.142,0.652,-2.741,,-1.967,-0.0041,-1.136,-1.604,-1.346,0.1779,,,,,,,,,,,,,,,,,
338,338,ALH765,EUC,-0.0963,,1.1521,-1.0224,0.0,0.0939,0.6256,-2.1294,-1.9924,-2.1734,-0.0694,-1.2894,-1.5574,-1.4134,0.1442,,-3.1104,,,,,,,,,,,,,,,
339,339,ALH77302,EUC,,,,-1.3275,0.0,0.0262,0.5615,-2.5355,,-2.1745,-0.1365,-1.4575,-1.6305,-1.4225,0.0686,,,,,,,,,,,,,,,,,
340,340,ALH77302,EUC,-0.2319,,1.0965,-1.2238,0.0,-0.008,0.5702,-2.1068,-2.1418,-2.5308,-0.1261,-1.3798,-1.5618,-1.4608,0.103,,-3.4408,,,,,,,,,,,,,,,
341,341,ALH78040,EUC,,,,-1.1132,0.0,0.1515,0.6368,-2.2842,,-2.0992,-0.0243,-1.2972,-1.5882,-1.3292,0.1359,,,,,,,,,,,,,,,,,
342,342,ALH78040,EUC,-0.453,,1.1607,-1.098,0.0,0.1279,0.636,-2.217,-1.776,-2.165,-0.0064,-1.258,-1.606,-1.405,0.1459,,-3.181,,,,,,,,,,,,,,,
343,343,ALH78132,EUC,,,,-1.1733,0.0,0.1457,0.6557,-2.2723,,-2.2273,-0.0065,-1.2233,-1.5943,-1.3353,0.1298,,,,,,,,,,,,,,,,,
344,344,ALH78132,EUC,,,,-1.2808,0.0,0.0578,0.5762,-2.3478,,-2.2278,-0.1259,-1.4708,-1.6528,-1.3748,0.0737,,,,,,,,,,,,,,,,,
345,345,ALH78132,EUC,-0.0946,,1.0949,-1.1965,0.0,0.0472,0.5605,-1.8285,,-2.3135,-0.1292,-1.4495,-1.5765,-1.4995,0.0581,,,,,,,,,,,,,,,,,
346,346,ALH78158,EUC,,,,-1.2298,0.0,0.0521,0.6092,-2.7898,,-2.0718,-0.0803,-1.2308,-1.5678,-1.3758,0.1457,,,,,,,,,,,,,,,,,
347,347,ALH78165,EUC,,,,-1.1612,0.0,0.1536,0.6648,-2.2602,,-1.9642,-0.0002,-1.3042,-1.7322,-1.3052,0.1656,,,,,,,,,,,,,,,,,
348,348,Brient,EUC,,,,-1.553,0.0,-0.1115,0.465,,-1.651,-2.194,-0.2591,-1.455,-1.56,-1.533,-0.0565,,,,,,,,,,,,,,,,,
349,349,EETA79004,EUC,,,,,0.0,0.0165,0.5885,,,-2.0115,-0.1361,-1.4285,-1.5825,-1.4675,0.0733,,,,,,,,,,,,,,,,,
350,350,EETA79005,EUC,,,,,0.0,0.0164,0.5712,,,-2.2748,-0.1431,-1.4338,-1.6118,-1.4978,0.0457,,,,,,,,,,,,,,,,,
351,351,EETA79011,EUC,,,,,0.0,0.0257,0.5928,,,-2.2092,-0.109,-1.4362,-1.5962,-1.4762,0.0654,,,,,,,,,,,,,,,,,
352,352,Jodzie,EUC,,,,-1.7441,0.0,-0.3664,0.3469,,,,-0.4849,-1.7761,-1.6411,-1.7071,-0.1534,,,,,,,,,,,,,,,,,
353,353,LEW87010,EUC,,,,-1.057,0.0,0.1852,0.695,,,-2.29,0.0259,-1.295,-1.556,-1.284,0.2099,-4.18,-5.383,,-5.187,,,,,,,,,,,,,
354,354,Macibini,EUC,,-1.7978,,-1.0188,0.0,0.0412,0.5922,-2.2088,-1.5038,-2.2128,-0.0555,-1.3568,-1.5738,-1.4688,0.0907,,,,,,,,,,,,,,,,,
355,355,Macibini,EUC,,,,-1.1232,0.0,0.0587,0.5968,-2.1272,,-2.3072,-0.0673,-1.3642,-1.5712,-1.4372,0.0887,,-3.7242,,,,,,,,,,,,,,,
356,356,Nobleborough,EUC,,,,0.891,0.0,2.06916,2.134,,,-0.352,1.7236,-1.139,,,-0.228,,,,,,,,,,,,,,,,,
357,357,Nobleborough,EUC,,,,-1.078,0.0,0.1422,0.673,,,,0.0037,-1.256,-1.532,-1.431,0.1637,,,,,,,,,,,,,,,,,
358,358,Petersburg,EUC,-1.5543,-1.5253,0.9808,-1.3923,0.0,-0.1183,0.4677,-2.3933,-1.5203,-2.6413,-0.2652,-1.5923,-1.5783,-1.5803,-0.0452,,-2.3693,,,,,,,,,,,,,,,
359,359,Petersburg,EUC,,,,-0.8243,0.0,0.0884,0.6657,,-1.9753,,-0.0417,,,-2.3853,0.2191,,,,,,,,,,,,,,,,,
360,360,Y74159,EUC,-0.7623,,1.1106,-1.0413,0.0,-0.0054,0.5987,-2.3193,-2.0813,-2.1413,-0.085,-1.1783,-1.5503,-1.4393,0.1172,,-3.7093,,,,,,,,,,,,,,,
361,361,Y74450,EUC,,,,-1.1677,0.0,0.1308,0.6603,,-1.6297,-2.2167,0.0047,,-1.4617,-1.3337,0.1585,,,,,,,,,,,,,,,,,
362,362,Y74450,EUC,,,,-1.0562,0.0,0.0765,0.6308,,-1.4072,-2.2132,-0.0252,-1.2222,-1.5572,-1.4002,0.1381,-3.9652,,-4.7312,-4.9312,,,,,,,,,,,,,
363,363,Y74450,EUC,-0.7113,,1.1234,-1.0843,0.0,0.0261,0.6137,-2.1523,-1.4383,-2.1963,-0.071,-1.1863,-1.6633,-1.4443,0.1164,-3.5943,-3.6973,,,,,,,,,,,,,,,
364,364,Y75011,EUC,,,,,0.0,0.1473,0.669,,,-2.134,-0.022,-1.268,-1.634,-1.357,0.1885,-4.166,,,,,,,,,,,,,,,,
365,365,Y75011,EUC,-0.9718,,1.1475,-1.0238,0.0,0.0564,0.6322,-1.9478,-1.1908,-2.2468,-0.0122,-1.1618,-1.5508,-1.3908,0.1654,,,,,,,,,,,,,,,,,
366,366,Y75015,EUC,,,,-1.2047,0.0,0.0895,0.5983,,,-2.1197,-0.0751,-1.3427,-1.6237,,0.0925,,,,,,,,,,,,,,,,,
367,367,Y75015,EUC,-0.5951,,1.135,-1.1321,0.0,0.0574,0.6119,-2.1901,-2.3231,-2.3651,-0.0443,-1.2991,-1.5831,-1.4201,0.1444,,-3.2841,,,,,,,,,,,,,,,
368,368,Y790006,EUC,-0.6551,,1.1254,-1.0871,0.0,0.0485,0.6059,-1.8321,,-2.1981,-0.0483,-1.2861,-1.5821,-1.4221,0.1184,,-3.2961,,,,,,,,,,,,,,,
369,369,Y790007,EUC,-0.4593,,1.1197,-1.0883,0.0,0.0358,0.6017,-1.8543,-0.9103,-2.1323,-0.0473,-1.2073,-1.5943,-1.4233,0.1131,,-2.8703,,,,,,,,,,,,,,,
370,370,Y790020,EUC,-0.5527,,1.1331,-1.1257,0.0,0.0541,0.6113,-1.9177,,-2.2707,-0.0364,-1.2807,-1.6097,-1.4077,0.1303,,-3.3507,,,,,,,,,,,,,,,
371,371,Y790113,EUC,-0.3081,,1.1416,-1.1168,0.0,0.0774,0.6182,-2.0598,-1.7148,-2.1828,-0.0345,-1.2368,-1.5668,-1.4068,0.1252,,-3.6098,,,,,,,,,,,,,,,
372,372,Y790122,EUC,0.1818,,1.1467,-1.1163,0.0,0.0304,0.6097,-1.9073,-0.9613,-2.1153,-0.0364,-1.1893,-1.6003,-1.4063,0.134,,-3.0243,,,,,,,,,,,,,,,
373,373,Y790260,EUC,-0.7388,,1.1675,-1.0538,0.0,0.1687,0.6432,-2.2668,-1.4978,-2.1568,0.0056,-1.2298,-1.5738,-1.4048,0.1368,,-3.5548,,,,,,,,,,,,,,,
374,374,Y790266,EUC,-0.1763,,1.1562,-0.9773,0.0,0.0825,0.6317,-2.0813,-1.7103,-1.9903,-0.0474,-1.1823,-1.5393,-1.3823,0.1603,,-3.3253,,,,,,,,,,,,,,,
375,375,Y791192,EUC,-1.7113,,0.8951,-1.6113,0.0,-0.2566,0.3817,,-1.8453,-2.9063,-0.419,-1.8573,-1.5583,-1.6373,-0.1393,,,,,,,,,,,,,,,,,
376,376,Y791192,EUC,,,,-1.5769,0.0,-0.2361,0.3851,,,-2.8289,-0.408,-1.9169,-1.5999,-1.6539,-0.1606,,,,,,,,,,,,,,,,,
377,377,Y791192,EUC,-0.636,,0.9056,-1.603,0.0,-0.1982,0.375,-2.423,-1.781,-2.723,-0.3585,-2.174,-1.839,-1.734,-0.1317,,-3.973,,,,,,,,,,,,,,,
378,378,Y791826,EUC,,,,,0.0,0.0368,0.5948,,,-2.1232,-0.0825,-1.2652,-1.7692,-1.4692,0.14,-4.1762,,,,,,,,,,,,,,,,
379,379,Y791826,EUC,-0.4556,,1.1572,-1.0916,0.0,0.0758,0.6404,-1.5426,-1.4996,-2.1666,-0.0176,-1.1786,-1.5506,-1.4066,0.1381,,-3.4176,,,,,,,,,,,,,,,
380,380,Y791960,EUC,-1.233,,1.0692,-1.281,0.0,0.0001,0.558,-2.13,-1.554,-2.554,-0.1661,-1.447,-1.567,-1.493,0.0514,,,,,,,,,,,,,,,,,
381,381,Y791962,EUC,-0.8514,,0.8172,-1.7244,0.0,-0.5065,0.3046,-2.2874,-1.9724,,-0.5706,-1.9594,-1.5394,-1.7474,-0.2083,,-3.1214,,,,,,,,,,,,,,,
382,382,Y792769,EUC,-0.3868,,1.2449,-0.9558,0.0,0.1899,0.7242,-2.0778,,-2.1548,0.1089,-1.1148,-1.6138,-1.2608,0.2632,,-3.4578,,,,,,,,,,,,,,,
383,383,Y793547,EUC,,,,,0.0,0.0583,0.6135,,,-2.1125,-0.075,-1.2305,-1.7135,-1.4695,0.1338,-4.0685,,,,,,,,,,,,,,,,
384,384,Y793547,EUC,-0.9366,,1.1865,-0.7996,0.0,0.1455,0.6644,-1.9416,-1.8976,-1.9106,0.0406,-1.1266,-1.5616,-1.3396,0.1798,,-3.5286,,,,,,,,,,,,,,,
385,385,Y793548,EUC,,,,,0.0,0.1449,0.6555,,,-2.1385,-0.0004,-1.1405,-1.3935,-1.3625,0.1805,-4.2375,,,,,,,,,,,,,,,,
386,386,Y793570,EUC,,,,,0.0,0.1344,0.6366,,,-2.0784,-0.0205,-1.2544,-1.7014,-1.3914,0.1616,-3.8584,,,,,,,,,,,,,,,,
387,387,Y793570,EUC,-0.7692,,1.1175,-0.9172,0.0,0.0471,0.5938,-2.0112,-1.7332,-1.9802,-0.0469,-1.2092,-1.5752,-1.3792,0.1175,,-3.6602,,,,,,,,,,,,,,,
388,388,Y794002,EUC,,,,,0.0,0.0764,0.596,,,-2.202,-0.0889,-1.356,-1.548,-1.492,0.1401,-4.38,,,,,,,,,,,,,,,,
389,389,Y794002,EUC,-0.488,,1.1456,-1.074,0.0,0.0529,0.629,-1.902,-1.864,-2.177,-0.0282,-1.193,-1.539,-1.4,0.1469,,-3.147,,,,,,,,,,,,,,,
390,390,Y794043,EUC,,,,,0.0,0.174,0.6898,,,-2.2052,0.0201,-1.1792,-1.5332,-1.3322,0.2196,-4.0822,,,,,,,,,,,,,,,,
391,391,Y794043,EUC,0.0039,,1.1512,-1.109,0.0,0.057,0.62,-1.852,-1.882,-2.175,-0.0687,-1.209,-1.517,-1.399,0.1592,,-3.015,,,,,,,,,,,,,,,
392,392,Y82049,EUC,,,,-1.7346,0.0,-0.3641,0.3404,-2.7666,,,-0.5074,-1.8586,-1.5606,-1.6936,-0.1837,,,,,,,,,,,,,,,,,
393,393,Y82049,EUC,-0.9832,,0.8326,-1.6732,0.0,-0.3979,0.3098,-2.0502,-2.0492,-2.9692,-0.5282,-1.8002,-1.5532,-1.7402,-0.1934,,-3.1892,,,,,,,,,,,,,,,
394,394,Ibitira,EUC,-1.6089,,1.1718,-1.4259,0.0,0.149,0.6531,-2.1079,,-2.4529,0.0356,-1.2049,-1.5579,-1.4359,0.1467,,-3.0249,,,,,,,,,,,,,,,
395,395,Ibitira,EUC,,,,-1.4514,0.0,0.1454,0.6636,,,-2.7644,,,-1.5724,-1.4104,0.1483,-3.8624,,-4.3434,-4.6324,,,,,,,,,,,,,
396,396,Ibitira,EUC,,,,,0.0,0.1361,0.6421,-2.4369,,,0.031,-1.2659,-1.5779,-1.4019,0.1537,,,,,,,,,,,,,,,,,
397,397,Ibitira,EUC,-1.227,,1.15,-1.618,0.0,0.0841,0.624,-1.948,-1.188,-2.645,0.0084,-1.241,-1.692,-1.392,0.1805,,-3.398,,,,,,,,,,,,,,,
398,398,Moshesh,CH,,,,,0.0,-1.15159,0.01641,-2.20559,,-2.45959,-1.28859,-2.66459,34.53641,-2.13559,-0.09359,,,,,,,,,,,,,,,,,
399,399,Tromoy,CH,-2.24552,,0.55538,-1.40252,0.0,-0.97442,0.02348,-2.12752,-0.99552,-2.39952,-1.26452,-2.76752,-1.99552,-2.01752,-0.09492,-2.58452,-1.33052,,,,,,,,,,,,,,,
400,400,Y790199,CH,,,0.547099,-1.340601,0.0,-1.031601,0.006399,-2.147601,-0.925501,-2.461601,-1.281601,-2.649601,-2.045601,-2.176601,-0.129701,-2.886601,-1.417601,,,,,,,,,,,,,,,
401,401,Y790746,CH,,,0.555656,-1.312044,0.0,-1.178044,0.005956,-2.644044,-1.145044,-2.387044,-1.301044,-2.696044,-1.958044,-2.153044,-0.145044,-2.785044,-1.427044,,,,,,,,,,,,,,,
402,402,Y790746,CH,-1.086798,,0.553702,-1.327798,0.0,-1.198798,0.004202,-2.274798,-0.984298,-2.292798,-1.302798,-2.714798,-1.974798,-2.185798,-0.060918,-2.873798,-1.303798,,,,,,,,,,,,,,,
403,403,Y791318,CH,-0.747813,,0.563087,-1.396413,0.0,-1.102413,-0.004413,-2.121413,-0.731113,-2.657413,-1.275413,-2.886413,-2.019413,-2.044413,-0.057303,-2.816413,-1.522413,,,,,,,,,,,,,,,
404,404,Y791775,CH,,,0.54299,-1.32281,0.0,-1.05881,0.00619,-2.60981,-0.91481,-2.47281,-1.27681,-2.55681,-2.08981,-2.14581,-0.16241,-2.94681,-1.54781,,,,,,,,,,,,,,,
405,405,ALH77299,CH,-0.46801,-1.24691,0.59029,-1.20491,0.0,-1.09791,0.03009,-2.25491,-0.97191,-2.34091,-1.23791,-2.60791,-2.01491,-2.12091,-0.08211,-2.61391,-1.29291,,,,,,,,,,,,,,,
406,406,ALH77299,CH,-0.38373,,0.59627,-1.31083,0.0,-1.09883,0.01717,-2.32583,-0.99383,-2.42683,-1.30983,-2.70183,-1.97183,-2.18983,-0.08072,-2.62083,-1.38283,,,,,,,,,,,,,,,
407,407,ALH78084,CH,-0.641458,,0.580342,-1.392658,0.0,-1.087658,0.005342,-2.129658,-1.036658,-2.597658,-1.342658,-2.718658,-2.048658,-2.173658,-0.103558,-2.626658,-1.374658,,,,,,,,,,,,,,,
408,408,Clovis_(no.1),CH,-0.15261,-1.47921,0.63279,-1.42721,0.0,-1.13621,0.02779,-2.07521,-0.88301,-2.57021,-1.27621,-2.64521,-1.96021,-2.10221,-0.12141,-2.60921,-1.31821,,,,,,,,,,,,,,,
409,409,Grady_(1937),CH,-0.59293,-1.79033,0.59147,-1.40533,0.0,-1.17033,0.02367,-2.15633,-0.95393,-2.52233,-1.25333,-2.61333,-1.91733,-2.11233,-0.08093,-2.62033,-1.31433,,,,,,,,,,,,,,,
410,410,Study_Butte,CH,-0.15914,-1.50284,0.65796,-1.35884,0.0,-1.11784,0.03216,-2.19584,-1.06884,-2.55284,-1.21584,-2.51384,-1.90684,-2.12884,-0.07444,-2.64984,-1.35384,,,,,,,,,,,,,,,
411,411,Suwahib_(Buwah),CH,-1.08048,-2.02348,0.55892,-1.33548,0.0,-1.12548,0.02752,-2.29748,-0.97248,-2.50748,-1.26348,-2.65048,-1.97048,-2.09548,-0.18228,-2.78148,-1.46048,,,,,,,,,,,,,,,
412,412,Willaroy,CH,-0.14638,-1.56638,0.67652,-1.42338,0.0,-1.09638,0.03362,-2.28938,-0.99538,-2.31138,-1.25938,-2.50538,-1.91638,-2.13638,-0.06219,-2.64238,-1.34938,,,,,,,,,,,,,,,
413,413,Y74142,CH,-1.16713,,0.54137,-1.40913,0.0,-1.35913,-0.01513,-2.31913,-0.97553,-2.59713,-0.98343,-2.82613,-2.02613,-2.25813,-0.05466,-2.65813,-1.31713,,,,,,,,,,,,,,,
414,414,Y75028,CH,-0.98715,,0.57615,-1.33535,0.0,-1.15035,0.01165,-2.05635,-1.23735,-2.44635,-1.28635,-2.47135,-1.89835,-2.14735,-0.10095,,-1.35435,,,,,,,,,,,,,,,
415,415,Y790747,CH,-0.34372,,0.58188,-1.38702,0.0,-0.98172,-0.03402,-2.18102,-0.94422,-2.45002,-1.36402,-2.77602,-2.24302,-2.32702,-0.11911,-2.93402,-1.40602,,,,,,,,,,,,,,,
416,416,Y790986,CH,,,0.533983,-1.334817,0.0,-1.116817,0.007183,-2.237817,-1.042817,-2.398817,-1.319817,-2.669817,-1.907817,-2.186817,-0.075457,,-1.302817,,,,,,,,,,,,,,,
417,417,Y791038,CH,-0.3573,,0.5727,-1.4008,0.0,-1.0538,-0.0308,-2.3868,-0.9297,-2.5368,-1.3418,-2.7658,-2.2158,-2.2748,-0.0631,-2.8378,-1.3738,,,,,,,,,,,,,,,
418,418,Y791087,CH,-0.257269,,0.601331,-1.375369,0.0,-1.022369,-0.004369,-2.282369,-1.030369,-2.581369,-1.401369,-2.655369,-2.115369,-2.242369,-0.069309,-2.731369,-1.345369,,,,,,,,,,,,,,,
419,419,Y791428,CH,-0.357836,,0.607164,-1.393836,0.0,-1.213836,0.002164,-2.230836,,-2.529836,-1.371836,-2.883836,-0.906436,-2.212836,-0.134936,-2.797836,-1.226836,,,,,,,,,,,,,,,
420,420,Y792947,CH,-0.157237,,0.615363,-1.506137,0.0,-1.089137,0.005863,-2.557137,-1.001137,-2.517137,-1.145137,-2.746137,-2.196137,-2.183137,-0.076897,-2.905137,-1.408137,,,,,,,,,,,,,,,
421,421,Y82038,CH,-0.10417,,0.64773,-1.30167,0.0,-0.85057,0.00533,-1.98867,-0.98667,-2.45867,-1.21467,-2.38767,-1.91267,-2.12867,-0.11137,-2.68367,-1.45167,,,,,,,,,,,,,,,
422,422,Y82133,CH,-0.20976,,0.61914,-1.47986,0.0,-1.19486,0.01414,-2.07886,-0.85816,-2.22786,-1.30386,-2.75886,-1.91586,-2.00786,-0.14176,-2.88586,-1.42786,,,,,,,,,,,,,,,
423,423,Mino,CH,-0.9580143,,0.5535857,-1.4062143,0.0,-1.1072143,0.0007857,-2.1332143,-0.8941143,-2.5872143,-1.3442143,-2.7082143,-2.0962143,-2.1952143,-0.0445543,-2.5252143,-1.2432143,,,,,,,,,,,,,,,
424,424,Y790461,CH,-0.574482,,0.567718,-1.425882,0.0,-1.195882,-0.002882,-2.113882,-0.886882,-2.581882,-1.306882,-2.701882,-2.077882,-2.206882,-0.034182,-2.515882,-1.363882,,,,,,,,,,,,,,,
425,425,Y791500,CH,-1.202188,,0.546012,-1.381188,0.0,-1.270188,0.004812,-2.206188,-0.935288,-2.523188,-1.365188,-2.957188,-2.011188,-2.206188,-0.000248,-2.724188,-1.315188,,,,,,,,,,,,,,,
426,426,Y791502,CH,,,0.53573,-1.37787,0.0,-1.04587,-0.01587,-2.10787,-0.77647,-2.58987,-1.32287,-2.88587,-2.24487,-2.18187,-0.017771,-2.76087,-1.42387,,,,,,,,,,,,,,,
427,427,Hainaut,CH,,,0.55779,-1.37231,0.0,-0.97921,0.01769,,-0.99431,-2.25931,-1.23431,-2.66431,-2.16531,-2.15031,-0.07724,-2.75431,-1.31831,,,,,,,,,,,,,,,
428,428,Sharps,CH,-0.32296,-0.84346,0.59624,-1.31956,0.0,-1.17056,0.02844,-2.13056,-0.92456,-2.56956,-1.25756,-2.56456,-1.96956,-2.11556,-0.06897,-2.55756,-1.27956,,,,,,,,,,,,,,,
429,429,Dhajala,CH,-1.42164,-2.24564,0.55456,-1.33564,0.0,-1.14564,0.01936,-2.15664,-1.00264,-2.44164,-1.27664,-2.59164,-1.90164,-2.11464,-0.08174,-2.93664,-1.33864,,,,,,,,,,,,,,,
430,430,Dhajala,CH,,,0.546903,-1.428297,0.0,-1.189297,0.004703,-2.600297,-0.711597,-2.577297,-1.302297,-2.749297,-2.007297,-2.109297,-0.007217,-2.662297,-1.311297,,,,,,,,,,,,,,,
431,431,A8603,CH,,,0.543349,-1.426451,0.0,-1.016451,-0.004451,-2.256451,-0.971751,-2.595451,-1.342451,-2.824451,-2.142451,-1.955451,-0.046051,-2.680451,-1.442451,,,,,,,,,,,,,,,
432,432,ALH77190,CH,-0.489807,,0.576993,-1.372207,0.0,-1.138207,0.005793,-2.789207,-0.964107,-2.553207,-1.267207,-2.783207,-1.983207,-2.066207,-0.150707,-3.077207,-1.359207,,,,,,,,,,,,,,,
433,433,Ankober,CH,-0.74879,-1.83299,0.57261,-1.32099,0.0,-1.09499,0.01601,-2.08599,-0.97419,-2.34699,-1.26699,-2.57699,-1.89399,-2.09899,-0.06189,-2.52399,-1.28899,,,,,,,,,,,,,,,
434,434,Avanhandava,CH,-1.6069,-2.2379,0.5564,-1.3599,0.0,-1.1449,0.0251,-2.1959,-0.9694,-2.4789,-1.2839,-2.5839,-1.9599,-2.0929,-0.07358,-2.6279,-1.2299,,,,,,,,,,,,,,,
435,435,Conquista,CH,-0.30339,-1.39569,0.60561,-1.32969,0.0,-1.13869,0.03031,-2.12069,-1.04369,-2.46569,-1.25769,-2.60869,-1.95569,-2.10669,-0.09909,-2.91569,-1.30069,,,,,,,,,,,,,,,
436,436,Farmville,CH,-1.15968,-1.76168,0.56122,-1.33968,0.0,-1.14868,0.02832,-2.19768,-1.00768,-2.48068,-1.29068,-2.62268,-1.94368,-2.09368,-0.06849,-2.57768,-1.27068,,,,,,,,,,,,,,,
437,437,Faucett,CH,-0.58514,-1.65454,0.58466,-1.39754,0.0,-1.11454,0.02746,-2.20454,-0.95834,-2.52154,-1.31254,-2.61254,-1.90854,-2.14054,-0.07394,-2.67654,-1.28954,,,,,,,,,,,,,,,
438,438,Forest_Vale,CH,-0.82268,-1.58478,0.55722,-1.32278,0.0,-1.17078,0.03422,-2.11978,-0.96108,-2.39178,-1.28178,-2.54878,-1.97878,-2.11978,-0.06908,-2.57678,-1.28378,,,,,,,,,,,,,,,
439,439,Hammond_Downs,CH,-0.11987,-1.67047,0.63753,-1.33147,0.0,-1.12447,0.01753,-2.05647,-0.99047,-2.45647,-1.27147,-2.52547,-1.92747,-2.08347,-0.10767,-2.55347,-1.30447,,,,,,,,,,,,,,,
440,440,Kabo,CH,-2.23777,-2.84077,0.55393,-1.33877,0.0,-1.13577,0.02323,-2.16477,-1.02177,-2.53077,-1.27377,-2.58377,-1.91777,-2.09277,-0.05935,-2.57677,-1.27377,,,,,,,,,,,,,,,
441,441,Kesen,CH,,,,,0.0,-1.16746,0.01554,-2.22246,,-2.45046,-1.28446,-2.66346,34.52554,-2.14246,-0.07405,,,,,,,,,,,,,,,,,
442,442,Kiffa,CH,-1.71492,-2.84092,0.54998,-1.33892,0.0,-1.13792,0.01808,-2.26992,-0.95542,-2.43392,-1.26192,-2.58492,-1.92592,-2.12092,-0.0559,-2.57692,-1.28192,,,,,,,,,,,,,,,
443,443,Marilia,CH,-1.07166,-1.66466,0.56184,-1.32866,0.0,-1.15466,0.02934,-2.18066,-0.99766,-2.47966,-1.28966,-2.62266,-1.95166,-2.10666,-0.06488,-2.92966,-1.29666,,,,,,,,,,,,,,,
444,444,MBRa,CH,-1.016205,,0.554195,-1.442205,0.0,-1.225205,0.006795,-2.146205,-0.934005,-2.571205,-1.269205,-2.691205,-2.021205,-2.003205,0.009552,-2.509205,-1.302205,,,,,,,,,,,,,,,
445,445,Millen_5822,CH,-0.19522,-2.35422,0.61018,-1.72422,0.0,-1.14522,0.02178,-2.18722,-1.01422,-2.82222,-1.31322,-2.61222,-1.90822,-2.12522,-0.10182,-2.67722,-1.30522,,,,,,,,,,,,,,,
446,446,Millen_5823,CH,-0.2209,-2.3432,0.6429,-1.6642,0.0,-1.1472,0.0208,-2.1772,-0.9962,-2.8122,-1.3252,-2.6892,-1.9402,-2.1152,-0.1195,-2.8122,-1.3002,,,,,,,,,,,,,,,
447,447,Ochansk,CH,-2.41091,,0.55169,-1.42991,0.0,-0.85161,0.01709,-2.24691,-0.97221,-2.25491,-1.30591,-2.61891,-2.46291,-2.19391,-0.05935,-2.52891,-1.32791,,,,,,,,,,,,,,,
448,448,Sao_Jose_do_Rio,CH,-0.61167,,0.57483,-1.31487,0.0,-1.06887,0.02813,-2.21087,-1.01387,-2.47687,-1.24387,-2.61887,-1.90587,-2.11787,-0.07707,-2.74987,-1.29887,,,,,,,,,,,,,,,
449,449,Schaap-Kooi,CH,,,,,0.0,-1.15214,0.01386,-2.21614,,-2.44714,-1.28514,-2.66814,34.52386,-2.14014,-0.08522,,,,,,,,,,,,,,,,,
450,450,Schenectady,CH,-0.74672,-1.75632,0.57238,-1.32832,0.0,-1.11132,0.02368,-2.14432,-0.97732,-2.42932,-1.25732,-2.57932,-1.89632,-2.10232,-0.06367,-2.57232,-1.28932,,,,,,,,,,,,,,,
451,451,Y74054,CH,-1.03507,,0.55943,-1.27507,0.0,-1.15107,0.01093,-2.27907,-0.92147,-2.48907,-1.30707,-2.71907,-1.98907,-2.19007,-0.08957,-2.79307,-1.38707,,,,,,,,,,,,,,,
452,452,Y74155,CH,-1.591598,,0.582202,-1.323598,0.0,-1.225598,-0.004598,-2.154598,-0.914798,-2.424598,-1.303598,-2.311598,-1.988598,-2.154598,-0.045448,-2.629598,-1.321598,,,,,,,,,,,,,,,
453,453,Y74155,CH,-1.3474,,0.5487,-1.3894,0.0,-1.2554,0.0156,-2.1594,-0.9061,-2.5254,-1.3304,-2.8124,-2.0024,-2.2084,-0.01969,-2.8264,-1.2964,,,,,,,,,,,,,,,
454,454,Y74371,CH,-1.553388,,0.542212,-1.397388,0.0,-1.164388,-0.001388,-2.194388,-1.002388,-2.494388,-1.342388,-2.598388,-1.984388,-2.195388,-0.074208,-2.700388,-1.316388,,,,,,,,,,,,,,,
455,455,Y790010,CH,,,0.54234,-1.26946,0.0,-1.03146,0.01854,-2.22146,-0.97356,-2.36346,-1.32546,-2.63446,-1.90546,-2.13546,-0.06545,,-1.30246,,,,,,,,,,,,,,,
456,456,Y790043,CH,-0.413302,,0.587798,-1.385302,0.0,-0.977702,-0.004302,-2.258302,-1.021302,-2.441302,-1.324302,-2.768302,-2.131302,-2.063302,-0.108602,-2.791302,-1.433302,,,,,,,,,,,,,,,
