Teff,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn
5000.0,4436086.439314327,2722701.30807791,2666858.664521481,2666858.664521481,2798981.319634363,2673006.4086633087,2558585.886905648,2290867.6527677746,2338837.2386593535,2157744.4091526647,2167704.1048196964,2041737.9446695275,2060629.9132700006,1931968.3170169222,1945360.0816226613,1803017.74085957,1633051.9478943346,1737800.8287493763,1749846.6886246582,1581248.0392703826,1513561.2484362072,1452111.617587742,1455459.0805819668,1399587.3225726178,1406047.524129913,1355189.412351035,1386755.8288718895,1294195.8414499862,1279381.3041575253
5250.0,2009092.8126087277,1221799.660164871,1191242.0080273738,1180320.6356517298,1227439.2311584083,1158777.3561551261,1099005.839432522,979489.9854086981,993116.0484209335,914113.2414702509,914113.2414702509,857037.8452303692,862978.5477669702,807235.0302488382,810961.0578538404,751622.894018206,680769.3586937417,722769.8036021702,726105.9574351544,656145.2663029056,628058.358813318,601173.7374832779,602559.5860743581,579428.6964268809,582103.217770871,559757.6014951104,572796.0309858292,534564.3593969714,527229.8614228233
5500.0,924698.1739382229,571478.6366718666,553350.1092157371,543250.3314924336,558470.1947368307,523600.4365857506,493173.80395493546,436515.8322401656,438530.69777498604,401790.81084894,399944.7497610978,373250.1577957206,374110.5882720537,349140.31547858624,349945.1670283569,323593.6569296281,292415.2377843337,309741.9299216578,310455.95881283557,279898.1319634363,267300.6408663309,255858.5886905648,255858.5886905648,245470.89156850285,246036.76041476274,236591.96974857565,241546.08344449403,225423.9212152428,221819.64198002193
5750.0,489778.81936844665,310455.95881283557,298538.26189179573,291071.7118066608,297166.60317380255,276694.16454115126,259417.93621188123,228559.880337543,228559.880337543,208449.08830972886,206538.01558105313,192309.17289101574,192309.17289101574,179060.5854035295,178648.757485205,164816.23915255067,148593.5642287006,156675.107010815,156675.107010815,141253.75446227554,134586.03540559468,128528.66599436154,128233.05826560204,123026.87708123811,123026.87708123811,118032.06356517298,120226.4434617413,111943.78834671526,110153.93095414146
6000.0,320626.9324505467,206062.99132700005,197242.27361148535,191425.5925021086,194984.45997580455,180717.41260109257,169044.09316432633,148593.5642287006,148251.80851459544,134896.28825916533,133352.1432163324,123879.65865303691,123594.74334445094,114551.29414455361,114287.83347897712,105196.18738232234,94623.7161365793,99540.54173515274,99311.60484209335,89330.54837332945,85113.80382023759,81096.10578538405,80909.5899178383,77446.17978025191,77268.05850957021,73960.52750582375,75509.22276654342,70145.52984199714,69023.98038402427
6250.0,239331.5756405385,154881.66189124828,147910.8388168207,143548.9433353656,145881.42602753473,135207.25631942778,126182.75345906705,110662.37839776653,110407.86199020736,100230.52380779004,99083.19448927685,91833.2596483581,91411.32414702508,84722.74141405964,84139.51416451947,77446.17978025191,69502.43175887963,73113.90834834172,72777.98045368242,65463.61740672747,62230.02851691589,59292.532457999936,59020.108017184415,56493.69748123022,56363.765582595486,53826.97825162881,54827.69649208536,50933.087105719525,50118.72336272725
6500.0,187931.68168032684,121618.60006463679,116144.86138403438,112460.49739669268,114287.83347897712,105925.37251772897,98627.948563121,86696.1875758216,86297.85477669702,78342.9642766212,77090.34690644292,71449.63260755135,70957.77679633888,65765.78373554199,65313.055264747294,59979.10762555088,53826.97825162881,56493.69748123022,56234.13251903491,50466.12975635287,47973.34486366892,45603.691595129596,45394.16166502032,43351.08783875284,43251.383103500884,41304.7501990161,42072.662838444376,39084.08957924017,38370.724549227845
6750.0,148936.10777109154,96382.90236239706,92469.81739382229,89330.54837332945,90782.05301781862,83945.99865193982,78162.78045883293,68706.84400142317,68233.8694141669,61944.10750767812,60953.689724016935,56363.765582595486,55975.76014951104,51760.683195056816,51286.13839913648,47097.73263969529,42266.86142656033,44258.83723626265,43954.16154378243,39445.73020752785,37497.30022454834,35645.11334262439,35399.7341083435,33806.483620598156,33651.15693754908,32136.60538640315,32734.069487883793,30338.911841942718,29785.16429429191
7000.0,119398.8104464273,77268.05850957021,74301.91378967022,71779.42912713614,72945.75102545695,67452.80276979215,62805.8358813318,55080.7696405403,54827.69649208536,49659.23214503358,48865.235934283366,45081.670454146006,44771.33041763623,41304.7501990161,40926.065973001096,37497.30022454834,33651.15693754908,35237.08710424869,34994.516702835695,31332.857243155886,29716.66031738025,28248.799749157046,28054.33637951716,26791.683248190315,26668.586645214808,25468.30252585039,25882.12915153093,23988.329190194898,23550.49283896009
7250.0,96605.08789898141,61944.10750767812,59703.52865838366,57809.60474057175,58748.93525297769,54325.03314924336,50582.46620031138,44360.864393143274,44055.486350655345,39902.4902362142,39264.493539960014,36224.299841669876,35892.193464500495,33113.112148259075,32809.529311311904,30060.76302628229,26915.348039269138,28119.008303989394,27925.43841237336,25003.453616964296,23713.737056616552,22490.546058357828,22335.722228305327,21330.44913146575,21183.611352485,20230.191786782718,20558.905959841406,19054.607179632483,18663.796908346696
7500.0,77624.71166286911,49659.23214503358,48083.9348449729,46665.93803142882,47315.12589614803,43752.21051582521,40738.0277804113,35727.28381519288,35481.33892335753,32062.693245054674,31477.483141013174,29040.226544644513,28773.984147356667,26546.055619755418,26242.18543384439,23988.329190194898,21478.304741305332,22438.81923782766,22284.35149270303,19906.733389871883,18879.913490962925,17906.058540352948,17741.894808901645,16943.37800447329,16826.740610704674,16069.412530128788,16292.960326397215,15100.801541641493,14791.083881682072
7750.0,61944.10750767812,39627.803425543934,38459.178204535354,37411.058827205365,38106.58233937734,35156.044052829835,32734.069487883793,28707.805820246922,28444.61107447914,25763.211570025727,25292.97996446142,23280.91257665008,23014.41817408509,21232.444620002192,20989.398836235243,19186.68740670291,17139.573075084252,17906.058540352948,17741.894808901645,15885.467485977775,15031.419660900208,14256.075936021878,14125.375446227554,13458.603540559468,13396.766874259343,12764.388088113436,12971.792709839572,12022.644346174131,11748.975549395303
