Teff,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn
11250.0,1.4893610777109152,0.6251726927756858,1.5275660582380726,2.055890595984142,1.4028137045619582,0.9862794856312105,0.6870684400142322,0.5874893525297766,0.449779854893288,0.3890451449942806,0.45498806015004856,0.7816278045883296,0.8128305161640993,0.8222426499470711,0.7211074791828996,0.5188000389289611,0.46025657358135597,0.41591061049402206,0.3971915494694403,0.47315125896148047,0.4720630412635905,0.463446919736288,0.457088189614875,0.4528975799036208,0.4295364267648873,0.3935500754557774,0.3758374042884442,0.21877616239495523,0.20653801558105292
11500.0,0.38194427084004656,0.19724227361148539,0.505824662003114,0.5188000389289611,0.3491403154785861,0.2570395782768864,0.19010782799233,0.1517050367459337,0.11324003632355571,0.09311078754678305,0.1517050367459337,0.24322040090738153,0.22646443075930595,0.21183611352485016,0.18113400926196024,0.13772094688939465,0.11220184543019636,0.10046157902783952,0.10471285480508996,0.14421153515248689,0.1355189412351036,0.13273944577297395,0.12823305826560213,0.12189895989248664,0.118576874816716,0.10616955571987247,0.10303861204416162,0.05997910762555094,0.06237348354824192
11750.0,0.056363765582595426,0.05395106225151276,0.1233104833228909,0.0693425806016569,0.041879356511791845,0.02747894153102397,0.0216271852372702,0.017660378206861647,0.015523870099580825,0.014791083881682071,0.04027170343254591,0.037497300224548356,0.03548133892335755,0.03076096814740708,0.025644840365177175,0.01967886289706845,0.01428893958511103,0.012274392311584071,0.024378108183687526,0.024888573182823902,0.02296148648112362,0.02123244462000219,0.020230191786782717,0.018879913490962935,0.018407720014689554,0.016982436524617443,0.016634126503701697,0.014223287871228198,0.014223287871228198
12000.0,0.010641430182243158,0.03499451670283573,0.06870684400142321,0.029853826189179603,0.020606299132700005,0.015776112696993486,0.013304544179780914,0.010690548792226577,0.00866961875758217,0.009616122783836648,0.025763211570025753,0.0216271852372702,0.020137242498623885,0.016069412530128772,0.011830415557251646,0.008570378452303693,0.006223002851691595,0.005997910762555094,0.015631476426409538,0.01492794409578996,0.013740419750125148,0.012705741052085419,0.012078138351067804,0.011614486138403426,0.010889300933334333,0.010232929922807542,0.00988553094656939,0.0084527884516029,0.008375292821268827
12250.0,0.009418895965228418,0.03184197521726124,0.06266138646723353,0.027039583641088435,0.018749945080674183,0.014387985782558451,0.012133888504649774,0.009749896377173866,0.007906786279998253,0.008770008211436349,0.023659196974857587,0.01981527025805098,0.018450154191794736,0.014655478409559114,0.010739894123412445,0.007780365510398041,0.005649369748123022,0.0054450265284242145,0.014387985782558451,0.013645831365889245,0.012560299636948748,0.011614486138403426,0.011066237839776664,0.010616955571987247,0.009954054173515275,0.009375620069258801,0.009057326008981998,0.007762471166286919,0.0076913044028660985
12500.0,0.00409260659730011,0.026977394324449205,0.04954501908047903,0.020606299132700005,0.015240527537972915,0.012022644346174132,0.010162486928706953,0.007961593504173184,0.006123503917247733,0.007430191378967014,0.0199526231496888,0.015995580286146685,0.014825180851459537,0.011271974561755105,0.007979946872679769,0.005874893525297769,0.004446312674691089,0.004456562483975033,0.012189895989248667,0.011428783347897719,0.01049542428652322,0.009682778562612496,0.009183325964835811,0.008851156098308355,0.008165823713585922,0.0077090346906443005,0.007345138681571151,0.0062805835881331795,0.006180164001384158
12750.0,0.003258367010020087,0.024888573182823902,0.045081670454146,0.018706821403658005,0.013995873225726178,0.01109174815262401,0.009375620069258801,0.007311390834834172,0.00554625712957911,0.006854882264526613,0.018450154191794736,0.014689262776438668,0.013583134465871541,0.010209394837076797,0.007194489780036998,0.005321082592667942,0.004064433291652128,0.004102041029866068,0.011324003632355572,0.010543868963912587,0.009682778562612496,0.008933054837332954,0.008472274141405963,0.008165823713585922,0.007516228940182053,0.0070957776796338875,0.006745280276979223,0.005767664633922509,0.005662392890382535
13000.0,0.00241546083444494,0.022908676527677734,0.040644332916521274,0.016788040181225608,0.012764388088113442,0.010162486928706953,0.008609937521846007,0.006637430704019089,0.004897788193684461,0.006309573444801929,0.01694337800447329,0.013365955165464419,0.01233104833228909,0.0091411324147025,0.006397348354826482,0.004775292736576907,0.0036897759857015045,0.0037497300224548337,0.010447202192207999,0.009682778562612496,0.008892011178579481,0.008184647881347895,0.007762471166286919,0.007481695005111545,0.006854882264526613,0.0064714261574858305,0.006123503917247733,0.005260172663907063,0.005116818355403078
13250.0,0.0017378008287493763,0.021037784397664752,0.036391503612720706,0.015066070661867418,0.011641260294104915,0.009289663867799362,0.007870457896950985,0.006011737374832779,0.004285485203974397,0.005794286964268809,0.015523870099580825,0.012161860006463679,0.011142945335917299,0.008128305161640995,0.005675446054085471,0.00427562886151586,0.003349654391578276,0.003427677865464505,0.009638290236239706,0.008871560120379608,0.008147042840208396,0.007498942093324558,0.0070957776796338875,0.006854882264526613,0.006237348354824191,0.005874893525297769,0.005533501092157366,0.004775292736576907,0.0046131757456037955
13500.0,0.0012217996601648724,0.01931968317016924,0.032508729738543435,0.013520725631942771,0.010616955571987247,0.008511380382023767,0.007211074791828998,0.005420008904016238,0.0037068072178257595,0.005321082592667942,0.014223287871228198,0.01101539309541415,0.010046157902783952,0.007194489780036998,0.005023425895223871,0.003828247433168228,0.00304088502567628,0.0031332857243155854,0.008851156098308355,0.008128305161640995,0.0074644875841006686,0.006839116472814293,0.0064714261574858305,0.006251726927756856,0.005675446054085471,0.0053333489548762075,0.004988844874600122,0.004335108783875288,0.004139996748197304
