halo,m_chi_gev,delta_keV,rate_at_event_per_ty,mean_rate_livetime_per_ty,bayes_factor_timing,expected_events_2p84ty_at_1e-45,sigma_n_for_one_event_cm2,energy_density_at_event_per_keV,peak_date,trough_date,fractional_modulation,fraction_of_year_on
shm_pp,50,40.0,68.61710336634081,62.03861091956293,1.1060386805776057,176.1896550115587,5.67570212867717e-48,4.3969344302069e-25,2023-05-31,2023-12-02,0.11051061227429179,1.0
shm_pp,50,50.0,37.21030246234885,32.865359290971114,1.1322043411395595,93.33762038635795,1.0713793600700774e-47,1.1705771734616088e-27,2023-05-31,2023-12-02,0.13884706310351244,1.0
shm_pp,50,60.0,18.497176229435144,15.890111850964296,1.1640683465870405,45.127917656738596,2.2159232065756036e-47,6.376701504152009e-31,2023-05-31,2023-12-02,0.17522903278045734,1.0
shm_pp,50,70.0,8.434462440691004,7.002517461020268,1.2044900262857896,19.88714958929756,5.028372696196536e-47,2.3628713311109853e-35,2023-05-26,2023-12-02,0.21842421002893997,1.0
shm_pp,50,80.0,3.5374693461382303,2.799488161355694,1.2636128971608718,7.95054637825017,1.2577751923259508e-46,9.411279823507076e-39,2023-05-31,2023-12-02,0.271204246665716,1.0
shm_pp,50,90.0,1.3169008600085697,0.9664062456179032,1.3626783415152355,2.744593737554845,3.6435264947113766e-46,6.194162448392883e-44,2023-05-31,2023-12-02,0.35901757328315026,1.0
shm_pp,50,100.0,0.38896786407369155,0.24885248353913056,1.563045940076096,0.7067410532511308,1.4149453967614127e-45,1.0069132395299139e-51,2023-05-31,2023-12-02,0.5293926219134936,1.0
shm_pp,50,110.0,0.06845603835621897,0.03195233684137001,2.1424423101219343,0.09074463662949084,1.101993503024302e-44,2.6702233264408145e-64,2023-05-31,2023-12-02,0.8820534807230075,1.0
shm_pp,50,120.0,0.0013493186791793384,0.00029879566600198466,4.515857600057612,0.0008485796914456363,1.1784397035196596e-42,2.0407304035862435e-89,2023-05-31,2023-01-01,1.0,0.4657534246575342
shm_pp,50,130.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,140.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,150.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,160.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,170.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,180.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,190.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,200.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,210.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,220.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,230.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,240.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,250.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,260.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,270.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,280.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,290.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,300.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,310.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,320.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,330.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,340.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,350.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,360.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,370.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,380.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,390.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,400.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,410.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,420.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,430.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,440.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,450.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,50,460.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,0.0,264.16339984432284,265.58249548481575,0.9946566672705505,754.2542871768767,1.3258128153874114e-48,2.364342310309342e-07,2023-12-02,2023-05-31,0.005355420855161729,1.0
shm_pp,100,10.0,225.69475309013217,223.55135321501652,1.0095879530331184,634.8858431306469,1.5750863101135804e-48,2.123867695490409e-07,2023-06-05,2023-12-02,0.010234529598875684,1.0
shm_pp,100,20.0,180.74254714781705,175.74738067617213,1.0284224234377006,499.12256112032884,2.003515925538215e-48,2.0057630258670218e-07,2023-06-05,2023-12-02,0.029644553314480068,1.0
shm_pp,100,30.0,134.59472723314826,128.37457936970347,1.0484531119321647,364.58380540995785,2.7428535913040506e-48,2.000984722066124e-07,2023-06-05,2023-12-02,0.05017258187262161,1.0
shm_pp,100,40.0,93.67425016127113,87.78933581921017,1.0670345012540035,249.32171372655685,4.0108821051051665e-48,2.0888086368843152e-07,2023-06-05,2023-12-02,0.06936523770171665,1.0
shm_pp,100,50.0,61.64143039435724,56.84836592185025,1.0843131441824738,161.4493592180547,6.193892653667287e-48,2.2416457941790997e-07,2023-05-31,2023-12-02,0.08744904549613257,1.0
shm_pp,100,60.0,38.69568966641847,35.12319248263292,1.1017133390010605,99.7498666506775,1.0025076058517297e-47,2.4305719281779743e-07,2023-05-31,2023-12-02,0.10589081458473838,1.0
shm_pp,100,70.0,23.283941975066952,20.781753847744852,1.120403126014007,59.020180927595376,1.6943357073519944e-47,2.618384274849255e-07,2023-05-31,2023-12-02,0.12592689391084683,1.0
shm_pp,100,80.0,13.455042825364293,11.790273278532478,1.141198554732654,33.48437611103223,2.98646746973591e-47,2.748144844333504e-07,2023-05-31,2023-12-02,0.14872269470211202,1.0
shm_pp,100,90.0,7.470868746782013,6.415016532112353,1.164590723871757,18.21864695119908,5.488881818055012e-47,2.735979031234488e-07,2023-05-31,2023-12-02,0.17492102115735117,1.0
shm_pp,100,100.0,3.988598202096884,3.346759221699131,1.1917792520705732,9.504796189625532,1.052100413359203e-46,2.484735448134838e-07,2023-05-26,2023-12-02,0.20444748213507952,1.0
shm_pp,100,110.0,2.0478281735351116,1.6714606450673506,1.2251728328623588,4.746948231991276,2.106616611617259e-46,1.9462866228798586e-07,2023-05-31,2023-12-02,0.2371369310574599,1.0
shm_pp,100,120.0,1.0072973658397655,0.7939530850992962,1.2687114449763581,2.254826761682001,4.43493050993436e-46,1.217464761060158e-07,2023-05-31,2023-12-02,0.27587059444229767,1.0
shm_pp,100,130.0,0.4682829695781939,0.3525166025011647,1.3283997583536415,1.0011471511033077,9.98854163344476e-46,5.488014164834698e-08,2023-05-31,2023-12-02,0.3279355466016207,1.0
shm_pp,100,140.0,0.20013564728007924,0.1414366993983335,1.4150192144715543,0.40168022629126715,2.4895425130409033e-45,1.543873251138024e-08,2023-05-31,2023-12-02,0.40313408894889435,1.0
shm_pp,100,150.0,0.07516017348998294,0.04843766492658858,1.5516886209088445,0.13756296839151155,7.269398237714285e-45,2.1714010741203816e-09,2023-05-31,2023-12-02,0.5153723893353512,1.0
shm_pp,100,160.0,0.02292149911377009,0.012778240517999126,1.7937914912059614,0.036290203071117515,2.7555646300471534e-44,1.0562774765813244e-10,2023-05-31,2023-12-02,0.68586157047189,1.0
shm_pp,100,170.0,0.00480010152083628,0.0020972135293418973,2.288799616099437,0.005956086423330988,1.678954818524514e-43,9.085661279413066e-13,2023-05-31,2023-12-02,0.9128023759400749,1.0
shm_pp,100,180.0,0.0004223531680769405,0.00012629299695892383,3.344232683102047,0.00035867211136334366,2.7880617653792865e-42,3.464803637375521e-16,2023-05-31,2023-12-02,0.9999996794822754,0.7123287671232876
shm_pp,100,190.0,7.920005277642837e-07,1.4197523757954453e-07,5.578441292063689,4.0320967472590645e-07,2.480099220535269e-39,4.23595708343575e-23,2023-05-31,2023-01-01,1.0,0.3424657534246575
shm_pp,100,200.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,210.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,220.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,230.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,240.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,250.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,260.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,270.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,280.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,290.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,300.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,310.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,320.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,330.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,340.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,350.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,360.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,370.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,380.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,390.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,400.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,410.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,420.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,430.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,440.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,450.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,100,460.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,0.0,151.59227928493715,154.26807643963446,0.9826548874112373,438.12133708856186,2.2824727201037004e-48,2.845922899402168e-06,2023-12-02,2023-06-05,0.017928916884338557,1.0
shm_pp,200,10.0,136.2292670757911,137.0660371463937,0.9938951319522802,389.2675454957581,2.5689272367323444e-48,2.7321864036611026e-06,2023-12-02,2023-05-31,0.006066060357284702,1.0
shm_pp,200,20.0,116.2849402971205,115.18481911434043,1.0095509216512986,327.1248862847268,3.05693648489222e-48,2.744460622638568e-06,2023-06-05,2023-12-02,0.010243950934112076,1.0
shm_pp,200,30.0,93.29882300492368,90.76949331160944,1.0278654160228824,257.7853610049708,3.8791962278289234e-48,2.913781903255991e-06,2023-06-05,2023-12-02,0.029069376878057867,1.0
shm_pp,200,40.0,70.32353262957184,67.22506801661277,1.0460909107922862,190.91919316718025,5.237818070623943e-48,3.269989908620602e-06,2023-06-05,2023-12-02,0.047742503411136304,1.0
shm_pp,200,50.0,50.257243031661964,47.297129877075854,1.062585471090516,134.32384885089542,7.44469436034429e-48,3.841601642193852e-06,2023-06-05,2023-12-02,0.06476415323895793,1.0
shm_pp,200,60.0,34.43272954747977,31.951712173003063,1.077648964820514,90.7428625713287,1.102015047424746e-47,4.670197415138919e-06,2023-05-31,2023-12-02,0.08048220547648591,1.0
shm_pp,200,70.0,22.81092229372169,20.887500810272094,1.092084807125594,59.320502301172745,1.6857578092022164e-47,5.822161491088202e-06,2023-05-31,2023-12-02,0.0957426581897186,1.0
shm_pp,200,80.0,14.69621768451603,13.279583655045707,1.1066775936858577,37.71401758032981,2.651534002894356e-47,7.397627216522206e-06,2023-05-31,2023-12-02,0.11127934999769284,1.0
shm_pp,200,90.0,9.235239450454678,8.231211542492188,1.121978144138244,23.376640780677814,4.277774592945619e-47,9.548788515147601e-06,2023-05-31,2023-12-02,0.12773820748213524,1.0
shm_pp,200,100.0,5.668649027976054,4.979065966966242,1.1384964701381486,14.140547346184125,7.071862039837188e-47,1.2501813130716005e-05,2023-05-31,2023-12-02,0.14567984290175023,1.0
shm_pp,200,110.0,3.399926968369675,2.9395419027561243,1.1566179632213753,8.348299003827393,1.1978488067348046e-46,1.65940209044721e-05,2023-05-31,2023-12-02,0.16549623522379445,1.0
shm_pp,200,120.0,1.9932754902425087,1.693979236089405,1.1766823629102072,4.81090103049391,2.0786127040683173e-46,2.2317492704213136e-05,2023-05-31,2023-12-02,0.1872950350769893,1.0
shm_pp,200,130.0,1.14320794384013,0.9532681018275997,1.1992512302135976,2.707281409190383,3.693742352033702e-46,3.0371192643756342e-05,2023-05-31,2023-12-02,0.21092899927239897,1.0
shm_pp,200,140.0,0.6419622324243808,0.5238934277196404,1.2253679822223775,1.4878573347237787,6.721074505343286e-46,4.1737200557734906e-05,2023-05-31,2023-12-02,0.2365082936234633,1.0
shm_pp,200,150.0,0.3529014923694415,0.28091955042208516,1.256236854427549,0.7978115231987218,1.2534288750187884e-45,5.781012561694252e-05,2023-05-31,2023-12-02,0.2647463715387857,1.0
shm_pp,200,160.0,0.18965131260026755,0.1466909287862153,1.2928632613449595,0.4166022377528515,2.4003711679370482e-45,8.05654491418011e-05,2023-05-31,2023-12-02,0.2969323298950639,1.0
shm_pp,200,170.0,0.09945938157973767,0.07446054499369477,1.33573265664601,0.21146794778209313,4.7288490312037675e-45,0.00011267485241423189,2023-05-31,2023-12-02,0.3340188961691602,1.0
shm_pp,200,180.0,0.05090867946337374,0.03677435845451582,1.384352619674926,0.10443917801082493,9.574950885733243e-45,0.000157171864012118,2023-05-31,2023-12-02,0.3754699465918056,1.0
shm_pp,200,190.0,0.025564581165309495,0.017794710757148554,1.436639320200223,0.05053697855030189,1.978749083712339e-44,0.00021574344383527657,2023-05-31,2023-12-02,0.4188684097372408,1.0
shm_pp,200,200.0,0.012743445233824922,0.00855266079086447,1.4899977381818816,0.02428955664605509,4.1169956890193453e-44,0.00028452248177743506,2023-05-31,2023-12-02,0.4619163389449769,1.0
shm_pp,200,210.0,0.006392522857977249,0.004126661525831489,1.5490785512604421,0.011719718733361428,8.53262798153503e-44,0.00034881505876872175,2023-05-31,2023-12-02,0.5098309947732292,1.0
shm_pp,200,220.0,0.0032215925778828515,0.001961740091220661,1.642211724325962,0.005571341859066677,1.794899730255508e-43,0.00038506653212538503,2023-05-31,2023-12-02,0.5862203719828186,1.0
shm_pp,200,230.0,0.0015596276129413538,0.0008473409502299636,1.8406139966657806,0.0024064482986530964,4.155501701655946e-43,0.0003747096610138552,2023-05-31,2023-12-02,0.7319341905093406,1.0
shm_pp,200,240.0,0.0006429639298934984,0.00028123884955275427,2.2861846111089728,0.0007987183327298221,1.2520058185997144e-42,0.0003101713590592848,2023-05-31,2023-12-02,0.9394540891171593,1.0
shm_pp,200,250.0,0.00016903251787287108,5.401330382975758e-05,3.129460815906356,0.00015339778287651152,6.518999044497412e-42,0.00018559253322720257,2023-05-31,2023-11-17,1.0,0.7671232876712328
shm_pp,200,260.0,1.0366628828413366e-05,2.2746734870610826e-06,4.5574140145305995,6.460072703253475e-06,1.5479701946641743e-40,6.345051597947683e-05,2023-05-31,2023-01-01,1.0,0.4657534246575342
shm_pp,200,270.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,280.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,290.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,300.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,310.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,320.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,330.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,340.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,350.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,360.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,370.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,380.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,390.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,400.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,410.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,420.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,430.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,440.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,450.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,200,460.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,500,0.0,64.34992343889618,65.88019988226807,0.9767718305939177,187.0997676656413,5.344742072513211e-48,7.284024557267618e-06,2023-12-02,2023-06-05,0.024164157497603797,1.0
shm_pp,500,10.0,59.337113438573006,60.20525644141104,0.9855802789631356,170.98292829360733,5.84853710238736e-48,7.114690151196936e-06,2023-12-02,2023-05-31,0.014787703481594137,1.0
shm_pp,500,20.0,52.358410834613515,52.42543803798723,0.9987214755683081,148.88824402788373,6.716447000427519e-48,7.225384054147064e-06,2023-09-28,2023-05-26,0.0011572704168381885,1.0
shm_pp,500,30.0,43.7653568473752,43.1116060040796,1.0151641496081993,122.43696105158605,8.167468315214655e-48,7.707060269576303e-06,2023-06-05,2023-12-02,0.016032355356986782,1.0
shm_pp,500,40.0,34.53321010570714,33.44899760409733,1.032413901141151,94.9951531956364,1.0526852858909174e-47,8.664728154658877e-06,2023-06-05,2023-12-02,0.03372774705738431,1.0
shm_pp,500,50.0,25.891344254009958,24.691345881428266,1.0485999579911227,70.12342230325628,1.4260570393660944e-47,1.0199766448228593e-05,2023-06-05,2023-12-02,0.05034539533163624,1.0
shm_pp,500,60.0,18.63608179623338,17.528493273977357,1.0631878909923387,49.780920898095694,2.0088017295763881e-47,1.2441850548452189e-05,2023-06-05,2023-12-02,0.0654289081083164,1.0
shm_pp,500,70.0,12.996907534836522,12.072960428820496,1.0765302852985739,34.28720761785021,2.916539635264412e-47,1.558033771071823e-05,2023-05-31,2023-12-02,0.07936857440191634,1.0
shm_pp,500,80.0,8.844588339258115,8.120272576422254,1.089198454364569,23.0615741170392,4.3362174451966108e-47,1.9884577773345326e-05,2023-05-31,2023-12-02,0.09272540157540049,1.0
shm_pp,500,90.0,5.899802002585651,5.3552420841981725,1.101687264520557,15.20888751912281,6.575102871545703e-47,2.57409665863403e-05,2023-05-31,2023-12-02,0.10600414774664438,1.0
shm_pp,500,100.0,3.8685759853021375,3.4714259756045984,1.1144054381365196,9.85884977071706,1.0143171092536766e-46,3.3692570812957043e-05,2023-05-31,2023-12-02,0.11961916328536135,1.0
shm_pp,500,110.0,2.497922506084491,2.2151592954457247,1.1276491542708085,6.291052399065857,1.5895591652495018e-46,4.4495781463623446e-05,2023-05-31,2023-12-02,0.13385312902922916,1.0
shm_pp,500,120.0,1.5904248664442715,1.3931949265935812,1.1415666509301219,3.9566735915257705,2.5273755261029264e-46,5.918260689957472e-05,2023-05-31,2023-12-02,0.14886726956135926,1.0
shm_pp,500,130.0,1.0000159031309381,0.8649104472507516,1.1562074505050084,2.4563456701921345,4.071088251686418e-46,7.912111001042857e-05,2023-05-31,2023-12-02,0.16465322552214684,1.0
shm_pp,500,140.0,0.6222173243051591,0.5310841885519053,1.1715982846368376,1.508279095487411,6.630072663553312e-46,0.00010604927242196198,2023-05-31,2023-12-02,0.18105327934829746,1.0
shm_pp,500,150.0,0.3841077060807175,0.3233997102317577,1.187718151650336,0.9184551770581918,1.0887847605181952e-45,0.00014206642351636574,2023-05-31,2023-12-02,0.19774937311079474,1.0
shm_pp,500,160.0,0.23602565429744646,0.19597410790527445,1.2043716224570402,0.5565664664509794,1.7967305978325175e-45,0.0001895156216721844,2023-05-31,2023-12-02,0.2143155695455099,1.0
shm_pp,500,170.0,0.14492046611877768,0.11867858971683917,1.2211171911003513,0.33704719479582324,2.966943548086139e-45,0.00025071424245866873,2023-05-31,2023-12-02,0.23038542428025416,1.0
shm_pp,500,180.0,0.08928825759276532,0.0721718950496009,1.2371610518388219,0.20496818194086655,4.878806020187565e-45,0.00032749873534010637,2023-05-31,2023-12-02,0.24558360673035098,1.0
shm_pp,500,190.0,0.055458935961106855,0.0443152822565517,1.2514629973480005,0.12585540160860684,7.945626387255621e-45,0.0004204410541225052,2023-05-31,2023-12-02,0.2592574514243981,1.0
shm_pp,500,200.0,0.03490693908691846,0.02763282378095682,1.2632418374474854,0.07847721953791736,1.274255135296729e-44,0.000527680122022504,2023-05-31,2023-12-02,0.2705057324483513,1.0
shm_pp,500,210.0,0.02237871566966338,0.017582809685973345,1.2727610700078247,0.0499351795081643,2.0025961853937103e-44,0.0006438695544645957,2023-05-31,2023-12-02,0.2790347839423882,1.0
shm_pp,500,220.0,0.014657887334829903,0.011434145022713728,1.2819399531589173,0.03247297186450698,3.079484083478672e-44,0.0007606679482075656,2023-05-31,2023-12-02,0.2864353921562626,1.0
shm_pp,500,230.0,0.009792049738629766,0.007565336258145384,1.2943310653359184,0.02148555497313289,4.654289829843693e-44,0.0008698903033253184,2023-05-31,2023-12-02,0.2965494875425505,1.0
shm_pp,500,240.0,0.006617188452448645,0.005033817271821679,1.31454681310948,0.014296041051973568,6.994943539714793e-44,0.0009679950369446181,2023-05-31,2023-12-02,0.31442450633776203,1.0
shm_pp,500,250.0,0.004459785607671355,0.0033090276010636307,1.347763193706161,0.00939763838702071,1.0640971261259876e-43,0.0010586630714088778,2023-05-31,2023-12-02,0.34501188198425764,1.0
shm_pp,500,260.0,0.0029432642805567013,0.0021023414532109178,1.3999934577998439,0.005970649727119006,1.6748595977049988e-43,0.001152478172213863,2023-05-31,2023-12-02,0.3928788365220783,1.0
shm_pp,500,270.0,0.001861804869321634,0.0012584576884777177,1.479433823137709,0.003574019835276718,2.797969922073964e-43,0.0012659101400532783,2023-05-31,2023-12-02,0.46282345484761656,1.0
shm_pp,500,280.0,0.0011007091973475598,0.0006883170977093091,1.5991309833951162,0.0019548205574944377,5.115559053060784e-43,0.0014227615618604716,2023-05-31,2023-12-02,0.5602584301253352,1.0
shm_pp,500,290.0,0.0005886530291299503,0.0003303927700803403,1.7816764845877524,0.0009383154670281665,1.0657396527494114e-42,0.001660968946633131,2023-05-31,2023-12-02,0.6890977674233956,1.0
shm_pp,500,300.0,0.0002713950225223562,0.00013137152018817143,2.065858887326725,0.00037309511733440683,2.6802816588556302e-42,0.0020507292115825053,2023-05-31,2023-12-02,0.8405274477251267,1.0
shm_pp,500,310.0,9.941394455485494e-05,3.970368232762627e-05,2.503897339660145,0.00011275845781045859,8.868514339571322e-42,0.002741169930330186,2023-05-31,2023-12-02,0.9633097838046036,1.0
shm_pp,500,320.0,2.4605029943515423e-05,7.863274519135147e-06,3.1291073310030693,2.2331699634343817e-05,4.4779395047124165e-41,0.004075238458162864,2023-05-31,2023-12-02,0.9986009096212656,0.9041095890410958
shm_pp,500,330.0,2.823928280306777e-06,7.095091041484472e-07,3.980115637411102,2.01500585578159e-06,4.962764734061357e-40,0.006546915003618689,2023-05-31,2023-01-01,1.0,0.6164383561643836
shm_pp,500,340.0,7.056266815288514e-08,1.4043754894418223e-08,5.024487302959888,3.988426390014775e-08,2.507254496418813e-38,0.009908674623313088,2023-05-31,2023-01-01,1.0,0.410958904109589
shm_pp,500,350.0,8.524942390150638e-13,3.2862098882800907e-13,2.594156392917542,9.332836082715457e-13,1.0714856568112387e-33,0.007871334657030167,2023-05-31,2023-01-01,1.0,0.1506849315068493
shm_pp,500,360.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,500,370.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,500,380.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,500,390.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,500,400.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,500,410.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,500,420.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,500,430.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,500,440.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,500,450.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,500,460.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_pp,1000,0.0,32.694205389219874,33.529832013564544,0.9750781147962025,95.2247229185233,1.0501474505267141e-47,9.282486525761216e-06,2023-12-02,2023-06-05,0.025967801338991087,1.0
shm_pp,1000,10.0,30.384212968646892,30.907006999762796,0.9830849350401378,87.77589987932633,1.1392648795111104e-47,9.121683961222077e-06,2023-12-02,2023-06-05,0.017422972068369,1.0
shm_pp,1000,20.0,27.081196536708923,27.208123366501216,0.9953349656614477,77.27107036086345,1.2941453966276153e-47,9.298469395089514e-06,2023-12-02,2023-05-31,0.0045259931604775625,1.0
shm_pp,1000,30.0,22.924710512612677,22.674881564099643,1.0110178722568757,64.39666364204298,1.5528754805662398e-47,9.929208961611338e-06,2023-06-05,2023-12-02,0.011757111231247423,1.0
shm_pp,1000,40.0,18.354786459558778,17.858403932931857,1.027795458569036,50.71786716952647,1.9716917445630364e-47,1.1153374031241702e-05,2023-06-05,2023-12-02,0.028996309915958342,1.0
shm_pp,1000,50.0,13.976766205771154,13.3910592170668,1.0437386601918597,38.03060817646971,2.629460973539518e-47,1.31067502503511e-05,2023-06-05,2023-12-02,0.04535262333374688,1.0
shm_pp,1000,60.0,10.222840971953955,9.660660883028605,1.058192715356872,27.436276907801236,3.644809400927353e-47,1.5954685389116003e-05,2023-06-05,2023-12-02,0.06026607640517656,1.0
shm_pp,1000,70.0,7.248113739517204,6.76565920401231,1.0713093167948482,19.214472139394957,5.2044104711558785e-47,1.993406265298515e-05,2023-06-05,2023-12-02,0.07391687506234813,1.0
shm_pp,1000,80.0,5.017944716326486,4.630975360034181,1.0835610916075893,13.151970022497075,7.603423656603932e-47,2.537662696591693e-05,2023-05-31,2023-12-02,0.08678654971558178,1.0
shm_pp,1000,90.0,3.4088499051353445,3.1119693219485964,1.0953995854306342,8.837992874334013,1.1314786221474014e-46,3.275103911956605e-05,2023-05-31,2023-12-02,0.09932831197608953,1.0
shm_pp,1000,100.0,2.2796833177490377,2.058966565714012,1.1071978320145694,5.847465046627794,1.7101427576325496e-46,4.270714135098814e-05,2023-05-31,2023-12-02,0.11191728521139593,1.0
shm_pp,1000,110.0,1.5040632877267126,1.3438390415447983,1.1192287478102512,3.8165028779872268,2.620199779666842e-46,5.6134551233467795e-05,2023-05-31,2023-12-02,0.12480288865932027,1.0
shm_pp,1000,120.0,0.980700833651554,0.86663594625213,1.131617997029446,2.461246087356049,4.062982588930116e-46,7.422400448032415e-05,2023-05-31,2023-12-02,0.13811749889381184,1.0
