halo,m_chi_gev,delta_keV,rate_at_event_per_ty,mean_rate_livetime_per_ty,bayes_factor_timing,expected_events_2p84ty_at_1e-45,sigma_n_for_one_event_cm2,energy_density_at_event_per_keV,peak_date,trough_date,fractional_modulation,fraction_of_year_on
shm_lz,50,300.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,310.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,320.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,330.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,340.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,350.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,360.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,370.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,380.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,390.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,400.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,410.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,420.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,430.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,440.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,450.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,50,460.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,0.0,140.75351078052466,141.60773002127974,0.9939677075493922,402.16595326043443,2.4865356997349313e-48,3.7332623612252234e-07,2023-12-02,2023-05-31,0.006112909985470018,1.0
shm_lz,100,10.0,120.10611912454883,119.39359638116596,1.0059678472294957,339.07781372251134,2.9491755565534073e-48,3.4611189123825327e-07,2023-05-31,2023-12-02,0.006636405195488424,1.0
shm_lz,100,20.0,97.23627203237625,95.26984041077927,1.0206406519956182,270.5663467666131,3.695951148213516e-48,3.33807436648497e-07,2023-05-31,2023-12-02,0.022125271517713763,1.0
shm_lz,100,30.0,74.44005239691501,71.75542445525787,1.0374135887570577,203.78540545293234,4.907122753846898e-48,3.3535897192981425e-07,2023-05-31,2023-12-02,0.03968480869057661,1.0
shm_lz,100,40.0,53.909899808109394,51.08116086239876,1.0553773426044608,145.07049684921247,6.893200352373568e-48,3.499169358495843e-07,2023-05-31,2023-12-02,0.05835187223886744,1.0
shm_lz,100,50.0,37.05624232673714,34.50787026562444,1.0738490101387481,98.0023515543734,1.0203836786969164e-47,3.766281211617095e-07,2023-05-31,2023-12-02,0.07736226468348284,1.0
shm_lz,100,60.0,24.3135522726445,22.25302694834029,1.092595282838944,63.19859653328641,1.582313619058462e-47,4.1385214770569763e-07,2023-05-31,2023-12-02,0.09647910168646646,1.0
shm_lz,100,70.0,15.319259388789144,13.77953385823723,1.1117400302791438,39.13387615739373,2.5553308238061303e-47,4.5845592143849876e-07,2023-05-31,2023-12-02,0.11583727810978646,1.0
shm_lz,100,80.0,9.312162018927653,8.228339427751193,1.1317182647474557,23.368483974813387,4.2792677568549273e-47,5.048273431529116e-07,2023-05-31,2023-12-02,0.13587490585990045,1.0
shm_lz,100,90.0,5.475715789382911,4.748388164684564,1.153173582165784,13.485422387704162,7.415414743788725e-47,5.434307029198467e-07,2023-05-31,2023-12-02,0.1572229103741821,1.0
shm_lz,100,100.0,3.11491937612493,2.645783205340077,1.177314668049135,7.514024303165819,1.3308447772502927e-46,5.598054203024507e-07,2023-05-31,2023-12-02,0.1810488541793918,1.0
shm_lz,100,110.0,1.7089639905991436,1.4173970827887894,1.2057058754747003,4.025407715120162,2.4842204088888152e-46,5.359811874596158e-07,2023-05-31,2023-12-02,0.20878259010406958,1.0
shm_lz,100,120.0,0.8991582031825829,0.7248008336786712,1.240559007940118,2.058434367647426,4.858061134797777e-46,4.571546921729885e-07,2023-05-31,2023-12-02,0.24236943889843102,1.0
shm_lz,100,130.0,0.44953818098229137,0.34966889695526565,1.2856110019982772,0.9930596673529544,1.0069888375041405e-45,3.2634471519726984e-07,2023-05-31,2023-12-02,0.28500395577797255,1.0
shm_lz,100,140.0,0.2102807410629493,0.15604185326981976,1.347591922657714,0.4431588632862881,2.2565271347263634e-45,1.7816956455944273e-07,2023-05-31,2023-12-02,0.3420237790538069,1.0
shm_lz,100,150.0,0.08971223601767464,0.06236193919976165,1.4385735461224645,0.17710790732732307,5.646275285449813e-45,6.51830108370083e-08,2023-05-31,2023-12-02,0.421909192733341,1.0
shm_lz,100,160.0,0.033450067875377514,0.021126622250294148,1.583313578435937,0.05999960719083538,1.6666775781037858e-44,1.30623968019324e-08,2023-05-31,2023-12-02,0.5387332927118831,1.0
shm_lz,100,170.0,0.010078284385338355,0.005478444443069511,1.8396251874175447,0.01555878221831741,6.427238237339015e-44,1.0299525214770381e-09,2023-05-31,2023-12-02,0.7121006882374029,1.0
shm_lz,100,180.0,0.0020719097786736245,0.0008795230369046091,2.3557197386955298,0.0024978454248090897,4.003450293872488e-43,1.7722205169295e-11,2023-05-31,2023-12-02,0.9287480797360136,1.0
shm_lz,100,190.0,0.00017758306538911959,5.198496945782694e-05,3.4160463541906037,0.0001476373132602285,6.773355447327736e-42,2.0622403774032754e-14,2023-05-31,2023-12-02,0.9999995780460129,0.7123287671232876
shm_lz,100,200.0,4.0823052533009853e-07,7.357708372394544e-08,5.548337942581994,2.0895891777600503e-07,4.785629685697152e-39,3.469281569296473e-20,2023-05-31,2023-01-01,1.0,0.3424657534246575
shm_lz,100,210.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,220.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,230.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,240.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,250.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,260.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,270.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,280.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,290.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,300.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,310.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,320.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,330.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,340.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,350.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,360.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,370.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,380.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,390.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,400.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,410.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,420.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,430.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,440.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,450.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,100,460.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,0.0,81.06272051598876,82.37686641802198,0.9840471486817115,233.9503006271824,4.2744121179548134e-48,3.34052951712744e-06,2023-12-02,2023-05-31,0.016669366718902682,1.0
shm_lz,200,10.0,72.3224314579476,72.79271468006617,0.993539419100036,206.7313096913879,4.837196656340142e-48,3.2772779030991058e-06,2023-12-02,2023-05-31,0.006533034721835807,1.0
shm_lz,200,20.0,61.653616054567806,61.30323809082854,1.0057154886862605,174.10119617795306,5.743785924238428e-48,3.3464930845066053e-06,2023-05-31,2023-12-02,0.006402741641502444,1.0
shm_lz,200,30.0,50.062301842280746,49.088381233810246,1.0198401451421197,139.4110027040211,7.173034987224552e-48,3.5673271341205655e-06,2023-05-31,2023-12-02,0.021304168170939938,1.0
shm_lz,200,40.0,38.7275182229197,37.40809767761546,1.0352709874924693,106.23899740442789,9.412739431201761e-48,3.96829692460486e-06,2023-05-31,2023-12-02,0.037449122464264385,1.0
shm_lz,200,50.0,28.641829621217298,27.248632440562304,1.0511290679887877,77.38611613119694,1.2922214603775242e-47,4.589533247709752e-06,2023-05-31,2023-12-02,0.05393744146172413,1.0
shm_lz,200,60.0,20.361076753712887,19.08410529791917,1.0669128280241125,54.19885904609044,1.845057290135213e-47,5.487645383456692e-06,2023-05-31,2023-12-02,0.07021306316604317,1.0
shm_lz,200,70.0,13.998746783261314,12.931600445640747,1.0825223716203127,36.72574526561972,2.722885520137111e-47,6.740100383707371e-06,2023-05-31,2023-12-02,0.08618588742243542,1.0
shm_lz,200,80.0,9.358741125820336,8.52293279872583,1.0980658121837426,24.205129148381353,4.131355771207988e-47,8.455031564599126e-06,2023-05-31,2023-12-02,0.10197690869157142,1.0
shm_lz,200,90.0,6.108797010038688,5.48495368170913,1.1137372099257485,15.577268456053929,6.419610747681255e-47,1.078429924903609e-05,2023-05-31,2023-12-02,0.117786818660571,1.0
shm_lz,200,100.0,3.903842065936951,3.4551187094058626,1.1298720519528114,9.812537134712649,1.0191044235261222e-46,1.3941271646901895e-05,2023-05-31,2023-12-02,0.1339613830871313,1.0
shm_lz,200,110.0,2.4455479487315896,2.132372149636382,1.1468673276138084,6.055936904967325,1.65127215770653e-46,1.8232523702996768e-05,2023-05-31,2023-12-02,0.15088336093815458,1.0
shm_lz,200,120.0,1.5025152047774943,1.2895893248101724,1.1651113853618977,3.6624336824608896,2.7304248669100067e-46,2.409380231542197e-05,2023-05-31,2023-12-02,0.16891756512589584,1.0
shm_lz,200,130.0,0.9053470116225895,0.763960593443805,1.1850703025681448,2.169648085380406,4.609042391428513e-46,3.214399046563575e-05,2023-05-31,2023-12-02,0.188491251932768,1.0
shm_lz,200,140.0,0.5347397998101133,0.4428861173710054,1.2073979717051329,1.2577965733336554,7.950411228658437e-46,4.326835996169861e-05,2023-05-31,2023-12-02,0.21019772990723695,1.0
shm_lz,200,150.0,0.3092547226134407,0.25084349303183934,1.2328592576813915,0.7123955202104236,1.4037146102555856e-45,5.874736130655413e-05,2023-05-31,2023-12-02,0.23467456374937842,1.0
shm_lz,200,160.0,0.17491308193027705,0.13858524505974107,1.262133511073822,0.3935820959696646,2.540765980567051e-45,8.040364355059218e-05,2023-05-31,2023-12-02,0.2624149265817014,1.0
shm_lz,200,170.0,0.0967081934588519,0.07463887049955746,1.2956813629625503,0.21197439221874317,4.717550971761098e-45,0.00011071079141574076,2023-05-31,2023-12-02,0.2936179231335885,1.0
shm_lz,200,180.0,0.0523355111842794,0.03925110162610295,1.333351396931876,0.11147312861813237,8.970771811973156e-45,0.00015267990639646422,2023-05-31,2023-12-02,0.32781913988226535,1.0
shm_lz,200,190.0,0.027846502507054182,0.02026932355035277,1.3738249546354269,0.05756487888300186,1.7371703361566294e-44,0.00020902277491715289,2023-05-31,2023-12-02,0.3634702558965724,1.0
shm_lz,200,200.0,0.014698969360583614,0.010390885042335818,1.4146022500196347,0.02951011352023372,3.3886687671138443e-44,0.0002797853956438217,2023-05-31,2023-12-02,0.3982268701878997,1.0
shm_lz,200,210.0,0.007794694550869053,0.005358788742386509,1.4545627613970329,0.015218960028377684,6.570751208593576e-44,0.0003583068958208267,2023-05-31,2023-12-02,0.43169357290409294,1.0
shm_lz,200,220.0,0.004190519738752075,0.0027914659088018536,1.5011896529127666,0.007927763180997263,1.2613898487747287e-43,0.0004289326557037987,2023-05-31,2023-12-02,0.47162632170137736,1.0
shm_lz,200,230.0,0.0022638596853017936,0.0014329832607085141,1.5798228404862642,0.00406967246041218,2.457200204015237e-43,0.0004730503721961233,2023-05-31,2023-12-02,0.5393528211872335,1.0
shm_lz,200,240.0,0.0011772220722881795,0.000675622099490569,1.742426828808332,0.0019187667625532158,5.211680854161479e-43,0.0004807614353815215,2023-05-31,2023-12-02,0.6672897252856699,1.0
shm_lz,200,250.0,0.0005370157422529543,0.0002568786948720609,2.090542162402438,0.000729535493436653,1.3707352267252395e-42,0.0004513647976612443,2023-05-31,2023-12-02,0.8705986108164239,1.0
shm_lz,200,260.0,0.0001775647043781649,6.416955744702378e-05,2.7671174844046003,0.00018224154314954753,5.487223070644213e-42,0.00037341525545497915,2023-05-31,2023-12-02,0.9957585617698089,1.0
shm_lz,200,270.0,2.4546231762892205e-05,6.239992851523726e-06,3.933695494041845,1.772157969832738e-05,5.642837811430452e-41,0.00022096342323810295,2023-05-31,2023-01-01,1.0,0.5753424657534246
shm_lz,200,280.0,2.0334883790960578e-07,3.4678114121232085e-08,5.863895516310763,9.848584410429911e-08,1.0153743505929375e-38,7.684769283381733e-05,2023-05-31,2023-01-01,1.0,0.2876712328767123
shm_lz,200,290.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,300.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,310.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,320.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,330.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,340.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,350.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,360.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,370.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,380.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,390.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,400.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,410.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,420.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,430.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,440.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,450.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,200,460.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,500,0.0,34.56234345786291,35.30741950289345,0.9788974653055716,100.2730713882174,9.97276722609202e-48,7.673425483924112e-06,2023-12-02,2023-05-31,0.022170988146813526,1.0
shm_lz,500,10.0,31.60492251782807,32.02910573721861,0.9867563202397616,90.96266029370084,1.0993521921755513e-47,7.64589409255068e-06,2023-12-02,2023-05-31,0.01375686877166282,1.0
shm_lz,500,20.0,27.717785427466648,27.791400596428385,0.997351152968836,78.9275776938566,1.2669842775091726e-47,7.907358379060461e-06,2023-12-02,2023-05-31,0.0024629205554094454,1.0
shm_lz,500,30.0,23.24845954885765,23.01990531089787,1.0099285481357554,65.37653108294994,1.529600888017746e-47,8.510942239751891e-06,2023-05-31,2023-12-02,0.01086314263112896,1.0
shm_lz,500,40.0,18.647036707125338,18.215250060665536,1.0237046784986066,51.73131017229012,1.9330652880615616e-47,9.534032639335777e-06,2023-05-31,2023-12-02,0.02535233686661333,1.0
shm_lz,500,50.0,14.349456722390912,13.823873930904815,1.0380199352303914,39.259801963769675,2.547134600736996e-47,1.1077840295557116e-05,2023-05-31,2023-12-02,0.04029542237016336,1.0
shm_lz,500,60.0,10.651351543452872,10.12247428730563,1.0522478241125783,28.747826975947987,3.4785237883776573e-47,1.3278053063833766e-05,2023-05-31,2023-12-02,0.05506294595871197,1.0
shm_lz,500,70.0,7.672076674418707,7.196111472079414,1.0661419996321648,20.436956580705534,4.89309646498e-47,1.6318184505373272e-05,2023-05-31,2023-12-02,0.06938261606514197,1.0
shm_lz,500,80.0,5.391784336782312,4.9936548254274635,1.0797270787174937,14.181979704213996,7.051201742327009e-47,2.0447701692590943e-05,2023-05-31,2023-12-02,0.08329146883437166,1.0
shm_lz,500,90.0,3.7132034639705314,3.3969536834965046,1.0930980548867857,9.647348461130072,1.0365542449607568e-46,2.6008331254563092e-05,2023-05-31,2023-12-02,0.09689404806420196,1.0
shm_lz,500,100.0,2.514117176651734,2.272332464258545,1.1064037574590049,6.453424198494267,1.549564958450001e-46,3.3465090467246926e-05,2023-05-31,2023-12-02,0.1103512912910342,1.0
shm_lz,500,110.0,1.6773134825418676,1.4978404334330309,1.1198212073214546,4.253866830949807,2.3508023164343374e-46,4.3455528757279684e-05,2023-05-31,2023-12-02,0.12384154592247096,1.0
shm_lz,500,120.0,1.104559472905705,0.9745034273940684,1.13345878716858,2.767589733799154,3.613252310440066e-46,5.683846162897576e-05,2023-05-31,2023-12-02,0.13747088743267563,1.0
shm_lz,500,130.0,0.7191214836576397,0.6267382851275826,1.1474031517178676,1.7799367297623343,5.6181772266339196e-46,7.474909987186874e-05,2023-05-31,2023-12-02,0.15132065523130844,1.0
shm_lz,500,140.0,0.4636016789431996,0.39906228514887243,1.161727620464686,1.1333368898227976,8.82350172291978e-46,9.866103490792442e-05,2023-05-31,2023-12-02,0.16545924048000563,1.0
shm_lz,500,150.0,0.2964440219066472,0.25197347951645743,1.1764889800130145,0.7156046818267391,1.3974195884902247e-45,0.0001304428198340786,2023-05-31,2023-12-02,0.17992876091919863,1.0
shm_lz,500,160.0,0.18838744097132412,0.15810010005334146,1.191570662559758,0.44900428415148974,2.2271502417616343e-45,0.0001723598326882194,2023-05-31,2023-12-02,0.19459146900939236,1.0
shm_lz,500,170.0,0.11930495288189086,0.09887282825678907,1.2066505528903875,0.2807988322492809,3.5612683713450903e-45,0.00022690509378815214,2023-05-31,2023-12-02,0.20911020142513068,1.0
shm_lz,500,180.0,0.07557488864528096,0.061887038877164666,1.2211747405669928,0.17575919041114765,5.689602903044405e-45,0.0002963688135394977,2023-05-31,2023-12-02,0.22293112213317848,1.0
shm_lz,500,190.0,0.048114429881859655,0.0389781624516209,1.2343945136351298,0.11069798136260334,9.033588396922891e-45,0.0003820277005389446,2023-05-31,2023-12-02,0.23533662632512195,1.0
shm_lz,500,200.0,0.030954379425383795,0.02485134615048767,1.2455815969863009,0.07057782306738498,1.4168756651012577e-44,0.00048302165546061697,2023-05-31,2023-12-02,0.2456754541706037,1.0
shm_lz,500,210.0,0.020229847151959874,0.01612623835733778,1.2544678246526642,0.04579851693483929,2.1834768174322524e-44,0.0005953978321436979,2023-05-31,2023-12-02,0.2537984032605972,1.0
shm_lz,500,220.0,0.013477475499424737,0.010681279579658733,1.261784732710399,0.0303348340062308,3.296540207850154e-44,0.0007122562620733977,2023-05-31,2023-12-02,0.26055782390073173,1.0
shm_lz,500,230.0,0.00915401242917834,0.0072103726001391515,1.2695616352755028,0.02047745818439519,4.883418591288093e-44,0.0008257140970468532,2023-05-31,2023-12-02,0.2680335158852398,1.0
shm_lz,500,240.0,0.006310725015162945,0.004926692419812449,1.280925310008126,0.013991806472267353,7.147039962152588e-44,0.0009301646865684944,2023-05-31,2023-12-02,0.2792590318371355,1.0
shm_lz,500,250.0,0.004376743648633025,0.0033678248848956296,1.2995757790918105,0.009564622673103587,1.0455195507210887e-43,0.0010249570380387928,2023-05-31,2023-12-02,0.29763728867525385,1.0
shm_lz,500,260.0,0.0030161091117151782,0.0022686713894534655,1.3294605493490066,0.006443026746047842,1.5520655732391626e-43,0.0011151768884341358,2023-05-31,2023-12-02,0.32653163924974904,1.0
shm_lz,500,270.0,0.002034855683765933,0.0014798468150793273,1.3750448107406674,0.0042027649548252895,2.3793859774429627e-43,0.001210936793587857,2023-05-31,2023-12-02,0.36931248502166886,1.0
shm_lz,500,280.0,0.001321611601239218,0.000916348998719121,1.4422579203846744,0.0026024311563623034,3.842560820697394e-43,0.001326923542959776,2023-05-31,2023-12-02,0.429730786301113,1.0
shm_lz,500,290.0,0.0008102882740889711,0.0005260820052843771,1.5402318763040839,0.0014940728950076309,6.6931138590456295e-43,0.0014838577324743658,2023-05-31,2023-12-02,0.5122210661001495,1.0
shm_lz,500,300.0,0.00045751392794228404,0.00027164600059829117,1.6842284699006245,0.0007714746416991469,1.2962188851697493e-42,0.0017137033668041305,2023-05-31,2023-12-02,0.6211754697758496,1.0
shm_lz,500,310.0,0.0002298106288027456,0.00012093267997051924,1.900318663729014,0.0003434488111162746,2.911642048635451e-42,0.002072230024586015,2023-05-31,2023-12-02,0.7563319022800993,1.0
shm_lz,500,320.0,9.726377650256646e-05,4.3623319549105213e-05,2.229628040871124,0.0001238902275194588,8.071661663894638e-42,0.0026689070917239595,2023-05-31,2023-12-02,0.897210890712954,1.0
shm_lz,500,330.0,3.1493049944611846e-05,1.1599422836872002e-05,2.7150531873450117,3.294236085671649e-05,3.035605141809725e-41,0.0037385183825174753,2023-05-31,2023-12-02,0.9838160129464607,1.0
shm_lz,500,340.0,6.399650683054838e-06,1.8904740201501651e-06,3.3852095373130267,5.3689462172264685e-06,1.8625628932386432e-40,0.005752755485409046,2023-05-31,2023-12-02,0.9998077614282384,0.7808219178082192
shm_lz,500,350.0,5.211641377347093e-07,1.2261752156097558e-07,4.25032353533213,3.482337612331706e-07,2.8716342621656928e-39,0.008798995715262867,2023-05-31,2023-01-01,1.0,0.5616438356164384
shm_lz,500,360.0,7.504067183908959e-09,1.3958764080253595e-09,5.37588223482077,3.9642889987920204e-09,2.522520432553518e-37,0.013060104711860598,2023-05-31,2023-01-01,1.0,0.3835616438356164
shm_lz,500,370.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,500,380.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,500,390.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,500,400.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,500,410.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,500,420.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,500,430.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,500,440.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,500,450.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,500,460.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0
shm_lz,1000,0.0,17.58757362861763,17.99501796193226,0.9773579368369312,51.105851011887616,1.9567231152601143e-47,9.492763214661244e-06,2023-12-02,2023-05-31,0.023818506991457385,1.0
shm_lz,1000,10.0,16.2095498760455,16.46227455783157,0.9846482525304596,46.752859744241654,2.1389065941001943e-47,9.497440983838132e-06,2023-12-02,2023-05-31,0.01600692288234484,1.0
shm_lz,1000,20.0,14.344285861173205,14.420773965200949,0.9946959778849375,40.95499806117069,2.441704425199563e-47,9.85386685253873e-06,2023-12-02,2023-05-31,0.0052851436624878415,1.0
shm_lz,1000,30.0,12.155315963632209,12.073834361931185,1.0067486101977625,34.28968958788457,2.916328529125343e-47,1.0629565268429998e-05,2023-05-31,2023-12-02,0.007501378899791449,1.0
shm_lz,1000,40.0,9.862022112932078,9.668639350453804,1.0200010317345427,27.4589357552888,3.641801739557195e-47,1.1922277533609418e-05,2023-05-31,2023-12-02,0.021462064046053116,1.0
