tail,v_esc,v0,m_chi_gev,delta_keV,rate_at_event_per_ty,mean_rate_livetime_per_ty,bayes_factor_timing,energy_density_at_event_per_keV,peak_date,fractional_modulation,fraction_of_year_on
sharp,528.0,250.0,1000.0,260.0,0.0041395303518137454,0.003289565102731137,1.258382254960369,0.0011841121325836936,2023-05-31,0.25941674425002714,1.0
sharp,528.0,250.0,1000.0,280.0,0.0021251771341261644,0.0016088363435660797,1.3209405311018678,0.001384272822211783,2023-05-31,0.3198835937333819,1.0
sharp,528.0,250.0,1000.0,300.0,0.0009614792310646815,0.0006673656795750009,1.4407082361157397,0.0016832222332989555,2023-05-31,0.4279194387500695,1.0
sharp,528.0,250.0,1000.0,320.0,0.0003433026348663072,0.00020635280758104382,1.6636683498065667,0.002260983671811857,2023-05-31,0.6026720511844785,1.0
sharp,528.0,250.0,1000.0,340.0,8.077303206784665e-05,3.840726266575094e-05,2.1030666197379047,0.003580385727158363,2023-05-31,0.8431437147738953,1.0
sharp,528.0,250.0,1000.0,360.0,8.214353319393644e-06,2.7648277956015945e-06,2.9710180621235747,0.007075137628171422,2023-05-31,0.9931904962987946,1.0
sharp,528.0,250.0,1000.0,380.0,8.619411470265662e-08,1.9696392977474654e-08,4.3761370318530215,0.013006287956481285,2023-05-31,1.0,0.6027397260273972
sharp,528.0,250.0,1000.0,400.0,4.571373634357969e-12,7.798659071254991e-13,5.861743144032998,0.005465000553106873,2023-05-31,1.0,0.1917808219178082
sharp,528.0,250.0,1000.0,420.0,0.0,0.0,0.0,0.0,,,0.0
sharp,528.0,250.0,1000.0,440.0,0.0,0.0,0.0,0.0,,,0.0
sharp,528.0,250.0,1000.0,460.0,0.0,0.0,0.0,0.0,,,0.0
sharp,528.0,250.0,1000.0,480.0,0.0,0.0,0.0,0.0,,,0.0
sharp,528.0,250.0,10000.0,0.0,1.724255042022595,1.7658697244283614,0.9764338887347777,1.1850798261938384e-05,2023-12-02,0.024778973554928432,1.0
sharp,528.0,250.0,10000.0,20.0,1.449746064926595,1.4632369346537215,0.9907801194682669,1.2345886742490428e-05,2023-12-02,0.009461804924911436,1.0
sharp,528.0,250.0,10000.0,40.0,1.047057655657884,1.0339470229962129,1.0126801783554427,1.4748852135669678e-05,2023-05-31,0.013691839878313334,1.0
sharp,528.0,250.0,10000.0,60.0,0.6547488138246893,0.6311756467652229,1.0373480301090179,2.003040712509948e-05,2023-05-31,0.03948545173442831,1.0
sharp,528.0,250.0,10000.0,80.0,0.36655723986678035,0.34536750567617736,1.0613541628623013,2.9884544379990752e-05,2023-05-31,0.0643159339661287,1.0
sharp,528.0,250.0,10000.0,100.0,0.19018152614823874,0.17536308508750476,1.084501484752847,4.728075080573401e-05,2023-05-31,0.08799974103611231,1.0
sharp,528.0,250.0,10000.0,120.0,0.09354342134533497,0.08446457900589509,1.1074869779296033,7.747576061088118e-05,2023-05-31,0.11127826376711006,1.0
sharp,528.0,250.0,10000.0,140.0,0.04428861550273766,0.039177601096346645,1.1304575641020456,0.00012937365733375918,2023-05-31,0.1342902599655064,1.0
sharp,528.0,250.0,10000.0,160.0,0.02050351803841663,0.0177829767176968,1.152985710092758,0.00021646565256311828,2023-05-31,0.15659042306007986,1.0
sharp,528.0,250.0,10000.0,180.0,0.009473069888225476,0.008075048031942481,1.1731286118364668,0.0003550484976480392,2023-05-31,0.17620817280993664,1.0
sharp,528.0,250.0,10000.0,200.0,0.004498596501554474,0.0037880555118935777,1.1875740699759993,0.0005532365502411057,2023-05-31,0.18995838134937498,1.0
sharp,528.0,250.0,10000.0,220.0,0.002264749203479728,0.0018949480704033878,1.195151064481476,0.0007919446760210585,2023-05-31,0.19702905406990098,1.0
sharp,528.0,250.0,10000.0,240.0,0.0012218720092290183,0.0010168393032310083,1.2016372747852275,0.0010264553296260074,2023-05-31,0.20352788898985955,1.0
sharp,528.0,250.0,10000.0,260.0,0.0006885609735259902,0.0005652183614611939,1.2182211698606764,0.0012293343485725596,2023-05-31,0.22045281241582235,1.0
sharp,528.0,250.0,10000.0,280.0,0.0003843857184912745,0.00030617584048446626,1.2554410494409216,0.00142278881068837,2023-05-31,0.25737848793180973,1.0
sharp,528.0,250.0,10000.0,300.0,0.00020000686061165857,0.0001511728458719038,1.3230343019482098,0.001669329514052692,2023-05-31,0.3217564719833054,1.0
sharp,528.0,250.0,10000.0,320.0,9.102568713741246e-05,6.337653457430489e-05,1.4362679775539118,0.0020693320395224887,2023-05-31,0.4227478632496656,1.0
sharp,528.0,250.0,10000.0,340.0,3.349028855832938e-05,2.05813832225636e-05,1.6272127191924397,0.002812873115932789,2023-05-31,0.5732181582642202,1.0
sharp,528.0,250.0,10000.0,360.0,8.774708732513237e-06,4.458921973046952e-06,1.9678991436840827,0.004350373399072738,2023-05-31,0.7776244312105154,1.0
sharp,528.0,250.0,10000.0,380.0,1.2574309664288705e-06,4.826918580826281e-07,2.605038691606895,0.007777173232500525,2023-05-31,0.9628260156108132,1.0
sharp,528.0,250.0,10000.0,400.0,4.69929839573009e-08,1.2746650064029832e-08,3.6866928739113867,0.013232091932125805,2023-05-31,0.9986432126262188,0.863013698630137
sharp,528.0,250.0,10000.0,420.0,1.32395857566906e-10,3.295793289593968e-11,4.017116546263033,0.008428728711312438,2023-05-31,1.0,0.5205479452054794
sharp,528.0,250.0,10000.0,440.0,0.0,0.0,0.0,0.0,,,0.0
sharp,528.0,250.0,10000.0,460.0,0.0,0.0,0.0,0.0,,,0.0
sharp,528.0,250.0,10000.0,480.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,200.0,0.0,84.72947238767549,86.02076955811837,0.9849885419872878,2.396905842719428e-06,2023-12-02,0.015676545408602763,1.0
sharp,544.0,220.0,200.0,20.0,61.53061567648849,60.820377453295585,1.0116776358998807,2.3947422409821263e-06,2023-05-31,0.012802777049029164,1.0
sharp,544.0,220.0,200.0,40.0,35.602251835091586,34.00095758614959,1.0470955632612622,2.9252128793546444e-06,2023-05-31,0.049980296990561085,1.0
sharp,544.0,220.0,200.0,60.0,16.812330699039524,15.512173265453901,1.0838152985617504,4.257940472486814e-06,2023-05-31,0.08781607114983554,1.0
sharp,544.0,220.0,200.0,80.0,6.879962110437241,6.147892603206925,1.1190764957163446,6.9398811561549444e-06,2023-05-31,0.1234894117234838,1.0
sharp,544.0,220.0,200.0,100.0,2.548860598625323,2.207658349189586,1.154553918889211,1.2082879674483672e-05,2023-05-31,0.1587931694493311,1.0
sharp,544.0,220.0,200.0,120.0,0.8701047143123178,0.7289778099280008,1.1935956108159942,2.196668848005431e-05,2023-05-31,0.19703219007127962,1.0
sharp,544.0,220.0,200.0,140.0,0.27416155046576796,0.22091634019640005,1.2410197915737315,4.1287043601288846e-05,2023-05-31,0.24264983324483158,1.0
sharp,544.0,220.0,200.0,160.0,0.07906839131619349,0.06062982291947259,1.3041171408534489,7.978578056394177e-05,2023-05-31,0.3017186632790768,1.0
sharp,544.0,220.0,200.0,180.0,0.020764254954842444,0.014952685366182637,1.3886639387065147,0.00015539662354187872,2023-05-31,0.37723601392249606,1.0
sharp,544.0,220.0,200.0,200.0,0.0051360679855003335,0.00345292751077703,1.4874531740009038,0.0002804963203178266,2023-05-31,0.4595558213913767,1.0
sharp,544.0,220.0,200.0,220.0,0.0012881173999088093,0.0007924469570431672,1.625493527939235,0.0003871537196523137,2023-05-31,0.5725730002115126,1.0
sharp,544.0,220.0,200.0,240.0,0.0002665503704256918,0.0001225899620511919,2.174324601833093,0.0003383032416902327,2023-05-31,0.903485619184559,1.0
sharp,544.0,220.0,200.0,260.0,7.5325731622330225e-06,1.790330688945952e-06,4.2073641527464325,9.23219370946008e-05,2023-05-31,1.0,0.5205479452054794
sharp,544.0,220.0,200.0,280.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,200.0,300.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,200.0,320.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,200.0,340.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,200.0,360.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,200.0,380.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,200.0,400.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,200.0,420.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,200.0,440.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,200.0,460.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,200.0,480.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,1000.0,0.0,18.61706899590572,19.05698110769036,0.9769159601251263,8.255116563552745e-06,2023-12-02,0.024332853749988333,1.0
sharp,544.0,220.0,1000.0,20.0,14.688849665937683,14.713171782119833,0.998346915502495,8.592501900374146e-06,2023-01-06,0.001370650649402105,1.0
sharp,544.0,220.0,1000.0,40.0,9.478925436027419,9.213224412292004,1.0288390917061485,1.0708004333808272e-05,2023-05-31,0.03089268463952986,1.0
sharp,544.0,220.0,1000.0,60.0,5.10565615250377,4.813753663948188,1.060639265931229,1.564288287525476e-05,2023-05-31,0.06396485277741462,1.0
sharp,544.0,220.0,1000.0,80.0,2.4293468756076066,2.227758125048631,1.0904895142306237,2.5291519844756352e-05,2023-05-31,0.09454842459590378,1.0
sharp,544.0,220.0,1000.0,100.0,1.0682522753405779,0.9549507863672039,1.1186464167482308,4.322374808883087e-05,2023-05-31,0.1229824133658014,1.0
sharp,544.0,220.0,1000.0,120.0,0.445778501820751,0.38898024626606453,1.1460183546591622,7.59707163473866e-05,2023-05-31,0.15025379152106863,1.0
sharp,544.0,220.0,1000.0,140.0,0.18000362560661712,0.1534580932851544,1.1729822895175432,0.00013452940310275475,2023-05-31,0.17676909054225884,1.0
sharp,544.0,220.0,1000.0,160.0,0.07181218411697368,0.059885098353230214,1.199166171413662,0.00023474349562940876,2023-05-31,0.2021632015584567,1.0
sharp,544.0,220.0,1000.0,180.0,0.029083591347083514,0.02378977511450505,1.2225248539382252,0.0003920793221596104,2023-05-31,0.224425698533728,1.0
sharp,544.0,220.0,1000.0,200.0,0.012353154695644963,0.009960163456224245,1.2402562216913524,0.0006050971223531639,2023-05-31,0.24097262557480015,1.0
sharp,544.0,220.0,1000.0,220.0,0.005625163142220746,0.004487302672877834,1.2535733718655466,0.0008406342187102966,2023-05-31,0.253400903245341,1.0
sharp,544.0,220.0,1000.0,240.0,0.0027134713132117554,0.002132610682669069,1.272370684093034,0.0010570332192670194,2023-05-31,0.2716519561678644,1.0
sharp,544.0,220.0,1000.0,260.0,0.0013167979703415595,0.0010030366276368068,1.312811450808119,0.0012532552077033174,2023-05-31,0.3107747579865033,1.0
sharp,544.0,220.0,1000.0,280.0,0.0005952669307597569,0.00042669566771001916,1.3950620449333884,0.0014850590331424852,2023-05-31,0.38702699270926194,1.0
sharp,544.0,220.0,1000.0,300.0,0.00022764057374381324,0.00014658436568771696,1.5529662571844685,0.0018695617388020385,2023-05-31,0.5205469836968752,1.0
sharp,544.0,220.0,1000.0,320.0,6.38862492963265e-05,3.42664354117596e-05,1.8643972893195053,0.0026724450576707604,2023-05-31,0.7317374302110602,1.0
sharp,544.0,220.0,1000.0,340.0,9.882567270358525e-06,3.9376740282784085e-06,2.509747429418195,0.004707862984377476,2023-05-31,0.9563503987790829,1.0
sharp,544.0,220.0,1000.0,360.0,3.620616517608061e-07,9.7715425459526e-08,3.705266083201705,0.010016509392390975,2023-05-31,0.9999068659717506,0.7123287671232876
sharp,544.0,220.0,1000.0,380.0,2.1864720465441691e-10,4.477489636073215e-11,4.8832542881365955,0.010422426371091916,2023-05-31,1.0,0.410958904109589
sharp,544.0,220.0,1000.0,400.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,1000.0,420.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,1000.0,440.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,1000.0,460.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,1000.0,480.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,10000.0,0.0,1.8926210471418279,1.940472920691285,0.975340097231344,1.005235522040005e-05,2023-12-02,0.026026889842757195,1.0
sharp,544.0,220.0,10000.0,20.0,1.5196735916058364,1.5265108396294038,0.9955209960872421,1.0537398141814137e-05,2023-12-02,0.004369145220532892,1.0
sharp,544.0,220.0,10000.0,40.0,1.0033832368497786,0.9790244701211495,1.0248806515792346,1.3167244767992134e-05,2023-05-31,0.02672837218495508,1.0
sharp,544.0,220.0,10000.0,60.0,0.5555643073713201,0.5263200630968977,1.0555636129513049,1.921674245037633e-05,2023-05-31,0.058705789806853016,1.0
sharp,544.0,220.0,10000.0,80.0,0.2727640392025642,0.2515667761304057,1.0842609799203786,3.095345221677349e-05,2023-05-31,0.08818349610270045,1.0
sharp,544.0,220.0,10000.0,100.0,0.1242365510223135,0.11182368661518405,1.111003891776932,5.2555624459581606e-05,2023-05-31,0.11527762437160631,1.0
sharp,544.0,220.0,10000.0,120.0,0.053959428187713446,0.04748232457467586,1.1364108364756023,9.143543158249009e-05,2023-05-31,0.1406854658537087,1.0
sharp,544.0,220.0,10000.0,140.0,0.022827875700615487,0.019670727863288766,1.1604997974283842,0.00015943703874489196,2023-05-31,0.16447596583289817,1.0
sharp,544.0,220.0,10000.0,160.0,0.009623309190136561,0.008137372394327495,1.1826064635858256,0.00027209261865043734,2023-05-31,0.1860351686650094,1.0
sharp,544.0,220.0,10000.0,180.0,0.00415393661293444,0.0034584894661341264,1.201084072572781,0.0004416931644817359,2023-05-31,0.2037914490331647,1.0
sharp,544.0,220.0,10000.0,200.0,0.001888232155717266,0.0015546813993842397,1.2145460519854006,0.0006620076424074211,2023-05-31,0.2165185561373436,1.0
sharp,544.0,220.0,10000.0,220.0,0.0009171979013278312,0.0007488513057420541,1.2248064392689528,0.0009005679661664866,2023-05-31,0.2262247017203557,1.0
sharp,544.0,220.0,10000.0,240.0,0.0004700674267480449,0.00037958687124314453,1.2383658718452963,0.001122004718018925,2023-05-31,0.23943683093894122,1.0
sharp,544.0,220.0,10000.0,260.0,0.00024457660879168084,0.0001934561396167297,1.2642483680085301,0.0013228850401874755,2023-05-31,0.26476960158874213,1.0
sharp,544.0,220.0,10000.0,280.0,0.00012270049692903628,9.349859006568076e-05,1.3123245692030416,0.0015395356377076374,2023-05-31,0.3108127852661851,1.0
sharp,544.0,220.0,10000.0,300.0,5.604515677514075e-05,4.015054303951965e-05,1.3958754361049674,0.0018429479900556856,2023-05-31,0.38729083453388846,1.0
sharp,544.0,220.0,10000.0,320.0,2.174949365261122e-05,1.4131543559677253e-05,1.5390741684207039,0.002360824901322345,2023-05-31,0.5074798546013474,1.0
sharp,544.0,220.0,10000.0,340.0,6.47181526645906e-06,3.6081698299209084e-06,1.7936559451252114,0.003374579164206557,2023-05-31,0.6853422133597569,1.0
sharp,544.0,220.0,10000.0,360.0,1.2183203485950732e-06,5.35832874435895e-07,2.2736946662290474,0.0056156860395324545,2023-05-31,0.8975265184643635,1.0
sharp,544.0,220.0,10000.0,380.0,9.047426600344814e-08,2.8689279195809224e-08,3.1535914648097587,0.01048538146135047,2023-05-31,0.9962249989391501,1.0
sharp,544.0,220.0,10000.0,400.0,6.048771521243697e-10,1.4368216011540583e-10,4.209827800741102,0.013879545826087301,2023-05-31,1.0,0.6712328767123288
sharp,544.0,220.0,10000.0,420.0,1.4397491950177915e-13,2.4106238386266585e-14,5.972517038734762,0.005115052236018983,2023-05-31,1.0,0.2328767123287671
sharp,544.0,220.0,10000.0,440.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,10000.0,460.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,220.0,10000.0,480.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,200.0,0.0,81.06421361485646,82.37838372221792,0.9840471486817115,3.3405295171274406e-06,2023-12-02,0.016669366718902526,1.0
sharp,544.0,238.0,200.0,20.0,61.65475165603461,61.30436723866365,1.005715488686261,3.346493084506606e-06,2023-05-31,0.006402741641502416,1.0
sharp,544.0,238.0,200.0,40.0,38.72823154728433,37.40878669949787,1.03527098749247,3.968296924604862e-06,2023-05-31,0.037449122464264364,1.0
sharp,544.0,238.0,200.0,60.0,20.361451785545686,19.08445680914197,1.0669128280241125,5.487645383456693e-06,2023-05-31,0.07021306316604276,1.0
sharp,544.0,238.0,200.0,80.0,9.358913505006345,8.523089783110647,1.0980658121837419,8.455031564599134e-06,2023-05-31,0.10197690869157088,1.0
sharp,544.0,238.0,200.0,100.0,3.9039139710263857,3.4551823494342306,1.1298720519528103,1.3941271646901908e-05,2023-05-31,0.13396138308713051,1.0
sharp,544.0,238.0,200.0,120.0,1.5025428796906584,1.289613077829423,1.1651113853618966,2.409380231542198e-05,2023-05-31,0.16891756512589484,1.0
sharp,544.0,238.0,200.0,140.0,0.5347496492129538,0.4428942749156359,1.2073979717051317,4.326835996169864e-05,2023-05-31,0.21019772990723593,1.0
sharp,544.0,238.0,200.0,160.0,0.17491630366429917,0.13858779766926613,1.262133511073821,8.04036435505922e-05,2023-05-31,0.26241492658170007,1.0
sharp,544.0,238.0,200.0,180.0,0.05233647515504185,0.03925182459438027,1.3333513969318747,0.00015267990639646425,2023-05-31,0.3278191398822639,1.0
sharp,544.0,238.0,200.0,200.0,0.014699240101737778,0.010391076432639472,1.414602250019633,0.00027978539564382175,2023-05-31,0.39822687018789804,1.0
sharp,544.0,238.0,200.0,220.0,0.00419059692417391,0.0027915173249714823,1.501189652912765,0.0004289326557037988,2023-05-31,0.4716263217013754,1.0
sharp,544.0,238.0,200.0,240.0,0.001177243755608605,0.0006756345438125157,1.742426828808331,0.0004807614353815215,2023-05-31,0.6672897252856678,1.0
sharp,544.0,238.0,200.0,260.0,0.0001775679749525722,6.41707393897587e-05,2.767117484404599,0.0003734152554549792,2023-05-31,0.9957585617698088,1.0
sharp,544.0,238.0,200.0,280.0,2.033525834034393e-07,3.4678752859392014e-08,5.863895516310804,7.684769283381806e-05,2023-05-31,1.0,0.2876712328767123
sharp,544.0,238.0,200.0,300.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,200.0,320.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,200.0,340.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,200.0,360.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,200.0,380.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,200.0,400.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,200.0,420.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,200.0,440.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,200.0,460.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,200.0,480.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,1000.0,0.0,17.587897575138346,17.995349413193363,0.9773579368369312,9.49276321466124e-06,2023-12-02,0.02381850699145738,1.0
sharp,544.0,238.0,1000.0,20.0,14.344550069391744,14.421039582258224,0.9946959778849381,9.85386685253873e-06,2023-12-02,0.005285143662487707,1.0
sharp,544.0,238.0,1000.0,40.0,9.862203762079258,9.668817437672862,1.0200010317345427,1.1922277533609428e-05,2023-05-31,0.021462064046053126,1.0
sharp,544.0,238.0,1000.0,60.0,5.782275026908868,5.520177140879526,1.0474799774247068,1.6607325798086282e-05,2023-05-31,0.050111904342345255,1.0
sharp,544.0,238.0,1000.0,80.0,3.0164980126352066,2.809102288033448,1.0738298941570223,2.550662006805819e-05,2023-05-31,0.07724663828145573,1.0
sharp,544.0,238.0,1000.0,100.0,1.455565213760263,1.3243886328208034,1.0990468943093146,4.1516396036197645e-05,2023-05-31,0.10289875536348717,1.0
sharp,544.0,238.0,1000.0,120.0,0.6652968323297186,0.5919028128645518,1.123996740461448,6.98671416172438e-05,2023-05-31,0.12799105783582185,1.0
sharp,544.0,238.0,1000.0,140.0,0.2926659483611376,0.25469585014983226,1.1490801604697065,0.00011951632263159197,2023-05-31,0.15292592218500034,1.0
sharp,544.0,238.0,1000.0,160.0,0.12592830728499144,0.10725409691377627,1.174111860605453,0.00020420976078220105,2023-05-31,0.17749709330044727,1.0
sharp,544.0,238.0,1000.0,180.0,0.05414663137797336,0.045224769164770376,1.1972782255824763,0.00034052523067658644,2023-05-31,0.1998627682184164,1.0
sharp,544.0,238.0,1000.0,200.0,0.023991032080210035,0.019743635542955457,1.2151273775295175,0.0005361090861925015,2023-05-31,0.21671530982573883,1.0
sharp,544.0,238.0,1000.0,220.0,0.011298304664523473,0.009212575403057265,1.2264002377417766,0.0007698537953563697,2023-05-31,0.22721344330639345,1.0
sharp,544.0,238.0,1000.0,240.0,0.0056951777317196615,0.004600023952322555,1.2380756688982375,0.0009960915291821588,2023-05-31,0.23866808943808737,1.0
sharp,544.0,238.0,1000.0,260.0,0.002968020650949157,0.0023472379524148686,1.2644736967956824,0.001192495284604834,2023-05-31,0.26491648140730384,1.0
sharp,544.0,238.0,1000.0,280.0,0.0014965434071901212,0.0011324998352589218,1.3214513244039179,0.0013928903083300316,2023-05-31,0.3197863641165934,1.0
sharp,544.0,238.0,1000.0,300.0,0.0006734624988693997,0.00047122377485510504,1.4291776748244087,0.0016815506061544693,2023-05-31,0.41740794326619246,1.0
sharp,544.0,238.0,1000.0,320.0,0.00024478166452150137,0.0001503756200919261,1.6278015304067501,0.002218128424077491,2023-05-31,0.5765578154671966,1.0
sharp,544.0,238.0,1000.0,340.0,6.12405745016007e-05,3.040922631284644e-05,2.0138813750657474,0.003398376655653562,2023-05-31,0.8051780633528546,1.0
sharp,544.0,238.0,1000.0,360.0,7.398823091894063e-06,2.657278833393106e-06,2.7843608276691203,0.006432720030874246,2023-05-31,0.9843008757805652,1.0
sharp,544.0,238.0,1000.0,380.0,1.3815778439677765e-07,3.367318989274205e-08,4.102901591350462,0.01236877777024496,2023-05-31,0.9999998669934449,0.6575342465753424
sharp,544.0,238.0,1000.0,400.0,5.903403955266044e-11,1.0551025548393538e-11,5.595099668927325,0.006780491063721569,2023-05-31,1.0,0.3150684931506849
sharp,544.0,238.0,1000.0,420.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,1000.0,440.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,1000.0,460.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,1000.0,480.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,10000.0,0.0,1.7839014843538825,1.8276517590627845,0.9760620290534248,1.121179011388482e-05,2023-12-02,0.025206434103872025,1.0
sharp,544.0,238.0,10000.0,20.0,1.4766519776685478,1.4879947964337037,0.9923771112692454,1.1705295410420964e-05,2023-12-02,0.007753005651261935,1.0
sharp,544.0,238.0,10000.0,40.0,1.0347265283526303,1.0176968940451208,1.0167335032730822,1.4197447352467907e-05,2023-05-31,0.018023150507101154,1.0
sharp,544.0,238.0,10000.0,60.0,0.6206642419703311,0.5949340256198048,1.0432488565832496,1.9769064860338244e-05,2023-05-31,0.045708136543924055,1.0
sharp,544.0,238.0,10000.0,80.0,0.33237961058311427,0.31103812488091226,1.0686137292988538,3.0277730454079386e-05,2023-05-31,0.0718842665495302,1.0
sharp,544.0,238.0,10000.0,100.0,0.16520490805256344,0.15120417974957928,1.0925948497334652,4.902640114564951e-05,2023-05-31,0.09634090903389919,1.0
sharp,544.0,238.0,10000.0,120.0,0.07810730393082851,0.06999904469013066,1.11583385568462,8.182625915063914e-05,2023-05-31,0.11978051912366604,1.0
sharp,544.0,238.0,10000.0,140.0,0.03574104831652081,0.03139433261575798,1.138455426142139,0.00013823065525197823,2023-05-31,0.14234546498381967,1.0
sharp,544.0,238.0,10000.0,160.0,0.016113705370720856,0.01389121666771615,1.1599923718827219,0.00023194014259475437,2023-05-31,0.16358081356565687,1.0
sharp,544.0,238.0,10000.0,180.0,0.0073178014270981456,0.0062077831938951705,1.178810728166954,0.0003776203065926352,2023-05-31,0.18186656553461428,1.0
sharp,544.0,238.0,10000.0,200.0,0.0034423626690989906,0.0028865535603477747,1.1925511157618192,0.000579157017687304,2023-05-31,0.19496799241129756,1.0
sharp,544.0,238.0,10000.0,220.0,0.0017189813926489629,0.0014312579150486935,1.201028392280004,0.0008146640227296636,2023-05-31,0.20295778959841648,1.0
sharp,544.0,238.0,10000.0,240.0,0.0009144014799335725,0.0007561164324436415,1.2093395153156246,0.001044009938990458,2023-05-31,0.21113249975525786,1.0
sharp,544.0,238.0,10000.0,260.0,0.0005044992958100258,0.00041135574861574976,1.2264306442968471,0.001246013536166443,2023-05-31,0.2282667631566612,1.0
sharp,544.0,238.0,10000.0,280.0,0.0002753883426507035,0.00021834446631093605,1.2612563409714879,0.0014413842562182345,2023-05-31,0.26254464082106427,1.0
sharp,544.0,238.0,10000.0,300.0,0.00014095557076385605,0.00010654518114252698,1.322965236459618,0.0016854788110781287,2023-05-31,0.32120773139818676,1.0
sharp,544.0,238.0,10000.0,320.0,6.387369908313564e-05,4.4802280324751566e-05,1.425679644432023,0.0020685609777345935,2023-05-31,0.41328175981680987,1.0
sharp,544.0,238.0,10000.0,340.0,2.3844965254432438e-05,1.4924575957801957e-05,1.597698006419222,0.0027597878080142476,2023-05-31,0.5514391412071405,1.0
sharp,544.0,238.0,10000.0,360.0,6.543907200719861e-06,3.4420732216340298e-06,1.901152816735642,0.004149483452529058,2023-05-31,0.7440794876736508,1.0
sharp,544.0,238.0,10000.0,380.0,1.051125596984141e-06,4.260647016047571e-07,2.4670562781312673,0.007194676468633362,2023-05-31,0.9409574801207539,1.0
sharp,544.0,238.0,10000.0,400.0,5.404154846910018e-08,1.563587922420788e-08,3.45625261580632,0.012572688284319532,2023-05-31,0.9979656357783994,1.0
sharp,544.0,238.0,10000.0,420.0,2.034270617665702e-10,5.127363985987212e-11,3.967478461106419,0.011039239743524219,2023-05-31,1.0,0.6027397260273972
sharp,544.0,238.0,10000.0,440.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,10000.0,460.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,238.0,10000.0,480.0,0.0,0.0,0.0,0.0,,,0.0
sharp,544.0,250.0,200.0,0.0,78.7943773581229,80.10603647370212,0.9836259641180747,3.988234108053618e-06,2023-12-02,0.017107014179318633,1.0
sharp,544.0,250.0,200.0,20.0,61.42740137304232,61.26397946900381,1.0026675038979667,4.001278156235809e-06,2023-05-31,0.0031389933505893194,1.0
sharp,544.0,250.0,200.0,40.0,40.31582121450706,39.17336002877664,1.0291642377598238,4.670717236902469e-06,2023-05-31,0.030979006472027136,1.0
sharp,544.0,250.0,200.0,60.0,22.467358379066514,21.23485098072493,1.05804172581481,6.280218587071086e-06,2023-05-31,0.060947421222283034,1.0
sharp,544.0,250.0,200.0,80.0,11.006048980360767,10.12567214606429,1.0869450266211382,9.377519857803522e-06,2023-05-31,0.09052955359233751,1.0
sharp,544.0,250.0,200.0,100.0,4.900080225168327,4.38803175381753,1.1166920615160365,1.4999613670914183e-05,2023-05-31,0.1205959722655937,1.0
sharp,544.0,250.0,200.0,120.0,2.015083314853458,1.7526773299563063,1.1497172242786375,2.519346815136618e-05,2023-05-31,0.1535608493410962,1.0
sharp,544.0,250.0,200.0,140.0,0.7673881510057794,0.645395847747514,1.189019349417925,4.407420504486218e-05,2023-05-31,0.19221048141316738,1.0
sharp,544.0,250.0,200.0,160.0,0.2694043382571466,0.21742530062220583,1.2390661872661204,7.99885025245347e-05,2023-05-31,0.24041810595373472,1.0
