n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,glint_max_brighten,glint_sigma,glint_events,glint_score,is_glint,resists_mundane,is_candidate,shared_epoch_frac,rejected_shared_epoch
573,0.25291751963971854,13,0.02268760907504363,0.8454530928548653,0.1489235076069573,0.04180076062809006,0.6152599023756965,1,0.0,0.18138241054299564,571216400006149,149.3271876,21.1379075,,,,unknown,0.0016391562313736571,0.6917201863547819,0.012221785424239056,0.021388124492418347,False,0.3993730959406787,8.933251715786247,1,0.3497221377266693,False,False,False,0.9090909090909091,
92,0.19685264766024146,4,0.043478260869565216,0.8540817465719647,0.14156404777772671,0.16567151801316968,0.6131645459592631,1,0.0,0.19685264766024146,1616206400004113,150.01682985000002,21.1337176,,,,unknown,0.0033445812729142616,0.9378252229159534,0.022604757590856558,0.03955832578399897,False,0.1661451758061181,3.607188554151496,0,0.0,False,False,False,0.875,
91,0.32830623032480555,3,0.03296703296703297,0.9153763467696436,0.23817174072511624,0.19837406266151558,0.6104877812015453,1,0.0,0.21558942492597521,1616206400003856,150.0076148,21.1623481,,,,unknown,0.007526468632442029,3.371634373268585,0.05086859055722016,0.22291745000328872,False,0.24550019538073964,4.834142601688868,0,0.0,False,False,False,0.8571428571428571,
548,0.38654949544355655,114,0.20802919708029197,0.8333903499871173,0.333206853523679,0.08098781507667434,0.6071322269055691,18,0.05398282176048524,0.3141004340957221,571216400006839,149.2049924,21.06923565,,,,unknown,-0.0012761025633911227,0.3354851548892779,-0.009514804879836036,0.0,False,0.7629014703853965,16.76949677273306,18,0.0,False,False,False,1.0,
86,0.7261546568346013,6,0.06976744186046512,1.2961344560267625,0.5018423676752932,0.2772038851354185,0.6046069018209802,1,0.0,0.7261546568346013,1616206400004004,150.17219195,21.1433464,,,,unknown,0.0005541154550476336,0.18376647191726772,0.003745059413753281,0.11072052064073488,False,0.6460003377839514,9.819122045342027,1,0.4619694393382469,False,False,False,0.9333333333333333,
85,0.8270572438295789,62,0.7294117647058823,0.6933542158563173,0.10948742352981485,0.24341586216877756,0.5969752413493667,8,0.19898474083996695,0.8270572438295789,571216400027184,149.1579201,21.0713011,,,,unknown,0.09213657142336457,1.2617552701558856,0.6821937951582152,0.4352272727272727,False,6.881372968220306,123.23298740859461,30,0.0,False,False,False,0.9841269841269841,
580,0.21207257684237346,10,0.017241379310344827,0.9208112917800569,0.4089348319932157,0.04572817637991282,0.5967912778696505,1,0.0,0.17375429299277545,571216400006305,150.01684445,21.1337284,18.533782958984375,0.7410984039306641,0.1211730553098848,unknown,0.005287934638234974,4.176839110591378,0.03942754651110733,0.18397866857508138,False,0.5200559720938438,14.535934873768543,1,0.52319495272394,True,False,False,0.9166666666666666,
573,0.23173689706752254,40,0.06980802792321117,0.7270412807010698,78.25856994850562,0.0645261186780615,0.5949321025860667,4,0.04857002060350496,0.22834727177462,571216400006243,150.0211317,21.1389117,,,,unknown,0.0063663440394802154,1.9127176995958934,0.04746834545270235,0.10390293787556243,False,0.6407546358398193,13.824153504805942,16,0.0,False,False,False,0.986013986013986,
87,0.3121077002416617,3,0.034482758620689655,0.9116835838889239,0.11140639384683536,0.25081208491927054,0.5947563745242188,1,0.0,0.3121077002416617,1616206300004055,148.9462063,21.1514734,,,,unknown,0.0022230271510142495,0.7429169601000155,0.015024622320117647,0.23462642239353923,False,0.35087287093618924,5.968838798336819,1,0.24521999752578208,False,False,False,0.9,
92,0.2726924096376193,4,0.043478260869565216,1.1445167428437963,0.19213655975914382,0.23947204411075568,0.5934296399353756,1,0.004466583800675187,0.2726924096376193,1616206400005168,150.1549845,21.02383505,,,,unknown,0.005206573259095574,1.2723923286725884,0.03518925593287818,0.16574786454920346,False,0.2451052375770444,4.6069346791547385,0,0.0,False,False,False,0.8421052631578947,
383,0.554034318124671,47,0.1227154046997389,0.8832650839476549,0.19374290069791772,0.07573644568445219,0.5872790662946643,4,0.1251836749549193,0.5488097356485251,571216400006799,149.2977322,21.0742746,,,,unknown,-0.008121786617933112,1.3736197848724407,-0.060557213159998714,0.0,False,1.5100600988411044,16.60302212363796,19,0.0,False,False,False,1.0,
575,0.2775895027934814,15,0.02608695652173913,0.9394441055648697,0.5675400083221381,0.029158337045553553,0.5829112605906158,1,0.0,0.16543768898718314,571216400007138,149.2916377,21.0417532,,,,unknown,0.0017031618070446532,1.2760876142577653,0.012699001776165817,0.08472325310829017,False,0.34404843649456596,7.117081508977772,1,0.27645514397065424,False,False,False,0.9315068493150684,
74,0.380296255985225,3,0.04054054054054054,1.036624455485504,0.22633357333778228,0.3012290614650533,0.5818287488896142,1,0.0,0.380296255985225,1616206400005251,150.0257106,21.0188967,,,,unknown,-0.009223647296108906,1.8602555693113743,-0.06227560695202899,0.0,False,0.34877777162497536,3.738065915734466,0,0.0,False,False,False,1.0,
87,0.5091846687671824,31,0.3563218390804598,0.7275150731727612,0.4160020871921603,0.3130761671704569,0.5760771498488629,7,0.07752227696287459,0.34074796357531445,1616205300010838,150.8167702,21.0784472,,,,unknown,0.006336343755074583,0.6554682262863287,0.04282501532515984,0.07494377681902971,False,0.755435027873244,17.311475081561642,4,0.504401588443628,True,False,False,0.9705882352941176,
574,0.4512839393103478,153,0.2665505226480836,0.8385981444407181,0.3332094288466785,0.07182196115739661,0.5749174405453026,24,0.04879770465487374,0.2511723501422669,571216400013172,149.21532935,21.177733,,,,unknown,0.0006954595149143514,0.18026903642902062,0.005185438975098635,0.02990785153975594,False,0.6448238702807507,19.180001019716155,13,0.0,False,False,False,1.0,
