kepoi_name,kepler_name,kepid,tic_id,tic_route,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_impact,koi_dor,koi_steff,koi_slogg,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_count,ra,dec,shard,lc_status,lc_route,not_measured_reason,n_products,product_authors,product_sectors,ld_band_ratio,ld_note,koi_depth_in_tess_band_ppm,koi_depth_in_tess_band_err_ppm,t0_btjd_nominal,t0_btjd_used,n_epochs_propagated,ephemeris_sigma_minutes,epoch_offset_minutes,epoch_offset_sigma,epoch_search_halfwidth_minutes,epoch_search_n_trials,epoch_search_snr_best,epoch_search_snr_nominal,depth_at_nominal_ephemeris_ppm,depth_at_best_offset_ppm,ephemeris_recovered,pdc_status,pdc_flux_column,pdc_primary_author,pdc_depth_ppm,pdc_depth_err_ppm,pdc_depth_err_method,pdc_total_err_ppm,pdc_depth_reduction_spread_ppm,pdc_depth_reduction_spread_status,pdc_n_members,pdc_n_members_measured,pdc_ensemble_members,pdc_n_transits,pdc_n_sectors,pdc_n_sectors_measured,pdc_sector_list,pdc_authors,pdc_exptimes_s,pdc_smeared,pdc_depth_is_lower_bound,pdc_oot_scatter_ppm,pdc_odd_even_diff_ppm,pdc_odd_even_sigma,pdc_sector_scatter_chi2_per_dof,pdc_n_sectors_dropped_duplicate,pdc_flags,pdc_ln_ratio,pdc_sigma_ln,pdc_z,pdc_z_lin,pdc_z_method,pdc_ratio,pdc_measured_snr,pdc_expected_snr,pdc_sigma_ln_expected,pdc_detectable_ln_ratio,pdc_detectable_depth_change_ppm,pdc_comparison_status,pdc_z_pop,sap_status,sap_flux_column,sap_primary_author,sap_depth_ppm,sap_depth_err_ppm,sap_depth_err_method,sap_total_err_ppm,sap_depth_reduction_spread_ppm,sap_depth_reduction_spread_status,sap_n_members,sap_n_members_measured,sap_ensemble_members,sap_n_transits,sap_n_sectors,sap_n_sectors_measured,sap_sector_list,sap_authors,sap_exptimes_s,sap_smeared,sap_depth_is_lower_bound,sap_oot_scatter_ppm,sap_odd_even_diff_ppm,sap_odd_even_sigma,sap_sector_scatter_chi2_per_dof,sap_n_sectors_dropped_duplicate,sap_flags,sap_ln_ratio,sap_sigma_ln,sap_z,sap_z_lin,sap_z_method,sap_ratio,sap_measured_snr,sap_expected_snr,sap_sigma_ln_expected,sap_detectable_ln_ratio,sap_detectable_depth_change_ppm,sap_comparison_status,sap_z_pop,sap_vs_pdcsap_verdict,sap_vs_pdcsap_n_pairs,sap_vs_pdcsap_authors,sap_minus_pdcsap_ppm,sap_minus_pdcsap_err_ppm,sap_minus_pdcsap_z,sap_minus_pdcsap_fraction,background_direction,ingress_fraction_used,t14_tess_hours,t14_tess_err_hours,t14_factor,t14_factor_err,duration_fit_depth_ppm,duration_fit_chi2_per_dof,duration_fit_n_points,duration_fit_status,duration_at_grid_edge,t14_ratio_observed,t14_ratio_expected_fixed_b,z_duration,b_implied_by_duration,duration_verdict,class,class_provisional,vetoes,would_be_candidate_without_vetoes,flags_classify,population_offset_pdc,population_offset_sap,population_scale_pdc,population_scale_sap,elapsed_s,pdc_depth_err_analytic_ppm,pdc_depth_err_bootstrap_ppm,pdc_n_transits_seen,pdc_chi2_per_dof,pdc_n_members_unavailable,pdc_ensemble_incomplete,pdc_ensemble_unavailable_reasons,pdc_depth_reduction_spread_fraction,pdc_depth_reduction_p16_ppm,pdc_depth_reduction_p84_ppm,pdc_depth_reduction_min_ppm,pdc_depth_reduction_max_ppm,pdc_depth_reduction_median_ppm,pdc_depth_reduction_max_offset_from_primary_ppm,pdc_spread_percentile,sap_depth_err_analytic_ppm,sap_depth_err_bootstrap_ppm,sap_n_transits_seen,sap_chi2_per_dof,sap_n_members_unavailable,sap_ensemble_incomplete,sap_ensemble_unavailable_reasons,sap_depth_reduction_spread_fraction,sap_depth_reduction_p16_ppm,sap_depth_reduction_p84_ppm,sap_depth_reduction_min_ppm,sap_depth_reduction_max_ppm,sap_depth_reduction_median_ppm,sap_depth_reduction_max_offset_from_primary_ppm,sap_spread_percentile,epoch_offset_days,background_n_agree
K06253.01,,1293379,122784048,tic_kic_crossid,CANDIDATE,CANDIDATE,27.556452,132.1916,8.23,289.2,55.4,-55.4,0.015347,0.1438,25.72,5509,4.565,15.979,0,0,0,0,1,291.11398,36.994061,3,OK,lightkurve,,6,"SPOC,TESS-SPOC","74,75,81",0.95797596,,277.04665,53.071868,3366.2562,3366.2562,196,834.11358,0,,864,20,1.8032236,-0.43267182,-2078.4383,9361.5026,False,OK,PDCSAP_FLUX,SPOC,-2078.4383,4803.7292,analytic,4803.7292,,TOO_FEW_MEMBERS,2,1,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=3440ppm,3,3,3,"74,75,81",SPOC,120,False,False,87957.39,22528.197,2.3448346,2.770271,3,,-8.5021239,17.340193,-0.49031311,-0.49031311,linear,-7.5021239,-0.43267182,0.057673244,17.340193,86.700965,1.248256e+40,OK,-0.49031311,OK,SAP_FLUX,SPOC,111.5522,1578.3413,analytic,1588.8472,182.41201,OK,2,2,SPOC/SAP_FLUX=112ppm;TESS-SPOC/SAP_FLUX=648ppm,3,3,3,"74,75,81",SPOC,120,False,False,27608.372,5111.4681,1.5751356,1.4737288,3,,-0.59735227,5.738361,-0.10409806,-0.10409806,linear,0.40264773,0.070676858,0.17553025,5.738361,28.691805,8.0028656e+14,OK,-0.10409806,BACKGROUND_TEST_AGREES,1,TESS-SPOC,-2791.9621,5049.3906,-0.55293051,-0.81161212,PDC_DEEPER_THAN_SAP,0.02,5.3665416,0.9889764,0.65207066,0.12016724,-9408.446,1.017436,3413,OK,False,0.65207066,,,0.7754835,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.1,4803.7292,7281.6938,3,2.770271,1,True,OK:1,,,,,,,,84,1578.3413,1610.5592,3,1.4737288,0,False,,1.6352165,197.39315,562.21717,111.5522,648.05812,379.80516,536.50591,84,0,3
K04655.01,,2558163,121083766,tic_kic_crossid,CANDIDATE,CANDIDATE,17.543847,138.9151,5.948,196.3,24,-24,0.013357,0.579,18.76,5957,4.579,15.388,0,0,0,0,1,287.06534,37.899479,3,OK,lightkurve,,6,"SPOC,TESS-SPOC","74,80,81",0.98097708,,192.5658,23.54345,3498.2269,3498.2269,315,471.82787,0,,864,26,1.8799165,-1.10659,-2159.6244,3616.7283,False,OK,PDCSAP_FLUX,SPOC,-2159.6244,1951.6031,analytic,1951.6031,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,4,3,3,"74,80,81",SPOC,120,False,False,39733.055,576.15472,0.14510467,1.8976085,3,,-12.214994,10.135594,-1.2051582,-1.2051582,linear,-11.214994,-1.10659,0.098670576,10.135594,50.677972,1.9667209e+24,OK,-1.2051582,OK,SAP_FLUX,SPOC,-352.59343,563.99798,analytic,563.99798,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,4,3,3,"74,80,81",SPOC,120,False,False,10202.029,-125.88811,0.11005677,1.899977,3,,-2.8310283,2.9318356,-0.96561632,-0.96561632,linear,-1.8310283,-0.62516789,0.34142995,2.9318356,14.659178,4.4769168e+08,OK,-0.96561632,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,14.87,0.85505437,2.5,0.14375494,1801.0824,0.93995596,3570,OK,True,2.5,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.2,1951.6031,2320.4373,5,1.7108408,2,True,OK:2,,,,,,,,84,563.99798,598.91537,5,1.6833668,2,True,OK:2,,,,,,,,84,0,3
K02064.01,,2579043,137486304,tic_kic_crossid,CANDIDATE,CANDIDATE,6.3121917,136.93315,4.9377,403.7,13.3,-13.3,0.018482,0.018,9.962,6322,4.426,14.959,0,0,0,0,1,292.13525,37.889622,3,OK,lightkurve,,4,"SPOC,TESS-SPOC","74,75",0.96611503,,390.02064,12.84933,3341.6083,3341.6083,851,27.30983,0,,155.99499,9,0.20604832,-0.21883174,-351.48472,309.33438,False,OK,PDCSAP_FLUX,SPOC,-351.48472,1606.1871,analytic,1606.1871,,TOO_FEW_MEMBERS,2,1,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=1046ppm,7,2,2,"74,75",SPOC,120,False,False,34136.045,2653.9186,0.81722247,0.91478081,2,,-1.9011952,4.1186459,-0.46160686,-0.46160686,linear,-0.90119517,-0.21883174,0.24282391,4.1186459,20.593229,3.4246286e+11,OK,-0.46160686,OK,SAP_FLUX,SPOC,-78.74103,268.9671,bootstrap,268.9671,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,9,2,2,"74,75",SPOC,120,False,False,10999.863,464.19581,0.56097,0.11469132,2,,-1.2018894,0.69221738,-1.736289,-1.736289,linear,-0.20188939,-0.29275339,1.4500682,0.69221738,3.4610869,12032.752,OK,-1.736289,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,7.5723388,5.184585,1.5335761,1.05,-954.61114,1.0092062,4993,OK,True,1.5335761,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.1,1606.1871,1091.6453,9,0.62054053,1,True,OK:1,,,,,,,,84,413.04065,268.9671,9,0.62529709,2,True,OK:2,,,,,,,,84,0,3
K01031.01,Kepler-754 b,2584163,138036531,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,14.559856,135.95038,5.624,290.6,20.6,-20.6,0.015571,0.026,20.086,5959,4.46,15.16,0,0,0,0,1,293.25412,37.846191,3,OK,lightkurve,,8,"SPOC,TESS-SPOC","74,75,81,82",0.96327705,,279.92831,19.843507,3370.657,3370.657,371,87.067882,0,,345.56365,16,1.3707407,-1.6304832,-3047.7646,2741.2781,False,OK,PDCSAP_FLUX,SPOC,-3047.7646,1869.2402,analytic,1869.2402,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,5,4,4,"74,75,81,82",SPOC,120,False,False,37610.754,1058.4402,0.28076993,3.0907263,4,sector_scatter,-11.887661,6.6781308,-1.7800881,-1.7800881,linear,-10.887661,-1.6304832,0.14975513,6.6781308,33.390654,8.8802177e+16,OK,-1.7800881,OK,SAP_FLUX,SPOC,-2405.5382,712.8201,analytic,712.8201,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,6,4,4,"74,75,81,82",SPOC,120,False,False,17432.342,3832.0699,2.6740215,11.952207,4,sector_scatter,-9.593408,2.5479152,-3.7651991,-3.7651991,linear,-8.593408,-3.3746778,0.39270541,2.5479152,12.739576,95449368,OK,-3.7651991,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,14.06,0.41658173,2.5,0.074072142,-3615.6302,1.0172555,3967,OK,True,2.5,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.2,1869.2402,2894.6417,6,2.7185523,2,True,OK:2,,,,,,,,84,712.8201,2048.2829,6,7.6937807,2,True,OK:2,,,,,,,,84,0,3
K06291.01,,2716979,137548150,tic_kic_crossid,CANDIDATE,CANDIDATE,8.8324193,137.7004,2.252,74.1,10.6,-10.6,0.007933,0.185,29.697,6060,4.29,13.303,0,0,0,0,1,292.29626,37.93306,3,OK,lightkurve,,17,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75,81,82",0.96533214,,71.531111,10.232521,3358.4762,3358.6951,610,106.70089,315.2755,2.9547597,353.88267,26,7.9813702,1.7902793,569.48232,2262.6234,True,OK,PDCSAP_FLUX,QLP,2262.6234,2011.2518,bootstrap,2620.9969,1680.6222,OK,4,3,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=247ppm;QLP/KSPSAP_FLUX=5190ppm;QLP/DET_FLUX=1679ppm,25,9,9,"74,75,81,82,14,40,41,54,55","QLP,SPOC","120,1800,600",True,False,6277.7652,-3531.2743,0.83136299,30.890538,8,smeared;sector_scatter,30.631319,36.64167,0.83596952,0.83596952,linear,31.631319,1.1249827,0.035565468,36.64167,183.20835,2.6355392e+81,OK,0.83596952,OK,SAP_FLUX,QLP,1090.3294,1019.4832,bootstrap,1624.6568,1264.9758,OK,3,2,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=110ppm;QLP/SAP_FLUX=3831ppm,26,9,9,"74,75,81,82,14,40,41,54,55","QLP,SPOC","120,1800,600",True,False,4560.3557,-1676.1597,0.74754551,35.371388,8,smeared;sector_scatter,14.242729,22.713096,0.62707125,0.62707125,linear,15.242729,1.0694922,0.070164089,22.713096,113.56548,1.4974612e+51,OK,0.62707125,BACKGROUND_TEST_AGREES,1,TESS-SPOC,-136.2227,582.49844,-0.23385935,-0.55258476,PDC_DEEPER_THAN_SAP,0.02,0.9008,0.028370867,0.4,0.012598076,4659.6932,4.8810549,4436,OK,True,0.4,1.0376554,-6.0489143,0.926745,tracks_b,not_measurable,not_measurable,,False,,0,0,1,1,0.4,283.48809,2011.2518,27,56.626051,1,True,OK:1,0.74277594,704.824,4066.0685,246.51911,5189.5257,1678.7219,2926.9023,84,195.73975,1019.4832,27,55.81629,1,True,OK:1,1.1601777,705.57913,3235.5307,110.29641,3830.8134,1970.5549,2740.484,84,0.21894132,3
K02807.01,,2985587,122451569,tic_kic_crossid,CANDIDATE,CANDIDATE,3.3757167,134.21319,1.5436,175.7,10.5,-10.5,0.016741,0.982,4.5,6310,4.273,13.91,0,0,0,0,1,290.48007,38.136688,3,OK,lightkurve,,12,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75,81",1.0993165,,193.14992,11.542824,3337.9785,3338.0106,1591,21.001485,46.298738,2.2045459,86.158455,14,5.4019913,0.24888059,92.76721,1810.5042,True,OK,PDCSAP_FLUX,QLP,1810.5042,1200.5484,bootstrap,1571.6313,1014.2527,OK,4,3,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=256ppm;QLP/KSPSAP_FLUX=3184ppm;QLP/DET_FLUX=201ppm,58,8,8,"74,81,14,40,41,54,55,75","QLP,SPOC","120,1800,200,600",True,False,8461.2666,-2619.8404,1.4130728,5.2491302,4,smeared;sector_scatter,8.3735696,8.1372202,1.0290455,1.0290455,linear,9.3735696,1.5080643,0.16088474,8.1372202,40.686101,9.0290818e+19,OK,1.0290455,OK,SAP_FLUX,QLP,1563.907,980.80047,bootstrap,1199.2309,690.0618,OK,3,3,SPOC/SAP_FLUX=316ppm;TESS-SPOC/SAP_FLUX=286ppm;QLP/SAP_FLUX=2316ppm,60,8,8,"74,81,14,40,41,54,55,75","QLP,SPOC","120,1800,200,600",True,False,7790.5147,-2010.8172,1.2653735,3.5541383,4,smeared;sector_scatter,7.0968554,6.2092979,1.1429401,1.1429401,linear,8.0968554,1.594521,0.1969309,6.2092979,31.046489,5.8777828e+15,OK,1.1429401,BACKGROUND_TEST_AGREES,1,TESS-SPOC,29.80373,940.9447,0.031674263,0.11625129,SAP_DEEPER_THAN_PDC,0.40561709,3.859,0.46374029,2.5,0.30042776,303.81464,1.4876506,5705,OK,True,2.5,1.4249189,3.9173911,0.77445021,tracks_b,not_measurable,not_measurable,,False,,0,0,1,1,0.3,335.15497,1200.5484,60,3.4135842,1,True,OK:1,0.56020455,218.42306,2246.9284,200.56411,3183.6603,256.37332,1609.9401,84,291.04838,980.80047,62,3.4748324,0,False,,0.44124223,295.60828,1675.7319,286.17705,2315.7706,315.64964,1277.7299,84,0.032151902,3
K00197.01,Kepler-489 b,2987027,122607554,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,17.276297,133.83917,3.94738,10458,13.9,-13.9,0.090661,0.085,36.36,4941,4.599,14.018,0,0,0,0,1,290.83313,38.184349,3,OK,lightkurve,,9,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75",0.95146777,,9950.4499,13.225402,3322.4912,3322.4912,310,1.0803568,-0.02368428,0.021922645,62.451771,10,11.717015,11.680157,9001.2546,8979.9696,True,OK,PDCSAP_FLUX,QLP,8979.9696,352.52514,bootstrap,647.26947,542.84785,OK,4,4,SPOC/PDCSAP_FLUX=8859ppm;TESS-SPOC/PDCSAP_FLUX=8906ppm;QLP/KSPSAP_FLUX=9252ppm;QLP/DET_FLUX=7208ppm,9,7,7,"74,14,40,41,54,55,75","QLP,SPOC","120,1800,200,600",False,False,8127.3201,618.60891,0.39442406,0.32370265,2,,-0.10262127,0.087733601,-1.1696918,-1.1885956,ln,0.9024687,25.473274,28.226213,0.082055918,0.41027959,5047.2576,OK,-1.1696918,OK,SAP_FLUX,QLP,6033.7575,1636.3699,bootstrap,2306.8164,1625.9445,OK,3,3,SPOC/SAP_FLUX=4473ppm;TESS-SPOC/SAP_FLUX=4158ppm;QLP/SAP_FLUX=8941ppm,9,7,7,"74,14,40,41,54,55,75","QLP,SPOC","120,1800,200,600",False,False,7908.6691,4141.7127,3.0316517,3.0297354,2,odd_even_significant;sector_scatter,-0.50024781,0.38557634,-1.2974028,-1.6596891,ln,0.60638037,3.6872822,6.0808072,0.23716468,1.1858234,22621.164,OK,-1.2974028,BACKGROUND_TEST_DISAGREES,2,"SPOC,TESS-SPOC",-4573.4409,1074.3529,-4.2569261,-0.51490317,PDC_DEEPER_THAN_SAP,0.083683806,3.6017614,0.05585296,0.91244354,0.014149375,8814.8716,1.0710204,1696,OK,False,0.91244354,0.99581569,-1.6698902,0.45299017,fixed_b,consistent,consistent,odd_even_significant,False,pdc_deeper_than_sap,0,0,1,1,0.1,766.4042,352.52514,11,0.2603375,0,False,,0.060450967,8000.1016,9085.7973,7207.5978,9252.107,8882.1378,1772.3718,84,537.9695,1636.3699,11,2.2886498,0,False,,0.26947463,4259.0711,7510.9602,4158.321,8940.5109,4473.1649,2906.7534,84,-1.6447417e-05,3
K04389.01,,2997459,138037563,tic_kic_crossid,CANDIDATE,CANDIDATE,16.336886,132.20816,3.597,225.9,20.9,-20.9,0.013517,0.066,35.09,5410,4.49,15.05,0,0,0,0,1,293.13098,38.159679,3,OK,lightkurve,,8,"SPOC,TESS-SPOC","74,75,81,82",0.95606471,,215.97502,19.981752,3372.7174,3372.7174,331,80.607705,0,,295.77812,18,2.2937583,-0.052912225,-137.09322,5701.9505,False,OK,PDCSAP_FLUX,SPOC,-137.09322,2590.9556,analytic,2590.9556,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,4,4,3,"74,75,81,82",SPOC,120,False,False,38662.248,-5401.8528,1.0387567,2.0163664,4,,-1.6347643,11.997013,-0.13626427,-0.13626427,linear,-0.63476426,-0.052912225,0.083357284,11.997013,59.985065,2.4298887e+28,OK,-0.13626427,OK,SAP_FLUX,SPOC,-371.61846,560.35948,analytic,560.35948,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,4,4,3,"74,75,81,82",SPOC,120,False,False,7874.7248,-1656.225,1.4705958,2.1290175,4,,-2.7206548,2.5966874,-1.0477406,-1.0477406,linear,-1.7206548,-0.66317867,0.38542226,2.5966874,12.983437,93980466,OK,-1.0477406,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,8.9925,0.26643749,2.5,0.074072142,3606.4041,1.0093794,2460,OK,True,2.5,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.2,2590.9556,2770.0538,6,1.4656154,2,True,OK:2,,,,,,,,84,560.35948,577.34422,6,1.4290163,2,True,OK:2,,,,,,,,84,0,3
K04961.01,,3001955,138568145,tic_kic_crossid,CANDIDATE,CANDIDATE,348.96347,184.8658,13.84,585.2,97.3,-97.3,0.023531,0.6924,145.2,4823,4.564,15.325,0,0,0,0,1,294.0845,38.156319,3,OK,lightkurve,NO_USABLE_TRANSIT,8,"SPOC,TESS-SPOC","74,75,81,82",0.99196678,,580.49896,96.518368,3252.3178,3252.3178,15,656.13178,0,,864,10,,,,,False,NO_USABLE_TRANSIT,PDCSAP_FLUX,SPOC,,,none,,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=NO_USABLE_TRANSIT;TESS-SPOC/PDCSAP_FLUX=NO_USABLE_TRANSIT,0,4,0,"74,75,81,82",SPOC,120,False,False,,,,,4,,,,,,,,,,,,,NO_USABLE_TRANSIT,,NO_USABLE_TRANSIT,SAP_FLUX,SPOC,,,none,,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=NO_USABLE_TRANSIT;TESS-SPOC/SAP_FLUX=NO_USABLE_TRANSIT,0,4,0,"74,75,81,82",SPOC,120,False,False,,,,,4,,,,,,,,,,,,,NO_USABLE_TRANSIT,,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.043287163,,,,,,,0,too_few_points,False,,,,,inconclusive,not_measured,not_measured,,False,,0,0,1,1,0.1,,,0,,2,True,NO_USABLE_TRANSIT:2,,,,,,,,84,,,0,,2,True,NO_USABLE_TRANSIT:2,,,,,,,,84,0,3
K03483.01,,3101923,121213409,tic_kic_crossid,CANDIDATE,CANDIDATE,82.331756,133.0814,8.664,283.2,28.1,-28.1,0.015333,0.027,73.7,5997,4.304,14.872,0,0,0,0,1,287.32269,38.279709,3,OK,lightkurve,,6,"SPOC,TESS-SPOC","74,80,81",0.96334676,,272.8198,27.070044,3482.3091,3482.3091,67,193.14585,0,,709.39755,18,1.6048252,-0.70488602,-1131.0374,2347.7674,False,OK,PDCSAP_FLUX,SPOC,-1131.0374,1604.5677,analytic,1604.5677,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,2,3,2,"74,80,81",SPOC,120,False,False,25460.434,,,0.073143755,3,,-5.1457305,5.882469,-0.87475692,-0.87475692,linear,-4.1457305,-0.70488602,0.17002698,5.882469,29.412345,1.6199257e+15,OK,-0.87475692,OK,SAP_FLUX,SPOC,-725.11906,1053.8122,analytic,1053.8122,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,2,3,2,"74,80,81",SPOC,120,False,False,16798.595,,,0.13474805,3,,-3.6578681,3.8642652,-0.94658828,-0.94658828,linear,-2.6578681,-0.68809136,0.25888845,3.8642652,19.321326,6.7146151e+10,OK,-0.94658828,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,19.763527,6.498,2.2811088,0.75,-904.41404,0.94029143,2599,OK,True,2.2811088,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.1,1604.5677,306.2998,2,0.073143755,2,True,OK:2,,,,,,,,84,1053.8122,275.7011,2,0.13474805,2,True,OK:2,,,,,,,,84,0,3
