kepoi_name,kepler_name,kepid,tic_id,tic_route,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_impact,koi_dor,koi_steff,koi_slogg,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_count,ra,dec,shard,lc_status,lc_route,not_measured_reason,n_products,product_authors,product_sectors,ld_band_ratio,ld_note,koi_depth_in_tess_band_ppm,koi_depth_in_tess_band_err_ppm,t0_btjd_nominal,t0_btjd_used,n_epochs_propagated,ephemeris_sigma_minutes,epoch_offset_minutes,epoch_offset_sigma,epoch_search_halfwidth_minutes,epoch_search_n_trials,epoch_search_snr_best,epoch_search_snr_nominal,depth_at_nominal_ephemeris_ppm,depth_at_best_offset_ppm,ephemeris_recovered,pdc_status,pdc_flux_column,pdc_primary_author,pdc_depth_ppm,pdc_depth_err_ppm,pdc_depth_err_method,pdc_total_err_ppm,pdc_depth_reduction_spread_ppm,pdc_depth_reduction_spread_status,pdc_n_members,pdc_n_members_measured,pdc_ensemble_members,pdc_n_transits,pdc_n_sectors,pdc_n_sectors_measured,pdc_sector_list,pdc_authors,pdc_exptimes_s,pdc_smeared,pdc_depth_is_lower_bound,pdc_oot_scatter_ppm,pdc_odd_even_diff_ppm,pdc_odd_even_sigma,pdc_sector_scatter_chi2_per_dof,pdc_n_sectors_dropped_duplicate,pdc_flags,pdc_ln_ratio,pdc_sigma_ln,pdc_z,pdc_z_lin,pdc_z_method,pdc_ratio,pdc_measured_snr,pdc_expected_snr,pdc_sigma_ln_expected,pdc_detectable_ln_ratio,pdc_detectable_depth_change_ppm,pdc_comparison_status,pdc_z_pop,sap_status,sap_flux_column,sap_primary_author,sap_depth_ppm,sap_depth_err_ppm,sap_depth_err_method,sap_total_err_ppm,sap_depth_reduction_spread_ppm,sap_depth_reduction_spread_status,sap_n_members,sap_n_members_measured,sap_ensemble_members,sap_n_transits,sap_n_sectors,sap_n_sectors_measured,sap_sector_list,sap_authors,sap_exptimes_s,sap_smeared,sap_depth_is_lower_bound,sap_oot_scatter_ppm,sap_odd_even_diff_ppm,sap_odd_even_sigma,sap_sector_scatter_chi2_per_dof,sap_n_sectors_dropped_duplicate,sap_flags,sap_ln_ratio,sap_sigma_ln,sap_z,sap_z_lin,sap_z_method,sap_ratio,sap_measured_snr,sap_expected_snr,sap_sigma_ln_expected,sap_detectable_ln_ratio,sap_detectable_depth_change_ppm,sap_comparison_status,sap_z_pop,sap_vs_pdcsap_verdict,sap_vs_pdcsap_n_pairs,sap_vs_pdcsap_authors,sap_minus_pdcsap_ppm,sap_minus_pdcsap_err_ppm,sap_minus_pdcsap_z,sap_minus_pdcsap_fraction,background_direction,ingress_fraction_used,t14_tess_hours,t14_tess_err_hours,t14_factor,t14_factor_err,duration_fit_depth_ppm,duration_fit_chi2_per_dof,duration_fit_n_points,duration_fit_status,duration_at_grid_edge,t14_ratio_observed,t14_ratio_expected_fixed_b,z_duration,b_implied_by_duration,duration_verdict,class,class_provisional,vetoes,would_be_candidate_without_vetoes,flags_classify,population_offset_pdc,population_offset_sap,population_scale_pdc,population_scale_sap,elapsed_s,pdc_depth_err_analytic_ppm,pdc_depth_err_bootstrap_ppm,pdc_n_transits_seen,pdc_chi2_per_dof,pdc_n_members_unavailable,pdc_ensemble_incomplete,pdc_ensemble_unavailable_reasons,pdc_depth_reduction_spread_fraction,pdc_depth_reduction_p16_ppm,pdc_depth_reduction_p84_ppm,pdc_depth_reduction_min_ppm,pdc_depth_reduction_max_ppm,pdc_depth_reduction_median_ppm,pdc_depth_reduction_max_offset_from_primary_ppm,pdc_spread_percentile,sap_depth_err_analytic_ppm,sap_depth_err_bootstrap_ppm,sap_n_transits_seen,sap_chi2_per_dof,sap_n_members_unavailable,sap_ensemble_incomplete,sap_ensemble_unavailable_reasons,sap_depth_reduction_spread_fraction,sap_depth_reduction_p16_ppm,sap_depth_reduction_p84_ppm,sap_depth_reduction_min_ppm,sap_depth_reduction_max_ppm,sap_depth_reduction_median_ppm,sap_depth_reduction_max_offset_from_primary_ppm,sap_spread_percentile,epoch_offset_days,background_n_agree
K02534.01,Kepler-1271 b,1996180,120825510,tic_kic_crossid_confirms_name_planet,CONFIRMED,CANDIDATE,3.0255849,134.36744,3.0008,128.3,5.9,-5.9,0.011717,0.839,4.45,6123,4.263,13.925,0,0,0,0,2,286.3443,37.411968,4,OK,lightkurve,,11,"QLP,SPOC,TESS-SPOC","14,40,41,53,54,80,81",1.0162711,,130.38758,5.9959996,3501.1622,3501.1518,1829,32.05196,-15.016003,0.46848939,141.16788,14,5.2030777,4.2570666,1201.2127,1392.7834,True,OK,PDCSAP_FLUX,QLP,1392.7834,1205.0744,bootstrap,1431.824,773.24996,OK,4,3,SPOC/PDCSAP_FLUX=270ppm;TESS-SPOC/PDCSAP_FLUX=OK;QLP/KSPSAP_FLUX=2277ppm;QLP/DET_FLUX=2ppm,57,7,7,"80,81,14,40,41,53,54","QLP,SPOC","120,1800,600",False,False,8298.0573,-3207.5746,1.1336597,29.915451,4,sector_scatter,9.6818713,10.981501,0.88165284,0.88165284,linear,10.681871,1.1557655,0.10819878,10.981501,54.907504,9.1466499e+25,OK,0.88165284,OK,SAP_FLUX,QLP,465.9387,511.94001,bootstrap,511.94001,,TOO_FEW_MEMBERS,3,1,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK;QLP/SAP_FLUX=1475ppm,58,7,7,"80,81,14,40,41,53,54","QLP,SPOC","120,1800,600",False,False,5944.6735,-637.01506,0.54190496,32.336107,4,sector_scatter,2.5734898,3.9268817,0.65535199,0.65535199,linear,3.5734898,0.91014316,0.25469309,3.9268817,19.634409,4.3888587e+10,OK,0.65535199,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.038107896,2.4231728,0.30953785,0.80750893,0.10315178,771.0017,1.9018445,8967,OK,False,0.80750893,1.0823955,-2.0852998,0.90284922,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.4,267.68453,1205.0744,62,20.816905,1,True,OK:1,0.55518322,88.067233,1634.5672,2.2430735,2276.5077,270.44357,1390.5403,84,165.16963,511.94001,63,20.624932,2,True,OK:2,,,,,,,,84,-0.01042778,3
K02534.02,,1996180,120825510,tic_kic_crossid_confirms_name_planet,CANDIDATE,CANDIDATE,5.4220426,133.46021,2.952,79.1,8.2,-8.2,0.010112,0.94,5.29,6123,4.263,13.925,0,0,0,0,2,286.3443,37.411968,4,OK,lightkurve,,11,"QLP,SPOC,TESS-SPOC","14,40,41,53,54,80,81",1.05703,,83.611072,8.6676459,3502.3657,3502.3657,1021,101.43326,0,,348.57977,22,2.9117967,1.9484408,721.82585,1087.6826,False,OK,PDCSAP_FLUX,QLP,721.82585,349.4094,bootstrap,418.88928,231.04393,OK,4,3,SPOC/PDCSAP_FLUX=357ppm;TESS-SPOC/PDCSAP_FLUX=657ppm;QLP/KSPSAP_FLUX=1037ppm;QLP/DET_FLUX=OK,33,7,7,"80,81,14,40,41,53,54","QLP,SPOC","120,1800,600",False,False,8665.8723,-244.96053,0.35203229,1.6685147,4,,2.155608,0.59162223,3.6435547,1.5231864,ln,8.6331372,2.0658455,0.23929256,5.0112956,25.056478,6.3702133e+12,OK,3.6435547,OK,SAP_FLUX,QLP,322.20728,287.13967,bootstrap,320.72328,142.87837,OK,3,3,SPOC/SAP_FLUX=156ppm;TESS-SPOC/SAP_FLUX=155ppm;QLP/SAP_FLUX=575ppm,34,7,7,"80,81,14,40,41,53,54","QLP,SPOC","120,1800,600",False,False,6603.3391,4.6177207,0.0081569848,2.1949799,4,,2.8536437,3.8376211,0.74359704,0.74359704,linear,3.8536437,1.1221273,0.29118607,3.8376211,19.188105,1.8011592e+10,OK,0.74359704,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-382.39549,292.56674,-1.3070368,-0.75365295,PDC_DEEPER_THAN_SAP,0.080426405,2.7770712,1.6734538,0.94074229,0.56688813,757.54049,1.2032639,5746,OK,False,0.94074229,1.1371195,-0.31111635,0.94832698,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.3,370.46333,349.4094,33,1.0750783,1,True,OK:1,0.32008264,453.40725,915.49511,357.43905,1036.98,657.33968,364.3868,84,223.66025,287.13967,34,1.4818881,0,False,,0.44343619,155.31815,441.07489,154.90731,575.13781,156.19119,252.93053,84,0,3
K00988.01,Kepler-261 b,2302548,137148674,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,10.381224,268.02421,2.715,801.5,21.5,-21.5,0.025572,0.319,28.48,5095,4.566,13.562,0,0,0,0,2,291.36478,37.609169,4,OK,lightkurve,,9,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75",0.95916644,,768.7719,20.622078,3322.7799,3322.7799,503,15.583672,0,,87.476015,12,1.8258435,0.72322087,300.56552,814.16828,False,OK,PDCSAP_FLUX,QLP,300.56552,721.44497,bootstrap,834.79255,419.99496,OK,4,3,SPOC/PDCSAP_FLUX=759ppm;TESS-SPOC/PDCSAP_FLUX=1994ppm;QLP/KSPSAP_FLUX=798ppm;QLP/DET_FLUX=OK,14,7,7,"74,14,40,41,54,55,75","QLP,SPOC","120,1800,200,600",False,False,5454.0238,3380.8995,3.8801568,4.0429099,2,odd_even_significant;sector_scatter,-0.60903159,1.0873595,-0.5601014,-0.5601014,linear,0.39096841,0.41661601,1.0656002,1.0873595,5.4367977,175822.29,OK,-0.5601014,OK,SAP_FLUX,QLP,322.45364,594.78641,bootstrap,643.36724,245.25607,OK,3,3,SPOC/SAP_FLUX=518ppm;TESS-SPOC/SAP_FLUX=887ppm;QLP/SAP_FLUX=165ppm,14,7,7,"74,14,40,41,54,55,75","QLP,SPOC","120,1800,200,600",False,False,4840.0366,2432.5669,3.0646315,4.661683,2,odd_even_significant;sector_scatter,-0.58056006,0.83879799,-0.69213335,-0.69213335,linear,0.41943994,0.5421335,1.2925176,0.83879799,4.19399,50190.616,OK,-0.69213335,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-604.48657,814.33924,-0.74230313,-0.43925903,PDC_DEEPER_THAN_SAP,0.027683208,1.7171168,2.85075,0.63245553,1.05,428.62918,1.1091108,2071,OK,True,0.63245553,0.98964643,-0.26954736,0.81962379,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.2,415.59299,721.44497,15,3.4449466,1,True,OK:1,1.3973491,771.11207,1611.102,758.51092,1993.7902,797.88952,1693.2247,84,336.95789,594.78641,15,3.1182303,0,False,,0.76059329,278.17707,768.68921,165.44065,886.78203,517.74197,564.3284,84,0,3
K00988.02,Kepler-261 c,2302548,137148674,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,24.570902,135.87209,3.587,764.2,31.7,-31.7,0.033128,0.945,21.8,5095,4.566,13.562,0,0,0,0,2,291.36478,37.609169,4,OK,lightkurve,,9,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75",1.0848559,,829.04685,34.389931,3325.3287,3325.2914,218,32.029006,-53.805,1.6798835,149.89202,12,3.3825794,3.128019,1547.6479,1772.3495,True,OK,PDCSAP_FLUX,QLP,1772.3495,921.81425,bootstrap,1647.2456,1365.1654,OK,4,4,SPOC/PDCSAP_FLUX=3557ppm;TESS-SPOC/PDCSAP_FLUX=4714ppm;QLP/KSPSAP_FLUX=714ppm;QLP/DET_FLUX=2202ppm,8,7,7,"74,14,40,41,54,55,75","QLP,SPOC","120,1800,200,600",False,False,5710.792,-1724.9125,1.5371658,2.418764,2,,1.1378158,1.9879768,0.57234864,0.57234864,linear,2.1378158,1.9226753,0.89936433,1.9879768,9.9398839,17194710,OK,0.57234864,OK,SAP_FLUX,QLP,1541.4972,757.27081,bootstrap,779.98278,186.85305,OK,3,3,SPOC/SAP_FLUX=1850ppm;TESS-SPOC/SAP_FLUX=1928ppm;QLP/SAP_FLUX=1378ppm,8,7,7,"74,14,40,41,54,55,75","QLP,SPOC","120,1800,200,600",False,False,5357.1867,-489.07682,0.46982244,1.4897527,2,,0.62023274,0.51014408,1.2157991,0.911248,ln,1.8593607,2.0355957,1.0947825,0.94305913,4.7152956,91727.246,OK,1.2157991,BACKGROUND_TEST_DISAGREES,2,"SPOC,TESS-SPOC",-2282.6313,698.84358,-3.2662979,-0.55197332,PDC_DEEPER_THAN_SAP,0.25511651,1.4348,1.1317241,0.4,0.31550712,1203.0799,1.1038002,1434,OK,True,0.4,1.0875787,-1.2629986,1.0195396,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.1,523.96389,921.81425,8,2.6537307,0,False,,0.77025744,1428.2191,4158.5498,714.29928,4714.1086,2879.1634,2941.7592,84,392.43956,757.27081,8,2.7640124,0,False,,0.1212153,1529.051,1902.7571,1377.9952,1927.563,1850.0445,386.06583,84,-0.037364583,3
K06267.01,,2422820,120762676,tic_kic_crossid,CANDIDATE,CANDIDATE,13.891115,137.3481,5.062,204.9,23.8,-23.8,0.013015,0.168,20.95,5472,4.499,15.365,0,0,0,0,1,286.13458,37.799881,4,QUERY_RETURNED_ZERO_ROWS,lightkurve,QUERY_RETURNED_ZERO_ROWS,0,,,0.95794461,,196.28285,22.799082,,,0,,0,,36,0,,,,,False,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_USABLE_TRANSIT,,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_USABLE_TRANSIT,,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,,,,,,,,0,too_few_points,False,,,,,inconclusive,not_measured,not_measured,,False,,0,0,1,1,0,,,0,,0,False,,,,,,,,,84,,,0,,0,False,,,,,,,,,84,0,3
K03681.01,Kepler-1514 b,2581316,137685450,tic_kic_crossid_confirms_name_planet,CONFIRMED,CANDIDATE,217.83184,238.82003,21.306,9148.7,7.8,-7.8,0.08768,0.004,84.956,6259,4.385,11.69,0,0,0,0,2,292.62747,37.860142,4,OK,lightkurve,,26,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75,81,82",0.96556219,,8833.6388,7.5313851,3299.7842,3299.7841,24,2.9724311,-0.127836,0.04300722,328.50729,10,67.257938,67.257938,7126.9724,7126.9724,True,OK,PDCSAP_FLUX,QLP,7126.9724,105.96478,analytic,2679.9188,2677.8231,OK,4,3,SPOC/PDCSAP_FLUX=7127ppm;TESS-SPOC/PDCSAP_FLUX=7935ppm;QLP/KSPSAP_FLUX=OK;QLP/DET_FLUX=59ppm,2,9,2,"40,41,54,55,74,75,81,82,14","QLP,SPOC","120,1800",False,False,2620.2071,-2124.943,9.9987562,99.975126,17,odd_even_significant;sector_scatter,-0.21468051,0.3793355,-0.56593835,-0.62835586,ln,0.80679916,67.257938,83.363916,0.30747041,1.5373521,32262.702,OK,-0.56593835,OK,SAP_FLUX,QLP,7341.7394,96.168483,analytic,291.75608,275.45097,OK,3,3,SPOC/SAP_FLUX=7342ppm;TESS-SPOC/SAP_FLUX=7403ppm;QLP/SAP_FLUX=8152ppm,2,9,2,"40,41,54,55,74,75,81,82,14","QLP,SPOC","120,1800",False,False,2382.5136,-359.87368,1.8610971,3.4636823,17,sector_scatter,-0.18499123,0.063874441,-2.8961698,-2.8181103,ln,0.83111157,76.342469,91.85586,0.059929673,0.29964836,3086.3341,OK,-2.8961698,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-152.80155,101.94116,-1.4989191,-0.020289827,PDC_DEEPER_THAN_SAP,0.08061314,20.043455,0.61228293,0.94074229,0.028737582,5940.1281,1.2409244,5946,OK,False,0.94074229,0.99179476,-0.9018791,0.36887576,fixed_b,consistent,consistent,odd_even_significant,False,,0,0,1,1,0.2,105.96478,736.16876,2,99.975126,1,True,OK:1,0.3757308,2320.7279,7676.374,58.965815,7934.916,7126.9724,7068.0066,84,96.168483,124.83735,2,3.4636823,0,False,,0.037518489,7361.4558,7912.3578,7341.7394,8151.8893,7403.3532,810.1499,84,-8.8775e-05,3
K03681.02,Kepler-1514 c,2581316,137685450,tic_kic_crossid_confirms_name_planet,CONFIRMED,CANDIDATE,10.514212,134.56738,3.877,85.4,4.5,-4.5,0.009808,0.877,10.4,6259,4.385,11.69,0,0,0,0,2,292.62747,37.860142,4,OK,lightkurve,,26,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75,81,82",1.0260187,,87.621997,4.6170841,3329.8155,3329.8155,510,41.204101,0,,181.7673,14,0.93203284,-0.51421722,-39.564597,69.453482,False,OK,PDCSAP_FLUX,QLP,-39.564597,85.571062,bootstrap,85.571062,,TOO_FEW_MEMBERS,4,1,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK;QLP/KSPSAP_FLUX=OK;QLP/DET_FLUX=189ppm,20,9,9,"40,41,54,55,74,75,81,82,14","QLP,SPOC","120,1800",False,False,2393.3402,-282.40175,1.6687019,0.76529199,17,,-1.4515373,0.97929118,-1.4822326,-1.4822326,linear,-0.45153727,-0.46235954,1.0239676,0.97929118,4.8964559,11637.488,OK,-1.4822326,OK,SAP_FLUX,QLP,-0.86226664,84.171602,bootstrap,84.971987,11.635293,OK,3,2,SPOC/SAP_FLUX=22ppm;TESS-SPOC/SAP_FLUX=OK;QLP/SAP_FLUX=57ppm,20,9,9,"40,41,54,55,74,75,81,82,14","QLP,SPOC","120,1800",False,False,2252.4911,-214.13151,1.294102,0.93743284,17,,-1.0098408,0.97247311,-1.0384254,-1.0384254,linear,-0.0098407555,-0.010244152,1.0409924,0.97247311,4.8623655,11244.511,OK,-1.0384254,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.040805807,9.6925,3.9148981,2.5,1.0097751,-57.71776,0.97858207,9810,OK,True,2.5,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.4,76.941409,85.571062,22,1.5582076,3,True,OK:3,,,,,,,,84,72.030865,84.171602,22,1.6699738,1,True,OK:1,0.29419275,27.914605,51.185192,22.439172,56.660624,39.549898,17.110726,84,0,3
K03416.01,,2849140,122608023,tic_kic_crossid,CANDIDATE,CANDIDATE,11.823723,139.4199,8.518,212.7,17.1,-17.1,0.014222,0.698,7.84,5559,4.578,15.353,0,0,0,0,1,290.73328,38.00721,4,OK,lightkurve,,4,"SPOC,TESS-SPOC","74,81",0.9918364,,210.9636,16.960402,3340.3901,3340.3901,454,157.85521,0,,601.33564,16,2.2803441,2.0405871,6075.3594,6674.3259,False,OK,PDCSAP_FLUX,SPOC,6075.3594,2977.2605,analytic,3249.4396,1301.8364,OK,2,2,SPOC/PDCSAP_FLUX=6075ppm;TESS-SPOC/PDCSAP_FLUX=9904ppm,2,2,2,"74,81",SPOC,120,False,False,46479.912,,,8.8225474,2,sector_scatter,3.3603108,0.54317013,6.1864794,1.8047066,ln,28.79814,2.0405871,0.070858296,15.403136,77.015679,5.9114189e+35,OK,6.1864794,OK,SAP_FLUX,SPOC,863.073,301.16622,analytic,301.20549,4.8637398,OK,2,2,SPOC/SAP_FLUX=863ppm;TESS-SPOC/SAP_FLUX=849ppm,4,2,2,"74,81",SPOC,120,False,False,7315.0797,-313.58919,0.50266448,4.9223819,2,sector_scatter,1.4088137,0.36160571,3.8959939,2.1602542,ln,4.0910991,2.8657696,0.70048893,1.430896,7.1544799,269785.87,OK,3.8959939,BACKGROUND_TEST_DISAGREES,2,"SPOC,TESS-SPOC",-7433.5683,1944.0087,-3.8238349,-0.93037941,PDC_DEEPER_THAN_SAP,0.026995647,18.845991,8.9439,2.2124901,1.05,-1754.9508,0.90236223,2556,OK,True,2.2124901,1.1138465,1.4278694,,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.1,2977.2605,6135.7216,3,8.8225474,0,False,,0.21428138,6687.9883,9291.661,6075.3594,9904.2899,7989.8247,3828.9305,84,301.16622,361.84002,4,1.6737095,0,False,,0.0056353747,851.05671,860.78419,848.76789,863.073,855.92045,14.305117,84,0,3
K02081.01,,2853780,137316877,tic_kic_crossid,CANDIDATE,CANDIDATE,6.2141496,132.25182,10.141,183.4,3.9,-3.9,0.0124,0.403,4.4,5295,3.617,13.439,0,0,0,0,2,291.72916,38.070019,4,OK,lightkurve,,9,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,81",0.96464914,,176.91665,3.7621317,3321.8488,3321.8488,862,38.284289,0,,266.96787,9,0.94005974,-1.0783125,-176.35663,152.42961,False,OK,PDCSAP_FLUX,QLP,-176.35663,363.86678,bootstrap,363.86678,,TOO_FEW_MEMBERS,4,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK;QLP/KSPSAP_FLUX=OK;QLP/DET_FLUX=OK,27,7,7,"74,14,40,41,54,55,81","QLP,SPOC","120,1800,200,600",False,False,5358.9208,-186.1557,0.26673763,9.168419,2,sector_scatter,-1.9968346,2.0574306,-0.97054773,-0.97054773,linear,-0.99683457,-0.48467364,0.48621271,2.0574306,10.287153,5192872,OK,-0.97054773,OK,SAP_FLUX,QLP,-315.03285,229.73338,bootstrap,229.73338,,TOO_FEW_MEMBERS,3,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK;QLP/SAP_FLUX=OK,28,7,7,"74,14,40,41,54,55,81","QLP,SPOC","120,1800,200,600",False,False,4794.0076,244.84803,0.49481832,2.4166764,2,,-2.7806851,1.2996764,-2.1395211,-2.1395211,linear,-1.7806851,-1.3712977,0.77009555,1.2996764,6.498382,117307.47,OK,-2.1395211,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,21.107305,1.9367503,2.081383,0.19098218,-379.37288,1.7239394,13655,OK,False,2.081383,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.2,163.54872,363.86678,31,63.319568,4,True,OK:4,,,,,,,,84,116.96122,229.73338,31,37.396076,3,True,OK:3,,,,,,,,84,0,3
K06100.02,,3229028,394179406,tic_kic_crossid,CANDIDATE,CANDIDATE,117.68459,157.4182,2.219,134.6,30.7,-30.7,0.010894,0.4466,367,6362,4.248,13.036,0,0,0,0,2,289.81143,38.324951,4,OK,lightkurve,,17,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75,80,81",0.97530393,,131.27591,29.941831,3403.9093,3403.9093,46,141.07859,0,,456.52076,34,2.5530653,0.22117879,160.06374,1862.2518,False,OK,PDCSAP_FLUX,QLP,160.06374,723.68484,analytic,900.78027,536.36307,OK,4,2,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=10ppm;QLP/KSPSAP_FLUX=1588ppm;QLP/DET_FLUX=OK,2,9,2,"74,75,80,81,14,40,41,54,55","QLP,SPOC","120,1800,600",True,False,4053.2548,,,1.385229,8,smeared,0.21929255,6.865705,0.031940282,0.031940282,linear,1.2192926,0.22117879,0.18139928,6.865705,34.328525,1.0638343e+17,OK,0.031940282,OK,SAP_FLUX,QLP,25.661524,564.27113,analytic,564.27113,,TOO_FEW_MEMBERS,3,1,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK;QLP/SAP_FLUX=346ppm,2,9,2,"74,75,80,81,14,40,41,54,55","QLP,SPOC","120,1800,600",True,False,3444.0051,,,1.6117509,8,smeared,-0.80452221,4.3046976,-0.18689401,-0.18689401,linear,0.19547779,0.045477294,0.23264687,4.3046976,21.523488,2.9222482e+11,OK,-0.18689401,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,5.5475,1.5200721,2.5,0.68502573,-543.85891,0.94668412,400,OK,True,2.5,1.0013953,2.4676324,,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.2,723.68484,707.8134,2,1.385229,2,True,OK:2,3.3509343,262.49468,1335.2208,10.088531,1587.627,798.85775,1427.5632,84,564.27113,769.30615,2,1.6117509,2,True,OK:2,,,,,,,,84,0,3
