kepoi_name,kepler_name,kepid,tic_id,tic_route,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_impact,koi_dor,koi_steff,koi_slogg,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_count,ra,dec,shard,lc_status,lc_route,not_measured_reason,n_products,product_authors,product_sectors,ld_band_ratio,ld_note,koi_depth_in_tess_band_ppm,koi_depth_in_tess_band_err_ppm,t0_btjd_nominal,t0_btjd_used,n_epochs_propagated,ephemeris_sigma_minutes,epoch_offset_minutes,epoch_offset_sigma,epoch_search_halfwidth_minutes,epoch_search_n_trials,epoch_search_snr_best,epoch_search_snr_nominal,depth_at_nominal_ephemeris_ppm,depth_at_best_offset_ppm,ephemeris_recovered,pdc_status,pdc_flux_column,pdc_primary_author,pdc_depth_ppm,pdc_depth_err_ppm,pdc_depth_err_method,pdc_total_err_ppm,pdc_depth_reduction_spread_ppm,pdc_depth_reduction_spread_status,pdc_n_members,pdc_n_members_measured,pdc_ensemble_members,pdc_n_transits,pdc_n_sectors,pdc_n_sectors_measured,pdc_sector_list,pdc_authors,pdc_exptimes_s,pdc_smeared,pdc_depth_is_lower_bound,pdc_oot_scatter_ppm,pdc_odd_even_diff_ppm,pdc_odd_even_sigma,pdc_sector_scatter_chi2_per_dof,pdc_n_sectors_dropped_duplicate,pdc_flags,pdc_ln_ratio,pdc_sigma_ln,pdc_z,pdc_z_lin,pdc_z_method,pdc_ratio,pdc_measured_snr,pdc_expected_snr,pdc_sigma_ln_expected,pdc_detectable_ln_ratio,pdc_detectable_depth_change_ppm,pdc_comparison_status,pdc_z_pop,sap_status,sap_flux_column,sap_primary_author,sap_depth_ppm,sap_depth_err_ppm,sap_depth_err_method,sap_total_err_ppm,sap_depth_reduction_spread_ppm,sap_depth_reduction_spread_status,sap_n_members,sap_n_members_measured,sap_ensemble_members,sap_n_transits,sap_n_sectors,sap_n_sectors_measured,sap_sector_list,sap_authors,sap_exptimes_s,sap_smeared,sap_depth_is_lower_bound,sap_oot_scatter_ppm,sap_odd_even_diff_ppm,sap_odd_even_sigma,sap_sector_scatter_chi2_per_dof,sap_n_sectors_dropped_duplicate,sap_flags,sap_ln_ratio,sap_sigma_ln,sap_z,sap_z_lin,sap_z_method,sap_ratio,sap_measured_snr,sap_expected_snr,sap_sigma_ln_expected,sap_detectable_ln_ratio,sap_detectable_depth_change_ppm,sap_comparison_status,sap_z_pop,sap_vs_pdcsap_verdict,sap_vs_pdcsap_n_pairs,sap_vs_pdcsap_authors,sap_minus_pdcsap_ppm,sap_minus_pdcsap_err_ppm,sap_minus_pdcsap_z,sap_minus_pdcsap_fraction,background_direction,ingress_fraction_used,t14_tess_hours,t14_tess_err_hours,t14_factor,t14_factor_err,duration_fit_depth_ppm,duration_fit_chi2_per_dof,duration_fit_n_points,duration_fit_status,duration_at_grid_edge,t14_ratio_observed,t14_ratio_expected_fixed_b,z_duration,b_implied_by_duration,duration_verdict,class,class_provisional,vetoes,would_be_candidate_without_vetoes,flags_classify,population_offset_pdc,population_offset_sap,population_scale_pdc,population_scale_sap,elapsed_s,pdc_depth_err_analytic_ppm,pdc_depth_err_bootstrap_ppm,pdc_n_transits_seen,pdc_chi2_per_dof,pdc_n_members_unavailable,pdc_ensemble_incomplete,pdc_ensemble_unavailable_reasons,pdc_depth_reduction_spread_fraction,pdc_depth_reduction_p16_ppm,pdc_depth_reduction_p84_ppm,pdc_depth_reduction_min_ppm,pdc_depth_reduction_max_ppm,pdc_depth_reduction_median_ppm,pdc_depth_reduction_max_offset_from_primary_ppm,pdc_spread_percentile,sap_depth_err_analytic_ppm,sap_depth_err_bootstrap_ppm,sap_n_transits_seen,sap_chi2_per_dof,sap_n_members_unavailable,sap_ensemble_incomplete,sap_ensemble_unavailable_reasons,sap_depth_reduction_spread_fraction,sap_depth_reduction_p16_ppm,sap_depth_reduction_p84_ppm,sap_depth_reduction_min_ppm,sap_depth_reduction_max_ppm,sap_depth_reduction_median_ppm,sap_depth_reduction_max_offset_from_primary_ppm,sap_spread_percentile,epoch_offset_days,background_n_agree
K04212.01,Kepler-1569 b,1724719,137488218,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,5.7917993,133.35814,3.474,118.5,7.2,-7.2,0.011738,0.896,6.07,6174,4.244,13.96,0,0,0,0,2,292.20471,37.221218,15,OK,lightkurve,,12,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75,81",1.0335012,,122.46989,7.4412083,3341.1479,3341.1479,928,45.405386,0,,188.32616,12,0.92952151,-2.2607129,-843.12402,322.06584,False,OK,PDCSAP_FLUX,QLP,-843.12402,430.03517,bootstrap,430.03517,,TOO_FEW_MEMBERS,4,1,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK;QLP/KSPSAP_FLUX=124ppm;QLP/DET_FLUX=OK,35,8,8,"74,75,14,40,41,54,55,81","QLP,SPOC","120,1800,200,600",False,False,9115.7139,5.6860015,0.0065941495,1.4228422,4,,-7.8843374,3.5122359,-2.24482,-2.24482,linear,-6.8843374,-1.9605932,0.2847904,3.5122359,17.56118,5.1850472e+09,OK,-2.24482,OK,SAP_FLUX,QLP,-842.88649,212.54314,bootstrap,212.54314,,TOO_FEW_MEMBERS,3,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK;QLP/SAP_FLUX=OK,36,8,8,"74,75,14,40,41,54,55,81","QLP,SPOC","120,1800,200,600",False,False,7460.2263,-359.50544,0.82928565,1.1494588,4,,-7.8823979,1.7372556,-4.53727,-4.53727,linear,-6.8823979,-3.9657195,0.57621189,1.7372556,8.6862782,725034.47,OK,-4.53727,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.056335449,2.0669524,0.18965806,0.59497766,0.054593571,-733.46311,1.1096902,7409,OK,False,0.59497766,,,0.97234341,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.3,372.94608,430.03517,36,1.4092721,3,True,OK:3,,,,,,,,84,240.46845,212.54314,37,1.1719563,3,True,OK:3,,,,,,,,84,0,3
K04212.02,,1724719,137488218,tic_kic_crossid_over_name_planet,CANDIDATE,CANDIDATE,10.098963,132.3351,6.428,57,7.2,-7.2,0.007123,0.529,10.31,6174,4.244,13.96,0,0,0,0,2,292.20471,37.221218,15,OK,lightkurve,,12,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75,81",0.97849736,,55.774349,7.045181,3337.9834,3338.1843,532,90.521717,289.22143,3.1950502,367.98515,13,3.6796097,-2.0577562,-819.37752,1514.6101,True,OK,PDCSAP_FLUX,QLP,1514.6101,443.53013,bootstrap,780.92095,642.74299,OK,4,4,SPOC/PDCSAP_FLUX=1178ppm;TESS-SPOC/PDCSAP_FLUX=394ppm;QLP/KSPSAP_FLUX=1944ppm;QLP/DET_FLUX=195ppm,17,8,8,"74,75,14,40,41,54,55,81","QLP,SPOC","120,1800,200,600",False,False,10134.184,-176.78375,0.19754248,1.6355641,4,,3.3015993,0.53318932,6.1921707,1.8680087,ln,27.156034,3.4148979,0.12575098,14.002094,70.010472,1.4177392e+32,OK,6.1921707,OK,SAP_FLUX,QLP,614.91925,312.91343,bootstrap,398.5207,246.78721,OK,3,3,SPOC/SAP_FLUX=276ppm;TESS-SPOC/SAP_FLUX=182ppm;QLP/SAP_FLUX=908ppm,18,8,8,"74,75,14,40,41,54,55,81","QLP,SPOC","120,1800,200,600",False,False,8666.7342,-325.14061,0.49739491,2.7107622,4,,10.025126,7.1465239,1.4027976,1.4027976,linear,11.025126,1.9651417,0.17824211,7.1465239,35.73262,1.8404077e+17,OK,1.4027976,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-572.24249,532.66881,-1.0742932,-0.72834892,PDC_DEEPER_THAN_SAP,0.02,3.5978843,0.65542691,0.55972065,0.10196436,1198.7422,1.0231344,6866,OK,False,0.55972065,1.0410087,-3.0615682,0.88555133,tracks_b,not_measurable,not_measurable,,False,,0,0,1,1,0.2,411.62249,443.53013,19,2.1365349,0,False,,0.42436201,290.56927,1576.0553,195.39196,1943.8014,785.67081,1319.2182,84,275.46672,312.91343,20,1.8722989,0,False,,0.40133272,212.25496,705.82939,182.27949,908.12424,275.95284,432.63976,84,0.20084822,3
K02634.01,Kepler-1299 b,1995519,120762000,tic_kic_crossid_confirms_name_planet,CONFIRMED,CANDIDATE,19.940121,142.34849,4.283,758.9,47.1,-47.1,0.029059,0.862,20,5623,4.596,15.922,0,0,0,0,1,286.15015,37.411369,15,OK,lightkurve,,4,"SPOC,TESS-SPOC","80,81",1.0267479,,779.19897,48.359825,3498.762,3498.762,277,54.150004,0,,226.69501,14,2.3161078,-2.0782986,-18362.138,20232.514,False,OK,PDCSAP_FLUX,SPOC,-18362.138,8835.1781,analytic,8835.1781,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,1,2,1,"80,81",SPOC,120,False,False,68954.786,,,,2,,-24.565404,11.339076,-2.1664379,-2.1664379,linear,-23.565404,-2.0782986,0.088192785,11.339076,56.695381,3.2669258e+27,OK,-2.1664379,OK,SAP_FLUX,SPOC,-3209.6586,1288.5139,analytic,1288.5139,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,2,2,2,"80,81",SPOC,120,False,False,14371.105,-257.97821,0.09820882,0.0096449722,2,,-5.1191772,1.6555586,-3.0921148,-3.0921148,linear,-4.1191772,-2.4909771,0.60472687,1.6555586,8.2777928,3065757.2,OK,-3.0921148,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.10248598,2.255226,0.47180399,0.52655288,0.11015736,-26189.163,1.1273693,642,OK,False,0.52655288,,,0.98558183,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.1,8835.1781,,1,0,2,True,OK:2,,,,,,,,84,1288.5139,90.109357,2,0.0096449722,2,True,OK:2,,,,,,,,84,0,3
K04931.01,,2019199,137637766,tic_kic_crossid,CANDIDATE,CANDIDATE,579.81521,343.5587,5.43,607,117,-117,0.025631,0.8425,477,5822,4.449,14.473,0,0,0,0,1,292.48621,37.404339,15,OK,lightkurve,NO_USABLE_TRANSIT,4,"SPOC,TESS-SPOC","74,75",1.0182015,,618.04834,119.12958,3394.8956,3394.8956,9,228.16224,0,,765.93671,20,,,,,False,NO_USABLE_TRANSIT,PDCSAP_FLUX,SPOC,,,none,,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=NO_USABLE_TRANSIT;TESS-SPOC/PDCSAP_FLUX=NO_USABLE_TRANSIT,0,2,0,"74,75",SPOC,120,False,False,,,,,2,,,,,,,,,,,,,NO_USABLE_TRANSIT,,NO_USABLE_TRANSIT,SAP_FLUX,SPOC,,,none,,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=NO_USABLE_TRANSIT;TESS-SPOC/SAP_FLUX=NO_USABLE_TRANSIT,0,2,0,"74,75",SPOC,120,False,False,,,,,2,,,,,,,,,,,,,NO_USABLE_TRANSIT,,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.081574088,,,,,,,0,too_few_points,False,,,,,inconclusive,not_measured,not_measured,,False,,0,0,1,1,0.1,,,0,,2,True,NO_USABLE_TRANSIT:2,,,,,,,,84,,,0,,2,True,NO_USABLE_TRANSIT:2,,,,,,,,84,0,3
K04709.01,,2303903,137315720,tic_kic_crossid,CANDIDATE,CANDIDATE,3.7085859,134.47308,1.94,305.4,32.8,-32.8,0.015797,0.115,14.75,5420,4.596,15.947,0,0,0,0,1,291.64294,37.632408,15,OK,lightkurve,,4,"SPOC,TESS-SPOC","74,75",0.95664418,,292.15913,31.377929,3341.214,3341.214,1449,47.760695,0,,172.38209,18,2.3264226,-1.4203143,-8221.2194,11417.967,False,OK,PDCSAP_FLUX,SPOC,-8221.2194,6417.89,bootstrap,6417.89,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,14,2,2,"74,75",SPOC,120,False,False,146523.52,-23344.344,2.150157,0.04630031,2,,-29.139526,21.967423,-1.3264881,-1.3264881,linear,-28.139526,-1.2809848,0.045522614,21.967423,109.83712,1.469851e+50,OK,-1.3264881,OK,SAP_FLUX,SPOC,-4982.186,4182.5532,bootstrap,4182.5532,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,15,2,2,"74,75",SPOC,120,False,False,90798.054,-15351.152,2.336482,0.0095927669,2,,-18.052987,14.316501,-1.2609916,-1.2609916,linear,-17.052987,-1.1911829,0.069851863,14.316501,71.582503,3.5768894e+33,OK,-1.2609916,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,4.85,0.58282985,2.5,0.30042776,-9414.1904,1.0678143,4070,OK,True,2.5,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.2,5788.3099,6417.89,14,0.89270756,2,True,OK:2,,,,,,,,84,3599.5832,4182.5532,15,0.91384517,2,True,OK:2,,,,,,,,84,0,3
K00151.01,,2307199,137547180,tic_kic_crossid,CANDIDATE,CANDIDATE,13.447179,132.83056,3.0454,1428.2,21.1,-21.1,0.046114,0.963,13.815,6276,4.405,14,0,0,0,0,1,292.37476,37.630959,15,OK,lightkurve,,8,"SPOC,TESS-SPOC","40,41,74,75",1.0734451,,1533.0943,22.649692,3317.8078,3317.7761,398,7.232308,-45.681,6.3162409,67.377924,8,3.953552,3.7212713,2480.2409,2597.8057,True,OK,PDCSAP_FLUX,SPOC,2597.8057,786.02933,bootstrap,803.5743,167.00164,OK,2,2,SPOC/PDCSAP_FLUX=2598ppm;TESS-SPOC/PDCSAP_FLUX=3089ppm,8,4,4,"40,41,74,75",SPOC,120,False,False,12312.045,2625.025,1.9961375,1.0889663,4,,0.52737903,0.31369115,1.6812047,1.318463,ln,1.6944853,3.304973,1.9504289,0.52673853,2.6336927,19815.391,OK,1.6812047,OK,SAP_FLUX,SPOC,1635.5165,406.40911,bootstrap,406.4387,4.9042955,OK,2,2,SPOC/SAP_FLUX=1636ppm;TESS-SPOC/SAP_FLUX=1621ppm,8,4,4,"40,41,74,75",SPOC,120,False,False,7936.9182,1273.1419,1.630419,1.1446462,4,,0.064670571,0.25391813,0.25469064,0.24726304,ln,1.0668075,4.0243107,3.7722931,0.27018809,1.3509405,4386.267,OK,0.25469064,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-1195.3635,649.65992,-1.8399835,-0.42039988,PDC_DEEPER_THAN_SAP,0.5,6.1479692,1.209968,2.0187723,0.39731005,2759.8789,1.0995729,3654,OK,False,2.0187723,1.0842279,3.0494096,0.64328441,tracks_b,not_measurable,not_measurable,,False,,0,0,1,1,0.1,657.08147,786.02933,8,1.5457824,0,False,,0.064285655,2676.3947,3010.398,2597.8057,3088.987,2843.3964,491.1813,84,389.81181,406.40911,8,1.1214412,0,False,,0.0029986218,1623.4,1633.2086,1621.0921,1635.5165,1628.3043,14.424399,84,-0.031722917,3
K01024.01,Kepler-753 b,2715135,351056774,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,5.7477119,133.29939,1.8923,820.1,18.5,-18.5,0.026906,0.575,19.76,4252,4.64,14.496,0,0,0,0,1,291.90326,37.90229,15,OK,lightkurve,,2,"SPOC,TESS-SPOC",74,0.97370078,,798.53201,18.013464,3328.9146,3328.9146,933,10.186465,0,,58.943895,12,0.19754724,-0.081306918,-116.81239,231.31348,False,OK,PDCSAP_FLUX,SPOC,-116.81239,1436.6844,analytic,1436.6844,,TOO_FEW_MEMBERS,2,1,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=348ppm,3,1,1,74,SPOC,120,False,False,13430.804,-1478.2268,0.43180428,,1,,-1.1462839,1.799993,-0.63682688,-0.63682688,linear,-0.14628391,-0.081306918,0.55581587,1.799993,8.9999649,6469546.4,OK,-0.63682688,OK,SAP_FLUX,SPOC,38.286782,697.85894,analytic,697.86329,2.4638901,OK,2,2,SPOC/SAP_FLUX=38ppm;TESS-SPOC/SAP_FLUX=31ppm,4,1,1,74,SPOC,120,False,False,7414.5312,-315.28748,0.22234592,,1,,-0.95205354,0.87565253,-1.0872504,-1.0872504,linear,0.047946459,0.054863211,1.1442599,0.87565253,4.3782627,62844.029,OK,-1.0872504,BACKGROUND_TEST_AGREES,1,TESS-SPOC,-317.38834,1617.3446,-0.1962404,-0.91091413,PDC_DEEPER_THAN_SAP,0.038662332,1.674678,1.986915,0.88499605,1.05,-700.33824,0.96488664,851,OK,True,0.88499605,,,0.698252,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.1,1436.6844,876.15567,3,0.50624895,1,True,OK:1,,,,,,,,84,697.85894,318.00439,4,0.25159021,0,False,,0.064353544,32.199524,37.127305,31.040047,38.286782,34.663415,7.2467357,84,0,3
K03077.01,Kepler-1899 b,2715695,137348756,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,4.095782,131.61992,1.704,405.5,37.4,-37.4,0.020221,0.752,12.68,4791,4.577,15.958,0,0,0,0,2,292.03348,37.974548,15,OK,lightkurve,,2,"SPOC,TESS-SPOC",74,1.0035361,,406.9339,37.532251,3325.9986,3325.9986,1309,38.239199,0,,140.2776,18,1.9120734,0.54245814,2730.759,9620.1624,False,OK,PDCSAP_FLUX,SPOC,2730.759,5034.0455,analytic,5034.0455,,TOO_FEW_MEMBERS,2,1,SPOC/PDCSAP_FLUX=2731ppm;TESS-SPOC/PDCSAP_FLUX=OK,5,1,1,74,SPOC,120,False,False,56976.299,-19368.617,1.836702,,1,,5.7105714,12.371116,0.46160519,0.46160519,linear,6.7105714,0.54245814,0.080836357,12.371116,61.855581,2.9720858e+29,OK,0.46160519,OK,SAP_FLUX,SPOC,629.604,1665.3309,analytic,1665.3309,,TOO_FEW_MEMBERS,2,1,SPOC/SAP_FLUX=630ppm;TESS-SPOC/SAP_FLUX=OK,6,1,1,74,SPOC,120,False,False,20950.763,-6075.4742,1.68586,,1,,0.54718987,4.0937314,0.13366531,0.13366531,linear,1.5471899,0.3780654,0.24435618,4.0937314,20.468657,3.154631e+11,OK,0.13366531,BACKGROUND_TEST_AGREES,1,SPOC,-2101.155,5302.3524,-0.39626845,-0.76943992,PDC_DEEPER_THAN_SAP,0.044521636,0.6816,1.7892,0.4,1.05,6735.4662,1.199642,1381,OK,True,0.4,1.0678889,-0.37388319,0.98223998,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.1,5034.0455,5092.7672,7,1.2595674,1,True,OK:1,,,,,,,,84,1665.3309,1491.761,7,0.85656266,1,True,OK:1,,,,,,,,84,0,3
K03077.02,,2715695,137348756,tic_kic_crossid_over_name_planet,CANDIDATE,CANDIDATE,7.5584292,137.9981,2.91,361.1,39.1,-39.1,0.018044,0.619,16.06,4791,4.577,15.958,0,0,0,0,2,292.03348,37.974548,15,OK,lightkurve,,2,"SPOC,TESS-SPOC",74,0.9812245,,354.32017,38.365878,3329.9244,3329.9244,709,89.029192,0,,310.73758,22,1.4573588,0.97564653,3862.6632,5739.7383,False,OK,PDCSAP_FLUX,SPOC,3862.6632,3959.0806,analytic,4084.3102,1003.6291,OK,2,2,SPOC/PDCSAP_FLUX=3863ppm;TESS-SPOC/PDCSAP_FLUX=6815ppm,3,1,1,74,SPOC,120,False,False,42453.64,-29.540315,0.0024904262,,1,,9.9016182,11.527791,0.85893457,0.85893457,linear,10.901618,0.97564653,0.089495569,11.527791,57.638955,3.8165957e+27,OK,0.85893457,OK,SAP_FLUX,SPOC,1225.5783,1374.9931,analytic,1430.5573,394.8268,OK,2,2,SPOC/SAP_FLUX=1226ppm;TESS-SPOC/SAP_FLUX=2387ppm,4,1,1,74,SPOC,120,False,False,19455.796,583.57052,0.1861193,,1,,2.4589572,4.0392318,0.60876852,0.60876852,linear,3.4589572,0.89133417,0.2576887,4.0392318,20.196159,2.0915889e+11,OK,0.60876852,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-3426.422,3133.9889,-1.0933102,-0.64182172,PDC_DEEPER_THAN_SAP,0.028430049,6.6380267,3.0555,2.2811088,1.05,-1512.9235,1.0519546,1308,OK,True,2.2811088,1.0640579,1.6113343,,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.1,3959.0806,2303.6915,3,0.41223306,0,False,,0.25982827,4334.9592,6342.2174,3862.6632,6814.5135,5338.5883,2951.8503,84,1374.9931,1178.1959,4,0.77321062,0,False,,0.32215551,1411.3791,2201.0327,1225.5783,2386.8336,1806.2059,1161.2553,84,0,3
K04400.01,Kepler-1601 b,2831055,120571308,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,2.2092312,131.90288,2.392,59.8,4.9,-4.9,0.007076,0.11,7.088,5991,4.375,13.764,0,0,0,0,1,285.51294,38.079739,15,OK,lightkurve,,11,"QLP,SPOC,TESS-SPOC","14,40,41,53,54,80,81",0.96383219,,57.637165,4.7227777,3501.2363,3501.1366,2506,53.634359,-143.53435,2.6761642,196.78308,18,6.754592,-1.6625893,-514.5211,2061.666,True,OK,PDCSAP_FLUX,QLP,2061.666,2073.1867,bootstrap,3669.2556,3027.4302,OK,4,3,SPOC/PDCSAP_FLUX=637ppm;TESS-SPOC/PDCSAP_FLUX=OK;QLP/KSPSAP_FLUX=9541ppm;QLP/DET_FLUX=6198ppm,77,7,7,"80,81,14,40,41,53,54","QLP,SPOC","120,1800,600",True,False,13144.18,-1072.9419,0.24458945,1.5288484,4,smeared,34.769732,63.661351,0.54616705,0.54616705,linear,35.769732,0.99444296,0.027801241,63.661351,318.30676,9.9901071e+139,OK,0.54616705,OK,SAP_FLUX,QLP,1309.2654,1189.6365,bootstrap,2558.6291,2265.2478,OK,3,3,SPOC/SAP_FLUX=760ppm;TESS-SPOC/SAP_FLUX=451ppm;QLP/SAP_FLUX=7113ppm,80,7,7,"80,81,14,40,41,53,54","QLP,SPOC","120,1800,600",True,False,12568.252,-999.2975,0.41014058,1.3601249,4,smeared,21.715646,44.392105,0.48917811,0.48917811,linear,22.715646,1.1005592,0.048449391,44.392105,221.96052,1.4352677e+98,OK,0.48917811,BACKGROUND_TEST_AGREES,1,SPOC,122.44393,2518.6694,0.048614529,0.1921617,SAP_DEEPER_THAN_PDC,0.02,4.6836437,2.5116,1.958045,1.05,216.96714,3.7384366,10956,OK,True,1.958045,1.0356637,1.1726433,,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.5,305.22435,2073.1867,81,41.428241,1,True,OK:1,1.4684388,2416.5552,8471.4155,637.19215,9541.3986,6197.7016,7479.7326,84,169.8995,1189.6365,82,45.302829,0,False,,1.730167,549.76104,5080.2567,450.99631,7113.4899,759.63608,5804.2245,84,-0.099676633,3
