kepoi_name,kepler_name,kepid,tic_id,tic_route,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_impact,koi_dor,koi_steff,koi_slogg,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_count,ra,dec,shard,lc_status,lc_route,not_measured_reason,n_products,product_authors,product_sectors,ld_band_ratio,ld_note,koi_depth_in_tess_band_ppm,koi_depth_in_tess_band_err_ppm,t0_btjd_nominal,t0_btjd_used,n_epochs_propagated,ephemeris_sigma_minutes,epoch_offset_minutes,epoch_offset_sigma,epoch_search_halfwidth_minutes,epoch_search_n_trials,epoch_search_snr_best,epoch_search_snr_nominal,depth_at_nominal_ephemeris_ppm,depth_at_best_offset_ppm,ephemeris_recovered,pdc_status,pdc_flux_column,pdc_primary_author,pdc_depth_ppm,pdc_depth_err_ppm,pdc_depth_err_method,pdc_total_err_ppm,pdc_depth_reduction_spread_ppm,pdc_depth_reduction_spread_status,pdc_n_members,pdc_n_members_measured,pdc_ensemble_members,pdc_n_transits,pdc_n_sectors,pdc_n_sectors_measured,pdc_sector_list,pdc_authors,pdc_exptimes_s,pdc_smeared,pdc_depth_is_lower_bound,pdc_oot_scatter_ppm,pdc_odd_even_diff_ppm,pdc_odd_even_sigma,pdc_sector_scatter_chi2_per_dof,pdc_n_sectors_dropped_duplicate,pdc_flags,pdc_ln_ratio,pdc_sigma_ln,pdc_z,pdc_z_lin,pdc_z_method,pdc_ratio,pdc_measured_snr,pdc_expected_snr,pdc_sigma_ln_expected,pdc_detectable_ln_ratio,pdc_detectable_depth_change_ppm,pdc_comparison_status,pdc_z_pop,sap_status,sap_flux_column,sap_primary_author,sap_depth_ppm,sap_depth_err_ppm,sap_depth_err_method,sap_total_err_ppm,sap_depth_reduction_spread_ppm,sap_depth_reduction_spread_status,sap_n_members,sap_n_members_measured,sap_ensemble_members,sap_n_transits,sap_n_sectors,sap_n_sectors_measured,sap_sector_list,sap_authors,sap_exptimes_s,sap_smeared,sap_depth_is_lower_bound,sap_oot_scatter_ppm,sap_odd_even_diff_ppm,sap_odd_even_sigma,sap_sector_scatter_chi2_per_dof,sap_n_sectors_dropped_duplicate,sap_flags,sap_ln_ratio,sap_sigma_ln,sap_z,sap_z_lin,sap_z_method,sap_ratio,sap_measured_snr,sap_expected_snr,sap_sigma_ln_expected,sap_detectable_ln_ratio,sap_detectable_depth_change_ppm,sap_comparison_status,sap_z_pop,sap_vs_pdcsap_verdict,sap_vs_pdcsap_n_pairs,sap_vs_pdcsap_authors,sap_minus_pdcsap_ppm,sap_minus_pdcsap_err_ppm,sap_minus_pdcsap_z,sap_minus_pdcsap_fraction,background_direction,ingress_fraction_used,t14_tess_hours,t14_tess_err_hours,t14_factor,t14_factor_err,duration_fit_depth_ppm,duration_fit_chi2_per_dof,duration_fit_n_points,duration_fit_status,duration_at_grid_edge,t14_ratio_observed,t14_ratio_expected_fixed_b,z_duration,b_implied_by_duration,duration_verdict,class,class_provisional,vetoes,would_be_candidate_without_vetoes,flags_classify,population_offset_pdc,population_offset_sap,population_scale_pdc,population_scale_sap,elapsed_s,pdc_depth_err_analytic_ppm,pdc_depth_err_bootstrap_ppm,pdc_n_transits_seen,pdc_chi2_per_dof,pdc_n_members_unavailable,pdc_ensemble_incomplete,pdc_ensemble_unavailable_reasons,pdc_depth_reduction_spread_fraction,pdc_depth_reduction_p16_ppm,pdc_depth_reduction_p84_ppm,pdc_depth_reduction_min_ppm,pdc_depth_reduction_max_ppm,pdc_depth_reduction_median_ppm,pdc_depth_reduction_max_offset_from_primary_ppm,pdc_spread_percentile,sap_depth_err_analytic_ppm,sap_depth_err_bootstrap_ppm,sap_n_transits_seen,sap_chi2_per_dof,sap_n_members_unavailable,sap_ensemble_incomplete,sap_ensemble_unavailable_reasons,sap_depth_reduction_spread_fraction,sap_depth_reduction_p16_ppm,sap_depth_reduction_p84_ppm,sap_depth_reduction_min_ppm,sap_depth_reduction_max_ppm,sap_depth_reduction_median_ppm,sap_depth_reduction_max_offset_from_primary_ppm,sap_spread_percentile,epoch_offset_days,background_n_agree
K00958.01,Kepler-1731 b,1026957,137099260,tic_kic_crossid_confirms_name_planet,CONFIRMED,CANDIDATE,21.761298,166.54044,1.243,1300.7,26.8,-26.8,0.032165,0.123,137.07,4859,4.612,12.559,0,0,0,0,1,291.25449,36.74361,13,OK,lightkurve,,20,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75,81",0.95090286,,1236.8394,25.484197,3331.0584,3331.0628,245,6.1623776,6.205056,1.0069256,37.132133,10,6.4586881,5.5293028,2457.375,2891.9943,True,OK,PDCSAP_FLUX,QLP,2891.9943,944.83865,bootstrap,2259.3874,2052.3429,OK,4,4,SPOC/PDCSAP_FLUX=1923ppm;TESS-SPOC/PDCSAP_FLUX=2032ppm;QLP/KSPSAP_FLUX=7871ppm;QLP/DET_FLUX=4139ppm,9,8,8,"14,40,41,74,75,81,54,55","QLP,SPOC","120,600",False,False,5598.6461,-212.47887,0.19684014,5.5362592,12,sector_scatter,0.84938713,0.78312529,1.0846121,0.73224722,ln,2.3382134,3.0608341,1.3090482,1.8275432,9.1377158,11500749,OK,1.0846121,OK,SAP_FLUX,QLP,1357.5204,607.08396,bootstrap,2324.1491,2243.4611,OK,3,3,SPOC/SAP_FLUX=869ppm;TESS-SPOC/SAP_FLUX=520ppm;QLP/SAP_FLUX=7118ppm,9,8,8,"14,40,41,74,75,81,54,55","QLP,SPOC","120,600",False,False,4307.0405,-154.37031,0.18998218,6.2962434,12,sector_scatter,0.093100558,1.7129085,0.054352322,0.051903326,ln,1.0975721,2.2361328,2.0373448,1.8798814,9.3994072,14941287,OK,0.054352322,BACKGROUND_TEST_DISAGREES,2,"SPOC,TESS-SPOC",-1289.2502,404.23224,-3.18938,-0.65206328,PDC_DEEPER_THAN_SAP,0.031626711,0.88830027,0.13219423,0.71464221,0.10635095,1580.5356,1.1230149,1380,OK,False,0.71464221,1.0167247,-2.2260446,0.7273205,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.2,447.76807,944.83865,9,4.8959781,0,False,,0.70966354,1975.0016,6079.6875,1922.5831,7871.0184,3085.4337,4979.0241,84,319.25641,607.08396,9,5.5092656,0,False,,1.6526169,631.59471,5118.517,519.99618,7118.4113,868.74159,5760.891,84,0.0043090667,3
K04921.01,,1164301,137313529,tic_kic_crossid,CANDIDATE,CANDIDATE,95.688682,224.2893,6.465,453.8,61.6,-61.6,0.019927,0.5497,97.2,5040,2.681,13.933,0,0,0,0,1,291.69196,36.881409,13,OK,lightkurve,,11,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75",0.97384407,,441.93044,59.988795,3320.1668,3319.6729,55,287.50794,-711.17586,2.4735869,864,24,3.5856334,0.82749607,811.02587,4206.5499,True,OK,PDCSAP_FLUX,QLP,4206.5499,1173.1679,analytic,1254.9531,445.62816,OK,4,2,SPOC/PDCSAP_FLUX=4213ppm;TESS-SPOC/PDCSAP_FLUX=2902ppm;QLP/KSPSAP_FLUX=OK;QLP/DET_FLUX=OK,2,7,2,"74,75,14,40,41,54,55","QLP,SPOC","120,1800,600",False,False,51811.989,-6720.0724,0.1712219,0.02931694,4,,2.2532456,0.33155498,6.7959939,2.9959241,ln,9.5185792,3.5856334,0.37669838,2.8433895,14.216948,6.6023038e+08,OK,6.7959939,OK,SAP_FLUX,QLP,655.34696,577.43133,analytic,577.43133,,TOO_FEW_MEMBERS,3,1,SPOC/SAP_FLUX=658ppm;TESS-SPOC/SAP_FLUX=OK;QLP/SAP_FLUX=OK,2,7,2,"74,75,14,40,41,54,55","QLP,SPOC","120,1800,600",False,False,47894.905,-9552.8236,0.25106289,0.063032576,4,,0.48291881,1.3145947,0.36735185,0.36735185,linear,1.4829188,1.1349349,0.76533852,1.3145947,6.5729736,315756.78,OK,0.36735185,BACKGROUND_TEST_AGREES,1,SPOC,-3555.0121,1308.0744,-2.7177446,-0.84390784,PDC_DEEPER_THAN_SAP,0.027769539,16.1625,0.92937567,2.5,0.14375494,-1380.5279,1.0397546,879,OK,True,2.5,1.0569681,5.4106741,,duration_inconsistent,not_measurable,not_measurable,,False,,0,0,1,1,0.2,1173.1679,2864.8887,2,0.02931694,2,True,OK:2,0.10593673,3111.5959,4002.8522,2901.8886,4212.5596,3557.2241,1304.6613,84,577.43133,4074.3946,2,0.063032576,2,True,OK:2,,,,,,,,84,-0.49387212,3
K00993.01,Kepler-262 c,1718189,122673489,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,21.853629,144.32031,3.439,355.6,16.7,-16.7,0.018296,0.676,37,5830,4.54,14.246,0,0,0,0,3,290.72867,37.252651,13,OK,lightkurve,,10,"SPOC,TESS-SPOC","40,41,74,75,81",0.98975272,,351.95607,16.52887,3331.4594,3331.4594,245,33.003699,0,,150.5961,11,1.3209751,-2.7002383,-5390.2201,2772.2035,False,OK,PDCSAP_FLUX,SPOC,-5390.2201,1996.2016,analytic,1996.2016,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,6,5,5,"40,41,74,75,81",SPOC,120,False,False,34623.984,3034.4562,0.65903941,0.68184753,5,,-16.315037,5.67215,-2.8763408,-2.8763408,linear,-15.315037,-2.7002383,0.17631289,5.67215,28.36075,7.3013931e+14,OK,-2.8763408,OK,SAP_FLUX,SPOC,-408.94718,224.77479,analytic,224.77479,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,6,5,5,"40,41,74,75,81",SPOC,120,False,False,4418.9417,538.72084,0.90054651,0.45385039,5,,-2.1619268,0.64231786,-3.3658208,-3.3658208,linear,-1.1619268,-1.8193641,1.5658165,0.64231786,3.2115893,8383.0653,OK,-3.3658208,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.032610983,8.5975,0.12931198,2.5,0.037601624,1882.9033,1.1469649,3007,OK,True,2.5,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.2,1996.2016,1662.2415,6,0.92181464,2,True,OK:2,,,,,,,,84,224.77479,117.79752,6,0.3631815,2,True,OK:2,,,,,,,,84,0,3
K00993.02,Kepler-262 b,1718189,122673489,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,13.060794,137.63148,3.215,236.6,14.1,-14.1,0.015111,0.718,22.29,5830,4.54,14.246,0,0,0,0,3,290.72867,37.252651,13,OK,lightkurve,,10,"SPOC,TESS-SPOC","40,41,74,75,81",0.99484656,,235.38069,14.027336,3338.6178,3338.6066,411,62.87219,-16.08786,0.25588197,236.84157,16,3.6098895,2.8271761,4891.5254,6026.6836,True,OK,PDCSAP_FLUX,SPOC,6026.6836,3176.0054,bootstrap,3261.7356,742.90569,OK,2,2,SPOC/PDCSAP_FLUX=6027ppm;TESS-SPOC/PDCSAP_FLUX=3842ppm,10,5,5,"40,41,74,75,81",SPOC,120,False,False,36063.928,-2202.0655,0.65950146,0.78177957,5,,24.603984,13.857496,1.7755,1.7755,linear,25.603984,1.8975672,0.074112184,13.857496,69.287479,2.9036258e+32,OK,1.7755,OK,SAP_FLUX,SPOC,-1.7413502,115.33662,bootstrap,115.33662,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,10,5,5,"40,41,74,75,81",SPOC,120,False,False,4869.7037,344.2372,0.85562349,0.38963849,5,,-1.007398,0.49613687,-2.0304841,-2.0304841,linear,-0.0073980161,-0.015097982,2.040815,0.49613687,2.4806844,2577.2867,OK,-2.0304841,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.030261716,3.8616151,0.36532087,1.2011244,0.11363013,2118.2509,0.9451124,4795,OK,False,1.2011244,1.1177252,0.58507031,0.53625195,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.2,1669.4925,3176.0054,10,4.202926,0,False,,0.1232694,4191.2696,5677.0809,3841.6669,6026.6836,4934.1753,2185.0167,84,200.38471,115.33662,10,0.45336784,2,True,OK:2,,,,,,,,84,-0.011172125,3
K00993.03,,1718189,122673489,tic_kic_crossid_over_name_planet,CANDIDATE,CANDIDATE,86.723653,195.3511,4.852,241,28,-28,0.014997,0.662,105.1,5830,4.54,14.246,0,0,0,0,3,290.72867,37.252651,13,OK,lightkurve,,10,"SPOC,TESS-SPOC","40,41,74,75,81",0.98824559,,238.16719,27.670876,3318.4939,3318.4939,61,156.3062,0,,541.69861,22,1.3636529,-0.93198108,-8224.1864,11578.13,False,OK,PDCSAP_FLUX,SPOC,-8224.1864,8824.4135,analytic,8824.4135,,TOO_FEW_MEMBERS,2,1,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=3923ppm,1,5,1,"40,41,74,75,81",SPOC,120,False,False,73096.763,,,,5,,-35.531148,37.051556,-0.95896507,-0.95896507,linear,-34.531148,-0.93198108,0.026989577,37.051556,185.25778,6.8126144e+82,OK,-0.95896507,OK,SAP_FLUX,SPOC,491.05322,1641.8572,analytic,1642.6362,50.582203,OK,2,2,SPOC/SAP_FLUX=491ppm;TESS-SPOC/SAP_FLUX=640ppm,1,5,1,"40,41,74,75,81",SPOC,120,False,False,13600.275,,,,5,,1.0618005,6.8981476,0.15392545,0.15392545,linear,2.0618005,0.299084,0.14505962,6.8981476,34.490738,2.269965e+17,OK,0.15392545,BACKGROUND_TEST_AGREES,1,TESS-SPOC,-3282.9775,7683.1784,-0.42729419,-0.83689607,PDC_DEEPER_THAN_SAP,0.026010384,11.765114,5.0946,2.4247968,1.05,5143.9127,1.4276233,716,OK,True,2.4247968,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.2,8824.4135,,1,0,1,True,OK:1,,,,,,,,84,1641.8572,,1,0,0,False,,0.10300758,514.85661,616.02102,491.05322,639.82441,565.43881,148.77118,84,0,3
K06259.01,,2161949,351055067,tic_kic_crossid,CANDIDATE,CANDIDATE,4.7811394,131.7043,2.733,105.8,12.8,-12.8,0.009326,0.118,13.41,5683,4.326,14.595,0,0,0,0,2,291.8129,37.55587,13,OK,lightkurve,,8,"SPOC,TESS-SPOC","40,41,74,75",0.96119076,,101.69398,12.303242,3319.5804,3319.5804,1120,98.66803,0,,336.99909,21,1.8300142,-1.9252032,-1559.119,1504.7376,False,OK,PDCSAP_FLUX,SPOC,-1559.119,1171.1474,bootstrap,1171.1474,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,24,4,4,"40,41,74,75",SPOC,120,False,False,27190.519,-1360.7176,0.58364652,2.3923679,4,,-16.331478,11.517132,-1.418016,-1.418016,linear,-15.331478,-1.3312749,0.086832782,11.517132,57.585659,1.0385547e+27,OK,-1.418016,OK,SAP_FLUX,SPOC,-168.7026,454.1636,bootstrap,454.1636,,TOO_FEW_MEMBERS,2,1,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=114ppm,24,4,4,"40,41,74,75",SPOC,120,False,False,10851.279,-717.48571,0.8380442,1.314311,4,,-2.6589241,4.4679012,-0.59511705,-0.59511705,linear,-1.6589241,-0.37145778,0.22391487,4.4679012,22.339506,5.1194036e+11,OK,-0.59511705,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,5.6884198,2.1591173,2.081383,0.7900173,-616.13741,0.94617551,8602,OK,False,2.081383,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.3,809.84647,1171.1474,24,1.8197788,2,True,OK:2,,,,,,,,84,300.32466,454.1636,24,1.729631,1,True,OK:1,,,,,,,,84,0,3
K06259.02,,2161949,351055067,tic_kic_crossid,CANDIDATE,CANDIDATE,7.1886406,133.14566,2.364,133.5,17.5,-17.5,0.010693,0.424,21.33,5683,4.326,14.595,0,0,0,0,2,291.8129,37.55587,13,OK,lightkurve,,8,"SPOC,TESS-SPOC","40,41,74,75",0.96983554,,129.47304,16.972122,3321.6829,3321.6829,745,84.370445,0,,288.57134,24,1.8271873,0.40076246,440.32379,2089.3347,False,OK,PDCSAP_FLUX,SPOC,440.32379,1580.6423,bootstrap,1580.6423,,TOO_FEW_MEMBERS,2,1,SPOC/PDCSAP_FLUX=440ppm;TESS-SPOC/PDCSAP_FLUX=OK,15,4,4,"40,41,74,75",SPOC,120,False,False,24680.891,-2513.8701,0.91102298,1.2628244,4,,2.4008916,12.20908,0.19664805,0.19664805,linear,3.4008916,0.2785727,0.081911665,12.20908,61.045398,4.2058971e+28,OK,0.19664805,OK,SAP_FLUX,SPOC,167.14961,506.1164,bootstrap,508.30879,47.159414,OK,2,2,SPOC/SAP_FLUX=167ppm;TESS-SPOC/SAP_FLUX=28ppm,16,4,4,"40,41,74,75",SPOC,120,False,False,10347.297,-293.44256,0.2775899,1.6068174,4,,0.29099927,3.9284876,0.074074121,0.074074121,linear,1.2909993,0.33025921,0.25581673,3.9284876,19.642438,4.3932087e+10,OK,0.074074121,BACKGROUND_TEST_AGREES,1,SPOC,-273.17419,1659.6939,-0.16459311,-0.62039388,PDC_DEEPER_THAN_SAP,0.02,3.8537376,0.18489891,1.6301767,0.078214431,1771.9501,0.99096514,4965,OK,False,1.6301767,1.0108351,3.0369641,,duration_inconsistent,not_measurable,not_measurable,,False,,0,0,1,1,0.3,1098.7152,1580.6423,16,2.2110318,1,True,OK:1,,,,,,,,84,383.10006,506.1164,16,2.1064133,0,False,,0.28213895,50.638113,144.95694,28.445448,167.14961,97.797527,138.70416,84,0,3
K08085.01,,2284957,120963958,tic_kic_crossid,CANDIDATE,CANDIDATE,419.2615,187.5475,21.53,287.8,41.8,-41.8,0.01597,0.5,131.6,5979,4.379,14.547,0,0,0,0,1,286.61917,37.62624,13,OK,lightkurve,NO_USABLE_TRANSIT,4,"SPOC,TESS-SPOC","80,81",0.97575484,,280.82224,40.786552,3470.947,3470.947,13,555.02515,0,,864,6,,,,,False,NO_USABLE_TRANSIT,PDCSAP_FLUX,SPOC,,,none,,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=NO_USABLE_TRANSIT;TESS-SPOC/PDCSAP_FLUX=NO_USABLE_TRANSIT,0,2,0,"80,81",SPOC,120,False,False,,,,,2,,,,,,,,,,,,,NO_USABLE_TRANSIT,,NO_USABLE_TRANSIT,SAP_FLUX,SPOC,,,none,,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=NO_USABLE_TRANSIT;TESS-SPOC/SAP_FLUX=NO_USABLE_TRANSIT,0,2,0,"80,81",SPOC,120,False,False,,,,,2,,,,,,,,,,,,,NO_USABLE_TRANSIT,,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.020851696,,,,,,,0,too_few_points,False,,,,,inconclusive,not_measured,not_measured,,False,,0,0,1,1,0,,,0,,2,True,NO_USABLE_TRANSIT:2,,,,,,,,84,,,0,,2,True,NO_USABLE_TRANSIT:2,,,,,,,,84,0,3
K06274.01,,2449245,137817515,tic_kic_crossid,CANDIDATE,CANDIDATE,18.177293,145.8085,4.703,213.1,32,-32,0.013378,0.039,29.91,6158,4.455,15.324,0,0,0,0,1,292.73026,37.787182,13,OK,lightkurve,,8,"SPOC,TESS-SPOC","74,75,81,82",0.96475507,,205.58931,30.872162,3359.2872,3359.2872,296,210.87613,0,,703.1734,26,1.7272381,-1.5780314,-4612.9393,4817.7351,False,OK,PDCSAP_FLUX,SPOC,-4612.9393,2923.2241,analytic,2923.2241,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,4,4,4,"74,75,81,82",SPOC,120,False,False,53069.892,5602.9942,0.65055088,0.69700508,4,,-23.437642,14.219636,-1.6482589,-1.6482589,linear,-22.437642,-1.5780314,0.070329643,14.219636,71.098181,1.5507736e+33,OK,-1.6482589,OK,SAP_FLUX,SPOC,-1421.0764,983.74385,analytic,983.74385,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,5,4,4,"74,75,81,82",SPOC,120,False,False,21271.116,1883.4575,0.90394814,0.92992713,4,,-7.9122099,4.787612,-1.6526423,-1.6526423,linear,-6.9122099,-1.4445594,0.20898662,4.787612,23.93806,5.118797e+12,OK,-1.6526423,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,6.1909455,1.3703655,1.3163822,0.29138114,-7250.6076,1.050864,2824,OK,False,1.3163822,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.2,2923.2241,2305.4285,6,0.69700508,2,True,OK:2,,,,,,,,84,983.74385,828.95923,6,0.77980866,2,True,OK:2,,,,,,,,84,0,3
K04581.01,,2572029,122516963,tic_kic_crossid,CANDIDATE,CANDIDATE,6.0059966,133.404,3.096,39.2,5.4,-5.4,0.005742,0.135,14.78,6103,4.331,13.549,0,0,0,0,1,290.60806,37.801891,13,OK,lightkurve,,11,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,81",0.96499506,,37.827806,5.2109733,3335.765,3335.9369,894,174.43654,247.65523,1.419744,569.74961,32,3.654392,-3.4370391,-877.64972,1005.7081,True,OK,PDCSAP_FLUX,QLP,1005.7081,310.63386,bootstrap,377.89174,215.19473,OK,4,4,SPOC/PDCSAP_FLUX=775ppm;TESS-SPOC/PDCSAP_FLUX=885ppm;QLP/KSPSAP_FLUX=1290ppm;QLP/DET_FLUX=1224ppm,28,7,7,"74,81,14,40,41,54,55","QLP,SPOC","120,1800,600",False,False,5837.5085,-109.11607,0.17187652,2.0873777,4,,3.2804027,0.40331406,8.1336185,2.5609879,ln,26.586477,3.2375998,0.12177619,9.9908622,49.954311,1.8736684e+23,OK,8.1336185,OK,SAP_FLUX,QLP,783.11731,308.59905,bootstrap,408.16863,267.14837,OK,3,3,SPOC/SAP_FLUX=510ppm;TESS-SPOC/SAP_FLUX=519ppm;QLP/SAP_FLUX=1296ppm,28,7,7,"74,81,14,40,41,54,55","QLP,SPOC","120,1800,600",False,False,4927.14,-324.67164,0.49710611,2.3029533,4,,3.0302381,0.54142073,5.5968268,1.8257669,ln,20.70216,2.537653,0.12257914,10.79117,53.955848,1.0245617e+25,OK,5.5968268,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-309.9197,392.24551,-0.79011663,-0.3735228,PDC_DEEPER_THAN_SAP,0.02,2.0814227,0.093947054,0.67229415,0.030344656,886.98734,1.1538223,5315,OK,False,0.67229415,1.024197,-2.2087129,0.75004629,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.4,275.20531,310.63386,30,1.2404262,0,False,,0.21397335,827.52641,1257.9159,774.85684,1289.6261,1054.0741,283.918,84,222.43845,308.59905,30,1.7584178,0,False,,0.34113455,513.09425,1047.391,510.47491,1296.2054,518.66032,513.08811,84,0.1719828,3
