kepoi_name,tic_id,family,author,flux_column,status,n_segments,segment_list,exptimes_s,n_transits,depth_ppm,depth_err_ppm,depth_err_method,oot_scatter_ppm,odd_even_sigma,smeared,is_primary_reduction
K02534.01,120825510,pdc,SPOC,PDCSAP_FLUX,OK,2,"80,81",120,15,270.44357,496.46255,bootstrap,10149.306,0.20656655,False,False
K02534.01,120825510,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"80,81",200,16,-289.85089,451.88347,bootstrap,8122.4838,1.395812,False,False
K02534.01,120825510,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,53,54","1800,600",42,2276.5077,2153.8144,bootstrap,6715.6814,1.1931345,False,False
K02534.01,120825510,pdc,QLP,DET_FLUX,OK,2,"80,81",200,16,2.2430735,545.75668,bootstrap,9966.4411,0.95097284,False,False
K02534.01,120825510,sap,SPOC,SAP_FLUX,OK,2,"80,81",120,16,-24.925377,237.64653,bootstrap,4840.09,1.0771067,False,False
K02534.01,120825510,sap,TESS-SPOC,SAP_FLUX,OK,2,"80,81",200,16,-161.24195,225.2521,bootstrap,3860.6923,1.9270413,False,False
K02534.01,120825510,sap,QLP,SAP_FLUX,OK,7,"14,40,41,53,54,80,81","1800,200,600",58,1474.696,1372.153,bootstrap,8217.0044,1.2346006,False,True
K02534.02,120825510,pdc,SPOC,PDCSAP_FLUX,OK,2,"80,81",120,9,357.43905,360.48166,bootstrap,10404.29,0.3295004,False,False
K02534.02,120825510,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"80,81",200,9,657.33968,312.48974,bootstrap,8924.3304,0.67798564,False,False
K02534.02,120825510,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,53,54","1800,600",24,1036.98,544.68665,bootstrap,7468.5882,0.35660344,False,False
K02534.02,120825510,pdc,QLP,DET_FLUX,OK,2,"80,81",200,10,-302.93928,642.42131,bootstrap,10417.109,1.5088453,False,False
K02534.02,120825510,sap,SPOC,SAP_FLUX,OK,2,"80,81",120,10,156.19119,291.23893,bootstrap,5275.315,0.033136533,False,False
K02534.02,120825510,sap,TESS-SPOC,SAP_FLUX,OK,2,"80,81",200,10,154.90731,211.34072,bootstrap,4374.4522,0.7508079,False,False
K02534.02,120825510,sap,QLP,SAP_FLUX,OK,7,"14,40,41,53,54,80,81","1800,200,600",34,575.13781,447.61031,bootstrap,8462.187,0.94072938,False,True
K00988.01,137148674,pdc,SPOC,PDCSAP_FLUX,OK,1,74,120,1,758.51092,945.43303,analytic,5857.2626,,False,False
K00988.01,137148674,pdc,TESS-SPOC,PDCSAP_FLUX,OK,1,74,200,1,1993.7902,1154.1604,analytic,5513.7507,,False,False
K00988.01,137148674,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",10,797.88952,963.60677,bootstrap,4670.7213,4.203377,False,False
K00988.01,137148674,pdc,QLP,DET_FLUX,OK,2,"74,75",200,4,-1329.2548,845.70439,analytic,7725.0635,0.51215826,False,False
K00988.01,137148674,sap,SPOC,SAP_FLUX,OK,1,74,120,1,517.74197,499.28115,analytic,3093.2078,,False,False
K00988.01,137148674,sap,TESS-SPOC,SAP_FLUX,OK,1,74,200,1,886.78203,497.27754,analytic,2375.6354,,False,False
K00988.01,137148674,sap,QLP,SAP_FLUX,OK,7,"14,40,41,54,55,74,75","1800,200,600",14,165.44065,776.70356,bootstrap,5526.2309,3.7665474,False,True
K00988.02,137148674,pdc,SPOC,PDCSAP_FLUX,OK,1,74,120,1,3556.6945,897.47991,analytic,6390.2758,,False,False
K00988.02,137148674,pdc,TESS-SPOC,PDCSAP_FLUX,OK,1,74,200,1,4714.1086,841.11074,analytic,4627.6002,,False,False
K00988.02,137148674,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",6,714.29928,746.87688,analytic,5619.8182,0.73599661,False,False
K00988.02,137148674,pdc,QLP,DET_FLUX,OK,2,"74,75",200,2,2201.6322,1010.7393,analytic,8046.042,1.2079578,False,False
K00988.02,137148674,sap,SPOC,SAP_FLUX,OK,1,74,120,1,1850.0445,491.06037,analytic,3496.4696,,False,False
K00988.02,137148674,sap,TESS-SPOC,SAP_FLUX,OK,1,74,200,1,1927.563,456.27926,analytic,2510.3448,,False,False
K00988.02,137148674,sap,QLP,SAP_FLUX,OK,7,"14,40,41,54,55,74,75","1800,200,600",8,1377.9952,974.11587,bootstrap,5724.3239,0.33212487,False,True
K03681.01,137685450,pdc,SPOC,PDCSAP_FLUX,OK,8,"40,41,54,55,74,75,81,82",120,2,7126.9724,105.96478,analytic,2620.2071,9.9987562,False,False
K03681.01,137685450,pdc,TESS-SPOC,PDCSAP_FLUX,OK,9,"14,40,41,54,55,74,75,81,82","1800,200,600",2,7934.916,109.5747,analytic,1668.4539,3.3963161,False,False
K03681.01,137685450,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",1,-147.17083,267.15805,analytic,2081.6175,,False,False
K03681.01,137685450,pdc,QLP,DET_FLUX,OK,4,"74,75,81,82",200,1,58.965815,230.63556,analytic,3115.1528,,False,False
K03681.01,137685450,sap,SPOC,SAP_FLUX,OK,8,"40,41,54,55,74,75,81,82",120,2,7341.7394,96.168483,analytic,2382.5136,1.8610971,False,False
K03681.01,137685450,sap,TESS-SPOC,SAP_FLUX,OK,9,"14,40,41,54,55,74,75,81,82","1800,200,600",2,7403.3532,95.361551,analytic,1514.3769,2.5894077,False,False
K03681.01,137685450,sap,QLP,SAP_FLUX,OK,9,"14,40,41,54,55,74,75,81,82","1800,200,600",2,8151.8893,186.19142,analytic,2777.9012,0.74893578,False,True
K03681.02,137685450,pdc,SPOC,PDCSAP_FLUX,OK,8,"40,41,54,55,74,75,81,82",120,18,-16.16738,77.085346,bootstrap,2417.6681,1.145499,False,False
K03681.02,137685450,pdc,TESS-SPOC,PDCSAP_FLUX,OK,9,"14,40,41,54,55,74,75,81,82","1800,200,600",20,-61.349594,84.848774,bootstrap,1539.0247,1.2272582,False,False
K03681.02,137685450,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",10,-2.1662752,212.67131,bootstrap,1755.9139,1.1226144,False,False
K03681.02,137685450,pdc,QLP,DET_FLUX,OK,4,"74,75,81,82",200,10,189.26485,160.71549,bootstrap,3039.4687,0.71343482,False,False
K03681.02,137685450,sap,SPOC,SAP_FLUX,OK,8,"40,41,54,55,74,75,81,82",120,18,22.439172,77.029721,bootstrap,2265.3688,0.8100831,False,False
K03681.02,137685450,sap,TESS-SPOC,SAP_FLUX,OK,9,"14,40,41,54,55,74,75,81,82","1800,200,600",20,-6.5193932,62.82596,bootstrap,1396.8831,0.6877287,False,False
K03681.02,137685450,sap,QLP,SAP_FLUX,OK,9,"14,40,41,54,55,74,75,81,82","1800,200,600",20,56.660624,151.03873,bootstrap,2643.6425,0.16177427,False,True
K03416.01,122608023,pdc,SPOC,PDCSAP_FLUX,OK,2,"74,81",120,2,6075.3594,2977.2605,analytic,46479.912,,False,True
K03416.01,122608023,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"74,81",200,3,9904.2899,2541.5355,analytic,40482.174,3.7376417,False,False
K03416.01,122608023,sap,SPOC,SAP_FLUX,OK,2,"74,81",120,4,863.073,301.16622,analytic,7315.0797,0.50266448,False,True
K03416.01,122608023,sap,TESS-SPOC,SAP_FLUX,OK,2,"74,81",200,4,848.76789,281.5531,analytic,5819.4423,0.71781501,False,False
K02081.01,137316877,pdc,SPOC,PDCSAP_FLUX,OK,1,74,120,3,-574.57277,343.29438,analytic,7362.0185,0.85951092,False,False
K02081.01,137316877,pdc,TESS-SPOC,PDCSAP_FLUX,OK,1,74,200,3,-991.78383,356.88544,analytic,5551.7001,0.33844648,False,False
K02081.01,137316877,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",20,-178.74809,578.20767,bootstrap,4587.5656,0.3480123,False,False
K02081.01,137316877,pdc,QLP,DET_FLUX,OK,2,"74,81",200,8,-97.251097,371.0801,bootstrap,7784.8322,0.65824466,False,False
K02081.01,137316877,sap,SPOC,SAP_FLUX,OK,1,74,120,4,-349.2352,149.04967,analytic,3696.8607,2.4308475,False,False
K02081.01,137316877,sap,TESS-SPOC,SAP_FLUX,OK,1,74,200,4,-493.69596,143.15367,analytic,2632.2241,1.7254681,False,False
K02081.01,137316877,sap,QLP,SAP_FLUX,OK,7,"14,40,41,54,55,74,81","1800,200,600",28,-297.86408,364.4109,bootstrap,5372.2662,1.0969515,False,True
K06100.02,394179406,pdc,SPOC,PDCSAP_FLUX,OK,4,"74,75,80,81",120,1,-348.12515,842.70714,analytic,4730.1963,,False,False
K06100.02,394179406,pdc,TESS-SPOC,PDCSAP_FLUX,OK,4,"74,75,80,81",200,1,10.088531,960.68336,analytic,4145.5118,,False,False
