kepoi_name,kepler_name,kepid,tic_id,tic_route,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_impact,koi_dor,koi_steff,koi_slogg,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_count,ra,dec,shard,lc_status,lc_route,not_measured_reason,n_products,product_authors,product_sectors,ld_band_ratio,ld_note,koi_depth_in_tess_band_ppm,koi_depth_in_tess_band_err_ppm,t0_btjd_nominal,t0_btjd_used,n_epochs_propagated,ephemeris_sigma_minutes,epoch_offset_minutes,epoch_offset_sigma,epoch_search_halfwidth_minutes,epoch_search_n_trials,epoch_search_snr_best,epoch_search_snr_nominal,depth_at_nominal_ephemeris_ppm,depth_at_best_offset_ppm,ephemeris_recovered,pdc_status,pdc_flux_column,pdc_primary_author,pdc_depth_ppm,pdc_depth_err_ppm,pdc_depth_err_method,pdc_total_err_ppm,pdc_depth_reduction_spread_ppm,pdc_depth_reduction_spread_status,pdc_n_members,pdc_n_members_measured,pdc_ensemble_members,pdc_n_transits,pdc_n_sectors,pdc_n_sectors_measured,pdc_sector_list,pdc_authors,pdc_exptimes_s,pdc_smeared,pdc_depth_is_lower_bound,pdc_oot_scatter_ppm,pdc_odd_even_diff_ppm,pdc_odd_even_sigma,pdc_sector_scatter_chi2_per_dof,pdc_n_sectors_dropped_duplicate,pdc_flags,pdc_ln_ratio,pdc_sigma_ln,pdc_z,pdc_z_lin,pdc_z_method,pdc_ratio,pdc_measured_snr,pdc_expected_snr,pdc_sigma_ln_expected,pdc_detectable_ln_ratio,pdc_detectable_depth_change_ppm,pdc_comparison_status,pdc_z_pop,sap_status,sap_flux_column,sap_primary_author,sap_depth_ppm,sap_depth_err_ppm,sap_depth_err_method,sap_total_err_ppm,sap_depth_reduction_spread_ppm,sap_depth_reduction_spread_status,sap_n_members,sap_n_members_measured,sap_ensemble_members,sap_n_transits,sap_n_sectors,sap_n_sectors_measured,sap_sector_list,sap_authors,sap_exptimes_s,sap_smeared,sap_depth_is_lower_bound,sap_oot_scatter_ppm,sap_odd_even_diff_ppm,sap_odd_even_sigma,sap_sector_scatter_chi2_per_dof,sap_n_sectors_dropped_duplicate,sap_flags,sap_ln_ratio,sap_sigma_ln,sap_z,sap_z_lin,sap_z_method,sap_ratio,sap_measured_snr,sap_expected_snr,sap_sigma_ln_expected,sap_detectable_ln_ratio,sap_detectable_depth_change_ppm,sap_comparison_status,sap_z_pop,sap_vs_pdcsap_verdict,sap_vs_pdcsap_n_pairs,sap_vs_pdcsap_authors,sap_minus_pdcsap_ppm,sap_minus_pdcsap_err_ppm,sap_minus_pdcsap_z,sap_minus_pdcsap_fraction,background_direction,ingress_fraction_used,t14_tess_hours,t14_tess_err_hours,t14_factor,t14_factor_err,duration_fit_depth_ppm,duration_fit_chi2_per_dof,duration_fit_n_points,duration_fit_status,duration_at_grid_edge,t14_ratio_observed,t14_ratio_expected_fixed_b,z_duration,b_implied_by_duration,duration_verdict,class,class_provisional,vetoes,would_be_candidate_without_vetoes,flags_classify,population_offset_pdc,population_offset_sap,population_scale_pdc,population_scale_sap,elapsed_s,pdc_depth_err_analytic_ppm,pdc_depth_err_bootstrap_ppm,pdc_n_transits_seen,pdc_chi2_per_dof,pdc_n_members_unavailable,pdc_ensemble_incomplete,pdc_ensemble_unavailable_reasons,pdc_depth_reduction_spread_fraction,pdc_depth_reduction_p16_ppm,pdc_depth_reduction_p84_ppm,pdc_depth_reduction_min_ppm,pdc_depth_reduction_max_ppm,pdc_depth_reduction_median_ppm,pdc_depth_reduction_max_offset_from_primary_ppm,pdc_spread_percentile,sap_depth_err_analytic_ppm,sap_depth_err_bootstrap_ppm,sap_n_transits_seen,sap_chi2_per_dof,sap_n_members_unavailable,sap_ensemble_incomplete,sap_ensemble_unavailable_reasons,sap_depth_reduction_spread_fraction,sap_depth_reduction_p16_ppm,sap_depth_reduction_p84_ppm,sap_depth_reduction_min_ppm,sap_depth_reduction_max_ppm,sap_depth_reduction_median_ppm,sap_depth_reduction_max_offset_from_primary_ppm,sap_spread_percentile,epoch_offset_days,background_n_agree
K04932.01,,2158460,122782645,tic_kic_crossid,CANDIDATE,CANDIDATE,19.127884,134.85764,2,,,,,,,,,15.892,0,0,0,0,1,291.06418,37.535751,12,QUERY_RETURNED_ZERO_ROWS,lightkurve,QUERY_RETURNED_ZERO_ROWS,0,,,0.96296296,teff_missing_default_used;logg_missing_4.5_used,,,,,0,,0,,36,0,,,,,False,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_REFERENCE_DEPTH,,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_REFERENCE_DEPTH,,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,,,,,,,,0,too_few_points,False,,,,,inconclusive,not_measured,not_measured,,False,,0,0,1,1,0,,,0,,0,False,,,,,,,,,84,,,0,,0,False,,,,,,,,,84,0,3
K06263.01,,2301068,122782423,tic_kic_crossid,CANDIDATE,CANDIDATE,8.6096535,134.38829,2.218,63.2,7.9,-7.9,0.007199,0.213,29.2,5418,3.447,12.765,0,0,0,0,1,291.02719,37.613911,12,OK,lightkurve,,8,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74",0.95841513,,60.571836,7.5714795,3322.5928,3322.7083,622,63.575971,166.35,2.6165546,223.99791,20,3.1834389,-0.53898898,-96.06701,544.63568,True,OK,PDCSAP_FLUX,QLP,544.63568,272.17096,bootstrap,347.17505,215.5307,OK,4,3,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=14ppm;QLP/KSPSAP_FLUX=648ppm;QLP/DET_FLUX=111ppm,19,6,6,"74,14,40,41,54,55","QLP,SPOC","120,1800,600",True,False,1843.4206,92.57657,0.16939723,2.495167,2,smeared,2.1962871,0.65150638,3.3710907,1.3939088,ln,8.9915664,2.0010793,0.22255069,5.7332059,28.66603,1.705176e+14,OK,3.3710907,OK,SAP_FLUX,QLP,494.01528,241.31699,bootstrap,314.23569,201.27141,OK,3,2,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=10ppm;QLP/SAP_FLUX=602ppm,20,6,6,"74,14,40,41,54,55","QLP,SPOC","120,1800,600",True,False,1854.4897,-71.531972,0.14723363,2.2056132,2,smeared,2.0987364,0.65017619,3.2279503,1.3788936,ln,8.1558578,2.0471633,0.25100527,5.1895651,25.947825,1.1252996e+13,OK,3.2279503,BACKGROUND_TEST_AGREES,1,TESS-SPOC,-3.349442,601.13303,-0.0055718816,-0.24523553,PDC_DEEPER_THAN_SAP,0.02,1.0024904,0.32509763,0.45197942,0.14657242,385.82315,1.1152664,1649,OK,True,0.45197942,1.0149547,-2.3554338,0.90359325,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.2,171.08407,272.17096,19,1.9988872,1,True,OK:1,0.39573371,44.838898,475.9003,13.658062,647.57188,111.09818,530.97762,84,162.25947,241.31699,20,1.8988699,1,True,OK:1,0.40741939,105.02458,507.56739,10.30862,602.28335,306.29598,483.70666,84,0.11552083,3
K00103.01,Kepler-1710 b,2444412,137316027,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,14.910952,141.33673,3.325,864.5,8.7,-8.7,0.026641,0.014,35.174,5650,4.5,12.593,0,0,0,0,1,291.68335,37.751591,12,OK,lightkurve,,15,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75",0.9598527,,829.79266,8.3507185,3327.3685,3327.38,359,6.6702843,16.5984,2.4884097,69.885853,10,6.0614209,5.2903476,1129.5359,1236.0118,True,OK,PDCSAP_FLUX,QLP,1236.0118,283.90831,bootstrap,307.9833,119.37244,OK,4,4,SPOC/PDCSAP_FLUX=1064ppm;TESS-SPOC/PDCSAP_FLUX=1194ppm;QLP/KSPSAP_FLUX=1216ppm;QLP/DET_FLUX=1504ppm,10,7,5,"40,41,74,75,14,54,55","QLP,SPOC","120,1800,600",False,False,2924.5752,-880.44375,2.1588541,1.2751643,8,,0.39846931,0.25434127,1.5666719,1.3066854,ln,1.4895429,4.3535597,2.9227487,0.37464482,1.8732241,4571.5346,OK,1.5666719,OK,SAP_FLUX,QLP,1121.326,242.90885,bootstrap,273.9576,126.68092,OK,3,3,SPOC/SAP_FLUX=938ppm;TESS-SPOC/SAP_FLUX=905ppm;QLP/SAP_FLUX=1277ppm,11,7,6,"40,41,74,75,14,54,55","QLP,SPOC","120,1800,600",False,False,2980.0503,-795.58652,2.2931727,1.2436401,8,,0.30109137,0.24958256,1.2063798,1.05168,ln,1.3513328,4.6162421,3.416066,0.33406816,1.6703408,3579.7076,OK,1.2063798,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-211.39283,250.6621,-0.8433378,-0.18718825,PDC_DEEPER_THAN_SAP,0.025954633,2.235378,0.034664284,0.67229415,0.010425349,1146.9978,1.0394583,2421,OK,False,0.67229415,1.0057238,-7.6216943,0.76006431,tracks_b,not_measurable,not_measurable,,False,,0,0,1,1,0.2,203.91453,283.90831,12,1.548507,0,False,,0.096578726,1126.7117,1365.4566,1064.4474,1503.7058,1204.9257,267.69402,84,172.12597,242.90885,12,1.6945564,0,False,,0.11297421,915.55265,1168.9145,904.89057,1277.4815,938.20959,216.43547,84,0.011526667,3
K01824.01,Kepler-323 c,2989404,137150039,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,3.5538311,134.64066,3.1029,191.8,2.7,-2.7,0.013709,0.74,6.12,6015,4.37,12.722,0,0,0,0,2,291.38223,38.127468,12,OK,lightkurve,,12,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74",0.99793597,,191.40412,2.6944271,3316.1565,3316.1995,1505,9.8711298,62.033177,6.2843037,76.156889,8,5.6846481,4.9762996,522.69456,573.39971,True,OK,PDCSAP_FLUX,QLP,573.39971,113.49856,bootstrap,205.8305,171.70985,OK,4,4,SPOC/PDCSAP_FLUX=592ppm;TESS-SPOC/PDCSAP_FLUX=510ppm;QLP/KSPSAP_FLUX=405ppm;QLP/DET_FLUX=29ppm,45,6,6,"74,14,40,41,54,55","QLP,SPOC,TESS-SPOC","120,1800,600",False,False,2156.4119,294.57786,1.313914,3.1714285,6,sector_scatter,1.0971961,0.36270391,3.0250461,1.8537133,ln,2.9957543,5.052044,1.6864013,1.0766251,5.3831256,41477.59,OK,3.0250461,OK,SAP_FLUX,QLP,536.23697,101.44765,bootstrap,110.08005,42.731625,OK,3,3,SPOC/SAP_FLUX=453ppm;TESS-SPOC/SAP_FLUX=485ppm;QLP/SAP_FLUX=359ppm,45,6,6,"74,14,40,41,54,55","QLP,SPOC,TESS-SPOC","120,1800,600",False,False,2013.9963,277.14123,1.3678637,3.6719992,6,sector_scatter,1.0301892,0.21175234,4.8650662,3.1198654,ln,2.8015958,5.2858494,1.8867281,0.57745946,2.8872973,3243.294,OK,4.8650662,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-54.713702,151.15019,-0.36198236,-0.099297247,PDC_DEEPER_THAN_SAP,0.02942595,3.1991341,0.3963667,1.0310142,0.12774073,462.97734,1.0578268,6249,OK,False,1.0310142,1.0211368,0.071845491,0.71928037,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.2,100.86811,113.49856,45,1.7792651,0,False,,0.29945925,209.22362,552.64331,28.772517,591.86082,457.435,544.6272,84,92.040232,101.44765,45,1.7136441,0,False,,0.079687949,389.30587,474.76912,359.34071,485.02196,452.98185,176.89627,84,0.043078595,3
K01824.02,Kepler-323 b,2989404,137150039,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,1.6783263,136.05259,2.5123,146.3,2.2,-2.2,0.01326,0.91,2.47,6015,4.37,12.722,0,0,0,0,2,291.38223,38.127468,12,OK,lightkurve,,12,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74",1.0413719,,152.35272,2.2910183,3316.2002,3316.2002,3186,8.9226864,0,,64.452559,9,0.1241238,-2.3062925,-164.3699,10.084187,False,OK,PDCSAP_FLUX,QLP,-164.3699,118.61819,bootstrap,128.71498,49.972708,OK,4,3,SPOC/PDCSAP_FLUX=149ppm;TESS-SPOC/PDCSAP_FLUX=OK;QLP/KSPSAP_FLUX=2ppm;QLP/DET_FLUX=134ppm,88,6,6,"74,14,40,41,54,55","QLP,SPOC,TESS-SPOC","120,1800,600",False,False,2326.4954,-78.752419,0.34726409,1.5309288,6,,-2.0788774,0.84646048,-2.4559651,-2.4559651,linear,-1.0788774,-1.3857056,1.2843959,0.84646048,4.2323024,10341.036,OK,-2.4559651,OK,SAP_FLUX,QLP,-28.597069,101.41004,bootstrap,114.75518,53.709913,OK,3,2,SPOC/SAP_FLUX=164ppm;TESS-SPOC/SAP_FLUX=OK;QLP/SAP_FLUX=322ppm,90,6,6,"74,14,40,41,54,55","QLP,SPOC,TESS-SPOC","120,1800,600",False,False,1975.5534,142.90164,0.70612108,1.3057218,6,,-1.187703,0.75502791,-1.5730585,-1.5730585,linear,-0.18770304,-0.28199445,1.5023435,0.75502791,3.7751395,6490.7729,OK,-1.5730585,BACKGROUND_TEST_AGREES,1,SPOC,15.10424,358.17404,0.042170114,0.10144992,SAP_DEEPER_THAN_PDC,0.071944833,4.6276962,0.43779454,1.8420157,0.17426046,133.42698,1.2153902,9280,OK,False,1.8420157,,,0.59401668,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.4,71.270188,118.61819,93,1.9532975,1,True,OK:1,0.37427608,44.021363,143.96678,1.9051559,148.88371,133.5183,131.61315,84,73.478758,101.41004,95,2.0864815,1,True,OK:1,0.22105291,189.2632,296.68303,163.98795,321.95828,242.97311,78.985166,84,0,3
K06301.01,,2994092,137635516,tic_kic_crossid,CANDIDATE,CANDIDATE,50.271927,160.466,6.073,574.5,67.7,-67.7,0.022157,0.205,63.3,6520,4.375,15.923,0,0,0,0,1,292.40063,38.134579,12,OK,lightkurve,,2,"SPOC,TESS-SPOC",74,0.96943763,,556.94192,65.630928,3322.2903,3322.2903,106,174.05423,0,,613.25768,19,2.8473788,-0.8402514,-5738.9729,17838.861,False,OK,PDCSAP_FLUX,SPOC,-5738.9729,6830.0665,analytic,6830.0665,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,1,1,1,74,SPOC,120,False,False,63625.306,,,,1,,-11.304437,12.264185,-0.92174387,-0.92174387,linear,-10.304437,-0.8402514,0.081542679,12.264185,61.320923,2.3831344e+29,OK,-0.92174387,OK,SAP_FLUX,SPOC,-1292.4013,1362.0906,analytic,1362.0906,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,1,1,1,74,SPOC,120,False,False,12688.519,,,,1,,-3.3205316,2.4490078,-1.3558681,-1.3558681,linear,-2.3205316,-0.94883657,0.40888759,2.4490078,12.245039,1.1581391e+08,OK,-1.3558681,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.022606636,5.5412696,6.1323643,0.91244354,1.0097751,-7304.8585,0.89961578,911,OK,True,0.91244354,,,0.45818913,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.1,6830.0665,,1,0,2,True,OK:2,,,,,,,,84,1362.0906,,1,0,2,True,OK:2,,,,,,,,84,0,3
K04145.01,,3103212,121395463,tic_kic_crossid,CANDIDATE,CANDIDATE,3.2542465,133.5121,5.378,82.1,5.2,-5.2,0.008748,0.665,3.6,5692,4.421,14.359,0,0,0,0,1,287.75903,38.281551,12,OK,lightkurve,,6,"SPOC,TESS-SPOC","74,80,81",0.98809447,,81.122556,5.1380912,3492.2227,3492.2227,1698,82.865082,0,,329.26525,16,1.0033116,0.073748196,26.270689,363.66847,False,OK,PDCSAP_FLUX,SPOC,26.270689,508.94128,bootstrap,508.94128,,TOO_FEW_MEMBERS,2,1,SPOC/PDCSAP_FLUX=26ppm;TESS-SPOC/PDCSAP_FLUX=OK,23,3,3,"74,80,81",SPOC,120,False,False,14606.287,-1199.7202,1.2205347,0.81369799,3,,-0.67616048,6.2742522,-0.1077675,-0.1077675,linear,0.32383952,0.051618312,0.15939473,6.2742522,31.371261,3.4159155e+15,OK,-0.1077675,OK,SAP_FLUX,SPOC,95.904428,176.14933,bootstrap,178.22794,27.140605,OK,2,2,SPOC/SAP_FLUX=96ppm;TESS-SPOC/SAP_FLUX=16ppm,25,3,3,"74,80,81",SPOC,120,False,False,6220.2904,-253.57875,0.67616191,0.052756952,3,,0.18221655,2.1985022,0.082882133,0.082882133,linear,1.1822165,0.54444958,0.46053287,2.1985022,10.992511,4820822.5,OK,0.082882133,BACKGROUND_TEST_AGREES,1,SPOC,69.633739,538.56272,0.1292955,2.6506247,SAP_DEEPER_THAN_PDC,0.02,2.6639953,0.20052804,0.49535056,0.037286732,824.9826,1.0216174,16764,OK,False,0.49535056,0.99327705,-6.9313309,0.93616144,tracks_b,not_measurable,not_measurable,,False,,0,0,1,1,0.3,356.22145,508.94128,23,2.1093716,1,True,OK:1,,,,,,,,84,132.15111,176.14933,25,1.9998927,0,False,,0.28299637,28.851168,83.132379,16.079118,95.904428,55.991773,79.82531,84,0,3
K01115.01,Kepler-772 b,3116412,137150277,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,12.992049,136.32016,6.0175,270.6,8,-8,0.014939,0.091,16.683,5765,4.236,13.974,0,0,0,0,1,291.42358,38.216591,12,OK,lightkurve,,8,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74",0.96260717,,260.4815,7.7008573,3322.0443,3322.0443,412,30.88697,0,,182.92341,12,2.5261864,2.142376,1051.015,1225.9798,False,OK,PDCSAP_FLUX,QLP,1051.015,801.74466,bootstrap,857.03674,302.84894,OK,4,4,SPOC/PDCSAP_FLUX=482ppm;TESS-SPOC/PDCSAP_FLUX=469ppm;QLP/KSPSAP_FLUX=1366ppm;QLP/DET_FLUX=213ppm,12,6,6,"74,14,40,41,54,55","QLP,SPOC","120,1800,600",False,False,7544.4694,1609.5509,1.6404147,1.0962139,2,,3.0348931,3.2907147,0.92225958,0.92225958,linear,4.0348931,1.3109099,0.32489334,3.2907147,16.453573,3.6431157e+09,OK,0.92225958,OK,SAP_FLUX,QLP,606.24665,726.22586,bootstrap,862.54601,465.38331,OK,3,3,SPOC/SAP_FLUX=105ppm;TESS-SPOC/SAP_FLUX=192ppm;QLP/SAP_FLUX=1474ppm,12,6,6,"74,14,40,41,54,55","QLP,SPOC","120,1800,600",False,False,7084.805,1028.811,1.5225246,1.6150003,2,,1.3274077,3.3118617,0.40080409,0.40080409,linear,2.3274077,0.83479078,0.35867836,3.3118617,16.559309,4.0494239e+09,OK,0.40080409,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-328.14695,654.9705,-0.50101028,-0.68962655,PDC_DEEPER_THAN_SAP,0.02,12.913167,0.3944685,2.1459355,0.065553553,-502.60986,1.0488373,3362,OK,False,2.1459355,1.0149854,12.326456,,duration_inconsistent,not_measurable,not_measurable,,False,,0,0,1,1,0.2,490.58382,801.74466,12,3.0508555,0,False,,0.28814902,336.10048,941.79836,213.11078,1365.9264,475.83283,837.90423,84,337.74898,726.22586,12,5.2195105,0,False,,0.7676468,133.08385,1063.8505,105.39704,1474.1715,191.91832,867.92482,84,0,3
K01108.01,Kepler-770 b,3218908,120891972,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,18.925372,149.49558,3.9835,640.9,16.5,-16.5,0.026104,0.806,23.1,4941,3.317,14.604,0,0,0,0,3,286.49042,38.374908,12,OK,lightkurve,,8,"SPOC,TESS-SPOC","40,54,80,81",1.0154648,,650.81136,16.755168,3489.7788,3489.7788,291,22.151866,-0.023901,0.001078961,126.2081,12,3.0356657,3.0356657,2809.1238,2809.1238,True,OK,PDCSAP_FLUX,SPOC,2809.1238,925.37323,analytic,932.35297,113.87032,OK,2,2,SPOC/PDCSAP_FLUX=2809ppm;TESS-SPOC/PDCSAP_FLUX=2474ppm,6,4,3,"40,54,80,81",SPOC,120,False,False,16744.629,-1424.0147,0.76384892,3.8095391,4,sector_scatter,1.4624081,0.33663266,4.3442252,2.3131275,ln,4.3163411,3.0356657,0.70329607,1.4337044,7.168522,844053.4,OK,4.3442252,OK,SAP_FLUX,SPOC,1564.9198,529.2531,analytic,535.34504,80.532423,OK,2,2,SPOC/SAP_FLUX=1565ppm;TESS-SPOC/SAP_FLUX=1328ppm,7,4,4,"40,54,80,81",SPOC,120,False,False,10622.207,114.63435,0.10310881,1.952111,4,,0.87737001,0.34668298,2.5307559,1.7035358,ln,2.4045674,2.9568457,1.2296789,0.82450122,4.1225061,39513.173,OK,2.5307559,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-1196.1549,761.27373,-1.5712547,-0.45280298,PDC_DEEPER_THAN_SAP,0.069574033,3.4193337,0.36067504,0.85837422,0.090542247,2012.2452,1.045105,3577,OK,False,0.85837422,1.0701201,-1.868778,0.86935019,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.2,925.37323,1101.6966,6,1.7849323,0,False,,0.040535886,2527.7971,2755.5378,2474.2111,2809.1238,2641.6675,334.91271,84,529.2531,531.22267,7,1.2410725,0,False,,0.051461055,1365.9573,1527.0222,1328.0597,1564.9198,1446.4897,236.86007,84,-1.6597917e-05,3
K01108.02,Kepler-770 c,3218908,120891972,tic_kic_crossid_over_name_planet,CONFIRMED,CANDIDATE,1.4753232,131.83272,2.3155,154.9,6.5,-6.5,0.011027,0.136,4.913,4941,3.317,14.604,0,0,0,0,3,286.49042,38.374908,12,OK,lightkurve,,8,"SPOC,TESS-SPOC","40,54,80,81",0.95219778,,147.49544,6.1892856,3485.4921,3485.4921,3742,23.953813,0,,106.59394,14,1.7437021,-0.95157235,-364.07451,657.21852,False,OK,PDCSAP_FLUX,SPOC,-364.07451,367.53921,bootstrap,367.53921,,TOO_FEW_MEMBERS,2,1,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=128ppm,66,4,4,"40,54,80,81",SPOC,120,False,False,17850.407,-928.95235,1.2946629,1.4628498,4,,-3.4683781,2.4927231,-1.3914013,-1.3914013,linear,-2.4683781,-0.99057325,0.40130531,2.4927231,12.463616,38164224,OK,-1.3914013,OK,SAP_FLUX,SPOC,-68.987158,194.55293,bootstrap,194.55293,,TOO_FEW_MEMBERS,2,1,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=109ppm,68,4,4,"40,54,80,81",SPOC,120,False,False,9991.0388,-569.40986,1.5891951,3.3656211,4,sector_scatter,-1.467724,1.3206579,-1.1113582,-1.1113582,linear,-0.46772402,-0.35459326,0.75812498,1.3206579,6.6032894,108632.92,OK,-1.1113582,BACKGROUND_TEST_AGREES,1,TESS-SPOC,-19.104746,491.35144,-0.03888204,-0.14938627,PDC_DEEPER_THAN_SAP,0.02,5.78875,1.007038,2.5,0.43491167,326.13897,1.0210923,22629,OK,True,2.5,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.6,382.60308,367.53921,71,0.92912205,1,True,OK:1,,,,,,,,84,201.74856,194.55293,72,0.82358985,1,True,OK:1,,,,,,,,84,0,3
