kepoi_name,kepler_name,kepid,tic_id,tic_route,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_impact,koi_dor,koi_steff,koi_slogg,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_count,ra,dec,shard,lc_status,lc_route,not_measured_reason,n_products,product_authors,product_sectors,ld_band_ratio,ld_note,koi_depth_in_tess_band_ppm,koi_depth_in_tess_band_err_ppm,t0_btjd_nominal,t0_btjd_used,n_epochs_propagated,ephemeris_sigma_minutes,epoch_offset_minutes,epoch_offset_sigma,epoch_search_halfwidth_minutes,epoch_search_n_trials,epoch_search_snr_best,epoch_search_snr_nominal,depth_at_nominal_ephemeris_ppm,depth_at_best_offset_ppm,ephemeris_recovered,pdc_status,pdc_flux_column,pdc_primary_author,pdc_depth_ppm,pdc_depth_err_ppm,pdc_depth_err_method,pdc_total_err_ppm,pdc_depth_reduction_spread_ppm,pdc_depth_reduction_spread_status,pdc_n_members,pdc_n_members_measured,pdc_ensemble_members,pdc_n_transits,pdc_n_sectors,pdc_n_sectors_measured,pdc_sector_list,pdc_authors,pdc_exptimes_s,pdc_smeared,pdc_depth_is_lower_bound,pdc_oot_scatter_ppm,pdc_odd_even_diff_ppm,pdc_odd_even_sigma,pdc_sector_scatter_chi2_per_dof,pdc_n_sectors_dropped_duplicate,pdc_flags,pdc_ln_ratio,pdc_sigma_ln,pdc_z,pdc_z_lin,pdc_z_method,pdc_ratio,pdc_measured_snr,pdc_expected_snr,pdc_sigma_ln_expected,pdc_detectable_ln_ratio,pdc_detectable_depth_change_ppm,pdc_comparison_status,pdc_z_pop,sap_status,sap_flux_column,sap_primary_author,sap_depth_ppm,sap_depth_err_ppm,sap_depth_err_method,sap_total_err_ppm,sap_depth_reduction_spread_ppm,sap_depth_reduction_spread_status,sap_n_members,sap_n_members_measured,sap_ensemble_members,sap_n_transits,sap_n_sectors,sap_n_sectors_measured,sap_sector_list,sap_authors,sap_exptimes_s,sap_smeared,sap_depth_is_lower_bound,sap_oot_scatter_ppm,sap_odd_even_diff_ppm,sap_odd_even_sigma,sap_sector_scatter_chi2_per_dof,sap_n_sectors_dropped_duplicate,sap_flags,sap_ln_ratio,sap_sigma_ln,sap_z,sap_z_lin,sap_z_method,sap_ratio,sap_measured_snr,sap_expected_snr,sap_sigma_ln_expected,sap_detectable_ln_ratio,sap_detectable_depth_change_ppm,sap_comparison_status,sap_z_pop,sap_vs_pdcsap_verdict,sap_vs_pdcsap_n_pairs,sap_vs_pdcsap_authors,sap_minus_pdcsap_ppm,sap_minus_pdcsap_err_ppm,sap_minus_pdcsap_z,sap_minus_pdcsap_fraction,background_direction,ingress_fraction_used,t14_tess_hours,t14_tess_err_hours,t14_factor,t14_factor_err,duration_fit_depth_ppm,duration_fit_chi2_per_dof,duration_fit_n_points,duration_fit_status,duration_at_grid_edge,t14_ratio_observed,t14_ratio_expected_fixed_b,z_duration,b_implied_by_duration,duration_verdict,class,class_provisional,vetoes,would_be_candidate_without_vetoes,flags_classify,population_offset_pdc,population_offset_sap,population_scale_pdc,population_scale_sap,elapsed_s,pdc_depth_err_analytic_ppm,pdc_depth_err_bootstrap_ppm,pdc_n_transits_seen,pdc_chi2_per_dof,pdc_n_members_unavailable,pdc_ensemble_incomplete,pdc_ensemble_unavailable_reasons,pdc_depth_reduction_spread_fraction,pdc_depth_reduction_p16_ppm,pdc_depth_reduction_p84_ppm,pdc_depth_reduction_min_ppm,pdc_depth_reduction_max_ppm,pdc_depth_reduction_median_ppm,pdc_depth_reduction_max_offset_from_primary_ppm,pdc_spread_percentile,sap_depth_err_analytic_ppm,sap_depth_err_bootstrap_ppm,sap_n_transits_seen,sap_chi2_per_dof,sap_n_members_unavailable,sap_ensemble_incomplete,sap_ensemble_unavailable_reasons,sap_depth_reduction_spread_fraction,sap_depth_reduction_p16_ppm,sap_depth_reduction_p84_ppm,sap_depth_reduction_min_ppm,sap_depth_reduction_max_ppm,sap_depth_reduction_median_ppm,sap_depth_reduction_max_offset_from_primary_ppm,sap_spread_percentile,epoch_offset_days,background_n_agree
K07624.01,,1723078,351053720,tic_kic_crossid,CANDIDATE,CANDIDATE,330.025,364.8075,6.659,259.2,28.3,-28.3,0.015636,0.68,286,6126,3.578,12.668,0,0,0,0,1,291.86801,37.269878,6,OK,lightkurve,,15,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75",0.99060634,,256.76516,28.03416,3478.2075,3478.2075,16,170.2402,0,,610.60561,20,2.7081008,1.3234155,608.34202,925.649,False,OK,PDCSAP_FLUX,QLP,608.34202,459.67575,analytic,459.67575,,TOO_FEW_MEMBERS,4,1,SPOC/PDCSAP_FLUX=NO_USABLE_TRANSIT;TESS-SPOC/PDCSAP_FLUX=NO_USABLE_TRANSIT;QLP/KSPSAP_FLUX=608ppm;QLP/DET_FLUX=NO_USABLE_TRANSIT,1,7,1,"74,75,14,40,41,54,55","QLP,SPOC,TESS-SPOC","120,1800,600",False,False,1983.5789,,,,8,,1.3692545,1.7942805,0.76312177,0.76312177,linear,2.3692545,1.3234155,0.55857888,1.7942805,8.9714024,2021675.8,OK,0.76312177,OK,SAP_FLUX,QLP,620.72121,458.58502,analytic,458.58502,,TOO_FEW_MEMBERS,3,1,SPOC/SAP_FLUX=NO_USABLE_TRANSIT;TESS-SPOC/SAP_FLUX=NO_USABLE_TRANSIT;QLP/SAP_FLUX=621ppm,1,7,1,"74,75,14,40,41,54,55","QLP,SPOC,TESS-SPOC","120,1800,600",False,False,1978.8722,,,,8,,1.4174666,1.7900421,0.79186217,0.79186217,linear,2.4174666,1.3535575,0.55990744,1.7900421,8.9502103,1979277.7,OK,0.79186217,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.028273559,16.6475,3.2177083,2.5,0.48321194,-2695.3869,15.58125,200,OK,True,2.5,1.0149968,4.1106407,,duration_inconsistent,not_measurable,not_measurable,,False,,0,0,1,1,0.1,459.67575,,1,0,3,True,NO_USABLE_TRANSIT:3,,,,,,,,84,458.58502,,1,0,2,True,NO_USABLE_TRANSIT:2,,,,,,,,84,0,3
K06276.01,,2557350,120970830,tic_kic_crossid,CANDIDATE,CANDIDATE,3.0987283,134.39281,1.89,248,30,-30,0.014297,0.133,12.61,3628,4.842,15.87,0,0,0,0,1,286.81915,37.859009,6,OK,lightkurve,,15,"QLP,SPOC,TESS-SPOC","40,41,53,54,74,80,81",0.92844679,,230.2548,27.853404,2761.1255,2761.1255,1547,57.250869,0,,200.10261,19,2.5409428,-0.1136942,-124.3971,2739.5973,False,OK,PDCSAP_FLUX,QLP,-124.3971,1313.7799,bootstrap,2384.3916,1989.8005,OK,4,3,SPOC/PDCSAP_FLUX=1366ppm;TESS-SPOC/PDCSAP_FLUX=1770ppm;QLP/KSPSAP_FLUX=7219ppm;QLP/DET_FLUX=OK,56,7,7,"40,41,53,54,74,80,81","QLP,SPOC","120,200",False,False,39367.61,1985.2933,0.73923391,1.5331688,8,,-1.5402585,10.356275,-0.14872707,-0.14872707,linear,-0.54025845,-0.094686409,0.17526132,10.356275,51.781376,7.0888299e+24,OK,-0.14872707,OK,SAP_FLUX,QLP,167.31227,835.06786,bootstrap,993.30742,537.88595,OK,3,3,SPOC/SAP_FLUX=747ppm;TESS-SPOC/SAP_FLUX=1173ppm;QLP/SAP_FLUX=2329ppm,58,7,7,"40,41,53,54,74,80,81","QLP,SPOC","120,200",False,False,29782.628,1620.2732,0.97689489,1.4732299,8,,-0.27336036,4.315934,-0.063337475,-0.063337475,linear,0.72663964,0.20035769,0.27573185,4.315934,21.57967,5.4217612e+11,OK,-0.063337475,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-612.46217,1496.2063,-0.40934341,-0.39053662,PDC_DEEPER_THAN_SAP,0.02,2.071361,0.96238104,1.0959582,0.50919632,-1731.0229,1.1002678,12875,OK,False,1.0959582,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.5,1094.1377,1313.7799,57,1.2638105,1,True,OK:1,1.1241493,1495.6129,5475.2138,1366.466,7218.8202,1770.05,5448.7703,84,740.64875,835.06786,59,1.1008367,0,False,,3.2148626,883.0496,1958.8215,746.56986,2328.5874,1173.069,2161.2751,84,0,3
K01118.01,,2853446,137316770,tic_kic_crossid,CANDIDATE,CANDIDATE,7.3729034,137.60991,2.172,205.2,12.2,-12.2,0.022864,0.993,6.41,5973,4.371,13.835,0,0,0,0,1,291.65097,38.028179,6,OK,lightkurve,,12,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74",1.1452914,,235.01379,13.972555,2445.9623,2445.9623,607,24.325869,0,,105.55761,14,1.8098759,1.7447765,743.84232,744.90768,False,OK,PDCSAP_FLUX,QLP,743.84232,572.53867,bootstrap,827.87694,597.97968,OK,4,3,SPOC/PDCSAP_FLUX=102ppm;TESS-SPOC/PDCSAP_FLUX=OK;QLP/KSPSAP_FLUX=1216ppm;QLP/DET_FLUX=1860ppm,24,6,6,"40,41,74,14,54,55","QLP,SPOC","120,1800,600",True,False,8634.877,-63.86035,0.056461209,1.4601025,6,smeared,2.1651007,3.5235303,0.61446916,0.61446916,linear,3.1651007,1.2992001,0.41047671,3.5235303,17.617652,1.0527913e+10,OK,0.61446916,OK,SAP_FLUX,QLP,577.32788,418.60518,bootstrap,573.87962,392.56531,OK,3,2,SPOC/SAP_FLUX=164ppm;TESS-SPOC/SAP_FLUX=OK;QLP/SAP_FLUX=1318ppm,24,6,6,"40,41,74,14,54,55","QLP,SPOC","120,1800,600",True,False,7166.4779,93.333116,0.10927395,1.7274793,6,smeared,1.4565702,2.443133,0.5961895,0.5961895,linear,2.4565702,1.3791704,0.56142112,2.443133,12.215665,47455562,OK,0.5961895,BACKGROUND_TEST_AGREES,1,SPOC,62.160531,742.6028,0.083706299,0.61204773,SAP_DEEPER_THAN_PDC,0.5,0.9816993,0.29571144,0.45197942,0.13614707,1963.5064,1.2010723,4509,OK,True,0.45197942,1.2692758,-3.2266601,1.0168345,tracks_b,not_measurable,not_measurable,,False,,0,0,1,1,0.2,426.32527,572.53867,24,2.196017,1,True,OK:1,0.80390651,458.18854,1654.1479,101.56158,1860.3253,1216.0208,1116.483,84,338.34357,418.60518,24,2.1182717,1,True,OK:1,0.67996942,348.45872,1133.5893,163.72211,1318.3259,741.02403,740.99807,84,0,3
K04957.02,,2861126,138153650,tic_kic_crossid,CANDIDATE,CANDIDATE,4.987924,133.6552,1.618,346.2,39.5,-39.5,0.016879,0.069,23.9,3606,4.859,15.555,0,0,0,0,2,293.2811,38.082241,6,OK,lightkurve,,24,"QLP,SPOC,TESS-SPOC","40,41,54,55,74,75,81,82",0.92632426,,320.69346,36.589808,3333.6614,3333.6783,1076,51.22403,24.27,0.47380107,177.94209,22,3.4401394,1.3479108,1328.7547,3409.7835,True,OK,PDCSAP_FLUX,SPOC,3409.7835,1102.7629,bootstrap,1126.8116,231.55627,OK,4,2,SPOC/PDCSAP_FLUX=3410ppm;TESS-SPOC/PDCSAP_FLUX=4091ppm;QLP/KSPSAP_FLUX=OK;QLP/DET_FLUX=OK,41,8,8,"40,41,54,55,74,75,81,82",SPOC,120,False,False,30325.244,174.58802,0.079500273,1.5407567,16,,2.3639184,0.35316356,6.6935513,2.7397221,ln,10.632532,3.0920369,0.29080908,3.5158793,17.579397,1.3826906e+10,OK,6.6935513,OK,SAP_FLUX,SPOC,724.62378,268.86038,bootstrap,276.54719,64.74907,OK,3,2,SPOC/SAP_FLUX=725ppm;TESS-SPOC/SAP_FLUX=915ppm;QLP/SAP_FLUX=OK,42,8,8,"40,41,54,55,74,75,81,82",SPOC,120,False,False,6640.8567,-171.84977,0.33140353,1.5124403,16,,0.81516689,0.40145838,2.0305141,1.4456145,ln,2.2595527,2.6951675,1.1927881,0.8712923,4.3564615,24687.21,OK,2.0305141,BACKGROUND_TEST_DISAGREES,2,"SPOC,TESS-SPOC",-2884.4081,874.7187,-3.2975265,-0.76911244,PDC_DEEPER_THAN_SAP,0.02,0.87838554,0.129214,0.54288352,0.079860324,3229.872,1.046167,9984,OK,True,0.54288352,1.0377203,-3.5431965,0.85480427,tracks_b,not_measurable,not_measurable,,False,,0,0,1,1,0.6,991.17597,1102.7629,45,1.2035495,2,True,OK:2,0.067909377,3518.7512,3981.8637,3409.7835,4090.8314,3750.3074,681.04786,84,213.02876,268.86038,45,1.3927245,1,True,OK:1,0.089355431,755.09393,884.59207,724.62378,915.06222,819.843,190.43844,84,0.016854167,3
K02186.01,,3097926,120637740,tic_kic_crossid,CANDIDATE,CANDIDATE,14.979743,143.46174,4.126,1211.8,39.3,-39.3,0.040734,0.93,12.98,5062,4.481,15.549,0,0,0,0,1,285.90848,38.212719,6,OK,lightkurve,,4,"SPOC,TESS-SPOC","80,81",1.0714825,,1298.4225,42.109262,3503.9869,3503.9869,369,33.96952,0,,163.79856,12,2.2569934,1.9756223,25154.636,29436.917,False,OK,PDCSAP_FLUX,SPOC,25154.636,12732.512,analytic,15056.263,8035.8054,OK,2,2,SPOC/PDCSAP_FLUX=25155ppm;TESS-SPOC/PDCSAP_FLUX=1520ppm,1,2,1,"80,81",SPOC,120,False,False,97641.706,,,,2,,18.373229,11.595965,1.5844502,1.5844502,linear,19.373229,1.9756223,0.10197693,11.595965,57.979825,1.9666808e+28,OK,1.5844502,OK,SAP_FLUX,SPOC,434.72331,367.80718,analytic,368.36356,20.238322,OK,2,2,SPOC/SAP_FLUX=435ppm;TESS-SPOC/SAP_FLUX=375ppm,3,2,2,"80,81",SPOC,120,False,False,5399.5085,-1395.5794,1.8445347,0.91182374,2,,-0.66519117,0.289893,-2.2946093,-2.2946093,linear,0.33480883,1.1819326,3.5301716,0.289893,1.449465,4233.9405,OK,-2.2946093,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-8547.5681,7137.8454,-1.1974998,-0.64087816,PDC_DEEPER_THAN_SAP,0.24832287,5.5998435,2.364065,1.3572088,0.57296777,20437.13,0.89014338,619,OK,False,1.3572088,1.5527442,-0.31510987,0.82531764,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.1,12732.512,,2,0,0,False,,0.31945624,5301.4693,21373.08,1519.9138,25154.636,13337.275,23634.722,84,367.80718,490.58298,3,1.7116019,0,False,,0.046554491,384.72275,425.19939,375.19883,434.72331,404.96107,59.524478,84,0,3
K07645.01,,3129238,138713800,tic_kic_crossid,CANDIDATE,CANDIDATE,2.008707,131.51,4.87,53.5,5.1,-5.1,0.006628,0.194,3.17,5341,4.526,12.334,0,0,0,0,1,294.3035,38.203011,6,OK,lightkurve,,20,"QLP,SPOC,TESS-SPOC","40,41,54,55,74,75,81,82",0.957289,,51.214962,4.8821739,3345.8361,3345.8699,2679,118.20831,48.68052,0.41181977,427.67494,18,17.73819,14.787458,631.77591,760.97824,True,OK,PDCSAP_FLUX,QLP,760.97824,394.03154,bootstrap,557.93368,395.00524,OK,4,4,SPOC/PDCSAP_FLUX=191ppm;TESS-SPOC/PDCSAP_FLUX=195ppm;QLP/KSPSAP_FLUX=1681ppm;QLP/DET_FLUX=227ppm,102,8,8,"40,41,74,75,81,82,54,55","QLP,SPOC","120,600",False,False,3300.0317,137.63194,0.17682947,11.681339,12,sector_scatter,13.858514,10.894491,1.2720663,1.2720663,linear,14.858514,1.9312623,0.12997681,10.894491,54.472453,2.3253199e+25,OK,1.2720663,OK,SAP_FLUX,QLP,426.12008,251.77445,bootstrap,404.24483,316.26493,OK,3,3,SPOC/SAP_FLUX=1ppm;TESS-SPOC/SAP_FLUX=13ppm;QLP/SAP_FLUX=931ppm,104,8,8,"40,41,74,75,81,82,54,55","QLP,SPOC","120,600",False,False,2723.0689,145.75628,0.29261762,11.192323,12,sector_scatter,7.3202265,7.8938343,0.92733471,0.92733471,linear,8.3202265,1.6924675,0.20341604,7.8938343,39.469171,7.0899007e+18,OK,0.92733471,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-186.41119,88.310837,-2.1108529,-0.96473942,PDC_DEEPER_THAN_SAP,0.02,1.948,0.030207877,0.4,0.0062028496,963.3133,3.7556825,58131,OK,True,0.4,1.020219,-10.20412,0.92584756,tracks_b,not_measurable,not_measurable,,False,,0,0,1,1,1.1,42.900558,394.03154,110,64.463434,0,False,,0.51907561,193.14386,983.15435,191.21118,1681.4582,210.94805,920.47998,84,35.824331,251.77445,110,58.598745,0,False,,0.74219672,4.6033095,637.13317,0.65487155,930.84584,12.99374,504.72575,84,0.033805917,3
K06318.01,,3249334,138808480,tic_kic_crossid,CANDIDATE,CANDIDATE,5.9026059,136.35507,1.832,337.7,44.6,-44.6,0.01638,0.1049,24.89,4960,4.627,15.734,0,0,0,0,1,294.87888,38.397812,6,OK,lightkurve,,4,"SPOC,TESS-SPOC","74,75",0.95196313,,321.47795,42.457556,3340.7264,3340.7264,910,66.341015,0,,226.50304,24,1.8020139,-0.95394578,-4110.5692,7684.879,False,OK,PDCSAP_FLUX,SPOC,-4110.5692,2329.1201,bootstrap,2329.1201,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,9,2,2,"74,75",SPOC,120,False,False,70361.98,-5141.94,0.59504598,0.065643314,2,,-13.786473,7.2464145,-1.9025234,-1.9025234,linear,-12.786473,-1.7648593,0.1380255,7.2464145,36.232072,1.7479952e+18,OK,-1.9025234,OK,SAP_FLUX,SPOC,-809.38201,480.09998,bootstrap,480.09998,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,9,2,2,"74,75",SPOC,120,False,False,15094.412,-1705.3121,0.88539283,0.13472015,2,,-3.5176906,1.5000769,-2.3450068,-2.3450068,linear,-2.5176906,-1.6858614,0.66960625,1.5000769,7.5003846,581147.86,OK,-2.3450068,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,3.2730613,1.9236,1.7866055,1.05,-1090.5853,0.96676683,2198,OK,True,1.7866055,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.2,4309.0177,2329.1201,9,0.30502965,2,True,OK:2,,,,,,,,84,960.89954,480.09998,9,0.27331031,2,True,OK:2,,,,,,,,84,0,3
K00366.01,,3545478,137318400,tic_kic_crossid,CANDIDATE,CANDIDATE,75.112213,207.71399,4.9458,3751.5,11.7,-11.7,0.063426,0.838,75.91,6201,3.616,11.714,0,0,0,0,1,291.66418,38.619255,6,OK,lightkurve,,22,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75,81,82",1.0156471,,3810.2001,11.883071,3373.6811,3373.6639,71,2.849076,-24.748783,8.6865999,82.734228,10,24.141948,21.403038,3517.742,3544.8041,True,OK,PDCSAP_FLUX,QLP,3544.8041,146.83174,analytic,357.40617,325.85213,OK,4,4,SPOC/PDCSAP_FLUX=3540ppm;TESS-SPOC/PDCSAP_FLUX=3616ppm;QLP/KSPSAP_FLUX=2396ppm;QLP/DET_FLUX=3576ppm,3,9,3,"74,75,81,82,14,40,41,54,55","QLP,SPOC,TESS-SPOC","120,1800,600",False,False,990.11251,-183.84993,0.59929464,0.26084246,13,,-0.07219881,0.11258544,-0.64128018,-0.65500046,ln,0.93034592,24.141948,25.949432,0.10634204,0.5317102,2674.152,OK,-0.64128018,OK,SAP_FLUX,QLP,3104.9131,153.01555,analytic,230.2523,172.05337,OK,3,3,SPOC/SAP_FLUX=3091ppm;TESS-SPOC/SAP_FLUX=3133ppm;QLP/SAP_FLUX=3597ppm,3,9,3,"74,75,81,82,14,40,41,54,55","QLP,SPOC,TESS-SPOC","120,1800,600",False,False,1551.7223,-176.20857,0.39307568,0.11371125,13,,-0.20469598,0.089493281,-2.2872777,-2.3581549,ln,0.81489502,20.291488,24.900739,0.078495681,0.39247841,1831.357,OK,-2.2872777,BACKGROUND_TEST_AGREES,2,"SPOC,TESS-SPOC",-472.15246,184.23626,-2.5627554,-0.13195768,PDC_DEEPER_THAN_SAP,0.1805841,4.6527232,0.14213033,0.94074229,0.028737582,3566.61,1.0724902,1033,OK,False,0.94074229,0.99441089,-0.94280535,0.86691305,fixed_b,consistent,consistent,,False,,0,0,1,1,0.2,146.83174,59.791626,3,0.26084246,0,False,,0.091923875,2945.192,3596.8963,2395.79,3615.7421,3558.4287,1149.0141,84,153.01555,42.270911,3,0.11371125,0,False,,0.055413266,3104.6058,3448.7126,3091.0712,3597.1105,3133.3669,492.19741,84,-0.017186655,3
K06352.01,,3663494,184167980,tic_kic_crossid,CANDIDATE,CANDIDATE,5.1168368,133.9134,3.119,161.4,20.8,-20.8,0.011703,0.286,12.18,5955,4.52,15.221,0,0,0,0,1,295.73334,38.792011,6,OK,lightkurve,,8,"SPOC,TESS-SPOC","74,75,81,82",0.9669385,,156.06387,20.112321,3365.1762,3365.1762,1055,122.2407,0,,413.50711,24,1.9476982,-1.5497244,-2560.8988,3131.1184,False,OK,PDCSAP_FLUX,SPOC,-2560.8988,1101.2152,bootstrap,1101.2152,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,18,4,4,"74,75,81,82",SPOC,120,False,False,47556.993,-1931.1228,0.73232196,0.44183024,4,,-17.409299,7.0575364,-2.4667672,-2.4667672,linear,-16.409299,-2.3255208,0.14171969,7.0575364,35.287682,3.300259e+17,OK,-2.4667672,OK,SAP_FLUX,SPOC,-891.87484,213.22612,bootstrap,213.22612,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,19,4,4,"74,75,81,82",SPOC,120,False,False,9730.3256,-130.0396,0.24618384,0.066025463,4,,-6.7148065,1.3732497,-4.8897201,-4.8897201,linear,-5.7148065,-4.1827654,0.73191723,1.3732497,6.8662484,149562.68,OK,-4.8897201,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,1.6932537,0.25959174,0.54288352,0.083229156,-3505.5666,0.99371085,7637,OK,False,0.54288352,,,0.8637065,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.3,1652.4865,1101.2152,22,0.57132878,2,True,OK:2,,,,,,,,84,347.77262,213.22612,22,0.5219324,2,True,OK:2,,,,,,,,84,0,3
K06353.01,,3733638,121123520,tic_kic_crossid,CANDIDATE,CANDIDATE,10.071437,140.0456,6.891,49.5,5.4,-5.4,0.00645,0.006,11.25,5768,3.633,13.472,0,0,0,0,1,287.22351,38.817612,6,OK,lightkurve,,11,"QLP,SPOC,TESS-SPOC","14,40,41,53,54,80,81",0.96230158,,47.633928,5.1964285,3502.2645,3502.2645,549,134.6915,0,,507.43951,15,1.7320377,0.044697313,9.9453427,380.00222,False,OK,PDCSAP_FLUX,QLP,9.9453427,327.86711,bootstrap,328.05439,11.083303,OK,4,2,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK;QLP/KSPSAP_FLUX=171ppm;QLP/DET_FLUX=139ppm,18,7,7,"80,81,14,40,41,53,54","QLP,SPOC","120,1800,600",False,False,5104.8035,-982.45223,1.6676379,1.836448,4,,-0.79121305,6.8880354,-0.11486774,-0.11486774,linear,0.20878695,0.030333457,0.14528425,6.8880354,34.440177,4.3161363e+16,OK,-0.11486774,OK,SAP_FLUX,QLP,5.4473524,310.71338,bootstrap,310.71338,,TOO_FEW_MEMBERS,3,1,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK;QLP/SAP_FLUX=269ppm,18,7,7,"80,81,14,40,41,53,54","QLP,SPOC","120,1800,600",False,False,4901.4437,-1349.2353,2.616579,2.1946994,4,,-0.88564134,6.5240464,-0.13575031,-0.13575031,linear,0.11435866,0.01753176,0.15330504,6.5240464,32.620232,6.9936393e+15,OK,-0.13575031,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,5.9150567,0.5427499,0.85837422,0.078762139,293.56731,1.007656,8037,OK,False,0.85837422,0.99651025,-1.1821055,0.51635876,fixed_b,not_measurable,not_measurable,,False,,0,0,1,1,0.2,222.50426,327.86711,20,2.1076574,2,True,OK:2,1.1144214,144.04776,166.21437,138.83209,171.43004,155.13106,161.4847,84,184.46267,310.71338,20,2.9650249,2,True,OK:2,,,,,,,,84,0,3
