kepoi_name,tic_id,family,author,flux_column,status,n_segments,segment_list,exptimes_s,n_transits,depth_ppm,depth_err_ppm,depth_err_method,oot_scatter_ppm,odd_even_sigma,smeared,is_primary_reduction
K01007.01,137545963,pdc,SPOC,PDCSAP_FLUX,OK,2,"74,75",120,7,2734.7181,1980.2621,analytic,36487.878,1.1453175,False,True
K01007.01,137545963,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"74,75",200,7,1451.3697,2174.7166,analytic,31707.751,0.52897541,False,False
K01007.01,137545963,sap,SPOC,SAP_FLUX,OK,2,"74,75",120,8,305.70175,637.94578,bootstrap,11823.089,0.09183445,False,True
K01007.01,137545963,sap,TESS-SPOC,SAP_FLUX,OK,2,"74,75",200,8,-1.8608081,550.14344,bootstrap,9328.9399,0.11456615,False,False
K04926.01,122673202,pdc,SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,2,"74,81",120,0,,,none,,,False,True
K04926.01,122673202,pdc,TESS-SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,2,"74,81",200,0,,,none,,,False,False
K04926.01,122673202,sap,SPOC,SAP_FLUX,NO_USABLE_TRANSIT,2,"74,81",120,0,,,none,,,False,True
K04926.01,122673202,sap,TESS-SPOC,SAP_FLUX,NO_USABLE_TRANSIT,2,"74,81",200,0,,,none,,,False,False
K00440.01,122374620,pdc,SPOC,PDCSAP_FLUX,OK,2,"74,81",120,3,1243.8429,1277.9631,analytic,17833.05,1.378865,False,True
K00440.01,122374620,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"74,81",200,3,1666.528,1129.7621,analytic,11543.164,1.1291419,False,False
K00440.01,122374620,sap,SPOC,SAP_FLUX,OK,2,"74,81",120,3,666.90785,494.83383,analytic,6377.6192,1.1597731,False,True
K00440.01,122374620,sap,TESS-SPOC,SAP_FLUX,OK,2,"74,81",200,3,568.64977,468.00453,analytic,4483.6927,0.9835093,False,False
K00440.02,122374620,pdc,SPOC,PDCSAP_FLUX,OK,2,"74,81",120,9,748.55638,1227.3797,bootstrap,19163.922,1.6984452,False,True
K00440.02,122374620,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"74,81",200,9,1195.7777,1279.1789,bootstrap,12540.431,1.6718788,False,False
K00440.02,122374620,sap,SPOC,SAP_FLUX,OK,2,"74,81",120,9,168.03554,558.64502,bootstrap,8359.995,1.9672111,False,True
K00440.02,122374620,sap,TESS-SPOC,SAP_FLUX,OK,2,"74,81",200,9,423.11215,547.89473,bootstrap,5280.0735,1.806174,False,False
K04943.01,120762767,pdc,SPOC,PDCSAP_FLUX,OK,2,"80,81",120,1,-1315.6504,882.5497,analytic,9504.5853,,False,False
K04943.01,120762767,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"80,81",200,2,2496.5427,669.25992,analytic,7869.3181,0.57621035,False,False
K04943.01,120762767,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,53,54","1800,600",9,-625.17303,1211.0768,bootstrap,13073.395,0.86463508,False,False
K04943.01,120762767,pdc,QLP,DET_FLUX,OK,2,"80,81",200,3,1389.6376,964.4855,analytic,13228.734,1.7153759,False,False
K04943.01,120762767,sap,SPOC,SAP_FLUX,OK,2,"80,81",120,3,942.64162,263.5213,analytic,4631.1092,0.93140738,False,False
K04943.01,120762767,sap,TESS-SPOC,SAP_FLUX,OK,2,"80,81",200,3,850.71543,254.09978,analytic,3333.9489,0.9536917,False,False
K04943.01,120762767,sap,QLP,SAP_FLUX,OK,7,"14,40,41,53,54,80,81","1800,200,600",12,11570.626,4387.2714,bootstrap,14649.019,2.4882388,False,True
K00488.01,121022533,pdc,SPOC,PDCSAP_FLUX,OK,3,"74,80,81",120,6,-590.86269,1166.071,analytic,23660.787,0.66051148,False,True
