kepoi_name,tic_id,family,author,flux_column,status,n_segments,segment_list,exptimes_s,n_transits,depth_ppm,depth_err_ppm,depth_err_method,oot_scatter_ppm,odd_even_sigma,smeared,is_primary_reduction
K06256.01,137487738,pdc,SPOC,PDCSAP_FLUX,OK,2,"74,75",120,2,-2230.4303,7863.299,analytic,73019.369,0.50968423,False,True
K06256.01,137487738,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"74,75",200,2,4166.4935,7256.9903,analytic,58403.43,1.0618193,False,False
K06256.01,137487738,sap,SPOC,SAP_FLUX,OK,2,"74,75",120,4,-3437.9571,2217.3954,analytic,28425.443,2.5986374,False,True
K06256.01,137487738,sap,TESS-SPOC,SAP_FLUX,OK,2,"74,75",200,4,-3505.7528,2061.1299,analytic,21826.953,2.7448382,False,False
K01032.01,137347517,pdc,SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,4,"14,40,74,75",120,0,,,none,,,False,False
K01032.01,137347517,pdc,TESS-SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,4,"14,40,74,75","1800,200,600",0,,,none,,,False,False
K01032.01,137347517,pdc,QLP,KSPSAP_FLUX,NO_USABLE_TRANSIT,5,"14,40,41,54,55","1800,600",0,,,none,,,False,False
K01032.01,137347517,pdc,QLP,DET_FLUX,NO_USABLE_TRANSIT,3,"74,75,81",200,0,,,none,,,False,False
K01032.01,137347517,sap,SPOC,SAP_FLUX,NO_USABLE_TRANSIT,4,"14,40,74,75",120,0,,,none,,,False,False
K01032.01,137347517,sap,TESS-SPOC,SAP_FLUX,NO_USABLE_TRANSIT,4,"14,40,74,75","1800,200,600",0,,,none,,,False,False
K01032.01,137347517,sap,QLP,SAP_FLUX,NO_USABLE_TRANSIT,8,"14,40,41,54,55,74,75,81","1800,200,600",0,,,none,,,False,True
K02280.01,122507231,pdc,SPOC,PDCSAP_FLUX,OK,2,"74,81",120,2,1836.656,6012.0548,analytic,74751.895,,False,True
K02280.01,122507231,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"74,81",200,2,8716.4245,7075.4075,analytic,65956.227,,False,False
K02280.01,122507231,sap,SPOC,SAP_FLUX,OK,2,"74,81",120,2,599.15059,563.31243,analytic,6698.9443,,False,True
K02280.01,122507231,sap,TESS-SPOC,SAP_FLUX,OK,2,"74,81",200,2,829.15342,652.34043,analytic,6044.5333,,False,False
K04091.01,121395435,pdc,SPOC,PDCSAP_FLUX,OK,3,"74,80,81",120,1,3421.3295,1897.9128,analytic,19060.955,,False,True
K04091.01,121395435,pdc,TESS-SPOC,PDCSAP_FLUX,OK,3,"74,80,81",200,1,-1156.6523,2084.3208,analytic,16143.064,,False,False
K04091.01,121395435,sap,SPOC,SAP_FLUX,OK,3,"74,80,81",120,1,323.5155,694.79188,analytic,6977.8741,,False,True
K04091.01,121395435,sap,TESS-SPOC,SAP_FLUX,OK,3,"74,80,81",200,1,769.96954,721.26489,analytic,5586.1963,,False,False
K01117.01,122780849,pdc,SPOC,PDCSAP_FLUX,OK,1,74,120,2,-288.75297,322.49727,analytic,4345.1557,2.1485218,False,False
K01117.01,122780849,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"41,74","200,600",4,518.79282,202.25544,analytic,2560.7459,0.30524732,False,False
K01117.01,122780849,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",11,531.30869,121.04597,bootstrap,2533.2032,0.1790098,False,False
K01117.01,122780849,pdc,QLP,DET_FLUX,OK,2,"74,75",200,4,1754.4527,401.32485,analytic,5994.9373,4.167147,False,False
K01117.01,122780849,sap,SPOC,SAP_FLUX,OK,1,74,120,2,88.479097,292.14817,analytic,3918.2612,0.67638103,False,False
K01117.01,122780849,sap,TESS-SPOC,SAP_FLUX,OK,2,"41,74","200,600",4,308.72728,185.61745,analytic,2316.5638,0.010033622,False,False
K01117.01,122780849,sap,QLP,SAP_FLUX,OK,7,"14,40,41,54,55,74,75","1800,200,600",15,453.90894,113.79371,bootstrap,2725.4028,0.49469474,False,True
K03072.01,120971695,pdc,SPOC,PDCSAP_FLUX,OK,2,"80,81",120,2,8181.6086,5350.7516,analytic,45544.574,0.67825633,False,True
K03072.01,120971695,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"80,81",200,2,8759.8251,5464.1632,analytic,37898.68,0.19455301,False,False
K03072.01,120971695,sap,SPOC,SAP_FLUX,OK,2,"80,81",120,2,1872.6378,1283.3726,analytic,10885.624,0.67277097,False,True
K03072.01,120971695,sap,TESS-SPOC,SAP_FLUX,OK,2,"80,81",200,2,1988.6187,1389.6599,analytic,9069.4448,0.6787367,False,False
K02314.01,121021644,pdc,SPOC,PDCSAP_FLUX,OK,2,"80,81",120,3,6400.8083,2060.7718,analytic,21748.569,0.36676855,False,True
K02314.01,121021644,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"80,81",200,3,5755.358,2401.1827,analytic,20045.092,0.76856349,False,False
K02314.01,121021644,sap,SPOC,SAP_FLUX,OK,2,"80,81",120,3,4073.5958,1540.8535,analytic,16649.087,0.56414737,False,True
K02314.01,121021644,sap,TESS-SPOC,SAP_FLUX,OK,2,"80,81",200,3,3680.0845,1432.8254,analytic,12970.382,1.0608971,False,False
K01096.01,122304930,pdc,SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,4,"40,74,75,81",120,0,,,none,,,False,True
K01096.01,122304930,pdc,TESS-SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,4,"40,74,75,81","200,600",0,,,none,,,False,False
K01096.01,122304930,sap,SPOC,SAP_FLUX,NO_USABLE_TRANSIT,4,"40,74,75,81",120,0,,,none,,,False,True
K01096.01,122304930,sap,TESS-SPOC,SAP_FLUX,NO_USABLE_TRANSIT,4,"40,74,75,81","200,600",0,,,none,,,False,False
K03057.01,137150544,pdc,SPOC,PDCSAP_FLUX,OK,1,74,120,1,-21743.44,9316.4283,analytic,64945.299,,False,True
K03057.01,137150544,pdc,TESS-SPOC,PDCSAP_FLUX,OK,1,74,200,1,-19306.193,8503.6782,analytic,45663.898,,False,False
K03057.01,137150544,sap,SPOC,SAP_FLUX,OK,1,74,120,1,-7829.6989,3672.935,analytic,25604.218,,False,True
K03057.01,137150544,sap,TESS-SPOC,SAP_FLUX,OK,1,74,200,1,-7192.5553,3612.5758,analytic,19399.169,,False,False
K03057.02,137150544,pdc,SPOC,PDCSAP_FLUX,OK,1,74,120,2,-1447.4374,5801.3384,analytic,59797.434,0.23096507,False,True
K03057.02,137150544,pdc,TESS-SPOC,PDCSAP_FLUX,OK,1,74,200,2,1307.7722,6001.8331,analytic,51795.116,0.0024302552,False,False
K03057.02,137150544,sap,SPOC,SAP_FLUX,OK,1,74,120,2,-149.41982,2140.8076,analytic,22144.555,0.11759561,False,True
K03057.02,137150544,sap,TESS-SPOC,SAP_FLUX,OK,1,74,200,2,451.50601,2102.158,analytic,18101.025,0.11410566,False,False
K01772.01,137549549,pdc,SPOC,PDCSAP_FLUX,OK,3,"40,41,74",120,1,81880.711,3922.1815,analytic,27181.286,,False,True
K01772.01,137549549,pdc,TESS-SPOC,PDCSAP_FLUX,OK,3,"40,41,74","200,600",1,101590.83,4285.1873,analytic,13307.866,,False,False
K01772.01,137549549,sap,SPOC,SAP_FLUX,OK,3,"40,41,74",120,1,24164.444,1103.2237,analytic,7645.4997,,False,True
K01772.01,137549549,sap,TESS-SPOC,SAP_FLUX,OK,3,"40,41,74","200,600",1,27293.686,1025.1885,analytic,3183.7746,,False,False
K00268.01,120628862,pdc,SPOC,PDCSAP_FLUX,OK,4,"40,41,53,54",120,2,844.01179,138.56184,analytic,2577.1688,3.0812963,False,False
K00268.01,120628862,pdc,TESS-SPOC,PDCSAP_FLUX,OK,4,"40,41,53,54",600,2,603.14679,138.16051,analytic,1166.4958,2.3908789,False,False
K00268.01,120628862,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,53,54","1800,600",2,145.98404,155.19858,analytic,1324.6424,0.081440914,False,False
K00268.01,120628862,pdc,QLP,DET_FLUX,OK,2,"80,81",200,1,451.4626,158.74071,analytic,1622.2152,,False,False
K00268.01,120628862,sap,SPOC,SAP_FLUX,OK,4,"40,41,53,54",120,2,261.94791,71.291907,analytic,1325.0833,1.5148703,False,False
K00268.01,120628862,sap,TESS-SPOC,SAP_FLUX,OK,4,"40,41,53,54",600,2,244.53535,67.47226,analytic,564.19289,2.0610481,False,False
K00268.01,120628862,sap,QLP,SAP_FLUX,OK,7,"14,40,41,53,54,80,81","1800,200,600",3,472.44388,111.13395,analytic,1510.1887,0.46240214,False,True
K01204.01,122224871,pdc,SPOC,PDCSAP_FLUX,OK,3,"74,80,81",120,8,-1745.0212,1282.5045,bootstrap,37041.041,1.993361,False,True
K01204.01,122224871,pdc,TESS-SPOC,PDCSAP_FLUX,OK,3,"74,80,81",200,8,-1964.7695,1288.2601,bootstrap,29066.82,1.5802907,False,False
K01204.01,122224871,sap,SPOC,SAP_FLUX,OK,3,"74,80,81",120,9,-1197.2868,792.63583,bootstrap,13055.006,0.80230323,False,True
K01204.01,122224871,sap,TESS-SPOC,SAP_FLUX,OK,3,"74,80,81",200,9,-909.21778,705.61262,bootstrap,10892.067,0.76772796,False,False
K00004.01,377873569,pdc,SPOC,PDCSAP_FLUX,OK,7,"41,54,55,74,75,81,82",120,44,1390.7714,45.937192,bootstrap,2040.9641,0.83542251,False,True
K00004.01,377873569,pdc,TESS-SPOC,PDCSAP_FLUX,OK,7,"41,54,55,74,75,81,82","200,600",44,1434.0035,43.738472,bootstrap,1372.2988,0.088223738,False,False
K00004.01,377873569,pdc,QLP,KSPSAP_FLUX,OK,3,"41,54,55",600,18,1352.8262,72.00819,bootstrap,892.12965,0.12013795,False,False
K00004.01,377873569,pdc,QLP,DET_FLUX,OK,4,"74,75,81,82",200,27,1326.6816,104.80123,bootstrap,2025.8742,0.57498676,False,False
K00004.01,377873569,sap,SPOC,SAP_FLUX,OK,7,"41,54,55,74,75,81,82",120,45,1258.2118,39.160924,bootstrap,1824.2969,0.37286404,False,True
K00004.01,377873569,sap,TESS-SPOC,SAP_FLUX,OK,7,"41,54,55,74,75,81,82","200,600",45,1300.2976,43.426391,bootstrap,1200.7225,0.37527719,False,False
K00004.01,377873569,sap,QLP,SAP_FLUX,OK,7,"41,54,55,74,75,81,82","200,600",45,1350.5027,67.024822,bootstrap,1649.1893,0.18766345,False,False
K03041.01,184014067,pdc,SPOC,PDCSAP_FLUX,OK,4,"74,75,81,82",120,20,-152.05501,809.53113,bootstrap,18004.164,1.8695569,False,True
K03041.01,184014067,pdc,TESS-SPOC,PDCSAP_FLUX,OK,4,"74,75,81,82",200,20,-1165.913,903.91034,bootstrap,14543.512,0.68889377,False,False
K03041.01,184014067,sap,SPOC,SAP_FLUX,OK,4,"74,75,81,82",120,20,-50.599393,137.64948,bootstrap,3448.2142,2.8526355,False,True
K03041.01,184014067,sap,TESS-SPOC,SAP_FLUX,OK,4,"74,75,81,82",200,20,-92.904563,153.53148,bootstrap,2830.8527,1.2860947,False,False
K03777.01,184244064,pdc,SPOC,PDCSAP_FLUX,OK,4,"74,75,81,82",120,6,1251.5336,121.45069,analytic,2579.7402,0.44648936,False,False
K03777.01,184244064,pdc,TESS-SPOC,PDCSAP_FLUX,OK,8,"14,41,54,55,74,75,81,82","1800,200,600",12,1245.5074,227.0745,bootstrap,1367.8223,0.54324688,False,False
K03777.01,184244064,pdc,QLP,KSPSAP_FLUX,OK,4,"14,41,54,55","1800,600",6,5705.8645,142.65481,analytic,1215.4958,31.036995,False,False
K03777.01,184244064,pdc,QLP,DET_FLUX,OK,4,"74,75,81,82",200,6,562.34759,180.16645,analytic,2827.8657,0.45255777,False,False
K03777.01,184244064,sap,SPOC,SAP_FLUX,OK,4,"74,75,81,82",120,6,1132.8642,104.66517,analytic,2179.209,0.52668215,False,False
K03777.01,184244064,sap,TESS-SPOC,SAP_FLUX,OK,8,"14,41,54,55,74,75,81,82","1800,200,600",12,1090.0874,186.78839,bootstrap,1266.952,0.22759852,False,False
K03777.01,184244064,sap,QLP,SAP_FLUX,OK,8,"14,41,54,55,74,75,81,82","1800,200,600",12,2861.1198,1517.4256,bootstrap,2105.284,12.458791,False,True
K00281.01,121327187,pdc,SPOC,PDCSAP_FLUX,OK,7,"40,41,53,74,75,80,81",120,9,336.49897,96.439581,bootstrap,2432.9353,0.10725608,False,False
K00281.01,121327187,pdc,TESS-SPOC,PDCSAP_FLUX,OK,7,"40,41,53,74,75,80,81","200,600",9,367.45029,77.121688,bootstrap,1810.3798,0.40528603,False,False
K00281.01,121327187,pdc,QLP,KSPSAP_FLUX,OK,4,"14,40,41,53","1800,600",5,517.46647,163.66347,analytic,1675.5916,0.57568281,False,False
K00281.01,121327187,pdc,QLP,DET_FLUX,OK,4,"74,75,80,81",200,5,116.61847,159.3786,analytic,3063.3794,0.11354963,False,False
K00281.01,121327187,sap,SPOC,SAP_FLUX,OK,7,"40,41,53,74,75,80,81",120,9,216.43031,141.7154,bootstrap,2013.0179,2.6180745,False,False
K00281.01,121327187,sap,TESS-SPOC,SAP_FLUX,OK,7,"40,41,53,74,75,80,81","200,600",9,231.60636,140.45773,bootstrap,1498.1462,2.02631,False,False
K00281.01,121327187,sap,QLP,SAP_FLUX,OK,8,"14,40,41,53,74,75,80,81","1800,200,600",10,451.08169,108.66134,bootstrap,2503.4235,0.64071325,False,True
K02821.01,121393535,pdc,SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",120,0,,,none,,,False,True
K02821.01,121393535,pdc,TESS-SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",200,0,,,none,,,False,False
K02821.01,121393535,sap,SPOC,SAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",120,0,,,none,,,False,True
K02821.01,121393535,sap,TESS-SPOC,SAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",200,0,,,none,,,False,False
K08246.01,120573791,pdc,SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",120,0,,,none,,,False,False
K08246.01,120573791,pdc,TESS-SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",200,0,,,none,,,False,False
K08246.01,120573791,pdc,QLP,KSPSAP_FLUX,NO_USABLE_TRANSIT,5,"14,40,41,53,54","1800,600",0,,,none,,,False,False
K08246.01,120573791,pdc,QLP,DET_FLUX,NO_USABLE_TRANSIT,2,"80,81",200,0,,,none,,,False,False
K08246.01,120573791,sap,SPOC,SAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",120,0,,,none,,,False,False
K08246.01,120573791,sap,TESS-SPOC,SAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",200,0,,,none,,,False,False
K08246.01,120573791,sap,QLP,SAP_FLUX,NO_USABLE_TRANSIT,7,"14,40,41,53,54,80,81","1800,200,600",0,,,none,,,False,True
K02024.01,120691237,pdc,SPOC,PDCSAP_FLUX,OK,2,"80,81",120,1,3045.8812,1792.1158,analytic,21424.352,,False,True
K02024.01,120691237,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"80,81",200,1,1832.6659,1866.3006,analytic,17261.306,,False,False
K02024.01,120691237,sap,SPOC,SAP_FLUX,OK,2,"80,81",120,1,1572.1559,1277.691,analytic,15274.516,,False,True
K02024.01,120691237,sap,TESS-SPOC,SAP_FLUX,OK,2,"80,81",200,1,1125.5084,1303.7603,analytic,12058.403,,False,False
K01959.01,237192046,pdc,SPOC,PDCSAP_FLUX,OK,7,"40,41,53,54,74,80,81",120,5,895.69867,672.65624,analytic,11190.907,0.41287517,False,True
K01959.01,237192046,pdc,TESS-SPOC,PDCSAP_FLUX,OK,7,"40,41,53,54,74,80,81","200,600",5,922.73758,658.36151,analytic,5265.5125,0.13111164,False,False
K01959.01,237192046,sap,SPOC,SAP_FLUX,OK,7,"40,41,53,54,74,80,81",120,5,781.65653,461.40638,analytic,7466.4285,0.35287075,False,True
K01959.01,237192046,sap,TESS-SPOC,SAP_FLUX,OK,7,"40,41,53,54,74,80,81","200,600",5,497.0779,455.03499,analytic,3586.3038,0.14831449,False,False
K00632.01,122063843,pdc,SPOC,PDCSAP_FLUX,OK,4,"74,75,80,81",120,11,396.21864,274.74844,bootstrap,5350.9157,1.5538975,False,False
K00632.01,122063843,pdc,TESS-SPOC,PDCSAP_FLUX,OK,4,"74,75,80,81",200,11,543.54976,249.27294,bootstrap,4615.2551,1.5568211,False,False
K00632.01,122063843,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",14,149.03471,518.60495,bootstrap,3296.2999,0.68033068,False,False
K00632.01,122063843,pdc,QLP,DET_FLUX,OK,4,"74,75,80,81",200,12,5.1516535,343.04364,bootstrap,6718.1222,1.7481077,False,False
K00632.01,122063843,sap,SPOC,SAP_FLUX,OK,4,"74,75,80,81",120,12,371.79283,211.00691,bootstrap,4796.5504,1.8411513,False,False
K00632.01,122063843,sap,TESS-SPOC,SAP_FLUX,OK,4,"74,75,80,81",200,12,467.77245,206.52757,bootstrap,3561.6349,1.5122943,False,False
K00632.01,122063843,sap,QLP,SAP_FLUX,OK,9,"14,40,41,54,55,74,75,80,81","1800,200,600",26,123.9553,314.82631,bootstrap,4673.2443,0.39544447,False,True
K04202.01,121013472,pdc,SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",120,0,,,none,,,False,True
K04202.01,121013472,pdc,TESS-SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",200,0,,,none,,,False,False
K04202.01,121013472,sap,SPOC,SAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",120,0,,,none,,,False,True
K04202.01,121013472,sap,TESS-SPOC,SAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",200,0,,,none,,,False,False
K01822.01,170236331,pdc,SPOC,PDCSAP_FLUX,OK,6,"54,55,74,75,81,82",120,1,262.58266,387.12547,analytic,4306.0731,,False,False
K01822.01,170236331,pdc,TESS-SPOC,PDCSAP_FLUX,OK,6,"54,55,74,75,81,82","200,600",1,-26.142214,391.10342,analytic,3372.607,,False,False
K01822.01,170236331,pdc,QLP,KSPSAP_FLUX,NO_USABLE_TRANSIT,3,"14,54,55","1800,600",0,,,none,,,False,False
K01822.01,170236331,pdc,QLP,DET_FLUX,OK,4,"74,75,81,82",200,1,118.83449,609.17899,analytic,5253.1407,,False,False
K01822.01,170236331,sap,SPOC,SAP_FLUX,OK,6,"54,55,74,75,81,82",120,1,420.73013,320.1693,analytic,3561.3063,,False,False
K01822.01,170236331,sap,TESS-SPOC,SAP_FLUX,OK,6,"54,55,74,75,81,82","200,600",1,299.75154,327.20239,analytic,2821.5684,,False,False
K01822.01,170236331,sap,QLP,SAP_FLUX,OK,7,"14,54,55,74,75,81,82","1800,200,600",1,79.329066,596.18169,analytic,5141.061,,False,True
K06532.01,121013577,pdc,SPOC,PDCSAP_FLUX,OK,2,"80,81",120,58,6296.1687,3048.189,bootstrap,44304.972,1.8927165,False,True
K06532.01,121013577,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"80,81",200,59,4008.9613,2557.648,bootstrap,39173.77,1.0527395,False,False
K06532.01,121013577,sap,SPOC,SAP_FLUX,OK,2,"80,81",120,64,3555.87,1867.9343,bootstrap,27202.142,1.7282568,False,True
K06532.01,121013577,sap,TESS-SPOC,SAP_FLUX,OK,2,"80,81",200,64,2381.4396,1529.8809,bootstrap,22380.32,1.1713168,False,False
K03323.01,138425988,pdc,SPOC,PDCSAP_FLUX,OK,2,"81,82",120,4,1771.6592,1938.7876,analytic,28585.344,0.27951722,False,True
K03323.01,138425988,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"81,82",200,4,2378.5238,1980.4191,analytic,23347.301,0.12319986,False,False
K03323.01,138425988,sap,SPOC,SAP_FLUX,OK,2,"81,82",120,4,594.50096,609.66063,analytic,9149.58,0.4552752,False,True
K03323.01,138425988,sap,TESS-SPOC,SAP_FLUX,OK,2,"81,82",200,4,687.45855,583.18656,analytic,6530.9487,0.090304808,False,False
K05142.01,120255204,pdc,SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,3,"74,80,81",120,0,,,none,,,False,True
K05142.01,120255204,pdc,TESS-SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,3,"74,80,81",200,0,,,none,,,False,False
K05142.01,120255204,sap,SPOC,SAP_FLUX,NO_USABLE_TRANSIT,3,"74,80,81",120,0,,,none,,,False,True
K05142.01,120255204,sap,TESS-SPOC,SAP_FLUX,NO_USABLE_TRANSIT,3,"74,80,81",200,0,,,none,,,False,False
K01672.01,122294985,pdc,SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,1,80,120,0,,,none,,,False,True
K01672.01,122294985,pdc,TESS-SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,1,80,200,0,,,none,,,False,False
K01672.01,122294985,sap,SPOC,SAP_FLUX,OK,1,80,120,1,-2897.0444,5595.4894,analytic,40658.845,,False,True
K01672.01,122294985,sap,TESS-SPOC,SAP_FLUX,OK,1,80,200,1,-4311.4571,4359.9325,analytic,24510.981,,False,False
K03274.01,138217479,pdc,SPOC,PDCSAP_FLUX,OK,2,"81,82",120,1,679.09428,5081.4339,analytic,42216.271,,False,True
K03274.01,138217479,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"81,82",200,1,-632.51686,6333.1421,analytic,40577.916,,False,False
K03274.01,138217479,sap,SPOC,SAP_FLUX,OK,2,"81,82",120,1,117.81745,2584.1389,analytic,21468.883,,False,True
K03274.01,138217479,sap,TESS-SPOC,SAP_FLUX,OK,2,"81,82",200,1,262.44112,3037.3646,analytic,19461.102,,False,False
K04541.01,237158922,pdc,SPOC,PDCSAP_FLUX,OK,3,"74,80,81",120,9,3140.7127,1408.7936,bootstrap,32457.108,1.0365738,False,True
K04541.01,237158922,pdc,TESS-SPOC,PDCSAP_FLUX,OK,3,"74,80,81",200,9,2429.98,1616.8948,bootstrap,24919.203,0.47525698,False,False
K04541.01,237158922,sap,SPOC,SAP_FLUX,OK,3,"74,80,81",120,9,1589.0896,849.17074,bootstrap,18176.2,0.47240506,False,True
K04541.01,237158922,sap,TESS-SPOC,SAP_FLUX,OK,3,"74,80,81",200,9,1303.8148,1030.1772,bootstrap,15261.521,0.77790351,False,False
K04541.02,237158922,pdc,SPOC,PDCSAP_FLUX,OK,3,"74,80,81",120,3,2066.1331,2059.8587,analytic,29501.608,1.1596581,False,True
K04541.02,237158922,pdc,TESS-SPOC,PDCSAP_FLUX,OK,3,"74,80,81",200,4,1892.0231,1900.6448,analytic,23121.057,1.3334651,False,False
K04541.02,237158922,sap,SPOC,SAP_FLUX,OK,3,"74,80,81",120,4,563.1942,1056.7808,analytic,18376.262,1.2352248,False,True
K04541.02,237158922,sap,TESS-SPOC,SAP_FLUX,OK,3,"74,80,81",200,4,1257.8899,1058.4303,analytic,14474.002,1.1058421,False,False
K07733.01,122707980,pdc,SPOC,PDCSAP_FLUX,OK,4,"74,75,81,82",120,96,-71.968428,94.156121,bootstrap,4341.5142,0.21776132,False,False
K07733.01,122707980,pdc,TESS-SPOC,PDCSAP_FLUX,OK,4,"74,75,81,82",200,95,-89.334675,100.81866,bootstrap,4069.9584,0.96491322,False,False
K07733.01,122707980,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",118,726.23615,445.40199,bootstrap,3587.2119,0.017816215,False,False
K07733.01,122707980,pdc,QLP,DET_FLUX,OK,4,"74,75,81,82",200,99,-29.637904,83.059678,bootstrap,4338.1518,0.19448155,False,False
K07733.01,122707980,sap,SPOC,SAP_FLUX,OK,4,"74,75,81,82",120,100,-84.366728,55.114547,bootstrap,2823.7378,0.0054126081,False,False
K07733.01,122707980,sap,TESS-SPOC,SAP_FLUX,OK,4,"74,75,81,82",200,99,-84.599147,60.476495,bootstrap,2574.006,0.24320393,False,False
K07733.01,122707980,sap,QLP,SAP_FLUX,OK,9,"14,40,41,54,55,74,75,81,82","1800,200,600",217,193.55163,172.64544,bootstrap,4023.4844,0.19492466,False,True
K04097.01,120578688,pdc,SPOC,PDCSAP_FLUX,OK,7,"40,41,53,54,75,80,81",120,62,-62.496157,224.74713,bootstrap,4668.3227,1.1323178,False,False
K04097.01,120578688,pdc,TESS-SPOC,PDCSAP_FLUX,OK,7,"40,41,53,54,75,80,81","200,600",62,103.02485,268.54801,bootstrap,2538.607,0.300929,True,False
K04097.01,120578688,pdc,QLP,KSPSAP_FLUX,OK,6,"14,26,40,41,53,54","1800,600",54,2992.8044,3058.4647,bootstrap,2011.9938,1.0244253,True,False
K04097.01,120578688,pdc,QLP,DET_FLUX,OK,3,"75,80,81",200,27,-1038.2378,472.87945,bootstrap,5459.2814,2.0933408,False,False
K04097.01,120578688,sap,SPOC,SAP_FLUX,OK,7,"40,41,53,54,75,80,81",120,64,20.164927,203.77409,bootstrap,4722.7027,0.28059704,False,False
K04097.01,120578688,sap,TESS-SPOC,SAP_FLUX,OK,7,"40,41,53,54,75,80,81","200,600",64,145.36407,246.54563,bootstrap,2472.205,0.32284419,True,False
K04097.01,120578688,sap,QLP,SAP_FLUX,OK,9,"14,26,40,41,53,54,75,80,81","1800,200,600",81,111.98228,313.91333,bootstrap,2992.2858,0.0021630429,True,True
K04097.02,120578688,pdc,SPOC,PDCSAP_FLUX,OK,7,"40,41,53,54,75,80,81",120,38,313.9799,194.31906,bootstrap,5066.4736,1.7084669,False,False
K04097.02,120578688,pdc,TESS-SPOC,PDCSAP_FLUX,OK,7,"40,41,53,54,75,80,81","200,600",38,418.76008,254.74189,bootstrap,2764.1959,1.3840879,False,False
K04097.02,120578688,pdc,QLP,KSPSAP_FLUX,OK,6,"14,26,40,41,53,54","1800,600",29,290.27998,474.34315,bootstrap,2183.1638,1.238412,True,False
K04097.02,120578688,pdc,QLP,DET_FLUX,OK,3,"75,80,81",200,18,-498.43464,349.98194,bootstrap,5803.419,0.337626,False,False
K04097.02,120578688,sap,SPOC,SAP_FLUX,OK,7,"40,41,53,54,75,80,81",120,38,251.10173,182.36255,bootstrap,4825.361,1.7907576,False,False
K04097.02,120578688,sap,TESS-SPOC,SAP_FLUX,OK,7,"40,41,53,54,75,80,81","200,600",38,401.98346,200.10887,bootstrap,2742.6871,1.2443625,False,False
