kepoi_name,tic_id,family,author,flux_column,status,n_segments,segment_list,exptimes_s,n_transits,depth_ppm,depth_err_ppm,depth_err_method,oot_scatter_ppm,odd_even_sigma,smeared,is_primary_reduction
K04928.01,137683938,pdc,SPOC,PDCSAP_FLUX,OK,7,"40,41,54,55,74,75,81",120,53,15055.704,1215.1081,bootstrap,33566.459,0.24535595,False,True
K04928.01,137683938,pdc,TESS-SPOC,PDCSAP_FLUX,OK,7,"40,41,54,55,74,75,81","200,600",53,14928.207,1253.6094,bootstrap,21636.967,0.57842623,False,False
K04928.01,137683938,pdc,QLP,KSPSAP_FLUX,OK,4,"40,41,54,55",600,31,12589.205,3397.4262,bootstrap,18530.265,1.228364,False,False
K04928.01,137683938,pdc,QLP,DET_FLUX,OK,3,"74,75,81",200,24,15052.698,3122.1429,bootstrap,37455.43,1.7615943,False,False
K04928.01,137683938,sap,SPOC,SAP_FLUX,OK,7,"40,41,54,55,74,75,81",120,55,4164.8262,361.03951,bootstrap,10394.769,0.51803904,False,True
K04928.01,137683938,sap,TESS-SPOC,SAP_FLUX,OK,7,"40,41,54,55,74,75,81","200,600",55,3801.3783,370.02845,bootstrap,6449.4578,0.89292391,False,False
K04928.01,137683938,sap,QLP,SAP_FLUX,OK,7,"40,41,54,55,74,75,81","200,600",55,13524,2433.8083,bootstrap,23662.911,0.12149804,False,False
K01029.01,137547023,pdc,SPOC,PDCSAP_FLUX,OK,2,"74,75",120,2,-993.12455,2057.4897,analytic,28455.966,0.35788815,False,True
K01029.01,137547023,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"74,75",200,2,-1666.8214,1813.5831,analytic,19177.94,0.22219292,False,False
K01029.01,137547023,sap,SPOC,SAP_FLUX,OK,2,"74,75",120,2,-220.86473,715.14086,analytic,9881.6647,0.33088621,False,True
K01029.01,137547023,sap,TESS-SPOC,SAP_FLUX,OK,2,"74,75",200,2,-412.07125,589.08911,analytic,6229.2491,0.40696268,False,False
K07635.01,351056285,pdc,SPOC,PDCSAP_FLUX,OK,2,"74,75",120,1,2788.5498,1847.7004,analytic,20247.85,,False,True
K07635.01,351056285,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"74,75",200,1,4797.1861,2263.5301,analytic,19254.551,,False,False
K07635.01,351056285,sap,SPOC,SAP_FLUX,OK,2,"74,75",120,1,999.2667,498.4434,analytic,5462.1447,,False,True
K07635.01,351056285,sap,TESS-SPOC,SAP_FLUX,OK,2,"74,75",200,1,850.60742,524.04583,analytic,4457.757,,False,False
K00299.01,120629799,pdc,SPOC,PDCSAP_FLUX,OK,3,"74,80,81",120,42,401.19873,124.01468,bootstrap,4559.9074,1.1401671,False,False
K00299.01,120629799,pdc,TESS-SPOC,PDCSAP_FLUX,OK,3,"74,80,81",200,43,672.89917,140.35064,bootstrap,3769.0045,0.78338172,False,False
K00299.01,120629799,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,53,54","1800,600",82,291.01479,182.37691,bootstrap,2651.7177,0.67371412,True,False
K00299.01,120629799,pdc,QLP,DET_FLUX,OK,3,"74,80,81",200,47,608.76113,223.76383,bootstrap,5362.9676,0.86467197,False,False
K00299.01,120629799,sap,SPOC,SAP_FLUX,OK,3,"74,80,81",120,47,287.70093,68.343329,bootstrap,3091.4217,0.72415749,False,False
K00299.01,120629799,sap,TESS-SPOC,SAP_FLUX,OK,3,"74,80,81",200,47,348.7281,79.961404,bootstrap,2261.7168,0.19357356,False,False
K00299.01,120629799,sap,QLP,SAP_FLUX,OK,8,"14,40,41,53,54,74,80,81","1800,200,600",129,362.93692,135.65083,bootstrap,3322.5057,1.4049576,True,True
K00794.01,137149476,pdc,SPOC,PDCSAP_FLUX,OK,1,74,120,9,1049.0101,636.55181,bootstrap,23482.826,0.6195363,False,True
K00794.01,137149476,pdc,TESS-SPOC,PDCSAP_FLUX,OK,1,74,200,9,1626.1752,654.43427,bootstrap,18293.286,0.35943638,False,False
K00794.01,137149476,sap,SPOC,SAP_FLUX,OK,1,74,120,10,691.84223,450.91518,bootstrap,18776.297,0.37666046,False,True
K00794.01,137149476,sap,TESS-SPOC,SAP_FLUX,OK,1,74,200,10,1195.6461,458.77257,bootstrap,13701.304,0.19323403,False,False
K02335.01,137317096,pdc,SPOC,PDCSAP_FLUX,OK,1,74,120,2,4939.6582,1323.0664,analytic,11254.641,0.025423482,False,True
K02335.01,137317096,pdc,TESS-SPOC,PDCSAP_FLUX,OK,1,74,200,2,5001.4534,1606.693,analytic,10501.613,0.054214676,False,False
K02335.01,137317096,sap,SPOC,SAP_FLUX,OK,1,74,120,2,2958.0159,942.47449,analytic,8019.2766,0.049857357,False,True
K02335.01,137317096,sap,TESS-SPOC,SAP_FLUX,OK,1,74,200,2,3220.3063,1002.0652,analytic,6563.6967,0.026080721,False,False
K00797.01,137095438,pdc,SPOC,PDCSAP_FLUX,OK,1,74,120,3,12508.281,3716.0685,analytic,42780.352,0.40734362,False,True
K00797.01,137095438,pdc,TESS-SPOC,PDCSAP_FLUX,OK,1,74,200,3,14488.857,3193.5272,analytic,28892.647,1.171581,False,False
K00797.01,137095438,sap,SPOC,SAP_FLUX,OK,1,74,120,3,3375.9181,1051.7442,analytic,12206.185,0.60560922,False,True
K00797.01,137095438,sap,TESS-SPOC,SAP_FLUX,OK,1,74,200,3,3723.2332,933.42196,analytic,8652.6498,1.1222845,False,False
K04548.01,121535837,pdc,SPOC,PDCSAP_FLUX,OK,3,"74,80,81",120,1,589.01547,1483.7369,analytic,18066.1,,False,True
K04548.01,121535837,pdc,TESS-SPOC,PDCSAP_FLUX,OK,3,"74,80,81",200,1,-44.724631,1499.7712,analytic,14131.354,,False,False
K04548.01,121535837,sap,SPOC,SAP_FLUX,OK,3,"74,80,81",120,1,409.87967,1204.389,analytic,14664.737,,False,True
K04548.01,121535837,sap,TESS-SPOC,SAP_FLUX,OK,3,"74,80,81",200,1,-121.75305,1104.2884,analytic,10404.981,,False,False
K07648.01,122518332,pdc,SPOC,PDCSAP_FLUX,OK,1,74,120,19,10302.693,4083.5931,bootstrap,63729.347,1.2309171,False,True
K07648.01,122518332,pdc,TESS-SPOC,PDCSAP_FLUX,OK,1,74,200,19,10861.44,5598.3657,bootstrap,56790.335,1.4925867,False,False
K07648.01,122518332,sap,SPOC,SAP_FLUX,OK,1,74,120,21,1967.9353,852.43165,bootstrap,16861.603,1.6857438,False,True
K07648.01,122518332,sap,TESS-SPOC,SAP_FLUX,OK,1,74,200,21,2166.1968,1269.0367,bootstrap,14325.401,2.2159212,False,False
K00490.01,137686948,pdc,SPOC,PDCSAP_FLUX,OK,7,"40,41,54,55,74,81,82",120,39,64.422737,386.71133,bootstrap,10463.175,0.72493536,False,False
K00490.01,137686948,pdc,TESS-SPOC,PDCSAP_FLUX,OK,7,"40,41,54,55,74,81,82","200,600",39,268.54837,437.52207,bootstrap,6336.1259,0.85705582,False,False
K00490.01,137686948,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",30,309.08499,1063.8813,bootstrap,6442.9016,0.82782934,True,False
K00490.01,137686948,pdc,QLP,DET_FLUX,OK,3,"74,81,82",200,14,357.69242,620.82441,bootstrap,11282.292,0.10448497,False,False
K00490.01,137686948,sap,SPOC,SAP_FLUX,OK,7,"40,41,54,55,74,81,82",120,39,21.180823,252.61414,bootstrap,7744.3032,0.77089105,False,False
K00490.01,137686948,sap,TESS-SPOC,SAP_FLUX,OK,7,"40,41,54,55,74,81,82","200,600",39,187.996,240.81787,bootstrap,3803.02,0.98300256,False,False
K00490.01,137686948,sap,QLP,SAP_FLUX,OK,8,"14,40,41,54,55,74,81,82","1800,200,600",44,539.10898,676.46125,bootstrap,8636.3814,0.96444572,True,True
K00490.02,137686948,pdc,SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,7,"40,41,54,55,74,81,82",120,0,,,none,,,False,False
K00490.02,137686948,pdc,TESS-SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,7,"40,41,54,55,74,81,82","200,600",0,,,none,,,False,False
K00490.02,137686948,pdc,QLP,KSPSAP_FLUX,NO_USABLE_TRANSIT,5,"14,40,41,54,55","1800,600",0,,,none,,,False,False
K00490.02,137686948,pdc,QLP,DET_FLUX,NO_USABLE_TRANSIT,3,"74,81,82",200,0,,,none,,,False,False
K00490.02,137686948,sap,SPOC,SAP_FLUX,NO_USABLE_TRANSIT,7,"40,41,54,55,74,81,82",120,0,,,none,,,False,False
