kepoi_name,tic_id,family,author,flux_column,status,n_segments,segment_list,exptimes_s,n_transits,depth_ppm,depth_err_ppm,depth_err_method,oot_scatter_ppm,odd_even_sigma,smeared,is_primary_reduction
K00958.01,137099260,pdc,SPOC,PDCSAP_FLUX,OK,6,"14,40,41,74,75,81",120,7,1922.5831,477.82283,analytic,5598.6461,1.1241131,False,False
K00958.01,137099260,pdc,TESS-SPOC,PDCSAP_FLUX,OK,6,"14,40,41,74,75,81","1800,200,600",7,2031.7883,475.08879,analytic,3374.5407,0.39583806,True,False
K00958.01,137099260,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",6,7871.0184,1073.9604,analytic,6262.3412,2.8570001,True,False
K00958.01,137099260,pdc,QLP,DET_FLUX,OK,3,"74,75,81",200,3,4139.079,2796.9783,analytic,13526.551,2.4395397,False,False
K00958.01,137099260,sap,SPOC,SAP_FLUX,OK,6,"14,40,41,74,75,81",120,7,868.74159,328.54268,analytic,4307.0405,0.73932146,False,False
K00958.01,137099260,sap,TESS-SPOC,SAP_FLUX,OK,6,"14,40,41,74,75,81","1800,200,600",7,519.99618,303.58998,analytic,1530.5052,0.93547192,True,False
K00958.01,137099260,sap,QLP,SAP_FLUX,OK,8,"14,40,41,54,55,74,75,81","1800,200,600",9,7118.4113,2509.2205,bootstrap,8480.9486,4.1601033,True,True
K04921.01,137313529,pdc,SPOC,PDCSAP_FLUX,OK,2,"74,75",120,1,4212.5596,1173.6928,analytic,9845.9005,,False,False
K04921.01,137313529,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"74,75",200,1,2901.8886,1233.3627,analytic,8005.4812,,False,False
K04921.01,137313529,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",1,-2507.5127,39230.184,analytic,93778.077,,False,False
K04921.01,137313529,pdc,QLP,DET_FLUX,OK,2,"74,75",200,1,-527.59538,2484.9603,analytic,16129.321,,False,False
K04921.01,137313529,sap,SPOC,SAP_FLUX,OK,2,"74,75",120,1,657.54753,577.49785,analytic,4844.5269,,False,False
K04921.01,137313529,sap,TESS-SPOC,SAP_FLUX,OK,2,"74,75",200,1,-280.96929,597.4675,analytic,3878.0279,,False,False
K04921.01,137313529,sap,QLP,SAP_FLUX,OK,7,"14,40,41,54,55,74,75","1800,200,600",2,-1299.5254,2400.4737,analytic,53278.664,0.2000496,False,True
K00993.01,122673489,pdc,SPOC,PDCSAP_FLUX,OK,5,"40,41,74,75,81",120,6,-5390.2201,1996.2016,analytic,34623.984,0.65903941,False,True
K00993.01,122673489,pdc,TESS-SPOC,PDCSAP_FLUX,OK,5,"40,41,74,75,81","200,600",6,-1509.8329,2165.2715,analytic,26676.736,1.1472312,False,False
K00993.01,122673489,sap,SPOC,SAP_FLUX,OK,5,"40,41,74,75,81",120,6,-408.94718,224.77479,analytic,4418.9417,0.90054651,False,True
K00993.01,122673489,sap,TESS-SPOC,SAP_FLUX,OK,5,"40,41,74,75,81","200,600",6,-335.16669,190.69203,analytic,1636.6616,0.97245892,False,False
K00993.02,122673489,pdc,SPOC,PDCSAP_FLUX,OK,5,"40,41,74,75,81",120,10,6026.6836,3176.0054,bootstrap,36063.928,0.65950146,False,True
K00993.02,122673489,pdc,TESS-SPOC,PDCSAP_FLUX,OK,5,"40,41,74,75,81","200,600",10,3841.6669,1706.7521,bootstrap,29257.793,0.19800541,False,False
K00993.02,122673489,sap,SPOC,SAP_FLUX,OK,5,"40,41,74,75,81",120,10,-1.7413502,115.33662,bootstrap,4869.7037,0.85562349,False,True
K00993.02,122673489,sap,TESS-SPOC,SAP_FLUX,OK,5,"40,41,74,75,81","200,600",10,-18.177123,118.82252,bootstrap,2369.3003,1.25369,False,False
K00993.03,122673489,pdc,SPOC,PDCSAP_FLUX,OK,5,"40,41,74,75,81",120,1,-8224.1864,8824.4135,analytic,73096.763,,False,True
K00993.03,122673489,pdc,TESS-SPOC,PDCSAP_FLUX,OK,5,"40,41,74,75,81","200,600",1,3922.8019,7571.2349,analytic,48391.424,,False,False
K00993.03,122673489,sap,SPOC,SAP_FLUX,OK,5,"40,41,74,75,81",120,1,491.05322,1641.8572,analytic,13600.275,,False,True
K00993.03,122673489,sap,TESS-SPOC,SAP_FLUX,OK,5,"40,41,74,75,81","200,600",1,639.82441,1306.7639,analytic,8352.1604,,False,False
K06259.01,351055067,pdc,SPOC,PDCSAP_FLUX,OK,4,"40,41,74,75",120,24,-1559.119,1171.1474,bootstrap,27190.519,0.58364652,False,True
K06259.01,351055067,pdc,TESS-SPOC,PDCSAP_FLUX,OK,4,"40,41,74,75","200,600",24,-541.7745,1583.8712,bootstrap,15338.363,0.033460931,False,False
K06259.01,351055067,sap,SPOC,SAP_FLUX,OK,4,"40,41,74,75",120,24,-168.7026,454.1636,bootstrap,10851.279,0.8380442,False,True
K06259.01,351055067,sap,TESS-SPOC,SAP_FLUX,OK,4,"40,41,74,75","200,600",24,113.87237,551.66299,bootstrap,6513.2441,0.43793966,False,False
K06259.02,351055067,pdc,SPOC,PDCSAP_FLUX,OK,4,"40,41,74,75",120,15,440.32379,1580.6423,bootstrap,24680.891,0.91102298,False,True
K06259.02,351055067,pdc,TESS-SPOC,PDCSAP_FLUX,OK,4,"40,41,74,75","200,600",15,-99.191526,1577.0387,bootstrap,17264.262,0.39985921,False,False
K06259.02,351055067,sap,SPOC,SAP_FLUX,OK,4,"40,41,74,75",120,16,167.14961,506.1164,bootstrap,10347.297,0.2775899,False,True
K06259.02,351055067,sap,TESS-SPOC,SAP_FLUX,OK,4,"40,41,74,75","200,600",16,28.445448,531.24416,bootstrap,7869.3611,0.00046161083,False,False
K08085.01,120963958,pdc,SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",120,0,,,none,,,False,True
K08085.01,120963958,pdc,TESS-SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",200,0,,,none,,,False,False
K08085.01,120963958,sap,SPOC,SAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",120,0,,,none,,,False,True
K08085.01,120963958,sap,TESS-SPOC,SAP_FLUX,NO_USABLE_TRANSIT,2,"80,81",200,0,,,none,,,False,False
K06274.01,137817515,pdc,SPOC,PDCSAP_FLUX,OK,4,"74,75,81,82",120,4,-4612.9393,2923.2241,analytic,53069.892,0.65055088,False,True
K06274.01,137817515,pdc,TESS-SPOC,PDCSAP_FLUX,OK,4,"74,75,81,82",200,4,-3983.9382,3128.5158,analytic,43589.367,0.64069064,False,False
K06274.01,137817515,sap,SPOC,SAP_FLUX,OK,4,"74,75,81,82",120,5,-1421.0764,983.74385,analytic,21271.116,0.90394814,False,True
K06274.01,137817515,sap,TESS-SPOC,SAP_FLUX,OK,4,"74,75,81,82",200,5,-1302.4755,1051.7885,analytic,15474.437,0.59937237,False,False
K04581.01,122516963,pdc,SPOC,PDCSAP_FLUX,OK,2,"74,81",120,8,774.85684,396.56918,bootstrap,6872.5417,0.1903032,False,False
K04581.01,122516963,pdc,TESS-SPOC,PDCSAP_FLUX,OK,2,"74,81",200,8,884.58512,481.45463,bootstrap,6088.9811,0.38314626,False,False
K04581.01,122516963,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",20,1289.6261,496.07302,bootstrap,4990.959,0.55390981,False,False
K04581.01,122516963,pdc,QLP,DET_FLUX,OK,2,"74,81",200,8,1223.5632,523.49051,bootstrap,9846.2758,1.4675034,False,False
K04581.01,122516963,sap,SPOC,SAP_FLUX,OK,2,"74,81",120,8,510.47491,348.84131,bootstrap,5000.2606,0.19426405,False,False
K04581.01,122516963,sap,TESS-SPOC,SAP_FLUX,OK,2,"74,81",200,8,518.66032,333.5866,bootstrap,3872.8816,0.21400755,False,False
K04581.01,122516963,sap,QLP,SAP_FLUX,OK,7,"14,40,41,54,55,74,81","1800,200,600",28,1296.2054,458.53083,bootstrap,5989.3454,2.138804,False,True
