kepoi_name,tic_id,family,author,flux_column,status,n_segments,segment_list,exptimes_s,n_transits,depth_ppm,depth_err_ppm,depth_err_method,oot_scatter_ppm,odd_even_sigma,smeared,is_primary_reduction
K07624.01,351053720,pdc,SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,2,"74,75",120,0,,,none,,,False,False
K07624.01,351053720,pdc,TESS-SPOC,PDCSAP_FLUX,NO_USABLE_TRANSIT,6,"14,40,41,54,74,75","1800,200,600",0,,,none,,,False,False
K07624.01,351053720,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",1,608.34202,459.67575,analytic,1983.5789,,False,False
K07624.01,351053720,pdc,QLP,DET_FLUX,NO_USABLE_TRANSIT,2,"74,75",200,0,,,none,,,False,False
K07624.01,351053720,sap,SPOC,SAP_FLUX,NO_USABLE_TRANSIT,2,"74,75",120,0,,,none,,,False,False
K07624.01,351053720,sap,TESS-SPOC,SAP_FLUX,NO_USABLE_TRANSIT,6,"14,40,41,54,74,75","1800,200,600",0,,,none,,,False,False
K07624.01,351053720,sap,QLP,SAP_FLUX,OK,7,"14,40,41,54,55,74,75","1800,200,600",1,620.72121,458.58502,analytic,1978.8722,,False,True
K06276.01,120970830,pdc,SPOC,PDCSAP_FLUX,OK,4,"40,41,53,54",120,30,1366.466,1595.5338,bootstrap,39017.992,0.34070478,False,False
K06276.01,120970830,pdc,TESS-SPOC,PDCSAP_FLUX,OK,4,"40,41,53,54",600,30,1770.05,2344.6016,bootstrap,15720.115,0.72677421,False,False
K06276.01,120970830,pdc,QLP,KSPSAP_FLUX,OK,4,"40,41,53,54",600,32,7218.8202,3634.3741,bootstrap,27663.818,1.5644315,False,False
K06276.01,120970830,pdc,QLP,DET_FLUX,OK,3,"74,80,81",200,26,-3418.6399,2029.2171,bootstrap,40627.206,0.98118742,False,False
K06276.01,120970830,sap,SPOC,SAP_FLUX,OK,4,"40,41,53,54",120,32,746.56986,876.28486,bootstrap,24208.785,0.69602911,False,False
K06276.01,120970830,sap,TESS-SPOC,SAP_FLUX,OK,4,"40,41,53,54",600,32,1173.069,1184.6719,bootstrap,9464.4222,0.97896476,False,False
K06276.01,120970830,sap,QLP,SAP_FLUX,OK,7,"40,41,53,54,74,80,81","200,600",58,2328.5874,2411.8175,bootstrap,31744.971,1.6802817,False,True
K01118.01,137316770,pdc,SPOC,PDCSAP_FLUX,OK,3,"40,41,74",120,12,101.56158,613.9035,bootstrap,9981.6359,0.59232262,False,False
K01118.01,137316770,pdc,TESS-SPOC,PDCSAP_FLUX,OK,3,"40,41,74","200,600",12,-230.61676,775.00724,bootstrap,4659.5888,1.2137926,False,False
K01118.01,137316770,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",20,1216.0208,764.87099,bootstrap,6717.5673,1.096335,True,False
K01118.01,137316770,pdc,QLP,DET_FLUX,OK,1,74,200,4,1860.3253,1424.1416,analytic,12741.1,1.1922708,False,False
K01118.01,137316770,sap,SPOC,SAP_FLUX,OK,3,"40,41,74",120,12,163.72211,417.82939,bootstrap,7427.7345,0.61995412,False,False
