oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
535108200017332,44949415,2458203.9963432578,58203.494155100001,19.7021198,0.0847381875,0,zg,253.721563,11.100547799999999,0.992999971,-0.134000003,20180326494155,535,0x8,0x2,21.0699997,26.2787647,0.0269100741,-0.0382529236,7.49359151e-06,30,1.09800005,1
535108200017332,44950130,2458204.0034965971,58203.501307899998,19.8831177,0.0965638012,0,zg,253.72161980000001,11.1005336,0.42899999,0.075000003,20180326501262,535,0x8,0x2,21.1499996,26.2727356,0.0255477186,-0.0368823297,6.73276418e-06,30,1.09000003,1
535108200017332,45246152,2458206.9639386502,58206.461527799998,19.8058395,0.0913573578,0,zg,253.72161159999999,11.100447900000001,0.407000005,-0.122000001,20180329461516,535,0x8,0x2,20.5300007,26.2926369,0.0316039287,-0.0535762757,1.04054407e-05,30,1.14300001,1
535108200017332,45248964,2458206.9920541411,58206.489641200002,19.962389,0.102144174,0,zg,253.72159350000001,11.100544299999999,1.08800006,-0.300000012,20180329489618,535,0x8,0x2,20.5400009,26.3012314,0.0330059491,-0.0553860068,1.14803715e-05,30,1.09399998,1
535108200017332,45548319,2458209.9858260169,58209.483194400003,19.7717113,0.0891325399,0,zg,253.72162230000001,11.100569200000001,0.518000007,0.0430000015,20180401483160,535,0x8,0x2,19.5699997,26.2956829,0.0401077829,-0.0289262868,2.93291723e-05,30,1.09099996,1
535108200017332,47546265,2458229.9665501346,58229.462650499998,19.9415436,0.100653566,0,zg,253.72159239999999,11.100479699999999,0.921000004,0.0430000015,20180421462639,535,0x8,0x2,21.0799999,26.2759304,0.0277578477,-0.0928796828,8.21671165e-06,30,1.07700002,1
535108200017332,47846053,2458232.9645879576,58232.4605324,19.8317642,0.0930779576,0,zg,253.7216415,11.1005077,0.492000014,-0.0410000011,20180424460521,535,0x8,0x2,21.4799995,26.2567596,0.0245176237,-0.0397732444,6.14165583e-06,30,1.079,1
535108200017332,48148121,2458235.9854176785,58235.481215300002,19.7968788,0.0907687545,0,zg,253.72175490000001,11.1003933,0.697000027,-0.00400000019,20180427481157,535,0x8,0x2,20.25,26.2709942,0.035033863,-0.0364095718,1.34027696e-05,30,1.10800004,1
535108200017332,49043694,2458244.9415184581,58244.436944399997,19.9151249,0.0987881422,0,zg,253.72169890000001,11.1003866,0.785000026,0.0439999998,20180506436933,535,0x8,0x2,20.8400002,26.1970139,0.0301628858,-0.0433453396,9.38254288e-06,30,1.08500004,1
535108200017332,49335895,2458247.8636320774,58247.358958299999,19.9304562,0.0998675078,0,zg,253.72163570000001,11.1004912,0.463999987,-0.0219999999,20180509358958,535,0x8,0x2,21.6900005,26.2572365,0.0238355007,-0.0522363596,5.74159367e-06,30,1.12300003,1
535108200017332,49842068,2458252.9255031575,58252.420682900003,19.8175888,0.0921338946,0,zg,253.72163570000001,11.1004924,0.745000005,-0.0659999996,20180514420648,535,0x8,0x2,21.8199997,26.2554131,0.0238822065,-0.0591598488,5.92028346e-06,30,1.09000003,1
535108200017332,50137626,2458255.8811516003,58255.376261600002,19.7505283,0.0877746865,0,zg,253.72162220000001,11.1004845,1.39999998,-0.0890000015,20180517376262,535,0x8,0x2,21.7000008,26.2556171,0.0238812473,-0.0572600923,6.00555859e-06,30,1.079,1
535108200017332,50435587,2458258.8608279005,58258.3558796,19.9446144,0.100872114,0,zg,253.7216205,11.1004615,1.02699995,-0.0109999999,20180520355868,535,0x8,0x2,21.3799992,26.2165546,0.0260007102,-0.0409413353,6.94455912e-06,30,1.08599997,1
