oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
1607106400012899,63038270,2458384.8834877838,58384.3827083,16.4248428,0.0166496541,0,zg,83.627002399999995,20.841038300000001,0.676999986,-0.0250000004,20180923382708,1607,0x6,0x4,19.8099995,26.1183147,0.0305377562,-0.0588892847,1.81656487e-05,30,1.65999997,2
1607106400012899,63442922,2458388.9303994374,58388.429224500003,16.4265366,0.016653562,0,zg,83.627007399999997,20.841040499999998,1.17400002,-0.0460000001,20180927429213,1607,0x6,0x4,20.2999992,26.2262554,0.0206236634,-0.0588702783,8.37365587e-06,30,1.23099995,2
1607106400012899,63642635,2458390.9277226576,58390.426354199997,16.4305611,0.0166628938,0,zg,83.626997500000002,20.841042999999999,0.541000009,0.0179999992,20180929426354,1607,0x6,0x4,20.2800007,26.2919216,0.0213287342,-0.0808973163,8.90968295e-06,30,1.22000003,2
1607106400012899,66944828,2458423.9524865053,58423.448286999999,16.471199,0.0167616177,0,zg,83.6269949,20.8410461,0.862999976,-0,20181101448275,1607,0x6,0x4,20.5799999,26.3427238,0.0199493542,-0.0805835724,7.72524618e-06,30,1.023,2
1607106400012899,67333849,2458427.8429581779,58427.338495399999,16.3864403,0.0165648218,0,zg,83.626997200000005,20.841048099999998,1.44599998,-0.0189999994,20181105338484,1607,0x6,0x4,19.8600006,26.2274914,0.0301230196,-0.048914887,1.78164519e-05,30,1.17299998,2
1607106400012899,67634129,2458430.8459488959,58430.341296300001,16.4078445,0.0166112371,0,zg,83.627007000000006,20.8410425,0.694000006,-0.0140000004,20181108341296,1607,0x6,0x4,21.3999996,26.3142014,0.0169964787,-0.0736618638,5.60922172e-06,30,1.13600004,2
1607106400012899,68345625,2458437.9613021081,58437.456250000003,16.3873138,0.0165666714,0,zg,83.627009000000001,20.841041000000001,0.529999971,-0.00300000003,20181115456250,1607,0x6,0x4,20.8099995,26.3247681,0.0193953607,-0.0588687509,7.23679659e-06,30,1.06900001,2
1607106400012899,68439556,2458438.9006664269,58438.3955671,16.4211159,0.0166411158,32768,zg,83.626990800000002,20.841043299999999,0.65200001,0.0140000004,20181116395567,1607,0x6,0x4,20.7399998,25.7472057,0.02037015,-0.0790457278,8.07336073e-06,30,1.02199996,2
1607106400012899,68541774,2458439.9228922841,58439.417743099999,16.4162407,0.0166300405,0,zg,83.626993400000003,20.841039800000001,0.666999996,0.0189999994,20181117417720,1607,0x6,0x4,21.4400005,26.2286758,0.0170484055,-0.0691603646,5.61481329e-06,30,1.028,2
1607106400012899,68926240,2458443.7677296745,58443.262407399998,16.4265366,0.016653562,0,zg,83.626979500000004,20.841045000000001,1.01699996,-0.0549999997,20181121262384,1607,0x6,0x4,20.0699997,26.2824516,0.0251472872,-0.0829801708,1.19932902e-05,30,1.32799995,2
1607106400012899,73418671,2458488.6922106929,58488.186713000003,16.4526939,0.0167156458,32768,zg,83.626999699999999,20.8410458,1.12399995,-0.0599999987,20190105186701,1607,0x6,0x4,20.2199993,25.2392864,0.0349379294,-0.0468650162,2.38689518e-05,30,1.125,2
1607106400012899,73823708,2458492.7424262376,58492.237083300002,16.4023457,0.0165991038,32768,zg,83.626994600000003,20.8410425,1.17999995,-0.0460000001,20190109237072,1607,0x6,0x4,19.0499992,24.2489109,0.0494331867,-0.0674562305,5.73356629e-05,30,1.02199996,2
1607106400012899,74119767,2458495.7028866094,58495.1976736,16.4323235,0.0166670047,0,zg,83.626995800000003,20.8410431,1.12699997,-0.0120000001,20190112197674,1607,0x6,0x4,20.3799992,26.09869,0.0208304115,-0.0708161294,8.3177456e-06,30,1.05400002,2
1607106400012899,75121190,2458505.7165841386,58505.211909700003,16.4197083,0.0166379046,0,zg,83.626988499999996,20.841047,1.13900006,0.00999999978,20190122211898,1607,0x6,0x4,19.0300007,26.3327904,0.0424224399,-0.077842325,3.72294162e-05,30,1.01800001,2
1607106400012899,98051348,2458735.0127745117,58734.513483800001,16.4302731,0.0166622251,0,zg,83.627012399999998,20.8410549,0.67900002,-0.00800000038,20190908513484,1607,0x6,0x4,20.2600002,26.2335167,0.0218044445,-0.0715267062,9.25121458e-06,30,1.11600006,2
1607106400012899,98051393,2458735.0132259573,58734.513935199997,16.4242802,0.0166483615,0,zg,83.627003900000005,20.8410373,1.28900003,-0.0140000004,20190908513935,1607,0x6,0x4,20.3700008,26.2334957,0.0205222983,-0.0679726973,8.14272062e-06,30,1.11500001,3
1607106400012899,98351798,2458738.0175709524,58737.5179861,16.4176064,0.0166331325,0,zg,83.626999900000001,20.8410394,1.01999998,-0.0540000014,20190911517963,1607,0x6,0x4,20.7700005,26.2161179,0.0184174776,-0.0563485846,6.49947333e-06,30,1.08399999,2
1607106400012899,98351843,2458738.0180223971,58737.518437500003,16.4260902,0.0166525282,0,zg,83.626996300000002,20.841041100000002,0.666999996,-0.0430000015,20190911518438,1607,0x6,0x4,20.7700005,26.2256565,0.0178886317,-0.0614613332,6.266122e-06,30,1.08299994,3
1607106400012899,99052342,2458745.0237011388,58744.523425899999,16.4062576,0.0166077223,0,zg,83.626998400000005,20.841042600000002,0.47299999,-0.0179999992,20190918523426,1607,0x6,0x4,19.9799995,26.2272129,0.0235121865,-0.0475603752,1.08094036e-05,30,1.04200006,2
1607106400012899,99052387,2458745.0241525834,58744.523877300002,16.4232483,0.0166459884,0,zg,83.627002700000006,20.841044,0.537999988,-0.0350000001,20190918523877,1607,0x6,0x4,20.0699997,26.238287,0.0227834843,-0.0595074221,1.01172664e-05,30,1.04100001,3
1607106400012899,99548314,2458749.9839119571,58749.4831481,16.4066353,0.0166085511,0,zg,83.627005699999998,20.841045099999999,0.663999975,-0.0469999984,20190923483102,1607,0x6,0x4,20.7700005,26.1974945,0.0199239012,-0.0516288579,7.64724336e-06,30,1.08899999,2
1607106400012899,99548359,2458749.9843634013,58749.483599500003,16.3857098,0.016563274,0,zg,83.627011899999999,20.841043299999999,0.549000025,-0.00999999978,20190923483600,1607,0x6,0x4,20.7800007,26.1914883,0.0202794317,-0.0503141806,8.03885541e-06,30,1.08800006,3
1607106400012899,99747872,2458751.9796864237,58751.478726900001,16.4275703,0.0166559499,0,zg,83.627008200000006,20.8410364,0.910000026,-0.0149999997,20190925478704,1607,0x6,0x4,20.9400005,26.0724792,0.0198806766,-0.0672332048,7.73218653e-06,30,1.08700001,2
1607106400012899,99747917,2458751.9801377691,58751.479178200003,16.4453945,0.0166979805,0,zg,83.627000699999996,20.8410394,1.01499999,0.00499999989,20190925479178,1607,0x6,0x4,20.9400005,26.0653915,0.0200967863,-0.0814752802,7.88691523e-06,30,1.08599997,3
1607106400012899,100445047,2458758.9521089722,58758.450474500001,16.4207191,0.0166402087,0,zg,83.626996700000007,20.841038900000001,1.13999999,0.0790000036,20191002450475,1607,0x6,0x4,21.3500004,26.2086086,0.0197089631,-0.0663546398,7.47877129e-06,30,1.10899997,2
1607106400012899,100445092,2458758.9525604164,58758.450925899997,16.4379807,0.0166803133,0,zg,83.626988800000007,20.841040700000001,0.777999997,0.0410000011,20191002450926,1607,0x6,0x4,21.3400002,26.2199554,0.0177656393,-0.0755761787,6.10426468e-06,30,1.10800004,3
1607106400012899,100645130,2458760.9531325847,58760.451307900003,16.4256439,0.0166514982,0,zg,83.627014599999995,20.841040199999998,0.95599997,-0.00600000005,20191004451296,1607,0x6,0x4,20.8299999,26.2126617,0.0196920652,-0.0505379774,7.4895338e-06,30,1.09300005,2
1607106400012899,100645175,2458760.9535840275,58760.451759299998,16.4192314,0.0166368205,0,zg,83.627016299999994,20.841037400000001,0.772000015,-0.0280000009,20191004451759,1607,0x6,0x4,20.7900009,26.220232,0.0199721921,-0.0581816956,7.74544424e-06,30,1.09200001,3
1607106400012899,101238814,2458766.8905245829,58766.388148099999,16.4414768,0.0166886132,0,zg,83.626998999999998,20.841032200000001,0.577000022,-0.0209999997,20191010388148,1607,0x6,0x4,20.3799992,26.1805706,0.0200944096,-0.0629096404,7.86271175e-06,30,1.26100004,2
1607106400012899,101238859,2458766.8909760239,58766.388599500002,16.4497375,0.0167084578,0,zg,83.627004600000006,20.841043299999999,1.097,0.00899999961,20191010388600,1607,0x6,0x4,20.4200001,26.1909122,0.0210906137,-0.0729229972,8.61248009e-06,30,1.25899994,3
1607106400012899,101337363,2458767.8761002808,58767.373634299998,16.4155426,0.0166284628,0,zg,83.6270174,20.841055999999998,0.643999994,-0,20191011373623,1607,0x6,0x4,19.4200001,26.1653042,0.0335258208,-0.0601573512,2.1673377e-05,30,1.32599998,2
1607106400012899,101337408,2458767.8765516239,58767.3740856,16.4162045,0.0166299585,0,zg,83.626996899999995,20.841041799999999,0.245000005,0.00700000022,20191011374086,1607,0x6,0x4,19.3500004,26.1659946,0.0340992957,-0.0590420999,2.26536704e-05,30,1.324,3
1607106400012899,101438974,2458768.8923029955,58768.389745400003,16.4561138,0.0167240128,0,zg,83.626990899999996,20.8410364,0.801999986,-0.0329999998,20191012389722,1607,0x6,0x4,20.1800003,26.1858273,0.0226206835,-0.067919828,9.88024294e-06,30,1.227,2
1607106400012899,101439019,2458768.8927544365,58768.390196799999,16.4287834,0.0166587643,0,zg,83.626991599999997,20.841033700000001,0.930000007,0.0280000009,20191012390197,1607,0x6,0x4,20.1599998,26.1873608,0.0224688649,-0.0761252269,9.62282684e-06,30,1.22500002,3
1607106400012899,102351083,2458778.0141772353,58777.510833300003,16.4816399,0.0167883225,0,zg,83.626991000000004,20.841059399999999,1.23699999,0.00600000005,20191021510810,1607,0x6,0x4,20.4200001,26.2716274,0.0217733327,-0.107720196,9.35769822e-06,30,1.04200006,2
1607106400012899,102351128,2458778.0146286725,58777.511284699998,16.501936,0.0168418176,0,zg,83.626987799999995,20.841059300000001,0.619000018,0.0140000004,20191021511285,1607,0x6,0x4,20.3999996,26.2750244,0.020429736,-0.1119335,8.17174896e-06,30,1.04299998,3
1607106400012899,102541431,2458779.9178158869,58779.414317100003,16.3956795,0.0165845882,0,zg,83.627017600000002,20.841038999999999,0.856000006,-0.075000003,20191023414317,1607,0x6,0x4,21.0300007,26.1920261,0.0293779485,-0.0558350384,1.66291647e-05,30,1.06200004,2
