oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
431110200007602,45042202,2458204.9247873714,58204.422025499996,14.9304457,0.0117604416,0,zg,249.26814479999999,-1.5377635000000001,0.444999993,-0.00100000005,20180327421968,431,0xa,0x2,20.0499992,26.1881065,0.0403918512,-0.0818963647,2.32016009e-05,30,1.42499995,1
431110200007602,45044277,2458204.9455414005,58204.442777800003,14.9032335,0.0117505211,0,zg,249.26811950000001,-1.5377457999999999,0.44600001,-0.00400000019,20180327442720,431,0xa,0x2,20.1399994,26.2018452,0.0374954455,-0.0635945201,1.80696989e-05,30,1.33500004,1
431110200007602,45342983,2458207.9328449047,58207.429837999996,14.8675928,0.01173863,0,zg,249.2681312,-1.5377585,0.736999989,-0.0540000014,20180330429792,431,0xa,0x2,19.9500008,26.1900826,0.0393743739,-0.0241628811,2.25677304e-05,30,1.35300004,1
431110200007602,45347100,2458207.9740171218,58207.471006899999,14.8514795,0.0117336549,0,zg,249.2681359,-1.5377547,0.773000002,-0.0680000037,20180330470961,431,0xa,0x2,20.1299992,26.2019424,0.0380763113,-0.0110115018,1.95375342e-05,30,1.25199997,1
431110200007602,45646018,2458210.9634313034,58210.460185199998,14.8554039,0.0117348433,0,zg,249.26813999999999,-1.5377555000000001,0.797999978,-0.0160000008,20180402460185,431,0xa,0x2,19.7399998,26.1897697,0.0403107591,-0.0116591817,2.94352394e-05,30,1.255,1
431110200007602,47446081,2458228.9652861147,58228.460810199998,14.872364,0.0117401499,0,zg,249.26811530000001,-1.5377634,0.250999987,-0.00200000009,20180420460324,431,0xa,0x2,20.7000008,26.1949673,0.0310734231,-0.0430127904,1.14592822e-05,30,1.25100005,1
431110200007602,47741868,2458231.9233222972,58231.4186806,14.8446045,0.0117316078,0,zg,249.26811409999999,-1.5377632000000001,0.754000008,-0.0379999988,20180423418669,431,0xa,0x2,21.1100006,26.1841755,0.0283006914,-0.0348730274,9.50543836e-06,30,1.24000001,1
431110200007602,48033523,2458234.8400254571,58234.335231500001,14.8751383,0.0117410449,0,zg,249.26812380000001,-1.5377822999999999,0.980000019,-0.0590000004,20180426335162,431,0xa,0x2,20.0499992,25.9457722,0.039986942,-0.0327684395,2.19430658e-05,30,1.45099998,1
431110200007602,48039673,2458234.9015331739,58234.396736100003,14.8539314,0.0117343972,32768,zg,249.26812609999999,-1.5377752,0.930999994,-0.0520000011,20180426396690,431,0xa,0x2,19.4200001,25.5425129,0.0441974401,-0.0148994708,5.43185015e-05,30,1.25300002,1
431110200007602,48337571,2458237.8806582056,58237.3757176,14.8491325,0.0117329499,0,zg,249.2681202,-1.5377742999999999,0.588,-0.0329999998,20180429375081,431,0xa,0x2,19.4500008,26.1806355,0.041141279,-0.0125512453,3.8875929e-05,30,1.273,1
