jname,bname,ra,dec,pos_err_arcsec,match_radius_arcsec,pmra,pmdec,p0_s,p1,edot_w,dist_kpc,assoc,binary,bincomp,ptype,allwise_match,allwise_dist_arcsec,allwise_n_control_hits,allwise_p_chance,catwise_match,catwise_dist_arcsec,catwise_n_control_hits,catwise_p_chance,designation,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,W4mag,ph_qual,cc_flags,catwise_name,W1mag_cat,W2mag_cat,pmra_catwise,pmdec_catwise,w1_w2,t_colour_k,shape_class,p_chance,veto_reason,verdict,ring_candidate,f_min_300K_W2,f_min_500K_W2,f_min_700K_W2,ring_radius_300K_au,ring_radius_500K_au,ring_radius_700K_au
J1613-5234,,243.48954166666664,-52.57138888888889,3.4641519698727268,6.9283039397454536,,,0.6552205956723225,6.628608607654901e-15,9.3029244171701e+25,9.879,,,,,False,,4,0.20308157711903657,True,5.905338,11,0.5052831171838814,,,,,,,,,,J161357.75-523422.4,13.645,14.386,32.1,-5.5499997,-0.7409992,,unfit,0.20308157711903657,chance_coincidence,rejected,False,11.470684891918964,1.3680237953273873,0.8723249385818055,0.4243273535881416,0.15275784729173097,0.07793767718965866
J1614+0737,B1612+07,243.67380512863292,7.624597921874281,50.68712438079247,8.0,,,1.2068033926375523,2.3595756141673107e-15,5.30010005927117e+24,0.977,,,,,False,,5,0.23433157711903657,True,5.897809,6,0.3490331171838814,,,,,,,,,,J161441.96+073733.1,18.51,17.811,-487.37003,205.72,0.6989994,1219.7905862237244,debris_disk,0.23433157711903657,chance_coincidence,rejected,False,1.969191398034042,0.23485090170704737,0.1497534612389212,0.10128224443553671,0.03646160799679322,0.018602861222853685
J1614-2230,,243.65623468719252,-22.509378782018917,49.01076577514871,8.0,,,0.0031508076556906,9.624231549656263e-21,1.214675085878395e+27,0.7,"GRS:4FGL_J1614.5-2230[aab+22],OPT:[bk11]",ELL1,CO[dpr+10],HE[aaa+09f],False,,6,0.26558157711903657,False,,9,0.4427831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.26558157711903657,,no_counterpart,False,0.004410814843360419,0.0005260452814592864,0.00033543452928785027,1.5332795538160708,0.5519806393737856,0.28162277519070694
J1614-2318,,243.51019583333337,-23.30680555555556,0.4084507379029812,1.5,,,0.0335036000398853,5.152234679753653e-20,5.408551218026697e+24,1.804,,BT,,,False,,1,0.10933157711903659,False,,3,0.2552831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,6.579228816499241,0.7846559870383536,0.5003385087591063,0.10231322068687394,0.03683275944727463,0.018792224207793175
J1614-3846,,243.6771666666667,-38.77638888888889,6.072494458785471,8.0,,,0.46410631422,9.2e-16,3.633248749974503e+25,2.665,,,,,False,,5,0.23433157711903657,True,2.794146,15,0.6302831171838814,,,,,,,,,,J161442.75-384635.2,17.535,17.317,195.79,124.79,0.21800041,2868.031738523368,companion,0.23433157711903657,chance_coincidence,rejected,False,2.137382085809757,0.2549097617662016,0.16254406029786175,0.2651788292730908,0.09546437853831269,0.048706315580771785
J1614-3937,,243.6308634954167,-39.62446098611111,0.0714916411118973,1.5,,,0.4072924230915118,1.5876890167833332e-16,9.276970688076104e+24,3.777,,,,,False,,0,0.07808157711903659,True,1.281344,1,0.19278311718388141,,,,,,,,,,J161431.35-393726.8,16.478,16.587,56.94,-43.11,-0.10899925,,unfit,0.07808157711903659,chance_coincidence,rejected,False,16.813985030837635,2.0052797050217217,1.278673296105784,0.13399678386039335,0.04823884218974161,0.024611654178439593
J1614-4608,,243.6790416666667,-46.14358333333333,0.1044080223663,1.5,,,0.888793,,,6.914,,,,,False,,0,0.07808157711903659,True,0.865775,0,0.16153311718388141,,,,,,,,,,J161442.97-460835.9,15.118,15.074,104.2,-162.65001,0.043999672,,unfit,0.07808157711903659,chance_coincidence,rejected,False,inf,inf,inf,,,
J1614-5048,B1610-50,243.54704166666667,-50.80097222222222,0.5752282108524948,1.5,,,0.2316938362300843,4.949429829440867e-13,1.5709829333092695e+29,7.935,GRS:4FGL_J1614.5-5047[aab+22],,,"HE[jlm+92],HE[aab+22]",False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.0043823319016104145,0.0005226483315437341,0.0003332684528375935,17.43721072894763,6.277395862421147,3.2027529910311974
J1614-5144,,243.6904166666667,-51.746944444444445,10.127303001256363,8.0,,,1.5340081422,7.44e-15,8.136725744548125e+24,9.877,,,,,False,,1,0.10933157711903659,True,2.290643,12,0.5365331171838814,,,,,,,,,,J161445.47-514449.1,13.785,15.146,-703.49,-259.86002,-1.3610001,,unfit,0.10933157711903659,chance_coincidence,rejected,False,131.09414660460016,15.63462981269532,9.969473877349357,0.12549202331505288,0.04517712839341904,0.023049555302764816
J1614-52,,243.675,-52.333333333333336,497.0483599788701,8.0,,,0.5099027,,,10.259,,,,,False,,2,0.14058157711903657,False,,9,0.4427831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.14058157711903657,,no_counterpart,False,inf,inf,inf,,,
J1614-5402,,243.70991666666671,-54.046388888888885,2.068628669351795,4.13725733870359,,,0.57259227192,2.9e-17,6.098475564372841e+23,5.635,,,,,False,,1,0.10933157711903659,False,,7,0.3802831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,569.3108017489196,67.89749095785177,43.29506170285034,0.03435594719272451,0.012368140989380823,0.006310276014990216
J1615-2940,B1612-29,243.974482514536,-29.67172020291024,47.69076714461885,8.0,,,2.477567873840917,1.5843676006107032e-15,4.1128134068285773e+23,1.396,,,,,True,6.082916,2,0.14058157711903657,True,6.167305,10,0.4740331171838814,J161553.92-294012.1,16.21,0.077,16.548,0.308,12.097,9.069,ABUU,0000,J161553.95-294012.0,16.173,16.076,2.63,-40.63,-0.33800125,,unfit,0.14058157711903657,chance_coincidence,rejected,False,51.81013228753169,6.1790114954980515,3.9400673012538356,0.028213748183363436,0.010156949346010838,0.005182117013270836
J1615-4958,,243.82241666666664,-49.96722222222223,0.4937430705935515,1.5,,,0.55825750561,1.461e-15,3.3151733337725707e+25,5.208,,,,,False,,0,0.07808157711903659,False,,2,0.22403311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,8.945787587153571,1.0668979579233406,0.6803110434170531,0.25330537345854637,0.09118993444507671,0.04652547675769219
J1615-5137,,243.82,-51.62,1.366506745943492,2.733013491886984,,,0.1792777806829422,1.0624917554945463e-14,7.279572965863586e+27,,GRS:4FGL_J1615.3-5136[aab+22],,,NRAD[pvc19],False,,1,0.10933157711903659,False,,2,0.22403311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,inf,inf,inf,3.7535675356792346,1.3512843128445247,0.6894307718594513
J1615-5444,,243.7549625,-54.742333333333335,0.2116563417953368,1.5,,,0.360957675308,3.377e-16,2.8347969344393967e+25,5.695,,,,,False,,1,0.10933157711903659,False,,2,0.22403311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,12.509742594129115,1.4919445267165907,0.9513434065114731,0.23423525390163527,0.0843246914045887,0.04302280173703506
J1615-5537,B1611-55,243.91852330375,-55.61692244444445,0.0795726196046247,1.5,,,0.7915276250727622,1.9983228434859878e-15,1.5908424069334418e+25,2.413,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,4.001937995589565,0.47728156225860946,0.30434018100089605,0.17547080247603067,0.06316948889137104,0.032229331067026044
J1615-5609,,243.9567504166667,-56.15911111111111,0.100003488843185,1.5,,,0.00335913,,,1.548,,?,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J1616-5017,,244.12454166666663,-50.28747222222222,0.4323958038297817,1.5,,,0.49138412183,4.6592e-14,1.5502713932022683e+27,4.672,,,,,False,,1,0.10933157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,0.15395039452711298,0.018360525548173832,0.011707650390180145,1.7321884925061188,0.6235878573022028,0.3181570700521443
J1616-5109,,244.12875,-51.15472222222222,10.155244499963224,8.0,,,1.219593882479083,1.9083460525854573e-14,4.153088213547945e+25,15.238,,,,,False,,6,0.26558157711903657,True,4.761023,10,0.4740331171838814,,,,,,,,,,J161630.47-510914.6,13.759,14.433,3.5600002,-77.079994,-0.6739998,,unfit,0.26558157711903657,chance_coincidence,rejected,False,61.13186618842528,7.290745791251952,4.64896838512038,0.2835155348383132,0.10206559254179276,0.05207428190907794
J1616-5208,,244.0975,-52.14666666666667,5.43654736969008,8.0,,,1.0258308926302258,2.890747818694121e-14,1.057164625653958e+26,7.778,,,,,True,7.581,11,0.42183157711903657,True,6.079888,13,0.5677831171838814,J161623.32-520840.4,11.039,0.037,11.19,0.043,10.524,8.534,AAUU,00hH,J161622.76-520848.5,13.491,13.692,-8.01,18.05,-0.15100002,,unfit,0.42183157711903657,chance_coincidence,rejected,False,6.257143660428188,0.7462432713392805,0.47584451239924386,0.4523375003924069,0.16284150014126647,0.0830823980312584
J1617+1123,,244.48637083333332,11.389969444444445,0.0334099515473518,1.5,,,0.8949243019981865,3.0185525492708623e-16,1.662645160250936e+24,39.579,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,10301.79570147462,1228.6190220557091,783.4330196710492,0.05672716356256538,0.02042177888252354,0.01041927494006303
J1617-2258A,,244.2617541666667,-22.976888888888887,0.305043323518446,1.5,,,0.0043183108349227,6.153776794113618e-20,3.0168920921764264e+27,2.357,GC:NGC6093(M80)[drf+25],DD,He[drf+25],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.020134565384051957,0.002401300777895414,0.0015311974548606188,2.416413040866297,0.869908694711867,0.4438309666897281
J1617-4216,,244.3474606541667,-42.28283789722222,0.2149511810217747,1.5,,,3.4284787258172216,1.8151952241757777e-14,1.7781921967496894e+24,3.622,,,,,False,,0,0.07808157711903659,False,,2,0.22403311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,80.66795791069764,9.620671039446606,6.134652995266511,0.05866521039852434,0.02111947574346876,0.010775242726259572
J1617-4608,,244.39627083333335,-46.14347222222222,0.3290194873539086,1.5,,,0.5670802217208082,1.646650276667569e-14,3.564737925962031e+26,5.99,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,1.1005477981487168,0.131254200594707,0.08369467904246594,0.8306251675258023,0.2990250603092888,0.15256380628024943
J1617-5055,,244.37208333333336,-50.92033333333333,0.9665197285613104,1.9330394571226208,,,0.069356847,1.351e-13,1.5986266947305315e+30,6.817,GRS:J1616-508[aab+06],,,HE[tkt+98],False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.00031785013365439343,3.790763588088219e-05,2.4171930528195546e-05,55.62433256311859,20.024759722722695,10.216714144246273
J1618-36,,244.63375,-36.06166666666666,1.5717315910826417,3.1434631821652834,,,0.005778747,,,2.651,,,,,False,,1,0.10933157711903659,False,,4,0.2865331171838814,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,inf,inf,inf,,,
J1618-3921,,244.5784375,-39.35050888888889,0.0010588143290517,1.5,1.25,-2.5,0.0119873084134268,5.3795307919791515e-20,1.2329319217305843e+26,2.74,,T2,He[ocg+18],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.6658017001352611,0.07940524714406055,0.05063302083969899,0.4884957965661446,0.17585848676381208,0.08972371773663881
J1618-42,,244.6875,-42.68333333333333,420.1447222285215,8.0,,,1.86713635,,,4.429,,,,,False,,5,0.23433157711903657,True,4.716552,12,0.5365331171838814,,,,,,,,,,J161844.72-424056.3,15.56,15.96,-3.22,13.690001,-0.39999962,,unfit,0.23433157711903657,chance_coincidence,rejected,False,inf,inf,inf,,,
J1618-4624,,244.71989912500004,-46.40970833333333,0.0042199207154965,1.5,,,0.005931367495281,3.1000000000000002e-21,5.8648503098999254e+25,2.374,GRS:4FGL_J1618.7-4633[aab+22],ELL1,CO[ccb+20],"HE[ccb+20],HE[aab+22]",False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,1.0507208939046007,0.12531171404785127,0.07990543266406605,0.3369145357882527,0.12128923288377097,0.06188226167539336
J1618-4723,,244.5281957225,-47.38868214722222,0.0960831279195848,1.5,,,0.4071086198517084,4.060566994760289e-15,2.375830881839527e+26,2.991,,,,,False,,0,0.07808157711903659,False,,2,0.22403311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.41171830303600876,0.04910259856600819,0.031310435845196334,0.6781082749415904,0.24411897897897258,0.12455049947906763
J1619+3953,,244.806125,39.88480555555555,0.3781432299546807,1.5,,,1.8837978656269263,1.227848261895035e-15,7.251060604934805e+23,1.452,,,,,False,,0,0.07808157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,31.79175982796923,3.791568188804055,2.4177061091511924,0.037462094066665244,0.01348635386399949,0.0068807927877548416
J1619-3345,,244.7583333333333,-33.750277777777775,12.512029345506486,8.0,,,1.1586,,,2.397,,,,RRAT[mss+20],True,4.513643,3,0.17183157711903657,True,4.496003,10,0.4740331171838814,J161902.32-334503.0,13.858,0.026,13.903,0.042,11.942,8.853,AAUU,0000,J161902.32-334503.0,13.782,13.867,6.7599998,13.330001,-0.045000076,,unfit,0.17183157711903657,chance_coincidence,rejected,False,inf,inf,inf,,,
J1619-42,,244.775,-42.03333333333333,536.7646927821427,8.0,,,1.023152,,,3.802,,,,,True,3.920576,7,0.29683157711903657,True,3.880437,13,0.5677831171838814,J161906.27-420202.4,12.257,0.024,12.33,0.026,12.654,8.901,AAUU,0000,J161906.27-420202.3,12.142,12.323,-3.03,-11.48,-0.072999954,,unfit,0.29683157711903657,chance_coincidence,rejected,False,inf,inf,inf,,,
J1620-4927,,245.173,-49.46030555555556,0.315444939745178,1.5,,,0.1719346524466338,1.0487896860353184e-14,8.146253099767936e+27,,GRS:4FGL_J1620.7-4927[aab+22],,,NRAD[aab+22],False,,0,0.07808157711903659,False,,2,0.22403311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,3.9707288576798963,1.4294623887647628,0.7293175452881443
J1620-5414,,245.06016666666665,-54.24769444444445,1.8243130550793336,3.6486261101586672,,,1.1563602878201713,6.73933234084765e-17,1.720668089536676e+23,1.516,,,,,False,,0,0.07808157711903659,False,,3,0.2552831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,146.04415125974626,17.41760635692097,11.10639482108355,0.01824903208870411,0.006569651551933478,0.003351863036700754
J1621-5039,,245.26959725458332,-50.66370524444445,0.1289718532074346,1.5,,,1.0840293253315716,1.3024214572025124e-14,4.036344131970019e+25,4.587,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,5.699702199546764,0.6797613489280835,0.43345209270432977,0.27950229337289084,0.1006208256142407,0.05133715592563301
J1621-5243,,245.4823132041667,-52.72887023888889,0.1703560982865026,1.5,,,0.3719246646169182,7.598907943166462e-16,5.831039452335155e+25,6.504,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,7.932278550262345,0.9460242269900355,0.6032355054968114,0.33594197603968895,0.12093911137428805,0.061703628252187774
J1622-0315,,245.74845208333332,-3.260368888888889,0.0083177220155293,1.5,-13.2,2.3,0.003845429067936,1.1430602005875495e-20,7.935867823599715e+26,1.115,GRS:4FGL_J1623.0-0315[aab+22],BTX,MS[ssc+19],HE,True,0.378088,0,0.07808157711903659,True,0.811833,0,0.16153311718388141,J162259.63-031536.9,17.603,0.209,17.206,,12.512,8.87,BUUU,0000,J162259.61-031536.5,17.499,17.53,9.57,35.300003,0.39700127,1861.3885820322607,companion,0.07808157711903659,non_degenerate_companion,rejected,False,0.017129243383501806,0.002042878238342442,0.0013026481263549272,1.239334374078121,0.4461603746681236,0.2276328442184304
J1622-3751,,245.51908333333336,-37.85386111111112,1.0170724229328418,2.0341448458656837,,,0.7314627228,2.57e-15,2.5924850773887394e+25,3.96,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,6.613890155260793,0.7887897886945312,0.5029744411808603,0.22400072044439415,0.0806402593599819,0.04114298946937853
J1622-4332,,245.6890954775,-43.54099865277777,0.217225345052289,1.5,,,0.9169389313588406,1.5642656156470975e-15,8.010304006184987e+24,4.713,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,30.319968934814575,3.616038568510835,2.3057790609780815,0.1245133110122457,0.044824791964408466,0.022869791818575746
J1622-4347,,245.62525,-43.78927777777778,0.3577568977261341,1.5,,,0.4576814710404071,5.051425212236441e-15,2.080097405658419e+26,3.49,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.6402506864043765,0.0763579666104272,0.048689912237770694,0.6345021801931084,0.22842078486951908,0.1165412167701628
J1622-4802,,245.69618313541665,-48.03705456388889,0.2695612012931437,1.5,,,0.2650724667660084,3.140071910766149e-16,6.655879821332609e+25,5.249,,,,,False,,1,0.10933157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,4.526166698695177,0.5398024445598335,0.34420683025054866,0.3589169911882046,0.12921011682775366,0.06592352899375187
J1622-4845,,245.52270833333336,-48.77472222222222,4.120339252394002,8.0,,,0.73509164794,1.1e-16,1.0932713237510774e+24,4.58,,,,,False,,6,0.26558157711903657,True,1.869765,11,0.5052831171838814,,,,,,,,,,J162205.30-484630.1,13.566,14.439,-88.72,44.36,-0.87300014,,unfit,0.26558157711903657,chance_coincidence,rejected,False,209.79052528014543,25.020165170752755,15.954191820662247,0.045999727710012775,0.016559901975604602,0.008448929579390104
J1622-4944,,245.65625000000003,-49.74166666666667,4.178133304742197,8.0,,,1.072967894203272,1.70846999135465e-14,5.460179381077306e+25,8.201,,,,,False,,4,0.20308157711903657,True,2.496041,9,0.4427831171838814,,,,,,,,,,J162237.74-494430.6,13.419,13.519,167.66,25.119999,-0.10000038,,unfit,0.20308157711903657,chance_coincidence,rejected,False,13.46820084878484,1.6062527577901087,1.0242324315351488,0.32508335847217484,0.11703000904998294,0.059709188290807624
J1622-4950,,245.68666666666667,-49.848444444444446,0.5780967648517417,1.5,,,4.327020260966019,2.7760746803154232e-12,1.3527704113156325e+26,8.732,"XRS:CXOU_J162244.8-495054,SNR:G333.9+0.0(?)[ags+12]",,,"AXP,HE",False,,0,0.07808157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,6.162915735283707,0.7350054032436456,0.4686786483040443,0.5116857592697676,0.18420687333711633,0.09398309864138588
J1622-6617,,245.51528375,-66.28804944444444,0.0064669746233226,1.5,-3.0,6.0,0.023623444739392,5.882027669882838e-20,1.7613964692290552e+25,2.246,,ELL1,He(?)[kjb+12],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,3.131448355094932,0.3734646975287983,0.23814101073901076,0.18463747113491452,0.06646948960856922,0.03391300490233124
J1623-0841,,245.9278445833333,-8.6935,0.5202755001922249,1.5,,,0.5030150056,1.9556e-15,6.065923694133093e+25,3.335,,,,RRAT,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,2.004830241977116,0.23910128318047025,0.1524637311702023,0.3426413353571059,0.12335088072855815,0.06293412282069293
J1623-0908,B1620-09,245.82358291666665,-9.146870277777778,0.0024886024686301,1.5,-10.76,23.56,1.276448221655844,2.5807207801036e-15,4.898816226393037e+24,1.67,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,6.224789443133413,0.7423846230061172,0.47338403241217614,0.09737262015036667,0.03505414325413201,0.017884766966393878
J1623-2631,B1620-26,245.9092575,-26.5316025,0.0033472677579478,1.5,-12.51,-19.02,0.0110757509142024,6.709313823937912e-19,1.9494778374497633e+27,1.851,"GC:NGC6121(M4),XRS:[pkgw07]",BT,HeT[tacl99],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.019216637881847617,0.0022918263500619346,0.001461390720604754,1.9424526169412983,0.6992829420988673,0.3567770112749324
J1623-4256,B1620-42,245.9512125,-42.94794444444444,0.1197491315309658,1.5,,,0.3645914978350675,1.0052468445244568e-15,8.188660104911448e+25,6.578,,,,,False,,1,0.10933157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,5.777736941583654,0.689067975775091,0.4393864943722312,0.39810506671429347,0.14331782401714566,0.07312133878425799
J1623-4608,,245.86570833333332,-46.13377777777778,0.104426446486299,1.5,,,0.866306,,,2.088,,,,,False,,0,0.07808157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J1623-4931,,245.88570833333333,-49.51888888888889,0.0978917071340788,1.5,,,0.492347,,,7.901,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J1623-4949,,245.9781248725,-49.81801678333333,0.1930314813919527,1.5,,,0.7257624023435872,4.19617142271444e-14,4.3334077946788814e+26,3.559,,,,,True,1.160003,0,0.07808157711903659,False,,1,0.19278311718388141,J162354.71-494903.7,9.827,0.024,9.567,0.026,8.455,5.992,AABB,dhhp,,,,,,0.25999928,2531.4774747095175,companion,0.07808157711903659,chance_coincidence,rejected,False,0.31960185180913037,0.03811655035643154,0.024305145540737653,0.9158114364834476,0.3296921171340412,0.16821026384389856
J1623-5005,,245.767125,-50.08752777777778,0.2219518355027477,1.5,,,0.0850721461633878,4.161176975933921e-15,2.668171593354974e+28,,GRS:4FGL_J1623.0-5004[aab+22],,,NRAD[cwp+17],False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,7.1861811475992035,2.587025213135713,1.319910823028425
J1623-6936,,245.96411166666664,-69.61368166666666,0.0043392470869041,1.5,-5.2,-7.1,0.0024098729945846,9.058519548474567e-21,2.5552564769039106e+27,1.335,GRS:4FGL_J1623.9-6936[cbb+23],ELL1,He[cbb+23],",HE[bnc+24]",False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.007626247660705803,0.0009095261849844094,0.0005799624072073956,2.223865571512394,0.8005916057444619,0.4084651049716643
J1624+5850,,246.00401666666667,58.83771388888889,0.0920873900390826,1.5,,,0.65180081878,3.31e-16,4.7189244619911e+24,1.476,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,5.047921129215064,0.6020282386596736,0.38388531552379407,0.09556806554243442,0.034404503595276394,0.017553318160855307
J1624+8643,,246.11526191918608,86.71971007480985,36.05888736022895,8.0,,,0.3957630220383124,2.545211006209588e-16,1.6209808656876099e+25,3.049,,,,,False,,4,0.20308157711903657,False,,7,0.3802831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.20308157711903657,,no_counterpart,False,6.270754976721968,0.7478665924182805,0.47687962850276044,0.17712514824027648,0.06376505336649954,0.032533190493112006
J1624-39,,246.10416666666663,-39.85,11.559206253051691,8.0,,,0.00296,,,1.731,GRS:4FGL_J1624.3-3952[aab+22],,,"HE[trr+21],HE[aab+22]",False,,3,0.17183157711903657,False,,9,0.4427831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.17183157711903657,,no_counterpart,False,inf,inf,inf,,,
J1624-4041,,246.0413625,-40.69158333333333,0.3169823147788596,1.5,,,0.1678611451477833,4.724890295678324e-15,3.943673221041846e+27,,GRS:4FGL_J1624.1-4042[aab+22],,,NRAD[aab+22],False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,2.7627509902478935,0.9945903564892415,0.5074440594332866
J1624-4411,,246.0889414325,-44.19277994444444,0.1720303861154068,1.5,,,0.2331645180968669,7.993768328026072e-16,2.489567510816693e+26,2.719,,,,,False,,0,0.07808157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.32469632903882695,0.03872413099705121,0.024692571363901204,0.6941498536009874,0.2498939472963555,0.12749691188589565
J1624-4613,,246.07791666666665,-46.21722222222223,9.523388450882228,8.0,,,0.871242605551968,6.072509421831857e-17,3.625021765720122e+23,3.753,,,,,False,,7,0.29683157711903657,False,,10,0.4740331171838814,,,,,,,,,,,,,,,,,no_counterpart,0.29683157711903657,,no_counterpart,False,424.8438946221016,50.66799084961751,32.30861345900687,0.0264878428915442,0.009535623440955914,0.004865114000487711
J1624-4721,,246.2287083333333,-47.3575,2.15889240447242,4.31778480894484,,,0.44872324857,4.148e-15,1.812436380500332e+26,5.107,,,,,False,,2,0.14058157711903657,True,1.360338,6,0.3490331171838814,,,,,,,,,,J162455.01-472127.5,14.168,13.999,5.65,-27.67,0.16900063,3419.0548504569597,companion,0.14058157711903657,chance_coincidence,rejected,False,1.5734459025966678,0.18765326183173706,0.11965772866024679,0.5922739998886829,0.21321863995992588,0.10878502038771727
J1625-0021,,246.29315791666667,-0.3580444444444444,0.0091787367994729,1.5,,,0.0028336138772233,2.132519742263209e-20,3.700247594007574e+27,0.961,GRS:4FGL_J1625.1-0020[aab+22],ELL1,He[drc+21],HE[drc+21],False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.002728970629415815,0.0003254641543174531,0.00020753330416859293,2.6761267241862607,0.9634056207070539,0.4915334799525785
J1625-4048,,246.2930416666667,-40.805972222222216,0.7359106301960838,1.5,,,2.3552781933,4.43e-16,1.338556876829125e+23,3.143,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,806.92803359534,96.23634172470832,61.3654244692824,0.01609569364306554,0.005794449711503595,0.0029563518936242834
