jname,bname,ra,dec,pos_err_arcsec,match_radius_arcsec,pmra,pmdec,p0_s,p1,edot_w,dist_kpc,assoc,binary,bincomp,ptype,allwise_match,allwise_dist_arcsec,allwise_n_control_hits,allwise_p_chance,catwise_match,catwise_dist_arcsec,catwise_n_control_hits,catwise_p_chance,designation,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,W4mag,ph_qual,cc_flags,catwise_name,W1mag_cat,W2mag_cat,pmra_catwise,pmdec_catwise,w1_w2,t_colour_k,shape_class,p_chance,veto_reason,verdict,ring_candidate,f_min_300K_W2,f_min_500K_W2,f_min_700K_W2,ring_radius_300K_au,ring_radius_500K_au,ring_radius_700K_au
J0002+6216,,0.742375,62.26927777777777,0.1717171201855361,1.5,32.5,-13.7,0.1153635682679766,5.967032590337773e-15,1.5343064289991671e+28,7.892,"GRS:4FGL_J0002.8+6217[aab+22],XRS:1XSPS_J000257.6+621609[wcp+18]",,,HE[wcp+18],False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.044385888670580735,0.005293576839590835,0.003375466937962917,5.449383029567436,1.961777890644277,1.0009070870634067
J0006+1834,,1.5200000000000002,18.58305555555556,4.907748284236773,8.0,,,0.69374767047,2.097e-15,2.4794397172145647e+25,0.661,,,,,False,,3,0.17183157711903657,False,,6,0.3490331171838814,,,,,,,,,,,,,,,,,no_counterpart,0.17183157711903657,,no_counterpart,False,0.19267804735123115,0.0229792864242481,0.014652818676950567,0.2190625099587026,0.07886250358513294,0.04023597121690456
J0007+7303,,1.757083333333333,73.05205555555555,1.1852276737605465,2.370455347521093,,,0.3158731908527248,3.603904521905286e-13,4.514344633110194e+28,,"GRS:4FGL_J0007.0+7303[aab+22],XRS:RX_J0007.0+7303[cdm+10],SNR:CTA1[hgc+04]",,,NRAD[aab+22],False,,0,0.07808157711903659,False,,2,0.22403311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,9.347352869517955,3.3650470330264644,1.7168607311359512
J0011+08,,2.8916666666666666,8.166666666666666,665.0276527257911,8.0,,,2.55287,,,1.272,,,,,False,,1,0.10933157711903659,False,,4,0.2865331171838814,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,inf,inf,inf,,,
J0012+5431,,3.0970833333333334,54.52777777777778,9.04199671520656,8.0,,,3.0253007099721887,1.2813422140061522e-16,1.8269187080780641e+22,5.729,,,,RRAT[dcm+23],False,,7,0.29683157711903657,False,,11,0.5052831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.29683157711903657,,no_counterpart,False,19643.609521195453,2342.748101296622,1493.8611452201724,0.005946355833314696,0.002140688099993291,0.001092187806119026
J0014+4746,B0011+47,3.573958333333333,47.77594444444444,0.5025788578663632,1.5,19.3,-19.7,1.2406990389455896,5.644584230506426e-16,1.1667890839703216e+24,1.545,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,22.369046963497723,2.6677908785044946,1.7011257568685836,0.04752120682234019,0.01710763445604247,0.008728384926552282
J0021-0909,,5.464458333333333,-9.166305555555557,1.1863225611522374,2.372645122304475,,,2.314130829094102,1.0389090898677685e-15,3.3095851448655945e+23,1.253,,,,,False,,1,0.10933157711903659,False,,2,0.22403311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,51.869427503940756,6.186083197646704,3.9445765957292407,0.025309179257569068,0.009111304532724867,0.0046486247615943185
J0023+0923,,5.820334458333334,9.3899695,0.0005214413417804,1.5,-11.0,-8.8,0.0030502031047543,1.1423447047080355e-20,1.5891710071790796e+27,0.687,"GRS:4FGL_J0023.4+0920[aab+22],OPT:[bvr+13],GRS:3FGL_J0023.4+0923[bbc+24]",ELL1,UL[hrm+11],"HE,HE[bbc+24]",False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.003247324671520568,0.00038728440922681845,0.00024695319602363055,1.7537860009047401,0.6313629603257065,0.3221239593498502
J0024-7204C,B0021-72C,5.959810833333334,-72.075418,0.0006108340350367,1.5,5.25,-2.55,0.0057567799955163,-4.985029544717539e-20,,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204D,B0021-72D,6.057837166666667,-72.07884788888889,0.0003416052740599,1.5,5.25,-2.55,0.0053575732848657,-3.422042178952724e-21,,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204E,B0021-72E,6.046272,-72.08893033333332,0.0003052898441047,1.5,5.25,-2.55,0.0035363291527624,9.851030085127412e-20,8.793936763028283e+27,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",DD,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.02540249663428714,0.0030295679973661137,0.0019318141440656357,4.125560418211588,1.4852017505561719,0.7577559951817203
J0024-7204F,B0021-72F,6.016064458333334,-72.07856063888889,0.0005030367259858,1.5,5.25,-2.55,0.0026235793525126,6.450286144485998e-20,1.410120105030911e+28,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.015841767536536405,0.0018893305111444974,0.0012047379056739575,5.224194466781504,1.8807100080413417,0.9595459224700723
J0024-7204G,B0021-72G,6.033167916666667,-72.07769527777778,0.0006804894173611,1.5,5.25,-2.55,0.0040403791435651,-4.215844380835049e-20,,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204H,B0021-72H,6.02793,-72.06855741666666,0.0011014100562717,1.5,5.25,-2.55,0.0032103407093503,-1.8293660259448614e-21,,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",DD,He[fck+03],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204I,B0021-72I,6.03306125,-72.07768930555555,0.001158561149837,1.5,5.25,-2.55,0.0034849920616628,-4.587352036000304e-20,,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",ELL1,UL[fck+03],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204J,B0021-72J,5.997532083333334,-72.06633077777778,0.0006806814653112,1.5,5.25,-2.55,0.0021006335453524,-9.791695406637456e-21,,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",BTX,UL[fck+03],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204L,B0021-72L,6.0157170833333335,-72.08247861111111,0.00243240678337,1.5,5.25,-2.55,0.0043461679994615,-1.2204485685975984e-19,,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204M,B0021-72M,5.97704125,-72.09187666666666,0.0024320071113764,1.5,5.25,-2.55,0.0036766432176002,-3.8418670373886966e-20,,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204N,B0021-72N,6.038283333333334,-72.0746918611111,0.0011586801436079,1.5,5.25,-2.55,0.0030539543462608,-2.1856974158788172e-20,,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",,,,False,,1,0.10933157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204O,,6.019385583333333,-72.08160194444444,0.0003415719051871,1.5,5.25,-2.55,0.0026433432972435,3.0349320004468543e-20,6.487061162721583e+27,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",BTX,UL[fck+03],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.03443592459227557,0.004106918174478029,0.0026187900799303633,3.543360005076694,1.27560960182761,0.65082122542225
J0024-7204P,,6.083333333333333,-72.06944444444444,147.57641327140382,8.0,5.25,-2.55,0.003643020693669,6.635799887250383e-19,5.418363073391999e+28,4.52,GC:47Tuc(NGC104),BT,UL[clf+00],,False,,4,0.20308157711903657,False,,5,0.3177831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.20308157711903657,,no_counterpart,False,0.004122794024674222,0.000491695167475249,0.0003135310644696579,10.240598375781309,3.686615415281271,1.880926232286363
J0024-7204Q,,6.068712083333334,-72.07365677777777,0.0007570724705402,1.5,5.25,-2.55,0.0040331811845725,3.4008477062590984e-20,2.046462182288048e+27,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06],OPT:[rvh+15]",ELL1,He[rvh+15],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.10915811245297527,0.013018481171415993,0.008301277965392493,1.9901836051932003,0.7164660978695521,0.36554392748446535
J0024-7204R,,6.031604583333333,-72.08066538888889,0.0010497572124854,1.5,5.25,-2.55,0.0034804627074932,1.4835187811540882e-19,1.3891266119140094e+28,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",ELL1,UL[clf+00],,False,,0,0.07808157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.016081179865754972,0.0019178834499055037,0.0012229447823643325,5.185160430951494,1.8666577551425378,0.9523764056849685
J0024-7204S,,6.016580833333334,-72.07843138888889,0.0006107773078723,1.5,5.25,-2.55,0.0028304059578791,-1.2054129011747053e-19,,4.52,"GC:47Tuc(NGC104),XRS:[bhc+17],OPT:[rvh+15]",ELL1,He[rvh+15],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204T,,6.03562125,-72.07748111111111,0.0037850719020518,1.5,5.25,-2.55,0.007588479807367,2.9380456006692413e-19,2.6543239169412105e+27,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06],OPT:[cpf+15]",ELL1,He[cpf+15],,False,,0,0.07808157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.08416001814970182,0.010037143250712727,0.0064002178906686445,2.266565336744087,0.8159635212278714,0.416307918993812
J0024-7204U,,6.040985833333334,-72.06658005555555,0.0006110004269288,1.5,5.25,-2.55,0.0043428266963923,9.522788323951408e-20,4.589933261596908e+27,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06],OPT:[cpf+15]",ELL1,He[egh+01],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.04866910612709864,0.005804404523926072,0.0037011979156590913,2.9805366601991365,1.0729931976716893,0.5474455090161681
J0024-7204V,,6.023625,-72.08128333333333,0.0472211121509066,1.5,5.25,-2.55,0.004810167624577,,,4.52,GC:47Tuc(NGC104),BTX,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204W,,6.025241666666667,-72.08030222222222,0.0050299692002624,1.5,5.25,-2.55,0.0023523445319369,-8.65526281112411e-20,,4.52,"GC:47Tuc(NGC104),XRS:[bgh+06]",BTX,MS[egc+02],,False,,2,0.14058157711903657,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.14058157711903657,,no_counterpart,False,inf,inf,inf,,,
J0024-7204X,,6.093273541666667,-72.0215115,0.0008146356725286,1.5,5.25,-2.55,0.0047715229106935,1.83610223133506e-20,6.672453482274805e+26,4.52,GC:47Tuc(NGC104),ELL1,,,False,,1,0.10933157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,0.3347913171944683,0.0399280856118445,0.02546027704196911,1.1364074178476307,0.4091066704251471,0.20872789307405468
J0024-7204Y,,6.005844166666668,-72.07828786111111,0.0006107800097205,1.5,5.25,-2.55,0.0021966571435212,-3.5172113226727243e-20,,4.52,"GC:47Tuc(NGC104),OPT:[cpf+15]",ELL1,He[cpf+15],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204Z,,6.025170833333334,-72.08374444444443,0.0110077565503894,1.5,5.25,-2.55,0.0045544473839059,-4.5427150230360615e-21,,4.52,"GC:47Tuc(NGC104),XRS:[bhc+17]",,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204aa,,6.023625,-72.08128333333333,0.0472211121509066,1.5,5.25,-2.55,0.00184,,,4.52,"GC:47Tuc(NGC104),XRS:[bhc+17]",,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204ab,,6.03400625,-72.07988944444445,0.0030537493049653,1.5,5.25,-2.55,0.0037046394947984,9.819775134183883e-21,7.624711617845465e+26,4.52,"GC:47Tuc(NGC104),XRS:[bhc+17]",,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.29297888264013217,0.03494142562162907,0.022280516657280768,1.2147949944406355,0.43732619799862876,0.22312561122379018
J0024-7204ac,,6.023625,-72.08127777777777,0.1101355288274593,1.5,5.25,-2.55,0.00274,,,4.52,GC:47Tuc(NGC104),BT,UL(?)[rgf+21],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0024-7204ad,,6.023625,-72.08127777777777,0.1101355288274593,1.5,5.25,-2.55,0.00374,,,4.52,GC:47Tuc(NGC104),BT,MS(?)[rgf+21],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,inf,inf,inf,,,
J0026+6320,,6.710670833333333,63.333575,0.0734874779875402,1.5,,,0.3183577707853687,1.5060858194607203e-16,1.8427358759094349e+25,45.188,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,1211.6188468387538,144.50082353062112,92.14143236536574,0.18885253903582622,0.06798691405289745,0.03468720104739665
J0026-1955,,6.65,-19.93305555555556,14.136787010254192,8.0,,,1.30615,,,0.953,,,,,False,,1,0.10933157711903659,False,,3,0.2552831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,inf,inf,inf,,,
J0030+0451,,7.617845268880836,4.862561425566362,50.820152628831735,8.0,-6.15,0.37,0.0048654532863521,1.0173788636913331e-20,3.487165231123963e+26,0.318,GRS:4FGL_J0030.4+0451[aab+22],,,"HE[btlb00],HE[aaa+09e]",False,,3,0.17183157711903657,False,,6,0.3490331171838814,,,,,,,,,,,,,,,,,no_counterpart,0.17183157711903657,,no_counterpart,False,0.003170768866541372,0.00037815416427032376,0.0002411312648568521,0.8215377901598971,0.295753604457563,0.15089469615181786
J0032+6946,,8.5,69.71666666666667,1429.1523843300745,8.0,,,0.03680412,,,2.814,,,,,True,5.51146,2,0.14058157711903657,True,5.289979,12,0.5365331171838814,J003401.05+694300.3,15.147,0.035,15.234,0.075,12.59,9.332,AAUU,0h00,J003400.99+694300.5,15.1,15.154,-24.2,-0.12,-0.08699989,,unfit,0.14058157711903657,chance_coincidence,rejected,False,inf,inf,inf,,,
J0034-0534,,8.590975916666666,-5.576867222222222,0.0032289937143806,1.5,7.9,-9.2,0.001877181884585,4.966e-21,2.963789727952845e+27,0.541,GRS:4FGL_J0034.3-0534[aab+22],ELL1,He[bkb+95],HE[aaa+10b],False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.0010797669067968748,0.000128775817296299,8.211432966115378e-05,2.3950521641866924,0.8622187791072093,0.43990754036082114
J0034-0721,B0031-07,8.536959583333333,-7.364835833333333,0.0024925946794702,1.5,10.37,-11.13,0.9429509945597656,4.0821000671149214e-16,1.922100158957575e+24,1.03,,,,,False,,0,0.07808157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,6.035056022605694,0.7197565204563177,0.45895514730476994,0.06099290095538869,0.021957444343939928,0.011202777726499963
J0036-1033,,9.062541666666666,-10.553944444444443,1.076068172855598,2.152136345711196,,,0.900009289,2.131e-16,1.1539904399125139e+24,1.061,,,,,False,,1,0.10933157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,10.666241879281843,1.2720838236829979,0.8111484954833111,0.04725985534774322,0.017013547925187555,0.00868038159448345
J0038-2501,,9.542766666666669,-25.02520277777778,0.1373818626575434,1.5,,,0.2569264575329,7.6e-19,1.7690774316190028e+23,0.322,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,6.408372858599836,0.7642792599133233,0.4873452207047956,0.018503960965707535,0.006661425947654713,0.0033986867079870984
J0039+3546,,9.786737935416667,35.77123113333333,0.0121489803379468,1.5,,,0.5366865103118023,6.338470025417663e-17,1.6187587892576568e+24,4.053,,,,,True,1.433118,0,0.07808157711903659,True,1.473404,0,0.16153311718388141,J003908.89+354615.3,14.66,0.029,14.6,0.052,12.654,8.461,AAUU,0000,J003908.90+354615.4,14.65,14.69,-2.7,2.0300002,0.059999466,,unfit,0.07808157711903659,chance_coincidence,rejected,False,110.95680408536025,13.232997826414726,8.43806522635659,0.05597348559862571,0.02015045481550526,0.010280844293625132
J0040+5716,B0037+56,10.134957916666666,57.27356472222222,0.0012874891051581,1.5,12.39,-5.4,1.1182253452412,2.87897274503689e-15,8.128479138387852e+24,3.044,,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,12.464155884031555,1.4865077367819208,0.9478766192654896,0.12542841384407827,0.04515422898386818,0.023037871930544993
J0040-7326,,10.099041666666665,-73.44058055555556,0.3441751939668447,1.5,,,0.3986565807937349,5.605516665165461e-15,3.49283903592135e+26,36.21,EXGAL:SMC,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,41.04510289621158,4.895146015495234,3.121406193299395,0.8222058615392589,0.29599411015413324,0.1510174031398639
J0040-7335,,10.227458333333333,-73.59822222222222,0.1501533722997928,1.5,,,0.1452182310500553,2.385259353251685e-14,3.0749065224837433e+28,36.31,EXGAL:SMC,,,,False,,0,0.07808157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.4688171077599286,0.055912350928929794,0.035652697165527596,7.714490372402663,2.777216534064958,1.4169472112576318
J0040-7337,,10.194583333333334,-73.61869444444444,3.231523354710458,6.463046709420916,,,0.0598885618793744,3.4040798759210995e-14,6.256447804467987e+29,36.33,"EXGAL:SMC,SNR:DEM_S5[cls+24],PWN:DEM_S5[cab+24]",,,,False,,3,0.17183157711903657,True,2.542799,6,0.3490331171838814,,,,,,,,,,J004046.56-733709.8,18.321,16.953,-133.57,888.68,1.368,723.4684255548096,ring_band,0.0003039601667438629,nebula_cluster_or_optical_association,rejected,False,0.023066719854952237,0.002750997167044163,0.0017541825244393675,34.79807304396917,12.527306295828902,6.391482803994338
J0043-7319,,10.805041666666666,-73.33211666666666,0.1518526328040674,1.5,,,0.937434382310919,9.328811162319498e-15,4.4705751978896165e+25,36.13,EXGAL:SMC,,,,False,,1,0.10933157711903659,False,,3,0.2552831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.10933157711903659,,no_counterpart,False,319.26799868986893,38.076734162751976,24.279756611959712,0.29415279863690863,0.10589500750928711,0.05402806505575873
J0044-7314,,11.237291666666668,-73.23313888888889,0.7934932006125829,1.5869864012251658,,,0.396913450089732,1.7619305682661085e-15,1.1124002534741908e+26,36.06,EXGAL:SMC,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,127.81247265958662,15.243248819530105,9.719908480905923,0.46400410432679773,0.1670414775576472,0.08522524365186081
J0045-7042,,11.357041666666667,-70.70197222222222,1.5492552819392496,3.098510563878499,,,0.63233580002,2.49e-15,3.887906149067e+25,59.7,EXGAL:SMC,,,,False,,2,0.14058157711903657,False,,3,0.2552831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.14058157711903657,,no_counterpart,False,1002.3416124352508,119.54187476846016,76.22627539193891,0.2743147554065644,0.09875331194636322,0.05038434282977715
J0045-7319,,11.3965,-73.3175,0.3617386247888481,1.5,,,0.92627590497,4.4632e-15,2.2170984797698353e+25,59.7,EXGAL:SMC,BT,MS[bbs+95],,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,1757.7072710172558,209.62875317633282,133.6704740547024,0.20714944526224044,0.07457380029440656,0.03804785729306457
J0048+3412,B0045+33,12.14537003045704,34.20374027845632,46.7168711080766,8.0,,,1.2170942960575557,2.3545409830903776e-15,5.155767322319506e+24,2.105,,,,,False,,3,0.17183157711903657,False,,9,0.4427831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.17183157711903657,,no_counterpart,False,9.3970981274638,1.1207224299617462,0.7146323976401817,0.0998936627150036,0.0359617185774013,0.01834781560071495
J0048-7317,,12.237041666666668,-73.2961111111111,0.5572817834757955,1.5,,,0.0793141841266663,3.3021665914460604e-14,2.6127997897415162e+29,36.1,"EXGAL:SMC,PWN:[cfc+24]",,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,0.05453698721263367,0.0065042233254013595,0.004147439709917668,22.487664265312155,8.095559135512376,4.130387314036927
J0050+03,,12.629166666666668,3.8,657.2751124532775,8.0,,,1.36656,,,1.366,,,,,False,,4,0.20308157711903657,True,2.710062,8,0.4115331171838814,,,,,,,,,,J005031.17+034800.1,17.539,16.969,-202.53,-254.50998,0.5699997,1422.6244438199408,debris_disk,0.20308157711903657,chance_coincidence,rejected,False,inf,inf,inf,,,
J0051+0423,,12.875416666666666,4.380277777777778,6.704289716783241,8.0,,,0.354731800307637,8.33025383989672e-18,7.367456887547042e+23,0.624,,,,,True,3.481897,3,0.17183157711903657,True,3.577767,7,0.3802831171838814,J005129.95+042251.7,15.846,0.055,16.04,0.216,12.025,8.085,ABUU,0000,J005129.93+042251.6,15.849,15.88,-29.890001,8.29,-0.1940012,,unfit,0.17183157711903657,chance_coincidence,rejected,False,5.778757197712559,0.6891896541818141,0.43946408301435425,0.03776157361596577,0.01359416650174768,0.006935799235585551
J0051-7204,,12.893870833333333,-72.07326111111111,0.160500935135247,1.5,,,0.1914470640297188,1.3828131686638744e-14,7.779955480693648e+27,35.32,EXGAL:SMC,,,,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,1.7532633285395618,0.20909875700680727,0.13333252022845382,3.8804298654501426,1.3969547515620515,0.7127320161030875
J0054+66,,13.730884240416668,66.83994695,0.116377453710335,1.5,,,1.390218110073001,5.553245280658891e-15,8.15939142791369e+24,0.984,,,,RRAT,False,,0,0.07808157711903659,False,,0,0.16153311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,1.297523702693081,0.15474606067645896,0.09867434202273045,0.12566668720891558,0.045240007395209614,0.023081636426127355
J0054+6650,,13.735352961223668,66.84143799172024,38.68395317522207,8.0,,,1.390217485625509,5.551230279088263e-15,8.156441774092085e+24,0.986,,,,,False,,4,0.20308157711903657,False,,11,0.5052831171838814,,,,,,,,,,,,,,,,,no_counterpart,0.20308157711903657,,no_counterpart,False,1.303274688742012,0.15543193827101093,0.09911169415986854,0.1256439706415415,0.04523182943095494,0.023077463995385177
J0054+69,,13.616666666666667,69.43333333333334,178.19784969881013,8.0,,,,,,3.059,,,,RRAT[kkl+15],True,7.617959,11,0.42183157711903657,True,7.176878,15,0.6302831171838814,J005426.55+692559.6,16.834,0.092,17.58,,12.33,9.006,AUUU,0000,J005426.63+692559.4,16.504,16.963,57.37,-3.98,-0.7460003,,unfit,0.42183157711903657,chance_coincidence,rejected,False,inf,inf,inf,,,
J0054+6946,,13.750859350187714,69.77284701456308,38.09096302963832,8.0,,,0.8329113287435861,7.1940970896673425e-16,4.915183362612406e+24,4.278,,,,,True,2.822941,6,0.26558157711903657,True,2.856522,12,0.5365331171838814,J005500.41+694619.6,14.301,0.036,14.354,0.045,12.402,8.93,AAUU,0000,J005500.41+694619.5,14.288,14.331,-5.0,-4.58,-0.05300045,,unfit,0.26558157711903657,chance_coincidence,rejected,False,40.7122127776818,4.855444671794395,3.0960904989936817,0.0975351473733667,0.03511265305441201,0.017914618905312252
J0054-7228,,13.725833333333334,-72.47594166666667,0.2480713355617319,1.5,,,0.2909447959371408,9.559397372768408e-15,1.5323517596181067e+27,35.57,EXGAL:SMC,,,,False,,0,0.07808157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,9.02801205166233,1.076704261998983,0.686564065937361,1.722148184720911,0.619973346499528,0.3163129318875143
J0055+5117,B0052+51,13.93915875,51.29016694444445,0.0013711184162894,1.5,10.47,-17.4,2.115171148865356,9.537640511866794e-15,3.978910256374049e+24,2.8,,,,,False,,0,0.07808157711903659,False,,1,0.19278311718388141,,,,,,,,,,,,,,,,,no_counterpart,0.07808157711903659,,no_counterpart,False,21.544419163793673,2.569443616513333,1.6384142970466455,0.08775529983847662,0.03159190794185158,0.016118320378495705
