jname,bname,ra,dec,pos_err_arcsec,match_radius_arcsec,pmra,pmdec,p0_s,p1,edot_w,dist_kpc,assoc,binary,bincomp,ptype,allwise_match,allwise_dist_arcsec,allwise_n_control_hits,allwise_p_chance,catwise_match,catwise_dist_arcsec,catwise_n_control_hits,catwise_p_chance,designation,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,W4mag,ph_qual,cc_flags,catwise_name,W1mag_cat,W2mag_cat,pmra_catwise,pmdec_catwise,w1_w2,t_colour_k,shape_class,p_chance,veto_reason,verdict,ring_candidate,f_min_300K_W2,f_min_500K_W2,f_min_700K_W2,ring_radius_300K_au,ring_radius_500K_au,ring_radius_700K_au,localised,colour_source,w1_w2_err,colour_secure,e_W1mag_cat,e_W2mag_cat,p_chance_ring,p_chance_any,p_chance_trials,allwise_p_chance_ring,catwise_p_chance_ring,allwise_n_control_ring_hits,catwise_n_control_ring_hits,allwise_n_sources_in_radius,catwise_n_sources_in_radius,allwise_n_sources_in_beam,catwise_n_sources_in_beam
J0109+11,,17.25,11.533333333333331,3640.3188555328793,8.0,,,0.4327,,,0.766,,,,,True,2.430723,5,0.32753421590171417,True,2.314346,7,0.5774457272911901,J010859.83+113159.4,17.108,0.119,16.871,,12.601,9.286,BUUU,0000,J010859.83+113159.7,16.948,17.281,-6.79,-2.4099998,-0.33300018310546875,,unfit,0.32753421590171417,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.20980466525344582,False,0.053,0.203,0.03394669531106836,0.32753421590171417,1.0,0.00038776011008826014,0.03394669531106836,0,1,1,1,1,1
J0129+36,,22.375,36.083333333333336,600.1224483659213,8.0,,,1.089,,,3.476,,,,,False,,2,0.2337842159017142,True,7.688001,7,0.5774457272911901,,,,,,,,,,J012930.36+360506.2,18.062,17.827,44.25,112.54,0.2350006103515625,2720.203149791502,companion,0.5774457272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.3271956507932741,False,0.121,0.304,0.0026966953110683545,0.5774457272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,0
J0141+63,,25.25,63.13333333333333,944.50959874288,8.0,,,0.0466859,,,44.269,,,,,False,,2,0.2337842159017142,True,7.094114,10,0.6711957272911901,,,,,,,,,,J014100.96+630757.2,17.881,17.847,-42.08,29.519999,0.034000396728515625,,unfit,0.6711957272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.3330345268392562,False,0.136,0.304,0.0026966953110683545,0.6711957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,0
J0158+21,,29.620833333333334,21.133333333333333,656.3921034344421,8.0,,,0.5053,,,0.861,,,,,False,,3,0.26503421590171417,True,6.07369,6,0.5461957272911901,,,,,,,,,,J015829.12+210805.8,17.292,17.54,29.960001,-57.73,-0.2480010986328125,,unfit,0.5461957272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.2881406035304589,False,0.072,0.279,0.0026966953110683545,0.5461957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,2,0,1
J0212+5321,,33.04363641666667,53.36078083333334,0.0001342130370754,1.5,-2.63,2.04,0.0021147,,,1.152,GRS:3FGL_J0212.5+5320[pbhg23],BT,,HE[pbhg23],True,0.131575,0,0.006021710715294639,True,0.0669,0,0.012610396662580901,J021210.46+532138.7,12.807,0.025,12.759,0.026,11.943,9.162,AAUU,0000,J021210.46+532138.8,12.833,12.831,-15.429999,8.22,0.048000335693359375,,unfit,0.006021710715294639,single_band_no_colour,rejected,False,inf,inf,inf,,,,True,allwise,0.036069378238630975,False,0.014,0.01,1.3632191370290395e-05,0.006021710715294639,0.9999999457987949,1.3632191370290395e-05,9.480569452974685e-05,0,0,1,1,1,1
J0231+7026,B0226+70,37.81453250307027,70.44396544168974,1.4142135623730951,2.8284271247461903,,,1.466820306151628,3.109975019043245e-15,3.8903251125512866e+24,1.848,,,,,False,,0,0.021410526987714278,True,2.445998,1,0.07608696591139877,,,,,,,,,,J023115.02+702639.0,17.587,17.005,-122.58,43.280003,0.582000732421875,1400.5525224916962,debris_disk,0.07608696591139877,chance_coincidence,rejected,False,9.59844561072177,1.1447356559217965,0.7299445113126922,0.08677292373093226,0.031238252543135617,0.015937883950579396,True,catwise,0.15307514832816696,False,0.074,0.134,0.0003370869138835444,0.07608696591139877,1.0,4.847001376103253e-05,0.0003370869138835444,0,0,0,1,0,1
J0242+62,,40.645833333333336,62.947222222222216,41.41107964359176,8.0,,,0.592,,,0.352,,,,,False,,5,0.32753421590171417,True,6.932453,11,0.7024457272911901,,,,,,,,,,J024234.15+625653.8,16.662,17.837,-4.61,10.41,-1.1749992370605469,,unfit,0.7024457272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.38697027368968734,False,0.039,0.385,0.0026966953110683545,0.7024457272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,0
J0243+6027,,40.75,60.45,447.9015437754608,8.0,,,1.473,,,4.331,,,,,False,,7,0.39003421590171417,True,3.637942,10,0.6711957272911901,,,,,,,,,,J024259.53+602701.2,16.682,17.302,-2.94,5.4199996,-0.6200008392333984,,unfit,0.6711957272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,,False,0.137,,0.0026966953110683545,0.6711957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,2,0,1
J0244+14,,41.2125,14.45,658.1497995709559,8.0,,,2.1281,,,1.33,,,,,False,,4,0.29628421590171417,True,5.433765,6,0.5461957272911901,,,,,,,,,,J024451.31+142657.3,18.217,17.437,-104.49,-219.3,0.779998779296875,1122.1661560605069,debris_disk,0.5461957272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.3034880673794159,False,0.163,0.256,0.0026966953110683545,0.5461957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,1
J0337+1715,,54.432607875,17.25411888888889,0.0027327577774242,1.5,4.8,-4.4,0.0027325886324418,1.7665524732273263e-20,3.4179326979390304e+27,1.3,"OPT:[rsa+14],XRS:[ska+16]",ELL1,HeT[rsa+14],,False,,0,0.006021710715294639,True,0.925124,0,0.012610396662580901,,,,,,,,,,J033743.85+171515.6,17.312,17.078,-88.37,-13.87,0.23400115966796875,2728.414638262854,companion,0.012610396662580901,nebula_cluster_or_optical_association,rejected,False,0.005406373789524228,0.0006447782377592745,0.00041114499511877303,2.5720122691076606,0.9259244168787581,0.4724104167748765,True,catwise,0.1864617965243075,False,0.072,0.172,9.480569452974685e-05,0.012610396662580901,0.9999999999999994,1.3632191370290395e-05,9.480569452974685e-05,0,0,0,1,0,1
J0341+5711,,55.25,57.18333333333333,491.4339314751035,8.0,,,1.888,,,2.771,,,,,False,,5,0.32753421590171417,True,4.156778,14,0.7961957272911901,,,,,,,,,,J034100.20+571056.1,16.727,17.009,-33.6,-67.47,-0.2820014953613281,,unfit,0.7961957272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.18266089126100649,False,0.041,0.178,0.0026966953110683545,0.7961957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,1
J0349+2340,,57.48908333333333,23.68138888888889,2.074107934957932,4.148215869915864,,,2.420770347546493,1.0940860984071205e-15,3.044741759251895e+23,3.265,,,,,True,3.349653,1,0.07730322701575831,True,3.386732,2,0.15894260372480934,J034957.36+234049.6,12.467,0.056,12.482,0.054,11.5,8.915,AABC,d000,J034957.35+234049.7,12.635,12.677,4.45,-10.19,-0.015000343322753906,,unfit,0.07730322701575831,chance_coincidence,rejected,False,382.82366674389294,45.65654888567983,29.113050766069914,0.0242754066861111,0.008739146406999998,0.004458748166836733,True,allwise,0.07779460357166479,False,0.014,0.011,0.00010425715109556315,0.07730322701575831,1.0,0.00010425715109556315,0.0007250610962555074,0,0,1,1,1,1
J0358+4155,,59.517968961657765,41.9227370097556,1.4142135623730951,2.8284271247461903,,,0.2264843322518918,1.458321192841291e-16,4.955624971194921e+25,1.576,,,,,False,,0,0.021410526987714278,True,2.591099,3,0.13858696591139877,,,,,,,,,,J035804.07+415521.9,16.171,16.627,0.68,-8.72,-0.45600128173828125,,unfit,0.13858696591139877,chance_coincidence,rejected,False,0.5480205759691901,0.06535836310724875,0.0416759783551089,0.30969949619245324,0.11149181862928316,0.05688358093330774,True,catwise,0.1123610278241291,False,0.031,0.108,0.0003370869138835444,0.13858696591139877,1.0,4.847001376103253e-05,0.0003370869138835444,0,0,0,1,0,1
J0408+4955_P,,62.03,49.91666666666666,60.00777340810038,8.0,,,0.01144,,,2.101,,,CO[why+25],,False,,9,0.45253421590171417,True,4.346368,14,0.7961957272911901,,,,,,,,,,J040807.02+495456.0,17.567,16.946,-159.93001,36.75,0.6210002899169922,1333.884848995148,debris_disk,0.7961957272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.17998055884753839,False,0.088,0.157,0.0026966953110683545,0.7961957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,1
J0410-31,,62.6625,-31.12472222222222,596.6214463196006,8.0,,,1.8785,,,0.513,,,,RRAT,True,1.515271,4,0.29628421590171417,True,3.940932,7,0.5774457272911901,J041039.08-310728.0,17.831,0.203,16.736,0.277,12.739,8.726,BBUU,0000,J041039.15-310732.3,19.315,17.133,33.53,-409.69,1.0949993133544922,863.2411558514287,debris_disk,0.29628421590171417,position_not_localised,rejected,False,inf,inf,inf,,,,False,allwise,0.3434210290241033,False,0.35,0.149,0.00038776011008826014,0.29628421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,1,1,1
J0414+4859_P,,63.74041666666666,48.98333333333333,60.00807511007844,8.0,,,0.80672,,,2.07,,,,,True,5.284904,7,0.39003421590171417,False,,13,0.7649457272911901,J041457.44+485855.3,13.944,0.029,13.903,0.039,12.586,8.914,AAUU,hh00,,,,,,0.0410003662109375,,unfit,0.39003421590171417,position_not_localised,rejected,False,inf,inf,inf,,,,False,allwise,0.04860041166867541,False,,,0.00038776011008826014,0.39003421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,0,1,0
J0416+5201_P,,64.11333333333333,52.016666666666666,60.00710127023698,8.0,,,0.01825,,,4.369,,,CO[why+25],,False,,6,0.35878421590171417,True,7.168926,9,0.6399457272911901,,,,,,,,,,J041627.76+520104.9,17.138,17.275,-11.7300005,-83.130005,-0.13699913024902344,,unfit,0.6399457272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.21552030247001727,False,0.06,0.207,0.0026966953110683545,0.6399457272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,0
J0417+5058_P,,64.43708333333333,50.96666666666667,60.00743603836187,8.0,,,0.29136,,,1.227,,,,,False,,6,0.35878421590171417,True,3.41589,9,0.6399457272911901,,,,,,,,,,J041744.79+505803.3,17.22,17.58,-61.18,102.57,-0.3600006103515625,,unfit,0.6399457272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.2695199350159171,False,0.071,0.26,0.0026966953110683545,0.6399457272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,2,0,1
J0417+61,,64.25,61.13333333333333,1692.772417407355,8.0,,,0.440283,,,2.244,,,,,False,,1,0.2025342159017142,True,2.026706,10,0.6711957272911901,,,,,,,,,,J041659.74+610759.3,15.951,15.735,-12.32,51.89,0.21600055694580078,2886.637320072257,companion,0.6711957272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.052839379596286096,False,0.026,0.046,0.03394669531106836,0.6711957272911901,1.0,0.00038776011008826014,0.03394669531106836,0,1,0,1,0,1
J0418-4154,,64.51572833333333,-41.90400555555556,0.0601659495590286,1.5,,,0.7571189450307722,1.3194358061369588e-15,1.2002056361343918e+25,1.167,,,,,True,0.47282,0,0.006021710715294639,False,,0,0.012610396662580901,J041803.81-415414.2,18.115,0.191,17.638,0.484,12.923,9.257,BCUU,0000,,,,,,0.47699928283691406,1624.9773473112682,debris_disk,0.006021710715294639,not_significant_after_trials,rejected,False,1.2407061112001225,0.14796984653685538,0.09435346646242469,0.1524119829406618,0.05486831385863825,0.0279940376829787,True,allwise,0.5203239349911795,False,,,1.3632191370290395e-05,0.006021710715294639,0.9999999457987949,1.3632191370290395e-05,9.480569452974685e-05,0,0,1,0,1,1
J0421+3255,,65.38833333333332,32.93055555555555,10.312142102472436,8.0,,,0.900105016,6e-17,3.2481153314491056e+23,2.617,,,,,False,,5,0.32753421590171417,True,4.304571,11,0.7024457272911901,,,,,,,,,,J042133.22+325554.2,17.187,16.729,-14.360001,-76.619995,0.45800018310546875,1674.7744154153766,debris_disk,0.7024457272911901,position_not_localised,rejected,False,230.54668133084232,27.495598472637454,17.53266012684632,0.025073040561097805,0.00902629460199521,0.00460525234795674,False,catwise,0.1457978040669473,False,0.064,0.131,0.0026966953110683545,0.7024457272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,1
J0447-04,,71.75,-4.583333333333333,1404.0041990010343,8.0,,,2.18819,,,1.301,,,,RRAT,True,4.711872,5,0.32753421590171417,True,4.705953,7,0.5774457272911901,J044659.72-043502.2,13.756,0.026,13.755,0.033,12.123,8.14,AAUU,0000,J044659.72-043502.2,13.713,13.774,-4.04,-7.41,0.00099945068359375,,unfit,0.32753421590171417,position_not_localised,rejected,False,inf,inf,inf,,,,False,allwise,0.04201190326673209,False,0.013,0.013,0.00038776011008826014,0.32753421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,1,1,1
J0451-67,,72.95833333333333,-67.3,583.5992884988952,8.0,,,0.24545429,0.0,,49.7,EXGAL:LMC,,,,False,,6,0.35878421590171417,True,6.889732,8,0.6086957272911901,,,,,,,,,,J045150.23-671753.2,17.1,17.992,-33.969997,-9.72,-0.8920001983642578,,unfit,0.6086957272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.38585231546415305,False,0.061,0.381,0.0026966953110683545,0.6086957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,0
J0452-1759,B0450-18,73.14210708333334,-17.98982527777778,0.0024567008195907,1.5,11.5,6.0,0.5489392232937018,5.753107046225423e-15,1.3730596385623159e+26,0.4,,,,,False,,0,0.006021710715294639,True,0.5304,1,0.0438603966625809,,,,,,,,,,J045234.11-175923.8,18.415,18.003,-32.809998,118.450005,0.4120006561279297,1811.200139337174,companion,0.0438603966625809,chance_coincidence,rejected,False,0.012741291526692278,0.0015195596562850282,0.0009689522860404665,0.5155086810433235,0.18558312517559644,0.09468526794673288,True,catwise,,False,0.157,,9.480569452974685e-05,0.0438603966625809,1.0,1.3632191370290395e-05,9.480569452974685e-05,0,0,0,1,0,1
J0456-69,,74.12500000000001,-69.16666666666667,60.236697116337545,8.0,,,0.117073051,,,49.7,EXGAL:LMC,,,,True,4.45793,5,0.32753421590171417,True,4.453089,13,0.7649457272911901,J045630.41-691003.8,12.787,0.024,12.872,0.024,12.781,9.174,AAUU,hhO0,J045630.43-691003.8,12.755,12.898,10.65,9.12,-0.08500003814697266,,unfit,0.32753421590171417,position_not_localised,rejected,False,inf,inf,inf,,,,False,allwise,0.03394112579198222,False,0.014,0.011,0.00038776011008826014,0.32753421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,2,1,2
J0457+23,,74.275,23.566666666666663,138.78985502917865,8.0,,,0.5049,,,1.919,,,,,True,3.679635,7,0.39003421590171417,True,3.611509,10,0.6711957272911901,J045706.10+233403.3,14.965,0.037,15.188,0.11,12.363,8.143,ABUU,0000,J045706.11+233403.2,14.94,15.051,9.59,-9.309999,-0.22299957275390625,,unfit,0.39003421590171417,position_not_localised,rejected,False,inf,inf,inf,,,,False,allwise,0.11605602054247652,False,0.018,0.031,0.00038776011008826014,0.39003421590171417,1.0,0.00038776011008826014,0.03394669531106836,0,1,1,2,1,1
J0457-69,,74.25833333333334,-69.76666666666667,60.223847743847166,8.0,,,0.23139039,,,49.7,EXGAL:LMC,,,,False,,6,0.35878421590171417,True,5.152614,16,0.8586957272911901,,,,,,,,,,J045702.94-694558.5,16.691,16.802,18.519999,16.22,-0.11100006103515625,,unfit,0.8586957272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.07433034414254856,False,0.025,0.07,0.0026966953110683545,0.8586957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,2,0,1
J0458-67,,74.74583333333334,-67.71666666666667,60.26898976733161,8.0,,,1.1339,,,49.7,EXGAL:LMC,,,,False,,4,0.29628421590171417,True,7.038995,14,0.7961957272911901,,,,,,,,,,J045858.43-674253.7,17.243,17.93,9.259999,-14.759999,-0.6870002746582031,,unfit,0.7961957272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.20041207434614922,False,0.031,0.198,0.0026966953110683545,0.7961957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,0
J0514-4002A,,78.52788629166666,-40.04691472222222,0.0029806305313705,1.5,2.15,-0.65,0.0049905751141122,6.973635191486939e-22,2.214966547234631e+25,11.95,GC:NGC1851[fgri04],DDH,NS(?)[rfgr19],,True,0.288287,0,0.006021710715294639,False,,0,0.012610396662580901,J051406.71-400248.7,5.804,0.03,6.528,0.019,6.457,6.24,AAAA,hh00,,,,,,-0.7239999771118164,,unfit,0.006021710715294639,nebula_cluster_or_optical_association,rejected,False,70.4938954855097,8.407285821044454,5.360933861334763,0.20704982522660093,0.07453793708157633,0.038029559735498125,True,allwise,0.03551056091574528,False,,,1.3632191370290395e-05,0.006021710715294639,0.9999999457987949,1.3632191370290395e-05,9.480569452974685e-05,0,0,1,0,1,1
J0514-4002B,,78.52804166666667,-40.046638888888886,1.0972110860773183,2.1944221721546366,2.15,-0.65,0.0028163,,,11.95,GC:NGC1851[rfg+22],,,,True,0.849979,0,0.012887768765055306,False,,1,0.05823898766594367,J051406.71-400248.7,5.804,0.03,6.528,0.019,6.457,6.24,AAAA,hh00,,,,,,-0.7239999771118164,,unfit,0.012887768765055306,nebula_cluster_or_optical_association,rejected,False,inf,inf,inf,,,,True,allwise,0.03551056091574528,False,,,2.917585026046684e-05,0.012887768765055306,0.9999999999999998,2.917585026046684e-05,0.0002029047768114285,0,0,1,0,1,1
J0514-4002C,,78.52787500000001,-40.04705555555555,0.5486031925646336,1.5,2.15,-0.65,0.0055648,,,11.95,GC:NGC1851[rfg+22],,,,True,0.719351,0,0.006021710715294639,False,,0,0.012610396662580901,J051406.71-400248.7,5.804,0.03,6.528,0.019,6.457,6.24,AAAA,hh00,,,,,,-0.7239999771118164,,unfit,0.006021710715294639,nebula_cluster_or_optical_association,rejected,False,inf,inf,inf,,,,True,allwise,0.03551056091574528,False,,,1.3632191370290395e-05,0.006021710715294639,0.9999999457987949,1.3632191370290395e-05,9.480569452974685e-05,0,0,1,0,1,1
J0514-4002D,,78.52804166666667,-40.04672222222222,0.7613387941452414,1.5226775882904828,2.15,-0.65,0.0045544,,,11.95,GC:NGC1851[rfg+22],BT,CO[rfg+22],,True,0.566776,0,0.006205164240857517,False,,1,0.044244576812686905,J051406.71-400248.7,5.804,0.03,6.528,0.019,6.457,6.24,AAAA,hh00,,,,,,-0.7239999771118164,,unfit,0.006205164240857517,nebula_cluster_or_optical_association,rejected,False,inf,inf,inf,,,,True,allwise,0.03551056091574528,False,,,1.4047500853968447e-05,0.006205164240857517,0.9999999674944409,1.4047500853968447e-05,9.769398321168966e-05,0,0,1,0,1,1
J0514-4002F,,78.52791666666667,-40.04680555555555,1.3994798370047947,2.7989596740095894,2.15,-0.65,0.0043294,,,11.95,GC:NGC1851[rfg+22],BT,He(?)[rfg+22],,True,0.247605,0,0.02096672759509263,False,,2,0.10640758111625129,J051406.71-400248.7,5.804,0.03,6.528,0.019,6.457,6.24,AAAA,hh00,,,,,,-0.7239999771118164,,unfit,0.02096672759509263,nebula_cluster_or_optical_association,rejected,False,inf,inf,inf,,,,True,allwise,0.03551056091574528,False,,,4.7465322812516756e-05,0.02096672759509263,1.0,4.7465322812516756e-05,0.0003300997450143211,0,0,1,0,1,1
