jname,bname,ra,dec,pos_err_arcsec,match_radius_arcsec,pmra,pmdec,p0_s,p1,edot_w,dist_kpc,assoc,binary,bincomp,ptype,allwise_match,allwise_dist_arcsec,allwise_n_control_hits,allwise_p_chance,catwise_match,catwise_dist_arcsec,catwise_n_control_hits,catwise_p_chance,designation,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,W4mag,ph_qual,cc_flags,catwise_name,W1mag_cat,W2mag_cat,pmra_catwise,pmdec_catwise,w1_w2,t_colour_k,shape_class,p_chance,veto_reason,verdict,ring_candidate,f_min_300K_W2,f_min_500K_W2,f_min_700K_W2,ring_radius_300K_au,ring_radius_500K_au,ring_radius_700K_au,localised,colour_source,w1_w2_err,colour_secure,e_W1mag_cat,e_W2mag_cat,p_chance_ring,p_chance_any,p_chance_trials,allwise_p_chance_ring,catwise_p_chance_ring,allwise_n_control_ring_hits,catwise_n_control_ring_hits,allwise_n_sources_in_radius,catwise_n_sources_in_radius,allwise_n_sources_in_beam,catwise_n_sources_in_beam
J1728-3733,,262.1927083333333,-37.55222222222222,9.198930728708063,8.0,,,0.615538243086013,7.198859245326897e-17,1.2185919281346364e+24,4.151,,,,,True,5.768106,9,0.45253421590171417,True,5.763356,12,0.7336957272911901,J172846.71-373306.2,11.24,0.041,11.571,0.043,10.016,7.764,AABU,00h0,J172846.71-373306.3,11.2,11.543,7.29,-7.1800003,-0.33100032806396484,,unfit,0.45253421590171417,position_not_localised,rejected,False,154.60731601006478,18.438871717457317,11.757608086487599,0.04856466877392365,0.017483280758612513,0.008920041203373733,False,allwise,0.05941380494843792,False,0.011,0.008,0.00038776011008826014,0.45253421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,1,1,1
J1729-2117,,262.2950333333333,-21.291111111111118,1.0035098622568417,2.0070197245136834,,,0.0662928992668,1.72e-19,2.3307041247695135e+24,1.074,,,,,True,1.591054,0,0.010780543373995852,False,,0,0.02257613070633768,J172910.76-211726.5,13.113,0.053,13.222,0.065,12.233,8.559,AAUU,0d0d,,,,,,-0.10900020599365234,,unfit,0.010780543373995852,chance_coincidence,rejected,False,5.411333360988771,0.6453697291865128,0.41152216160132954,0.06716373739638792,0.024178945462699657,0.01233619666464268,True,allwise,0.08386894314176066,False,,,2.4405428506679227e-05,0.010780543373995852,0.9999999999999086,2.4405428506679227e-05,0.0001697286618873601,0,0,1,0,2,0
J1730-2900,,262.53450000000004,-29.012777777777774,12.07148431542578,8.0,,,1.538426726349872,8.851670403379965e-15,9.597420488827239e+24,5.011,,,,,True,3.552467,4,0.29628421590171417,True,3.855358,13,0.7649457272911901,J173008.36-290049.3,9.184,0.024,9.404,0.023,9.204,8.297,AAAB,00o0,J173008.37-290049.5,8.879,9.387,-9.56,-12.59,-0.2200002670288086,,unfit,0.29628421590171417,position_not_localised,rejected,False,28.6073186708727,3.4117834315053006,2.175535091208001,0.13629142864139815,0.04906491431090334,0.025033119546379257,False,allwise,0.03324154045873838,False,0.012,0.011,0.00038776011008826014,0.29628421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,2,1,1
J1730-3353,,262.73158333333333,-33.89388888888889,12.06442261645734,8.0,,,3.270241803205151,2.1955770419786767e-14,2.4783852760462484e+24,3.516,,,,,True,4.615847,6,0.35878421590171417,True,2.236311,8,0.6086957272911901,J173055.30-335334.9,9.854,0.048,9.771,0.051,9.328,5.477,AABA,ddhH,J173055.44-335335.8,9.595,9.882,-43.11,202.0,0.08300018310546875,5348.105435601184,companion,0.35878421590171417,position_not_localised,rejected,False,54.53957930630664,6.504532465252883,4.147636833975681,0.06925891643623186,0.02493320991704347,0.012721025467879322,False,allwise,0.07003570477106333,False,0.012,0.015,0.00038776011008826014,0.35878421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,2,2,2,1
J1730-34,,262.525,-34.8,559.4130136056309,8.0,,,0.09982956,,,7.039,,,,,False,,6,0.35878421590171417,True,1.834288,8,0.6086957272911901,,,,,,,,,,J173006.02-344758.1,12.005,11.816,19.12,39.85,0.18900012969970703,3167.450349666729,companion,0.6086957272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.016401219543174073,False,0.013,0.01,0.0026966953110683545,0.6086957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,3,0,2
J1731-3123,,262.75220833333333,-31.39527777777778,4.018400926810076,8.0,,,0.7530479890014684,1.6785605702679008e-15,1.5517751566383923e+25,4.829,,,,,False,,7,0.39003421590171417,True,7.928093,12,0.7336957272911901,,,,,,,,,,J173100.63-312335.0,10.814,11.139,-15.06,-43.74,-0.3249998092651367,,unfit,0.7336957272911901,position_not_localised,rejected,False,16.431169936160078,1.9596241784630286,1.2495608972299292,0.17330284003998594,0.062389022414394944,0.031831133884895384,False,catwise,0.017804494117734458,False,0.014,0.011,0.0026966953110683545,0.7336957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,0
J1732-3131,,263.13975000000005,-31.523055555555555,2.036453760707785,4.07290752141557,,,0.1965431549648121,2.804828436937581e-14,1.4584524321633027e+28,0.61,GRS:4FGL_J1732.5-3131[aab+22],,,HE,True,1.065129,1,0.07564626840520439,True,1.183814,3,0.1867226752741628,J173233.54-313124.0,10.1,0.035,10.309,0.046,11.703,8.463,AAUU,h000,J173233.55-313124.0,9.982,10.278,36.460003,-38.48,-0.2089996337890625,,unfit,0.07564626840520439,chance_coincidence,rejected,False,0.0002789653556425962,3.3270135845148706e-05,2.1214813153730423e-05,5.3129706533539505,1.912669435207422,0.9758517526568479,True,allwise,0.05780138422785611,False,0.01,0.008,0.000100506061423595,0.07564626840520439,1.0,0.000100506061423595,0.000698973972627729,0,0,1,1,1,1
J1732-3426,,263.02991666666674,-34.43472222222222,3.122494592612381,6.244989185224762,,,0.3328866788149328,4.022531535847436e-16,4.304968177578784e+25,5.756,,,,,True,3.631603,5,0.2606260244658215,True,3.680224,8,0.46857959188145026,J173207.23-342601.4,9.973,0.036,10.08,0.045,9.474,7.855,AAAU,ddhH,J173207.24-342601.3,9.988,10.073,27.02,2.73,-0.10700035095214844,,unfit,0.2606260244658215,chance_coincidence,rejected,False,8.415007283467023,1.003595714650505,0.6399461567362246,0.2886531194681775,0.10391512300854391,0.05301791990231832,True,allwise,0.05762811856509504,False,0.012,0.008,0.00023629065015929958,0.2606260244658215,1.0,0.00023629065015929958,0.0016432940670169473,0,0,1,1,1,1
J1732-35,,263.125,-35.083333333333336,513.016260838345,8.0,,,0.126689998553,,,4.467,,,,,True,7.738787,6,0.35878421590171417,True,4.308839,12,0.7336957272911901,J173229.61-350453.8,10.072,0.029,10.177,0.034,9.775,7.845,AABB,0000,J173230.31-350458.6,11.304,11.497,-7.55,-20.7,-0.10500049591064453,,unfit,0.35878421590171417,position_not_localised,rejected,False,inf,inf,inf,,,,False,allwise,0.04468780680731181,False,0.013,0.014,0.00038776011008826014,0.35878421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,4,0,2
J1733-2533,,263.35775,-25.55305555555556,18.032528209714588,8.0,,,0.6597941416778241,2.0995884361994324e-15,2.8858153790457546e+25,4.959,,,,,True,4.449409,6,0.35878421590171417,True,4.234936,12,0.7336957272911901,J173325.60-253313.7,9.719,0.025,9.758,0.023,9.628,8.314,AAAC,0000,J173325.58-253312.7,9.886,10.071,7.1,-7.4300003,-0.039000511169433594,,unfit,0.35878421590171417,position_not_localised,rejected,False,9.317567427008015,1.1112373912122975,0.7085842310272765,0.2363336455956548,0.08508011241443575,0.043408220619610076,False,allwise,0.03397057580734851,False,0.012,0.01,0.00038776011008826014,0.35878421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,2,1,2
J1733-2837,,263.39125,-28.625833333333333,8.027041309802357,8.0,,,0.7681845567424089,1.1076318023093062e-15,9.646248312725034e+24,3.838,,,,,False,,4,0.29628421590171417,True,3.342269,12,0.7336957272911901,,,,,,,,,,J173334.15-283732.6,13.08,13.544,29.85,-45.87,-0.46399974822998047,,unfit,0.7336957272911901,position_not_localised,rejected,False,16.6968434285283,1.9913090920293934,1.2697648881072472,0.1366376868412851,0.049189567262862645,0.02509671799125645,False,catwise,0.028231188897807187,False,0.011,0.026,0.0026966953110683545,0.7336957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,1
J1733-3322,,263.4800416666667,-33.3675,4.123637805981236,8.0,,,1.245914634016575,4.102737556503342e-15,8.374687549173501e+24,5.775,,,,,True,2.885313,10,0.48378421590171417,True,6.226029,9,0.6399457272911901,J173355.37-332204.9,9.878,0.04,10.03,0.046,9.637,6.816,AAUU,dddd,J173355.45-332157.0,12.08,12.511,163.29999,-8.56,-0.15199947357177734,,unfit,0.48378421590171417,position_not_localised,rejected,False,43.54298875610291,5.193050397538762,3.3113659167025835,0.12731383167595725,0.04583297940334461,0.02338417316497174,False,allwise,0.060959002097310186,False,0.058,0.059,0.00038776011008826014,0.48378421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,1,1,1
J1733-5515,,263.25166666666667,-55.26111111111111,5.61920565813822,8.0,,,1.011233535,4e-16,1.5270924770470273e+24,2.108,,,,,False,,4,0.29628421590171417,True,6.70039,9,0.6399457272911901,,,,,,,,,,J173259.89-551545.1,15.551,15.778,-6.5899997,-2.17,-0.22700023651123047,,unfit,0.6399457272911901,position_not_localised,rejected,False,31.816964732784484,3.794574191485772,2.41962289679309,0.05436557069890723,0.019571605451606605,0.009985512985513574,False,catwise,0.06041522975081612,False,0.025,0.055,0.0026966953110683545,0.6399457272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,0
J1734-2415,,263.67333333333335,-24.25555555555556,90.0934656747698,8.0,,,0.6125237399914504,1.0505189297487192e-15,1.8046577148788344e+25,2.574,,,,,True,6.918801,5,0.32753421590171417,True,6.810832,13,0.7649457272911901,J173441.35-241513.9,11.46,0.033,11.691,0.04,10.956,8.436,AABB,0000,J173441.39-241513.9,11.529,11.859,-1.13,17.31,-0.23099994659423828,,unfit,0.32753421590171417,position_not_localised,rejected,False,4.01425644991892,0.4787506932479965,0.30527697727919395,0.18689113595786713,0.06728080894483217,0.03432694333920008,False,allwise,0.0518555678464011,False,0.021,0.02,0.00038776011008826014,0.32753421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,2,2,0,0
J1734-3333,,263.6120833333333,-33.55555555555555,10.30777637789996,8.0,10.0,-29.0,1.1693406847365546,2.279412527998657e-12,5.628069952055317e+27,6.466,,,,HE[oklk10],False,,4,0.29628421590171417,True,3.792262,10,0.6711957272911901,,,,,,,,,,J173427.15-333321.7,12.547,12.975,108.88,-27.529999,-0.42800045013427734,,unfit,0.6711957272911901,position_not_localised,rejected,False,0.08122594729931953,0.009687218309149107,0.006177087083879807,3.3004337982468406,1.1881561673688625,0.6062021262086034,False,catwise,0.014999999850988393,False,0.009,0.012,0.03394669531106836,0.6711957272911901,1.0,0.00038776011008826014,0.03394669531106836,0,1,0,2,0,1
J1735-25,,263.8125,-25.0,420.21995860036174,8.0,,,0.11868265,,,2.488,,,,,True,6.604705,4,0.29628421590171417,True,1.969206,13,0.7649457272911901,J173515.47-245958.9,9.783,0.027,9.956,0.028,10.102,8.436,AAAU,ddO0,J173514.86-245959.8,9.427,9.493,-13.43,-4.9100003,-0.17300033569335938,,unfit,0.29628421590171417,position_not_localised,rejected,False,inf,inf,inf,,,,False,allwise,0.038897301785832394,False,0.015,0.011,0.00038776011008826014,0.29628421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,3,0,2
J1735-28,,263.8,-28.6,567.6837746891977,8.0,,,0.4285601,,,4.447,,,,,False,,7,0.39003421590171417,True,7.46212,9,0.6399457272911901,,,,,,,,,,J173511.82-283607.0,10.276,10.734,-44.95,49.920002,-0.45800018310546875,,unfit,0.6399457272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.014999999850988393,False,0.012,0.009,0.0026966953110683545,0.6399457272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,2,0,0
J1735-3258,,263.98716666666667,-32.97272777777778,4.424361203456517,8.0,,,0.3509717314509183,2.600440435830704e-14,2.3745987378384012e+27,9.654,,,,,True,5.869812,5,0.32753421590171417,True,5.780708,12,0.7336957272911901,J173557.37-325820.6,10.362,0.059,10.644,0.07,10.615,8.607,AAUU,ddP0,J173557.37-325820.7,10.166,10.641,10.33,44.46,-0.2819995880126953,,unfit,0.32753421590171417,position_not_localised,rejected,False,0.4291481330271385,0.05118132554709497,0.03263594304199981,2.143810525441332,0.7717717891588796,0.3937611169177957,False,allwise,0.0915478021796446,False,0.012,0.01,0.00038776011008826014,0.32753421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,1,1,1
J1735-33,,263.775,-33.61666666666667,554.6400362503063,8.0,,,1.273866,,,2.885,,,,,True,7.997339,5,0.32753421590171417,False,,3,0.4524457272911901,J173505.49-333655.0,10.609,0.045,10.866,0.048,9.671,6.276,AACU,h0HH,,,,,,-0.2569999694824219,,unfit,0.32753421590171417,position_not_localised,rejected,False,inf,inf,inf,,,,False,allwise,0.06579513812575262,False,,,0.00038776011008826014,0.32753421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,0,0,0
J1736+05,,264.225,5.8,383.4211355526207,8.0,,,0.999245,,,1.754,,,,,False,,5,0.32753421590171417,True,3.385818,9,0.6399457272911901,,,,,,,,,,J173653.85+054757.3,18.396,17.892,17.759998,-5.63,0.5039997100830078,1559.7217247743183,debris_disk,0.6399457272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.3734501210525979,False,0.171,0.332,0.0026966953110683545,0.6399457272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,1
J1736-0245_P,,264.1708333333333,-2.75,61.84239704536288,8.0,,,0.139298,,,1.584,,,,,False,,8,0.42128421590171417,True,4.651896,15,0.8274457272911901,,,,,,,,,,J173640.75-024457.0,17.461,16.81,81.93,-111.82,0.6510009765625,1287.2540930139298,debris_disk,0.8274457272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.17219175270319007,False,0.079,0.153,0.0026966953110683545,0.8274457272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,1
J1736-2457,,264.18933333333337,-24.96388888888889,22.026881348729244,8.0,,,2.6422234390449013,3.427840248602588e-15,7.33620887518366e+23,3.335,,,,,True,1.35162,10,0.48378421590171417,True,1.16769,12,0.7336957272911901,J173645.44-245751.3,10.893,0.029,11.354,0.029,11.698,8.116,AACU,dhHH,J173645.44-245751.2,10.768,11.26,-7.0,2.17,-0.4610004425048828,,unfit,0.48378421590171417,position_not_localised,rejected,False,165.76882521245165,19.770022413732473,12.606420770402549,0.037681408372354244,0.01356530701404753,0.006921075007167107,False,allwise,0.041012192128708,False,0.011,0.008,0.00038776011008826014,0.48378421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,1,1,1
J1736-2819,,264.1030416666667,-28.328333333333333,16.04406815390768,8.0,,,1.592419480193175,1.4920646028487962e-14,1.4587300147562885e+25,4.19,,,,,True,5.170202,8,0.42128421590171417,True,4.944199,13,0.7649457272911901,J173624.35-281940.6,8.502,0.025,8.577,0.023,7.936,6.83,AAAA,ddd0,J173624.37-281940.6,8.628,8.815,-9.08,-14.32,-0.07499980926513672,,unfit,0.42128421590171417,position_not_localised,rejected,False,13.159397268819731,1.569424037495285,1.0007484751310567,0.16802687178908776,0.0604896738440716,0.030862078491873265,False,allwise,0.03397057580734851,False,0.014,0.01,0.00038776011008826014,0.42128421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,1,1,1
J1736-2843,,264.17745833333333,-28.730833333333333,22.100430937176554,8.0,,,6.445036086110556,2.999078988921497e-14,4.422538078843757e+23,4.883,,,,,False,,7,0.39003421590171417,True,6.22305,9,0.6399457272911901,,,,,,,,,,J173642.88-284355.9,10.486,10.72,3.32,18.14,-0.23400020599365234,,unfit,0.6399457272911901,position_not_localised,rejected,False,589.501261479817,70.30545784132232,44.83050982217768,0.029256816850470106,0.010532454066169237,0.005373701054167978,False,catwise,0.020000000670552256,False,0.016,0.012,0.0026966953110683545,0.6399457272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,1
J1736-3511,,264.01125,-35.19888888888889,11.59835406798151,8.0,,,0.5028027829,1.57e-15,4.8760300216273545e+25,1.992,,,,,True,4.542492,5,0.32753421590171417,True,7.151251,9,0.6399457272911901,J173602.37-351153.7,11.383,0.053,11.797,0.087,11.786,8.293,AACC,hhHH,J173603.03-351150.2,13.735,14.307,-21.93,261.34,-0.4139995574951172,,unfit,0.32753421590171417,position_not_localised,rejected,False,0.8898056692238966,0.10612054469154361,0.06766811947753062,0.3072023035903072,0.1105928292925106,0.056424912904342144,False,allwise,0.10187246683019555,False,0.016,0.036,0.00038776011008826014,0.32753421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,1,1,0
J1737-3137,,264.267875,-31.6225,3.0431943325983424,6.086388665196685,,,0.4504323699936701,1.3875600590567658e-13,5.994082929696966e+27,5.488,,,,,False,,4,0.22414178506546337,True,2.61648,5,0.3638682823489653,,,,,,,,,,J173704.35-313723.1,11.614,11.497,57.780003,33.399998,0.11700057983398438,4350.077618380462,companion,0.3638682823489653,chance_coincidence,rejected,False,0.054939958791405105,0.0065522827668204435,0.004178084973126813,3.40606283957175,1.22618262224583,0.6256033786968521,True,catwise,0.008485281447995555,False,0.006,0.006,0.0015608863053113702,0.3638682823489653,1.0,0.00022444116808398786,0.0015608863053113702,0,0,0,1,0,1
J1737-32,,264.3833333333334,-32.9,420.18878654874544,8.0,,,0.63405961,,,5.515,,,,,False,,3,0.26503421590171417,True,6.836684,4,0.4836957272911901,,,,,,,,,,J173732.53-325401.0,10.627,11.513,-943.82,212.99,-0.8859996795654297,,unfit,0.4836957272911901,position_not_localised,rejected,False,inf,inf,inf,,,,False,catwise,0.027202941368048548,False,0.016,0.022,0.0026966953110683545,0.4836957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,0
J1738-2330,,264.53666666666663,-23.51305555555556,103.08262151330868,8.0,,,1.9788474316296447,8.559236859229058e-15,4.3607164362610964e+24,2.009,,,,,False,,5,0.32753421590171417,True,3.635766,12,0.7336957272911901,,,,,,,,,,J173808.96-233044.1,13.091,13.715,-61.89,41.27,-0.6240005493164062,,unfit,0.7336957272911901,position_not_localised,rejected,False,10.120102189297361,1.2069497799435653,0.7696155551217091,0.09186925740623089,0.03307293266624312,0.016873945237879145,False,catwise,0.021023795323638593,False,0.009,0.019,0.0026966953110683545,0.7336957272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,1,0,1
J1738-3107,,264.6975,-31.128888888888888,14.520266203015868,8.0,,,0.549497698285362,2.9590876601249246e-16,7.040766389557941e+24,9.208,,,,,True,3.805645,3,0.26503421590171417,True,4.391133,7,0.5774457272911901,J173847.51-310740.4,8.974,0.027,8.712,0.028,8.657,6.348,AABU,ddd0,J173847.62-310740.4,9.281,9.001,19.54,-29.67,0.26200008392333984,2517.6370025711562,companion,0.26503421590171417,position_not_localised,rejected,False,131.67203801423895,15.70355064932802,10.013421478836976,0.11673504361997128,0.04202461570318967,0.021441130460811055,False,allwise,0.038897301785832394,False,0.015,0.012,0.00038776011008826014,0.26503421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,2,1,2
J1738-3211,B1735-32,264.7302867037442,-32.198376753142995,1.4142135623730951,2.8284271247461903,,,0.7684996307115532,7.949127808482102e-16,6.914300129144109e+24,1.198,,,,,False,,0,0.021410526987714278,True,0.795711,0,0.044836965911398775,,,,,,,,,,J173855.23-321154.6,12.298,,-126.450005,390.68,,,unfit,0.044836965911398775,chance_coincidence,rejected,False,2.2695945516500853,0.2706777652474846,0.17259858034009254,0.1156818954813555,0.04164548237328798,0.02124769508841224,True,,,False,0.012,,,0.044836965911398775,1.0,4.847001376103253e-05,0.0003370869138835444,0,0,0,1,0,1
J1738-3316,,264.6435416666667,-33.26711111111111,4.9574460667639375,8.0,,,0.7303725110151269,8.85517048045259e-17,8.97270532979794e+23,3.957,,,,,True,1.425954,8,0.42128421590171417,True,1.197742,11,0.7024457272911901,J173834.34-331600.9,10.966,0.065,11.139,0.085,11.021,8.087,AAUU,ddpp,J173834.36-331600.9,10.79,11.105,-26.59,46.760002,-0.17300033569335938,,unfit,0.42128421590171417,position_not_localised,rejected,False,190.8057974825188,22.75599702214784,14.510437444519987,0.04167282912382395,0.015002218484576625,0.007654193104375828,False,allwise,0.10700467205710085,False,0.009,0.008,0.00038776011008826014,0.42128421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,2,2,1,1
J1739-2521,,264.88595416666664,-25.36555555555556,15.01784580829746,8.0,,,1.8184611929,2.4e-16,1.5756467801382838e+23,3.483,,,,RRAT,True,5.396798,5,0.32753421590171417,True,3.68836,9,0.6399457272911901,J173932.89-252200.0,11.177,0.04,11.587,0.037,12.04,8.83,AAUU,0000,J173932.39-252154.2,12.447,12.892,-200.11,-832.81,-0.4099998474121094,,unfit,0.32753421590171417,position_not_localised,rejected,False,841.8427067687053,100.4003567035255,64.0206225170482,0.017463074858267733,0.006286706948976384,0.0032075035453961146,False,allwise,0.054488530570757525,False,0.007,0.011,0.00038776011008826014,0.32753421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,4,1,2
J1739-3049,,264.84675,-30.82777777777778,5.059375680554734,8.0,,,0.2393171784058473,2.1780812328015786e-15,6.273533022136913e+26,6.416,,,,,True,4.196121,6,0.35878421590171417,True,2.920785,11,0.7024457272911901,J173923.24-304944.1,7.27,0.038,6.699,0.019,5.258,4.177,AAAA,0oh0,J173923.21-304943.2,9.537,8.609,-31.849998,52.129997,0.5710000991821289,1420.751460048309,debris_disk,0.35878421590171417,position_not_localised,rejected,False,0.7174628087339107,0.0855664856857743,0.05456175515765878,1.1019131774609319,0.39668874388593556,0.20239221626833445,False,allwise,0.04248529020637562,False,0.057,0.048,0.00038776011008826014,0.35878421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,2,1,2
J1739-31,,264.7833333333333,-31.916666666666668,420.19294457976537,8.0,,,0.27710525,,,5.56,,,,,True,7.798243,6,0.35878421590171417,False,,11,0.7024457272911901,J173908.11-315507.6,9.589,0.035,9.613,0.039,9.884,8.397,AACU,hhhH,,,,,,-0.024000167846679688,,unfit,0.35878421590171417,position_not_localised,rejected,False,inf,inf,inf,,,,False,allwise,0.052402290724685927,False,,,0.00038776011008826014,0.35878421590171417,1.0,0.00038776011008826014,0.03394669531106836,0,1,1,0,0,0
J1739-3131,B1736-31,264.8557564933938,-31.52105509341533,1.4142135623730951,2.8284271247461903,,,0.5294409884251815,1.8583563579612502e-14,4.943517236361368e+26,6.518,,,,,False,,1,0.05266052698771428,True,1.160367,2,0.10733696591139877,,,,,,,,,,J173925.38-313114.3,9.984,10.026,16.310001,2.24,-0.04199981689453125,,unfit,0.10733696591139877,chance_coincidence,rejected,False,0.939670365542827,0.11206753841980203,0.07146023987519368,0.978158670459773,0.3521371213655183,0.17966179661506035,True,catwise,0.02080865286161129,False,0.017,0.012,0.0003370869138835444,0.10733696591139877,1.0,4.847001376103253e-05,0.0003370869138835444,0,0,0,1,0,2
J1740-2540,,265.1888333333334,-25.67194444444445,18.01826798243516,8.0,,,1.6926563404030377,1.8508452244124664e-15,1.5066884614240346e+24,5.801,,,,,True,5.666495,7,0.39003421590171417,True,5.715155,11,0.7024457272911901,J174045.14-254013.8,10.241,0.033,10.446,0.035,11.286,8.596,AABU,hh00,J174045.17-254024.4,11.126,11.538,-6.05,7.54,-0.2049999237060547,,unfit,0.39003421590171417,position_not_localised,rejected,False,244.21095375791705,29.125235238201757,18.571803448977885,0.05400115063614912,0.019440414229013686,0.009918578688272289,False,allwise,0.04810405386897339,False,0.009,0.007,0.00038776011008826014,0.39003421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,3,1,2
J1740-3052,,265.2083375,-30.86786111111111,0.2196459171089334,1.5,,,0.570313411724,2.550428e-14,5.4279026523036356e+26,9.458,OPT:[bbn+11],MSS,MS[bbn+11],,True,0.317413,0,0.006021710715294639,True,0.663742,1,0.0438603966625809,J174049.98-305204.5,9.178,0.03,8.931,0.027,9.533,7.314,AAUU,ddhh,J174049.99-305204.0,9.265,9.059,15.68,-15.410001,0.24700069427490234,2625.7659506950554,companion,0.006021710715294639,catalogued_counterpart,rejected,False,1.801977817192467,0.21490857396911697,0.13703716940351113,1.0249609218545408,0.3689859318676348,0.18825812850389528,True,allwise,0.04036087211131609,False,0.021,0.01,1.3632191370290395e-05,0.006021710715294639,0.9999999457987949,1.3632191370290395e-05,9.480569452974685e-05,0,0,1,1,1,1
J1740-5340B,,265.177625,-53.67447222222222,0.3128823395908149,1.5,3.26,-17.66,0.0057869684890891,-6.028020772868036e-21,,2.482,"GC:NGC6397[zrb+22],GC:NGC6397,OPT:[zht+20],XRS:[zht+20]",BTX,MS[zrb+22],,False,,0,0.006021710715294639,True,0.316748,0,0.012610396662580901,,,,,,,,,,J174042.59-534027.8,10.156,10.117,-26.69,9.09,0.039000511169433594,,unfit,0.012610396662580901,nebula_cluster_or_optical_association,rejected,False,inf,inf,inf,,,,True,catwise,0.010000000335276128,False,0.008,0.006,9.480569452974685e-05,0.012610396662580901,0.9999999999999994,1.3632191370290395e-05,9.480569452974685e-05,0,0,0,1,0,2
J1741+1351,,265.38293656279615,13.8621298569315,1.4142135623730951,2.8284271247461903,,,0.0037471545002599,3.0216478729322235e-20,2.2672467562078267e+27,0.901,"GRS:4FGL_J1741.4+1354[aab+22],OPT:[zkk+19]",ELL1H,He[zkk+19],HE[egc+13],False,,0,0.021410526987714278,True,1.620867,2,0.10733696591139877,,,,,,,,,,J174131.79+135143.3,17.16,17.071,-75.98,60.97,0.08900070190429688,5136.657999216792,companion,0.10733696591139877,nebula_cluster_or_optical_association,rejected,False,0.003915017105401819,0.00046691515020838873,0.00029773000376135577,2.0947908928865027,0.7541247214391409,0.3847575109383372,True,catwise,0.16003124021762177,False,0.053,0.151,0.0003370869138835444,0.10733696591139877,1.0,4.847001376103253e-05,0.0003370869138835444,0,0,0,1,0,2
J1741-2019,,265.278625,-20.32333333333333,5.01777565531803,8.0,,,3.90450636119,1.626e-14,1.0784049529160647e+24,1.723,,,,,False,,6,0.35878421590171417,True,6.894878,9,0.6399457272911901,,,,,,,,,,J174107.02-201917.4,13.389,13.647,3.58,61.2,-0.25800037384033203,,unfit,0.6399457272911901,position_not_localised,rejected,False,30.100350466526724,3.5898462972260754,2.2890774717821656,0.04568590364251318,0.016446925311304747,0.008391288424135076,False,catwise,0.021260292481958914,False,0.014,0.016,0.0026966953110683545,0.6399457272911901,1.0,0.00038776011008826014,0.0026966953110683545,0,0,0,2,0,0
J1741-2719,,265.39608333333337,-27.323055555555555,7.020267266704094,8.0,,,0.3467969291423733,8.057963374192882e-17,7.627097466039133e+24,5.187,,,,,True,4.469315,4,0.29628421590171417,True,3.858377,10,0.6711957272911901,J174134.93-271927.1,8.866,0.026,8.906,0.027,8.346,7.275,AAAB,ddd0,J174134.84-271925.8,8.862,9.101,29.960001,-13.4,-0.039999961853027344,,unfit,0.29628421590171417,position_not_localised,rejected,False,38.57057123916302,4.600026916589623,2.9332225149843945,0.12149850403004568,0.043739461450816454,0.022316051760620643,False,allwise,0.037483330504560576,False,0.043,0.019,0.00038776011008826014,0.29628421590171417,1.0,0.00038776011008826014,0.0026966953110683545,0,0,1,1,1,1
