star_key,ra,dec
kepler:3560301,295.26682,38.61124
kepler:3560427,295.29474,38.627651
kepler:3626094,284.81213,38.762852
kepler:3626325,284.9093,38.722359
kepler:3627696,285.46497,38.743881
kepler:3629063,286.02246,38.740238
kepler:3630998,286.79324,38.737289
kepler:3631048,286.81293,38.787949
kepler:3631162,286.86121,38.77335
kepler:3631401,286.95654,38.772449
kepler:3632538,287.40503,38.71159
kepler:3634755,288.21436,38.764179
kepler:3640527,290.00006,38.743992
kepler:3643854,290.9726,38.767368
kepler:3646034,291.54965,38.72945
kepler:3646734,291.73129,38.743931
kepler:3658853,294.76254,38.73399
kepler:3659186,294.84488,38.78812
kepler:3659298,294.86627,38.726662
kepler:3661158,295.2691,38.751141
kepler:3663495,295.73355,38.789478
kepler:3664031,295.8338,38.77916
kepler:3728186,285.02457,38.84029
kepler:3728906,285.30078,38.823761
kepler:3730841,286.13431,38.873482
kepler:3731563,286.42593,38.857128
kepler:3732401,286.7558,38.812538
kepler:3733157,287.04501,38.807812
kepler:3733753,287.26447,38.864101
kepler:3735720,288.01987,38.828732
kepler:3743537,290.45813,38.88213
kepler:3743718,290.51282,38.897362
kepler:3748172,291.76999,38.88929
kepler:3749062,291.98773,38.889992
kepler:3749207,292.02649,38.809662
kepler:3750536,292.39682,38.813419
kepler:3751292,292.60666,38.86314
kepler:3757015,294.00385,38.8629
kepler:3757951,294.23578,38.888931
kepler:3758987,294.49677,38.87149
kepler:3759394,294.59384,38.893459
kepler:3761893,295.1853,38.864449
kepler:3762056,295.22214,38.899891
kepler:3762777,295.37891,38.889221
kepler:3763058,295.43152,38.897228
kepler:3764501,295.70117,38.849319
kepler:3765091,295.81213,38.874561
kepler:3831820,285.02191,38.980419
kepler:3831911,285.05515,38.985008
kepler:3832966,285.49606,38.978722
kepler:3833959,285.91147,38.942421
kepler:3834913,286.31052,38.971691
kepler:3836276,286.88712,38.901741
kepler:3836862,287.10236,38.946499
kepler:3838004,287.55768,38.912231
kepler:3847763,290.71912,38.927078
kepler:3847994,290.79092,38.934101
kepler:3848121,290.82605,38.908569
kepler:3852071,291.93195,38.90609
kepler:3852116,291.94263,38.984531
kepler:3853938,292.42584,38.993568
kepler:3857900,293.45724,38.91824
kepler:3858086,293.50287,38.90921
kepler:3858129,293.51251,38.950436
kepler:3858729,293.65366,38.924271
kepler:3859213,293.77682,38.904888
kepler:3859512,293.84802,38.91423
kepler:3861049,294.22336,38.991199
kepler:3862679,294.62097,38.92197
kepler:3864122,294.95505,38.988091
kepler:3869649,296.09454,38.945572
kepler:3934090,284.50009,39.082642
kepler:3935499,285.05695,39.07449
kepler:3935682,285.12488,39.029381
kepler:3935803,285.17499,39.053471
kepler:3937468,285.90918,39.029018
kepler:3938087,286.15979,39.015392
kepler:3938173,286.19595,39.055759
kepler:3938354,286.26694,39.032909
kepler:3938944,286.50443,39.01936
kepler:3939069,286.55197,39.095699
kepler:3940372,287.07272,39.04295
kepler:3942324,287.84494,39.09264
kepler:3943325,288.20688,39.04435
kepler:3945784,289.00226,39.04808
kepler:3946127,289.11246,39.08955
kepler:3946749,289.29926,39.012989
kepler:3946894,289.34082,39.033829
kepler:3952824,291.09778,39.058392
kepler:3953970,291.42557,39.004169
kepler:3954961,291.69388,39.03804
kepler:3955253,291.7717,39.090981
kepler:3955439,291.82333,39.000431
kepler:3957755,292.4101,39.07045
kepler:3958507,292.60645,39.036579
kepler:3962433,293.61774,39.027439
kepler:3962715,293.68811,39.08366
kepler:3966021,294.50964,39.057331
kepler:3967523,294.89233,39.06633
kepler:3969022,295.23425,39.054089
kepler:3971507,295.72726,39.059769
kepler:3971641,295.74951,39.038532
kepler:3971772,295.77383,39.053761
kepler:3974352,296.25037,39.059662
kepler:3974751,296.32495,39.050072
kepler:4035503,284.5614,39.12323
kepler:4035697,284.62943,39.192589
kepler:4036736,284.96973,39.138882
kepler:4038439,285.51523,39.15937
kepler:4038557,285.55838,39.100651
kepler:4040647,286.34161,39.194019
kepler:4042417,287.0116,39.183128
kepler:4043389,287.38211,39.180981
kepler:4045215,288.07114,39.117149
kepler:4047410,288.83847,39.197941
kepler:4048899,289.24896,39.11097
kepler:4055312,291.05176,39.115631
kepler:4059416,292.15012,39.182991
kepler:4060371,292.39487,39.123569
kepler:4065705,293.74951,39.12886
kepler:4066245,293.88623,39.140091
kepler:4067894,294.28229,39.118881
kepler:4068539,294.43506,39.10743
kepler:4069222,294.5994,39.14864
kepler:4070633,294.93884,39.125301
kepler:4073750,295.61926,39.196159
kepler:4074068,295.68192,39.198269
kepler:4077867,296.42227,39.1096
kepler:4136992,285.02002,39.207069
kepler:4137413,285.14954,39.297695
kepler:4138557,285.5921,39.206268
kepler:4139324,285.88818,39.271969
kepler:4142137,286.98932,39.212818
kepler:4142890,287.3223,39.281479
kepler:4142913,287.32983,39.201061
kepler:4147537,288.89459,39.298512
kepler:4148863,289.25873,39.23315
kepler:4157933,291.70657,39.295639
kepler:4158372,291.82349,39.217339
kepler:4158847,291.93155,39.28434
kepler:4160250,292.22629,39.207378
kepler:4166704,293.73596,39.253929
kepler:4169930,294.46936,39.243519
kepler:4171693,294.87131,39.22118
kepler:4171937,294.92307,39.297089
kepler:4172338,295.01031,39.256008
kepler:4172502,295.04907,39.29771
kepler:4173772,295.33414,39.203663
kepler:4174234,295.42633,39.296631
kepler:4174461,295.46542,39.284512
kepler:4174717,295.51474,39.269089
kepler:4175216,295.60614,39.209911
kepler:4175311,295.62396,39.247238
kepler:4175557,295.6713,39.278339
kepler:4175707,295.69882,39.26685
kepler:4180534,296.57224,39.237068
kepler:4180810,296.61752,39.218681
kepler:4242514,285.09195,39.375961
kepler:4243462,285.44022,39.382401
kepler:4243508,285.46292,39.362141
kepler:4244594,285.88013,39.395512
kepler:4245449,286.22412,39.37389
kepler:4248763,287.53506,39.315311
kepler:4249702,287.8855,39.3237
kepler:4249749,287.90234,39.39769
kepler:4249808,287.92654,39.393429
kepler:4254871,289.53815,39.33976
kepler:4255487,289.7171,39.333321
kepler:4256419,289.9816,39.363762
kepler:4261467,291.36905,39.306129
kepler:4263801,291.94589,39.371384
kepler:4264634,292.1423,39.300209
kepler:4270856,293.66803,39.342793
kepler:4271063,293.72195,39.389549
kepler:4273689,294.3251,39.328609
kepler:4274517,294.50256,39.33057
kepler:4275230,294.66397,39.386921
kepler:4276035,294.83627,39.347111
kepler:4277862,295.24643,39.302979
kepler:4278221,295.32251,39.376492
kepler:4283417,296.34308,39.319118
kepler:4284405,296.53281,39.383579
kepler:4285178,296.6644,39.361092
kepler:4345222,284.82755,39.404388
kepler:4346178,285.27643,39.446911
kepler:4347202,285.72739,39.446171
kepler:4349043,286.46872,39.434052
kepler:4351212,287.35846,39.481503
kepler:4351367,287.41934,39.404442
kepler:4352328,287.77203,39.490841
kepler:4354963,288.70096,39.483082
kepler:4355503,288.86853,39.496132
kepler:4356708,289.23856,39.437172
kepler:4357272,289.40088,39.47501
kepler:4357396,289.44025,39.473518
kepler:4357520,289.47342,39.43528
kepler:4365571,291.72433,39.479511
kepler:4371489,293.3017,39.434368
kepler:4372327,293.51059,39.490211
kepler:4373146,293.70978,39.416649
kepler:4373708,293.83829,39.423382
kepler:4374768,294.0766,39.49511
kepler:4375336,294.20663,39.488991
kepler:4377576,294.73016,39.461361
kepler:4379301,295.10815,39.466599
kepler:4383248,295.91702,39.415279
kepler:4446411,285.41,39.52837
kepler:4447405,285.85156,39.52351
kepler:4449749,286.85522,39.535229
kepler:4454890,288.8035,39.550018
kepler:4455561,289.01205,39.54987
kepler:4455709,289.05719,39.510712
kepler:4457475,289.59076,39.549221
kepler:4458346,289.81894,39.563801
kepler:4459146,290.04471,39.577278
kepler:4465314,291.88922,39.596611
kepler:4465341,291.89679,39.549332
kepler:4466498,292.22815,39.552029
kepler:4469290,292.98447,39.553661
kepler:4469481,293.03308,39.551498
kepler:4469578,293.05505,39.51273
kepler:4470937,293.41434,39.526875
kepler:4472809,293.88385,39.560902
kepler:4473355,294.01523,39.531509
kepler:4484238,296.43582,39.503658
kepler:4484377,296.46341,39.513561
kepler:4488363,297.27737,39.536961
kepler:4543412,285.34628,39.665291
kepler:4544623,285.89905,39.690639
kepler:4547377,287.08908,39.653831
kepler:4548162,287.43542,39.692989
kepler:4551202,288.612,39.628529
kepler:4554781,289.69937,39.644569
kepler:4554789,289.70053,39.64378
kepler:4554830,289.70892,39.682331
kepler:4555021,289.76636,39.685032
kepler:4562996,292.06793,39.614117
kepler:4568729,293.64288,39.645809
kepler:4569930,293.93936,39.607948
kepler:4577860,295.76926,39.601021
kepler:4581540,296.50638,39.602345
kepler:4585201,297.22427,39.62957
kepler:4585486,297.28055,39.687988
kepler:4585976,297.38489,39.610291
kepler:4586099,297.40991,39.646568
kepler:4633458,283.99551,39.772369
kepler:4633721,284.10645,39.733929
kepler:4636482,285.37271,39.72871
kepler:4636485,285.37402,39.72823
kepler:4636938,285.59229,39.791481
kepler:4637562,285.86569,39.797359
kepler:4638325,286.18848,39.75296
kepler:4639291,286.59705,39.782589
kepler:4639484,286.6795,39.73912
kepler:4641547,287.55896,39.746189
kepler:4644174,288.54437,39.799332
kepler:4646159,289.17731,39.700352
kepler:4646848,289.39142,39.755878
kepler:4648747,289.95813,39.798241
kepler:4648919,290.00696,39.78133
kepler:4649344,290.11536,39.744202
kepler:4650327,290.37845,39.720428
kepler:4650350,290.38388,39.79237
kepler:4658549,292.86249,39.762138
kepler:4659416,293.09079,39.764191
kepler:4660012,293.25604,39.718811
kepler:4660038,293.26242,39.76226
kepler:4660255,293.32135,39.709061
kepler:4661946,293.76764,39.791828
kepler:4662431,293.8945,39.732609
kepler:4663267,294.10272,39.760059
kepler:4665568,294.66299,39.795971
kepler:4669417,295.53741,39.738369
kepler:4671547,295.98975,39.76363
kepler:4672010,296.08417,39.717628
kepler:4673009,296.28067,39.792831
kepler:4673107,296.3009,39.76305
kepler:4677281,297.11014,39.75312
kepler:4681067,297.83289,39.754551
kepler:4725292,283.70551,39.870491
kepler:4725913,283.97308,39.866138
kepler:4726192,284.10287,39.80579
kepler:4727007,284.48749,39.8409
kepler:4731525,286.6022,39.88271
kepler:4732337,286.97336,39.87508
kepler:4738909,289.43509,39.861778
kepler:4739683,289.67709,39.889011
kepler:4741455,290.18268,39.847809
kepler:4742188,290.38721,39.829941
kepler:4742436,290.45636,39.8354
kepler:4749912,292.75021,39.83226
kepler:4750889,293.03314,39.87492
kepler:4750938,293.04675,39.80851
kepler:4754260,293.91058,39.8433
kepler:4755216,294.15118,39.828678
kepler:4755317,294.17947,39.862408
kepler:4756335,294.43634,39.83807
kepler:4758595,294.99527,39.848061
kepler:4760945,295.52264,39.838081
kepler:4761393,295.61963,39.872417
kepler:4762130,295.76193,39.87315
kepler:4762283,295.79251,39.89257
kepler:4770707,297.49268,39.869911
kepler:4771930,297.72903,39.80006
kepler:4771949,297.73322,39.805321
kepler:4774574,298.26434,39.889919
kepler:4814229,283.89172,39.943161
kepler:4814290,283.91812,39.991581
kepler:4814530,284.00888,39.976509
kepler:4815965,284.69156,39.94516
kepler:4819301,286.245,39.91523
kepler:4819423,286.29544,39.92181
kepler:4819564,286.35544,39.918159
kepler:4819766,286.43732,39.96944
kepler:4821181,287.04559,39.992329
kepler:4824987,288.53983,39.93824
kepler:4825003,288.54599,39.96487
kepler:4827910,289.46954,39.97435
kepler:4830001,290.07971,39.954311
kepler:4830016,290.0849,39.982021
kepler:4831454,290.49191,39.99844
kepler:4832949,290.9613,39.964779
kepler:4838980,292.77457,39.923939
kepler:4841888,293.56604,39.956566
kepler:4843454,293.98923,39.922409
kepler:4844774,294.3255,39.92065
kepler:4844804,294.33243,39.985569
kepler:4846603,294.7774,39.989891
kepler:4846856,294.8418,39.91888
kepler:4848115,295.14267,39.93071
kepler:4851304,295.8537,39.964191
kepler:4851349,295.86459,39.984901
kepler:4851941,295.9874,39.938251
kepler:4852019,296.00601,39.929291
kepler:4853523,296.30954,39.912651
kepler:4857335,297.10156,39.944092
kepler:4857734,297.20093,39.991112
kepler:4857845,297.22461,39.944962
kepler:4861991,298.08939,39.987751
kepler:4863614,298.44339,39.971561
kepler:4863737,298.47128,39.905231
kepler:4863931,298.51486,39.927341
kepler:4902158,283.67407,40.05204
kepler:4904647,284.86615,40.025002
kepler:4907159,286.06076,40.076439
kepler:4908893,286.85419,40.061111
kepler:4913121,288.52454,40.067635
kepler:4913533,288.6853,40.020119
kepler:4914490,289.01138,40.050362
kepler:4914882,289.13028,40.060009
kepler:4916039,289.50134,40.061062
kepler:4917213,289.81927,40.032139
kepler:4917525,289.90924,40.027802
kepler:4919145,290.34958,40.058743
kepler:4919243,290.37949,40.077728
kepler:4919560,290.46982,40.040089
kepler:4919569,290.47156,40.02906
kepler:4921143,290.96521,40.037579
kepler:4921468,291.07251,40.060081
kepler:4926962,292.68918,40.048481
kepler:4929016,293.27884,40.085171
kepler:4929808,293.49118,40.075008
kepler:4930560,293.69458,40.080029
kepler:4931047,293.8219,40.086868
kepler:4931390,293.90826,40.057629
kepler:4932663,294.23105,40.028389
kepler:4933476,294.44336,40.06134
kepler:4933923,294.56244,40.01643
kepler:4935181,294.86612,40.093079
kepler:4938090,295.54324,40.094585
kepler:4939265,295.79138,40.01236
kepler:4939472,295.83444,40.054821
kepler:4946992,297.45663,40.051559
kepler:4949553,298.00839,40.07951
kepler:4951599,298.42288,40.08989
kepler:4953193,298.74728,40.048309
kepler:4953211,298.74899,40.04744
kepler:4953358,298.77777,40.092388
kepler:4990413,284.08038,40.115082
kepler:4991436,284.56369,40.11739
kepler:4994506,286.03186,40.141739
kepler:4995346,286.38995,40.1917
kepler:4996074,286.69934,40.186123
kepler:4997179,287.20157,40.172272
kepler:4997281,287.24832,40.116032
kepler:5002836,289.27325,40.123112
kepler:5003985,289.64633,40.16666
kepler:5006823,290.4584,40.15778
kepler:5008172,290.90979,40.108311
kepler:5008689,291.0787,40.180592
kepler:5015542,293.10486,40.119888
kepler:5015564,293.10886,40.15704
kepler:5016873,293.47913,40.114029
kepler:5016904,293.48569,40.181839
kepler:5018976,294.03775,40.179588
kepler:5021000,294.54153,40.16824
kepler:5023534,295.15445,40.108856
kepler:5025233,295.43933,40.136089
kepler:5026306,295.66772,40.159241
kepler:5027780,296.00119,40.14748
kepler:5032343,296.94199,40.108898
kepler:5033073,297.08682,40.166561
kepler:5034864,297.53848,40.180752
kepler:5039684,298.45917,40.112179
kepler:5039689,298.45972,40.110958
kepler:5041192,298.77606,40.155338
kepler:5077772,283.60516,40.210602
kepler:5079428,284.3898,40.207741
kepler:5079590,284.47208,40.213558
kepler:5080290,284.82956,40.21521
kepler:5083239,286.27307,40.280628
kepler:5083330,286.31931,40.230091
kepler:5083412,286.35403,40.229958
kepler:5093163,289.9567,40.207458
kepler:5093168,289.95804,40.208931
kepler:5093466,290.04196,40.26701
kepler:5093512,290.05573,40.245232
kepler:5094011,290.19388,40.20166
kepler:5095098,290.505,40.266659
kepler:5097197,291.17148,40.217468
kepler:5097379,291.22232,40.208309
kepler:5098150,291.4679,40.258362
kepler:5098880,291.68903,40.255501
kepler:5106731,293.90564,40.272911
kepler:5110034,294.73273,40.292839
kepler:5110407,294.83307,40.240742
kepler:5110832,294.94989,40.289921
kepler:5112508,295.30887,40.235149
kepler:5113600,295.50049,40.255512
kepler:5113708,295.52875,40.201912
kepler:5115335,295.87671,40.215462
kepler:5120190,296.90707,40.237839
kepler:5120608,297.0069,40.226372
kepler:5125122,298.03546,40.258492
kepler:5126627,298.39581,40.25948
kepler:5130729,299.21719,40.2076
kepler:5131463,299.36063,40.283562
kepler:5165017,283.58115,40.30397
kepler:5167100,284.62589,40.36113
kepler:5172280,286.98099,40.384521
kepler:5174959,288.06778,40.392509
kepler:5175503,288.25809,40.333981
kepler:5175607,288.29382,40.37521
kepler:5176547,288.62357,40.397171
kepler:5179841,289.67569,40.37323
kepler:5180305,289.81213,40.35339
kepler:5181824,290.23416,40.334068
kepler:5182822,290.50104,40.3703
kepler:5182832,290.50378,40.340889
kepler:5183039,290.55927,40.390541
kepler:5183952,290.86789,40.325771
kepler:5184487,291.04913,40.325001
kepler:5184882,291.17365,40.354542
kepler:5193550,293.70572,40.341702
kepler:5194444,293.93982,40.326599
kepler:5194645,293.98373,40.35236
kepler:5195514,294.20871,40.388748
kepler:5196991,294.57446,40.30542
kepler:5200185,295.35681,40.336849
kepler:5200656,295.45737,40.336029
kepler:5202404,295.83398,40.36142
kepler:5206997,296.79291,40.341255
kepler:5209115,297.22394,40.361061
kepler:5210507,297.50931,40.399311
kepler:5211631,297.74051,40.347881
kepler:5213142,298.06528,40.374989
kepler:5213230,298.0834,40.34621
kepler:5215508,298.49994,40.333672
kepler:5217332,298.85284,40.306492
kepler:5217339,298.85352,40.305698
kepler:5217688,298.92676,40.329788
kepler:5221138,299.6091,40.36821
kepler:5252367,283.19388,40.495621
kepler:5254896,284.38153,40.473671
kepler:5262462,287.73917,40.486729
kepler:5262561,287.78394,40.415871
kepler:5263545,288.16721,40.47163
kepler:5263650,288.21338,40.468159
kepler:5268904,289.94226,40.47356
kepler:5272556,291.04901,40.454861
kepler:5273116,291.21695,40.435268
kepler:5273125,291.21878,40.433262
kepler:5273195,291.24545,40.46291
kepler:5281811,293.77411,40.499989
kepler:5281818,293.77844,40.47517
kepler:5284217,294.40607,40.47187
kepler:5284647,294.5213,40.487621
kepler:5286780,295.07928,40.4841
kepler:5288534,295.49203,40.46603
kepler:5289742,295.75772,40.453468
kepler:5290153,295.85248,40.484089
kepler:5295811,297.04697,40.453098
kepler:5296446,297.17398,40.42868
kepler:5298349,297.5899,40.487301
kepler:5299281,297.75757,40.489281
kepler:5302973,298.47812,40.466709
kepler:5306383,299.12286,40.489071
kepler:5306429,299.13138,40.471199
kepler:5307990,299.436,40.477852
kepler:5308886,299.59842,40.464111
kepler:5341486,283.85413,40.566399
kepler:5341666,283.93301,40.591202
kepler:5341795,283.99274,40.519131
kepler:5341893,284.03516,40.531139
kepler:5342558,284.36951,40.593552
kepler:5344559,285.36853,40.548889
kepler:5344895,285.53436,40.556309
kepler:5350100,287.8075,40.50346
kepler:5350447,287.92313,40.517269
kepler:5350780,288.05148,40.516659
kepler:5350822,288.06842,40.5061
kepler:5351136,288.18561,40.55584
kepler:5351320,288.26089,40.57243
kepler:5352027,288.51007,40.542198
kepler:5352084,288.52945,40.579769
kepler:5354341,289.29364,40.532593
kepler:5356535,289.94995,40.59066
kepler:5357108,290.13959,40.522121
kepler:5357275,290.19238,40.593071
kepler:5360082,291.08334,40.566639
kepler:5360129,291.09744,40.552368
kepler:5368862,293.67447,40.51115
kepler:5372048,294.5119,40.517921
kepler:5374789,295.20059,40.529819
kepler:5383476,297.12265,40.503078
kepler:5383922,297.21786,40.565571
