star_key,ra,dec
kepler:7800087,281.52316,43.536991
kepler:7809755,286.88626,43.593739
kepler:7810415,287.20313,43.508629
kepler:7810798,287.39108,43.504929
kepler:7813363,288.59848,43.53476
kepler:7815609,289.52188,43.578018
kepler:7816203,289.75082,43.59531
kepler:7816999,290.0293,43.584785
kepler:7820260,291.07932,43.565208
kepler:7820535,291.17609,43.563675
kepler:7826063,293.11093,43.511631
kepler:7829719,294.26752,43.585171
kepler:7830341,294.46198,43.524509
kepler:7830503,294.50986,43.565071
kepler:7834913,295.85089,43.595089
kepler:7836762,296.38318,43.595169
kepler:7837122,296.49612,43.56488
kepler:7838296,296.82068,43.52375
kepler:7838383,296.84595,43.585232
kepler:7838958,297.00107,43.599499
kepler:7839949,297.2572,43.502621
kepler:7840145,297.30463,43.542179
kepler:7840358,297.35867,43.572788
kepler:7842033,297.75171,43.57655
kepler:7846638,298.82974,43.502022
kepler:7847566,299.05243,43.596828
kepler:7848068,299.16623,43.507191
kepler:7849619,299.51129,43.567242
kepler:7850656,299.75793,43.559608
kepler:7867105,279.99615,43.677158
kepler:7869831,281.91599,43.66758
kepler:7870026,282.03204,43.660042
kepler:7870746,282.45099,43.662071
kepler:7870750,282.45395,43.662819
kepler:7871438,282.8638,43.674519
kepler:7872098,283.21902,43.655788
kepler:7872305,283.32803,43.632858
kepler:7874959,284.69214,43.683681
kepler:7877209,285.97021,43.640942
kepler:7879384,287.1163,43.61985
kepler:7880090,287.4581,43.613369
kepler:7880490,287.67722,43.629639
kepler:7880641,287.75015,43.601341
kepler:7882003,288.42227,43.68993
kepler:7885309,289.86154,43.602081
kepler:7886049,290.14075,43.693722
kepler:7886115,290.16052,43.616138
kepler:7888453,290.93616,43.646278
kepler:7888991,291.11856,43.669956
kepler:7889173,291.17581,43.650162
kepler:7890598,291.63708,43.669071
kepler:7898071,294.23737,43.689751
kepler:7899428,294.64954,43.69207
kepler:7902097,295.46518,43.665321
kepler:7902693,295.65775,43.623989
kepler:7902938,295.73621,43.60096
kepler:7903259,295.82043,43.632252
kepler:7903600,295.9122,43.60017
kepler:7905458,296.44086,43.683479
kepler:7907119,296.90594,43.682529
kepler:7914600,298.73599,43.615551
kepler:7916982,299.31937,43.646061
kepler:7919763,299.96243,43.69379
kepler:7919867,299.98813,43.663319
kepler:7936748,280.72397,43.759418
kepler:7936946,280.86557,43.703239
kepler:7937049,280.94153,43.708961
kepler:7937361,281.15927,43.791409
kepler:7937391,281.18723,43.714359
kepler:7938615,282.02814,43.753689
kepler:7939565,282.56656,43.754581
kepler:7943616,284.60464,43.763271
kepler:7947607,286.75595,43.746559
kepler:7949545,287.75052,43.737209
kepler:7949846,287.88934,43.770351
kepler:7950622,288.24469,43.705524
kepler:7954107,289.76181,43.713108
kepler:7954195,289.79202,43.715809
kepler:7954489,289.91019,43.775982
kepler:7954521,289.92194,43.756248
kepler:7954705,289.99075,43.740292
kepler:7956465,290.56522,43.708321
kepler:7957443,290.91162,43.742008
kepler:7957708,291.00244,43.708172
kepler:7957709,291.00253,43.70969
kepler:7957710,291.00287,43.710899
kepler:7957881,291.05615,43.774231
kepler:7958049,291.12292,43.738091
kepler:7958890,291.40445,43.707489
kepler:7960251,291.88092,43.72298
kepler:7966705,294.14459,43.717991
kepler:7966841,294.19156,43.754829
kepler:7971035,295.53363,43.704079
kepler:7971683,295.72772,43.767262
kepler:7973675,296.29852,43.757359
kepler:7973706,296.30807,43.707588
kepler:7975417,296.81531,43.715778
kepler:7976185,297.0274,43.789219
kepler:7977658,297.37891,43.72221
kepler:7978512,297.57483,43.750969
kepler:7985690,299.32388,43.71463
kepler:7987514,299.76987,43.796909
kepler:7987781,299.82779,43.776958
kepler:7987934,299.86658,43.710629
kepler:8004647,280.0871,43.855579
kepler:8005405,280.6301,43.812309
kepler:8005470,280.68637,43.892872
kepler:8006143,281.13544,43.806911
kepler:8007234,281.86255,43.800308
kepler:8009474,283.18625,43.850471
kepler:8012943,284.86914,43.862919
kepler:8016298,286.74536,43.851467
kepler:8016858,287.03091,43.887272
kepler:8017353,287.2738,43.813541
kepler:8017724,287.44937,43.875446
kepler:8018654,287.90964,43.802261
kepler:8022545,289.67661,43.832439
kepler:8026884,291.12775,43.872719
kepler:8026887,291.12845,43.874939
kepler:8027731,291.41565,43.803391
kepler:8030499,292.4527,43.886902
kepler:8035002,293.97824,43.888515
kepler:8035743,294.21436,43.876511
kepler:8035802,294.23615,43.804642
kepler:8039016,295.25537,43.847012
kepler:8039566,295.42944,43.87392
kepler:8040308,295.65958,43.85825
kepler:8042739,296.38654,43.898861
kepler:8043052,296.4682,43.80146
kepler:8044516,296.88168,43.802456
kepler:8044772,296.95108,43.895996
kepler:8053037,298.92557,43.851849
kepler:8053926,299.16391,43.874111
kepler:8053936,299.16681,43.874287
kepler:8056853,299.87003,43.826382
kepler:8056914,299.88455,43.81699
kepler:8058211,300.21637,43.897091
kepler:8059043,300.42609,43.887131
kepler:8073821,280.32544,43.963436
kepler:8074287,280.66635,43.943161
kepler:8074472,280.79971,43.989491
kepler:8075755,281.68793,43.935745
kepler:8075991,281.83453,43.946751
kepler:8076634,282.21753,43.950291
kepler:8076831,282.32025,43.914333
kepler:8081482,284.664,43.98502
kepler:8081822,284.85455,43.931999
kepler:8082362,285.16525,43.942459
kepler:8084770,286.51465,43.921459
kepler:8086085,287.19977,43.982052
kepler:8086144,287.233,43.92931
kepler:8086729,287.52362,43.946548
kepler:8087424,287.87799,43.966309
kepler:8090221,289.1886,43.969231
kepler:8090349,289.25281,43.931599
kepler:8091757,289.82001,43.97504
kepler:8092433,290.06454,43.95026
kepler:8092454,290.07358,43.976212
kepler:8093473,290.36865,43.92934
kepler:8096582,291.42548,43.99538
kepler:8098178,292.013,43.977638
kepler:8098181,292.01465,43.978291
kepler:8098228,292.03653,43.96151
kepler:8099075,292.34628,43.932709
kepler:8104467,294.21069,43.910419
kepler:8107903,295.32925,43.97081
kepler:8112102,296.58453,43.90884
kepler:8112431,296.67743,43.975349
kepler:8116072,297.56027,43.94936
kepler:8120272,298.56964,43.95808
kepler:8121994,298.98663,43.93528
kepler:8128574,300.68088,43.961491
kepler:8142087,280.2926,44.03223
kepler:8142547,280.62622,44.053398
kepler:8142623,280.67703,44.068211
kepler:8143238,281.13812,44.038631
kepler:8143783,281.4978,44.057041
kepler:8144647,282.06589,44.075031
kepler:8146477,283.134,44.002239
kepler:8149616,284.76953,44.03952
kepler:8149694,284.81613,44.08638
kepler:8149782,284.86523,44.03614
kepler:8150479,285.24652,44.00528
kepler:8151009,285.53043,44.021881
kepler:8154114,287.19107,44.041885
kepler:8158429,289.2291,44.09166
kepler:8160546,290.00845,44.076969
kepler:8162830,290.74738,44.062069
kepler:8164948,291.50464,44.049305
kepler:8167086,292.29791,44.020142
kepler:8167703,292.53922,44.039768
kepler:8168341,292.76825,44.085651
kepler:8168660,292.87671,44.09713
kepler:8172597,294.18573,44.059593
kepler:8176468,295.40417,44.06216
kepler:8176783,295.51315,44.02861
kepler:8177847,295.82675,44.099461
kepler:8182135,297.07312,44.005249
kepler:8183594,297.42136,44.001541
kepler:8188059,298.50406,44.0975
kepler:8188360,298.58148,44.085739
kepler:8189251,298.79105,44.052319
kepler:8189479,298.84805,44.050259
kepler:8192554,299.63147,44.01128
kepler:8196449,300.70441,44.011238
kepler:8197358,300.93176,44.088791
kepler:8197713,301.02454,44.067921
kepler:8197767,301.03964,44.036179
kepler:8197923,301.08197,44.086651
kepler:8210323,280.73752,44.194221
kepler:8211660,281.638,44.145802
kepler:8212826,282.31964,44.17905
kepler:8213221,282.52371,44.144981
kepler:8218019,284.91049,44.124569
kepler:8219476,285.78284,44.190891
kepler:8222945,287.66577,44.110561
kepler:8225723,289.04144,44.19817
kepler:8226464,289.38156,44.186199
kepler:8226542,289.41156,44.134789
kepler:8229074,290.29648,44.14254
kepler:8231401,291.10809,44.126019
kepler:8232792,291.60321,44.191292
kepler:8233314,291.79068,44.137089
kepler:8233588,291.89227,44.164452
kepler:8233795,291.97125,44.105042
kepler:8240025,294.19836,44.100498
kepler:8246855,296.33481,44.195889
kepler:8247845,296.62949,44.127441
kepler:8249046,296.96722,44.163479
kepler:8249139,296.98868,44.116402
kepler:8257134,298.95435,44.135078
kepler:8257779,299.11578,44.195358
kepler:8257983,299.16833,44.129639
kepler:8258098,299.20163,44.139431
kepler:8259829,299.69421,44.160198
kepler:8259835,299.69534,44.158989
kepler:8264310,300.92307,44.15337
kepler:8264655,301.00793,44.153961
kepler:8264966,301.0798,44.186871
kepler:8277175,280.88855,44.256569
kepler:8278279,281.70212,44.201092
kepler:8278314,281.73279,44.258911
kepler:8278323,281.73734,44.260719
kepler:8278444,281.82108,44.27998
kepler:8278586,281.90097,44.24218
kepler:8282730,284.14957,44.212841
kepler:8283996,284.85593,44.285309
kepler:8284493,285.14825,44.276619
kepler:8285312,285.59546,44.217892
kepler:8285970,285.95874,44.254719
kepler:8288363,287.18951,44.260509
kepler:8288698,287.34875,44.265678
kepler:8289460,287.74866,44.246021
kepler:8292321,289.12866,44.259819
kepler:8292758,289.31665,44.2435
kepler:8297895,291.12009,44.281269
kepler:8300688,292.16489,44.2561
kepler:8302223,292.77524,44.211819
kepler:8302555,292.89917,44.202801
kepler:8307824,294.72958,44.296539
kepler:8311074,295.75381,44.29068
kepler:8313532,296.50793,44.261829
kepler:8314902,296.89697,44.233971
kepler:8316096,297.20035,44.216919
kepler:8316766,297.36169,44.247879
kepler:8321490,298.49765,44.206108
kepler:8325962,299.69254,44.25156
kepler:8326663,299.8696,44.295738
kepler:8329696,300.78775,44.254299
kepler:8331561,301.26315,44.288189
kepler:8331570,301.2659,44.28587
kepler:8332007,301.39832,44.226238
kepler:8343785,281.14133,44.39304
kepler:8348611,283.94171,44.369621
kepler:8350393,284.91296,44.359798
kepler:8352774,286.24509,44.319019
kepler:8355911,287.90286,44.375011
kepler:8358012,288.96942,44.359009
kepler:8359398,289.56564,44.376419
kepler:8362030,290.51489,44.308758
kepler:8364437,291.3927,44.379391
kepler:8365058,291.63162,44.379162
kepler:8365196,291.68185,44.38636
kepler:8367064,292.40979,44.313999
kepler:8373723,294.74518,44.315529
kepler:8374235,294.91046,44.353748
kepler:8374627,295.04034,44.35603
kepler:8374767,295.08347,44.30722
kepler:8376893,295.76324,44.398281
kepler:8377619,295.98859,44.318939
kepler:8377620,295.98914,44.387199
kepler:8378726,296.31277,44.301079
kepler:8378945,296.37866,44.34621
kepler:8381234,297.0267,44.300713
kepler:8381372,297.06039,44.321308
kepler:8394931,300.59128,44.368771
kepler:8396113,301.00085,44.32729
kepler:8396234,301.03473,44.354622
kepler:8396385,301.08075,44.389912
kepler:8408819,280.95987,44.412861
kepler:8408875,280.98773,44.440067
kepler:8409191,281.22488,44.426731
kepler:8410234,281.9122,44.446369
kepler:8410368,282.00391,44.430962
kepler:8411503,282.63815,44.421822
kepler:8414250,284.17709,44.426842
kepler:8414845,284.49225,44.4286
kepler:8415004,284.56876,44.424389
kepler:8415404,284.79156,44.4897
kepler:8416220,285.24026,44.474419
kepler:8416293,285.28534,44.43261
kepler:8416788,285.54193,44.492981
kepler:8416925,285.6221,44.471191
kepler:8416992,285.65775,44.466789
kepler:8417053,285.68817,44.483551
kepler:8417719,286.05713,44.467949
kepler:8417863,286.13947,44.463566
kepler:8418131,286.29062,44.459782
kepler:8421129,287.86316,44.40477
kepler:8423202,288.89594,44.491585
kepler:8423343,288.96817,44.42757
kepler:8424002,289.27451,44.470322
kepler:8424356,289.40286,44.431889
kepler:8424593,289.48221,44.413799
kepler:8425175,289.69809,44.49799
kepler:8426330,290.15558,44.495319
kepler:8428314,290.90454,44.41534
kepler:8429170,291.21939,44.471478
kepler:8429280,291.25839,44.497452
kepler:8430837,291.82809,44.482006
kepler:8431229,291.98721,44.474258
kepler:8431466,292.07761,44.462292
kepler:8432188,292.36322,44.407612
kepler:8442604,295.98987,44.406696
kepler:8442720,296.02863,44.444691
kepler:8444293,296.5318,44.431419
kepler:8447096,297.29691,44.41151
kepler:8451868,298.47681,44.415043
kepler:8451881,298.47916,44.414898
kepler:8454353,299.09958,44.491638
kepler:8456954,299.76642,44.43697
kepler:8457330,299.86542,44.426449
kepler:8462852,301.56439,44.456875
kepler:8474191,281.28592,44.560192
kepler:8474573,281.56134,44.5411
kepler:8479655,284.43018,44.598839
kepler:8480296,284.79086,44.513111
kepler:8480978,285.21295,44.542061
kepler:8481420,285.47116,44.517406
kepler:8482482,286.09891,44.50272
kepler:8482565,286.14673,44.55196
kepler:8487242,288.64874,44.567322
kepler:8487271,288.66251,44.572063
kepler:8487307,288.68341,44.551079
kepler:8489855,289.8078,44.586239
kepler:8491152,290.31534,44.591221
kepler:8491219,290.33725,44.553692
kepler:8491470,290.42477,44.596581
kepler:8491479,290.42688,44.548519
kepler:8491619,290.47449,44.547989
kepler:8493421,291.12466,44.564499
kepler:8494510,291.53552,44.575119
kepler:8505485,295.52148,44.50079
kepler:8506727,295.92441,44.555119
kepler:8507979,296.30948,44.574871
kepler:8515505,298.29782,44.549381
kepler:8515775,298.36566,44.515862
kepler:8516252,298.4924,44.565514
kepler:8517433,298.78268,44.57465
kepler:8522430,300.10223,44.547222
kepler:8525024,300.8089,44.507599
kepler:8525265,300.89114,44.515488
kepler:8525805,301.12125,44.59137
kepler:8538820,281.38852,44.679218
kepler:8540644,282.53445,44.653519
kepler:8543324,283.96927,44.675758
kepler:8546579,285.76694,44.65461
kepler:8546792,285.8847,44.62191
kepler:8547383,286.20526,44.62862
kepler:8547842,286.45459,44.686241
kepler:8554218,289.62079,44.61998
kepler:8554366,289.68646,44.658058
kepler:8554570,289.77505,44.694878
kepler:8554752,289.85339,44.645329
kepler:8560364,291.93689,44.654789
kepler:8561063,292.21906,44.61916
kepler:8564441,293.58585,44.633862
kepler:8565204,293.86096,44.621761
kepler:8565683,294.02887,44.64201
kepler:8565900,294.10526,44.615269
kepler:8566072,294.185,44.68037
kepler:8570781,295.76392,44.699871
kepler:8571004,295.83862,44.665699
kepler:8571575,296.0202,44.609627
kepler:8572066,296.17841,44.634708
kepler:8572186,296.21085,44.689465
kepler:8572338,296.25974,44.613689
kepler:8572749,296.37573,44.606098
kepler:8580320,298.35605,44.602139
kepler:8581232,298.57599,44.683788
kepler:8581480,298.63721,44.676441
kepler:8583756,299.23801,44.663132
kepler:8584439,299.40781,44.635071
kepler:8585000,299.55737,44.697681
kepler:8588377,300.439,44.663319
kepler:8589530,300.72803,44.61256
kepler:8590762,301.15848,44.619041
kepler:8604020,281.66672,44.791721
kepler:8604575,281.99442,44.70406
kepler:8604805,282.12823,44.701988
kepler:8607728,283.74136,44.793072
kepler:8609289,284.60391,44.780613
kepler:8610168,285.10251,44.76437
kepler:8610178,285.10675,44.780819
kepler:8610368,285.2225,44.726131
kepler:8611043,285.60672,44.7565
kepler:8611876,286.04446,44.71751
kepler:8612350,286.31668,44.74794
kepler:8613466,286.92978,44.7234
kepler:8617530,289.04041,44.756531
kepler:8620757,290.33994,44.710369
kepler:8621739,290.67868,44.736359
kepler:8621781,290.69626,44.713249
kepler:8621906,290.74823,44.768009
kepler:8621939,290.76062,44.726681
kepler:8624914,291.82336,44.77972
kepler:8629244,293.55005,44.77026
kepler:8629899,293.79019,44.744678
kepler:8636046,295.85623,44.74102
kepler:8637472,296.27597,44.78989
kepler:8640107,297.05087,44.744751
kepler:8643814,297.97025,44.711559
kepler:8644565,298.14468,44.703739
kepler:8651471,299.9827,44.713299
kepler:8653039,300.40445,44.72234
kepler:8653134,300.431,44.751015
kepler:8655810,301.25137,44.763168
kepler:8656342,301.44492,44.793221
kepler:8672278,283.64731,44.822041
kepler:8673358,284.2149,44.80452
kepler:8677354,286.48465,44.891781
kepler:8677474,286.55441,44.840431
kepler:8678457,287.10022,44.857929
kepler:8680857,288.39072,44.827251
kepler:8681527,288.72076,44.858311
kepler:8681817,288.87762,44.82917
kepler:8683524,289.65787,44.801056
kepler:8684335,289.98135,44.89838
kepler:8684543,290.05649,44.853989
kepler:8685222,290.31628,44.83408
kepler:8686086,290.62277,44.858479
kepler:8687609,291.21817,44.855141
kepler:8689606,291.94153,44.86348
kepler:8693017,293.32834,44.889278
kepler:8694559,293.90848,44.852589
kepler:8695402,294.19894,44.854973
kepler:8695661,294.29276,44.836151
kepler:8696263,294.48795,44.891418
kepler:8702229,296.45743,44.871822
kepler:8702424,296.51392,44.854309
kepler:8713822,299.50635,44.872681
kepler:8733469,281.99088,44.927341
kepler:8733902,282.25452,44.947578
kepler:8736900,283.80045,44.978771
kepler:8737443,284.07449,44.96088
kepler:8737789,284.27969,44.90662
kepler:8737933,284.35461,44.968391
kepler:8740195,285.6235,44.966789
kepler:8742301,286.80545,44.926769
kepler:8742449,286.88821,44.96563
kepler:8742591,286.96695,44.90073
kepler:8745556,288.51578,44.936611
kepler:8747865,289.60779,44.907299
kepler:8748280,289.79453,44.954124
kepler:8749147,290.14105,44.91898
kepler:8749193,290.16278,44.984772
kepler:8749284,290.19797,44.924999
kepler:8749769,290.38281,44.986542
kepler:8750934,290.81467,44.979221
kepler:8753023,291.61838,44.99176
kepler:8759594,294.17908,44.993729
kepler:8760121,294.36496,44.904659
kepler:8760596,294.53876,44.901119
kepler:8761064,294.70047,44.970139
kepler:8766918,296.6347,44.990921
kepler:8767105,296.69608,44.96944
kepler:8767669,296.84958,44.99659
kepler:8772427,298.06076,44.91782
kepler:8776565,299.11832,44.916458
kepler:8776850,299.20325,44.968288
kepler:8781452,300.45908,44.984169
kepler:8784000,301.20386,44.978149
kepler:8784119,301.2413,44.9991
kepler:8802001,283.82614,45.069889
kepler:8802340,283.97745,45.046791
kepler:8802624,284.14059,45.029381
kepler:8803071,284.38477,45.000309
kepler:8803185,284.4447,45.022968
kepler:8803643,284.66263,45.087021
kepler:8804334,285.06393,45.075413
kepler:8806779,286.39453,45.0602
kepler:8807085,286.56927,45.045078
kepler:8807422,286.76294,45.040382
kepler:8811811,288.98819,45.02433
kepler:8812192,289.17722,45.089188
kepler:8812627,289.3782,45.097061
kepler:8813625,289.85135,45.054379
kepler:8813788,289.92236,45.091911
kepler:8814775,290.27902,45.093658
kepler:8814972,290.34372,45.033909
kepler:8816832,291.05164,45.007729
kepler:8817358,291.24063,45.04319
kepler:8817885,291.4523,45.016891
kepler:8822421,293.24701,45.056461
kepler:8822612,293.31415,45.026779
kepler:8825043,294.2168,45.016266
kepler:8825177,294.25916,45.07719
kepler:8831687,296.5228,45.04327
kepler:8832676,296.79715,45.027962
kepler:8836388,297.77655,45.08461
kepler:8836921,297.91455,45.072021
kepler:8837452,298.03253,45.032879
kepler:8842164,299.3092,45.098969
kepler:8843859,299.81024,45.06189
kepler:8847040,300.69809,45.03352
kepler:8847759,300.89075,45.071869
kepler:8848528,301.11838,45.050522
kepler:8867218,283.67273,45.192612
kepler:8867609,283.8645,45.15976
kepler:8869507,284.79742,45.139481
kepler:8869922,285.02353,45.118362
kepler:8872565,286.32248,45.120888
kepler:8873448,286.74756,45.158051
kepler:8873450,286.74857,45.158741
kepler:8879976,289.76709,45.180031
kepler:8880526,290.00003,45.139339
kepler:8881146,290.20673,45.131729
kepler:8881244,290.23877,45.141449
kepler:8881388,290.29193,45.172184
kepler:8881943,290.48392,45.186508
kepler:8885419,291.75275,45.126221
kepler:8888680,292.98477,45.199871
kepler:8889581,293.2952,45.174679
kepler:8889584,293.29767,45.166328
kepler:8890528,293.65488,45.185963
kepler:8891292,293.9184,45.191849
kepler:8892124,294.17874,45.151299
kepler:8894773,295.03842,45.144741
kepler:8904589,297.91678,45.176281
kepler:8909598,299.28467,45.141457
kepler:8909758,299.33044,45.165298
kepler:8909833,299.34995,45.160809
kepler:8915957,301.11755,45.197552
kepler:8933532,283.08691,45.261879
kepler:8935140,283.88187,45.263142
kepler:8935644,284.13412,45.22324
kepler:8935655,284.13925,45.230042
kepler:8935942,284.27579,45.269489
kepler:8936408,284.49756,45.28307
kepler:8938801,285.74289,45.270828
kepler:8946267,289.3334,45.242641
kepler:8947255,289.76758,45.26363
kepler:8951096,291.16071,45.20573
kepler:8956025,292.98102,45.24966
kepler:8957023,293.35226,45.25127
kepler:8957218,293.41809,45.275242
kepler:8958942,294.00967,45.218048
kepler:8959087,294.05173,45.282959
kepler:8959288,294.1026,45.270611
kepler:8959478,294.15662,45.29752
kepler:8960932,294.59576,45.27132
kepler:8961162,294.6741,45.240582
kepler:8973931,298.07074,45.203331
kepler:8975574,298.45322,45.29731
kepler:8977176,298.87738,45.203979
kepler:8977559,298.97876,45.27562
kepler:8977910,299.08496,45.201382
kepler:9001619,282.84677,45.37273
kepler:9002074,283.08624,45.320438
kepler:9006264,285.25415,45.377464
kepler:9006474,285.36023,45.37394
kepler:9009514,286.74384,45.374279
kepler:9011963,287.87357,45.310959
kepler:9017693,290.26477,45.388939
kepler:9018449,290.53046,45.379669
kepler:9019435,290.90784,45.301701
kepler:9020073,291.14581,45.39695
kepler:9022001,291.82712,45.378342
kepler:9022106,291.85934,45.36554
kepler:9028977,294.31235,45.358452
kepler:9029375,294.43878,45.317871
kepler:9029518,294.48663,45.374649
kepler:9030716,294.88739,45.303902
kepler:9030812,294.92117,45.368938
kepler:9032388,295.42575,45.372311
kepler:9033543,295.7804,45.302719
kepler:9040983,297.633,45.355282
kepler:9045611,298.67072,45.319172
kepler:9048032,299.35928,45.347424
kepler:9048551,299.50479,45.30167
kepler:9048949,299.60757,45.390701
kepler:9048976,299.61603,45.314259
kepler:9049540,299.77509,45.304829
kepler:9050543,300.04105,45.31493
kepler:9051905,300.40125,45.350979
kepler:9053655,300.88049,45.34956
kepler:9075109,285.20853,45.434158
kepler:9076772,286.17529,45.458599
kepler:9077192,286.39523,45.446388
kepler:9077256,286.43442,45.48143
kepler:9077376,286.49481,45.479031
kepler:9080928,288.45023,45.494862
kepler:9084222,290.04889,45.440289
kepler:9084820,290.29919,45.422253
kepler:9088058,291.53165,45.466702
kepler:9090909,292.63348,45.46685
kepler:9091929,292.99527,45.478161
kepler:9093349,293.49631,45.47234
kepler:9093763,293.6376,45.459259
kepler:9094521,293.90424,45.459591
kepler:9095110,294.0976,45.403111
kepler:9099624,295.50726,45.498959
kepler:9101620,296.09943,45.462059
kepler:9114508,299.53513,45.44186
kepler:9116222,300.00839,45.46685
kepler:9117123,300.24493,45.498039
kepler:9117167,300.2572,45.49939
kepler:9119108,300.79367,45.457539
kepler:9138452,283.71716,45.505493
kepler:9138848,283.93741,45.560638
kepler:9139163,284.09222,45.507019
kepler:9141747,285.55487,45.568371
kepler:9142714,286.04276,45.511211
kepler:9142773,286.07739,45.55304
kepler:9146690,288.26566,45.59864
kepler:9149802,289.8642,45.550751
kepler:9149986,289.93808,45.54884
kepler:9150539,290.17706,45.501461
kepler:9150898,290.32166,45.594509
kepler:9150921,290.33386,45.551128
kepler:9152039,290.79263,45.597931
kepler:9152469,290.96597,45.530201
kepler:9153754,291.46069,45.539322
kepler:9158589,293.42358,45.553879
kepler:9159119,293.62564,45.543522
kepler:9162264,294.72726,45.568432
kepler:9163591,295.25046,45.562511
kepler:9166044,296.12408,45.549519
kepler:9173365,298.19934,45.57658
kepler:9173604,298.25998,45.571159
kepler:9175009,298.62292,45.524609
kepler:9179906,300.01614,45.52792
kepler:9180393,300.15115,45.539619
kepler:9181091,300.33453,45.537682
kepler:9182941,300.81656,45.57449
kepler:9201463,283.1409,45.642773
kepler:9203478,284.30313,45.632832
kepler:9203794,284.5079,45.617279
kepler:9204387,284.82751,45.688568
kepler:9205855,285.64502,45.651459
kepler:9205876,285.65482,45.689941
kepler:9206046,285.75232,45.635571
kepler:9207124,286.36124,45.642361
kepler:9209982,288.01135,45.673759
kepler:9214598,290.33847,45.68084
kepler:9215841,290.8653,45.665371
kepler:9216367,291.08694,45.65464
kepler:9220002,292.55725,45.63517
kepler:9220341,292.68094,45.662659
kepler:9222296,293.44217,45.641811
kepler:9224372,294.21002,45.643608
kepler:9224698,294.32419,45.65102
kepler:9225829,294.73056,45.67421
kepler:9226387,294.93314,45.669991
kepler:9228927,295.82574,45.683899
kepler:9229798,296.12753,45.62067
kepler:9230350,296.30075,45.697418
kepler:9230422,296.32147,45.600609
kepler:9237305,298.24847,45.66745
kepler:9238899,298.69031,45.682911
kepler:9239775,298.93506,45.68409
kepler:9244171,300.24307,45.661491
kepler:9267818,285.11539,45.78503
kepler:9267997,285.22391,45.709293
kepler:9268205,285.35611,45.725101
kepler:9268249,285.38754,45.74826
kepler:9268481,285.51544,45.73521
kepler:9268902,285.75595,45.73101
kepler:9269082,285.84348,45.78051
kepler:9269566,286.12909,45.70076
kepler:9269688,286.21457,45.727859
kepler:9272100,287.64542,45.712311
kepler:9273730,288.58936,45.72065
kepler:9273791,288.62677,45.753166
kepler:9273855,288.65833,45.711979
kepler:9279846,291.42874,45.761929
kepler:9283572,292.93674,45.73978
kepler:9284184,293.20178,45.703819
kepler:9284819,293.44943,45.777321
kepler:9286118,293.94821,45.77433
kepler:9287605,294.45761,45.77998
kepler:9287643,294.47525,45.784981
kepler:9288391,294.77466,45.724926
kepler:9290677,295.59839,45.795898
kepler:9291554,295.88641,45.704201
kepler:9305231,299.91675,45.76202
kepler:9305357,299.95602,45.797161
kepler:9327921,284.46194,45.88493
kepler:9328653,284.86234,45.812401
kepler:9330256,285.84448,45.814049
kepler:9333505,287.74448,45.84354
kepler:9335198,288.62982,45.864529
kepler:9335306,288.68433,45.838211
kepler:9335973,289.02582,45.815399
kepler:9340291,290.99817,45.820438
kepler:9340503,291.08438,45.89838
kepler:9346063,293.30957,45.810371
kepler:9346592,293.51843,45.814209
kepler:9347979,294.05124,45.883308
kepler:9349698,294.67471,45.865189
kepler:9350552,294.96793,45.80201
kepler:9351620,295.35995,45.854141
kepler:9368681,300.47021,45.850731
kepler:9385959,282.08548,45.928661
kepler:9392121,285.76398,45.979099
kepler:9392349,285.87488,45.98
kepler:9392583,285.99536,45.95911
kepler:9394605,287.15613,45.979259
kepler:9395205,287.50659,45.95303
kepler:9396972,288.54385,45.996861
kepler:9398382,289.3215,45.963371
kepler:9401856,290.92902,45.935398
kepler:9402117,291.0358,45.912971
kepler:9405969,292.60651,45.90321
kepler:9406659,292.87332,45.932556
kepler:9407581,293.26489,45.948689
kepler:9407907,293.39441,45.981461
kepler:9408035,293.44308,45.909039
kepler:9408484,293.60657,45.972591
kepler:9408786,293.72452,45.996929
kepler:9409053,293.82913,45.984207
kepler:9409238,293.90701,45.95158
kepler:9410279,294.29306,45.90099
kepler:9410888,294.49841,45.991829
kepler:9410906,294.50546,45.945911
kepler:9412514,295.14035,45.922581
kepler:9413885,295.62433,45.904739
kepler:9414097,295.69394,45.994419
kepler:9418483,297.1377,45.917488
kepler:9418692,297.20212,45.971088
kepler:9419002,297.28763,45.988468
kepler:9425107,298.98276,45.910561
kepler:9425635,299.14917,45.912701
kepler:9426508,299.41321,45.905071
kepler:9427378,299.66882,45.952728
kepler:9428095,299.90762,45.934662
kepler:9446742,282.13,46.03241
kepler:9450669,284.56384,46.05357
kepler:9453011,285.90262,46.087982
kepler:9455103,287.12912,46.068691
kepler:9456920,288.15128,46.059059
kepler:9457145,288.28046,46.012329
kepler:9459362,289.44366,46.036991
kepler:9466312,292.42706,46.048038
kepler:9468023,293.11234,46.076962
kepler:9468935,293.46643,46.051849
kepler:9468966,293.47897,46.083641
kepler:9470720,294.1362,46.097832
kepler:9471538,294.41776,46.093208
kepler:9471843,294.51624,46.03009
kepler:9472375,294.70755,46.084499
kepler:9474589,295.4975,46.017979
kepler:9475845,295.92755,46.04916
kepler:9479539,297.1322,46.05344
kepler:9481160,297.57837,46.001354
kepler:9487994,299.4556,46.048191
kepler:9488191,299.51331,46.01709
