star,channels,n_channels,ra,dec,phot_g_mean_mag,bp_rp,ruwe,abs_b,ipd_frac_multi_peak,non_single_star,systematics,main_id,otype,families,trace_verdict,in_groups
gaia:4685480226663761408,"ignition(score=1.48,pct=0.0444); cenotaph(score=2.62,pct=0.0098)",2,12.48079393767349,-74.57611808405336,12.991898536682129,1.5002622604370117,1.1475166082382202,42.55173223754143,1.0,0.0,,UCAC4 078-000969,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:4756986999746124544,"ignition(score=1.64,pct=0.0326); cenotaph(score=1.78,pct=0.0402)",2,83.7837033886611,-64.1166218181707,10.7620267868042,0.6779842376708984,0.80721116065979,32.494302360113764,0.0,0.0,,TOI-2392,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:503597495418747136,"ignition(score=1.68,pct=0.0300); cenotaph(score=2.01,pct=0.0271)",2,75.07020643031343,75.14906323358856,11.336297035217285,0.7386274337768555,0.9978554844856262,19.53624456533499,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:5039123573202803712,"ignition(score=1.55,pct=0.0384); cenotaph(score=2.09,pct=0.0237)",2,25.849251874465534,-23.75848764475376,11.389593124389648,0.7967748641967773,1.114192008972168,77.8028689045387,0.0,0.0,,TYC 6429-1644-1,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:5054191929089183104,"ignition(score=1.42,pct=0.0487); cenotaph(score=1.76,pct=0.0418)",2,49.25274421273316,-33.78853195130469,12.043140411376953,1.0453319549560547,0.9181110262870789,58.101939810007934,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:5054211655875867008,"ignition(score=1.93,pct=0.0183); cenotaph(score=1.66,pct=0.0493)",2,49.90671809484292,-33.50162397951784,11.923320770263672,1.8177928924560547,1.1364960670471191,57.56619498330641,0.0,0.0,,UCAC3 113-7494,PM*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:506222025490304,"ignition(score=1.97,pct=0.0170); cenotaph(score=2.42,pct=0.0138)",2,44.73840184795111,1.7715374927678271,10.418665885925293,0.6677017211914062,1.1149022579193115,47.841421127452186,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:5075629249031146112,"ignition(score=2.57,pct=0.0049); cenotaph(score=1.85,pct=0.0357)",2,41.83809838390435,-26.79804148574399,10.686482429504395,0.7605657577514648,1.0849195718765259,64.22708212572716,0.0,0.0,,CD-27   982,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:5186787778654480128,"ignition(score=1.73,pct=0.0274); cenotaph(score=2.02,pct=0.0266)",2,46.14589815986656,-2.455666110935834,10.901187896728516,1.4457597732543945,1.1058911085128784,49.71418126796594,0.0,0.0,,StKM 1-340,PM*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:5279802197464067200,"tailings(score=2.27,pct=0.4155); ignition(score=1.71,pct=0.0285); cenotaph(score=1.85,pct=0.0355)",3,94.837967,-69.025246,11.962489128112793,1.0753469467163086,0.8835180997848511,28.048923568903977,0.0,0.0,,UCAC4 105-016927,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:5401456085266038400,"ignition(score=1.44,pct=0.0475); cenotaph(score=1.75,pct=0.0428)",2,164.10642760473914,-34.91441560228755,12.04842472076416,0.8464546203613281,0.842415988445282,22.26127486940695,0.0,0.0,,TYC 7207-1300-1,PM*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:5492533306320106496,"ignition(score=1.43,pct=0.0478); cenotaph(score=1.73,pct=0.0436)",2,112.52104373312496,-52.5407705090654,11.044103622436523,0.8120307922363281,0.9182735681533813,15.73035209916446,0.0,0.0,,TYC 8551-84-1,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:551758509895938048,"ignition(score=1.6,pct=0.0355); cenotaph(score=1.7,pct=0.0465)",2,74.53311740177703,76.28269300312071,10.779126167297363,0.71551513671875,0.9823353886604309,20.04993212865991,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:552872212095551104,"ignition(score=1.41,pct=0.0498); cenotaph(score=1.87,pct=0.0347)",2,72.26822130569478,77.51237567908179,11.400891304016113,0.93426513671875,0.9370225071907043,20.31989683345957,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:566507079695619456,"ignition(score=2.01,pct=0.0157); cenotaph(score=2.24,pct=0.0187)",2,14.091540755522086,81.03897586093136,12.064621925354004,0.9115276336669922,1.0554629564285278,18.16916092752442,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:5740989227291625728,"ignition(score=1.53,pct=0.0396); cenotaph(score=1.68,pct=0.0477)",2,141.80241777614327,-10.42473455623461,11.044921875,0.8412704467773438,0.8627638816833496,27.8823404587935,0.0,0.0,,UCAC4 398-047515,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:5744329608041153408,"ignition(score=1.68,pct=0.0302); cenotaph(score=1.74,pct=0.0429)",2,137.4830517197657,-7.474047972110196,11.69045352935791,0.9205513000488281,1.1085549592971802,26.235786991204197,0.0,0.0,,TYC 4891-87-1,PM*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:5745798972187000832,"ignition(score=1.52,pct=0.0409); cenotaph(score=2.06,pct=0.0250)",2,138.97155736733683,-7.129047707591899,11.32663345336914,0.8076534271240234,0.9551225304603577,27.63805889301635,4.0,0.0,ipd_frac_multi_peak>2 (resolved double in the IPD),TYC 4892-64-1,PM*,,SYSTEMATIC:ipd_frac_multi_peak>2 (resolved double in the IPD),cenotaph+ignition@0.05
gaia:577248659759735680,"ignition(score=2.22,pct=0.0099); cenotaph(score=2.17,pct=0.0208)",2,136.89785267009938,2.379995086731657,12.283821105957031,1.273336410522461,1.0686603784561157,31.109473617724483,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:5777236243012456832,"ignition(score=1.52,pct=0.0406); cenotaph(score=2.16,pct=0.0212)",2,253.5807903457528,-78.07096365213145,10.554621696472168,0.6957321166992188,0.8696531057357788,20.865116135540987,0.0,0.0,,TYC 9447-2413-1,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6121406609687265280,"ignition(score=2.14,pct=0.0118); cenotaph(score=2.63,pct=0.0097)",2,212.47460638085877,-35.132788564352175,12.893685340881348,1.2561511993408203,1.0769929885864258,25.03715981018727,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6123505199428253440,"ignition(score=1.48,pct=0.0442); cenotaph(score=1.79,pct=0.0396)",2,214.63895634465024,-33.03811462507788,10.108848571777344,0.6988677978515625,1.070298194885254,26.373884051005135,0.0,0.0,,CD-32 10007,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:614516881261197568,"ignition(score=1.93,pct=0.0184); cenotaph(score=1.79,pct=0.0397)",2,145.779436305846,13.29571747271894,11.177536010742188,0.8759260177612305,1.3400012254714966,44.00184212491716,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:616052722910630272,"ignition(score=2.88,pct=0.0027); cenotaph(score=2.02,pct=0.0270)",2,148.93655418414988,14.397518277256085,10.962103843688965,0.7276515960693359,0.8312590718269348,47.24657921295914,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6208380315910605568,"ignition(score=1.43,pct=0.0479); cenotaph(score=2.15,pct=0.0215)",2,234.0977951506048,-31.688858419261305,10.623943328857422,0.8069057464599609,0.8533836007118225,19.265192477115175,0.0,0.0,,TYC 7327-1618-1,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6240385484488252416,"ignition(score=1.62,pct=0.0336); cenotaph(score=1.89,pct=0.0331)",2,237.40837299266573,-22.654712915664405,13.122332572937012,1.3811454772949219,1.17454195022583,24.1847584457293,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6264299656232111104,"ignition(score=1.54,pct=0.0389); cenotaph(score=2.14,pct=0.0217)",2,238.0294261288656,-13.38847618321021,12.809741973876953,0.9491672515869141,1.061710000038147,30.31878305332696,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:629896781190483456,"ignition(score=1.48,pct=0.0442); cenotaph(score=2.19,pct=0.0203)",2,149.9311261664407,22.79534951229053,11.666142463684082,0.91192626953125,0.9702484011650085,51.02527964185375,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6331648557359127680,"ignition(score=1.78,pct=0.0245); cenotaph(score=1.72,pct=0.0450)",2,220.2628971507311,-6.3542314345500674,11.163406372070312,0.9002933502197266,1.005617618560791,47.29037203046013,0.0,0.0,,TYC 4997-328-1,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6357870908954790400,"ignition(score=1.46,pct=0.0458); cenotaph(score=2.13,pct=0.0224)",2,337.04313344492346,-74.62649329265962,12.197930335998535,0.8433561325073242,0.881105899810791,39.123563902298024,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6362860771894283776,"ignition(score=1.64,pct=0.0327); cenotaph(score=2.08,pct=0.0244)",2,296.3199005837541,-77.9579355085601,11.660890579223633,0.8529319763183594,0.9324021339416504,29.2860882214637,23.0,0.0,ipd_frac_multi_peak>2 (resolved double in the IPD),TYC 9463-991-1,*,,SYSTEMATIC:ipd_frac_multi_peak>2 (resolved double in the IPD),cenotaph+ignition@0.05
gaia:6368347850314538752,"ignition(score=2.13,pct=0.0122); cenotaph(score=1.9,pct=0.0327); cradle(score=-inf,pct=26.0039)",3,318.5737947405028,-76.46383313486751,9.355474472045898,0.6663475036621094,0.9476452469825745,34.39654800397272,0.0,0.0,,HD 201190,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6383159401516027392,"tailings(score=2.23,pct=0.4309); ignition(score=1.99,pct=0.0162); cenotaph(score=1.98,pct=0.0287)",3,333.9560546875,-72.06233215332031,12.254551887512207,0.8169364929199219,0.9300411343574524,40.32525755185444,0.0,0.0,,UCAC4 090-075015,PM*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6411488357260638464,"ignition(score=1.54,pct=0.0389); cenotaph(score=2.04,pct=0.0258)",2,334.6468179684326,-58.06410833643168,11.887651443481445,0.9461746215820312,1.2635210752487183,49.188629542455935,0.0,0.0,,TYC 8828-537-1,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6425451021063449600,"ignition(score=1.87,pct=0.0206); cenotaph(score=1.79,pct=0.0395)",2,311.9953069631109,-65.75067840260249,11.757826805114746,0.7726154327392578,1.3265897035598755,36.42133147672546,0.0,0.0,,TYC 9112-1543-1,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6431707517105194112,"ignition(score=1.67,pct=0.0304); cenotaph(score=1.69,pct=0.0470)",2,277.64380412612064,-70.65417691884406,12.884069442749023,1.2463874816894531,0.9539421200752258,23.79316646337052,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6447550380147254528,"ignition(score=1.68,pct=0.0299); cenotaph(score=2.45,pct=0.0130)",2,300.04383906038385,-58.13707650153413,11.170376777648926,0.76025390625,0.8709079623222351,31.740889156367324,0.0,0.0,,TYC 8788-1640-1,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6450627500877081600,"ignition(score=1.84,pct=0.0219); cenotaph(score=1.66,pct=0.0493)",2,312.0727538304621,-63.23211812951261,10.005623817443848,0.685481071472168,0.8747093677520752,37.06709618951474,0.0,0.0,,HD 197634,PM*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6450786174148749056,"ignition(score=2.03,pct=0.0149); cenotaph(score=1.92,pct=0.0318)",2,312.37652715250886,-62.63964373964747,12.929863929748535,1.006669044494629,0.9618551731109619,37.33644468147596,0.0,0.0,,UCAC4 137-175992,*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6475011743906022528,"tailings(score=3.3,pct=0.1762); ignition(score=2.09,pct=0.0133); cenotaph(score=1.72,pct=0.0447)",3,309.45538330078125,-50.266998291015625,12.280454635620117,0.8841276168823242,1.0724037885665894,37.2544102341586,0.0,0.0,,UCAC4 199-180329,PM*,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6526100933945494784,"ignition(score=1.83,pct=0.0227); cenotaph(score=1.95,pct=0.0305)",2,350.2183969733105,-49.44809041293015,10.666708946228027,0.6675338745117188,0.9827273488044739,61.70117506941935,19.0,0.0,ipd_frac_multi_peak>2 (resolved double in the IPD),CD-50 13949,*,,SYSTEMATIC:ipd_frac_multi_peak>2 (resolved double in the IPD),cenotaph+ignition@0.05
gaia:6602448096503264512,"ignition(score=1.47,pct=0.0446); cenotaph(score=2.17,pct=0.0210)",2,343.90232813401786,-34.3934647130556,12.551274299621582,0.9244699478149414,1.3313450813293457,64.17889663835358,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6645757657659909760,"tailings(score=2.35,pct=0.3838); ignition(score=1.52,pct=0.0409); cenotaph(score=2.38,pct=0.0146)",3,295.768798828125,-51.54194259643555,12.356857299804688,1.0158748626708984,0.9272575974464417,28.73280648060372,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6684338210711089024,"ignition(score=1.66,pct=0.0313); cenotaph(score=2.13,pct=0.0223)",2,298.9194896338641,-44.65007091418619,11.713075637817383,1.4854841232299805,1.0085440874099731,29.71003161427972,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6766181458238928640,"ignition(score=1.64,pct=0.0329); cenotaph(score=1.97,pct=0.0295)",2,292.32712903616886,-26.567065307072955,10.594561576843262,0.7368173599243164,0.8752284646034241,19.56485626052322,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6775994569451567872,"ignition(score=1.81,pct=0.0232); cenotaph(score=2.9,pct=0.0064)",2,317.71257616813404,-37.17070440183935,12.761879920959473,1.2583961486816406,1.0151265859603882,42.904483895904775,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6786610418639970304,"ignition(score=2.44,pct=0.0064); cenotaph(score=2.47,pct=0.0125)",2,324.2431483045584,-28.49152081864138,12.275593757629395,1.7741022109985352,1.162974238395691,47.275790768120935,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6850529191387407360,"ignition(score=1.72,pct=0.0275); cenotaph(score=1.76,pct=0.0415)",2,300.9353473061992,-24.93496183396725,11.76858139038086,0.8710489273071289,0.874855101108551,26.272434055513674,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6851667701319962112,"ignition(score=2.23,pct=0.0097); cenotaph(score=1.81,pct=0.0381)",2,300.97963195798724,-24.43010625164202,9.667336463928223,0.7724857330322266,0.8883526921272278,26.142199029827033,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:687810631310508544,"ignition(score=2.21,pct=0.0102); cenotaph(score=3.28,pct=0.0036,FLAG)",2,139.23510235996756,24.98508939040449,12.504106521606445,1.4031553268432617,1.2128159999847412,42.146984959028565,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:6903488990005376768,"ignition(score=1.5,pct=0.0419); cenotaph(score=2.77,pct=0.0078)",2,312.2633664220362,-9.065089015889267,12.992813110351562,1.3435983657836914,1.1586570739746094,30.22100407880371,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:706263185203666304,"ignition(score=1.48,pct=0.0438); cenotaph(score=2.01,pct=0.0272)",2,130.49163894660862,29.90421176520464,12.570234298706055,0.8708219528198242,1.0338138341903687,35.813287785642025,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:754308029406518400,"ignition(score=1.96,pct=0.0171); cenotaph(score=2.38,pct=0.0147)",2,154.1523957682124,38.00847306328837,11.334295272827148,0.7585153579711914,0.7880654335021973,55.8937265133012,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:7618142407346048,"ignition(score=2.22,pct=0.0099); cenotaph(score=1.69,pct=0.0473)",2,45.59984242142311,6.800237300130452,12.229251861572266,1.0410079956054688,0.9733939170837402,43.57765890735349,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:767236778616248320,"ignition(score=1.69,pct=0.0293); cenotaph(score=2.96,pct=0.0057)",2,172.5188909611176,39.31650860607456,12.75577449798584,0.965846061706543,0.936625599861145,69.15129520193258,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:780235376878167168,"tailings(score=1.18,pct=0.9273); ignition(score=1.95,pct=0.0174); cenotaph(score=1.86,pct=0.0351)",3,162.299859,43.087681,12.875388145446777,1.06573486328125,1.183552861213684,60.595665458314855,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:805032692683910144,"ignition(score=1.6,pct=0.0349); cenotaph(score=1.69,pct=0.0469)",2,153.4118646064803,40.64764175698991,12.456006050109863,1.5315732955932617,1.1193265914916992,54.93197164008494,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:818719486442056704,"ignition(score=1.69,pct=0.0295); cenotaph(score=4.25,pct=0.0009,FLAG)",2,140.68496614596734,44.96864844405337,12.703399658203125,0.9747896194458008,1.0626344680786133,45.10469205931688,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:829144127988277248,"tailings(score=1.08,pct=0.9533); ignition(score=1.67,pct=0.0309); cenotaph(score=2.21,pct=0.0195)",3,158.831164,44.256474,12.646824836730957,0.9555511474609375,0.9225937128067017,57.83249792810006,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:853052389853947904,"ignition(score=1.41,pct=0.0497); cenotaph(score=1.85,pct=0.0359)",2,156.0714619992464,55.765905967964095,11.67831802368164,0.7348852157592773,0.919511079788208,51.07417485541445,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:879349061562709632,"ignition(score=1.76,pct=0.0258); cenotaph(score=2.4,pct=0.0142)",2,113.74327707077344,28.975763279764195,10.297197341918945,0.6611194610595703,0.9340985417366028,21.586596493324187,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:88678125336798720,"ignition(score=1.49,pct=0.0433); cenotaph(score=3.66,pct=0.0020,FLAG)",2,40.14763943588544,21.6594618439152,11.115837097167969,0.884007453918457,0.9644449949264526,34.52730711027542,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:908719117380881408,"tailings(score=2.34,pct=0.3886); ignition(score=1.59,pct=0.0360); cenotaph(score=2.02,pct=0.0270)",3,122.581301,38.317249,12.025625228881836,0.87249755859375,1.3238366842269897,31.22181645818524,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:909714312842462720,"tailings(score=3.09,pct=0.2064); ignition(score=1.93,pct=0.0183); cenotaph(score=1.85,pct=0.0360)",3,123.460756,41.374905,11.234477996826172,0.7737846374511719,0.9535313844680786,32.43810620526472,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
gaia:949035180817927552,"tailings(score=1.22,pct=0.9122); ignition(score=1.61,pct=0.0347); cenotaph(score=2.42,pct=0.0138)",3,111.13253,42.49316,11.870275497436523,1.224905014038086,0.9819542765617371,23.731111602833003,0.0,0.0,,,,,UNEXPLAINED,cenotaph+ignition@0.05
