group,n,ra,dec,dist_pc,vtan_kms,source_ids
0,14,265.137367059372,57.38831357195392,54.07851478398257,22.83427754567301,"[1414760857209318528, 1418299497944257280, 1435460984668422784, 1418298742029999488, 1418749885395122688, 1418917694061771392, 1435686899947703552, 1436811970924990080, 1440518669436791296, 2149564787289902848, 1439526806868726144, 1631010158460327168, 2159690911424892672, 2124002172736996352]"
2,10,263.0026363175207,54.38392580513674,24.33294734579554,22.398104688092538,"[1416124285987232256, 1362295082910131200, 1412645602995521920, 1368236912466084352, 1422556635168141568, 1415665858357999360, 1416050859226670848, 1420972548150735744, 1439069444391326208, 2158285185808357504]"
3,8,259.7636642158577,53.44079971842041,76.21352428151843,29.369291762985284,"[1418735518728114560, 1419192816781936640, 1415615688844228224, 1418718308795145344, 1416539695224097536, 1417422942362426624, 1419194569128636800, 1432390254850383360]"
1,7,275.72649904922804,47.47156075363525,70.15617861974756,17.517395706014582,"[1349885513642697344, 1349919942100408448, 2121060532456394624, 2143787918839367808, 2119793929420734208, 2118352950713453824, 2122193373030643200]"
4,6,257.59531127896986,55.18776793879567,202.96491037496708,28.05366616849581,"[1432158154817688320, 1420349984050565376, 1420357714991734016, 1420314421721396608, 1432349194962866304, 1432202199706158336]"
5,6,274.5275023848556,55.88672204422277,85.05474506518766,47.430649044270474,"[1421431319377595136, 2146901220372712192, 2149826608496952064, 2154119308050437504, 2145706360470276992, 2152139190687051008]"
6,4,274.1610257310067,52.01743041451108,102.51115985436448,22.20485066787206,"[2124974244094442240, 2148480290868511360, 2116673824658311168, 2147750627464713088]"
7,4,279.45964497463143,61.01462515997075,112.70028502579683,28.41976518312211,"[2156503702094828288, 2156562659107944448, 2157180623299744128, 2157500993499556096]"
