n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,glint_max_brighten,glint_sigma,glint_events,glint_score,is_glint,resists_mundane,is_candidate,shared_epoch_frac
111,0.515550044889451,11,0.0990990990990991,1.8682380353994692,0.10003339531826738,0.09771205190609011,0.4125938728557473,2,0.009498298165828862,0.07572416211812916,1613209300008257,128.5187724,22.8125176,13.532645225524902,0.9833393096923828,2.3559209792530784,main_sequence,0.0013559364318910339,2.0392929562120923,0.009091881012571855,0.17216079177200075,False,0.347676452028417,24.420266330801947,2,0.5253467116178081,True,True,False,1.0
704,0.07680779680507899,4,0.005681818181818182,0.7178306173972383,0.33219095647873614,0.03484639048049387,0.3720266058738909,1,0.0,0.07315317191972315,617203300003422,126.96744625,22.90387775,16.003047943115234,1.0002365112304688,0.8224130665160695,main_sequence,0.0003522850557766147,0.38757895302113304,0.0024681687671534156,0.004319295342518477,False,4.166814384612649,168.14590832571471,1,0.9594429952625514,True,True,False,
176,0.46158012856031005,0,0.0,0.9018687597682031,0.10992339159258328,0.1423483121792689,0.25729550634621934,0,0.0,0.0,617203400016322,128.4627448,22.82774665,19.639371871948242,3.0183963775634766,6.088633136485187,main_sequence,-0.007844334925440408,0.47056551509695566,-0.04939136594174042,0.0,False,1.4884349937332693,7.842629131341124,2,0.597901721751215,True,True,False,1.0
123,0.03668905212856033,0,0.0,0.24045898232933632,0.4122859157216191,0.2180628368774187,0.2345811489367744,0,0.0,0.0,1613210300006721,126.7827266,22.9485664,16.07709503173828,1.2868022918701172,1.2909963301582004,main_sequence,0.0022013096057050202,3.1634838531383718,0.014760288166334453,0.03890921254215503,False,2.6484103576808495,135.7421406757423,1,0.969314375946946,True,True,False,
125,0.059273210067600224,3,0.024,0.3002793468796261,0.32513259619360624,0.3306750913077777,0.15490516688500566,0,0.015297435240887001,0.0,1613209300007325,128.75075,22.8839209,13.715686798095703,0.9343509674072266,1.904335424739222,main_sequence,0.004045275133581919,5.468178679989165,0.0271245239943095,0.24492221138917486,False,0.35162656857055286,25.113865674675335,1,0.5647827462891567,True,True,False,
