n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,glint_max_brighten,glint_sigma,glint_events,glint_score,is_glint,resists_mundane,is_candidate,shared_epoch_frac
700,0.24816777584455552,44,0.06285714285714286,0.9393048274373913,0.9972383864929001,0.061344984232730625,0.778220916171888,7,0.007791862852764256,0.24816777584455552,617203300017114,126.9146444,22.9498308,,,,unknown,-0.0009443756103219651,0.7709079999893353,-0.00661645547444436,0.0,False,0.23793733203810707,8.152127368700278,0,0.0,False,False,False,0.7727272727272727
701,0.27467420949932364,30,0.042796005706134094,1.0556525802929853,0.1483651882595259,0.035700736019271456,0.7526289340117978,4,0.0,0.27467420949932364,617203400003598,128.4884717,22.8374607,,,,unknown,0.003594728956746922,1.2752378277864023,0.02519509383232414,0.06492474753990057,False,0.13510333589104828,5.744420493863448,0,0.0,False,False,False,0.6666666666666666
693,0.2322231449365859,41,0.05916305916305916,1.0474473906241315,0.2571776689439757,0.044810813473672564,0.7494035993953462,4,0.0,0.22144564922872512,617203400003655,128.4077782,22.8308936,,,,unknown,0.0029344634021778045,1.3538211610771482,0.02056733890684465,0.05682617642031146,False,0.3236557177671713,8.985037068504395,1,0.3314024954956161,False,False,False,0.7674418604651163
698,0.21724096709808538,30,0.04297994269340974,1.0684158916651139,0.1348716204438371,0.02944184518976855,0.7252723999429763,3,0.0,0.21724096709808538,617203400003539,128.40957305,22.8427442,,,,unknown,0.002372515911322349,0.8383241283146345,0.016628725482141258,0.04993360292708053,False,0.27447311950942677,9.25485501969174,0,0.0,False,False,False,0.7272727272727273
682,0.25580403322650136,29,0.04252199413489736,0.8176021106486603,0.14008456980234013,0.02825602488505142,0.7215231925344846,3,0.0,0.20751992452527168,617203400003638,128.5323487,22.83244195,,,,unknown,0.0014390343174911092,0.5793515970074335,0.010086046846194968,0.01765058198084119,False,0.4934192326910056,11.905824438703394,4,0.33665334033888966,False,False,False,0.796875
692,0.4714065029249701,30,0.04335260115606936,0.9707471262337386,0.157589830301128,0.03102070090281079,0.7206937897291569,3,0.0,0.2358361374004596,617203400003191,128.38619584999998,22.88471945,18.57084083557129,1.024749755859375,0.13857508218115194,unknown,0.001637971493722795,0.49659380722912383,0.011480366327331019,0.08259064107282926,False,0.5933491756227862,16.612242349255954,2,0.5433107667827777,True,False,False,0.7
700,0.22548659994581122,30,0.04285714285714286,1.180326345203225,1.0698967370515848,0.02487345868507586,0.7033575431066709,2,0.0,0.22548659994581122,617203400003629,128.42027915,22.8333619,,,,unknown,0.002394563291568372,0.9548247178802036,0.016779984670438983,0.02936497317326822,False,0.12400706235935344,4.741067682139064,0,0.0,False,False,False,0.6
697,0.23690910446892333,21,0.03012912482065997,0.8489397169669834,0.33584263802223197,0.0312201338370022,0.6906339598488994,2,0.0,0.23690910446892333,617203300003010,126.9233574,22.9452011,,,,unknown,0.0018521168842485127,1.9264972381869865,0.012976257231251134,0.022708450154689485,False,0.2716305705623254,7.592506845257745,0,0.0,False,False,False,0.8260869565217391
594,0.30754157437237595,16,0.026936026936026935,0.9264242244673623,0.16643004105132692,0.034689400881517125,0.6895931797355449,2,0.0,0.30754157437237595,617203300003181,126.764642,22.9266926,,,,unknown,0.00019057962741250587,0.10540999211597231,0.0013627147217648724,0.0023847507630885265,False,0.47464227470602505,7.973153169930008,7,0.0,False,False,False,0.8956521739130435
122,0.29684196470538693,31,0.2540983606557377,1.4060019001266002,0.3301694135856676,0.3574551489557665,0.6882060373019313,8,0.016305844006311594,0.29684196470538693,1613209300016198,128.71526185,22.850969,,,,unknown,0.012645103089456338,2.3678971946879397,0.08478846793776602,0.30462981889109053,False,0.30380151095055075,9.225519261121397,1,0.2585125487866953,False,False,False,0.88
686,0.25420992406895426,23,0.033527696793002916,0.7582231755070249,0.6064073181203716,0.04057172121950927,0.6878284836341473,2,0.0,0.25420992406895426,617203400003457,128.4796946,22.85238045,,,,unknown,0.0034368415521375353,1.5385324070778321,0.024088500357243147,0.0421548756251755,False,0.4088054401326964,10.094801231064604,1,0.38665635719868147,False,False,False,0.9111111111111111
697,0.21479028548039691,32,0.04591104734576758,1.1301372683746187,0.14219812844520713,0.02816258335688151,0.6844848093721094,3,0.0,0.1802023595338368,617203400003726,128.5604506,22.821911,,,,unknown,0.0027162368572960535,0.8215900191328309,0.019037812485175287,0.03331617184905675,False,0.2744438913998277,8.453334871635406,0,0.0,False,False,False,0.7
693,0.2040724234305079,36,0.05194805194805195,1.0653497853901244,0.15988876112491152,0.03609570447191127,0.6828980402717965,3,0.0,0.18226724903968927,617203400003865,128.4811911,22.8026826,,,,unknown,0.0013186636065232228,0.4168023314266072,0.009240580602249521,0.01617101605393666,False,0.24678738662592403,7.3465074568782205,0,0.0,False,False,False,0.7272727272727273
344,0.1739428930283562,32,0.09302325581395349,1.0241725857462827,0.11459837404896456,0.06352196296798499,0.6811607411564651,5,0.010723416431841248,0.1739428930283562,617202300004514,128.7580772,22.830477,,,,unknown,0.0024867849883388696,4.201817284898634,0.017436405125593676,0.19877447637706427,False,0.09761946465458982,5.058293495206613,0,0.0,False,False,False,1.0
702,0.16341205928952407,38,0.05413105413105413,1.0289273849511824,12.378032129337965,0.03260437127585861,0.6800022655518771,5,0.0,0.15502114728127814,617203400003379,128.5365044,22.86240935,,,,unknown,0.002423088932715978,0.8905303577264966,0.01698317015765403,0.02972054777589455,False,0.13006561329278554,6.123981413973932,0,0.0,False,False,False,0.5
118,0.1967951245028503,7,0.059322033898305086,1.1996609678728756,0.3307280234005933,0.1456940227201523,0.661007066796121,2,0.0,0.1967951245028503,1613210300007022,126.76464815,22.9266982,,,,unknown,0.004173307131751672,1.565964028030057,0.027983031489084542,0.04897030510589795,False,0.3157652127830328,7.569160798094576,1,0.3185940078998607,False,False,False,0.9090909090909091
687,0.25500477701401647,26,0.03784570596797671,0.9570163220216947,0.1443306656967716,0.04255635990251962,0.6581576818680733,2,0.0,0.18717261316418932,617203400003377,128.4129101,22.8623988,,,,unknown,0.0028928431518079655,1.150265340238511,0.020271697938511572,0.05630880472572858,False,0.3857859695934618,9.88627753673398,3,0.29283634608239806,False,False,False,0.8301886792452831
612,0.34558538174917863,14,0.02287581699346405,0.7652140834015279,0.11326464927819595,0.042360966628369356,0.6572917100114892,1,0.0,0.34558538174917863,617203400003608,128.40755415,22.83630045,,,,unknown,0.0037944911733790274,1.2514837902807479,0.027152703255726322,0.047517230697521055,False,0.7619771823999326,12.37636087942345,5,0.0,False,False,False,0.9259259259259259
699,0.19743344798195506,25,0.0357653791130186,0.8592621251496145,0.13579565327414586,0.04022827006493705,0.6498509276561674,3,0.0,0.16996444500396257,617203300002857,126.7717689,22.9584723,,,,unknown,0.002018570635971074,1.440586190403934,0.014142447760134413,0.024749283580235218,False,0.3134246416835531,9.555213883742379,1,0.346076846117688,False,False,False,0.8
413,0.17216047089384034,22,0.053268765133171914,0.8119618566708058,0.1236099665770377,0.061755891961455686,0.6446860243270003,3,0.0012280918146448205,0.17216047089384034,617203300003357,126.7511729,22.907597,,,,unknown,-0.0005724964626258194,0.4490677058839981,-0.0040110071806590064,0.0,False,0.14762087664422618,6.810246096431052,0,0.0,False,False,False,0.6
122,0.2627479989294288,28,0.22950819672131148,1.0986539101959694,0.9792634205637568,0.34685637073106296,0.6435325860721614,6,0.026109912440092625,0.2627479989294288,1613209300007778,128.76208935,22.8475857,,,,unknown,0.016152693792631376,1.4749642457188026,0.10850711968706032,0.18988745945235555,False,0.3747654211791638,10.19667203184869,1,0.3120120582413142,False,False,False,0.8518518518518519
101,0.2608514657891189,5,0.04950495049504951,0.614308489010958,0.14134302355921546,0.1948752144170959,0.6415374356748712,2,0.0,0.2608514657891189,1613210300015819,126.7152762,22.9113492,19.89950942993164,0.9792556762695312,-0.8621937395509085,unknown,-0.018274660634624934,3.211194869477859,-0.1225362096829094,0.0,False,1.0280637385346445,16.62469375094935,2,0.7149959166793247,True,False,False,0.96
112,0.2724820652571509,4,0.03571428571428571,0.9401352615083077,0.5071901130910911,0.1613643706139379,0.6215906888158186,1,0.0,0.2434383834308259,1613210300006313,126.9458698,22.97885605,,,,unknown,-0.0011873489306842724,0.30095259699803417,-0.007976125779560223,0.0,False,0.349340637455652,7.3568595019278336,1,0.32855043045897525,False,False,False,0.9
704,0.15219098155713906,29,0.041193181818181816,1.138677691958529,1.6201217952514226,0.03853176520819922,0.6183940234845673,3,0.0,0.15219098155713906,617203300002663,126.9177986,22.98075765,,,,unknown,-0.00014029850656052269,0.17475785929283424,-0.0009829550992663406,0.0,False,0.08668922284367175,5.022818831673496,0,0.0,False,False,False,0.5
103,0.3530462061317763,21,0.20388349514563106,0.8445790563091462,0.4863871092446893,0.3046473829255309,0.611991434946121,4,0.018871450058739945,0.2575606463181497,1613209300034763,128.7521676,22.8779627,,,,unknown,-0.008497538588136297,0.49445343263131136,-0.05711784173658674,0.0,False,0.4979240718358282,9.618727447589837,2,0.3346825022550045,False,False,False,1.0
