kepoi_name,kepler_name,kepid,tic_id,toi,ra,dec,period_days,t0_bkjd,t0_bkjd_err,period_err,duration_hours,observed_depth_ppm,observed_depth_err_ppm,koi_ephemeris_status
K00897.01,Kepler-718 b,7849854,268924036.0,4490.01,299.56189,43.503559,2.052349884,169.890622,5.25e-05,1.37e-07,2.0778,29254.84020480984,1520.8199724641815,OK
