kepoi_name,tic_id,verdict,reason,offset_arcsec,offset_err_arcsec,offset_sigma,n_offset,offset_detectable_arcsec,resolution_required_arcsec,n_sectors_used,combined_from_magnitudes,sector_scatter_chi2_per_dof,sector_offsets_consistent,census_excludes_all_neighbours,n_neighbours,n_neighbours_not_excluded,attributed_source_id,attributed_sep_arcsec,attributed_delta_g,attributed_required_depth_ppm,attribution_note,n_sources_at_that_separation,attributed_pa_deg,verdict_statement,tpf_status,tpf_route,n_sectors,n_sectors_measured,sector_list,gaia_status,observed_depth_ppm,contam_weighted,contam_max,min_delta_g_that_can_supply_depth,census_statement
K00897.01,268924036.0,NO_DATA_REACHED,NOT_ATTEMPTED,,,,3.0,,,0,True,,False,True,7,0,,,,,,0,,no offset was measured (NOT_ATTEMPTED); the transit is NOT reported as being on the target,,,0,0,,OK,29254.84020480984,0.05039660049033533,0.07460733568565264,3.8058157902662697,"all 7 Gaia neighbours within 21.0"" are excluded by arithmetic: each would need more than 100 % of its own light to make the observed depth; a source needs dG <= 3.81 mag of the target to be able to supply 29255 ppm at all"
