kepoi_name,tic_id,tpf_status,tpf_route,n_sectors,n_sectors_measured,sector_list,reason,t0_btjd_used,n_epochs_propagated,ephemeris_sigma_minutes,period_days,duration_hours,n_sectors_used,combined_from_magnitudes,offset_arcsec,offset_err_arcsec,offset_sigma,offset_ra_arcsec,offset_dec_arcsec,offset_pa_deg,sector_scatter_chi2,sector_scatter_dof,sector_scatter_chi2_per_dof,sector_offsets_consistent,sectors_used,centroid_sys_floor_arcsec
K00897.01,268924036.0,OK,lightkurve,8,8,"41,54,55,74,75,81,82,41",,3324.6338712119996,2593,0.5171032141968968,2.052349884,2.0778,8,False,29.252929714341906,4.183919584775071,6.9917523799431605,-18.319823627544814,-22.806094780296746,218.7744362075726,41.2964474676924,14,2.9497462476923144,True,"41,54,55,74,75,81,82,41",1.0
