n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,resists_mundane,is_candidate
774,0.23505630030718272,17,0.021963824289405683,0.8454513154948284,0.18598572215923648,0.026333997417508526,0.7220998007747476,3,0.0,0.23505630030718272,626207300002833,194.86499865000002,24.8178396,,,,unknown,False,False
782,0.18531566057961657,20,0.02557544757033248,1.0155411485649612,0.12641069643192282,0.03157510120797118,0.718175435865304,4,0.0,0.18531566057961657,626207300003033,194.86198585,24.7894539,,,,unknown,False,False
774,0.36694870141198677,23,0.029715762273901807,1.1564805957645679,0.2628589926539969,0.029961244144255744,0.7004004625025974,2,0.0,0.2665131976094365,626207400003585,195.04987004999998,24.8202188,,,,unknown,False,False
748,0.34123855121791413,31,0.04144385026737968,0.847193129045291,0.24365688410640463,0.03654990544262387,0.6963175854492742,4,0.017572480972646173,0.26111451358059934,626207400002883,195.13765135,24.898468649999998,,,,unknown,False,False
716,0.39694122664595677,51,0.0712290502793296,0.7705434890468682,0.5111472539691403,0.034428910326230695,0.6909433728523025,5,0.02957598468327612,0.2810867632290298,626207300008479,194.881263,24.9017866,,,,unknown,False,False
707,0.4072389754675618,13,0.018387553041018388,0.8307862569418311,0.9997702881329376,0.03737793376913716,0.6887866198692588,2,0.0,0.4071743856995219,626207400018347,195.1039481,24.8372695,,,,unknown,False,False
777,0.32383980596499284,32,0.04118404118404118,0.8440336859149802,0.33271139640276437,0.03811724605435509,0.6792324783440439,3,0.013110782613216555,0.24774188742171677,626207400011473,195.12947,24.8174198,,,,unknown,False,False
767,0.28746840261630746,11,0.014341590612777053,0.781191863964302,0.31171029284759993,0.025676168715419372,0.6622971493853742,1,0.0,0.20014149329836795,626207400003678,195.0957561,24.8107281,,,,unknown,False,False
677,0.31069868977912074,7,0.0103397341211226,0.7612723413022737,0.15315812350674432,0.028273840226099793,0.6615178479321701,1,0.0,0.30375561779351734,626207300014329,194.8687134,24.9048089,,,,unknown,False,False
679,0.38207449667462234,8,0.011782032400589101,0.7466566901965994,5.5435988985555635,0.03935064602164291,0.6581948061935071,1,0.0,0.29702286404242106,626207400018739,195.1424174,24.7829836,,,,unknown,False,False
