n_flares,n_independent,e_flare_max_erg,amplitude_frac,radius_rsun,teff_k,b_gauss,geometric_factor,assessable,t_spot_k,a_spot_nominal_cm2,a_spot_conservative_cm2,e_mag_nominal_erg,e_mag_conservative_erg,xi_nominal_max,xi_conservative_max,n_above_nominal,n_above_conservative,flares_above,record_key,star_key,star_id,catalogue,mission,amplitude_source,amplitude_unit,amplitude_unit_guessed,amplitude_scale,amplitude_scaled,prot,prot_source,teff_source,radius_source,logg,params_assumed,has_peak_times,catalogue_flag,energy_kind,energy_log10_input,energies_json,t_peaks_json
6,6,1.8000000736532618e+35,3.398055,1.462,5924.0,3000.0,3.0,True,4000.5668192,1.3943892311905395e+23,4.1831676935716195e+23,1.8645699463710443e+40,9.68858964414188e+40,-5.015306156994548,-5.730988039074042,0,0,[],kepler_okamoto2021:kepler:8176783,kepler:8176783,8176783,kepler_okamoto2021,kepler,mcquillan2014,ppm,False,1.0,False,1.238,own,own,own,4.16,False,False,-;-,bolometric,False,,
1,1,1.2000000243433737e+34,1.5463829999999998,0.756,5213.0,3000.0,3.0,True,3750.0847897999997,1.8353794497051594e+22,5.506138349115478e+22,8.904129072365102e+38,4.626721185146248e+39,-4.8704101919551235,-5.586092074034617,0,0,[],kepler_okamoto2021:kepler:8277175,kepler:8277175,8277175,kepler_okamoto2021,kepler,mcquillan2014,ppm,False,1.0,False,8.961,own,own,own,4.566,False,False,-;-,bolometric,False,,
13,13,6.6000000719915535e+34,0.140119,1.142,5639.0,3000.0,3.0,True,3904.5091082,3.607876302325609e+21,1.0823628906976827e+22,7.760328550697418e+37,4.032384999970584e+38,-3.070336168187154,-3.786018050266648,0,0,[],kepler_okamoto2021:kepler:8285970,kepler:8285970,8285970,kepler_okamoto2021,kepler,mcquillan2014,ppm,False,1.0,False,0.566,own,own,own,,False,False,-;-,bolometric,False,,
1,1,4.4999999365451466e+33,2.201867,0.757,5121.0,3000.0,3.0,True,3715.0288522,2.6535008276318454e+22,7.960502482895538e+22,1.547859335639119e+39,8.04291303689029e+39,-5.536518983235943,-6.252200865315437,0,0,[],kepler_okamoto2021:kepler:8355911,kepler:8355911,8355911,kepler_okamoto2021,kepler,mcquillan2014,ppm,False,1.0,False,14.992,own,own,own,,False,False,-;-,bolometric,False,,
6,6,2.5999999083176385e+34,2.2181539999999997,0.794,5284.0,3000.0,3.0,True,3776.7245152,2.87720869575934e+22,8.63162608727802e+22,1.747671065275317e+39,9.08116523992462e+39,-4.8274863633886795,-5.543168245468173,0,0,[],kepler_okamoto2021:kepler:8359398,kepler:8359398,8359398,kepler_okamoto2021,kepler,mcquillan2014,ppm,False,1.0,False,12.92,own,own,own,4.64,False,False,-;-,bolometric,False,,
1,1,2.099999887858399e+34,1.058358,1.026,5565.0,3000.0,3.0,True,3878.6167450000003,2.2172144450710842e+22,6.651643335213252e+22,1.1822632738897467e+39,6.14322017489928e+39,-4.750494927224466,-5.46617680930396,0,0,[],kepler_okamoto2021:kepler:8377620,kepler:8377620,8377620,kepler_okamoto2021,kepler,mcquillan2014,ppm,False,1.0,False,12.247,own,own,own,4.479,False,False,-;-,bolometric,False,,
5,5,1.7999999746180586e+34,0.330019,0.908,5889.0,3000.0,3.0,True,3989.0835082,5.24049330305356e+21,1.5721479909160677e+22,1.3585039491444562e+38,7.05899358660349e+38,-3.8777884062620345,-4.593470288341528,0,0,[],kepler_okamoto2021:kepler:8416788,kepler:8416788,8416788,kepler_okamoto2021,kepler,mcquillan2014,ppm,False,1.0,False,22.519,own,own,own,4.467,False,False,-;-,bolometric,False,,
1,1,1.5999999911931637e+34,1.6688349999999998,0.847,5899.0,3000.0,3.0,True,3992.3734042,2.3037669677366476e+22,6.911300903209943e+22,1.252161856493301e+39,6.506423864238499e+39,-4.893540489853841,-5.609222371933335,0,0,[],kepler_okamoto2021:kepler:8424356,kepler:8424356,8424356,kepler_okamoto2021,kepler,mcquillan2014,ppm,False,1.0,False,14.037,own,own,own,4.504,False,False,-;-,bolometric,False,,
1,1,2.8000000155365374e+33,0.843966,1.067,5690.0,3000.0,3.0,True,3922.12562,1.8869879630461909e+22,5.660963889138573e+22,9.282315901587921e+38,4.823232826036438e+39,-5.520498310764296,-6.23618019284379,0,0,[],kepler_okamoto2021:kepler:8424593,kepler:8424593,8424593,kepler_okamoto2021,kepler,mcquillan2014,ppm,False,1.0,False,13.868,own,own,own,4.374,False,False,-;-,bolometric,False,,
1,1,2.4000000486867475e+34,0.371706,1.12,5369.0,3000.0,3.0,True,3808.1424362,9.492106953468305e+21,2.8476320860404917e+22,3.311666419490574e+38,1.7207923488832146e+39,-4.1398353337895415,-4.855517215869035,0,0,[],kepler_okamoto2021:kepler:8487307,kepler:8487307,8487307,kepler_okamoto2021,kepler,mcquillan2014,ppm,False,1.0,False,28.033,own,own,own,4.296,False,False,-;-,bolometric,False,,
11,11,4.599999990154596e+34,1.2695729999999998,0.848,5128.0,3000.0,3.0,True,3717.7174527999996,1.9180456875478764e+22,5.754137062643628e+22,9.512421184466979e+38,4.942799038347398e+39,-4.315533240677787,-5.031215122757281,0,0,[],kepler_okamoto2021:kepler:8491152,kepler:8491152,8491152,kepler_okamoto2021,kepler,mcquillan2014,ppm,False,1.0,False,9.626,own,own,own,4.58,False,False,-;-,bolometric,False,,
1,1,7.999999955965818e+33,1.346716,1.164,5676.0,3000.0,3.0,True,3917.3082592,3.5885964072754375e+22,1.0765789221826314e+23,2.4343867567204226e+39,1.2649444643737766e+40,-5.483299592154623,-6.198981474234117,0,0,[],kepler_okamoto2021:kepler:8566072,kepler:8566072,8566072,kepler_okamoto2021,kepler,mcquillan2014,ppm,False,1.0,False,5.206,own,own,own,4.279,False,False,-;-,bolometric,False,,
