n_flares,n_independent,e_flare_max_erg,amplitude_frac,radius_rsun,teff_k,b_gauss,geometric_factor,assessable,t_spot_k,a_spot_nominal_cm2,a_spot_conservative_cm2,e_mag_nominal_erg,e_mag_conservative_erg,xi_nominal_max,xi_conservative_max,n_above_nominal,n_above_conservative,flares_above,record_key,star_key,star_id,catalogue,mission,amplitude_source,amplitude_unit,amplitude_unit_guessed,amplitude_scale,amplitude_scaled,prot,prot_source,teff_source,radius_source,logg,params_assumed,has_peak_times,catalogue_flag,energy_kind,energy_log10_input,energies_json,t_peaks_json
4,4,5.199999816635277e+35,0.263855,1.6,5771.0,3000.0,3.0,True,3949.7220122,1.3157631209612906e+22,3.947289362883873e+22,5.40467040156982e+38,2.8083491201047864e+39,-3.0167658857608473,-3.732447767840341,0,0,[],kepler_shibayama2013:kepler:10471412,kepler:10471412,10471412,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,15.1,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.35,False,False,,bolometric,False,,
1,1,1.2000000243433737e+34,0.767404,1.1,5804.0,3000.0,3.0,True,3960.8303072,1.8029321196184699e+22,5.408796358855409e+22,8.669054106172257e+38,4.5045726496361845e+39,-4.858790458664515,-5.574472340744009,0,0,[],kepler_shibayama2013:kepler:10488229,kepler:10488229,10488229,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,6.6,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.109,False,False,,bolometric,False,,
7,7,6.300000158751213e+34,4.435289,1.011,5641.0,3000.0,3.0,True,3905.2034602,8.948598355020148e+22,2.6845795065060437e+23,9.585950311449352e+39,4.981005893478292e+40,-5.18229461310905,-5.897976495188544,0,0,[],kepler_shibayama2013:kepler:10489814,kepler:10489814,10489814,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,3.198,okamoto2021_stars,okamoto2021_stars,okamoto2021_stars,4.66,False,False,-,bolometric,False,,
5,5,1.0000000409184788e+35,2.335477,1.0,5747.0,3000.0,3.0,True,3941.5942778,4.560187164472587e+22,1.3680561493417759e+23,3.487198358057931e+39,1.8120014196681306e+40,-4.542476633752109,-5.258158515831603,0,0,[],kepler_shibayama2013:kepler:10524994,kepler:10524994,10524994,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,12.0,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.46,False,False,,bolometric,False,,
18,18,1.700000069561414e+35,2.521503,0.9,5143.0,3000.0,3.0,True,3723.4669258,4.281987780431694e+22,1.2845963341295082e+23,3.1730052097286364e+39,1.6487418707792222e+40,-4.271021846016247,-4.9867037280957405,0,0,[],kepler_shibayama2013:kepler:10528093,kepler:10528093,10528093,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,12.5,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.54,False,False,,bolometric,False,,
2,2,6.199999857553756e+34,0.0025,1.7,5517.0,3000.0,3.0,True,3861.6120538,1.4455541594238581e+20,4.3366624782715735e+20,6.223779549773511e+35,3.233970718594761e+36,-1.0016625217472992,-1.717344403826793,0,0,[],kepler_shibayama2013:kepler:10534155,kepler:10534155,10534155,kepler_shibayama2013,kepler,own,fraction,True,1.0,False,4.5,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,,False,False,,bolometric,False,,
1,1,8.599999782446499e+33,1.572531,1.1,5743.0,3000.0,3.0,True,3940.2356458,3.716766875386479e+22,1.1150300626159439e+23,2.5659644352464274e+39,1.3333142316784781e+40,-5.474752192419508,-6.190434074499002,0,0,[],kepler_shibayama2013:kepler:10583379,kepler:10583379,10583379,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,3.7,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.286,False,False,,bolometric,False,,
2,2,8.899999571892836e+34,2.114967,1.3,5129.0,3000.0,3.0,True,3718.1012522,7.508255389303908e+22,2.252476616791172e+23,7.367348340333307e+39,3.8281864927546587e+40,-4.917921218742443,-5.6336031008219365,0,0,[],kepler_shibayama2013:kepler:10593098,kepler:10593098,10593098,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,7.6,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.53,False,False,,bolometric,False,,
4,4,2.500000102296197e+34,1.30738,1.194,5836.0,3000.0,3.0,True,3971.5275232,3.6077988020153838e+22,1.0823396406046151e+23,2.4539522894872356e+39,1.2751110134225585e+40,-4.991926088340357,-5.707607970419851,0,0,[],kepler_shibayama2013:kepler:10610702,kepler:10610702,10610702,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,3.93,okamoto2021_stars,okamoto2021_stars,okamoto2021_stars,4.291,False,False,-,bolometric,False,,
7,7,8.799999765871394e+34,1.2385009999999999,1.0,5483.0,3000.0,3.0,True,3849.4672537999995,2.487538040567476e+22,7.462614121702428e+22,1.4049382810508635e+39,7.300273452835733e+39,-4.20317458550479,-4.918856467584277,0,0,[],kepler_shibayama2013:kepler:10646889,kepler:10646889,10646889,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,4.7,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.44,False,False,,bolometric,False,,
1,1,1.499999962342515e+35,0.52405,1.0,5312.0,3000.0,3.0,True,3787.1310848,1.0744045020467868e+22,3.2232135061403603e+22,3.9879929231507395e+38,2.0722219089366618e+39,-3.4246631308150555,-4.140345012894549,0,0,[],kepler_shibayama2013:kepler:10687021,kepler:10687021,10687021,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,0.4,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.41,False,False,,bolometric,False,,
1,1,3.0000001227554363e+34,0.0019,0.9,5474.0,3000.0,3.0,True,3846.2385992,3.094290023992493e+19,9.28287007197748e+19,6.16373807756659e+34,3.2027722544676764e+35,-0.31272290299985883,-1.0284047850793527,0,0,[],kepler_shibayama2013:kepler:10736615,kepler:10736615,10736615,kepler_shibayama2013,kepler,own,fraction,True,1.0,False,30.8,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.56,False,False,,bolometric,False,[3.0000001227554363e+34],
11,11,1.8000000736532618e+35,0.33220798799999995,0.9,5754.0,3000.0,3.0,True,3943.9691272,5.25048104872737e+21,1.5751443146182113e+22,1.362389515072648e+38,7.079183579414857e+38,-2.8790287697702297,-3.5947106518497236,0,0,[],kepler_shibayama2013:kepler:10745663,kepler:10745663,10745663,kepler_shibayama2013,kepler,santos2021,ppm,False,2.828,True,3.1,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.49,False,False,,bolometric,False,,
4,4,2.4999999042257906e+35,1.326466,1.4,5336.0,3000.0,3.0,True,3796.0063231999998,5.314268729762027e+22,1.5942806189286082e+23,4.3870028600272494e+39,2.279553553955151e+40,-4.244227925501129,-4.9599098075806225,0,0,[],kepler_shibayama2013:kepler:10796663,kepler:10796663,10796663,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,7.2,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.14,False,False,,bolometric,False,,
1,1,5.899999944313415e+34,0.223958,0.9,5775.0,3000.0,3.0,True,3951.072625,3.532260971140831e+21,1.0596782913422495e+22,7.517645178611168e+37,3.906283020788925e+38,-3.105229816281124,-3.820911698360618,0,0,[],kepler_shibayama2013:kepler:10809099,kepler:10809099,10809099,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,0.9,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.52,False,False,,bolometric,False,,
5,5,2.1000000859288054e+35,5.588537,1.055,5248.0,3000.0,3.0,True,3763.2621568,1.2857685723535625e+23,3.8573057170606866e+23,1.6509991858307148e+40,8.578843419340943e+40,-4.8955275465914525,-5.611209428670946,0,0,[],kepler_shibayama2013:kepler:10861194,kepler:10861194,10861194,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,1.277,okamoto2021_stars,okamoto2021_stars,okamoto2021_stars,4.61,False,False,-,bolometric,False,,
1,1,1.900000028227508e+34,0.138003,1.251,5613.0,3000.0,3.0,True,3895.4564698,4.2758780956859066e+21,1.2827634287057719e+22,1.0012456041254016e+38,5.20262477160057e+38,-3.721787014962473,-4.43746889704196,0,0,[],kepler_shibayama2013:kepler:10864581,kepler:10864581,10864581,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,6.038,okamoto2021_stars,okamoto2021_stars,okamoto2021_stars,4.49,False,False,-,bolometric,False,,
2,2,5.300000117832734e+34,1.658863,0.8,5675.0,3000.0,3.0,True,3916.963625,2.0882289465106922e+22,6.264686839532077e+22,1.0806120773515701e+39,5.615025063736407e+39,-4.309393937822364,-5.025075819901858,0,0,[],kepler_shibayama2013:kepler:10907381,kepler:10907381,10907381,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,5.4,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.54,False,False,,bolometric,False,,
4,4,9.60000019474699e+34,1.438624,1.0,5272.0,3000.0,3.0,True,3772.2473728,2.9645245307873456e+22,8.893573592362035e+22,1.8278275641991864e+39,9.497670626003563e+39,-4.279663980484024,-4.995345862563518,0,0,[],kepler_shibayama2013:kepler:10919310,kepler:10919310,10919310,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,1.3,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.5,False,False,,bolometric,False,,
2,2,5.199999816635277e+34,0.0024000000000000002,0.9,5474.0,3000.0,3.0,True,3846.2385992,3.908576872411571e+19,1.172573061723471e+20,8.750455017733437e+34,4.546869804018099e+35,-0.22602730830784168,-0.9417091903873356,0,0,[],kepler_shibayama2013:kepler:10919564,kepler:10919564,10919564,kepler_shibayama2013,kepler,own,fraction,True,1.0,False,0.5,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,,False,False,,bolometric,False,"[2.699999961927088e+34, 5.199999816635277e+34]",
2,2,3.3000000359957768e+34,2.5685789999999997,0.9,5868.0,3000.0,3.0,True,3982.1514208,4.015065618195033e+22,1.2045196854585097e+23,2.8809891371945554e+39,1.4970058685024972e+40,-4.941027676155656,-5.65670955823515,0,0,[],kepler_shibayama2013:kepler:10921242,kepler:10921242,10921242,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,1.8,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.52,False,False,,bolometric,False,,
6,6,3.499999895626668e+34,2.254456,0.9,5186.0,3000.0,3.0,True,3739.8594632,3.805985400886276e+22,1.1417956202658828e+23,2.6589080988976625e+39,1.3816091759841374e+40,-4.88063529546551,-5.596317177545004,0,0,[],kepler_shibayama2013:kepler:10969515,kepler:10969515,10969515,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,5.4,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.5,False,False,,bolometric,False,,
8,8,5.199999816635277e+35,3.9329889999999996,1.2,5438.0,3000.0,3.0,True,3833.2659848000003,1.1434726284321853e+23,3.4304178852965566e+23,1.38465414355331e+40,7.19487398263531e+40,-4.425337981322876,-5.14101986340237,0,0,[],kepler_shibayama2013:kepler:10992714,kepler:10992714,10992714,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,2.2,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.3,False,False,,bolometric,False,,
1,1,4.800000196408698e+35,7.146654,1.1,5406.0,3000.0,3.0,True,3821.6568712,1.7525686454079874e+23,5.257705936223964e+23,2.6273335170469134e+40,1.3652025419861661e+41,-4.73827395103126,-5.453955833110754,0,0,[],kepler_shibayama2013:kepler:11017401,kepler:11017401,11017401,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,0.8,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.45,False,False,,bolometric,False,,
8,8,2.4000000486867475e+34,2.65162,0.7,5255.0,3000.0,3.0,True,3765.887105,2.6833100904174444e+22,8.049930271252335e+22,1.5740152851326464e+39,8.178823337219274e+39,-4.816797694919657,-5.532479576999151,0,0,[],kepler_shibayama2013:kepler:11020468,kepler:11020468,11020468,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,5.9,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.59,False,False,,bolometric,False,,
1,1,1.2000000243433737e+34,0.835943,1.0,5156.0,3000.0,3.0,True,3728.4367712,1.749430102560813e+22,5.24829030768244e+22,8.286049865079801e+38,4.305557808110238e+39,-4.839166287677244,-5.554848169756738,0,0,[],kepler_shibayama2013:kepler:11029626,kepler:11029626,11029626,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,8.7,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.668,False,False,,bolometric,False,,
7,7,3.1999999823863273e+34,1.426882,0.8,5381.0,3000.0,3.0,True,3812.5362362,1.8563568471974145e+22,5.569070541592244e+22,9.05721852491751e+38,4.706268798123351e+39,-4.451844870230133,-5.167526752309627,0,0,[],kepler_shibayama2013:kepler:11073910,kepler:11073910,11073910,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,2.1,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,,False,False,,bolometric,False,,
4,4,3.099999928776878e+35,6.772297999999999,1.3,5101.0,3000.0,3.0,True,3707.3278042,2.4137290718133088e+23,7.241187215439926e+23,4.246542076845553e+40,2.206567990072667e+41,-5.136673747791008,-5.852355629870502,0,0,[],kepler_shibayama2013:kepler:11091597,kepler:11091597,11091597,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,1.9,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.49,False,False,,bolometric,False,,
1,1,4.0999998459013527e+33,1.520497,0.6,5229.0,3000.0,3.0,True,3756.1196122,1.1343092261249572e+22,3.4029276783748726e+22,4.326132796118742e+38,2.2479245409503025e+39,-5.023316006129434,-5.738997888208928,0,0,[],kepler_shibayama2013:kepler:11100630,kepler:11100630,11100630,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,4.2,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.323,False,False,,bolometric,False,,
7,7,4.0999999696953566e+34,0.482062,0.9,5999.0,3000.0,3.0,True,4024.8785642000003,7.445945533532352e+21,2.2337836600597055e+22,2.3008188795379994e+38,1.1955405595120534e+39,-3.7490985788429185,-4.464780460922412,0,0,[],kepler_shibayama2013:kepler:11136848,kepler:11136848,11136848,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,5.9,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.46,False,False,,bolometric,False,,
1,1,1.5000000613777181e+34,1.9168969999999999,0.854,5514.0,3000.0,3.0,True,3860.5437832,2.79806479472411e+22,8.394194384172333e+22,1.6760589928540234e+39,8.709057996317677e+39,-5.048198023756747,-5.763879905836241,0,0,[],kepler_shibayama2013:kepler:11140181,kepler:11140181,11140181,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,11.437,okamoto2021_stars,okamoto2021_stars,okamoto2021_stars,4.48,False,False,-,bolometric,False,,
19,19,4.4000001800413065e+35,0.8722599999999999,1.2,5948.0,3000.0,3.0,True,4008.3903968,2.4061304895050124e+22,7.218391468515037e+22,1.3365383178600898e+39,6.944856818388952e+39,-3.4825287200116364,-4.19821060209113,0,0,[],kepler_shibayama2013:kepler:11186775,kepler:11186775,11186775,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,1.8,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.34,False,False,,bolometric,False,,
1,1,1.0999999707339243e+34,0.012109495999999999,1.7,5162.0,3000.0,3.0,True,3730.7264648,7.317882032667609e+20,2.1953646098002828e+21,7.08893111222875e+36,3.6835166573207836e+37,-2.8091880824459565,-3.5248699645254504,0,0,[],kepler_shibayama2013:kepler:11197517,kepler:11197517,11197517,kepler_shibayama2013,kepler,santos2021,ppm,False,2.828,True,19.1,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.446,False,False,,bolometric,False,,
2,2,1.900000028227508e+34,3.3914299999999997,0.9,5240.0,3000.0,3.0,True,3760.25792,5.684371540962262e+22,1.7053114622886787e+23,4.853179276503811e+39,2.5217859255434896e+40,-5.407272727050298,-6.122954609129792,0,0,[],kepler_shibayama2013:kepler:11235754,kepler:11235754,11235754,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,6.7,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.55,False,False,,bolometric,False,,
25,25,1.700000069561414e+35,2.8812409999999997,0.842,5409.0,3000.0,3.0,True,3822.7483402,4.138425139499665e+22,1.2415275418498997e+23,3.0147777761485063e+39,1.5665244845456175e+40,-4.24880636600075,-4.964488248080244,0,0,[],kepler_shibayama2013:kepler:11235995,kepler:11235995,11235995,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,5.302,okamoto2021_stars,okamoto2021_stars,okamoto2021_stars,4.53,False,False,-,bolometric,False,,
1,1,1.5999999911931637e+34,0.0028,1.7,5305.0,3000.0,3.0,True,3784.534705,1.66048351959077e+20,4.981450558772309e+20,7.662218000400614e+35,3.9814052626087994e+36,-1.6802345238191236,-2.3959164058986175,0,0,[],kepler_shibayama2013:kepler:11241343,kepler:11241343,11241343,kepler_shibayama2013,kepler,own,fraction,True,1.0,False,30.2,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,,False,False,,bolometric,False,,
5,5,3.7000000028455667e+34,3.997344,1.163,5451.0,3000.0,3.0,True,3837.9612442,1.08996071472968e+23,3.26988214418904e+23,1.2886023448292906e+40,6.695774195990167e+40,-5.541917192882103,-6.257599074961597,0,0,[],kepler_shibayama2013:kepler:11243947,kepler:11243947,11243947,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,9.454,okamoto2021_stars,okamoto2021_stars,okamoto2021_stars,4.59,False,False,-,bolometric,False,,
10,10,1.3999999582506671e+35,0.6841959999999999,1.5,5218.0,3000.0,3.0,True,3751.9726408,3.194767601107317e+22,9.584302803321952e+22,2.0448504763483562e+39,1.0625354756750324e+40,-4.16453353427589,-4.880215416355384,0,0,[],kepler_shibayama2013:kepler:11283805,kepler:11283805,11283805,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,4.4,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.08,False,False,,bolometric,False,,
4,4,2.099999887858399e+34,0.279114,0.8,5146.0,3000.0,3.0,True,3724.6148872,3.7435337162874086e+21,1.1230601148862225e+22,8.202104028580927e+37,4.2619382719402604e+38,-3.5917060016696496,-4.3073878837491435,0,0,[],kepler_shibayama2013:kepler:11285287,kepler:11285287,11285287,kepler_shibayama2013,kepler,mcquillan2014,ppm,False,1.0,False,6.3,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.58,False,False,,bolometric,False,,
