n_flares,n_independent,e_flare_max_erg,amplitude_frac,radius_rsun,teff_k,b_gauss,geometric_factor,assessable,t_spot_k,a_spot_nominal_cm2,a_spot_conservative_cm2,e_mag_nominal_erg,e_mag_conservative_erg,xi_nominal_max,xi_conservative_max,n_above_nominal,n_above_conservative,flares_above,record_key,star_key,star_id,catalogue,mission,amplitude_source,amplitude_unit,amplitude_unit_guessed,amplitude_scale,amplitude_scaled,prot,prot_source,teff_source,radius_source,logg,params_assumed,has_peak_times,catalogue_flag,energy_kind,energy_log10_input,energies_json,t_peaks_json
1,1,4.3790001180277805e+32,0.002677,0.842975,5260.0,3000.0,3.0,True,3767.75992,3.92608040649823e+19,1.177824121949469e+20,8.809300695187293e+34,4.5774469149648666e+35,-2.3035664774762523,-3.019248359555746,0,0,[],tess_gunther2020:tess:115151897,tess:115151897,115151897,tess_gunther2020,tess,tu2022_stars,fraction,True,1.0,False,0.13,tu2022_stars,own,own,4.54068,False,True,,bolometric,False,,
14,11,1.707999984718487e+34,,0.492227,3487.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:115190256,tess:115190256,115190256,tess_gunther2020,tess,,,True,1.0,False,0.545349,own,own,own,4.74422,False,True,,bolometric,False,,
1,1,3.867999979018958e+33,,0.452471,3312.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:115242296,tess:115242296,115242296,tess_gunther2020,tess,,,True,1.0,False,,,own,own,4.77932,False,True,,bolometric,False,,
18,0,,,0.36,5777.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:115242300,tess:115242300,115242300,tess_gunther2020,tess,,,True,1.0,False,,,,own,4.89049,True,True,,bolometric,False,,
1,1,3.309999821622365e+32,,0.227004,3050.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:115693552,tess:115693552,115693552,tess_gunther2020,tess,,,True,1.0,False,0.811227,own,own,own,5.01918,False,True,,bolometric,False,,
13,10,2.9619999439275205e+33,,0.375265,3173.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:116157661,tess:116157661,116157661,tess_gunther2020,tess,,,True,1.0,False,0.8587,own,own,own,4.84967,False,True,,bolometric,False,,
1,1,1.1969999695036686e+33,,1.86977,6205.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:117510145,tess:117510145,117510145,tess_gunther2020,tess,,,True,1.0,False,27.1518,own,own,own,3.97004,False,True,,bolometric,False,,
1,1,6.417000223950149e+33,,1.97527,5473.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:117512124,tess:117512124,117512124,tess_gunther2020,tess,,,True,1.0,False,,,own,own,3.82908,False,True,,bolometric,False,,
1,1,1.1430000191637583e+33,0.002905,0.829664,5572.0,3000.0,3.0,True,3881.0828128000003,3.976473850192905e+19,1.1929421550578717e+20,8.979452263201924e+34,4.665860263201524e+35,-1.8952036083085986,-2.6108854903880925,0,0,[],tess_gunther2020:tess:117517652,tess:117517652,117517652,tess_gunther2020,tess,tu2022_stars,fraction,True,1.0,False,3.371193,own,own,own,4.59149,False,True,,bolometric,False,,
2,1,3.0970000905766796e+33,,0.31815,3014.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:117545157,tess:117545157,117545157,tess_gunther2020,tess,,,True,1.0,False,4.551111,own,own,own,4.90618,False,True,,bolometric,False,,
5,4,7.819000123851883e+34,,0.566522,3566.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:117549840,tess:117549840,117549840,tess_gunther2020,tess,,,True,1.0,False,0.332995,own,own,own,4.67973,False,True,,bolometric,False,,
6,5,1.5319999448352177e+34,,0.452122,3246.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:117874958,tess:117874958,117874958,tess_gunther2020,tess,,,True,1.0,False,,,own,own,4.77963,False,True,,bolometric,False,,
18,12,2.1029999117496033e+34,,0.641336,3560.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:117874959,tess:117874959,117874959,tess_gunther2020,tess,,,True,1.0,False,,,own,own,4.6167,False,True,,bolometric,False,,
1,1,3.050000025766157e+34,,0.254,26300.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:118327563,tess:118327563,118327563,tess_gunther2020,tess,,,True,1.0,False,0.228717,own,own,own,5.3005,False,True,,bolometric,False,,
2,2,1.0620000394940163e+34,,0.421081,3223.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:118585716,tess:118585716,118585716,tess_gunther2020,tess,,,True,1.0,False,,,own,own,4.80745,False,True,,bolometric,False,,
3,2,3.638000004270029e+33,,0.217907,3032.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:120442975,tess:120442975,120442975,tess_gunther2020,tess,,,True,1.0,False,0.520127,own,own,own,5.0334,False,True,,bolometric,False,,
3,0,,,0.276,5777.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:120488589,tess:120488589,120488589,tess_gunther2020,tess,,,True,1.0,False,3.309899,own,,own,4.97491,True,True,,bolometric,False,,
3,2,4.064000085331419e+32,,0.188827,3117.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:120506718,tess:120506718,120506718,tess_gunther2020,tess,,,True,1.0,False,1.611013,own,own,own,5.08489,False,True,,bolometric,False,,
1,1,3.0880000343773175e+32,,0.219762,2843.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:120522722,tess:120522722,120522722,tess_gunther2020,tess,,,True,1.0,False,0.100378,own,own,own,5.03044,False,True,,bolometric,False,,
1,1,1.7660000752330896e+33,,0.75495,4808.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:120566166,tess:120566166,120566166,tess_gunther2020,tess,,,True,1.0,False,,,own,own,4.57433,False,True,,bolometric,False,,
1,1,8.032000145039765e+31,,0.161797,3019.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:120609299,tess:120609299,120609299,tess_gunther2020,tess,,,True,1.0,False,,,own,own,5.14359,False,True,,bolometric,False,,
1,1,1.0019999974248263e+36,,1.81447,7942.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:121420805,tess:121420805,121420805,tess_gunther2020,tess,,,True,1.0,False,1.717654,own,own,own,4.2016,False,True,,bolometric,False,,
6,5,5.162000009189373e+34,0.023523,0.900509,5471.0,3000.0,3.0,True,3845.1610922,3.836554595054506e+20,1.1509663785163517e+21,2.6910063575287747e+36,1.398287920419209e+37,-1.7170967228089395,-2.4327786048884263,0,0,[],tess_gunther2020:tess:12359032,tess:12359032,12359032,tess_gunther2020,tess,tu2022_stars,fraction,True,1.0,False,2.333903,own,own,own,4.51136,False,True,,bolometric,False,,
1,1,5.447999810937427e+34,,1.06017,6208.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:12359079,tess:12359079,12359079,tess_gunther2020,tess,,,True,1.0,False,2.67712,own,own,own,4.46287,False,True,,bolometric,False,,
1,1,1.658999965877497e+34,,0.680152,4496.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:12377787,tess:12377787,12377787,tess_gunther2020,tess,,,True,1.0,False,1.33856,own,own,own,4.62411,False,True,,bolometric,False,,
4,3,2.779999955297046e+35,0.031452,1.31267,5571.0,3000.0,3.0,True,3880.7307321999997,1.077840176429366e+21,3.233520529288098e+21,1.2671680130519539e+37,6.584398140996258e+37,-1.6587894126133165,-2.3744712946928104,0,0,[],tess_gunther2020:tess:12393800,tess:12393800,12393800,tess_gunther2020,tess,tu2022_stars,fraction,True,1.0,False,1.027411,own,own,own,4.19298,False,True,,bolometric,False,,
11,5,1.100999978697659e+34,,0.581786,3461.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:12421477,tess:12421477,12421477,tess_gunther2020,tess,,,True,1.0,False,0.358996,own,own,own,4.66667,False,True,,bolometric,False,,
21,7,9.440000282283476e+33,,0.332948,3190.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:12423835,tess:12423835,12423835,tess_gunther2020,tess,,,True,1.0,False,2.844444,own,own,own,4.89093,False,True,,bolometric,False,,
5,4,7.679999728708278e+32,,0.443879,3213.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:12471629,tess:12471629,12471629,tess_gunther2020,tess,,,True,1.0,False,2.2294,own,own,own,4.78697,False,True,,bolometric,False,,
4,4,1.4600000213648378e+33,,0.454112,3509.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:12474920,tess:12474920,12474920,tess_gunther2020,tess,,,True,1.0,False,,,own,own,4.77786,False,True,,bolometric,False,,
25,18,3.1190001419848397e+33,,0.431167,3192.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:12509218,tess:12509218,12509218,tess_gunther2020,tess,,,True,1.0,False,0.83507,own,own,own,4.79836,False,True,,bolometric,False,,
1,1,1.0810000422521715e+35,,1.90978,6885.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:126748132,tess:126748132,126748132,tess_gunther2020,tess,,,True,1.0,False,1.381742,own,own,own,4.05219,False,True,,bolometric,False,,
2,2,1.6559999419862928e+34,,1.43555,6801.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:126766627,tess:126766627,126766627,tess_gunther2020,tess,,,True,1.0,False,,,own,own,4.28838,False,True,,bolometric,False,,
26,0,,,1.0,5777.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:126805047,tess:126805047,126805047,tess_gunther2020,tess,,,True,1.0,False,0.481599,own,,,,True,True,,bolometric,False,,
6,4,2.0379999511798635e+33,,0.382351,3156.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:126945045,tess:126945045,126945045,tess_gunther2020,tess,,,True,1.0,False,0.409895,own,own,own,4.84302,False,True,,bolometric,False,,
3,3,3.6850001000290526e+32,,0.222593,3171.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:12931952,tess:12931952,12931952,tess_gunther2020,tess,,,True,1.0,False,0.350149,own,own,own,5.02598,False,True,,bolometric,False,,
7,0,,,0.31,5777.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:129646813,tess:129646813,129646813,tess_gunther2020,tess,,,True,1.0,False,,,,own,4.94,True,True,,bolometric,False,,
1,1,9.987000027119727e+32,,0.495699,3512.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:129678819,tess:129678819,129678819,tess_gunther2020,tess,,,True,1.0,False,,,own,own,4.74117,False,True,,bolometric,False,,
2,1,1.2250000067972351e+33,,0.233985,3064.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:12996375,tess:12996375,12996375,tess_gunther2020,tess,,,True,1.0,False,1.1033,own,own,own,5.00876,False,True,,bolometric,False,,
2,2,3.331999950401777e+32,,0.425124,3565.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:13060575,tess:13060575,13060575,tess_gunther2020,tess,,,True,1.0,False,,,own,own,4.8038,False,True,,bolometric,False,,
1,1,3.4850000237586547e+34,,1.07505,4857.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:137772485,tess:137772485,137772485,tess_gunther2020,tess,,,True,1.0,False,4.551111,own,own,own,4.27283,False,True,,bolometric,False,,
1,1,9.36999987956455e+32,,0.408067,3257.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:137801807,tess:137801807,137801807,tess_gunther2020,tess,,,True,1.0,False,,,own,own,4.81927,False,True,,bolometric,False,,
8,0,,,1.0,5777.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:139090254,tess:139090254,139090254,tess_gunther2020,tess,,,True,1.0,False,0.530742,own,,,,True,True,,bolometric,False,,
2,2,1.0299999827249112e+35,,2.60377,4987.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:139131482,tess:139131482,139131482,tess_gunther2020,tess,,,True,1.0,False,0.1583,own,own,own,,False,True,,bolometric,False,,
3,3,1.6299999825171977e+34,0.013989,0.946075,5775.0,3000.0,3.0,True,3951.072625,2.438029669039958e+20,7.314089007119873e+20,1.3632048711556996e+36,7.08342029390117e+36,-1.922373529549013,-2.638055411628507,0,0,[],tess_gunther2020:tess:139233425,tess:139233425,139233425,tess_gunther2020,tess,tu2022_stars,fraction,True,1.0,False,5.86579,own,own,own,4.49905,False,True,,bolometric,False,,
1,1,1.4499999417274905e+33,0.017156,0.854082,5561.0,3000.0,3.0,True,3877.2059882,2.4916459169926057e+20,7.474937750977817e+20,1.408419852842935e+36,7.318364230537935e+36,-2.987364153399703,-3.703046035479197,0,0,[],tess_gunther2020:tess:139285666,tess:139285666,139285666,tess_gunther2020,tess,tu2022_stars,fraction,True,1.0,False,0.349079,own,own,own,4.56629,False,True,GM21,bolometric,False,,
1,1,6.119000202843274e+33,0.003535,0.869952,5485.0,3000.0,3.0,True,3850.1839449999998,5.3722211310307746e+19,1.611666339309232e+20,1.4100466169053551e+35,7.32681714456205e+35,-1.3625530033102748,-2.0782348853897687,0,0,[],tess_gunther2020:tess:139300806,tess:139300806,139300806,tess_gunther2020,tess,tu2022_stars,fraction,True,1.0,False,3.309899,own,own,own,4.54135,False,True,,bolometric,False,,
2,2,8.352000159526361e+33,,0.981901,5380.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:139300891,tess:139300891,139300891,tess_gunther2020,tess,,,True,1.0,False,0.911291,own,own,own,,False,True,,bolometric,False,,
1,0,,,1.0,5777.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:139328314,tess:139328314,139328314,tess_gunther2020,tess,,,True,1.0,False,,,,,,True,True,,bolometric,False,,
2,2,1.8649999970848004e+32,,0.26602,3251.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:139722169,tess:139722169,139722169,tess_gunther2020,tess,,,True,1.0,False,0.471962,own,own,own,4.96553,False,True,,bolometric,False,,
7,6,2.1650000650676458e+32,,0.17858,3052.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:139763851,tess:139763851,139763851,tess_gunther2020,tess,,,True,1.0,False,,,own,own,5.10571,False,True,,bolometric,False,,
4,3,1.5539999614263143e+32,,0.183099,3046.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:139804406,tess:139804406,139804406,tess_gunther2020,tess,,,True,1.0,False,0.457255,own,own,own,5.09633,False,True,,bolometric,False,,
7,7,2.069999927482866e+33,,0.375811,3149.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:139804696,tess:139804696,139804696,tess_gunther2020,tess,,,True,1.0,False,0.883309,own,own,own,4.84916,False,True,,bolometric,False,,
1,1,7.187000166325695e+33,,1.86902,7303.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:139825198,tess:139825198,139825198,tess_gunther2020,tess,,,True,1.0,False,0.406604,own,own,own,4.11232,False,True,,bolometric,False,,
12,8,9.601000252228326e+35,0.135847,1.38133,5653.0,3000.0,3.0,True,3909.3635578,5.110083331073422e+21,1.533024999322027e+22,1.3081110769043247e+38,6.79714454142579e+38,-2.1343281421210847,-2.8500100242005786,0,0,[],tess_gunther2020:tess:139841210,tess:139841210,139841210,tess_gunther2020,tess,tu2022_stars,fraction,True,1.0,False,0.74446,own,own,own,4.15747,False,True,,bolometric,False,,
6,5,9.461999714721617e+32,,0.40496,3231.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:139984208,tess:139984208,139984208,tess_gunther2020,tess,,,True,1.0,False,1.05171,own,own,own,4.82211,False,True,,bolometric,False,,
1,1,3.309999821622365e+32,,0.179235,3037.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:139990632,tess:139990632,139990632,tess_gunther2020,tess,,,True,1.0,False,0.240481,own,own,own,5.10433,False,True,,bolometric,False,,
9,6,6.216000232561519e+33,,0.637377,3914.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:139996019,tess:139996019,139996019,tess_gunther2020,tess,,,True,1.0,False,2.092465,own,own,own,4.61997,False,True,,bolometric,False,,
1,1,6.959999967879962e+34,,1.86529,6209.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:140039144,tess:140039144,140039144,tess_gunther2020,tess,,,True,1.0,False,1.1033,own,own,own,3.97212,False,True,,bolometric,False,,
6,0,,,1.0,5777.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:140045537,tess:140045537,140045537,tess_gunther2020,tess,,,True,1.0,False,1.123731,own,,,,True,True,,bolometric,False,,
92,17,9.934000254960307e+33,,0.608233,3466.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:140045538,tess:140045538,140045538,tess_gunther2020,tess,,,True,1.0,False,1.123731,own,own,own,4.64427,False,True,,bolometric,False,,
4,0,,,1.0,5777.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:140069261,tess:140069261,140069261,tess_gunther2020,tess,,,True,1.0,False,4.551111,own,,,,True,True,,bolometric,False,,
2,2,1.3639999686618263e+34,0.015275,0.774437,5119.0,3000.0,3.0,True,3714.2600362,1.927134689042133e+20,5.7814040671263995e+20,9.580115677997961e+35,4.977974129003889e+36,-1.8465563927875337,-2.5622382748670276,0,0,[],tess_gunther2020:tess:140579674,tess:140579674,140579674,tess_gunther2020,tess,tu2022_stars,fraction,True,1.0,False,2.25,tu2022_stars,own,own,4.59459,False,True,GM21,bolometric,False,,
2,2,1.0770000103972326e+35,,1.97128,5642.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:140659980,tess:140659980,140659980,tess_gunther2020,tess,,,True,1.0,False,2.141699,own,own,own,3.84857,False,True,,bolometric,False,,
16,0,,,0.234,5777.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:140859822,tess:140859822,140859822,tess_gunther2020,tess,,,True,1.0,False,0.6209,own,,own,5.02428,True,True,,bolometric,False,,
1,1,9.708000064478309e+32,,1.0,3676.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:140971842,tess:140971842,140971842,tess_gunther2020,tess,,,True,1.0,False,,,own,,,True,True,,bolometric,False,,
1,1,5.479000057813204e+33,,0.678956,4176.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:141096071,tess:141096071,141096071,tess_gunther2020,tess,,,True,1.0,False,1.55594,own,own,own,,False,True,,bolometric,False,,
7,0,,,1.0,5777.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:141212720,tess:141212720,141212720,tess_gunther2020,tess,,,True,1.0,False,1.467176,own,,,,True,True,,bolometric,False,,
1,1,1.2699999783090357e+33,,0.284176,3190.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:141271216,tess:141271216,141271216,tess_gunther2020,tess,,,True,1.0,False,4.38725,own,own,own,4.94364,False,True,,bolometric,False,,
1,1,1.870000036903474e+33,,0.31115,3102.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:141278810,tess:141278810,141278810,tess_gunther2020,tess,,,True,1.0,False,0.78902,own,own,own,4.9136,False,True,,bolometric,False,,
24,10,4.5119997845219555e+34,,0.427312,3149.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:141334293,tess:141334293,141334293,tess_gunther2020,tess,,,True,1.0,False,1.427997,own,own,own,4.80183,False,True,,bolometric,False,,
5,4,1.896999973387803e+33,,0.360955,3194.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:141423634,tess:141423634,141423634,tess_gunther2020,tess,,,True,1.0,False,0.947843,own,own,own,4.86331,False,True,,bolometric,False,,
2,0,,,1.0,5777.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:141426525,tess:141426525,141426525,tess_gunther2020,tess,,,True,1.0,False,2.546203,own,,,,True,True,,bolometric,False,,
1,1,4.9150001466449614e+33,0.005161,0.795225,5204.0,3000.0,3.0,True,3746.6821472,6.78580550207759e+19,2.035741650623277e+20,2.001726603280194e+35,1.04012765392307e+36,-1.6098812259321136,-2.3255631080116075,0,0,[],tess_gunther2020:tess:141606958,tess:141606958,141606958,tess_gunther2020,tess,tu2022_stars,fraction,True,1.0,False,0.171943,own,own,own,4.58157,False,True,,bolometric,False,,
8,6,2.7499999268348107e+33,,0.225624,2930.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:141769356,tess:141769356,141769356,tess_gunther2020,tess,,,True,1.0,False,,,own,own,5.02129,False,True,,bolometric,False,,
1,1,1.1530000214298532e+35,,10.3988,4745.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:141771691,tess:141771691,141771691,tess_gunther2020,tess,,,True,1.0,False,,,own,own,,False,True,,bolometric,False,,
24,12,3.2939999882133684e+33,,0.625455,3259.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:141807839,tess:141807839,141807839,tess_gunther2020,tess,,,True,1.0,False,0.847581,own,own,own,4.62985,False,True,,bolometric,False,,
11,7,3.863000013476687e+35,,1.0451,4260.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:141914082,tess:141914082,141914082,tess_gunther2020,tess,,,True,1.0,False,2.64551,own,own,own,4.22583,False,True,,bolometric,False,,
2,2,8.352000159526361e+33,0.003805,0.847041,5104.0,3000.0,3.0,True,3708.4847872,5.754981561138679e+19,1.726494468341604e+20,1.56339440897938e+35,8.12363564586421e+35,-1.2722780605439254,-1.9879599426234194,0,0,[],tess_gunther2020:tess:141945750,tess:141945750,141945750,tess_gunther2020,tess,tu2022_stars,fraction,True,1.0,False,25.5,tu2022_stars,own,own,4.51676,False,True,,bolometric,False,,
32,0,,,1.0,5777.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:141975926,tess:141975926,141975926,tess_gunther2020,tess,,,True,1.0,False,1.15218,own,,,,True,True,,bolometric,False,,
3,3,3.500000019420672e+32,,0.252388,3203.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:142052608,tess:142052608,142052608,tess_gunther2020,tess,,,True,1.0,False,2.936201,own,own,own,4.98311,False,True,,bolometric,False,,
33,0,,,0.193868,5777.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:142052876,tess:142052876,142052876,tess_gunther2020,tess,,,True,1.0,False,0.561249,own,,own,5.0752,True,True,,bolometric,False,,
3,3,4.407999946645575e+33,,0.324174,3237.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_gunther2020:tess:142082467,tess:142082467,142082467,tess_gunther2020,tess,,,True,1.0,False,1.11684,own,own,own,4.89991,False,True,,bolometric,False,,
