n_flares,n_independent,e_flare_max_erg,amplitude_frac,radius_rsun,teff_k,b_gauss,geometric_factor,assessable,t_spot_k,a_spot_nominal_cm2,a_spot_conservative_cm2,e_mag_nominal_erg,e_mag_conservative_erg,xi_nominal_max,xi_conservative_max,n_above_nominal,n_above_conservative,flares_above,record_key,star_key,star_id,catalogue,mission,amplitude_source,amplitude_unit,amplitude_unit_guessed,prot,prot_source,teff_source,radius_source,logg,params_assumed,has_peak_times,catalogue_flag,energy_kind,energy_log10_input,tier,first_veto,flags,centroid
2,2,5.799999999999999e+34,0.01645,0.84,5650.59,3000.0,3.0,True,3908.52889893802,2.2888495594155773e+20,6.866548678246733e+20,1.2400195220790036e+36,6.443330443854336e+36,-1.3300005289093375,-2.045682410988832,0,0,[],tess_tu2022:tess:23740120,tess:23740120,23740120,tess_tu2022,tess,tu2022_stars,fraction,True,2.27,tu2022_stars,tu2022_stars,tu2022_stars,4.59,False,False,GM21,bolometric,False,none,below_ceiling,,not_checked
1,0,,0.037508,1.53,5776.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:23753424,tess:23753424,23753424,tess_tu2022,tess,tu2022_stars,fraction,True,0.17,tu2022_stars,tu2022_stars,tu2022_stars,4.09,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.437817,0.89,5664.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:23770806,tess:23770806,23770806,tess_tu2022,tess,tu2022_stars,fraction,True,4.37,tu2022_stars,tu2022_stars,tu2022_stars,4.55,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.002697,0.97,5414.8,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:237917630,tess:237917630,237917630,tess_tu2022,tess,tu2022_stars,fraction,True,11.31,tu2022_stars,tu2022_stars,tu2022_stars,4.44,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.015415,0.86,5229.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:237927500,tess:237927500,237927500,tess_tu2022,tess,tu2022_stars,fraction,True,16.64,tu2022_stars,tu2022_stars,tu2022_stars,4.52,False,False,,bolometric,False,none,no_ceiling,,not_checked
2,2,4.2e+35,0.040197,0.87,5693.0,3000.0,3.0,True,3923.1560858,5.973290690923174e+20,1.7919872072769523e+21,5.227850084702603e+36,2.7164705883174504e+37,-1.0950738347386206,-1.8107557168181143,0,0,[],tess_tu2022:tess:237971228,tess:237971228,237971228,tess_tu2022,tess,tu2022_stars,fraction,True,1.08,tu2022_stars,tu2022_stars,tu2022_stars,4.57,False,False,,bolometric,False,none,below_ceiling,,not_checked
1,1,1e+35,0.042486,0.85,5639.0,3000.0,3.0,True,3904.5091082,6.060467105338106e+20,1.8181401316014317e+21,5.342712408105534e+36,2.776154802320235e+37,-1.7277617972534005,-2.443443679332894,0,0,[],tess_tu2022:tess:238079062,tess:238079062,238079062,tess_tu2022,tess,tu2022_stars,fraction,True,4.01,tu2022_stars,tu2022_stars,tu2022_stars,4.58,False,False,,bolometric,False,none,below_ceiling,,not_checked
2,0,,0.002091,1.29,5883.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:238086647,tess:238086647,238086647,tess_tu2022,tess,tu2022_stars,fraction,True,2.7,tu2022_stars,tu2022_stars,tu2022_stars,4.24,False,False,GM21,bolometric,False,none,no_ceiling,,not_checked
5,2,7.7e+34,0.028626,0.96,5980.0,3000.0,3.0,True,4018.75768,5.03925825598978e+20,1.5117774767969335e+21,4.050909806782471e+36,2.104914480667878e+37,-1.7210618485831333,-2.436743730662627,0,0,[],tess_tu2022:tess:238122631,tess:238122631,238122631,tess_tu2022,tess,tu2022_stars,fraction,True,2.11,tu2022_stars,tu2022_stars,tu2022_stars,4.51,False,False,,bolometric,False,none,below_ceiling,,not_checked
2,0,,0.002034,1.43,5987.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:23815160,tess:23815160,23815160,tess_tu2022,tess,tu2022_stars,fraction,True,0.28,tu2022_stars,tu2022_stars,tu2022_stars,4.17,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.003866,1.16,5491.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:238198440,tess:238198440,238198440,tess_tu2022,tess,tu2022_stars,fraction,True,10.37,tu2022_stars,tu2022_stars,tu2022_stars,4.29,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.008538,0.84,5426.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:238226644,tess:238226644,238226644,tess_tu2022,tess,tu2022_stars,fraction,True,8.2,tu2022_stars,tu2022_stars,tu2022_stars,4.56,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.005643,1.01,5689.73,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:23837280,tess:23837280,23837280,tess_tu2022,tess,tu2022_stars,fraction,True,6.01,tu2022_stars,tu2022_stars,tu2022_stars,4.43,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.004123,0.97,5574.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:23851652,tess:23851652,23851652,tess_tu2022,tess,tu2022_stars,fraction,True,5.73,tu2022_stars,tu2022_stars,tu2022_stars,4.45,False,False,,bolometric,False,none,no_ceiling,,not_checked
6,0,,0.009343,1.08,5772.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:238626074,tess:238626074,238626074,tess_tu2022,tess,tu2022_stars,fraction,True,5.24,tu2022_stars,tu2022_stars,tu2022_stars,4.39,False,False,,bolometric,False,none,no_ceiling,,not_checked
3,0,,0.004344,0.99,5864.09,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:239178654,tess:239178654,239178654,tess_tu2022,tess,tu2022_stars,fraction,True,1.75,tu2022_stars,tu2022_stars,tu2022_stars,4.47,False,False,,bolometric,False,none,no_ceiling,,not_checked
2,2,4.1e+35,0.016554,0.69,5825.14,3000.0,3.0,True,3967.90537449832,1.527160559547992e+20,4.581481678643976e+20,6.758179130935208e+35,3.5116528864294384e+36,-0.2170458421937908,-0.9327277242732848,0,0,[],tess_tu2022:tess:239183727,tess:239183727,239183727,tess_tu2022,tess,tu2022_stars,fraction,True,5.48,tu2022_stars,tu2022_stars,tu2022_stars,4.78,False,False,,bolometric,False,none,below_ceiling,,not_checked
2,0,,0.006828,0.87,5694.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:239203849,tess:239203849,239203849,tess_tu2022,tess,tu2022_stars,fraction,True,3.42,tu2022_stars,tu2022_stars,tu2022_stars,4.56,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,1,2.2e+34,0.045305,1.33,5708.0,3000.0,3.0,True,3928.2987488,1.5709588284952816e+21,4.712876485485846e+21,2.229717562593556e+37,1.1585952314822036e+38,-3.005827173806459,-3.721509055885953,0,0,[],tess_tu2022:tess:23956374,tess:23956374,23956374,tess_tu2022,tess,tu2022_stars,fraction,True,1.97,tu2022_stars,tu2022_stars,tu2022_stars,4.2,False,False,,bolometric,False,none,below_ceiling,,not_checked
2,1,1.1e+35,0.012971,0.65,5388.81,3000.0,3.0,True,3815.39032886362,1.1129701283524554e+20,3.338910385057367e+20,4.204631233427471e+35,2.1847904770162131e+36,-0.5823352269113897,-1.2980171089908836,0,0,[],tess_tu2022:tess:239669226,tess:239669226,239669226,tess_tu2022,tess,tu2022_stars,fraction,True,5.7,tu2022_stars,tu2022_stars,tu2022_stars,4.78,False,False,,bolometric,False,none,below_ceiling,,not_checked
4,0,,0.00233,0.86,5335.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:239848128,tess:239848128,239848128,tess_tu2022,tess,tu2022_stars,fraction,True,12.48,tu2022_stars,tu2022_stars,tu2022_stars,4.54,False,False,,bolometric,False,none,no_ceiling,,not_checked
6,0,,0.003597,0.88,5511.84,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:239848129,tess:239848129,239848129,tess_tu2022,tess,tu2022_stars,fraction,True,12.48,tu2022_stars,tu2022_stars,tu2022_stars,4.53,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.004659,1.24,5413.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:240075458,tess:240075458,240075458,tess_tu2022,tess,tu2022_stars,fraction,True,5.98,tu2022_stars,tu2022_stars,tu2022_stars,4.23,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.000877,1.54,5910.92,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:240153522,tess:240153522,240153522,tess_tu2022,tess,tu2022_stars,fraction,True,2.48,tu2022_stars,tu2022_stars,tu2022_stars,4.1,False,False,,bolometric,False,none,no_ceiling,,not_checked
3,0,,0.007379,0.92,5786.91,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:240661123,tess:240661123,240661123,tess_tu2022,tess,tu2022_stars,fraction,True,6.07,tu2022_stars,tu2022_stars,tu2022_stars,4.52,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.009224,0.86,5311.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:240791174,tess:240791174,240791174,tess_tu2022,tess,tu2022_stars,fraction,True,7.67,tu2022_stars,tu2022_stars,tu2022_stars,4.52,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.005104,0.88,5310.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:240794248,tess:240794248,240794248,tess_tu2022,tess,tu2022_stars,fraction,True,6.7,tu2022_stars,tu2022_stars,tu2022_stars,4.51,False,False,,bolometric,False,none,no_ceiling,,not_checked
3,1,3.6e+35,0.080646,0.76,5213.8,3000.0,3.0,True,3750.386966248,9.672281534139704e+20,2.901684460241911e+21,1.0771992528903465e+37,5.597291507643946e+37,-1.475993542760051,-2.191675424839545,0,0,[],tess_tu2022:tess:241078868,tess:241078868,241078868,tess_tu2022,tess,tu2022_stars,fraction,True,0.34,tu2022_stars,tu2022_stars,tu2022_stars,4.62,False,False,,bolometric,False,none,below_ceiling,,not_checked
1,0,,0.002219,1.07,5931.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:241199653,tess:241199653,241199653,tess_tu2022,tess,tu2022_stars,fraction,True,3.07,tu2022_stars,tu2022_stars,tu2022_stars,4.42,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.002966,0.94,5723.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:241266709,tess:241266709,241266709,tess_tu2022,tess,tu2022_stars,fraction,True,1.84,tu2022_stars,tu2022_stars,tu2022_stars,4.5,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.002215,0.91,5757.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:241268265,tess:241268265,241268265,tess_tu2022,tess,tu2022_stars,fraction,True,5.14,tu2022_stars,tu2022_stars,tu2022_stars,4.54,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.012363,1.59,5669.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:241268614,tess:241268614,241268614,tess_tu2022,tess,tu2022_stars,fraction,True,4.41,tu2022_stars,tu2022_stars,tu2022_stars,4.04,False,False,,bolometric,False,none,no_ceiling,,not_checked
5,5,3.7e+35,0.056597,1.53,5744.0,3000.0,3.0,True,3940.5754112,2.587697823046484e+21,7.763093469139452e+21,4.713819953719889e+37,2.4493726972724463e+38,-2.105171266382825,-2.8208531484623194,0,0,[],tess_tu2022:tess:241289894,tess:241289894,241289894,tess_tu2022,tess,tu2022_stars,fraction,True,1.28,tu2022_stars,tu2022_stars,tu2022_stars,4.08,False,False,GM21,bolometric,False,none,below_ceiling,,not_checked
1,1,6.899999999999999e+34,0.032743,0.97,5821.0,3000.0,3.0,True,3966.5223322,5.971980182555327e+20,1.791594054766598e+21,5.2261297351047296e+36,2.7155766684443607e+37,-1.879331095852052,-2.595012977931546,0,0,[],tess_tu2022:tess:241343119,tess:241343119,241343119,tess_tu2022,tess,tu2022_stars,fraction,True,2.51,tu2022_stars,tu2022_stars,tu2022_stars,4.48,False,False,GM21,bolometric,False,none,below_ceiling,,not_checked
1,1,4.6e+35,0.034246,1.2,5470.0,3000.0,3.0,True,3844.80178,9.919619442883538e+20,2.975885832865061e+21,1.1187812170606083e+37,5.813357731508153e+37,-1.385987334817159,-2.101669216896653,0,0,[],tess_tu2022:tess:241363085,tess:241363085,241363085,tess_tu2022,tess,tu2022_stars,fraction,True,3.89,tu2022_stars,tu2022_stars,tu2022_stars,4.26,False,False,,bolometric,False,none,below_ceiling,,not_checked
1,0,,0.004749,1.46,5841.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:241445833,tess:241445833,241445833,tess_tu2022,tess,tu2022_stars,fraction,True,3.93,tu2022_stars,tu2022_stars,tu2022_stars,4.13,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.013991,1.1,5637.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:241537481,tess:241537481,241537481,tess_tu2022,tess,tu2022_stars,fraction,True,4.52,tu2022_stars,tu2022_stars,tu2022_stars,4.36,False,False,,bolometric,False,none,no_ceiling,,not_checked
4,4,1.2999999999999998e+35,0.02677,1.25,5155.0,3000.0,3.0,True,3728.054905,8.754839523367209e+20,2.626451857010163e+21,9.276303183591132e+36,4.820108526117831e+37,-1.8534315822266976,-2.5691134643061915,0,0,[],tess_tu2022:tess:241570607,tess:241570607,241570607,tess_tu2022,tess,tu2022_stars,fraction,True,0.54,tu2022_stars,tu2022_stars,tu2022_stars,4.19,False,False,,bolometric,False,none,below_ceiling,,not_checked
6,0,,0.00768,1.31,5836.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:241629469,tess:241629469,241629469,tess_tu2022,tess,tu2022_stars,fraction,True,4.94,tu2022_stars,tu2022_stars,tu2022_stars,4.22,False,False,,bolometric,False,none,no_ceiling,,not_checked
2,0,,0.011455,0.98,5302.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:241671730,tess:241671730,241671730,tess_tu2022,tess,tu2022_stars,fraction,True,2.3,tu2022_stars,tu2022_stars,tu2022_stars,4.41,False,False,,bolometric,False,none,no_ceiling,,not_checked
4,0,,0.018296,0.76,5268.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:241673133,tess:241673133,241673133,tess_tu2022,tess,tu2022_stars,fraction,True,2.63,tu2022_stars,tu2022_stars,tu2022_stars,4.63,False,False,GB21,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.05753,1.59,5540.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:241685708,tess:241685708,241685708,tess_tu2022,tess,tu2022_stars,fraction,True,3.4,tu2022_stars,tu2022_stars,tu2022_stars,4.02,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.050571,1.61,5917.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:241710866,tess:241710866,241710866,tess_tu2022,tess,tu2022_stars,fraction,True,3.1,tu2022_stars,tu2022_stars,tu2022_stars,4.06,False,False,,bolometric,False,none,no_ceiling,,not_checked
8,0,,0.011188,1.04,5897.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:241776156,tess:241776156,241776156,tess_tu2022,tess,tu2022_stars,fraction,True,5.13,tu2022_stars,tu2022_stars,tu2022_stars,4.43,False,False,GB42,bolometric,False,none,no_ceiling,,not_checked
1,1,6.7e+33,0.005717,0.83,5458.0,3000.0,3.0,True,3840.4844488,7.933237553785037e+19,2.379971266135511e+20,2.530336838529704e+35,1.314801589378996e+36,-1.5771035356202248,-2.2927854176997187,0,0,[],tess_tu2022:tess:241807670,tess:241807670,241807670,tess_tu2022,tess,tu2022_stars,fraction,True,12.96,tu2022_stars,tu2022_stars,tu2022_stars,4.57,False,False,GM21,bolometric,False,none,below_ceiling,,not_checked
2,2,1.4e+35,0.054818,0.93,5513.0,3000.0,3.0,True,3860.1875498,9.490329576804688e+20,2.8470988730414064e+21,1.0469467469877936e+37,5.440094875805451e+37,-1.873796556146232,-2.5894784382257257,0,0,[],tess_tu2022:tess:241809572,tess:241809572,241809572,tess_tu2022,tess,tu2022_stars,fraction,True,1.93,tu2022_stars,tu2022_stars,tu2022_stars,4.49,False,False,,bolometric,False,none,below_ceiling,,not_checked
1,0,,0.062478,1.33,5857.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:242267549,tess:242267549,242267549,tess_tu2022,tess,tu2022_stars,fraction,True,1.71,tu2022_stars,tu2022_stars,tu2022_stars,4.21,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.00449,1.0,5862.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:24265675,tess:24265675,24265675,tess_tu2022,tess,tu2022_stars,fraction,True,9.55,tu2022_stars,tu2022_stars,tu2022_stars,4.46,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,1,3.7e+35,0.01629,1.32,5906.0,3000.0,3.0,True,3994.6720712,5.4581592092159286e+20,1.6374477627647787e+21,4.566378944929154e+36,2.3727601017690174e+37,-1.0913702248881094,-1.8070521069676035,0,0,[],tess_tu2022:tess:242841629,tess:242841629,242841629,tess_tu2022,tess,tu2022_stars,fraction,True,2.71,tu2022_stars,tu2022_stars,tu2022_stars,4.23,False,False,GM42,bolometric,False,none,below_ceiling,,not_checked
3,2,1.3999999999999998e+34,0.037533,1.05,5845.0,3000.0,3.0,True,3974.522905,8.002969361389308e+20,2.4008908084167925e+21,8.107358566609477e+36,4.21270708576392e+37,-2.7627513454377493,-3.478433227517243,0,0,[],tess_tu2022:tess:242968721,tess:242968721,242968721,tess_tu2022,tess,tu2022_stars,fraction,True,0.87,tu2022_stars,tu2022_stars,tu2022_stars,4.42,False,False,,bolometric,False,none,below_ceiling,,not_checked
5,5,7.599999999999999e+34,0.019445,0.93,5624.0,3000.0,3.0,True,3899.2923392,3.325725805012203e+20,9.97717741503661e+20,2.17186241684096e+36,1.1285328159053635e+37,-1.4560187178168178,-2.171700599896312,0,0,[],tess_tu2022:tess:24297713,tess:24297713,24297713,tess_tu2022,tess,tu2022_stars,fraction,True,2.81,tu2022_stars,tu2022_stars,tu2022_stars,4.5,False,False,GM21,bolometric,False,none,below_ceiling,,not_checked
1,0,,0.005367,0.91,5474.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:243141717,tess:243141717,243141717,tess_tu2022,tess,tu2022_stars,fraction,True,4.93,tu2022_stars,tu2022_stars,tu2022_stars,4.51,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.007095,0.87,5790.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:243277503,tess:243277503,243277503,tess_tu2022,tess,tu2022_stars,fraction,True,5.64,tu2022_stars,tu2022_stars,tu2022_stars,4.57,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.001709,1.02,5879.27,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:243278327,tess:243278327,243278327,tess_tu2022,tess,tu2022_stars,fraction,True,6.64,tu2022_stars,tu2022_stars,tu2022_stars,4.45,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.003617,1.45,5743.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:243314460,tess:243314460,243314460,tess_tu2022,tess,tu2022_stars,fraction,True,1.84,tu2022_stars,tu2022_stars,tu2022_stars,4.13,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.006407,0.89,5668.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:243427054,tess:243427054,243427054,tess_tu2022,tess,tu2022_stars,fraction,True,4.77,tu2022_stars,tu2022_stars,tu2022_stars,4.54,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,1,2.2e+34,0.018003,0.76,5107.0,3000.0,3.0,True,3709.6411258,2.1911265643882463e+20,6.573379693164739e+20,1.1614588991539012e+36,6.035117472712723e+36,-1.722581165094951,-2.438263047174445,0,0,[],tess_tu2022:tess:24349082,tess:24349082,24349082,tess_tu2022,tess,tu2022_stars,fraction,True,3.32,tu2022_stars,tu2022_stars,tu2022_stars,4.61,False,False,,bolometric,False,none,below_ceiling,,not_checked
2,0,,0.026614,1.14,5739.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:243540976,tess:243540976,243540976,tess_tu2022,tess,tu2022_stars,fraction,True,2.97,tu2022_stars,tu2022_stars,tu2022_stars,4.33,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,1,3.3e+34,0.02588,0.9,5756.0,3000.0,3.0,True,3944.6470112,4.089468824931674e+20,1.2268406474795018e+21,2.961440438972589e+36,1.5388095911668803e+37,-1.952989062577494,-2.668670944656988,0,0,[],tess_tu2022:tess:24399433,tess:24399433,24399433,tess_tu2022,tess,tu2022_stars,fraction,True,4.34,tu2022_stars,tu2022_stars,tu2022_stars,4.55,False,False,GM21,bolometric,False,none,below_ceiling,,not_checked
3,0,,0.006194,1.69,5996.4,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:244136521,tess:244136521,244136521,tess_tu2022,tess,tu2022_stars,fraction,True,8.67,tu2022_stars,tu2022_stars,tu2022_stars,4.03,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.005812,0.91,5716.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:244214048,tess:244214048,244214048,tess_tu2022,tess,tu2022_stars,fraction,True,5.41,tu2022_stars,tu2022_stars,tu2022_stars,4.53,False,False,GM21,bolometric,False,none,no_ceiling,,not_checked
1,1,3.4e+34,0.043223,0.98,5737.0,3000.0,3.0,True,3938.1955498,8.11351320835205e+20,2.4340539625056145e+21,8.275915943901523e+36,4.300292068202034e+37,-2.38633715396967,-3.102019036049164,0,0,[],tess_tu2022:tess:244280887,tess:244280887,244280887,tess_tu2022,tess,tu2022_stars,fraction,True,1.18,tu2022_stars,tu2022_stars,tu2022_stars,4.47,False,False,,bolometric,False,none,below_ceiling,,not_checked
4,1,2.6e+34,0.021215,1.28,5909.58,3000.0,3.0,True,3995.84631920488,6.681851950653867e+20,2.0045555851961605e+21,6.185117051199927e+36,3.21388109503166e+37,-2.376374574944883,-3.092056457024377,0,0,[],tess_tu2022:tess:24451239,tess:24451239,24451239,tess_tu2022,tess,tu2022_stars,fraction,True,6.08,tu2022_stars,tu2022_stars,tu2022_stars,4.25,False,False,,bolometric,False,none,below_ceiling,,not_checked
1,1,1.3e+34,0.011954,0.79,5197.0,3000.0,3.0,True,3744.0316378,1.552612419260694e+20,4.6578372577820816e+20,6.927830179411505e+35,3.599806157084921e+36,-1.7266538810545882,-2.442335763134082,0,0,[],tess_tu2022:tess:245198080,tess:245198080,245198080,tess_tu2022,tess,tu2022_stars,fraction,True,3.34,tu2022_stars,tu2022_stars,tu2022_stars,4.59,False,False,,bolometric,False,none,below_ceiling,,not_checked
5,4,1.2999999999999998e+35,0.067639,0.84,5192.0,3000.0,3.0,True,3742.1362688,9.939027909339356e+20,2.9817083728018067e+21,1.1220662894713277e+37,5.830427468473879e+37,-1.93607516263576,-2.6517570447152536,0,0,[],tess_tu2022:tess:24533586,tess:24533586,24533586,tess_tu2022,tess,tu2022_stars,fraction,True,1.19,tu2022_stars,tu2022_stars,tu2022_stars,4.53,False,False,,bolometric,False,none,below_ceiling,,not_checked
2,2,6.1e+34,0.008705,0.86,5283.0,3000.0,3.0,True,3776.3518138,1.3248293017155232e+20,3.9744879051465707e+20,5.460627315843015e+35,2.8374251856715696e+36,-0.9519127022286824,-1.6675945843081763,0,0,[],tess_tu2022:tess:24535497,tess:24535497,24535497,tess_tu2022,tess,tu2022_stars,fraction,True,7.65,tu2022_stars,tu2022_stars,tu2022_stars,4.53,False,False,,bolometric,False,none,below_ceiling,,not_checked
2,2,6.3e+34,0.004744,0.98,5281.0,3000.0,3.0,True,3775.6061962,9.377829629422196e+19,2.813348888826659e+20,3.25204208702444e+35,1.6898106369235975e+36,-0.7128156080232415,-1.4284974901027354,0,0,[],tess_tu2022:tess:24585771,tess:24585771,24585771,tess_tu2022,tess,tu2022_stars,fraction,True,1.08,tu2022_stars,tu2022_stars,tu2022_stars,4.41,False,False,,bolometric,False,none,below_ceiling,,not_checked
1,1,7.799999999999999e+34,0.021327,1.38,5901.0,3000.0,3.0,True,3993.0305242,7.81386428248968e+20,2.344159284746904e+21,7.821705236901291e+36,4.0642772616421794e+37,-2.001206842727818,-2.716888724807312,0,0,[],tess_tu2022:tess:245871431,tess:245871431,245871431,tess_tu2022,tess,tu2022_stars,fraction,True,1.86,tu2022_stars,tu2022_stars,tu2022_stars,4.19,False,False,,bolometric,False,none,below_ceiling,,not_checked
1,0,,0.014456,1.0,5828.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:245911057,tess:245911057,245911057,tess_tu2022,tess,tu2022_stars,fraction,True,7.65,tu2022_stars,tu2022_stars,tu2022_stars,4.48,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.008746,1.03,5867.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:245943266,tess:245943266,245943266,tess_tu2022,tess,tu2022_stars,fraction,True,4.28,tu2022_stars,tu2022_stars,tu2022_stars,4.44,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.005718,0.83,5666.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:246731285,tess:246731285,246731285,tess_tu2022,tess,tu2022_stars,fraction,True,3.74,tu2022_stars,tu2022_stars,tu2022_stars,4.61,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,0,,0.001746,1.33,5965.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:246771446,tess:246771446,246771446,tess_tu2022,tess,tu2022_stars,fraction,True,0.27,tu2022_stars,tu2022_stars,tu2022_stars,4.23,False,False,,bolometric,False,none,no_ceiling,,not_checked
1,1,6.1e+34,0.043718,1.01,5782.0,3000.0,3.0,True,3953.4334408,8.677715044015006e+20,2.603314513204502e+21,9.153996182198991e+36,4.756555943958056e+37,-2.1762808919520182,-2.891962774031512,0,0,[],tess_tu2022:tess:246892000,tess:246892000,246892000,tess_tu2022,tess,tu2022_stars,fraction,True,2.17,tu2022_stars,tu2022_stars,tu2022_stars,4.44,False,False,,bolometric,False,none,below_ceiling,,not_checked
2,0,,0.017745,0.78,5176.0,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:24695017,tess:24695017,24695017,tess_tu2022,tess,tu2022_stars,fraction,True,8.41,tu2022_stars,tu2022_stars,tu2022_stars,4.6,False,False,,bolometric,False,none,no_ceiling,,not_checked
2,0,,0.006058,1.48,5974.1,3000.0,3.0,False,,,,,,,,0,0,[],tess_tu2022:tess:246975100,tess:246975100,246975100,tess_tu2022,tess,tu2022_stars,fraction,True,2.24,tu2022_stars,tu2022_stars,tu2022_stars,4.14,False,False,GM21,bolometric,False,none,no_ceiling,,not_checked
2,2,4.4e+34,0.082668,1.09,5227.0,3000.0,3.0,True,3755.3662618,2.0358631558021623e+21,6.107589467406487e+21,3.289466924202214e+37,1.7092571527606666e+38,-2.8736728474105178,-3.589354729490012,0,0,[],tess_tu2022:tess:24773916,tess:24773916,24773916,tess_tu2022,tess,tu2022_stars,fraction,True,2.7,tu2022_stars,tu2022_stars,tu2022_stars,4.31,False,False,,bolometric,False,none,below_ceiling,,not_checked
