n_flares,n_independent,e_flare_max_erg,amplitude_frac,radius_rsun,teff_k,b_gauss,geometric_factor,assessable,t_spot_k,a_spot_nominal_cm2,a_spot_conservative_cm2,e_mag_nominal_erg,e_mag_conservative_erg,xi_nominal_max,xi_conservative_max,n_above_nominal,n_above_conservative,flares_above,record_key,star_key,star_id,catalogue,mission,amplitude_source,amplitude_unit,amplitude_unit_guessed,prot,prot_source,teff_source,radius_source,logg,params_assumed,has_peak_times,catalogue_flag,energy_kind,energy_log10_input,tier,first_veto,flags,centroid
329,329,5.016490567732252e+33,0.0269860299999999,1.0,3411.0,3000.0,3.0,True,2953.1308282,9.364592575395392e+20,2.809377772618617e+21,1.0262093817346046e+37,5.33234036510454e+37,-3.310835980712021,-4.026517862791515,0,0,[],kepler_yang2019:kepler:10065745,kepler:10065745,10065745,kepler_yang2019,kepler,mcquillan2014,ppm,False,2.08,yang2019_stars,yang2019_stars,,4.99,True,False,,bolometric,True,none,below_ceiling,,not_checked
309,309,9.134820124571984e+33,0.0225929,1.0,3407.0,3000.0,3.0,True,2951.1031658,7.859735981269444e+20,2.357920794380833e+21,7.890682818394095e+36,4.100119064360807e+37,-2.936414586407089,-3.652096468486583,0,0,[],kepler_yang2019:kepler:10067340,kepler:10067340,10067340,kepler_yang2019,kepler,mcquillan2014,ppm,False,5.64,yang2019_stars,yang2019_stars,,4.92,True,False,,bolometric,True,none,below_ceiling,,not_checked
227,227,3.509134383585536e+35,0.09786224,1.0,4607.0,3000.0,3.0,True,3508.0217258,2.241614435122782e+21,6.724843305368347e+21,3.8005287456734703e+37,1.9748126649397405e+38,-2.0346440217099517,-2.750325903789445,0,0,[],kepler_yang2019:kepler:10070247,kepler:10070247,10070247,kepler_yang2019,kepler,mcquillan2014,ppm,False,7.43,yang2019_stars,yang2019_stars,,4.6,True,False,,bolometric,True,none,below_ceiling,,not_checked
103,103,5.177260290506447e+34,0.0615690899999999,1.0,5207.0,3000.0,3.0,True,3747.8170058,1.2796047174303398e+21,3.83881415229102e+21,1.6391413208996823e+37,8.517228145751434e+37,-2.5005163985009844,-3.2161982805804783,0,0,[],kepler_yang2019:kepler:10071383,kepler:10071383,10071383,kepler_yang2019,kepler,mcquillan2014,ppm,False,1.52,yang2019_stars,yang2019_stars,,4.66,True,False,,bolometric,True,none,below_ceiling,,not_checked
108,108,4.738053933388285e+35,0.0285519399999999,1.0,5043.0,3000.0,3.0,True,3684.8328058,6.072276389641482e+20,1.8216829168924445e+21,5.358336039351152e+36,2.784273079255074e+37,-1.053429946200076,-1.76911182827957,0,0,[],kepler_yang2019:kepler:10080792,kepler:10080792,10080792,kepler_yang2019,kepler,mcquillan2014,ppm,False,12.81,yang2019_stars,yang2019_stars,,3.83,True,False,,bolometric,True,none,below_ceiling,,not_checked
95,95,6.53130552647469e+33,0.01335201,1.0,3606.0,3000.0,3.0,True,3050.5901512,4.1618974364787645e+20,1.248569230943629e+21,3.0404629105745786e+36,1.5798708718931755e+37,-2.6679397099914013,-3.383621592070895,0,0,[],kepler_yang2019:kepler:10081040,kepler:10081040,10081040,kepler_yang2019,kepler,mcquillan2014,ppm,False,5.97,yang2019_stars,yang2019_stars,,4.86,True,False,,bolometric,True,none,below_ceiling,,not_checked
151,151,9.468910246508344e+35,,1.1,5490.0,3000.0,3.0,False,,,,,,,,0,0,[],kepler_yang2019:kepler:10120296,kepler:10120296,10120296,kepler_yang2019,kepler,,,True,3.9,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.36,False,False,,bolometric,True,none,no_ceiling,,not_checked
93,93,1.381338129687378e+34,0.0829087499999999,1.0,4404.0,3000.0,3.0,True,3421.0552672,1.9825440813431207e+21,5.947632244029361e+21,3.16109049230044e+37,1.6425508019961828e+38,-3.359536928533096,-4.07521881061259,0,0,[],kepler_yang2019:kepler:10134498,kepler:10134498,10134498,kepler_yang2019,kepler,mcquillan2014,ppm,False,10.84,yang2019_stars,yang2019_stars,,4.62,True,False,,bolometric,True,none,below_ceiling,,not_checked
185,185,1.0327614057614044e+35,0.00622892,1.0,5008.0,3000.0,3.0,True,3671.1417088,1.331663921488114e+20,3.994991764464342e+20,5.502937752365785e+35,2.859410333395927e+36,-0.7265946002258445,-1.4422764823053384,0,0,[],kepler_yang2019:kepler:10139305,kepler:10139305,10139305,kepler_yang2019,kepler,mcquillan2014,ppm,False,1.35,yang2019_stars,yang2019_stars,,4.66,True,False,,bolometric,True,none,below_ceiling,,not_checked
271,271,3.23817264731326e+33,0.01393402,1.0,3373.0,3000.0,3.0,True,2933.8217818000003,4.9544147021079446e+20,1.4863244106323832e+21,3.9490368233567626e+36,2.051979725704294e+37,-3.086191183396224,-3.801873065475718,0,0,[],kepler_yang2019:kepler:10146539,kepler:10146539,10146539,kepler_yang2019,kepler,mcquillan2014,ppm,False,5.17,yang2019_stars,yang2019_stars,,4.95,True,False,,bolometric,True,none,below_ceiling,,not_checked
180,180,1.923977549331676e+35,,1.0,4090.0,3000.0,3.0,False,,,,,,,,0,0,[],kepler_yang2019:kepler:10165244,kepler:10165244,10165244,kepler_yang2019,kepler,,,True,1.76,yang2019_stars,yang2019_stars,,4.61,True,False,,bolometric,True,none,no_ceiling,,not_checked
125,125,6.435762368376397e+33,0.0088819,1.0,3787.0,3000.0,3.0,True,3138.6159898,2.556898494072314e+20,7.670695482216943e+20,1.4641072150461442e+36,7.607724252564284e+36,-2.35697288081937,-3.072654762898864,0,0,[],kepler_yang2019:kepler:10188460,kepler:10188460,10188460,kepler_yang2019,kepler,mcquillan2014,ppm,False,13.8,yang2019_stars,yang2019_stars,,4.74,True,False,,bolometric,True,none,below_ceiling,,not_checked
104,104,1.6218100973589332e+35,0.0766060399999999,1.0,4324.0,3000.0,3.0,True,3385.9722592,1.86669819835882e+21,5.600094595076461e+21,2.8881105450398936e+37,1.5007062605653614e+38,-2.250613812229325,-2.966295694308819,0,0,[],kepler_yang2019:kepler:10274993,kepler:10274993,10274993,kepler_yang2019,kepler,mcquillan2014,ppm,False,1.29,yang2019_stars,yang2019_stars,,4.57,True,False,,bolometric,True,none,below_ceiling,,not_checked
135,135,1.140775012922125e+35,0.05994266,1.0,4465.0,3000.0,3.0,True,3447.498145,1.4139911638708626e+21,4.241973491612588e+21,1.9040252045026836e+37,9.893605179271109e+37,-2.2224726930526444,-2.9381545751321383,0,0,[],kepler_yang2019:kepler:10317398,kepler:10317398,10317398,kepler_yang2019,kepler,mcquillan2014,ppm,False,1.74,yang2019_stars,yang2019_stars,,4.78,True,False,,bolometric,True,none,below_ceiling,,not_checked
106,106,7.549183812702765e+33,0.03786516,1.0,3990.0,3000.0,3.0,True,3234.55042,1.0134314484863106e+21,3.040294345458932e+21,1.1552985155994802e+37,6.003107180781614e+37,-3.184794215333767,-3.900476097413261,0,0,[],kepler_yang2019:kepler:10320552,kepler:10320552,10320552,kepler_yang2019,kepler,mcquillan2014,ppm,False,11.55,yang2019_stars,yang2019_stars,,4.7,True,False,,bolometric,True,none,below_ceiling,,not_checked
141,141,3.426099724881348e+34,0.0311500999999999,1.0,4441.0,3000.0,3.0,True,3437.1261802,7.386919714770019e+20,2.2160759144310057e+21,7.189483942842667e+36,3.735765440761235e+37,-2.32189771808536,-3.037579600164854,0,0,[],kepler_yang2019:kepler:10330818,kepler:10330818,10330818,kepler_yang2019,kepler,mcquillan2014,ppm,False,8.54,yang2019_stars,yang2019_stars,,4.71,True,False,,bolometric,True,none,below_ceiling,,not_checked
402,402,6.175896369491156e+33,0.0114345,1.0,3310.0,3000.0,3.0,True,2901.58162,4.245879488374923e+20,1.2737638465124767e+21,3.1329549119753644e+36,1.6279311256091428e+37,-2.705254144763224,-3.4209360268427176,0,0,[],kepler_yang2019:kepler:10332732,kepler:10332732,10332732,kepler_yang2019,kepler,mcquillan2014,ppm,False,3.49,yang2019_stars,yang2019_stars,,5.01,True,False,,bolometric,True,none,below_ceiling,,not_checked
381,381,2.033761398425752e+34,,1.0,4064.0,3000.0,3.0,False,,,,,,,,0,0,[],kepler_yang2019:kepler:10355809,kepler:10355809,10355809,kepler_yang2019,kepler,,,True,1.52,yang2019_stars,yang2019_stars,,4.72,True,False,,bolometric,True,none,no_ceiling,,not_checked
229,229,2.9984720157970543e+34,0.0384675899999999,1.0,3651.0,3000.0,3.0,True,3072.6941242,1.1737720446749272e+21,3.521316134024782e+21,1.4400523908466696e+37,7.4827317195224e+37,-2.6814782925408807,-3.3971601746203746,0,0,[],kepler_yang2019:kepler:10412044,kepler:10412044,10412044,kepler_yang2019,kepler,mcquillan2014,ppm,False,1.4,yang2019_stars,yang2019_stars,,4.8,True,False,,bolometric,True,none,below_ceiling,,not_checked
179,179,1.3655260828700775e+35,,1.3,5118.0,3000.0,3.0,False,,,,,,,,0,0,[],kepler_yang2019:kepler:10422252,kepler:10422252,10422252,kepler_yang2019,kepler,,,True,5.2,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.48,False,False,,bolometric,True,none,no_ceiling,,not_checked
128,128,5.418761044516239e+34,0.02541932,1.0,3874.0,3000.0,3.0,True,3180.0920392,7.079763569704718e+20,2.1239290709114156e+21,6.745758380992097e+36,3.5051988754385654e+37,-2.0951307816084324,-2.8108126636879263,0,0,[],kepler_yang2019:kepler:10448377,kepler:10448377,10448377,kepler_yang2019,kepler,mcquillan2014,ppm,False,2.19,yang2019_stars,yang2019_stars,,4.65,True,False,,bolometric,True,none,below_ceiling,,not_checked
213,213,1.3864365533013384e+33,,1.0,3374.0,3000.0,3.0,False,,,,,,,,0,0,[],kepler_yang2019:kepler:10452252,kepler:10452252,10452252,kepler_yang2019,kepler,,,True,26.99,yang2019_stars,yang2019_stars,,5.07,True,False,,bolometric,True,none,no_ceiling,,not_checked
125,125,1.1476249989434084e+36,0.07161748,1.0,5202.0,3000.0,3.0,True,3745.9252168,1.4894398561614462e+21,4.468319568484338e+21,2.058434756458345e+37,1.0695940746754564e+38,-1.2537371062816831,-1.969418988361177,0,0,[],kepler_yang2019:kepler:10453475,kepler:10453475,10453475,kepler_yang2019,kepler,mcquillan2014,ppm,False,15.2,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.52,False,False,,bolometric,True,none,below_ceiling,,not_checked
175,175,1.122793784950934e+34,0.03194469,1.0,3585.0,3000.0,3.0,True,3040.225345,1.0060829909611857e+21,3.018248972883557e+21,1.142755604590679e+37,5.937932303355438e+37,-3.0076533599432835,-3.7233352420227774,0,0,[],kepler_yang2019:kepler:10471960,kepler:10471960,10471960,kepler_yang2019,kepler,mcquillan2014,ppm,False,7.28,yang2019_stars,yang2019_stars,,4.87,True,False,,bolometric,True,none,below_ceiling,,not_checked
93,93,2.737158835750589e+35,0.06389058,1.0,5178.0,3000.0,3.0,True,3736.8197128,1.3330568233288055e+21,3.9991704699864167e+21,1.7429127344076788e+37,9.0564402274587e+37,-1.803975643040019,-2.519657525119513,0,0,[],kepler_yang2019:kepler:10527793,kepler:10527793,10527793,kepler_yang2019,kepler,mcquillan2014,ppm,False,7.82,yang2019_stars,yang2019_stars,,4.58,True,False,,bolometric,True,none,below_ceiling,,not_checked
90,90,1.342764961137864e+35,0.02521503,0.9,5143.0,3000.0,3.0,True,3723.4669258,4.281987780431693e+20,1.284596334129508e+21,3.173005209728636e+36,1.648741870779222e+37,-1.373470785165189,-2.089152667244683,0,0,[],kepler_yang2019:kepler:10528093,kepler:10528093,10528093,kepler_yang2019,kepler,mcquillan2014,ppm,False,12.5,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.54,False,False,,bolometric,True,none,below_ceiling,,not_checked
98,98,1.8416199035246712e+36,,1.0,5350.0,3000.0,3.0,False,,,,,,,,0,0,[],kepler_yang2019:kepler:10532561,kepler:10532561,10532561,kepler_yang2019,kepler,,,True,4.43,yang2019_stars,yang2019_stars,,3.62,True,False,,bolometric,True,none,no_ceiling,,not_checked
175,175,3.9518458892843817e+33,0.0188811399999999,1.0,3464.0,3000.0,3.0,True,2979.8892032,6.346442594859526e+20,1.9039327784578575e+21,5.725299152386402e+36,2.9749527061392823e+37,-3.160998183909108,-3.8766800659886016,0,0,[],kepler_yang2019:kepler:10536761,kepler:10536761,10536761,kepler_yang2019,kepler,mcquillan2014,ppm,False,5.62,yang2019_stars,yang2019_stars,,4.89,True,False,,bolometric,True,none,below_ceiling,,not_checked
160,160,3.710222886174666e+36,0.03702822,0.984,5242.0,3000.0,3.0,True,3761.0094088,7.416921969128208e+20,2.2250765907384625e+21,7.233328929405872e+36,3.758547964076629e+37,-0.2899382147138425,-1.0056200967933364,0,0,[],kepler_yang2019:kepler:10537061,kepler:10537061,10537061,kepler_yang2019,kepler,mcquillan2014,ppm,False,1.279,okamoto2021_stars,okamoto2021_stars,okamoto2021_stars,3.84,False,False,,bolometric,True,none,below_ceiling,,not_checked
170,170,4.895533198139523e+33,0.02746218,1.0,3328.0,3000.0,3.0,True,2910.8220928,1.006758954686551e+21,3.020276864059653e+21,1.143907484322924e+37,5.94391764601681e+37,-3.368590901491295,-4.084272783570789,0,0,[],kepler_yang2019:kepler:10548508,kepler:10548508,10548508,kepler_yang2019,kepler,mcquillan2014,ppm,False,9.26,yang2019_stars,yang2019_stars,,4.99,True,False,,bolometric,True,none,below_ceiling,,not_checked
110,110,5.637674531352653e+34,0.0396438199999999,1.0,3727.0,3000.0,3.0,True,3109.6960618,1.1696952453457292e+21,3.509085736037187e+21,1.4325564243103864e+37,7.443781534844363e+37,-2.405011736596883,-3.120693618676377,0,0,[],kepler_yang2019:kepler:10548640,kepler:10548640,10548640,kepler_yang2019,kepler,mcquillan2014,ppm,False,0.97,yang2019_stars,yang2019_stars,,4.68,True,False,,bolometric,True,none,below_ceiling,,not_checked
187,187,1.528973646690698e+33,0.0174203499999999,1.0,3323.0,3000.0,3.0,True,2908.2576218,6.4088026638988e+20,1.92264079916964e+21,5.809891187360076e+36,3.0189080168862965e+37,-3.5797679986258544,-4.295449880705348,0,0,[],kepler_yang2019:kepler:10584063,kepler:10584063,10584063,kepler_yang2019,kepler,mcquillan2014,ppm,False,1.6,yang2019_stars,yang2019_stars,,4.99,True,False,,bolometric,True,none,below_ceiling,,not_checked
234,234,4.748976275730648e+36,,1.0,4946.0,3000.0,3.0,False,,,,,,,,0,0,[],kepler_yang2019:kepler:10603977,kepler:10603977,10603977,kepler_yang2019,kepler,,,True,17.98,yang2019_stars,yang2019_stars,,3.32,True,False,,bolometric,True,none,no_ceiling,,not_checked
131,131,3.0888726265127715e+34,0.01476336,1.0,4229.0,3000.0,3.0,True,3343.7160122,3.684911394324367e+20,1.10547341829731e+21,2.533046859354281e+36,1.3162097575063174e+37,-1.91384322396771,-2.629525106047204,0,0,[],kepler_yang2019:kepler:10658494,kepler:10658494,10658494,kepler_yang2019,kepler,mcquillan2014,ppm,False,11.37,yang2019_stars,yang2019_stars,,4.69,True,False,,bolometric,True,none,below_ceiling,,not_checked
278,278,5.272298614228243e+37,,1.0,5155.0,3000.0,3.0,False,,,,,,,,0,0,[],kepler_yang2019:kepler:10666510,kepler:10666510,10666510,kepler_yang2019,kepler,,,True,20.5,yang2019_stars,yang2019_stars,,2.62,True,False,,bolometric,True,none,no_ceiling,,not_checked
130,130,1.1091748152624054e+32,0.00566882,1.0,3256.0,3000.0,3.0,True,2873.7210112,2.1921270291571307e+20,6.576381087471393e+20,1.1622544702721418e+36,6.039251381506203e+36,-4.0203012252451344,-4.735983107324628,0,0,[],kepler_yang2019:kepler:10731839,kepler:10731839,10731839,kepler_yang2019,kepler,mcquillan2014,ppm,False,46.12,yang2019_stars,yang2019_stars,,5.07,True,False,,bolometric,True,none,below_ceiling,,not_checked
136,136,2.2366601494661887e+35,,1.0,5227.0,3000.0,3.0,False,,,,,,,,0,0,[],kepler_yang2019:kepler:10736489,kepler:10736489,10736489,kepler_yang2019,kepler,,,True,2.6,yang2019_stars,yang2019_stars,,4.53,True,False,,bolometric,True,none,no_ceiling,,not_checked
129,129,3.0988460420120547e+35,,0.9,5754.0,3000.0,3.0,False,,,,,,,,0,0,[],kepler_yang2019:kepler:10745663,kepler:10745663,10745663,kepler_yang2019,kepler,,,True,3.1,shibayama2013_stars,shibayama2013_stars,shibayama2013_stars,4.49,False,False,,bolometric,True,none,no_ceiling,,not_checked
106,106,5.973102948121412e+35,0.04980016,1.0,5853.0,3000.0,3.0,True,3977.1805978,9.624102796436727e+20,2.8872308389310177e+21,1.0691608052811006e+37,5.555522508624361e+37,-1.2528430294315385,-1.9685249115110324,0,0,[],kepler_yang2019:kepler:10793443,kepler:10793443,10793443,kepler_yang2019,kepler,mcquillan2014,ppm,False,7.34,yang2019_stars,yang2019_stars,,4.41,True,False,,bolometric,True,none,below_ceiling,,not_checked
136,136,6.224435916032893e+34,0.0239318,1.0,5591.0,3000.0,3.0,True,3887.7587402,4.74925506366934e+20,1.4247765191008015e+21,3.706302746290131e+36,1.9258513994419704e+37,-1.774840891419231,-2.490522773498725,0,0,[],kepler_yang2019:kepler:10799767,kepler:10799767,10799767,kepler_yang2019,kepler,mcquillan2014,ppm,False,1.8,yang2019_stars,yang2019_stars,,4.62,True,False,,bolometric,True,none,below_ceiling,,not_checked
122,122,9.238468875379494e+34,0.0315139299999999,1.0,5403.0,3000.0,3.0,True,3820.5647578,6.389182742442582e+20,1.9167548227327744e+21,5.783231998077259e+36,3.0050554957883665e+37,-1.7965706146559697,-2.512252496735464,0,0,[],kepler_yang2019:kepler:10802309,kepler:10802309,10802309,kepler_yang2019,kepler,mcquillan2014,ppm,False,2.0,yang2019_stars,yang2019_stars,,4.61,True,False,,bolometric,True,none,below_ceiling,,not_checked
137,137,6.117866558211328e+34,0.0541423,1.0,4137.0,3000.0,3.0,True,3302.1782698,1.3857950044218605e+21,4.157385013265581e+21,1.8473583031459915e+37,9.599155322499252e+37,-2.479951136906216,-3.19563301898571,0,0,[],kepler_yang2019:kepler:10812541,kepler:10812541,10812541,kepler_yang2019,kepler,mcquillan2014,ppm,False,3.95,yang2019_stars,yang2019_stars,,4.62,True,False,,bolometric,True,none,below_ceiling,,not_checked
126,126,1.681512112376729e+36,0.06085533,1.0,5221.0,3000.0,3.0,True,3753.1044922,1.2624141548435297e+21,3.78724246453059e+21,1.6062214928180643e+37,8.346171701310051e+37,-0.9801054328953356,-1.6957873149748297,0,0,[],kepler_yang2019:kepler:10815729,kepler:10815729,10815729,kepler_yang2019,kepler,mcquillan2014,ppm,False,4.76,yang2019_stars,yang2019_stars,,3.88,True,False,,bolometric,True,none,below_ceiling,,not_checked
100,100,2.7176905234422607e+35,,1.0,4701.0,3000.0,3.0,False,,,,,,,,0,0,[],kepler_yang2019:kepler:10818065,kepler:10818065,10818065,kepler_yang2019,kepler,,,True,2.79,yang2019_stars,yang2019_stars,,4.6,True,False,,bolometric,True,none,no_ceiling,,not_checked
394,394,4.249129820811227e+34,0.0604152399999999,1.0,3577.0,3000.0,3.0,True,3036.2685418,1.910390879083759e+21,5.731172637251277e+21,2.9901020016582765e+37,1.5537025760056604e+38,-2.847386003709623,-3.563067885789117,0,0,[],kepler_yang2019:kepler:10857583,kepler:10857583,10857583,kepler_yang2019,kepler,mcquillan2014,ppm,False,10.97,yang2019_stars,yang2019_stars,,4.94,True,False,,bolometric,True,none,below_ceiling,,not_checked
260,260,1.0062363452805918e+35,0.0658073999999999,1.0,4689.0,3000.0,3.0,True,3542.3143882,1.4839530090188605e+21,4.451859027056581e+21,2.0470708445555384e+37,1.0636892128389371e+38,-2.308432872885831,-3.024114754965325,0,0,[],kepler_yang2019:kepler:10865206,kepler:10865206,10865206,kepler_yang2019,kepler,mcquillan2014,ppm,False,2.42,yang2019_stars,yang2019_stars,,4.58,True,False,,bolometric,True,none,below_ceiling,,not_checked
111,111,1.9324132203810306e+35,0.07201332,1.0,5126.0,3000.0,3.0,True,3716.9496392,1.513366673714819e+21,4.540100021144457e+21,2.1082344162503885e+37,1.0954707369632955e+38,-2.0378188987719525,-2.7535007808514465,0,0,[],kepler_yang2019:kepler:10905040,kepler:10905040,10905040,kepler_yang2019,kepler,mcquillan2014,ppm,False,33.56,yang2019_stars,yang2019_stars,,4.58,True,False,,bolometric,True,none,below_ceiling,,not_checked
280,280,5.843862649556607e+34,0.04513305,1.0,3805.0,3000.0,3.0,True,3147.241705,1.2901081094624368e+21,3.8703243283873095e+21,1.659364549000762e+37,8.622311121443802e+37,-2.453241807499438,-3.168923689578932,0,0,[],kepler_yang2019:kepler:10909367,kepler:10909367,10909367,kepler_yang2019,kepler,mcquillan2014,ppm,False,2.98,yang2019_stars,yang2019_stars,,4.73,True,False,,bolometric,True,none,below_ceiling,,not_checked
163,163,7.883153805215625e+33,0.01948529,1.0,3704.0,3000.0,3.0,True,3098.5417472,5.806172779841366e+20,1.74185183395241e+21,5.009998350276944e+36,2.6032715065547777e+37,-2.80313758286011,-3.518819464939604,0,0,[],kepler_yang2019:kepler:10920281,kepler:10920281,10920281,kepler_yang2019,kepler,mcquillan2014,ppm,False,2.42,yang2019_stars,yang2019_stars,,4.8,True,False,,bolometric,True,none,below_ceiling,,not_checked
100,100,2.8242295971440965e+35,0.0535545299999999,1.0,5795.0,3000.0,3.0,True,3957.808505,1.0407498570051134e+21,3.1222495710153403e+21,1.202325863976272e+37,6.247468450983151e+37,-1.6291221895859778,-2.344804071665472,0,0,[],kepler_yang2019:kepler:10922482,kepler:10922482,10922482,kepler_yang2019,kepler,mcquillan2014,ppm,False,1.99,yang2019_stars,yang2019_stars,,4.55,True,False,,bolometric,True,none,below_ceiling,,not_checked
197,197,1.4206922128601933e+34,0.04295707,1.0,3554.0,3000.0,3.0,True,3024.8672072,1.3743895470124038e+21,4.123168641037211e+21,1.824598926160872e+37,9.480894130638733e+37,-3.108667414930629,-3.824349297010123,0,0,[],kepler_yang2019:kepler:10960823,kepler:10960823,10960823,kepler_yang2019,kepler,mcquillan2014,ppm,False,12.17,yang2019_stars,yang2019_stars,,4.91,True,False,,bolometric,True,none,below_ceiling,,not_checked
189,189,7.945111566183602e+35,0.01422533,1.0,5174.0,3000.0,3.0,True,3735.2981192,2.9696875636091735e+20,8.909062690827521e+20,1.8326046750097585e+36,9.522493221915456e+36,-0.3629687901239791,-1.078650672203473,0,0,[],kepler_yang2019:kepler:10973465,kepler:10973465,10973465,kepler_yang2019,kepler,mcquillan2014,ppm,False,1.1,yang2019_stars,yang2019_stars,,4.6,True,False,,bolometric,True,none,below_ceiling,,not_checked
310,310,7.037201717220577e+34,0.04554874,1.0,3794.0,3000.0,3.0,True,3141.9731912,1.3076176634353054e+21,3.9228529903059154e+21,1.6932606561396508e+37,8.798440460673864e+37,-2.3813238174176803,-3.097005699497174,0,0,[],kepler_yang2019:kepler:10975238,kepler:10975238,10975238,kepler_yang2019,kepler,mcquillan2014,ppm,False,1.95,yang2019_stars,yang2019_stars,,4.76,True,False,,bolometric,True,none,below_ceiling,,not_checked
118,118,8.997047223493231e+35,0.02466473,1.0,6197.0,3000.0,3.0,True,4087.1264378,4.625539351347677e+20,1.3876618054043034e+21,3.5624290186835313e+36,1.8510924176152843e+37,-0.5976462197951875,-1.3133281018746814,0,0,[],kepler_yang2019:kepler:10976930,kepler:10976930,10976930,kepler_yang2019,kepler,mcquillan2014,ppm,False,2.0,yang2019_stars,yang2019_stars,,3.66,True,False,,bolometric,True,none,below_ceiling,,not_checked
106,106,7.440463661919211e+34,0.08169153,1.0,3498.0,3000.0,3.0,True,2996.9490568,2.6933577045707394e+21,8.080073113712218e+21,5.005456638806086e+37,2.600911564048524e+38,-2.827843703527116,-3.543525585606609,0,0,[],kepler_yang2019:kepler:11031746,kepler:11031746,11031746,kepler_yang2019,kepler,mcquillan2014,ppm,False,1.21,yang2019_stars,yang2019_stars,,4.9,True,False,,bolometric,True,none,below_ceiling,,not_checked
167,167,1.4047531026968676e+35,0.0426293,1.0,4233.0,3000.0,3.0,True,3345.5082538,1.062904484278956e+21,3.188713452836868e+21,1.2409206415413204e+37,6.448012797931598e+37,-1.946144008700415,-2.661825890779909,0,0,[],kepler_yang2019:kepler:11033205,kepler:11033205,11033205,kepler_yang2019,kepler,mcquillan2014,ppm,False,2.12,yang2019_stars,yang2019_stars,,4.61,True,False,,bolometric,True,none,below_ceiling,,not_checked
158,158,2.7403119210302946e+34,0.0151754599999999,1.0,3982.0,3000.0,3.0,True,3230.8256008,4.072196072863956e+20,1.2216588218591866e+21,2.9426978427603306e+36,1.529070652495267e+37,-2.030945670880186,-2.74662755295968,0,0,[],kepler_yang2019:kepler:11037498,kepler:11037498,11037498,kepler_yang2019,kepler,mcquillan2014,ppm,False,10.53,yang2019_stars,yang2019_stars,,4.67,True,False,,bolometric,True,none,below_ceiling,,not_checked
209,209,9.354056741475444e+35,0.1393270499999999,1.0,4679.0,3000.0,3.0,True,3538.1581322,3.147672140437784e+21,9.443016421313352e+21,6.323927539160768e+37,3.2860091403631407e+38,-1.82998688505478,-2.545668767134273,0,0,[],kepler_yang2019:kepler:11068661,kepler:11068661,11068661,kepler_yang2019,kepler,mcquillan2014,ppm,False,11.83,yang2019_stars,yang2019_stars,,4.6,True,False,,bolometric,True,none,below_ceiling,,not_checked
92,92,9.532350439205122e+32,0.0302334399999999,1.0,3328.0,3000.0,3.0,True,2910.8220928,1.1083528857133177e+21,3.325058657139953e+21,1.3213556750202034e+37,6.865965492013387e+37,-4.141819734274172,-4.857501616353666,0,0,[],kepler_yang2019:kepler:11069034,kepler:11069034,11069034,kepler_yang2019,kepler,mcquillan2014,ppm,False,15.73,yang2019_stars,yang2019_stars,,5.07,True,False,,bolometric,True,none,below_ceiling,,not_checked
151,151,1.5434764233245235e+34,0.0391855199999999,1.0,4056.0,3000.0,3.0,True,3265.1053312,1.027196752704352e+21,3.081590258113056e+21,1.1789166638089145e+37,6.1258306788199085e+37,-2.882983106429186,-3.598664988508681,0,0,[],kepler_yang2019:kepler:11081377,kepler:11081377,11081377,kepler_yang2019,kepler,mcquillan2014,ppm,False,9.81,yang2019_stars,yang2019_stars,,4.65,True,False,,bolometric,True,none,below_ceiling,,not_checked
284,284,1.3381352151540197e+37,,1.0,5125.0,3000.0,3.0,False,,,,,,,,0,0,[],kepler_yang2019:kepler:11135986,kepler:11135986,11135986,kepler_yang2019,kepler,,,True,8.71,yang2019_stars,yang2019_stars,,3.21,True,False,,bolometric,True,none,no_ceiling,,not_checked
95,95,4.478164058439379e+34,0.01162052,1.0,5123.0,3000.0,3.0,True,3715.7973818,2.4430919787406266e+20,7.329275936221878e+20,1.3674528996185352e+36,7.105493697290059e+36,-1.4848123764767325,-2.200494258556226,0,0,[],kepler_yang2019:kepler:11136970,kepler:11136970,11136970,kepler_yang2019,kepler,mcquillan2014,ppm,False,6.99,yang2019_stars,yang2019_stars,,4.59,True,False,,bolometric,True,none,below_ceiling,,not_checked
338,338,3.575197187450261e+34,0.0267909199999999,1.0,3274.0,3000.0,3.0,True,2883.0310792,1.0216974041845004e+21,3.0650922125535016e+21,1.1694619195433155e+37,6.076702386498148e+37,-2.5146860847159616,-3.2303679667954555,0,0,[],kepler_yang2019:kepler:11137723,kepler:11137723,11137723,kepler_yang2019,kepler,mcquillan2014,ppm,False,5.96,yang2019_stars,yang2019_stars,,5.04,True,False,,bolometric,True,none,below_ceiling,,not_checked
388,388,5.544980203697381e+34,0.02180296,1.0,3673.0,3000.0,3.0,True,3083.4477418,6.586448777317253e+20,1.975934633195176e+21,6.053124796010939e+36,3.1452959073737813e+37,-2.0380796277635724,-2.7537615098430663,0,0,[],kepler_yang2019:kepler:11145819,kepler:11145819,11145819,kepler_yang2019,kepler,mcquillan2014,ppm,False,4.33,yang2019_stars,yang2019_stars,,4.69,True,False,,bolometric,True,none,below_ceiling,,not_checked
