planet_key,kepoi_name,kepler_name,kepid,tic_id,toi,join_route,period_alias,koi_period,pl_orbper,koi_disposition,tfopwg_disp,depth_kepler_ppm,depth_kepler_err_ppm,depth_tess_ppm,depth_tess_err_ppm,k_kepler,b_kepler,a_rs_kepler,ld_band_ratio,contam_applied,contam_max,n_gaia_neighbours,ln_ratio_raw,ln_ratio_corr,sigma_ln_ratio,population_offset,z_ratio,t14_ratio_observed,t14_ratio_expected_fixed_b,z_duration,b_implied_by_duration,duration_verdict,class,vetoes,first_veto,flags,would_be_candidate_without_vetoes,koi_tce_delivname
K00897.01,K00897.01,Kepler-718 b,7849854,268924036.0,4490.01,name_planet,1,2.052349884,2.0523417,CONFIRMED,KP,14280.6,17.9,34476.0907387,2349.1162,0.11123,0.437,7.743,0.9722602596249474,0.050396616941017,0.074607359734297,7,0.8813640888843693,0.961206715508994,0.0845239388284675,0.2281273259447006,8.673038664845013,1.021511069400327,1.0731561853609324,-0.4511395550624372,0.3815452182294058,fixed_b,GROWTH_CANDIDATE,,,multi_sector_scatter:not_checked,False,q1_q17_dr25_tce
