source_id,ra,dec,dist_pc,phot_g_mean_mag,bp_rp,sep_now_pc,v_rel_kms,t_enc_myr,d_min_pc,abs_g,lum_class,dest_score,cross_yr_0.001c,cross_yr_0.01c,cross_yr_0.1c,known_planet_host,n_planets,has_temperate_planet,has_hycean_candidate,host_name
2299942278201276288,341.87667975000466,83.69754684546947,19.548015422243125,7.2939115,1.0415583,26.55598774306797,35.28387161350039,-0.3248711431753089,23.828354398380228,5.838398135053675,main_sequence,2.498239212927162,77717.69811932772,7771.769811932772,777.1769811932771,True,2,True,False,HD 216520
2619706544757416192,332.3748236763796,-7.550658877487583,21.34402939263777,6.3589854,0.908793,13.483070795340144,10.534230159713164,-0.0067939258139089,13.4828721225279,4.712603348503913,main_sequence,2.4915474388987544,43975.24763486616,4397.5247634866155,439.75247634866156,True,1,True,False,HD 210277
6504232472302122624,341.6527002080713,-56.599806972566256,40.55655994877758,8.695032,1.1142778,32.2701127833023,53.75687352569298,-0.3119002724849061,27.33715818673171,5.6547264471979,main_sequence,2.4867624629099843,89161.88553671777,8916.188553671778,891.6188553671777,True,2,True,False,HD 215497
3179384931394690304,66.61005801972284,-10.55108371161248,39.23598338616471,7.639983,0.8646507,32.76840129690092,49.21557454995399,-0.4201108601625457,25.03261826022444,4.671560290164435,main_sequence,2.481480337096193,81645.48153676701,8164.548153676701,816.45481536767,True,2,True,False,HD 28185
5036553052456200320,20.531432775342733,-26.89409901678174,30.70808718085815,8.482131,1.1567945,16.64588425292833,42.375788669473934,-0.1383613999550939,15.528341297899908,6.0458671754646955,main_sequence,2.475225804898167,50646.67585127535,5064.667585127535,506.46675851275353,True,1,True,False,HD 8326
2343647384368388608,11.112601864577796,-26.515018438908708,34.10796327879651,7.624324,0.84299564,19.64943742231835,96.47559349606487,-0.1054495066144873,16.66882278475575,4.960045066285927,main_sequence,2.475160274086528,54366.42898337454,5436.642898337454,543.6642898337454,True,1,True,False,HD 4208
6223838830917236224,219.27027643146667,-25.8031921529484,26.054660509194317,7.9887166,1.1652584,37.56512032908024,34.13287268349408,-0.3348782831960351,35.69990141109423,5.909289506468852,main_sequence,2.472517029466786,116437.50610599386,11643.750610599385,1164.3750610599386,True,1,True,False,HD 128356
2135550755683407232,295.46561283744234,50.51680164969824,21.128176108398225,6.0734186,0.82615995,26.525661487793972,23.7552635203891,-0.4643087388498351,24.00762072172283,4.449108559188639,main_sequence,2.4696335085794976,78302.38667010106,7830.238667010106,783.0238667010105,True,1,True,False,16 Cyg B
2440578577126302336,355.464058544604,-5.986253467421608,42.024736689920566,7.533826,0.8105302,28.183470414828417,60.58780674286006,-0.3360420002204004,18.992967351337818,4.41630099497164,main_sequence,2.464031379273483,61946.774767705305,6194.67747677053,619.467747677053,True,1,True,False,HD 222582
5060104351007433472,50.01667855900128,-28.854362578686352,35.87320348805562,7.2084846,0.80926657,25.827786853763577,44.24962211642936,-0.4113827204412711,17.902037478015814,4.43463379481034,main_sequence,2.4635588873659224,58388.63738453967,5838.863738453967,583.8863738453966,True,1,True,False,HD 20782
