source_id,simbad_id,simbad_otype,simbad_sptype,simbad_n_match,candidate_class
7.241460245704081e+17,,,,0,unexamined
7.244022752037668e+17,UCAC4 575-046427,*,,1,*
7.247610295272422e+17,,,,0,unexamined
