era,dt_hours,flux,flux_err,n
tess,-0.4121256198347108,0.9708396028494384,0.006610540236516587,138
tess,-0.360609917355372,0.9795655259081352,0.007438507519927589,134
tess,-0.30909421487603306,0.9627736465354068,0.006272751524730877,137
tess,-0.2575785123966941,0.9839942932735641,0.0063723065433940376,137
tess,-0.20606280991735532,0.9621098986147022,0.005369251163503721,139
tess,-0.15454710743801653,0.9722927942893024,0.006592177006694168,130
tess,-0.10303140495867774,0.9683193982103301,0.006073527658472173,138
tess,-0.05151570247933879,0.9637622430600572,0.006110599344211941,136
tess,0.0,0.971599941950325,0.005605656298059462,134
tess,0.05151570247933879,0.9697345573282657,0.006669367298479265,139
tess,0.10303140495867757,0.9698523114010918,0.006399667656142026,134
tess,0.15454710743801636,0.9602923472574268,0.005897397795102721,138
tess,0.20606280991735548,0.970651295619575,0.006333941028146132,134
tess,0.25757851239669427,0.9655689666046314,0.006392087194004975,137
tess,0.30909421487603306,0.9710567522630116,0.00616563973785075,137
tess,0.36060991735537185,0.9682680628843042,0.006136569810242338,139
tess,0.41212561983471063,0.9677048227812723,0.006814620887856574,130
tess,0.4636413223140494,0.9847383566510174,0.00563450449529848,138
tess,0.5151570247933882,0.968472160899009,0.005754433375368135,136
tess,0.5666727272727273,0.9707027040927878,0.00635179891661648,134
tess,0.6181884297520661,0.9689541128220991,0.00617520475107305,139
tess,0.6697041322314049,0.9794063216312748,0.006147300619625717,134
tess,0.7212198347107437,0.9718297157722708,0.007144245282261889,138
tess,0.7727355371900825,0.9998984250359095,0.006261767345863216,134
tess,0.8242512396694216,0.9815062908953558,0.005974139744573063,137
tess,0.8757669421487604,0.9726212974808999,0.00661267596397483,137
tess,0.9272826446280992,0.9934427833566493,0.006670587677150766,139
tess,0.978798347107438,0.98747382956301,0.0062128841386984955,131
tess,1.0303140495867766,1.001126205480004,0.0058310257207744515,137
tess,1.0818297520661155,1.0060675425689327,0.006877806490356783,136
tess,1.1333454545454544,0.9986765809153418,0.0054321574411579305,134
tess,1.1848611570247933,1.000626290860258,0.00628928933180688,139
tess,1.2363768595041322,0.9957558969825546,0.006220431965654356,134
tess,1.2878925619834711,0.9994094635917451,0.0064686228006694485,138
tess,1.3394082644628098,1.007642795641248,0.006852185721587273,134
tess,1.3909239669421485,0.9983307576104946,0.006864965900085436,136
tess,1.4424396694214874,1.0026962266144916,0.005779178001713598,136
tess,1.4939553719008263,0.9941491760977857,0.006405573620159698,137
tess,1.5454710743801652,1.0059457917558599,0.006254739806153005,130
tess,1.596986776859504,0.9962244009363255,0.006153701310006988,135
tess,1.648502479338843,1.0026877185995442,0.005882632171634424,136
tess,1.7000181818181817,1.0023050668211415,0.00634649812477024,134
tess,1.7515338842975203,0.9986088795756671,0.005932559707201352,139
tess,1.8030495867768597,1.0044875056424871,0.0061146225269891556,134
tess,1.8545652892561983,1.0036969177026502,0.0066066527835761625,138
tess,1.906080991735537,0.9928305447738598,0.0067200616836068415,134
tess,1.957596694214876,1.0046662793151744,0.0061001487925503575,137
tess,2.009112396694215,1.005775525671754,0.005958955300713919,137
tess,2.0606280991735533,0.9969912250990369,0.006002059419393805,139
tess,2.112143801652892,1.0060268555580618,0.0056190355407446805,131
tess,2.1636595041322315,1.0090211794079171,0.006491552737645925,137
tess,2.21517520661157,0.986248879549143,0.006298533736903734,136
tess,2.266690909090909,0.9975697308248819,0.00662562805241605,134
tess,2.3182066115702478,1.0096016127723977,0.005890243654444574,139
tess,2.3697223140495867,1.0067984639628786,0.00654235386317262,134
tess,2.4212380165289256,1.0150614222010528,0.005435815704819344,138
tess,2.472753719008264,0.9946671872985235,0.006372093604942984,133
tess,2.5242694214876034,0.9918839746730612,0.006118644599621829,135
tess,2.5757851239669423,1.0059323721022686,0.006264596454453818,136
tess,2.6273008264462807,1.013765522127416,0.006475935654984263,137
tess,2.6788165289256196,1.0002110130062065,0.006424013822689035,130
tess,2.7303322314049585,0.9994334345160238,0.006058883560580152,136
tess,2.781847933884297,1.012919863729152,0.005785673288308389,137
tess,2.833363636363636,1.0011971664492305,0.0060100604300680665,134
tess,2.884879338842975,1.007337887400122,0.006291759776775227,138
tess,2.9363950413223137,0.9998357792965171,0.005789590593591862,135
tess,2.9879107438016526,1.0001517902965094,0.006463223655317067,137
tess,3.0394264462809915,1.002648776789468,0.006472625242979042,135
tess,3.0909421487603304,1.0059311006612324,0.006453436548473806,136
kepler,-3.09094214876033,0.999917717915952,0.00015444628308731968,68
kepler,-3.0394264462809915,1.000076113751364,0.00015106013314518748,72
kepler,-2.9879107438016526,0.9999491529947848,0.0001442488933235072,70
kepler,-2.9363950413223137,1.0002554877112024,0.00014497374645876495,66
kepler,-2.8848793388429748,0.999860921738201,0.0001288371762215058,67
kepler,-2.8333636363636363,1.0001546991854366,0.00014372266316079618,63
kepler,-2.781847933884297,1.000021600898512,0.00016841633335521464,67
kepler,-2.730332231404959,0.9999297585301566,0.0001644192345172093,71
kepler,-2.6788165289256196,1.0001660831500843,0.00012306935132298384,68
kepler,-2.6273008264462807,1.0000130042516333,0.0001422631850941766,68
kepler,-2.5757851239669423,1.0000149983000446,0.00014710477991500246,67
kepler,-2.524269421487603,0.9999271616056534,0.00015483173611330626,68
kepler,-2.4727537190082645,0.999942287636988,0.0001313578500432914,68
kepler,-2.4212380165289256,1.0000609322370368,0.00012474159126182137,71
kepler,-2.3697223140495867,0.9998470602111412,0.00013206476818409973,63
kepler,-2.3182066115702478,1.0003536918574718,0.0001817327956966931,65
kepler,-2.266690909090909,0.9997756975489113,0.00016840170488873288,68
kepler,-2.21517520661157,1.0001977494097476,0.00011530260122321129,70
kepler,-2.163659504132231,1.0000163974940774,0.00013675762902788356,65
kepler,-2.1121438016528926,1.0000171641855344,0.00015112850855870794,68
kepler,-2.0606280991735533,1.000117127188727,0.00014574873130278684,73
kepler,-2.009112396694215,0.9998808394649862,0.00013450789295747016,69
kepler,-1.957596694214876,1.0001858255619167,0.0001405354870848319,65
kepler,-1.906080991735537,0.999957712903462,0.00013455578088181382,63
kepler,-1.8545652892561983,1.0000997001415162,0.00014853229914654667,67
kepler,-1.8030495867768592,1.0000287075462158,0.000169054128516833,68
kepler,-1.7515338842975208,1.0000242668236083,0.000200638947400716,75
kepler,-1.7000181818181817,1.0002685437631786,0.00013430783146786533,65
kepler,-1.648502479338843,0.9999047560339768,0.00014431028160016542,67
kepler,-1.596986776859504,1.000054321644218,0.00016348204117553976,69
kepler,-1.545471074380165,0.9999670912642377,0.00014000914289375802,70
kepler,-1.4939553719008263,0.9999613783231457,0.0001376437744807978,66
kepler,-1.4424396694214876,1.0000721568601039,0.0001056564424543312,72
kepler,-1.3909239669421487,0.9996508544333259,0.00016373900502039104,62
kepler,-1.33940826446281,1.0001027210783524,0.00017474793850803994,62
kepler,-1.2878925619834711,0.999539830571499,0.00017873146999588673,68
kepler,-1.236376859504132,1.000063124476899,0.00013344309548275995,66
kepler,-1.1848611570247933,0.9994679902141832,0.00013941260811598346,70
kepler,-1.1333454545454544,0.9990455581763452,0.00016568940757491761,67
kepler,-1.0818297520661158,0.9984807922398254,0.00016254856586286656,72
kepler,-1.0303140495867769,0.9973164987824583,0.00011531947334288287,69
kepler,-0.978798347107438,0.996703695670821,0.00011785416174249845,66
kepler,-0.9272826446280991,0.9952054724464551,0.00014047520927491485,68
kepler,-0.8757669421487602,0.9941289248809027,0.00015892428383584782,66
kepler,-0.8242512396694215,0.9929904258598361,0.00021763790362569192,68
kepler,-0.7727355371900826,0.9911951838528648,0.00014509058205485688,74
kepler,-0.7212198347107439,0.9903546089715082,0.00014171471850650896,63
kepler,-0.6697041322314049,0.9890042835246049,0.0001399821694618079,70
kepler,-0.6181884297520659,0.9883668513902116,0.0001456215407112447,70
kepler,-0.5666727272727272,0.987448525548181,0.0001555188105607821,65
kepler,-0.5151570247933883,0.9870881092850092,0.00014109469147047688,72
kepler,-0.4636413223140496,0.9867746978075665,0.00013709820850023473,69
kepler,-0.4121256198347108,0.9866058219565886,0.00015103537341193564,62
kepler,-0.360609917355372,0.9865886706563586,0.00018400933788816486,67
kepler,-0.30909421487603306,0.9860072362473038,0.00017731019947799564,67
kepler,-0.2575785123966941,0.9860539864407004,0.00014642176743951167,70
kepler,-0.20606280991735532,0.986060091662922,0.00013029719244467253,68
kepler,-0.15454710743801653,0.9857646562614348,0.00014802458157696767,69
kepler,-0.10303140495867774,0.9858125301843578,0.00014268210965705407,70
kepler,-0.05151570247933879,0.9857126035728044,0.00012480574347540095,62
kepler,0.0,0.9859053043861457,0.00013034520062597837,73
kepler,0.05151570247933879,0.9857694225577155,0.0001218295316194614,67
kepler,0.10303140495867757,0.9857621046538488,0.0001471666239519114,64
kepler,0.15454710743801636,0.9859394407833355,0.00017018637982773552,70
kepler,0.20606280991735548,0.9857549987116558,0.0001382512515464708,71
kepler,0.25757851239669427,0.9862081911020436,0.0001228742515131618,63
kepler,0.30909421487603306,0.9859302575376395,0.00014861218279819916,70
kepler,0.36060991735537185,0.9864875549352183,0.00016935726538480378,69
kepler,0.41212561983471063,0.9864332457929532,0.00014125515230325794,67
kepler,0.4636413223140494,0.9868702348978307,0.000137226271359164,70
kepler,0.5151570247933882,0.9872795691742985,0.0001467805814020455,70
kepler,0.5666727272727273,0.9876575908098506,0.00015186508766570791,61
kepler,0.6181884297520661,0.9883607049669246,0.0001807010893290117,64
kepler,0.6697041322314049,0.9890642964829348,0.00018260629560501064,70
kepler,0.7212198347107437,0.9901218301514331,0.0001497754548612908,71
kepler,0.7727355371900825,0.9914380741219828,0.00012158946087640768,70
kepler,0.8242512396694216,0.9925222937332796,0.00017096896525459738,69
kepler,0.8757669421487604,0.9941379187954952,0.00017713790912255117,63
kepler,0.9272826446280992,0.9951315599373679,0.00013673074341469138,68
kepler,0.978798347107438,0.9965501168529962,0.00015476358088907172,70
kepler,1.0303140495867766,0.9974589048538626,0.0001345444183824679,68
kepler,1.0818297520661155,0.9983545925253883,0.0001615094706632993,64
kepler,1.1333454545454544,0.9992770431564979,0.00017248936955047083,72
kepler,1.1848611570247933,0.9993157134132549,0.00014617089018789808,66
kepler,1.2363768595041322,1.0001659424513933,0.0001267349587209923,66
kepler,1.2878925619834711,0.9998857871220835,0.0001427818330113143,71
kepler,1.3394082644628098,0.9999927155402244,0.00016533789614543972,69
kepler,1.3909239669421485,0.9998915167624728,0.00016111285521321485,68
kepler,1.4424396694214874,0.999902297717712,0.00012106281144816166,71
kepler,1.4939553719008263,1.0000105214286221,0.0001283096727295984,68
kepler,1.5454710743801652,1.000090093376803,0.000139991673447748,58
kepler,1.596986776859504,1.0001854916177662,0.00017813133350765516,70
kepler,1.648502479338843,0.9999610248444445,0.00015187155580138428,70
kepler,1.7000181818181817,1.0000451381013298,0.00013894579997560054,70
kepler,1.7515338842975203,1.0001441563692153,0.00013505625568040953,70
kepler,1.8030495867768597,0.9998919660732815,0.00015889381636733786,68
kepler,1.8545652892561983,1.0001943553061867,0.00014839943416802064,61
kepler,1.906080991735537,0.9997684383671732,0.00013201138803190874,72
kepler,1.957596694214876,1.000131626679082,0.00012527809917279627,72
kepler,2.009112396694215,1.0000571780099987,0.00014598489330575835,64
kepler,2.0606280991735533,0.9999436213227741,0.000130228880671015,68
kepler,2.112143801652892,1.000146014595184,0.00018184896412149496,71
kepler,2.1636595041322315,0.9998178314887068,0.00015053305185849257,68
kepler,2.21517520661157,1.0001851399511432,0.00010986155646484794,67
kepler,2.266690909090909,0.9999332508437918,0.0001327268669290366,73
kepler,2.3182066115702478,1.000059712903817,0.00017208849489697327,63
kepler,2.3697223140495867,0.9999508942150348,0.00014895681705443423,70
kepler,2.4212380165289256,1.000010209131976,0.00013781978503569562,67
kepler,2.472753719008264,1.0001711180881228,0.00013483973866089237,66
kepler,2.5242694214876034,1.0000254836145253,0.00013740917611174968,64
kepler,2.5757851239669423,1.0002202006485366,0.00016757507410703406,69
kepler,2.6273008264462807,1.0000240577518063,0.00015167146293753472,70
kepler,2.6788165289256196,1.000089215249431,0.00014255268244697057,67
kepler,2.7303322314049585,1.0001512525793625,0.00012473903699651028,74
kepler,2.781847933884297,0.9999027810133517,0.00016024431475058465,65
kepler,2.833363636363636,1.0000432064617015,0.00016167042091388316,65
kepler,2.884879338842975,0.9997502924018478,0.0001281862110503293,71
kepler,2.9363950413223137,1.0001624325939678,0.00012611453070607572,72
kepler,2.9879107438016526,0.9999963608655912,0.00012999415103822628,63
kepler,3.0394264462809915,0.9999806900945054,0.00014664514482010834,69
kepler,3.0909421487603304,1.0001356145464977,0.00017135198163084422,69
